dates,nzd0130-0000,nzd0130-0001,nzd0130-0002,nzd0130-0003,nzd0130-0004,nzd0130-0005,nzd0130-0006,nzd0130-0007,nzd0130-0008,satname
1999-08-26 22:04:44+00:00,,,,,,,,,390.89,L7
1999-09-27 22:04:48+00:00,383.95,384.42,383.14,379.6,376.6,380.29,370.79,369.54,379.35,L7
1999-11-14 22:04:42+00:00,390.04499999999996,391.565,389.4,384.675,383.0,385.47,376.495,373.32500000000005,379.48333333333335,L7
2000-02-11 21:58:22+00:00,390.04499999999996,394.93,393.3,384.675,388.81333333333333,388.65333333333336,380.3566666666666,376.39000000000004,381.5125,L7
2000-03-30 21:58:09+00:00,396.14,399.59,392.49333333333334,386.695,393.6766666666667,392.1466666666667,385.8066666666667,379.36666666666673,388.06666666666666,L7
2000-05-24 22:03:46+00:00,367.09,389.24333333333334,390.90999999999997,365.75,382.24333333333334,382.0433333333333,378.4433333333333,373.15333333333336,383.21000000000004,L7
2000-12-11 21:56:00+00:00,384.19,390.09,384.43,,,,375.42,,372.38,L7
2001-01-03 22:02:12+00:00,378.56,387.87,380.11,359.63,355.64,383.24,375.47,370.85,369.22,L7
2001-02-13 21:56:03+00:00,375.25,383.28999999999996,377.59,364.65,363.91499999999996,375.93,372.18333333333334,369.20000000000005,367.5833333333333,L7
2001-03-01 21:55:57+00:00,375.25,383.28999999999996,368.025,366.12999999999994,363.91499999999996,379.84,374.8775,369.20000000000005,370.5575,L7
2001-03-24 22:01:59+00:00,378.195,384.73249999999996,368.025,370.90999999999997,370.49333333333334,380.0575,374.95,369.9666666666667,369.674,L7
2001-06-05 21:55:16+00:00,375.67600000000004,382.23,365.832,369.90999999999997,367.4425,380.0575,367.23333333333335,369.9666666666667,369.674,L7
2001-08-24 21:54:24+00:00,376.25,380.6400000000001,348.19500000000005,374.15250000000003,365.9566666666667,383.80333333333334,363.6675,370.155,370.22333333333336,L7
2001-09-09 21:54:12+00:00,380.46500000000003,384.87000000000006,372.825,377.825,369.3775,381.875,361.8075,371.52666666666664,368.41333333333336,L7
2001-09-25 21:54:04+00:00,378.2766666666667,382.77500000000003,372.825,375.3500000000001,364.61999999999995,383.04,357.33,371.53999999999996,376.05,L7
2001-10-02 22:00:04+00:00,382.15250000000003,386.56666666666666,379.5,377.87,369.2125,383.04,362.92499999999995,372.9066666666667,376.89750000000004,L7
2001-10-11 21:53:46+00:00,384.534,387.8975,381.01,379.13,371.252,386.645,365.52,373.28999999999996,375.976,L7
2001-11-03 22:00:10+00:00,382.1116666666667,384.898,377.974,376.8616666666667,370.97166666666664,380.0366666666667,364.9483333333333,370.948,373.6666666666667,L7
2001-12-30 21:54:13+00:00,383.81333333333333,381.078,381.262,377.3983333333333,373.40000000000003,376.605,371.4083333333333,369.77666666666664,372.2457142857143,L7
2002-01-22 22:00:40+00:00,380.83571428571435,381.078,378.8883333333333,375.7357142857143,371.4857142857143,373.86,370.88714285714286,369.0785714285715,370.5075,L7
2002-01-31 21:54:26+00:00,379.995,380.58666666666664,378.53000000000003,375.1175,371.8925,372.8516666666667,370.21124999999995,368.1975,369.1144444444445,L7
2002-02-23 22:00:43+00:00,381.18375000000003,381.6042857142857,378.58625,375.63625,374.64750000000004,372.2283333333333,370.8775,368.26,369.74333333333334,L7
2002-03-27 22:00:37+00:00,379.48,383.11285714285714,377.15714285714284,374.4728571428572,373.9342857142857,372.2283333333333,370.2142857142857,368.9125,368.94375,L7
2002-04-12 22:00:37+00:00,373.704,379.15,372.342,370.34200000000004,371.028,368.62399999999997,367.178,368.5942857142857,369.9771428571429,L7
2002-04-28 22:00:38+00:00,373.02833333333336,378.4583333333333,370.73,369.40333333333336,369.7633333333333,367.555,365.9916666666666,366.89875,369.28375,L7
2002-06-15 22:00:19+00:00,374.20666666666665,379.12833333333333,371.32500000000005,370.1983333333333,369.47166666666664,368.2,367.38166666666666,367.5525,370.97375,L7
2002-06-24 21:54:04+00:00,374.28428571428566,379.34285714285716,371.0628571428571,370.4785714285714,370.4585714285714,369.2785714285714,367.8314285714286,367.3566666666667,370.80333333333334,L7
2002-07-17 22:00:08+00:00,370.56714285714287,380.63,370.6566666666667,368.0042857142857,367.4628571428571,369.7733333333333,367.4857142857142,366.18333333333334,370.93999999999994,L7
2002-08-27 21:53:36+00:00,371.036,381.635,372.0425,368.52,366.938,369.54999999999995,366.50249999999994,366.9485714285715,374.30428571428564,L7
2002-12-24 22:00:09+00:00,366.855,376.68500000000006,386.61,367.7199999999999,363.5250000000001,,364.99,367.18,372.91,L7
2003-01-18 21:54:06+00:00,383.92,385.32500000000005,382.08000000000004,378.91499999999996,373.29,375.21,370.08,371.16333333333336,373.3166666666666,L7
2003-01-25 22:00:18+00:00,383.92,385.32500000000005,387.83,378.91499999999996,373.29,375.21,370.08,373.925,376.005,L7
2003-03-23 21:54:16+00:00,,383.09000000000003,385.73333333333335,377.505,374.59000000000003,380.72,371.26,373.585,376.10999999999996,L7
2003-03-30 22:00:31+00:00,,386.31,385.8,379.00333333333333,376.6133333333334,382.0566666666667,372.03666666666663,374.588,377.294,L7
2003-05-10 21:54:22+00:00,,386.31,385.8,379.00333333333333,376.6133333333334,382.0566666666667,372.03666666666663,374.588,383.3283333333333,L7
2003-08-13 21:48:45+00:00,363.48,382.98999999999995,376.2733333333333,370.7733333333333,369.7833333333333,372.6566666666667,360.91333333333336,361.31,377.92999999999995,L5
2003-09-30 21:49:30+00:00,361.33500000000004,368.06,360.325,351.62,353.495,353.99,348.86,345.33000000000004,372.12000000000006,L5
2003-11-17 21:50:09+00:00,367.7633333333333,374.02,367.87999999999994,351.62,353.495,353.99,348.86,358.53999999999996,361.8433333333333,L5
2003-12-12 21:44:10+00:00,370.2675,376.145,370.32,358.31666666666666,362.06,359.59999999999997,354.34999999999997,358.3025,361.725,L5
2004-02-14 21:44:33+00:00,372.53,370.6475,372.9266666666667,362.72,367.625,365.895,357.17333333333335,360.4025,361.96750000000003,L5
2004-02-21 21:50:47+00:00,366.9025,370.6475,372.9266666666667,362.72,367.625,365.895,352.02,354.544,358.25800000000004,L5
2004-04-18 21:45:25+00:00,367.56499999999994,372.0725,374.06333333333333,362.46,371.385,363.78,348.385,352.45799999999997,357.78000000000003,L5
2004-05-04 21:45:52+00:00,365.25199999999995,370.718,368.78,353.21999999999997,361.02666666666664,354.8633333333333,346.924,350.22166666666664,357.22333333333336,L5
2004-05-20 21:46:20+00:00,360.48199999999997,365.352,362.125,353.21999999999997,361.02666666666664,354.8633333333333,347.2166666666667,343.06333333333333,352.7083333333333,L5
2004-06-12 21:53:11+00:00,363.688,367.646,363.95000000000005,343.9749999999999,351.94499999999994,346.885,350.1433333333334,346.7383333333333,355.98,L5
2004-07-07 21:47:45+00:00,363.60833333333335,368.0466666666667,362.24,334.84999999999997,338.09666666666664,340.56,348.7742857142857,344.97428571428566,354.9985714285714,L5
