dates,satname,nzd0130-0000,nzd0130-0001,nzd0130-0002,nzd0130-0003,nzd0130-0004,nzd0130-0005,nzd0130-0006,nzd0130-0007,nzd0130-0008
1999-08-26 22:04:44.971000,L7,,,,,,,404.60,406.34,390.89
1999-09-27 22:04:48.949000,L7,383.95,384.42,383.14,379.60,376.60,380.29,370.79,369.54,367.81
1999-11-14 22:04:42.286000,L7,396.14,398.71,395.66,389.75,389.40,390.65,382.20,377.11,379.75
1999-12-09 21:58:33.708000,L7,425.96,384.66,380.07,393.49,397.20,395.51,388.95,387.59,390.71
2000-02-11 21:58:22.025000,L7,,401.66,401.10,401.53,400.44,395.02,388.08,382.52,387.60
2000-03-30 21:58:09.573000,L7,396.24,398.40,380.72,383.64,391.19,390.77,387.14,378.47,396.85
2000-05-24 22:03:46.662000,L7,367.09,367.67,340.39,347.86,355.10,360.34,360.11,358.47,365.18
2000-09-06 21:56:22.949000,L7,234.53,329.98,227.58,346.35,391.05,385.27,329.70,,
2000-12-11 21:56:00.959000,L7,384.19,390.09,384.43,383.41,386.24,386.04,375.42,377.10,372.38
2001-01-03 22:02:12.432000,L7,372.93,385.65,375.79,359.63,355.64,383.24,375.52,370.85,366.06
2001-02-13 21:56:03.778000,L7,368.63,374.13,372.55,369.67,372.19,368.62,365.61,367.55,364.31
2001-03-01 21:55:57.624000,L7,268.50,241.93,339.33,369.09,396.73,387.66,382.96,386.51,379.48
2001-03-24 22:01:59.719000,L7,387.03,389.06,384.21,385.25,383.65,380.71,375.24,371.50,366.14
2001-06-05 21:55:16.607000,L7,365.60,372.22,357.06,365.91,358.29,334.53,328.65,312.12,357.45
2001-08-15 22:00:38.680000,L7,405.87,396.37,387.23,391.36,386.58,356.62,372.10,379.86,393.77
2001-08-24 21:54:24.664000,L7,376.12,268.90,202.47,376.36,355.93,383.04,367.82,368.81,365.05
2001-09-09 21:54:12.928000,L7,393.11,393.33,388.59,383.78,379.64,388.53,375.52,374.27,374.05
2001-09-25 21:54:04.740000,L7,,,,,403.40,401.06,394.78,387.17,389.05
2001-10-02 22:00:04.650000,L7,393.78,394.15,392.85,385.43,382.99,390.96,379.71,375.64,379.44
2001-10-11 21:53:46.024000,L7,394.06,391.89,385.54,384.17,379.41,390.25,375.90,374.44,372.29
2001-11-03 22:00:10.954000,L7,370.00,372.90,365.83,365.52,369.57,366.82,362.09,361.58,362.12
2001-12-05 22:00:18.987000,L7,,,,,,,,380.87,376.42
2001-12-30 21:54:13.275000,L7,375.81,353.12,373.50,369.13,372.86,366.31,367.41,363.92,363.72
2002-01-22 22:00:40.906000,L7,362.97,252.39,367.02,365.76,360.00,362.88,367.76,364.89,358.34
2002-01-31 21:54:26.647000,L7,374.11,378.13,376.38,370.79,374.74,367.81,365.48,362.03,357.97
2002-02-23 22:00:43.620000,L7,385.63,387.71,378.98,380.51,377.97,379.30,373.15,369.31,370.71
2002-03-20 21:54:24.081000,L7,204.57,222.28,162.57,,,,331.36,364.04,360.61
2002-03-27 22:00:37.575000,L7,,403.89,400.61,395.87,393.43,394.64,378.14,379.49,386.96
2002-04-12 22:00:37.812000,L7,,,,,,397.60,385.23,378.94,390.02
2002-04-28 22:00:38.357000,L7,369.65,375.00,362.67,364.71,363.44,362.21,360.06,355.03,364.43
2002-06-15 22:00:19.658000,L7,377.07,376.92,369.40,370.29,367.82,370.69,370.43,366.81,375.64
2002-06-24 21:54:04.370000,L7,374.75,380.63,369.49,372.16,376.38,375.75,370.53,365.79,369.44
2002-07-17 22:00:08.747000,L7,349.79,362.13,260.17,351.81,351.89,325.68,364.99,353.36,364.95
2002-08-27 21:53:36.267000,L7,383.92,391.24,386.61,383.63,375.16,392.49,382.24,369.22,368.69
2002-09-12 21:53:31.762000,L7,,401.36,396.09,390.87,390.34,391.53,385.86,376.28,376.91
2002-10-30 21:53:25.867000,L7,391.47,381.30,403.85,,,412.12,405.35,403.85,392.02
2002-12-01 21:53:52.985000,L7,311.69,337.68,208.24,,,,,,
2002-12-24 22:00:09.147000,L7,,,402.27,399.08,396.53,395.50,388.87,378.96,385.09
2003-01-18 21:54:06.301000,L7,379.34,379.41,377.55,374.20,371.42,375.21,370.08,365.31,366.17
2003-01-25 22:00:18.779000,L7,,,399.33,395.92,396.27,394.80,390.89,382.21,384.07
2003-03-23 21:54:16.760000,L7,386.78,386.77,380.32,380.81,377.76,386.23,372.44,367.86,369.11
2003-03-30 22:00:31.029000,L7,391.34,392.75,386.00,382.00,380.66,384.73,373.59,378.60,382.03
2003-04-24 21:54:22.477000,L7,,,,395.07,403.24,405.03,392.10,374.99,366.30
2003-05-10 21:54:22.508000,L7,,,,,,399.28,400.55,404.22,413.50
2003-07-21 21:42:09.884000,L5,363.71,372.50,366.96,358.64,364.65,348.30,339.51,339.52,348.91
2003-08-06 21:42:27.230000,L5,366.29,367.96,363.06,350.24,346.97,343.23,332.50,330.20,346.19
2003-08-13 21:48:45.123000,L5,363.48,369.45,362.50,349.51,350.93,347.01,336.71,337.47,347.08
2003-09-30 21:49:30.432000,L5,359.19,366.67,358.15,353.73,356.06,360.97,361.01,353.19,355.78
2003-11-17 21:50:09.452000,L5,380.62,385.94,382.99,396.48,399.83,395.13,391.06,384.96,382.67
2003-12-03 21:50:19.675000,L5,,,,,,411.17,389.72,379.07,378.54
2003-12-12 21:44:10.398000,L5,377.78,382.52,377.64,371.71,379.19,370.82,365.33,357.59,361.37
2004-02-14 21:44:33.705000,L5,288.22,347.46,256.12,,,,345.18,345.87,348.05
2004-02-21 21:50:47.082000,L5,350.02,266.18,277.07,,,,336.56,331.11,343.42
2004-04-18 21:45:25.586000,L5,361.84,372.37,361.56,353.21,363.58,356.74,346.47,342.76,353.39
2004-05-04 21:45:52.076000,L5,356.00,365.30,352.93,334.74,340.31,337.03,341.08,339.04,354.44
2004-05-20 21:46:20.465000,L5,356.77,359.11,356.37,,,273.31,348.68,342.01,355.58
2004-06-12 21:53:11.618000,L5,393.81,393.99,384.94,391.15,391.57,383.58,382.89,379.64,381.00
2004-07-07 21:47:45.207000,L5,363.21,370.05,355.40,316.60,310.40,327.91,340.56,334.39,349.11
2004-07-23 21:48:09.192000,L5,363.40,371.79,358.02,353.78,359.35,358.87,352.58,346.02,355.43
2004-07-30 21:54:28.143000,L5,358.74,374.99,365.45,354.92,360.67,351.21,348.78,344.79,350.59
2004-09-16 21:55:41.721000,L5,360.68,365.89,363.73,356.84,358.11,356.57,350.29,344.05,346.83
2004-09-25 21:49:43.196000,L5,,397.71,395.50,386.66,394.61,383.42,377.03,380.05,381.71
2004-10-18 21:56:23.891000,L5,382.42,381.28,375.54,368.13,369.80,373.51,369.03,363.93,366.34
2004-11-03 21:56:42.977000,L5,340.69,361.27,361.64,356.17,356.44,355.05,364.96,360.40,359.09
2004-11-19 21:56:55.269000,L5,373.87,377.83,371.02,364.47,351.15,346.50,340.18,342.89,347.80
2005-01-15 21:51:45.464000,L5,366.24,373.12,364.24,359.87,362.92,352.34,345.66,346.40,347.92
2005-01-22 21:58:02.481000,L5,351.23,365.52,360.13,354.68,361.79,350.22,345.15,338.99,339.30
2005-02-07 21:58:15.209000,L5,359.92,363.35,354.48,325.07,351.49,331.50,310.31,329.13,332.27
2005-02-16 21:52:13.954000,L5,390.87,391.75,389.12,380.89,387.61,374.12,364.22,366.26,366.38
2005-02-23 21:58:31.621000,L5,356.48,368.82,358.92,356.13,358.00,347.17,344.99,347.45,353.45
2005-03-11 21:58:44.158000,L5,307.65,359.78,354.74,344.32,346.05,347.43,341.47,343.39,351.19
2005-04-12 21:58:55.193000,L5,372.43,380.88,372.23,354.54,355.89,352.87,339.71,339.36,344.53
2005-05-23 21:53:00.685000,L5,349.67,360.88,356.30,353.24,355.78,347.91,342.23,334.43,348.58
2005-06-08 21:53:09.034000,L5,358.60,362.87,354.04,350.55,349.52,339.33,332.65,328.35,338.12
2005-07-17 21:59:35.576000,L5,,,405.07,399.01,404.11,396.93,378.35,373.86,379.09
2005-07-26 21:53:30.504000,L5,368.67,376.03,368.49,357.62,359.57,351.61,340.75,339.10,346.15
2005-09-19 21:59:56.928000,L5,359.79,375.87,375.54,370.88,374.29,358.08,342.02,340.78,308.30
2005-11-22 22:00:23.113000,L5,359.60,365.08,372.55,371.41,380.20,371.19,362.31,368.40,347.78
2006-02-03 21:55:55.062000,L5,,,,,,407.19,399.02,394.01,391.71
2006-02-19 21:56:15.936000,L5,,,,,406.15,402.31,391.91,395.48,390.01
2006-04-08 21:57:12.628000,L5,362.79,372.44,361.66,358.92,362.38,355.59,349.55,344.18,353.37
2006-05-17 22:03:57.969000,L5,360.70,366.58,360.33,347.27,363.46,339.58,357.21,347.41,354.26
2006-06-02 22:04:12.415000,L5,247.87,259.87,322.74,351.71,346.55,341.42,343.74,336.71,343.40
2006-06-27 21:58:24.681000,L5,218.24,204.29,150.20,,,,311.68,321.92,336.17
2006-07-04 22:04:41.660000,L5,392.53,398.90,390.40,387.19,393.72,390.16,383.63,377.83,379.11
2006-11-25 22:06:43.926000,L5,409.73,336.96,382.45,383.00,379.59,362.33,362.59,,
2006-12-11 22:06:52.177000,L5,290.39,346.54,336.57,326.51,323.66,308.69,279.31,280.83,284.83
2007-02-13 22:06:47.368000,L5,389.30,394.67,389.05,385.03,392.73,388.74,382.47,378.61,375.83
2007-09-18 21:58:42.182000,L5,,,398.52,389.45,390.28,389.26,377.98,373.81,373.56
2008-10-29 21:55:24.451000,L5,382.57,388.21,397.29,391.49,390.35,382.40,380.17,393.29,366.00
2008-12-25 21:50:10.387000,L5,394.01,397.61,388.96,388.86,397.22,391.79,383.88,382.93,384.11
2009-02-02 21:57:22.411000,L5,392.29,398.83,392.67,390.90,393.34,385.57,379.55,376.41,376.71
2009-02-11 21:51:25.536000,L5,,,,,,400.78,395.28,393.95,394.13
2010-01-13 21:56:25.416000,L5,391.18,397.49,388.90,387.29,393.51,389.83,374.01,374.95,379.88
2010-02-21 22:02:44.773000,L5,393.23,395.65,390.44,377.51,381.57,371.78,368.57,367.27,362.22
2010-10-28 21:55:27.339000,L5,365.50,355.06,356.68,314.35,,278.18,326.45,351.06,362.98
2010-11-13 21:55:25.438000,L5,,400.38,394.37,389.19,384.85,375.43,372.73,368.45,371.61
2010-12-31 21:55:32.560000,L5,380.17,382.68,375.79,358.37,283.38,327.17,328.84,358.58,361.55
2011-01-07 22:01:44.406000,L5,,,,,,403.89,395.15,391.62,388.80
2011-02-17 21:55:37.006000,L5,359.47,355.06,355.64,345.00,348.64,338.85,341.29,343.55,353.97
2011-03-28 22:01:38.376000,L5,,402.19,397.09,396.19,403.08,389.82,376.13,376.11,374.80
2011-04-13 22:01:34.017000,L5,,402.60,390.53,386.34,397.39,388.11,378.48,378.65,384.85
2011-09-04 22:00:27.603000,L5,370.34,369.54,368.27,359.84,352.68,352.25,349.84,347.19,354.26
2013-04-11 22:07:51.092000,L8,353.14,354.63,348.25,348.42,352.08,349.05,348.83,349.14,361.56
2013-04-27 22:07:23.594000,L8,355.05,355.63,347.57,351.56,351.43,343.27,359.29,355.50,358.95
2013-05-20 22:13:50.559000,L8,357.76,359.02,349.84,351.92,353.13,350.52,353.51,340.80,358.59
2013-05-29 22:07:41.466000,L8,357.30,364.54,351.16,357.38,354.75,348.54,359.42,346.85,361.15
2013-06-05 22:13:51.261000,L8,359.75,362.20,350.92,356.08,355.52,355.71,355.24,340.65,359.42
2013-06-30 22:07:36.163000,L8,345.22,348.95,341.91,342.88,346.86,337.25,328.93,321.38,341.54
2013-06-30 22:08:00.117000,L8,389.76,394.48,388.96,383.62,376.22,387.53,380.54,374.97,381.04
2013-07-07 22:13:48.209000,L8,345.69,269.61,229.72,190.19,346.89,335.16,326.39,291.42,
2013-08-08 22:13:49.700000,L8,362.61,364.74,357.06,360.52,356.65,360.08,357.24,336.07,357.69
2013-08-17 22:08:03.120000,L8,388.56,392.89,384.11,392.63,392.48,390.80,381.44,376.42,381.63
2013-09-02 22:07:40.639000,L8,,397.91,389.10,390.27,383.21,392.86,373.76,375.92,385.59
2013-09-02 22:08:04.598000,L8,392.59,393.11,382.81,387.02,380.86,389.82,372.14,372.72,381.44
2013-10-11 22:13:41.596000,L8,246.30,222.71,177.52,,,,,,
2013-10-27 22:13:31.854000,L8,339.16,341.23,335.62,300.63,,,,,
2013-11-05 22:07:22.900000,L8,374.92,370.08,359.40,361.25,363.59,363.12,357.57,363.09,364.14
2013-11-05 22:07:46.855000,L8,374.85,370.14,359.33,361.18,363.51,363.06,357.36,362.60,363.53
2013-11-12 22:13:32.202000,L8,397.36,393.48,383.10,385.24,383.16,386.15,373.94,374.39,372.13
2013-11-21 22:07:13.797000,L8,397.15,394.21,390.37,381.32,379.84,369.67,376.17,366.92,370.63
2013-11-21 22:07:37.752000,L8,397.13,394.26,390.29,381.09,379.89,369.32,376.09,366.63,370.09
2013-12-14 22:13:21.591000,L8,,401.85,395.26,390.26,390.44,389.45,377.05,376.72,378.63
2014-01-08 22:06:55.162000,L8,348.76,351.58,343.88,339.67,347.17,335.05,331.87,331.97,341.38
2014-01-08 22:07:19.116000,L8,344.01,347.21,339.39,327.64,342.98,326.96,322.88,327.69,332.60
2014-01-24 22:06:45.554000,L8,401.43,395.17,385.89,378.91,375.32,364.93,365.04,362.41,373.71
2014-01-24 22:07:09.509000,L8,401.49,396.01,386.79,379.74,375.93,365.67,365.75,362.35,373.24
2014-01-31 22:12:52.806000,L8,356.19,360.10,357.02,355.92,362.89,354.44,351.54,345.26,355.12
2014-03-20 22:12:13.789000,L8,349.56,355.68,354.86,347.07,352.03,343.20,341.73,335.87,357.31
2014-03-29 22:05:52.007000,L8,,402.93,397.56,403.53,400.76,397.69,385.49,379.20,384.08
2014-03-29 22:06:15.961000,L8,,402.65,397.55,403.56,400.53,397.57,385.36,378.97,384.10
2014-04-05 22:11:58.702000,L8,347.09,351.14,346.83,342.61,352.43,340.47,330.73,334.30,350.04
2014-04-21 22:11:42.175000,L8,358.35,358.89,351.25,354.55,357.09,354.98,347.16,350.72,361.97
2014-04-30 22:05:22.578000,L8,354.91,355.85,351.79,354.71,356.37,347.36,348.30,334.37,360.97
2014-04-30 22:05:46.536000,L8,354.74,355.77,351.60,354.11,356.38,346.88,348.03,334.24,360.72
2014-05-16 22:05:09.831000,L8,391.75,379.25,396.02,359.53,355.19,377.00,382.78,345.32,368.73
