dates,satname,nzd0164-0000,nzd0164-0001,nzd0164-0002
1999-10-22 21:58:28.758000,L7,396.41,396.76,422.37
1999-12-09 21:58:33.708000,L7,294.13,333.98,359.88
1999-12-09 21:58:57.676000,L7,194.21,225.40,201.29
2000-02-27 21:58:16.566000,L7,534.10,518.91,507.68
2000-02-27 21:58:40.521000,L7,460.83,442.47,484.24
2000-03-14 21:58:11.336000,L7,232.20,229.44,263.24
2000-03-14 21:58:35.291000,L7,,232.34,264.03
2000-03-30 21:58:09.573000,L7,251.49,226.24,270.85
2000-03-30 21:58:33.541000,L7,,205.06,272.03
2000-09-22 21:56:05.544000,L7,281.13,298.09,285.15
2000-12-27 21:56:05.061000,L7,352.82,350.44,360.24
2001-01-12 21:56:06.772000,L7,186.96,215.95,201.74
2001-10-11 21:53:46.024000,L7,213.91,227.88,214.66
2001-10-11 21:54:09.862000,L7,212.58,227.38,265.22
2002-01-15 21:54:23.534000,L7,380.72,386.54,389.66
2002-01-31 21:54:26.647000,L7,,,270.03
2002-01-31 21:54:50.570000,L7,357.44,359.50,365.82
2002-02-16 21:54:54.191000,L7,228.96,274.07,343.20
2002-08-27 21:53:36.267000,L7,291.75,297.93,282.57
2002-10-14 21:53:19.813000,L7,,,277.47
2002-10-14 21:53:43.769000,L7,,,270.77
2002-10-30 21:53:25.867000,L7,197.45,272.69,
2003-01-18 21:54:06.301000,L7,314.97,244.68,276.11
2003-03-23 21:54:16.760000,L7,230.14,227.40,264.50
2003-03-23 21:54:40.711000,L7,,,264.60
2003-10-25 21:43:40.253000,L5,285.89,253.23,282.77
2003-10-25 21:44:04.226000,L5,287.22,254.23,280.24
2004-03-01 21:45:02.553000,L5,320.72,308.09,459.17
2004-05-20 21:46:20.465000,L5,283.65,,
2004-05-20 21:46:44.438000,L5,286.88,,
2004-09-25 21:49:43.196000,L5,289.44,265.08,272.20
2004-09-25 21:50:07.312000,L5,301.54,282.46,289.22
2005-01-15 21:51:45.464000,L5,276.60,247.47,227.74
2005-01-15 21:52:09.437000,L5,287.76,266.98,250.30
2005-04-21 21:52:46.920000,L5,,212.88,265.40
2005-04-21 21:53:10.893000,L5,291.97,,
2005-10-30 21:53:39.558000,L5,324.11,304.44,322.03
2005-10-30 21:54:03.531000,L5,285.64,242.50,263.48
2006-02-19 21:56:15.936000,L5,288.96,222.63,257.83
2006-04-08 21:57:36.601000,L5,292.09,263.41,252.62
2006-06-27 21:58:48.654000,L5,250.33,,
2006-07-13 21:58:38.362000,L5,281.13,,
