dates,nzd0164-0000,nzd0164-0001,nzd0164-0002,satname
2000-03-14 21:58:35+00:00,,232.34,264.03,L7
2000-03-30 21:58:09+00:00,251.49,229.29000000000002,267.44,L7
2000-09-22 21:56:05+00:00,266.31,226.24,278.0,L7
2001-10-11 21:54:09+00:00,,227.38,265.22,L7
2002-10-14 21:53:43+00:00,,,270.77,L7
2003-03-23 21:54:16+00:00,,227.4,267.635,L7
2003-10-25 21:44:04+00:00,287.22,254.23,280.24,L5
2004-05-20 21:46:20+00:00,283.65,,,L5
2004-09-25 21:50:07+00:00,292.595,282.46,289.22,L5
2005-01-15 21:51:45+00:00,289.07000000000005,264.965,258.48,L5
2005-04-21 21:53:10+00:00,284.285,247.47,227.74,L5
2005-10-30 21:54:03+00:00,285.64,242.5,263.48,L5
2006-04-08 21:57:36+00:00,288.865,252.955,258.05,L5
2006-07-13 21:58:38+00:00,286.61,263.41,252.62,L5
2008-12-25 21:50:34+00:00,292.75,247.49,259.53,L5
2010-01-13 21:56:49+00:00,,,222.54,L5
2010-10-28 21:55:27+00:00,287.01,270.08,267.09,L5
2010-12-31 21:55:56+00:00,292.815,272.845,270.55499999999995,L5
2011-02-01 21:55:35+00:00,291.50666666666666,262.26666666666665,265.82666666666665,L5
2013-09-02 22:07:40+00:00,282.28,286.26,257.2,L8
2013-10-20 22:07:26+00:00,286.375,287.02,256.375,L8
2013-11-05 22:07:46+00:00,296.04,294.4433333333333,261.0733333333333,L8
2014-02-09 22:06:57+00:00,295.47249999999997,292.8975,260.285,L8
2014-02-25 22:06:20+00:00,294.568,291.026,258.904,L8
2014-03-29 22:05:52+00:00,296.842,291.03200000000004,259.568,L8
2014-04-30 22:05:46+00:00,296.902,290.314,253.14000000000001,L8
2014-11-08 22:05:52+00:00,287.39,283.01,257.99,L8
2015-02-28 22:05:24+00:00,288.97,284.64,261.8,L8
2015-03-16 22:05:13+00:00,288.97,284.64,247.45000000000002,L8
2015-06-04 22:05:12+00:00,286.645,281.025,245.17999999999998,L8
2015-06-20 22:04:57+00:00,286.645,281.025,244.9075,L8
2015-12-29 22:06:09+00:00,287.99,282.41,,L8
2016-05-21 22:05:38+00:00,287.99,282.41,246.78,L8
2016-07-24 22:06:01+00:00,,,231.97,L8
2016-09-10 22:05:51+00:00,279.85,,237.0,L8
2016-10-12 22:05:57+00:00,286.115,292.28,239.5375,L8
2017-01-16 22:05:47+00:00,293.1566666666667,296.405,247.6225,L8
2017-03-05 22:05:50+00:00,293.48,293.76666666666665,257.3375,L8
2017-04-06 22:05:10+00:00,297.1,292.03249999999997,259.04499999999996,L8
2017-06-25 22:05:23+00:00,298.67333333333335,291.95,259.3575,L8
2017-08-28 22:05:44+00:00,294.39000000000004,287.65999999999997,250.855,L8
2018-03-08 22:05:39+00:00,299.62,293.15,,L8
2018-04-25 22:04:50+00:00,297.77,290.6,256.24,L8
2018-06-28 22:05:04+00:00,287.80333333333334,290.0366666666667,256.24,L8
2018-08-31 22:05:35+00:00,286.14,290.0366666666667,252.29500000000002,L8
2018-10-18 22:05:53+00:00,282.15999999999997,288.94,252.58333333333334,L8
2019-01-06 22:05:29+00:00,294.2266666666667,299.71500000000003,259.67,L8
2019-01-22 22:05:50+00:00,293.9575,295.17333333333335,260.75,L8
2019-03-11 22:05:38+00:00,298.22666666666663,293.33,263.47249999999997,L8
2019-04-12 22:05:06+00:00,297.98499999999996,292.716,262.842,L8
2019-07-17 22:05:59+00:00,295.2049999999999,288.04999999999995,256.1875,L8
2019-08-18 22:06:11+00:00,297.26,289.03,246.985,L8
2019-09-19 22:06:20+00:00,293.365,289.69,245.1525,L8
2019-11-22 22:06:21+00:00,294.28,290.675,243.4825,L8
2019-12-08 22:05:56+00:00,294.2133333333333,289.67,245.93199999999996,L8
2020-01-09 22:05:49+00:00,294.46500000000003,289.7325,248.14999999999998,L8
2020-01-25 22:06:09+00:00,294.46500000000003,289.7325,253.53499999999997,L8
2020-09-21 22:05:54+00:00,287.62,288.11,252.1,L8
2020-11-08 22:05:55+00:00,289.33000000000004,286.415,255.27999999999997,L8
2021-02-12 22:05:43+00:00,289.42,272.9266666666667,255.29,L8
2021-04-01 22:05:24+00:00,292.0166666666667,272.37333333333333,257.5933333333333,L8
2021-05-03 22:05:08+00:00,293.3725,276.8325,258.52,L8
2021-05-19 22:05:16+00:00,294.15000000000003,274.2033333333333,250.91750000000002,L8
2021-09-24 22:06:20+00:00,293.92,288.09999999999997,249.86750000000004,L8
2022-01-22 22:06:18+00:00,289.295,286.34000000000003,253.76500000000004,L9
2022-02-15 22:05:42+00:00,291.04333333333335,287.47333333333336,252.68333333333337,L8
2022-02-23 22:06:08+00:00,290.875,287.0,252.73250000000002,L9
2022-03-11 22:05:39+00:00,290.875,287.0,252.494,L9
2022-03-27 22:05:58+00:00,292.48,286.7866666666667,254.72000000000003,L9
2022-06-15 22:05:39+00:00,293.604,287.6625,254.72000000000003,L9
2022-10-21 22:06:05+00:00,295.41,290.53,,L9
2023-02-18 22:06:13+00:00,290.89,289.025,241.93,L8
2023-03-06 22:05:38+00:00,289.8933333333334,288.95,243.67000000000002,L8
2023-03-14 22:05:47+00:00,291.165,289.72249999999997,245.49333333333334,L9
2023-03-22 22:05:28+00:00,291.934,289.94,245.5625,L8
2023-03-30 22:05:59+00:00,292.90333333333336,290.40166666666664,245.936,L9
2023-04-07 22:05:40+00:00,291.99,289.3342857142857,242.95000000000002,L8
2023-04-23 22:05:33+00:00,291.5128571428571,288.02714285714285,242.11428571428573,L8
2023-06-02 22:05:05+00:00,292.54875,283.68625,242.11428571428573,L9
2023-06-10 22:05:27+00:00,289.60555555555555,283.68625,242.11428571428573,L8
2023-07-28 22:05:50+00:00,289.69899999999996,283.81111111111113,242.11428571428573,L8
2023-08-05 22:05:47+00:00,290.34090909090907,284.15700000000004,243.38500000000002,L9
2023-08-13 22:05:32+00:00,290.34090909090907,284.15700000000004,239.9611111111111,L8
2023-08-21 22:05:28+00:00,290.469,283.81,238.98555555555555,L9
2023-09-30 22:05:45+00:00,288.2142857142857,279.7483333333334,234.17666666666665,L8
2023-10-08 22:06:10+00:00,290.84999999999997,281.68333333333334,238.01833333333335,L9
2023-10-16 22:05:47+00:00,291.15375,282.7357142857143,238.19428571428574,L8
2023-11-25 22:06:20+00:00,292.99375,284.4342857142857,239.93000000000004,L9
2024-01-12 22:05:54+00:00,295.5857142857143,288.69571428571425,239.48000000000002,L9
2024-01-28 22:06:18+00:00,295.05571428571426,286.9585714285714,237.67777777777778,L9
2024-03-16 22:06:11+00:00,294.90000000000003,287.31428571428575,239.6042857142857,L9
2024-04-01 22:06:02+00:00,296.0428571428571,282.7485714285714,237.99857142857144,L9
2024-04-17 22:05:51+00:00,295.1933333333333,280.7416666666667,234.69000000000003,L9
2024-05-03 22:05:38+00:00,295.7528571428571,280.7416666666667,234.31,L9
2024-05-11 22:05:15+00:00,295.64250000000004,282.10714285714283,234.31,L8
2024-06-28 22:05:19+00:00,294.4342857142857,280.20666666666665,230.70000000000002,L8
2024-07-22 22:05:28+00:00,295.2285714285714,280.935,229.76166666666666,L9
2024-07-30 22:05:15+00:00,296.62833333333333,282.592,230.45833333333334,L8
2024-08-31 22:05:27+00:00,291.4557142857143,282.592,230.45833333333334,L8
2024-09-24 22:05:49+00:00,291.3314285714286,282.6,228.49166666666667,L9
2024-10-26 22:05:48+00:00,290.2666666666667,290.0625,226.945,L9
2024-12-05 22:05:45+00:00,288.02000000000004,290.4675,227.145,L8
2024-12-13 22:05:46+00:00,289.39833333333337,290.932,229.958,L9
2024-12-21 22:06:04+00:00,289.39833333333337,290.932,232.27833333333334,L8
2024-12-29 22:05:47+00:00,289.88714285714286,290.97166666666664,233.93800000000002,L9
2025-01-06 22:05:42+00:00,290.27875,290.7628571428572,234.94833333333335,L8
2025-01-14 22:05:49+00:00,290.5422222222222,290.56875,235.99,L9
2025-01-22 22:06:01+00:00,289.9211111111111,290.9175,235.7625,L8
2025-02-23 22:05:31+00:00,290.309,291.02777777777777,237.52375,L8
2025-03-19 22:05:30+00:00,293.56899999999996,290.11,237.52375,L9
2025-05-30 22:05:30+00:00,293.47888888888895,288.9766666666667,239.40857142857143,L8
2025-06-07 22:05:29+00:00,293.60375000000005,288.60875000000004,240.07428571428574,L9
2025-08-02 22:05:57+00:00,294.35666666666674,285.30000000000007,236.1966666666667,L8
2025-08-10 22:06:04+00:00,294.35666666666674,285.30000000000007,234.75750000000002,L9
