dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0017,nzd0237-0018,nzd0237-0019,satname
2018-10-02 22:05:47+00:00,279.255,281.86800000000005,303.125,275.33,296.605,290.79,276.92333333333335,266.4625,248.8375,244.87,269.31,262.86,227.69,259.97,260.44,268.65,268.33500000000004,,,,175.20999999999998,211.905,233.505,250.91,293.91499999999996,305.83500000000004,308.92,294.38666666666666,291.0475,298.06999999999994,297.3675,324.155,285.952,286.812,307.5,283.6225,281.68199999999996,317.28,322.21000000000004,292.1675,288.605,297.37333333333333,291.4275,316.425,317.865,197.535,308.65,281.902,291.33500000000004,304.70500000000004,316.96333333333337,302.93,317.16,243.265,228.81,211.49,L8
2018-10-18 22:05:53+00:00,276.3633333333333,284.70166666666665,300.77666666666664,279.284,294.2033333333333,290.5733333333333,280.3575,270.314,254.15,250.075,263.105,251.97500000000002,241.625,253.33,260.355,260.4066666666667,260.76666666666665,,,179.22,176.52999999999997,214.33666666666667,236.25333333333333,252.26,295.67333333333335,306.6366666666667,310.29333333333335,297.28,296.258,301.74399999999997,302.246,325.7366666666667,292.0083333333333,292.52333333333337,305.70666666666665,288.12600000000003,286.7383333333333,317.6066666666666,323.43,301.39,293.008,293.625,296.916,317.09999999999997,318.98333333333335,197.535,309.43333333333334,288.58666666666664,294.01000000000005,309.74,318.495,309.9125,317.16,241.38,231.66,215.83333333333334,L8
2019-01-22 22:05:50+00:00,277.55,298.502,311.24,286.64250000000004,294.2033333333333,298.9875,297.4375,280.83600000000007,264.692,253.56199999999998,265.9733333333333,255.92666666666665,244.99333333333334,251.83666666666667,261.59,267.5425,269.3725,291.15,283.19,179.22,176.52999999999997,214.33666666666667,238.855,263.815,300.645,308.42,312.685,301.31,306.558,317.03999999999996,313.762,329.18,313.60599999999994,313.224,312.855,298.936,302.696,317.89,326.22,313.0,299.1125,284.58,302.66999999999996,317.09999999999997,312.87,196.04,309.93999999999994,304.25,305.894,319.246,320.976,324.55,330.525,255.89,248.60500000000002,233.16,L8
2019-02-07 22:05:47+00:00,278.636,298.69666666666666,309.678,289.76000000000005,294.52,297.528,295.784,281.83333333333337,266.705,256.3,265.32,257.225,247.39249999999998,253.8475,261.1975,267.796,269.452,277.06,283.19,180.785,177.7575,217.57999999999998,241.32399999999998,262.794,300.304,308.99,312.622,301.93666666666667,306.558,315.8825,314.00666666666666,329.18,313.60599999999994,313.224,313.188,299.9433333333333,304.0366666666667,317.174,324.988,312.64666666666665,299.1125,286.935,302.66999999999996,317.09999999999997,312.87,196.04,309.93999999999994,304.25,305.894,319.246,320.785,323.96999999999997,327.66333333333336,257.63,251.558,239.36599999999999,L8
2019-03-11 22:05:38+00:00,278.04833333333335,304.7866666666667,308.34166666666664,300.65,294.008,296.70166666666665,294.62,288.44,275.52666666666664,269.6566666666667,264.722,255.894,249.08,254.43,260.82,267.125,269.23,277.06,283.19,180.785,177.598,216.542,240.87166666666667,262.7,297.41333333333336,307.39166666666665,310.575,307.4783333333333,314.992,313.988,321.36333333333334,326.45,321.58799999999997,323.895,313.188,308.154,312.102,316.68333333333334,322.935,316.6933333333333,307.5825,286.834,312.3025,314.825,309.69666666666666,,306.4866666666666,314.90250000000003,311.446,322.46000000000004,325.0566666666667,330.078,323.2975,258.615,252.48333333333335,241.52666666666667,L8
2019-04-12 22:05:30+00:00,277.445,298.736,300.156,288.71250000000003,283.0,299.6575,286.59000000000003,280.06600000000003,276.7025,268.58000000000004,263.575,254.1525,254.4275,253.04500000000002,260.91499999999996,266.3625,269.6775,277.06,283.19,180.785,179.19000000000003,219.63333333333335,244.555,268.595,284.994,292.924,311.40250000000003,297.48,302.1825,311.7533333333334,321.935,327.98,325.19666666666666,330.85999999999996,316.98,310.2633333333333,311.29333333333335,316.385,323.2975,310.58599999999996,294.1766666666667,279.9475,300.34000000000003,300.72333333333336,296.01,203.4,305.28999999999996,302.96999999999997,306.4025,314.35,317.906,322.178,325.3433333333333,266.29,264.32000000000005,256.545,L8
2019-05-14 22:05:36+00:00,279.73333333333335,298.7025,301.175,286.5833333333333,280.8666666666667,301.9475,286.004,278.988,275.3825,269.9475,265.215,257.96999999999997,254.05000000000004,255.16333333333333,261.12999999999994,273.8433333333333,277.6933333333334,277.06,264.11,215.89499999999998,180.94333333333336,215.29,238.935,262.755,275.956,284.6,310.8566666666666,295.36,291.83500000000004,299.56666666666666,314.05,320.09999999999997,321.00333333333333,322.66999999999996,311.6566666666667,307.89,309.93,315.7825,320.635,303.964,292.61,281.25,296.4533333333334,292.51,283.405,203.4,292.39,293.44999999999993,306.96666666666664,307.8325,316.98400000000004,320.12199999999996,325.3433333333333,275.85,273.3066666666667,262.7175,L8
2019-06-15 22:05:51+00:00,279.73333333333335,295.384,299.608,287.8875,281.8025,298.062,285.785,278.49666666666667,275.3825,269.9475,265.215,257.96999999999997,254.05000000000004,255.16333333333333,261.12999999999994,263.30499999999995,267.2575,277.06,264.11,215.89499999999998,180.94333333333336,215.29,238.935,262.755,275.05,282.94166666666666,301.6825,295.36,294.298,296.01750000000004,310.188,310.76,321.00333333333333,322.66999999999996,311.6566666666667,307.89,309.93,315.7825,320.635,303.964,292.61,281.25,302.63,292.51,283.405,260.8,292.39,293.8566666666666,311.845,310.23199999999997,318.63666666666666,313.68333333333334,325.3433333333333,264.2375,260.0225,262.7175,L8
2019-07-17 22:05:59+00:00,287.08000000000004,301.82,300.77833333333336,289.898,286.332,298.7133333333333,287.8728571428572,280.2971428571429,280.26599999999996,271.854,265.864,251.448,251.0275,252.59749999999997,259.505,263.30499999999995,267.2575,277.06,264.11,246.12333333333333,180.94333333333336,215.29,238.935,262.755,278.45714285714286,288.2257142857143,301.6825,295.49,293.24666666666667,303.516,311.2033333333333,318.176,327.4125,328.8233333333333,311.6566666666667,307.89,320.47,317.37800000000004,323.796,308.96,295.76250000000005,289.15,300.608,295.825,290.88666666666666,268.8833333333333,291.24666666666667,299.7725,310.012,309.09166666666664,318.1928571428571,313.85571428571427,325.3433333333333,264.2375,260.0225,252.83200000000002,L8
2019-08-18 22:06:11+00:00,285.68333333333334,295.89399999999995,291.10600000000005,288.312,285.588,293.092,282.90000000000003,277.09166666666664,279.0325,272.42,261.335,243.695,244.72000000000003,252.18999999999997,257.0466666666667,247.72999999999993,252.03499999999997,,245.03,278.01,180.69500000000002,209.28,228.94,246.915,266.93999999999994,287.75666666666666,287.25,284.98333333333335,298.56,301.2925,304.50750000000005,318.976,331.3575,334.2,286.15,299.02,332.46999999999997,318.54,328.06,305.96799999999996,295.76250000000005,287.9375,300.608,295.825,290.88666666666666,268.8833333333333,294.4325,302.908,304.93,306.745,315.32399999999996,306.424,310.2,246.47000000000003,238.63999999999996,238.27666666666673,L8
2019-11-06 22:06:24+00:00,287.8833333333334,303.94000000000005,298.52250000000004,295.8775,292.67,293.18600000000004,289.564,283.982,276.4925,266.1125,254.895,237.65000000000003,233.26666666666665,241.5533333333333,247.85,232.965,233.85,,245.03,278.01,179.05,206.17,219.27,242.235,278.2425,299.596,284.20500000000004,297.805,305.11,299.465,304.2625,317.396,337.84,334.2,291.725,299.94,326.1275,318.29,329.46750000000003,313.96750000000003,305.02,295.82,308.095,302.2366666666666,301.33500000000004,291.87666666666667,295.94,311.4475,310.2225,310.48199999999997,320.5775,310.48,325.3,225.905,217.83499999999998,224.85666666666668,L8
2020-01-09 22:06:13+00:00,287.8833333333334,311.2166666666667,310.1825,303.7625,304.8575,302.38500000000005,293.7375,289.5975,282.71000000000004,270.125,263.3275,249.29,248.155,241.5533333333333,247.85,234.24,231.75,,,310.01,183.435,,,252.87,294.225,321.78999999999996,294.25,297.805,320.8075,316.30499999999995,316.04499999999996,332.99333333333334,351.90500000000003,348.94999999999993,316.32,319.84000000000003,334.32,322.9575,333.265,318.0375,311.43,304.6933333333333,303.2833333333333,314.4866666666667,310.14000000000004,278.715,299.52,323.35249999999996,313.0875,317.0175,328.17333333333335,334.11333333333334,339.03999999999996,222.41,215.5,212.68,L8
2020-02-10 22:06:04+00:00,277.265,316.2633333333333,318.6625,312.71999999999997,309.03999999999996,308.4225,300.09000000000003,290.375,281.28000000000003,274.895,270.78,264.97749999999996,259.25750000000005,243.82333333333335,248.5,239.16500000000002,244.495,296.55,,306.385,183.435,,,252.87,306.22,323.47249999999997,313.34000000000003,299.6,335.21500000000003,299.1,331.48,325.57000000000005,355.665,356.235,325.7966666666667,326.3666666666667,332.5225,327.0575,329.7025,314.67499999999995,318.83666666666664,307.48,319.0466666666667,326.65333333333336,326.60999999999996,272.38,317.5,324.7875,320.84499999999997,328.33500000000004,334.495,343.725,339.03999999999996,231.3,215.5,212.07,L8
2020-03-13 22:05:54+00:00,287.78,325.51,321.66499999999996,317.105,310.575,310.34,301.62000000000006,291.5625,283.5175,276.1825,276.735,266.805,263.09749999999997,244.43999999999997,249.1933333333333,247.89333333333335,250.75333333333333,241.98000000000002,198.55,306.385,183.435,,,251.72500000000002,300.79,315.1775,308.72,298.795,325.8425,298.795,326.57666666666665,308.885,354.16,355.7,325.7966666666667,326.3666666666667,326.5025,326.46750000000003,323.6333333333333,315.1066666666666,318.83666666666664,307.48,317.7925,323.925,321.6375,271.92999999999995,317.81,323.86749999999995,319.4125,328.48,329.87,336.78333333333336,339.03999999999996,245.71,234.04000000000002,226.285,L8
2020-05-16 22:05:27+00:00,271.95500000000004,321.71,322.525,317.5475,311.7825,309.6275,301.99250000000006,291.6725,287.49,284.22249999999997,286.9025,276.20750000000004,274.415,253.52999999999997,259.59666666666664,263.92333333333335,262.87666666666667,241.98000000000002,198.55,306.385,193.2,,,239.29500000000002,302.1766666666667,316.325,310.3833333333334,297.28,327.5875,295.65999999999997,326.61333333333334,310.14,354.16,355.7,335.10999999999996,327.81333333333333,327.72749999999996,327.7375,325.39666666666665,318.03999999999996,321.25666666666666,321.66,319.8933333333334,323.97,322.175,261.97499999999997,312.7633333333333,321.46500000000003,321.46000000000004,327.315,330.0566666666667,336.05333333333334,352.78,264.77333333333337,239.235,258.24,L8
2020-07-19 22:05:55+00:00,268.92333333333335,313.35249999999996,312.04,309.84000000000003,300.9025,300.06,298.20000000000005,287.77,281.8075,279.1175,277.17,263.645,266.6325,254.3125,259.29499999999996,262.83000000000004,261.85,241.98000000000002,198.55,299.33,,200.3,224.12,231.42666666666665,308.36,318.0325,311.29,315.40333333333336,324.27,293.57,322.2325,308.78,354.16,357.54999999999995,340.94,333.52000000000004,331.6275,332.1925,330.08666666666664,316.335,327.70000000000005,329.11,326.9200000000001,328.725,320.31666666666666,261.97499999999997,312.7633333333333,320.5775,322.8975,321.915,330.69,333.6566666666667,,262.14,241.7266666666667,250.25666666666666,L8
2020-08-20 22:06:05+00:00,269.27,307.255,310.0775,304.6575,297.47749999999996,297.19,295.13500000000005,287.6825,280.77250000000004,276.02000000000004,274.2975,261.305,262.995,260.6525,268.14750000000004,275.85,270.775,187.41,198.55,,189.0,201.645,224.12,234.92000000000002,308.40000000000003,316.955,309.6725,315.85,319.69666666666666,304.4425,319.79499999999996,318.1666666666667,352.97,349.53499999999997,335.9266666666667,330.99666666666667,329.35,332.1425,335.95,323.83500000000004,330.75666666666666,334.58,314.03,323.71500000000003,312.49,261.97499999999997,308.2033333333334,320.8,321.5575,318.77,332.51,332.625,328.24,272.645,241.7266666666667,244.2525,L8
2020-10-07 22:06:21+00:00,261.07666666666665,301.70666666666665,310.46,302.2633333333334,297.34,297.33,294.1,286.3075,278.1075,273.0025,274.0933333333333,265.14000000000004,266.75,261.95,271.1033333333334,271.3675,265.6025,,,,188.685,209.3166666666667,231.885,236.31,306.705,316.9325,307.84499999999997,315.685,319.6766666666667,304.72749999999996,320.38,317.9666666666667,330.645,349.53499999999997,335.9266666666667,330.99666666666667,334.69666666666666,336.86999999999995,332.60999999999996,318.3566666666666,324.83000000000004,307.985,308.53,322.01250000000005,309.63000000000005,261.135,308.9666666666667,322.405,327.26000000000005,321.08,336.4733333333333,335.8666666666667,328.24,272.01666666666665,232.71666666666667,238.8425,L8
2021-02-12 22:06:07+00:00,270.31,324.75,332.7,313.04,307.48,314.64,300.8950000000001,289.075,279.02,273.58,306.28,278.75,271.82,277.07,291.99,271.795,267.76000000000005,,,,188.685,213.82500000000002,239.65,250.77000000000004,303.09999999999997,311.54,309.06499999999994,307.26,321.05499999999995,318.3449999999999,328.255,323.24,330.645,339.67,329.71,342.795,335.79,339.96,331.18499999999995,321.44499999999994,321.83000000000004,307.985,308.53,315.58000000000004,314.96000000000004,269.8,318.21500000000003,321.16999999999996,328.35,336.08,337.97,329.53,328.24,282.21,225.55,222.55,L8
2021-04-01 22:05:48+00:00,276.6,298.59,302.03,310.41,296.72,289.62,291.68000000000006,285.70500000000004,270.785,266.645,296.625,257.1,267.76,265.33,265.89,262.70500000000004,260.20500000000004,182.87,192.88,,183.495,220.345,230.97,256.955,289.16499999999996,300.88,293.34000000000003,297.35,313.205,297.98,321.81,311.46000000000004,311.515,313.95,319.54,329.105,353.66,340.2,319.42499999999995,306.13,305.92,283.79999999999995,308.44,312.17,299.745,272.24,307.025,320.55,309.38,,,,,274.98,243.63500000000002,241.48000000000002,L8
2021-05-03 22:05:32+00:00,276.6,298.22,302.98,310.41,293.9,286.495,295.12,293.185,271.20000000000005,270.255,290.1933333333333,258.08500000000004,269.41499999999996,267.835,274.415,269.35,267.23,182.87,192.88,,178.62,210.89,219.1,246.245,299.355,305.84,306.375,298.42,315.855,300.47,326.515,325.275,315.64,318.405,319.615,320.99,333.71500000000003,330.16499999999996,321.45,304.405,307.875,284.4,306.175,312.365,301.89,268.92,305.32,320.875,305.815,,,,,268.78,255.03000000000003,252.315,L8
2022-02-23 22:06:08+00:00,266.86,298.13,294.59,288.8,284.29,282.95,284.27,278.01,266.74,254.09,254.1,241.78,248.56,251.19,258.83,259.98,265.36,,,,180.37,214.56,225.54,240.92,262.59,304.3,295.18,297.56,312.17,310.63,318.89,325.19,,,,,308.05,309.08,309.63,307.89,310.14,,,,,,,,,316.72,318.67,316.36,318.77,238.13,234.48,,L9
2022-03-27 22:05:58+00:00,263.97,296.815,294.42999999999995,292.15999999999997,285.40999999999997,285.17499999999995,286.96500000000003,281.91499999999996,271.06,260.11,256.295,247.425,252.58,254.10999999999999,262.32,263.515,267.525,,,,182.45499999999998,211.245,222.3,239.7,263.015,303.245,298.475,300.65999999999997,315.58000000000004,312.685,319.815,322.76,311.87,300.08,300.41,305.4,309.01,311.90999999999997,312.24,305.53,309.15999999999997,287.18,,,,274.21,312.63,306.95,303.87,314.375,319.73,318.795,314.08,252.82999999999998,244.18,,L9
2022-04-28 22:05:47+00:00,261.77,295.6933333333333,295.64,292.24,285.49666666666667,284.86999999999995,285.96,282.27,270.8566666666666,262.1433333333334,258.05,249.00666666666666,253.69333333333336,254.86666666666665,261.18,263.02,266.87333333333333,,,,182.45499999999998,211.245,222.3,239.7,263.015,303.245,298.475,300.65999999999997,315.58000000000004,312.685,317.26,318.8633333333333,309.555,298.525,300.51,303.725,308.28000000000003,312.1766666666667,312.24666666666667,303.90000000000003,306.6566666666667,284.96500000000003,,,,274.21,312.63,306.95,303.87,314.375,319.73,318.795,314.08,256.34666666666664,246.20333333333335,248.47,L9
2022-05-06 22:05:53+00:00,261.655,297.185,297.61,293.945,286.945,286.9025,289.7175,285.2175,274.045,265.6675,261.675,252.845,256.36,258.22249999999997,263.1725,266.3425,268.355,183.58,198.79,,182.45499999999998,210.21,224.07333333333335,235.36666666666665,259.70666666666665,303.61333333333334,300.1466666666667,300.8433333333333,316.08,315.6666666666667,318.5075,321.055,311.00666666666666,302.4166666666667,304.41,303.9766666666667,309.70500000000004,314.435,315.96000000000004,304.22,307.21,291.44,306.96,319.21,302.72,269.13,304.695,314.02,303.87,314.375,319.73,318.795,314.08,260.365,248.7875,254.31,L8
2022-08-10 22:06:32+00:00,260.974,296.348,297.61,293.945,286.945,286.9025,289.7175,285.2175,274.045,265.6675,261.675,252.05,256.12800000000004,256.688,261.82599999999996,262.43,263.96999999999997,183.58,198.79,,182.45499999999998,210.21,224.07333333333335,235.36666666666665,259.70666666666665,303.61333333333334,298.115,296.695,313.495,310.4475,316.396,317.67199999999997,306.77750000000003,300.1125,303.0125,303.7825,309.014,314.435,315.96000000000004,304.22,315.392,306.6125,328.59000000000003,309.29999999999995,299.295,263.2,302.19666666666666,312.0,302.225,314.64000000000004,318.22333333333336,318.29,314.08,260.365,244.86599999999999,244.00333333333333,L8
2022-08-26 22:06:34+00:00,259.50249999999994,295.90250000000003,298.2075,295.2425,296.72,288.21999999999997,300.6775,291.0075,283.335,274.7725,269.9325,256.564,260.85,258.96,264.486,265.872,268.01599999999996,183.58,198.79,,184.54,208.035,223.34000000000003,227.53333333333333,258.265,303.27,306.09499999999997,304.9625,316.03249999999997,310.38666666666666,315.77250000000004,320.642,314.23,300.1125,309.604,307.794,309.25500000000005,316.22,319.64750000000004,307.5325,320.528,312.118,331.8866666666667,321.50333333333333,299.295,263.2,308.98249999999996,316.79499999999996,302.225,313.6,333.6266666666666,331.44,325.63,272.1425,252.29000000000002,244.00333333333333,L8
2022-09-03 22:06:16+00:00,263.65599999999995,296.274,300.288,296.648,295.872,289.66249999999997,299.692,291.296,282.39,275.326,270.748,257.48333333333335,259.93333333333334,258.5333333333333,264.1333333333333,267.12,266.57,183.58,198.79,,183.81,206.43666666666664,220.16666666666666,229.2525,258.265,303.27,303.948,303.314,314.998,308.55,317.73,321.705,314.005,300.1125,309.75,307.8433333333333,317.13800000000003,317.9125,319.95,308.93,319.07666666666665,309.2916666666667,326.315,320.955,300.75333333333333,265.4275,308.21799999999996,312.398,298.08,311.8,332.2075,330.8175,325.63,271.084,252.3166666666667,242.515,L9
2022-10-21 22:06:29+00:00,264.29999999999995,296.4675,301.7925,296.93,298.20750000000004,290.4166666666667,302.2,292.665,284.14250000000004,277.625,273.8125,258.36600000000004,260.6,258.83399999999995,263.79799999999994,267.5183333333334,266.41333333333336,186.445,187.32999999999998,,193.68,215.20333333333335,227.76,226.17666666666665,253.09,304.35,305.246,303.20250000000004,314.0,306.4866666666667,317.908,321.51166666666666,313.88166666666666,300.1233333333334,311.618,308.332,318.93,319.005,321.44000000000005,312.48999999999995,320.46166666666664,313.714,326.315,320.955,300.75333333333333,262.5,307.115,313.76,295.185,319.33666666666664,336.7375,334.0133333333333,341.87,272.274,252.28166666666667,240.98200000000003,L9
2022-11-30 22:06:35+00:00,277.14,298.57666666666665,301.5,301.5566666666667,304.15333333333336,307.405,315.66333333333336,295.5366666666667,284.06333333333333,277.33,275.6466666666667,257.12,263.135,261.84749999999997,266.27750000000003,267.302,269.426,189.31,175.87,,195.53,219.90333333333334,237.94999999999996,242.40333333333334,264.2,311.3,305.34,303.89,313.5575,304.9766666666667,320.28999999999996,320.222,314.57,303.48,314.01750000000004,310.3225,322.7966666666667,320.21999999999997,323.855,320.45,323.986,315.94500000000005,327.8375,322.1925,300.9766666666667,267.27333333333337,310.775,313.555,297.71666666666664,323.1925,336.7375,334.0133333333333,341.87,272.46750000000003,251.71999999999997,233.7425,L8
2022-12-24 22:06:26+00:00,277.14,298.57666666666665,301.5,310.255,302.02250000000004,303.08666666666664,310.14750000000004,293.9975,282.58,274.6625,280.6425,257.12,268.104,261.84749999999997,266.27750000000003,273.7966666666667,274.5466666666666,189.31,199.51,,199.865,219.90333333333334,239.1075,245.2,264.2,311.3,305.34,303.89,318.04200000000003,309.245,325.108,326.695,318.02333333333337,312.31,321.22200000000004,315.972,328.84000000000003,326.8075,323.855,326.716,323.986,315.94500000000005,331.104,323.06399999999996,309.1575,267.27333333333337,318.38599999999997,316.03599999999994,307.3825,326.722,338.604,339.4925,352.435,272.46750000000003,251.71999999999997,233.7425,L9
2023-01-17 22:06:18+00:00,274.115,298.265,301.0975,307.78000000000003,299.366,299.345,305.668,290.668,279.962,270.612,275.912,253.788,268.104,258.808,264.07,273.7966666666667,274.5466666666666,189.31,199.51,,197.452,221.29,239.03400000000002,241.794,258.78,306.48,304.695,302.806,317.67333333333335,311.008,324.96166666666664,325.9642857142857,316.18857142857144,311.77750000000003,320.6016666666667,315.4816666666666,324.06800000000004,324.68199999999996,321.872,323.67,321.41833333333335,309.65600000000006,328.175,321.77500000000003,307.29200000000003,269.65250000000003,317.46666666666664,315.8666666666666,306.396,325.37333333333333,335.3666666666667,335.284,352.435,264.26800000000003,250.47666666666666,231.408,L8
2023-03-06 22:06:02+00:00,278.97,301.15,299.40000000000003,314.21333333333337,293.65333333333325,301.13000000000005,301.4933333333334,286.5733333333334,272.43333333333334,261.67,272.8066666666667,246.82000000000002,289.5933333333333,262.27,264.7049999999999,293.755,297.245,189.31,199.51,322.05,201.045,227.30666666666664,245.33750000000003,252.38000000000002,258.78,306.48,304.56333333333333,301.215,322.3733333333333,319.07,333.848,327.63750000000005,315.57750000000004,317.97,326.1133333333334,319.25333333333333,321.8066666666667,325.10499999999996,321.27333333333337,326.59000000000003,310.9166666666667,283.42500000000007,323.5833333333333,322.0133333333334,312.3066666666667,277.58000000000004,324.3666666666666,320.4166666666666,313.87,332.2175,334.72,337.19000000000005,363.0,256.4166666666667,249.87666666666664,231.86666666666665,L8
2023-03-14 22:06:11+00:00,282.35999999999996,302.5233333333333,302.8,313.02750000000003,297.78249999999997,301.3875,300.8375,289.17,273.71999999999997,264.735,271.495,249.02666666666667,281.235,262.09,264.4433333333333,288.31,291.128,186.37,194.60333333333332,322.05,194.7,231.83499999999998,243.47600000000003,248.335,260.35999999999996,304.86333333333334,307.825,304.40333333333336,322.2675,319.3025,332.49333333333334,327.75600000000003,314.954,318.715,324.77250000000004,318.33,320.935,324.752,322.34000000000003,326.48,310.9166666666667,283.42500000000007,323.5833333333333,322.05,313.47,277.09,320.9375,320.68499999999995,313.87,332.2175,334.72,337.19000000000005,343.41999999999996,258.34000000000003,250.42,233.48749999999998,L9
2023-03-22 22:05:52+00:00,282.35999999999996,307.7675,306.34000000000003,316.028,306.85,298.238,300.8375,295.144,273.71999999999997,268.9,277.218,249.02666666666667,280.634,262.09,270.18,284.4633333333333,287.0466666666667,187.98666666666668,193.805,322.05,194.7,227.46999999999997,239.67833333333337,243.93200000000002,260.1325,303.635,310.962,309.295,320.89399999999995,322.45799999999997,332.5628571428571,329.3566666666667,318.945,325.02,328.54,323.992,324.308,328.69666666666666,328.03200000000004,331.2633333333334,318.17,283.42500000000007,327.5375,322.90200000000004,311.98199999999997,277.09,322.81399999999996,322.96799999999996,320.0775,336.89399999999995,339.045,337.19000000000005,343.41999999999996,258.306,250.92,236.64600000000002,L8
2023-04-07 22:05:40+00:00,282.35999999999996,298.066,306.34000000000003,316.028,297.89666666666665,298.238,300.8375,286.505,273.71999999999997,268.9,277.218,249.02666666666667,280.634,262.09,270.18,284.4633333333333,287.0466666666667,187.98666666666668,193.805,322.05,194.7,227.46999999999997,239.67833333333337,243.93200000000002,260.1325,303.635,303.585,309.295,312.58166666666665,322.45799999999997,332.5628571428571,329.3566666666667,318.945,325.02,328.54,314.48499999999996,316.90500000000003,328.69666666666666,328.03200000000004,331.2633333333334,318.17,283.42500000000007,314.594,314.18,311.98199999999997,277.09,312.28,314.3583333333333,308.8,328.4633333333333,328.26800000000003,318.4766666666667,343.41999999999996,258.306,250.92,236.64600000000002,L8
2023-07-28 22:05:50+00:00,289.14,296.3475,308.42,318.75,302.14,292.5833333333333,293.27,285.2425,276.16499999999996,275.38000000000005,276.95,252.95,275.375,259.315,270.9633333333333,282.15,281.9925,187.32500000000002,188.10000000000002,322.05,169.32,227.71499999999997,228.36000000000007,231.26000000000002,261.485,296.26666666666665,302.6066666666667,317.375,302.78999999999996,327.53999999999996,337.2266666666667,332.79499999999996,325.68,335.59499999999997,332.17999999999995,309.71666666666664,312.00333333333333,335.87999999999994,338.17,340.61,324.515,270.7,299.1166666666667,306.3075,308.18666666666667,267.01,297.26,307.46500000000003,301.08,317.52666666666664,318.02666666666664,299.32500000000005,305.21,262.08666666666664,249.0233333333333,240.11,L8
2023-08-05 22:05:47+00:00,276.685,296.55,306.095,312.60999999999996,298.92,292.5225,292.68666666666667,285.938,274.4733333333333,275.38000000000005,276.95,252.95,275.375,259.315,270.9633333333333,282.15,277.866,187.32500000000002,188.10000000000002,322.05,169.32,227.71499999999997,228.36000000000007,231.26000000000002,261.485,296.26666666666665,302.6066666666667,317.375,302.78999999999996,327.53999999999996,337.2266666666667,332.79499999999996,325.68,335.59499999999997,332.17999999999995,309.71666666666664,312.00333333333333,335.87999999999994,338.17,340.61,324.515,270.7,299.1166666666667,306.3075,308.18666666666667,267.01,297.26,307.46500000000003,301.08,317.52666666666664,318.02666666666664,299.32500000000005,305.21,257.74,247.1925,240.11,L9
2023-08-21 22:05:52+00:00,276.685,291.7766666666667,306.095,312.60999999999996,291.526,285.48199999999997,292.68666666666667,280.23,264.97249999999997,275.38000000000005,276.95,252.95,275.375,259.315,270.9633333333333,282.15,277.866,187.32500000000002,188.10000000000002,322.05,169.32,227.71499999999997,228.36000000000007,231.26000000000002,261.485,288.3,294.5425,317.375,295.55,327.53999999999996,337.2266666666667,332.79499999999996,325.68,335.59499999999997,332.17999999999995,309.71666666666664,306.5575,335.87999999999994,338.17,340.61,308.0466666666667,270.7,292.535,300.5,297.99249999999995,267.01,297.26,300.77200000000005,296.0,311.7975,311.395,293.83666666666664,305.21,257.74,247.1925,240.11,L9
2023-10-08 22:06:10+00:00,271.67,293.21750000000003,301.17333333333335,300.89,281.0733333333333,282.815,288.7866666666667,277.27000000000004,265.0625,269.91499999999996,267.745,257.24,259.13,259.755,266.985,270.08,263.54333333333335,182.96,181.73,,192.96,229.96,227.4,236.35,260.22,285.9566666666667,285.115,301.61,293.16499999999996,315.37,327.36,309.48,316.23,,309.09,306.9,290.22,320.07,322.75,317.5,297.7733333333333,281.96000000000004,293.04333333333335,301.1266666666667,284.48999999999995,257.91,288.46,289.48,298.55333333333334,302.64000000000004,304.2,300.23,286.58,258.1466666666667,246.3166666666667,236.695,L9
2023-11-09 22:06:12+00:00,274.3766666666667,294.322,302.845,300.81666666666666,283.3275,284.394,288.9175,279.15600000000006,266.77200000000005,272.66333333333336,269.2366666666667,255.01666666666665,258.4266666666667,258.1066666666666,269.3066666666667,265.4533333333333,263.6925,187.835,188.54500000000002,,196.47,226.87,226.175,237.875,260.93499999999995,290.09000000000003,288.69,302.015,300.00666666666666,315.19,325.54,316.375,313.26,,310.76,305.72,299.0,318.7,321.555,317.5,297.7733333333333,281.96000000000004,293.04333333333335,305.555,291.28000000000003,268.435,299.06,299.19,299.98249999999996,309.5833333333333,310.3966666666667,309.38000000000005,286.58,260.585,249.3225,237.00666666666666,L9
