dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0024,nzd0237-0021,nzd0237-0022,nzd0237-0023
2017-06-25 22:05:47.638000,L8,,,,300.00,286.89,283.38,287.55,284.57,282.94,242.05,236.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,363.99,367.74,361.94,358.21,355.75,342.31,323.67,320.12,324.59,311.05,306.88,366.77,372.57,366.29,354.08,352.63,358.08,371.05,383.80,403.26,402.92,392.69,348.26,343.67,351.36,353.95,359.42,358.22,354.93,341.38,338.48,351.19,347.40,366.26,393.22,362.48,355.49,363.87,361.47,311.55,315.27,314.47,327.17,329.81,315.61,328.32,344.35,357.49,301.86,303.87,305.43,315.11,299.58,324.88,306.05,275.20
2017-12-02 22:06:10.894000,L8,347.25,362.42,358.61,352.56,364.07,340.07,328.08,356.17,325.31,314.77,322.36,365.35,361.54,353.83,349.66,377.38,384.22,351.62,369.15,376.49,378.46,369.50,352.09,351.44,354.13,356.94,366.52,351.82,347.24,343.48,346.13,343.38,345.67,359.66,354.21,354.99,355.26,353.71,360.75,327.93,332.73,316.81,320.73,317.79,302.89,330.12,345.91,353.67,305.81,304.76,312.41,327.09,308.20,321.02,317.64,270.95
2018-01-19 22:06:02.658000,L8,345.29,351.80,358.93,356.34,344.36,342.92,338.43,329.64,321.37,310.03,300.08,343.50,373.72,380.47,368.90,351.97,340.03,351.16,355.44,340.95,365.59,362.18,352.77,356.49,361.77,355.19,347.46,356.78,379.21,351.43,349.76,341.85,346.22,356.93,364.87,366.60,375.07,369.28,352.29,298.42,304.43,319.32,328.78,313.92,303.86,292.95,334.60,350.02,302.37,290.89,320.96,309.94,287.18,306.48,306.75,293.31
2018-03-08 22:05:39.901000,L8,284.68,315.08,319.25,313.88,305.25,304.07,301.64,297.90,291.11,284.52,279.77,310.36,318.09,327.19,336.49,327.11,331.08,331.83,336.44,326.99,324.71,317.11,331.40,333.96,330.85,324.64,323.10,315.60,312.37,326.19,326.75,306.74,312.47,329.64,328.12,329.51,343.93,345.12,338.70,270.71,269.02,276.57,275.87,280.37,279.82,245.20,252.78,291.20,276.34,273.62,264.44,,,,,
2018-09-16 22:05:39.825000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.83,305.48,299.86,318.79,317.02,314.37,,,,,,,,,,,,,,,,,
2018-10-02 22:05:47.245000,L8,284.29,319.31,316.08,312.39,310.06,304.16,302.42,298.95,290.18,282.73,278.09,310.90,316.64,326.99,335.42,333.36,329.69,335.08,335.85,336.00,324.63,323.49,331.18,329.09,331.82,324.91,326.53,312.49,313.64,323.07,326.37,304.57,314.50,327.77,328.64,332.71,343.20,352.16,335.14,272.76,265.93,272.40,275.64,275.06,278.76,253.91,256.29,295.35,267.75,270.68,257.69,,,,,
2018-10-18 22:05:53.709000,L8,279.47,311.05,309.98,307.31,303.76,304.42,301.42,298.27,289.52,275.56,276.39,313.47,320.60,327.25,336.44,331.22,333.00,334.91,339.26,337.08,323.48,322.55,329.55,337.53,340.87,328.24,332.21,312.61,317.97,325.73,327.16,302.93,316.66,334.48,333.49,335.33,344.29,352.11,336.18,271.36,262.01,272.95,275.06,272.02,276.48,255.94,257.40,298.86,268.87,255.47,251.74,,,,,
2018-12-05 22:05:56.093000,L8,281.30,311.62,306.65,308.57,300.94,298.51,293.32,293.28,285.10,260.38,263.05,301.34,316.22,317.79,313.59,,,,,,,,,,300.00,300.80,305.10,304.28,306.86,317.06,320.43,301.84,297.33,306.37,312.76,332.21,340.71,339.58,344.74,242.76,,,,,,242.27,251.36,281.55,,,,,,,,
2019-01-06 22:05:53.844000,L8,274.82,305.10,306.60,302.98,299.31,295.36,290.63,287.74,281.23,259.72,253.91,301.63,310.60,314.67,319.04,316.82,322.87,326.76,326.20,313.00,311.21,312.84,314.78,335.61,324.01,,,,,,,,,,,,,,,237.86,,,,,,,,276.03,,,,,,,,
2019-01-22 22:05:50.255000,L8,293.37,336.41,343.95,351.31,360.56,334.40,322.36,314.44,298.96,286.27,282.94,321.07,321.81,327.79,326.99,347.53,340.81,342.02,341.95,340.15,337.34,326.28,322.13,329.56,339.51,340.19,331.65,334.63,343.70,358.96,355.37,362.73,366.62,359.83,341.16,335.89,340.66,348.85,351.47,280.08,275.89,280.29,284.90,295.47,297.99,265.66,296.21,323.24,303.82,305.05,300.66,300.02,,,,
2019-02-07 22:05:47.667000,L8,288.98,314.05,314.75,313.45,309.29,303.06,297.10,299.70,290.26,278.61,273.95,313.38,319.58,324.89,328.19,330.73,326.74,331.10,331.26,329.28,323.41,318.00,324.74,325.15,331.20,324.56,322.29,310.07,315.77,323.00,327.73,302.68,311.67,339.30,325.76,329.09,337.01,340.62,332.32,270.77,266.98,269.65,273.75,276.39,279.03,261.97,257.40,297.06,273.58,274.77,272.85,,,,,
2019-03-11 22:05:38.980000,L8,283.48,310.98,308.75,310.15,301.26,299.10,295.17,291.44,289.83,278.34,271.77,308.39,315.66,322.78,325.06,319.95,325.40,328.42,330.00,317.22,321.43,316.15,320.57,324.93,323.88,320.66,315.14,308.29,305.66,320.92,323.54,302.48,301.98,320.65,322.51,319.61,332.44,338.10,330.24,258.69,261.31,267.77,268.64,271.28,274.91,244.88,252.21,287.00,272.60,263.90,257.88,,,,,
2019-04-12 22:05:30.743000,L8,283.69,310.23,305.79,308.80,302.55,297.34,295.03,297.31,290.65,278.68,274.20,308.18,315.27,325.94,328.09,321.74,326.14,333.20,332.37,319.12,322.15,318.33,322.02,327.19,324.23,321.61,320.33,308.54,306.15,320.85,327.06,300.52,294.70,322.33,318.03,322.29,329.05,340.92,325.33,262.70,262.76,267.78,271.31,271.24,276.37,,,286.00,267.83,262.70,257.43,,,,,
2019-07-17 22:05:59.094000,L8,,291.10,298.24,300.93,299.99,300.54,301.31,291.87,284.30,275.11,266.52,,,,335.66,321.91,326.43,327.24,325.12,,,307.45,305.53,323.34,336.19,333.99,313.02,304.31,292.12,315.26,311.08,289.59,,316.28,313.94,293.84,322.66,323.36,,238.97,251.41,256.08,255.92,258.73,251.61,,,,,,,,,,,
2019-09-19 22:06:20.269000,L8,335.06,331.62,314.62,300.84,292.65,289.91,288.56,289.91,285.87,269.23,254.58,322.40,359.42,344.16,364.49,370.16,349.05,348.06,341.88,330.89,335.74,333.89,331.12,347.97,346.43,342.98,324.53,311.00,427.48,411.94,327.94,297.60,301.81,317.63,322.33,325.89,339.40,340.90,332.14,244.01,265.40,281.07,282.16,277.30,257.79,240.72,262.58,362.71,270.46,241.89,241.98,,,,,
2019-10-21 22:06:25.884000,L8,,,,,,,,,,323.40,288.18,376.26,356.32,365.38,393.61,411.09,422.49,,,,396.46,375.00,365.72,388.28,390.25,400.99,394.02,395.43,365.18,362.60,402.47,400.62,,,,,,,,282.77,290.86,280.18,294.28,287.05,289.80,,,,286.28,293.60,298.69,289.72,,372.03,356.86,347.34
2019-11-06 22:06:24.678000,L8,289.38,318.12,321.63,318.51,310.35,311.32,306.30,302.66,295.31,289.26,283.66,312.28,317.46,323.19,329.81,327.75,326.48,331.19,329.76,318.96,321.84,319.79,327.00,332.99,335.66,324.87,326.24,309.23,315.01,323.68,323.21,301.71,312.02,331.98,326.76,330.83,343.20,347.24,336.41,247.06,,,,,,254.73,262.42,295.50,,,,,,,,
2019-11-22 22:06:21.092000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.22,297.17,303.03,302.82,318.67,314.79,312.98,,,,,,,,,,,,,,,,,
2019-12-08 22:06:20.730000,L8,288.55,307.11,315.20,311.49,309.69,306.89,321.02,306.72,292.73,286.38,278.68,309.25,318.47,319.91,330.02,328.30,332.04,333.30,334.65,319.86,322.46,320.76,364.84,337.38,339.30,329.19,326.50,311.43,314.05,325.96,325.84,307.42,313.61,340.41,327.48,333.03,384.20,360.61,372.74,265.03,262.21,270.59,276.69,280.86,281.97,255.87,264.70,296.02,279.01,281.68,317.25,,,,,
2020-01-09 22:06:13.711000,L8,363.78,353.96,345.31,332.97,339.42,319.30,307.87,301.77,298.58,294.38,304.57,336.22,349.71,339.25,343.13,343.31,358.40,371.41,363.30,354.75,331.91,341.64,344.37,344.20,335.73,329.12,333.60,321.91,315.58,338.36,337.20,347.72,341.69,347.90,346.45,344.50,353.41,365.65,360.32,306.08,303.25,302.19,314.03,331.46,325.67,340.58,345.88,338.28,322.22,320.43,326.30,315.16,240.64,,,
2020-02-10 22:06:04.888000,L8,338.50,352.98,344.22,337.76,329.53,327.35,311.73,301.13,302.70,306.21,304.31,336.11,337.71,335.34,348.58,351.78,356.39,360.89,344.68,358.38,327.51,343.03,339.47,347.45,329.11,326.05,337.36,336.42,347.74,349.03,348.86,345.09,342.90,331.87,341.03,353.67,365.49,358.83,371.73,291.08,296.24,277.16,274.98,317.35,309.32,257.40,301.23,325.21,281.27,310.78,305.38,275.06,,295.76,,
2020-03-13 22:05:54.202000,L8,310.05,330.90,323.46,324.29,312.22,313.26,310.72,301.93,295.62,288.50,289.68,314.54,318.03,322.43,332.74,340.19,337.32,333.05,334.67,318.31,325.64,317.15,330.51,334.95,331.60,325.14,328.48,316.43,316.91,333.21,327.65,305.91,314.25,328.09,326.77,326.57,343.43,344.24,336.03,288.48,297.10,299.11,282.82,298.35,288.72,253.47,263.32,297.28,296.59,288.68,292.46,240.39,,,,
2020-07-19 22:05:55.897000,L8,,286.28,296.41,295.89,290.18,285.78,287.13,284.55,276.56,249.26,237.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.40,,,,,,,,,,,,,,,,
2020-10-07 22:06:21.789000,L8,289.97,320.80,322.70,322.08,313.27,309.00,305.87,306.18,295.26,281.84,276.45,312.94,318.60,323.01,332.81,325.45,331.90,335.87,334.51,328.68,325.97,322.55,332.96,336.75,342.25,329.01,331.31,311.77,314.54,325.82,328.14,305.39,318.11,334.83,328.66,404.82,382.92,365.10,368.57,265.90,261.14,271.70,283.48,275.64,276.58,253.27,269.95,295.71,269.40,268.56,260.08,,,,,
2021-01-11 22:06:14.248000,L8,,,,319.95,292.80,292.11,289.03,285.15,264.09,242.96,242.28,289.15,310.52,288.94,317.09,315.37,319.89,323.73,318.58,328.69,318.02,309.62,310.58,315.70,320.28,312.64,308.96,306.51,305.69,320.48,,,338.42,310.72,314.45,316.31,320.05,310.07,,226.23,,,,,,,,,,,,,,,,
2021-02-12 22:06:07.348000,L8,343.10,343.03,341.05,348.40,340.37,330.18,323.78,316.62,320.98,327.33,312.80,340.47,350.19,355.53,363.36,360.58,362.90,360.56,358.12,359.18,364.62,358.76,345.63,358.48,351.00,369.88,345.23,358.23,361.14,354.60,344.62,338.56,354.66,344.19,340.45,358.39,356.53,353.13,358.58,308.18,313.70,306.28,313.77,326.59,327.23,255.09,316.48,337.19,322.03,323.15,323.89,309.21,250.45,314.69,275.67,
2021-03-16 22:05:51.916000,L8,272.41,310.59,301.24,300.57,299.85,302.59,303.14,291.69,292.08,274.56,268.71,308.20,318.86,322.70,344.38,336.44,329.11,315.28,299.81,326.13,349.94,336.16,335.64,350.06,351.39,323.00,321.17,306.35,346.49,325.58,352.84,313.81,332.86,342.93,303.66,360.57,296.52,359.27,316.21,253.51,238.68,225.99,246.97,263.73,260.67,,265.08,286.91,,,,,,,,
2021-04-01 22:05:48.357000,L8,284.68,308.71,319.27,321.05,304.75,304.73,301.49,302.56,294.54,284.43,280.62,309.94,317.36,318.81,331.36,324.59,330.01,332.79,337.27,318.52,325.99,321.89,326.24,338.30,331.06,324.53,319.89,311.23,311.55,327.25,325.12,304.14,309.20,334.47,327.57,329.64,343.19,342.42,333.26,274.91,271.54,275.81,284.79,283.70,285.55,,248.46,296.91,284.30,278.12,271.83,231.09,,,,
2021-05-19 22:05:40.235000,L8,,,,,,,,,,,,,,,311.93,312.03,317.58,310.68,314.10,307.20,309.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:06:20.847000,L8,285.19,310.01,317.83,310.91,303.24,294.55,306.50,287.56,,,,307.46,316.85,308.46,319.08,320.98,324.50,326.58,318.87,317.57,320.10,313.23,326.76,333.42,342.12,321.05,324.91,308.50,305.14,329.17,321.33,301.77,313.75,317.46,326.82,323.12,370.61,366.25,331.28,,,,,,,,,261.52,,,,,,,,
2022-02-23 22:06:08.091000,L9,275.98,316.63,307.26,307.22,295.01,294.43,300.31,313.00,286.09,266.11,267.86,308.77,318.04,321.14,333.66,339.85,327.66,334.60,330.56,321.44,323.31,323.74,318.86,318.08,321.48,325.34,331.46,312.65,312.93,323.80,328.83,302.68,313.02,322.36,327.17,332.87,342.52,350.99,333.67,255.58,260.30,265.66,270.19,271.96,276.68,,248.76,266.94,277.64,277.44,280.48,231.33,,,,
2022-04-28 22:05:47.053000,L9,,289.22,293.84,295.27,288.20,286.22,283.75,282.65,276.21,246.81,240.11,,302.89,302.25,307.61,307.78,314.73,317.08,310.73,,,,,,,,,,,,,,282.52,306.39,309.81,308.95,322.80,319.74,,230.82,,,,,,,,,,,,,,,,
2022-05-22 22:05:58.595000,L8,,,,297.99,280.48,277.27,280.73,283.79,279.56,249.16,244.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.38,,,,,,,,,,,,,,,,
2022-06-15 22:05:39.951000,L9,,,,,352.03,348.50,395.12,345.16,335.19,291.64,309.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.75,261.14,278.12,241.68,286.73,275.15,298.93,,,260.57,320.80,245.13,,315.71,,,252.84
2022-08-10 22:06:32.253000,L8,280.48,307.93,318.35,311.84,302.46,299.25,297.58,300.10,292.96,287.31,281.63,298.24,316.22,303.10,331.13,319.71,324.78,356.29,324.58,316.50,322.80,319.09,321.26,331.10,331.73,325.87,327.09,310.36,302.54,321.30,322.99,298.45,301.08,321.53,324.85,327.81,336.70,340.19,320.22,276.84,270.77,275.44,279.02,282.52,283.36,,,,278.25,273.19,268.06,221.59,,,,
2022-10-21 22:06:29.540000,L9,276.25,317.74,321.63,317.75,312.58,314.73,312.00,304.49,297.13,289.21,284.96,305.56,319.37,316.60,332.44,327.81,328.83,331.15,326.13,318.53,326.34,325.31,332.24,339.22,337.36,330.74,330.82,320.77,314.04,329.92,369.49,374.31,369.67,379.83,373.19,378.43,364.37,346.64,342.30,277.70,272.76,276.66,279.84,281.46,282.44,,,270.01,283.09,275.08,266.15,,,,,
2022-11-22 22:06:29.758000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.70,287.00,307.62,309.24,312.08,322.35,315.15,304.67,,,,,,,,,,,,,,,,,
2022-11-30 22:06:35.920000,L8,303.66,332.18,336.56,331.32,323.52,326.57,327.13,319.01,295.98,285.03,291.57,314.93,323.07,329.16,341.38,342.76,334.69,335.33,330.98,325.27,325.69,325.39,334.46,341.32,341.52,330.96,331.75,311.36,317.52,326.61,330.29,304.81,320.46,337.34,330.58,336.34,347.58,352.11,345.91,281.86,287.34,289.48,289.35,294.58,298.45,254.99,275.09,285.43,293.43,279.72,277.26,259.78,,292.60,278.86,
2022-12-24 22:06:26.081000,L9,354.62,351.69,353.03,348.87,343.59,327.91,313.14,304.92,297.11,301.76,302.13,319.13,339.34,340.20,341.31,334.21,353.53,359.30,341.78,344.61,351.49,339.99,339.52,350.36,355.78,356.61,356.82,348.94,346.71,335.38,335.78,328.86,351.82,345.82,341.87,345.60,352.63,362.18,366.06,305.33,299.05,295.49,316.42,307.88,309.77,255.69,260.44,294.51,323.22,303.43,291.76,250.02,252.97,,,
2023-01-17 22:06:18.381000,L8,273.56,311.62,318.57,311.95,300.99,299.69,299.25,289.23,282.94,270.26,269.22,303.31,318.26,316.98,332.03,328.12,330.63,333.37,317.84,316.98,327.12,325.27,318.63,329.85,322.67,324.49,326.04,312.05,313.29,329.17,315.52,304.95,314.70,329.53,322.99,332.06,339.69,332.42,327.77,254.56,253.04,262.28,268.43,266.82,257.58,,,,276.93,275.38,272.91,,,,,
2023-02-18 22:06:13.995000,L8,271.18,303.09,303.55,303.30,298.75,297.11,367.64,,,,,,,,,,,,,,,,,,,,,,286.49,308.16,301.94,281.39,291.00,309.39,310.86,309.86,324.23,320.76,316.24,,,,,,,,,,,,,,,,,
2023-03-06 22:06:02.229000,L8,330.95,335.66,321.70,350.26,348.24,339.31,343.50,307.47,342.31,337.74,328.82,328.03,317.37,322.67,338.82,348.47,358.93,368.39,354.04,320.69,324.90,318.07,350.13,354.47,362.64,370.53,362.00,346.59,338.68,339.06,343.43,328.53,350.14,357.57,332.51,363.41,349.41,355.10,371.46,306.72,300.19,313.32,325.08,310.75,314.77,,,265.45,279.57,277.73,277.84,267.45,,,,
2023-03-14 22:06:11.235000,L9,292.69,317.22,320.65,320.70,318.57,312.70,310.17,308.19,295.21,286.71,278.25,303.36,321.81,323.95,331.36,330.75,332.04,335.66,331.36,329.00,327.52,324.24,331.24,339.29,334.19,329.28,328.13,313.68,315.00,329.61,327.00,303.82,314.60,331.23,329.93,332.12,342.73,348.87,335.95,272.57,267.35,274.57,275.18,276.05,279.01,,,266.26,276.31,274.89,265.10,,,,,
2023-03-22 22:05:52.850000,L8,346.09,324.04,325.78,333.24,338.08,309.29,313.20,309.39,296.36,322.41,303.00,308.28,323.27,326.25,332.48,341.30,336.45,344.91,344.76,356.66,349.88,333.36,342.50,349.23,360.09,354.83,339.81,342.85,339.84,331.81,326.88,329.81,340.92,338.17,338.47,364.55,361.55,379.54,373.43,306.91,287.77,298.97,296.56,288.61,281.94,,,288.29,283.58,282.89,280.18,243.11,,,,
2023-03-30 22:05:59.281000,L9,286.71,314.72,316.30,315.38,311.88,307.07,305.73,304.63,295.21,288.99,280.20,303.55,321.13,325.21,334.05,331.23,328.87,336.47,332.86,332.69,324.35,326.67,332.05,336.80,341.96,327.28,330.13,325.04,326.60,323.81,321.66,294.62,306.21,323.88,319.28,328.72,334.49,329.42,327.54,275.87,270.08,275.49,278.84,277.79,280.90,,,,279.23,275.60,267.71,,,,,
2023-06-10 22:05:27.865000,L8,,,,297.18,283.27,284.58,286.27,283.56,277.48,248.14,242.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.97,,,,,,,,,,,,,,,,
2023-08-29 22:06:02.142000,L8,342.14,346.65,365.97,368.58,366.46,362.75,353.45,352.53,354.41,338.09,333.15,350.38,357.31,373.56,384.48,378.68,378.67,378.02,358.29,417.85,349.05,359.66,372.27,369.04,364.01,356.36,361.01,350.20,329.50,339.17,342.99,340.10,308.49,354.23,323.67,355.32,342.78,343.36,373.67,323.68,300.61,330.56,316.75,329.28,322.41,323.56,338.79,339.26,316.26,314.74,321.30,322.63,316.47,322.54,324.93,320.32
2023-10-08 22:06:10.308000,L9,288.12,322.52,323.54,321.94,306.31,306.70,300.88,301.14,293.83,285.24,283.25,308.72,318.85,322.06,334.71,333.87,329.93,333.91,328.18,318.91,323.50,325.32,332.57,337.75,341.04,328.88,330.04,319.98,314.36,336.16,327.31,313.67,314.64,333.78,329.94,332.79,346.43,350.53,356.42,276.60,271.77,276.79,283.93,284.60,287.82,,,,284.24,277.15,273.28,222.30,,,,
2023-11-09 22:06:12.836000,L9,283.84,307.87,319.76,313.77,303.38,304.51,309.21,306.56,292.06,292.13,284.50,303.70,319.35,323.10,333.86,333.75,329.30,334.62,319.32,320.54,323.82,322.55,328.64,336.38,340.96,328.57,332.13,310.89,315.03,326.12,328.10,306.57,315.06,334.40,327.28,334.59,343.65,347.82,336.22,277.01,272.93,278.14,285.06,276.19,288.95,,,,289.83,276.37,264.14,221.33,,,,
2023-11-25 22:06:20.599000,L9,283.82,307.35,310.58,311.39,301.74,300.45,301.75,302.07,285.56,263.66,263.10,296.25,313.53,317.78,319.96,317.91,319.44,322.70,307.69,313.30,317.79,311.88,326.66,327.73,332.60,321.89,322.42,306.98,308.06,321.29,319.22,298.35,305.87,319.32,332.77,331.75,338.01,344.40,331.74,252.07,248.04,253.84,256.46,256.18,257.85,,,,247.67,239.35,241.61,,,,,
2023-12-19 22:06:15.197000,L8,288.95,317.75,322.57,320.66,317.08,310.91,314.35,309.42,296.45,293.86,277.88,300.36,318.20,319.10,333.49,325.58,325.90,332.09,321.24,318.09,323.39,320.86,329.53,337.21,330.75,327.22,327.84,311.08,312.99,326.12,326.31,304.06,313.09,331.71,326.72,327.88,343.33,346.22,336.28,264.21,265.34,273.89,276.38,292.94,283.86,,,,292.62,267.39,261.17,221.83,,,,
2024-01-12 22:06:18.916000,L9,377.95,351.53,368.49,360.87,349.25,336.44,327.40,329.16,343.26,322.13,325.69,374.39,368.44,369.38,372.53,391.66,392.37,364.85,369.67,379.07,369.87,427.50,,,,399.85,361.54,382.77,377.25,,,,,,384.06,350.92,362.35,359.66,379.33,327.06,325.16,321.36,349.83,352.11,342.49,294.75,338.46,377.91,324.07,325.42,339.02,339.00,317.44,328.45,330.99,333.99
2024-01-20 22:06:07.304000,L8,279.85,308.99,311.43,311.28,302.28,301.77,297.54,289.77,259.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 22:06:18.213000,L9,316.31,353.70,343.46,341.21,352.99,327.72,318.16,314.25,301.14,301.28,315.35,306.63,340.88,336.57,350.19,356.53,353.00,348.47,347.27,355.58,330.99,330.98,336.02,355.11,339.21,340.25,350.36,338.39,344.74,341.86,338.65,361.46,328.20,336.16,341.14,345.80,373.20,354.81,364.90,308.02,299.88,302.23,297.69,319.34,302.03,250.14,254.63,275.21,303.07,305.07,323.45,317.55,,314.60,,
2024-02-13 22:06:17.947000,L9,293.52,319.52,322.66,322.67,318.72,308.92,309.52,309.16,300.69,296.88,283.87,304.47,319.28,322.04,333.57,339.01,332.84,338.54,326.16,328.19,324.77,325.65,332.39,339.60,340.29,327.82,329.23,312.86,317.20,333.50,351.40,303.51,318.66,331.42,329.83,332.47,342.92,347.23,334.81,282.82,277.68,281.08,286.99,291.81,288.91,244.28,251.44,270.77,296.24,255.44,248.46,,,,,
2024-04-01 22:06:02.710000,L9,360.12,314.15,314.78,310.88,306.77,297.99,311.95,296.12,283.34,262.90,263.24,291.46,315.07,299.49,312.29,313.59,330.74,326.44,306.44,307.60,317.40,320.88,333.52,351.98,346.40,330.46,328.33,310.06,302.59,324.89,320.01,296.54,308.94,331.00,326.59,319.99,367.69,387.89,326.46,251.85,251.67,255.22,254.16,261.33,273.73,,,269.69,256.20,242.62,246.18,,,,,
2024-04-09 22:05:37.411000,L8,267.75,287.50,294.97,293.77,287.52,285.83,283.79,282.33,260.61,,,270.79,300.77,296.77,307.35,305.22,311.42,317.49,301.44,305.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17 22:05:51.812000,L9,284.86,311.43,309.73,312.53,302.70,299.76,300.27,297.18,293.81,287.18,285.95,299.89,316.72,318.77,323.96,313.57,314.55,319.18,305.04,317.96,319.71,316.37,320.28,325.18,329.51,322.88,318.62,309.84,308.96,368.45,384.05,377.26,373.35,383.84,410.49,,402.78,365.50,352.79,283.09,274.36,273.12,280.56,283.97,285.20,,,,285.77,277.26,268.39,227.38,,,,
2024-05-03 22:05:38.004000,L9,283.52,309.44,315.21,311.58,301.69,295.52,298.25,296.43,292.43,286.16,281.16,295.81,317.49,323.01,333.96,322.20,324.18,331.17,322.74,317.28,321.77,320.56,328.37,332.45,329.51,325.10,319.54,309.74,301.60,323.22,315.59,303.27,303.09,326.75,326.59,327.03,340.99,340.98,323.67,272.22,265.91,273.71,276.82,281.44,285.68,,,,286.42,279.50,277.10,224.96,,,,
2024-05-11 22:05:15.899000,L8,375.78,379.41,370.90,,343.14,334.06,319.80,306.11,300.52,281.21,261.76,298.62,318.79,321.33,329.18,313.23,319.66,324.47,310.23,312.31,318.88,312.42,312.05,323.83,320.90,320.67,313.41,305.26,288.90,317.66,317.16,292.91,284.22,316.43,319.14,316.67,335.16,327.11,295.90,258.50,257.28,256.13,257.19,277.33,278.99,,,,258.10,266.09,253.76,,,,,
2024-06-20 22:05:06.981000,L9,,292.46,308.21,309.19,298.41,297.80,297.36,298.29,292.78,283.31,277.37,,,350.88,336.60,347.92,323.99,330.96,,,308.69,315.51,305.13,333.85,356.29,326.25,319.85,307.82,,,,,,,,,,,,275.45,264.36,275.29,276.15,281.15,284.28,,,,285.49,279.15,275.90,240.66,,,,
2024-07-22 22:05:28.427000,L9,263.86,288.32,,296.63,291.12,289.98,297.20,286.30,276.15,251.82,248.38,,,,,,,,,,,308.46,304.58,315.17,317.53,317.88,308.66,,,,,,,,,,,,,233.66,,,,,,,,,,,,,,,,
2024-10-26 22:06:12.211000,L9,289.12,315.33,321.21,322.18,313.44,309.57,305.22,302.03,293.50,290.09,285.67,,,406.30,359.01,327.18,367.62,398.60,,316.00,324.01,327.99,334.44,335.73,336.09,328.11,330.50,313.67,312.82,329.34,326.47,310.92,318.59,331.72,328.81,332.71,345.73,347.68,343.20,277.78,274.62,276.50,283.10,257.97,257.14,249.17,254.01,350.99,258.55,258.78,256.23,,247.84,,,
2024-11-11 22:06:03.683000,L9,,,,,,,,,,,,295.58,314.24,317.92,325.99,325.27,327.30,330.29,316.53,320.68,322.07,319.73,326.01,323.71,326.88,325.85,328.63,309.18,310.99,323.38,320.79,297.81,312.45,332.58,394.56,342.73,359.94,343.42,406.48,,,,,,,,,,,,,,,,,
2024-12-21 22:06:04.889000,L8,293.21,320.18,321.69,319.06,316.05,312.94,313.38,307.05,301.65,293.87,294.51,303.32,319.19,326.45,337.37,328.12,329.08,334.70,329.08,324.97,325.15,325.47,331.20,335.51,339.35,338.99,334.62,313.27,317.21,332.88,327.06,305.70,312.59,329.16,329.48,331.86,346.00,349.44,341.94,287.18,286.58,290.46,291.86,301.83,283.91,,,,302.63,283.66,287.73,240.16,,,,
2025-01-06 22:06:06.570000,L8,295.83,323.05,325.04,323.33,320.50,310.30,313.48,310.96,304.08,293.89,297.56,303.38,319.49,325.55,335.62,338.83,329.31,334.55,332.67,325.67,325.72,323.78,331.06,335.10,338.70,327.38,328.99,312.80,314.87,327.60,325.16,311.81,312.79,332.42,327.81,331.85,343.91,347.68,336.10,286.34,289.37,290.04,286.63,288.03,299.26,,,,299.85,285.48,290.27,243.30,,,,
2025-01-30 22:06:08.189000,L9,302.02,322.62,340.95,336.81,327.48,319.48,320.24,326.03,322.26,325.39,306.39,307.67,322.52,355.75,345.53,350.88,342.25,352.20,367.67,358.78,355.14,340.64,359.20,370.80,357.28,354.53,341.63,357.78,362.72,353.89,340.74,327.76,330.69,342.14,358.15,379.27,373.58,379.69,370.31,311.64,318.02,300.77,316.43,302.88,310.24,,,,307.91,317.52,333.50,267.82,308.69,257.91,282.62,307.11
