dates,satname,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0133
1999-08-26 22:07:08.722000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.43,324.49,314.59,307.79,316.83,314.98,318.63,314.54,302.18,298.20,306.54,312.52,310.81,296.97,308.40,269.19,307.53,313.85,309.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-13 22:07:12.582000,L7,343.55,348.94,351.14,348.03,349.39,355.63,349.92,348.63,349.06,342.92,340.50,340.76,346.53,344.49,346.44,346.14,343.30,338.46,343.73,348.30,334.44,333.24,336.34,349.64,351.58,354.36,345.61,357.84,359.87,367.55,358.73,360.57,350.13,356.56,365.70,354.71,354.05,343.87,348.55,360.78,368.57,352.94,353.08,357.41,356.59,352.94,351.37,335.55,332.88,345.44,339.94,347.92,362.12,357.77,361.88,370.02,365.71,370.29,355.37,347.07,358.90,348.57,347.84,351.03,347.34,343.20,348.02,346.82,349.84,353.46,358.03,350.85,343.37,348.94,358.48,355.90,350.81,359.84,358.24,359.28,359.80,363.28,349.70,333.01,332.50,343.16,333.05,330.69,341.81,327.57,339.95,333.33,321.82,308.69,316.30,328.65,323.77,318.35,319.54,326.42,313.69,331.45,338.14,346.72,328.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-16 22:07:09.748000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.41,291.08,324.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21 22:06:49.022000,L7,340.40,342.75,337.84,346.28,341.97,346.12,347.44,331.74,339.93,341.24,335.20,342.98,334.74,341.45,340.58,341.18,347.48,343.34,343.53,340.97,341.52,342.39,350.86,347.70,346.56,354.82,349.04,348.50,360.54,352.72,355.17,366.08,389.39,355.23,363.33,355.56,356.26,400.95,413.77,,,,,,,,,401.79,351.34,347.03,349.37,352.60,359.67,355.35,363.08,371.01,364.21,357.73,348.86,355.86,355.52,356.73,354.44,362.43,351.90,359.49,359.99,360.78,358.24,360.85,350.81,350.12,355.62,354.08,350.18,344.63,349.88,349.69,353.02,348.60,345.93,348.96,345.55,343.98,342.38,335.58,325.94,336.31,337.01,323.00,321.93,330.19,319.67,322.21,326.21,327.89,320.09,302.66,,,,,,,,296.01,345.34,356.85,341.63,291.91,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-08 22:06:20.956000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.72,298.89,313.35,304.41,310.88,295.89,,,,305.71,322.13,323.62,326.49,327.84,,286.58,321.21,310.20,319.47,321.57,321.36,318.30,303.87,303.08,309.70,316.92,306.98,304.79,308.49,307.40,314.98,316.74,316.72,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-11 22:05:41.532000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.67,305.68,306.70,301.06,304.02,300.04,301.30,283.20,296.91,288.22,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-18 22:04:37.758000,L7,360.14,360.93,365.17,365.77,368.01,367.26,367.07,363.51,359.29,359.22,360.49,366.50,360.57,366.54,362.39,363.20,362.38,367.00,367.26,365.44,367.73,363.34,364.62,370.20,372.22,377.73,376.46,381.44,382.43,375.68,377.92,373.56,377.42,378.74,373.66,378.47,377.36,375.91,376.93,373.63,377.10,377.39,374.05,371.87,370.59,370.63,365.85,371.70,369.65,368.40,376.27,373.16,384.58,383.43,391.99,387.73,391.12,379.03,379.14,380.44,380.99,375.94,379.47,374.75,375.70,373.27,380.36,375.63,382.43,392.21,386.29,376.33,382.08,375.26,379.12,375.96,379.58,371.72,379.15,373.55,386.17,375.57,376.47,371.29,375.46,362.58,361.23,358.27,352.75,353.86,353.80,354.06,346.68,356.84,357.64,354.43,352.30,357.29,360.16,365.42,367.46,362.10,367.35,369.58,372.35,345.92,317.43,319.18,318.47,344.88,372.13,371.13,377.76,382.50,381.66,384.75,383.77,385.96,386.20,387.13,387.52,390.28,386.01,391.19,389.92,387.60,391.08,396.23,397.40,396.54,378.07,366.85,357.63,377.38
2001-01-03 22:04:36.218000,L7,385.37,380.34,388.77,399.69,394.82,387.48,395.32,382.32,382.35,373.73,372.97,378.45,380.63,386.44,387.16,379.90,,393.25,383.97,385.99,390.18,385.01,391.76,392.39,387.10,388.86,396.55,401.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.92,386.15,381.89,384.65,379.10,373.99,371.19,368.54,371.92,364.57,372.39,382.44,381.87,392.22,387.42,386.62,388.68,392.01,396.10,388.01,386.68,307.20,308.89,292.90,284.61,292.21,397.78,406.98,409.05,397.14,404.21,401.82,402.68,402.30,413.41,404.62,412.41,416.87,409.11,415.73,404.82,404.71,403.54,411.88,406.03,400.09,395.69,382.28,300.08,297.98
2001-06-28 22:03:32.813000,L7,,,,316.41,333.85,337.14,337.71,329.52,329.46,326.86,332.69,337.14,326.56,327.94,321.65,321.42,324.14,321.31,327.39,325.92,330.58,326.33,329.47,333.45,330.49,332.68,338.48,347.39,347.32,348.03,350.39,341.90,350.29,353.46,350.36,343.30,340.09,337.43,346.24,332.46,282.63,,,269.18,324.29,373.46,,,365.61,381.22,372.78,340.81,351.68,354.86,349.19,346.87,338.36,337.20,341.79,337.89,340.41,339.65,327.24,339.34,398.57,377.02,,395.18,316.59,354.10,339.00,298.49,,,,296.73,317.65,314.98,336.21,337.22,333.47,333.72,327.76,329.06,329.29,327.41,326.45,326.11,320.47,318.65,321.41,318.89,307.40,,307.36,310.11,304.21,306.48,302.54,302.16,296.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-14 22:03:33.580000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.74,318.38,317.42,307.15,314.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
