dates,satname,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0133
2001-08-15 22:03:02.378000,L7,,,,,,,,,276.75,278.36,279.87,291.66,294.35,290.83,272.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.49,323.67,313.34,320.37,321.68,322.46,314.11,312.61,310.68,315.92,309.32,279.68,293.88,307.25,304.56,308.37,309.30,307.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-02 22:02:28.410000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.55,288.98,310.28,306.67,302.72,295.14,,,,,,,,,,,,,,,,,,,284.48,297.14,293.34,303.24,301.79,302.69,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03 22:02:34.745000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.96,297.39,278.34,300.10,290.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-11 22:03:07.402000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.50,310.91,316.05,307.35,293.04,299.67,270.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-12 22:03:01.345000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.05,295.36,288.15,295.80,286.93,268.53,284.90,272.13,288.41,300.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-30 22:02:49.483000,L7,,,,,,,,,,,,,,,,,285.59,288.87,272.98,287.70,286.85,294.36,288.44,289.78,281.15,289.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-03 22:02:12.015000,L7,329.54,324.79,322.65,316.40,329.80,337.14,334.53,329.47,321.76,324.05,325.05,326.69,331.23,326.79,322.88,318.17,318.98,317.39,320.62,315.57,314.65,317.48,312.81,322.98,317.62,323.78,319.39,330.19,339.39,337.58,314.32,285.93,342.93,338.36,339.00,344.63,,337.62,344.52,342.27,345.95,252.04,299.11,300.04,298.33,304.10,302.82,300.50,325.75,331.64,332.55,335.46,340.39,342.71,345.83,345.93,351.77,345.40,340.98,336.08,334.79,333.92,337.03,332.31,324.43,328.88,344.79,347.65,330.60,315.74,347.96,,345.09,332.18,,,389.12,375.29,384.86,384.19,379.87,371.74,371.53,385.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-05 22:01:55.235000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.56,281.04,294.55,291.87,296.22,288.07,290.38,308.77,308.34,314.77,314.45,313.40,306.55,301.75,304.79,,,,289.18,289.97,290.16,299.68,300.93,298.09,293.87,307.06,315.01,310.90,315.17,309.08,294.27,299.56,303.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-22 22:02:21.568000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.85,299.91,298.29,304.70,294.79,302.56,301.88,305.21,308.81,303.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-08 22:02:27.564000,L7,368.46,,373.71,384.23,376.53,370.65,369.60,365.05,365.45,368.88,363.16,,,,,,,367.65,369.18,374.03,370.24,365.60,365.94,,,372.13,372.83,378.22,377.64,378.96,376.19,379.48,378.82,358.04,,376.90,373.95,370.84,345.65,,363.35,373.43,370.43,350.78,347.66,362.68,351.48,368.83,368.54,369.39,372.03,,354.31,363.00,382.95,381.57,379.64,377.46,376.14,374.63,373.27,370.42,376.25,369.82,368.22,367.40,,,342.47,367.87,368.23,367.95,,,,,,,,371.43,368.82,371.06,369.04,369.29,365.91,362.39,363.64,333.16,361.74,352.38,382.14,387.85,377.66,383.53,380.44,377.18,381.49,379.66,392.77,403.49,396.35,397.95,400.44,396.93,398.61,404.48,393.68,381.14,385.52,,393.83,400.53,410.86,414.32,418.07,425.11,420.25,429.47,408.12,413.81,399.67,373.47,380.04,396.65,409.28,412.22,406.39,375.65,363.10,415.53,398.03,405.46,400.16,
2002-12-24 22:02:33.044000,L7,,,,,,,,,,294.72,298.23,298.46,306.23,293.28,298.18,291.35,295.76,297.54,299.69,292.48,,,,271.46,282.08,290.98,295.14,306.42,312.11,302.94,306.08,302.16,308.20,290.37,,,,,,,,,,,,,,299.81,302.34,297.69,303.69,301.38,314.05,313.80,319.03,322.40,316.72,310.92,308.47,308.36,310.75,310.68,309.87,306.42,296.97,292.83,308.59,309.98,302.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:51:08.818000,L5,348.30,351.96,349.88,353.76,357.20,357.96,361.04,355.00,351.80,352.19,351.15,354.26,350.09,341.40,350.12,347.39,350.03,347.20,348.86,350.95,351.13,349.50,350.88,350.42,355.10,355.15,353.24,354.87,358.11,360.83,368.49,359.39,359.91,355.99,365.23,359.06,365.21,363.88,364.26,363.32,359.54,360.57,356.41,357.46,346.90,350.74,347.15,358.26,354.96,357.87,358.23,361.36,365.36,371.27,370.57,369.86,367.82,365.44,357.75,356.98,351.88,357.38,357.66,356.02,346.87,346.35,358.26,357.13,359.22,356.65,359.63,360.44,358.43,359.05,363.23,353.95,364.62,358.39,363.50,353.83,357.11,360.01,354.94,348.24,344.42,340.25,339.85,339.99,347.99,338.36,340.34,333.92,325.95,312.34,324.31,316.32,320.69,317.76,316.76,318.72,317.86,316.03,327.46,319.15,324.18,,,,,,321.60,325.02,316.38,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:51:42.461000,L5,350.32,351.26,354.26,351.80,356.32,357.45,360.14,355.59,351.56,344.04,342.44,349.18,348.56,349.76,354.76,347.54,347.83,346.66,354.56,353.13,355.73,350.85,352.24,350.71,355.91,352.61,356.66,352.86,358.64,356.76,362.33,358.45,360.71,360.37,358.54,356.41,364.61,361.89,363.04,357.64,357.82,357.27,357.68,355.72,355.52,354.52,357.90,350.61,357.04,354.67,358.81,358.67,363.41,362.89,366.95,364.73,362.58,360.28,359.21,361.92,360.43,360.92,360.81,358.97,352.31,351.90,356.60,355.31,354.16,352.67,353.74,354.16,354.95,356.59,359.30,357.49,359.61,360.17,359.12,357.98,354.36,354.10,349.08,342.50,344.62,340.34,341.61,344.08,347.40,338.35,341.90,334.84,327.45,312.25,318.62,312.59,314.34,316.51,320.79,318.45,325.95,331.96,327.18,323.13,321.73,,,,,,320.99,324.85,313.99,,,,,,,,,,,,,,,,,,,,,
2003-10-16 21:52:08.058000,L5,353.13,351.03,349.92,351.39,353.58,357.26,363.20,367.19,365.56,361.66,360.58,362.85,366.00,355.76,348.60,348.25,349.63,347.45,347.83,344.72,359.76,359.23,363.50,363.23,367.09,365.61,367.59,356.13,358.48,355.69,359.22,355.89,356.78,360.47,375.18,370.19,371.89,369.75,372.62,373.30,371.11,358.97,357.18,354.74,353.30,352.42,349.86,356.32,360.28,364.12,366.41,370.43,377.67,379.22,380.81,369.36,369.91,367.00,364.28,358.07,359.16,371.18,370.93,370.20,362.84,362.24,365.14,367.01,355.31,352.49,357.22,357.49,356.33,354.89,356.18,367.26,372.29,374.86,372.04,371.09,368.28,371.05,349.66,344.93,348.79,341.74,342.03,339.70,344.69,348.22,348.27,341.32,334.93,329.03,334.59,328.68,318.32,320.94,319.99,319.78,322.35,323.60,327.04,336.02,335.75,,,,,,337.70,336.49,331.08,326.56,334.78,325.80,,,,,,,,,,,,,,,,,,
2003-11-17 21:52:33.290000,L5,,,400.42,412.23,405.36,396.94,384.04,374.34,382.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.97,377.36,377.11,387.24,380.14,384.49,379.46,391.07,402.55,389.87,391.29,401.30,410.04,398.62,388.51,385.54,381.45,374.94,377.12,379.26,384.48,,,,,,408.44,406.24,411.17,411.75,416.09,425.60,420.55,401.42,406.53,418.51,409.53,417.80,421.27,436.06,455.78,448.55,,,,,,,,
2003-12-03 21:52:43.369000,L5,,,,410.92,408.11,404.58,400.95,387.22,378.04,379.82,385.79,379.24,379.24,385.03,,,,,397.79,394.87,392.62,380.70,378.80,381.09,379.15,383.24,386.95,392.43,405.83,406.34,,,402.87,399.73,396.86,389.49,381.88,393.56,388.71,388.77,393.30,,,,,398.27,397.77,395.33,383.44,392.38,378.90,395.37,387.87,400.59,396.08,414.67,,,,,,404.49,389.41,388.38,385.50,387.41,385.33,391.55,391.85,,,,,,,395.66,383.41,385.05,386.06,387.97,382.15,389.76,389.63,393.42,,,396.64,387.85,385.50,368.51,365.33,362.12,366.79,361.06,376.87,375.13,388.94,399.64,381.61,391.58,390.55,388.90,390.40,377.99,376.28,411.06,387.11,376.22,360.49,378.30,379.96,383.32,379.83,384.10,387.54,408.08,415.22,413.44,419.00,416.97,428.71,425.41,415.35,418.24,424.85,424.63,427.12,419.11,438.09,,,,,372.89
2004-02-05 21:53:05.047000,L5,374.13,377.25,377.83,380.45,382.12,370.78,374.78,376.97,373.19,367.84,364.74,385.68,383.68,386.48,383.34,387.33,,382.10,381.16,370.42,363.43,366.92,366.35,366.82,364.23,364.93,378.25,386.15,386.95,380.81,390.94,390.71,393.30,378.12,382.27,375.69,375.44,366.81,365.11,370.16,386.00,,,,385.78,382.63,372.45,362.66,363.09,365.35,367.31,368.42,371.62,388.78,395.77,394.74,392.38,393.09,382.09,383.51,367.42,369.91,367.50,364.45,362.68,361.23,368.49,379.99,377.31,380.65,380.64,382.11,383.09,384.64,372.19,367.39,363.63,361.76,363.10,356.81,362.66,372.24,370.50,365.65,369.25,363.55,363.76,352.86,341.68,336.32,338.16,330.01,323.56,319.74,340.71,346.92,347.08,346.69,355.40,346.12,351.26,334.75,332.69,339.58,342.60,,,,,,339.94,338.05,337.46,355.58,368.37,364.01,369.29,369.67,360.28,367.31,335.62,342.22,364.45,363.02,349.48,362.41,384.99,335.21,,,,,,
2004-05-27 21:55:06.972000,L5,,,,,,,320.42,317.92,306.95,309.25,307.65,314.04,311.49,311.52,308.09,271.43,306.19,297.88,302.95,311.83,317.12,311.91,310.93,311.78,,301.63,307.40,319.71,327.06,324.02,324.03,324.79,328.84,320.47,323.38,320.57,320.92,,323.18,317.98,320.52,311.62,317.70,316.71,316.55,317.92,320.59,,,,,,,,,,,,,,322.64,328.56,328.84,326.32,307.27,309.83,322.44,326.00,320.83,315.33,320.58,316.74,318.62,321.10,323.55,296.41,310.96,314.48,320.91,312.18,312.14,312.10,283.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:56:31.050000,L5,,388.00,394.23,370.33,385.13,375.44,366.20,362.52,356.44,354.99,357.09,365.27,359.02,357.65,354.64,360.77,366.82,368.20,365.99,362.88,367.48,359.74,363.66,373.10,366.98,377.26,365.98,377.75,376.86,378.05,379.85,383.89,391.17,381.75,384.07,374.85,370.82,376.42,370.40,372.12,367.50,366.87,372.21,367.44,364.71,366.96,362.70,357.61,359.80,363.00,365.91,365.70,378.14,378.68,383.46,378.89,377.11,374.21,365.30,366.32,363.83,362.31,362.59,357.71,355.32,355.07,359.66,361.79,364.93,364.15,368.17,368.64,372.21,370.71,370.77,367.28,368.13,369.41,363.80,360.20,360.37,367.94,357.45,355.06,355.13,349.18,351.74,350.16,345.35,345.06,339.91,331.75,324.53,318.26,338.36,327.58,333.78,334.95,328.82,327.86,328.37,326.74,319.35,333.85,324.27,,,,,,323.75,314.52,,,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:56:51.838000,L5,352.72,348.40,351.46,353.22,353.44,355.54,356.59,354.78,351.12,347.17,351.16,349.09,351.61,344.44,352.52,349.75,352.75,348.48,348.72,346.30,347.23,353.10,354.34,352.39,349.02,350.96,346.09,356.93,355.96,358.30,365.49,358.87,366.58,362.96,366.42,361.63,360.04,353.81,353.21,352.70,354.24,361.04,360.99,364.10,354.39,356.13,363.41,352.88,357.81,358.42,352.31,348.08,362.23,366.62,371.64,370.65,369.03,364.69,362.30,360.30,358.87,359.89,358.55,356.23,348.65,351.20,363.41,355.05,362.96,356.29,365.55,354.68,346.81,349.53,349.87,348.81,359.42,356.27,360.25,355.12,359.79,358.63,358.43,352.75,350.98,340.78,342.64,338.56,341.05,338.55,341.13,335.49,322.71,311.84,320.03,322.65,317.63,316.81,320.10,320.57,317.17,322.89,318.17,312.44,318.64,,,,,,317.30,316.99,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:57:13.549000,L5,360.93,363.96,363.78,361.42,371.10,366.05,364.43,360.42,355.65,350.53,341.63,352.15,338.11,345.50,346.84,355.11,362.53,362.36,362.80,359.62,360.40,356.62,356.97,355.22,362.30,361.78,361.80,363.26,365.32,367.97,366.65,365.92,372.64,364.67,370.62,362.22,367.28,363.72,365.56,362.79,364.50,360.41,368.61,371.19,367.71,367.04,364.96,360.48,358.53,358.41,360.31,360.94,372.31,367.21,376.74,375.07,385.57,374.79,375.92,365.08,374.36,361.78,367.45,361.55,352.72,353.38,362.07,361.99,357.72,360.30,360.38,361.98,370.95,364.55,364.37,361.12,361.48,354.89,358.23,356.78,356.42,362.20,353.87,353.70,352.63,353.06,348.95,353.47,346.55,347.36,343.57,331.98,326.62,319.27,328.90,326.87,329.36,320.55,321.59,324.73,325.99,329.76,328.05,329.18,336.13,,,,,,325.69,322.43,318.06,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:58:47.729000,L5,343.98,349.35,354.00,362.18,361.98,360.58,358.69,360.08,356.27,351.38,340.35,345.62,345.27,347.13,344.66,345.25,348.49,358.24,355.29,356.15,353.89,355.71,358.52,357.27,349.71,347.76,346.38,352.90,356.52,354.29,363.29,365.85,369.09,369.21,369.68,366.84,364.61,356.20,350.38,351.03,352.42,355.73,356.48,353.88,363.86,360.28,360.47,356.76,356.03,357.82,355.61,347.58,355.19,357.62,364.27,362.55,361.85,359.91,367.03,365.15,364.23,363.65,364.87,358.32,353.81,340.10,350.08,349.14,352.36,352.45,355.50,356.41,363.15,361.79,361.91,358.45,360.76,362.71,362.90,350.86,351.81,353.36,351.57,346.03,345.10,346.02,350.62,346.31,346.95,343.94,344.35,336.85,320.07,312.57,320.87,322.25,314.30,315.90,314.18,326.98,328.94,331.16,329.79,325.48,327.96,,,,,,324.66,318.74,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 22:00:55.316000,L5,,,,,343.61,347.39,347.87,345.22,342.36,335.38,339.80,339.02,338.46,340.27,339.31,341.21,340.33,343.82,347.18,345.52,343.03,343.13,345.50,348.91,343.02,339.86,339.40,345.86,348.08,349.44,352.38,351.33,355.21,349.03,346.43,352.35,351.42,345.48,336.85,335.65,340.30,342.58,343.98,342.50,343.35,347.92,347.12,345.40,344.72,345.87,347.38,349.45,352.22,352.79,360.69,359.08,359.40,353.96,355.17,356.50,356.93,356.59,356.29,354.21,346.69,340.56,344.30,344.25,341.44,340.42,343.68,345.19,348.63,350.45,351.21,346.48,348.05,343.99,347.11,342.74,342.39,340.73,337.50,333.58,331.65,329.76,330.44,329.72,330.34,322.73,328.47,318.63,305.71,296.19,308.96,303.07,302.39,300.66,303.49,302.56,314.14,318.13,312.95,313.36,312.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
