dates,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0133,satname
2005-02-23 22:00:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.19,,303.07,308.345,308.28,308.83500000000004,302.56,314.14,318.13,312.95,319.42,312.68,,,,,,324.66,318.74,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-11 22:01:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.975,,303.64,306.1433333333334,306.59666666666664,308.43333333333334,305.945,311.565,314.28499999999997,309.25,319.42,312.68,,,,,,324.66,318.74,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-12 22:01:18+00:00,,,330.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.975,,303.64,306.1433333333334,306.59666666666664,308.43333333333334,305.945,311.565,314.28499999999997,309.25,320.42333333333335,319.11,,,,,,326.64,323.57500000000005,325.41,,,,,,,,,,,,,,,,,,,,,,L5
2005-10-05 22:02:17+00:00,,,330.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.43,325.54,,,,,,322.605,324.365,321.07000000000005,,,,,,,,,,,,,,,,,,,,,,L5
2006-07-04 22:07:05+00:00,,,,,335.18,,,,,,,,,,,,,,,,,,,,,337.4,338.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.74,295.12,,308.99,308.36,307.46,310.74,311.65,313.63,314.68,310.19,308.05,302.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-10-08 22:08:17+00:00,,,,,335.18,,,,,,,,,,,,,,,,,,,,,337.4,338.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.74,295.12,,308.99,307.505,304.695,307.71500000000003,308.65,313.63,314.68,310.19,308.05,302.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-02-13 22:09:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.71,,,312.245,307.355,309.66499999999996,311.2,314.82,318.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-09-09 22:07:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-02-16 22:04:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.68,317.82,319.8,,314.725,297.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-10-29 21:57:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.45,333.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2009-01-17 21:59:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.38,333.45,333.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2009-12-03 22:04:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.19,,,,,312.47,294.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-03-28 22:04:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.19,305.77,309.19,293.89,293.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-07-07 22:16:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.13,,,,,,,,,,,,321.31,318.65,326.47,,327.42,314.35,321.03,309.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-09-25 22:16:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.905,,,,,,,,,331.16,,,322.735,319.95,326.47,,327.42,311.795,318.585,307.505,290.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-10-11 22:16:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.905,,,,,,,,,331.16,,,322.735,319.95,326.47,,327.42,311.795,318.585,308.3966666666667,290.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-10-27 22:15:55+00:00,,,,329.76,337.45,333.74,,,,,,,,328.89,,326.99,322.76,328.18,331.19,326.18,327.14,329.72,,329.32,335.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,324.35,323.82,,,,,,,,,,329.22,,340.47,,,339.88,,335.46,330.0,328.95000000000005,330.86,328.81,322.3966666666667,319.43333333333334,322.255,318.44,322.765,310.92333333333335,318.28999999999996,308.0375,290.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-11-12 22:15:55+00:00,,,,332.805,336.255,333.74,,,,323.85,,,,328.89,,326.99,322.76,328.18,329.135,326.18,327.14,329.72,,329.32,335.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,324.35,323.82,,,,,,,,,,331.20500000000004,,338.975,,,340.225,,335.46,330.0,330.7766666666667,331.36,328.81,322.5675,320.1275,321.10333333333335,323.345,323.03333333333336,311.85,318.28999999999996,310.018,295.78,294.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-12-30 22:15:37+00:00,,,,332.805,336.255,333.74,,,,323.85,,,,328.89,,326.99,322.76,328.18,329.135,326.18,327.14,329.72,,329.32,335.91,,334.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,324.35,323.82,,,,,,,,,,331.20500000000004,,338.975,,,340.225,339.1,335.1,330.57,331.3325,331.36,328.81,323.608,320.242,320.7825,323.345,323.3625,311.92600000000004,318.28999999999996,313.2183333333333,295.0933333333333,294.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-03-20 22:14:37+00:00,,,,332.805,336.8333333333333,333.74,,,,323.85,,,,328.89,,326.99,326.145,328.18,329.135,326.18,327.14,329.72,,331.03499999999997,335.91,,334.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,324.35,323.82,,,,,,,,,,333.29,,338.975,,,341.37999999999994,339.1,337.1166666666666,331.62666666666667,332.572,333.31333333333333,328.81,325.896,321.71399999999994,321.235,323.345,322.01,310.80600000000004,318.2633333333333,315.3333333333333,294.5,294.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-05-23 22:13:42+00:00,305.63,310.03,310.39,302.66,337.99,298.18,,294.62,292.97,291.24,290.22,293.13,291.96,294.46,295.41,296.12,313.72,300.5,297.46,296.46,300.25,297.45,297.23,318.05,301.42,306.1,321.14666666666665,297.1,312.46,308.13,312.26,312.65,312.26,311.41,310.07,303.94,306.85,301.81,303.31,304.22,302.86,308.34,309.88,303.18,,,,,,,,267.42,308.37,309.05,316.61,315.14,313.21,309.01,309.41,310.22,310.53,308.49,310.09,306.87,294.93,294.29,299.4,,,,,,,,,336.47,,,,,322.3,321.11,325.69,318.3333333333333,321.58,317.08500000000004,301.03,313.69666666666666,310.4166666666667,324.05,,324.35,310.49,320.95,325.92500000000007,293.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-08-11 22:14:15+00:00,305.63,310.03,310.39,302.66,337.99,298.18,,294.62,292.97,291.24,290.22,293.13,291.96,294.46,295.41,296.12,313.72,300.5,297.46,296.46,300.25,297.45,297.23,318.05,301.42,306.1,314.615,297.1,312.46,308.13,312.26,312.65,312.26,311.41,310.07,303.94,306.85,301.81,303.31,304.22,302.86,308.34,309.88,303.18,,,,,,,,267.42,308.37,309.05,316.61,315.14,313.21,309.01,309.41,310.22,310.53,308.49,310.09,306.87,294.93,294.29,299.4,,,,,,,,,336.47,,,,,322.3,303.12,321.16499999999996,311.93,315.87,317.08500000000004,301.03,306.65999999999997,305.27500000000003,328.28,,330.48,311.755,320.95,320.24,292.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-11-15 22:14:25+00:00,317.59000000000003,319.96,322.90999999999997,315.5,333.38,315.305,331.83,310.19,308.175,307.55,306.885,308.355,309.97,311.22,311.68,309.90999999999997,308.23,311.025,310.55499999999995,308.01,308.975,309.02,311.225,313.785,312.765,318.96000000000004,311.16999999999996,315.55,326.77,323.595,327.84000000000003,326.335,326.475,324.94500000000005,323.83,321.28999999999996,320.27,316.72,320.1,318.665,317.915,320.13,309.88,319.63,,339.15,,,326.98,,335.0,293.0,309.61,310.92,318.07500000000005,315.02,316.53999999999996,323.7,322.845,317.99,321.65,320.19,310.09,316.70500000000004,307.31,306.645,312.325,324.15,336.5,,332.71,331.8,330.16,329.85,,,322.65,,,,300.91,303.12,301.18,290.12,304.635,296.95,301.03,299.74,299.185,306.52,,330.48,314.76,,317.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-01 22:14:24+00:00,329.55,329.89,336.405,330.29999999999995,333.38,331.70000000000005,333.47,327.58,324.26,323.28,325.6,324.48,328.255,327.98,327.95,325.16999999999996,318.55,325.38,324.935,322.15999999999997,321.455,321.03999999999996,325.22,327.70500000000004,328.57,332.91999999999996,328.58500000000004,334.0,341.08,339.06,343.42,340.02,340.69,338.48,337.59,338.64,333.69,331.63,336.89,333.11,333.985,331.92,,336.08,,339.15,,,326.98,,332.91499999999996,323.1,320.995,319.925,326.295,324.005,326.68,338.39,336.28,325.76,332.77,331.89,,326.54,324.14,321.24,326.53,324.15,336.5,,332.71,331.8,336.055,329.85,339.48,,322.65,,,,,,333.21,329.57,315.06,,,322.69000000000005,319.855,314.03999999999996,,330.48,314.76,,317.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-01-02 22:14:14+00:00,325.135,326.085,330.43333333333334,328.3,329.345,328.27000000000004,331.04,325.53999999999996,322.2233333333333,323.28,323.73333333333335,322.64,325.59666666666664,324.415,323.21000000000004,323.92333333333335,317.805,322.33666666666664,322.70666666666665,320.38,318.8833333333333,318.4533333333333,321.22,324.5733333333333,325.34666666666664,329.3333333333333,324.9766666666667,329.33000000000004,335.825,332.37,336.11,333.46,340.69,332.85,331.53499999999997,332.86,329.635,327.57,329.99,326.33500000000004,329.1566666666667,326.0,328.7,329.355,324.19,331.41499999999996,320.05,323.82,326.98,,329.93666666666667,321.1466666666667,323.2133333333333,323.07,329.75,329.7833333333333,326.68,338.39,335.27,325.76,328.84000000000003,328.47,326.23,323.86,321.11999999999995,317.62666666666667,322.7133333333333,322.86,331.9,327.52,329.94,328.64,333.31,328.355,333.755,324.1,324.9,326.43,327.92,329.44,327.55,328.15,327.91999999999996,322.78499999999997,318.08000000000004,318.59,319.11,318.25333333333333,315.83,310.25333333333333,310.15,321.31,310.185,308.18,313.605,293.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-02-19 22:14:01+00:00,325.135,326.085,330.43333333333334,330.63,329.345,328.27000000000004,331.04,325.53999999999996,323.8275,323.28,323.73333333333335,322.64,325.59666666666664,324.415,323.21000000000004,323.92333333333335,317.805,322.33666666666664,322.70666666666665,320.38,320.8875,320.23749999999995,321.22,326.2375,325.4925,328.4775,322.8675,329.33000000000004,335.825,332.37,336.11,333.46,340.69,332.85,331.53499999999997,342.73333333333335,329.635,327.57,329.99,326.33500000000004,335.7175,326.0,328.7,329.355,324.19,331.41499999999996,320.05,323.82,326.98,,329.93666666666667,321.1466666666667,323.2133333333333,323.07,329.75,329.7833333333333,326.68,338.39,335.27,325.76,328.84000000000003,328.47,326.23,323.86,321.11999999999995,317.62666666666667,322.7133333333333,322.86,331.9,327.52,329.94,328.64,333.31,328.355,333.755,324.1,324.9,326.43,327.92,329.44,327.55,328.15,327.91999999999996,322.78499999999997,318.08000000000004,318.59,319.11,318.25333333333333,315.83,310.25333333333333,310.15,312.14,305.61,308.18,309.36,293.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
