dates,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0133,satname
1999-08-26 22:07:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.43,324.49,314.59,307.79,316.83,314.98,318.63,314.54,302.18,298.2,306.54,312.52,310.81,296.97,308.4,269.19,307.53,313.85,309.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-10-13 22:07:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.43,324.49,314.59,307.79,316.83,314.98,318.63,314.54,302.18,298.2,306.54,312.52,310.81,296.97,308.4,269.19,307.53,313.85,309.4,,,,,,,,,,,,,,,,,,,,,,,,,,313.69,,,,328.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-05-08 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.72,298.89,313.35,304.41,310.88,295.89,,,,305.71,322.13,323.62,326.49,327.84,,286.58,321.21,310.2,319.47,321.57,321.36,318.3,303.87,303.08,309.7,316.92,306.98,304.79,308.49,307.4,314.98,316.74,316.72,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-07-11 22:05:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.72,298.89,313.35,304.41,310.88,295.89,,,,305.71,322.13,323.62,326.49,327.84,,286.58,321.21,310.2,319.47,321.57,321.36,318.3,303.87,303.08,309.7,316.92,306.98,304.79,308.49,307.4,314.98,316.74,316.72,283.49,299.67,305.68,306.7,301.06,304.02,300.04,301.3,,296.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-07-14 22:03:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.74,318.38,317.42,307.15,314.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-08-15 22:03:02+00:00,,,,,,,,,276.75,278.36,279.87,291.66,294.35,290.83,272.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.49,323.67,313.34,317.555,320.03,319.94,310.63,313.415,310.68,315.92,309.32,279.68,293.88,307.25,304.56,308.37,309.3,307.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-10-02 22:02:28+00:00,,,,,,,,,276.75,278.36,279.87,291.66,294.35,290.83,272.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.55,288.98,309.885,315.17,308.03,310.0833333333333,320.03,319.94,310.63,313.415,310.68,315.92,309.32,279.68,293.88,307.25,304.56,308.37,309.3,307.49,,,,,284.48,297.14,293.34,303.24,301.79,302.69,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-11-03 22:02:34+00:00,,,,,,,,,276.75,278.36,279.87,291.66,294.35,290.83,272.95,,,,,,,,,,,,,,,,,,,,,,,,,,294.96,297.39,278.34,300.1,290.47,,,,,,,267.55,288.98,309.885,315.17,308.03,310.0833333333333,320.03,319.94,310.63,313.415,310.68,315.92,309.32,279.68,293.88,307.25,304.56,308.37,309.3,307.49,,,,,284.48,297.14,293.34,303.24,301.79,302.69,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-03-11 22:03:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.96,297.39,278.34,300.1,290.47,,,,,,,267.55,288.98,310.28,306.67,302.72,295.14,,,,,,,,,,,,,,,304.5,310.91,316.05,307.35,288.76,298.405,281.92499999999995,303.24,301.79,302.69,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-04-12 22:03:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.96,297.39,278.34,300.1,290.47,,,,,,,,,,,,,,,286.05,295.36,288.15,295.8,286.93,268.53,284.9,272.13,288.41,300.59,,,304.5,310.91,316.05,307.35,293.04,299.67,270.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-05-30 22:02:49+00:00,,,,,,,,,,,,,,,,,285.59,288.87,,287.7,,294.36,288.44,289.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.05,295.36,288.15,295.8,286.93,268.53,284.9,272.13,288.41,300.59,,,304.5,310.91,316.05,307.35,293.04,299.67,270.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-05 22:01:55+00:00,,,,,,,,,,,,,,,,,285.59,288.87,,287.7,,294.36,288.44,289.78,,,,,,,,,,,,,,,,,,,,,,279.56,281.04,294.55,291.87,296.22,288.07,290.38,308.77,308.34,314.77,314.45,313.4,306.55,301.75,295.42,295.36,288.15,295.8,288.055,279.25,287.53,285.905,294.67,299.34,293.87,307.06,315.01,310.9,315.17,309.08,294.27,299.56,303.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-11-22 22:02:21+00:00,,,,,,,,,,,,,,,,,285.59,288.87,,287.7,,294.36,288.44,289.78,,,,,,,,,,,,,,,,,,,,,,279.56,281.04,294.55,291.87,296.22,288.07,290.38,308.77,308.34,314.77,314.45,313.4,306.55,301.75,304.79,,,,289.18,289.97,287.505,299.795,299.61,301.395,294.33000000000004,304.81,308.445,308.05499999999995,311.99,306.45,294.27,299.56,303.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-12-24 22:02:33+00:00,,,,,,,,,,294.72,298.23,,,,,,,,,,,,,,,,,,,,306.08,302.16,308.2,290.37,,,,,,,,,,,,279.56,281.04,297.18,297.105,296.95500000000004,295.88,295.88,311.40999999999997,311.07,314.77,314.45,313.4,306.55,301.75,304.79,,,,289.18,289.97,287.505,299.795,299.61,301.395,294.33000000000004,304.81,308.445,308.05499999999995,311.99,306.45,294.27,299.56,303.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-13 21:51:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.34,,,,,,,317.86,,327.46,319.15,324.18,,,,,,321.6,,316.38,,,,,,,,,,,,,,,,,,,,,,L5
2003-09-14 21:51:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.34,,,,,,,317.86,,327.46,319.15,324.18,,,,,,321.295,,315.185,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-30 21:56:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.17,312.44,318.64,,,,,,317.3,316.99,,,,,,,,,,,,,,,,,,,,,,,L5
2004-08-15 21:57:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.17,312.44,318.64,,,,,,321.495,316.99,318.06,,,,,,,,,,,,,,,,,,,,,,L5
2004-10-18 21:58:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.3,315.9,314.18,,,,318.17,318.96000000000004,318.64,,,,,,322.55,317.865,318.06,,,,,,,,,,,,,,,,,,,,,,L5
