dates,satname,nzd0397-0000,nzd0397-0001,nzd0397-0002,nzd0397-0003,nzd0397-0004,nzd0397-0005,nzd0397-0006,nzd0397-0007
1999-09-04 22:00:09.953000,L7,328.13,314.83,315.35,314.61,315.55,326.08,329.45,332.04
1999-09-04 22:00:33.926000,L7,328.52,314.16,313.70,315.10,315.71,325.41,329.44,332.79
1999-10-22 22:00:04.598000,L7,371.79,356.77,353.78,359.82,358.43,361.82,363.52,372.83
1999-10-22 22:00:28.631000,L7,374.35,359.32,355.01,362.43,360.38,363.13,364.12,374.07
1999-12-09 22:00:09.551000,L7,327.10,317.27,309.71,311.17,318.70,324.45,329.95,336.33
1999-12-09 22:00:33.510000,L7,328.03,317.73,310.09,311.97,318.58,324.50,329.09,335.41
2000-01-26 22:00:02.226000,L7,328.59,308.50,297.67,281.25,306.17,298.93,309.68,329.55
2000-01-26 22:00:26.187000,L7,345.71,326.01,317.45,312.94,329.12,341.04,336.50,353.52
2000-02-11 22:00:21.827000,L7,342.35,323.64,312.29,308.35,317.49,321.37,327.38,341.51
2000-02-27 21:59:52.393000,L7,353.20,334.65,327.63,330.80,333.11,350.02,347.65,358.17
2000-02-27 22:00:16.353000,L7,353.59,336.05,327.41,328.39,331.89,349.45,348.45,357.07
2000-03-30 21:59:45.397000,L7,373.50,351.59,343.76,358.63,358.68,367.38,365.78,378.08
2000-03-30 22:00:09.363000,L7,,297.37,302.24,276.20,298.82,315.59,321.60,327.87
2000-04-15 21:59:31.785000,L7,,,,,294.78,315.37,319.62,323.30
2000-04-15 21:59:55.745000,L7,333.09,316.33,310.25,307.62,313.41,329.72,331.18,336.61
2000-05-01 21:59:30.586000,L7,353.13,337.09,330.18,333.11,326.24,352.64,342.59,364.69
2000-05-01 21:59:54.563000,L7,302.07,316.26,301.71,296.71,303.75,326.57,325.76,332.76
2000-06-18 21:59:03.789000,L7,371.45,356.21,361.63,370.68,379.64,374.13,381.16,391.57
2000-06-18 21:59:27.736000,L7,305.01,306.55,307.08,297.61,306.96,325.49,328.51,332.78
2000-08-05 21:58:20.584000,L7,,,,376.85,388.11,365.16,367.10,369.16
2000-08-05 21:58:44.520000,L7,357.27,338.96,366.97,373.13,375.19,356.82,358.31,361.09
2000-09-06 21:57:58.861000,L7,345.74,327.83,323.95,329.98,330.87,347.48,338.97,340.27
2000-09-06 21:58:22.821000,L7,,,,,292.75,315.67,318.22,301.68
2000-10-08 21:58:00.300000,L7,355.01,337.19,338.41,352.74,351.80,359.51,360.32,366.83
2000-11-25 21:57:34.931000,L7,372.03,359.21,362.48,366.69,366.66,372.97,374.20,387.16
2000-11-25 21:57:58.896000,L7,357.55,350.30,351.06,355.74,356.14,362.98,365.61,371.75
2000-12-11 21:57:36.803000,L7,336.95,319.12,317.72,261.47,320.70,320.30,327.77,336.63
2000-12-11 21:58:00.763000,L7,297.82,318.45,278.02,311.11,320.10,320.10,326.82,335.88
2001-02-13 21:57:39.607000,L7,371.38,335.77,344.96,350.39,355.86,360.59,360.59,364.85
2001-02-13 21:58:03.568000,L7,334.63,290.40,303.71,294.10,304.78,,,
