dates,nzd0072-0000,nzd0072-0001,nzd0072-0002,nzd0072-0003,satname
1999-09-27 22:04:48+00:00,294.37,290.23,325.56,352.43,L7
1999-11-14 22:04:42+00:00,287.28999999999996,279.96500000000003,315.58000000000004,337.65999999999997,L7
2000-08-12 22:02:54+00:00,285.46,292.36,304.99,322.36,L7
2000-09-13 22:02:26+00:00,283.29999999999995,275.53499999999997,304.99,322.36,L7
2000-10-15 22:01:56+00:00,284.9733333333333,277.95,314.26,335.34000000000003,L7
2001-06-12 22:01:24+00:00,,,,310.07,L7
2001-08-15 22:00:38+00:00,280.62,271.7,317.78,325.90999999999997,L7
2001-11-03 22:00:10+00:00,290.135,271.7,317.78,325.90999999999997,L7
2002-01-22 22:00:40+00:00,289.3566666666666,280.53499999999997,317.75,343.805,L7
2002-02-23 22:00:43+00:00,288.7133333333333,275.985,311.29,331.63,L7
2002-04-28 22:00:38+00:00,288.7133333333333,275.985,296.74333333333334,320.06666666666666,L7
2002-06-15 22:00:19+00:00,279.33,280.62333333333333,302.8175,326.40250000000003,L7
2002-07-01 22:00:15+00:00,279.33,280.62333333333333,300.91999999999996,326.11800000000005,L7
2002-07-17 22:00:08+00:00,279.33,280.62333333333333,300.91999999999996,322.96666666666664,L7
2004-07-30 21:54:28+00:00,,,,323.12,L5
2005-03-11 21:58:44+00:00,271.12,260.35,,,L5
2006-05-17 22:03:57+00:00,,,,319.67,L5
2013-05-20 22:13:50+00:00,,,297.96,312.58,L8
2013-11-28 22:13:25+00:00,289.01,284.15,311.42,333.96,L8
2013-12-14 22:13:21+00:00,289.01,277.33,304.15999999999997,328.5,L8
2014-08-11 22:11:51+00:00,,,301.5,320.89,L8
2015-01-02 22:11:27+00:00,,274.93,300.425,320.64,L8
2015-07-29 22:11:01+00:00,,269.38,307.99,328.13,L8
2015-12-20 22:11:57+00:00,284.84,270.21500000000003,304.15999999999997,327.47,L8
2016-05-12 22:11:20+00:00,284.84,271.05,301.38,318.425,L8
2016-11-04 22:12:09+00:00,,,302.43,317.345,L8
2016-11-20 22:11:45+00:00,296.0,308.76,331.98,336.24,L8
2018-01-10 22:11:30+00:00,,327.36,355.48,365.41,L8
2018-09-07 22:11:24+00:00,,,304.99,314.42,L8
2019-06-06 22:11:11+00:00,,,320.64,332.49,L8
2019-06-22 22:11:40+00:00,,,318.805,331.53,L8
2020-02-01 22:11:53+00:00,296.63,305.23,339.72,342.95,L8
2020-04-21 22:10:57+00:00,296.63,305.23,324.765,334.03,L8
2021-04-24 22:11:25+00:00,,,,306.71,L8
2021-10-01 22:12:10+00:00,,,307.96,316.375,L8
2021-11-18 22:11:44+00:00,290.21,294.33,318.405,334.025,L8
2023-03-13 22:11:23+00:00,264.72,,,,L8
2023-07-11 22:11:24+00:00,264.72,,,320.04,L9
2023-07-27 22:11:03+00:00,264.72,,310.13,317.175,L9
2023-08-28 22:11:20+00:00,264.72,,309.925,318.65000000000003,L9
2023-11-24 22:11:40+00:00,295.83,305.93,317.8833333333334,326.02750000000003,L8
2024-02-04 22:11:43+00:00,294.11,302.87,321.85333333333335,335.83,L9
2024-05-10 22:11:24+00:00,294.11,302.87,321.51666666666665,333.34666666666664,L9
2024-05-26 22:11:12+00:00,287.14,289.56,320.4266666666667,327.1233333333333,L9
2024-12-28 22:11:50+00:00,297.54,312.34,342.88,356.36,L8
2025-04-11 22:11:17+00:00,281.485,312.34,342.88,356.36,L9
2025-09-26 22:11:39+00:00,273.025,,320.39,329.42,L8
2025-10-04 22:12:06+00:00,283.33666666666664,329.09,333.71,341.96500000000003,L9
2025-11-13 22:12:04+00:00,290.5833333333333,312.505,331.1133333333333,339.45666666666665,L8
