dates,satname,nzd0072-0000,nzd0072-0001,nzd0072-0002,nzd0072-0003
2023-03-21 22:11:55.188000,L9,313.83,305.98,356.97,406.72
2023-05-24 22:11:17.213000,L9,277.50,274.81,311.45,321.71
2023-07-11 22:11:00.406000,L9,,281.18,318.03,327.30
2023-07-11 22:11:24.365000,L9,,,,320.04
2023-07-27 22:11:03.005000,L9,,,310.13,314.31
2023-07-27 22:11:26.959000,L9,,,310.37,317.98
2023-08-28 22:11:20.303000,L9,,,309.72,321.60
2023-08-28 22:11:44.258000,L9,281.05,276.19,316.14,327.76
2023-09-29 22:11:26.883000,L9,309.72,336.30,355.47,366.81
2023-10-15 22:12:03.081000,L9,,,,321.16
2023-11-24 22:11:40.049000,L8,295.83,305.93,333.80,348.16
2023-11-24 22:12:03.999000,L8,297.41,307.55,335.77,349.84
2023-12-18 22:11:45.147000,L9,296.06,325.46,,
2024-02-04 22:11:43.788000,L9,292.39,299.81,322.04,337.73
2024-02-04 22:12:07.739000,L9,296.17,309.24,332.00,344.95
2024-03-07 22:12:00.069000,L9,296.20,307.12,327.53,338.16
2024-05-02 22:11:08.519000,L8,281.20,,,
2024-05-10 22:11:24.784000,L9,,,308.71,314.15
2024-05-26 22:11:12.218000,L9,281.89,279.31,330.53,329.49
2024-06-27 22:10:29.087000,L9,,,,293.75
2024-08-06 22:11:21.454000,L8,,,313.57,316.39
2024-12-28 22:11:26.745000,L8,300.18,318.35,347.12,361.51
2024-12-28 22:11:50.695000,L8,297.54,312.34,342.88,356.36
2025-01-05 22:11:55.058000,L9,297.34,350.09,,
2025-02-06 22:11:55.429000,L9,383.93,383.90,376.34,383.24
2025-03-10 22:11:52.276000,L9,275.82,,,
2025-04-11 22:11:17.724000,L9,265.43,,,
2025-05-05 22:11:12.639000,L8,333.69,336.84,357.36,367.67
2025-06-22 22:11:07.771000,L8,305.69,355.26,358.72,365.34
2025-09-18 22:12:01.813000,L9,299.13,316.94,343.71,350.71
2025-09-26 22:11:39.143000,L8,280.62,,320.39,329.42
2025-10-04 22:12:06.102000,L9,303.96,329.09,347.03,354.51
2025-11-13 22:11:40.635000,L8,299.22,319.86,343.30,351.20
2025-11-13 22:12:04.594000,L8,287.17,295.92,325.92,334.44
