dates,satname,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0134,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0014,nzd0271-0015,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0030,nzd0271-0031,nzd0271-0149,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0162,nzd0271-0045,nzd0271-0117,nzd0271-0118,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0163,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0115,nzd0271-0116,nzd0271-0125,nzd0271-0126,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0110,nzd0271-0119,nzd0271-0103,nzd0271-0104,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0109,nzd0271-0101,nzd0271-0102,nzd0271-0098,nzd0271-0100,nzd0271-0099,nzd0271-0105
2007-02-08 21:49:02.527000,L5,275.67,265.12,255.54,253.17,248.74,247.34,240.42,230.74,228.13,220.90,217.79,213.53,208.45,211.25,302.72,304.64,306.68,295.92,292.89,284.75,281.01,280.60,,,271.30,302.56,305.25,316.59,318.44,351.89,333.28,333.03,340.49,339.94,325.49,324.34,335.70,346.29,362.60,,,,,385.05,400.34,,,,,,,334.57,418.01,422.01,404.92,393.54,224.37,241.61,281.24,288.27,297.83,280.87,277.35,,277.46,285.42,297.99,306.62,313.63,324.70,327.01,333.29,327.93,328.04,329.79,326.01,322.30,,320.01,,,,,,,,251.23,262.76,274.97,320.35,321.94,326.20,,,,,,,,,,,,,,140.11,118.32,120.64,140.54,,,,,,,,187.69,,,,,,,,68.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,,,,,,
2011-01-02 21:43:59.020000,L5,276.40,270.58,267.78,257.59,260.04,252.55,241.52,236.01,234.13,217.28,228.16,200.53,211.52,217.84,310.35,313.14,311.86,300.53,295.22,290.57,289.83,297.77,,,279.32,303.19,303.55,326.10,322.51,335.54,323.61,317.08,328.95,335.43,318.33,320.25,325.74,344.83,360.09,390.04,,,431.22,377.27,397.90,382.45,455.44,,,,,331.58,387.60,407.55,386.55,384.13,233.30,242.21,283.50,293.22,301.65,291.38,294.26,389.56,293.54,302.76,309.70,317.43,322.06,336.15,325.41,338.21,328.80,330.77,323.55,326.18,330.73,,330.90,282.51,298.41,322.35,398.25,398.26,426.42,,258.76,266.11,279.75,326.44,334.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-29 21:55:51.104000,L8,262.91,249.81,242.71,234.76,235.17,230.16,227.35,218.81,213.89,204.96,198.55,195.56,192.63,191.97,287.39,287.45,290.09,280.91,273.68,269.68,267.07,263.69,312.39,301.96,312.12,320.89,326.77,339.47,340.93,359.59,349.65,339.83,349.39,344.62,333.88,345.35,352.23,356.41,383.43,396.69,,,,,,,,,,,,347.68,,,,,202.88,214.67,259.33,269.06,277.82,267.78,266.38,,267.36,268.34,277.37,285.38,296.72,301.22,293.07,304.33,301.95,305.09,295.69,299.73,300.75,,305.79,,,,,,,,228.43,240.27,250.59,298.73,298.88,308.17,308.40,316.72,321.12,330.66,,,,,,,,,,183.59,203.16,271.31,,,,,,,,,,,,,337.26,339.48,336.31,332.08,,,279.80,215.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.52,324.79,,,,
2013-05-31 21:56:07.688000,L8,268.13,251.65,243.60,240.51,237.74,240.42,233.49,222.06,218.17,207.71,202.58,196.57,198.77,194.13,285.89,281.30,289.58,278.57,269.01,266.24,265.91,262.57,296.47,283.17,297.47,311.87,313.18,322.60,323.05,348.25,346.03,332.41,345.60,345.58,332.01,336.90,345.80,351.70,380.28,,,,,,,,,,,,,336.99,,,,,205.71,218.20,260.92,267.43,276.41,263.17,259.70,,265.28,263.00,275.08,279.82,291.03,290.41,293.07,302.50,296.06,299.24,291.57,295.07,297.28,,299.38,,,,,,,,233.80,241.19,253.47,293.76,295.40,305.47,304.35,306.49,319.16,326.45,,,,,,,,,,103.12,183.67,181.06,176.67,,,,,,,,,,,,332.65,334.79,334.84,329.17,72.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,,,,,
2013-07-18 21:56:02.364000,L8,271.99,255.30,252.28,243.81,240.36,240.77,237.87,225.94,219.14,209.69,202.86,199.04,197.86,198.04,292.98,286.69,300.10,288.68,281.46,277.43,277.77,276.34,,270.13,290.99,306.77,303.74,313.58,314.31,339.22,323.69,323.02,336.70,341.87,324.75,325.84,335.34,341.44,368.06,395.45,,,443.51,401.55,417.10,,,,,,,322.75,404.06,419.92,403.78,393.25,209.19,223.92,267.54,273.79,284.91,272.06,272.53,391.09,278.10,276.03,285.99,290.87,304.12,312.09,312.31,320.49,307.09,315.08,299.13,305.15,310.61,,308.92,,,,,,,,236.57,248.25,261.64,302.05,304.36,317.87,312.99,317.90,326.89,337.64,,,,,,,,,,37.74,,,,,,,,,,,,,,,340.15,342.46,342.21,337.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19 21:56:06.167000,L8,287.44,273.62,267.72,260.81,255.90,252.58,251.16,243.86,238.61,233.75,231.45,230.40,226.63,223.30,298.54,293.09,299.62,290.75,298.21,302.76,297.46,292.53,,,,285.99,288.46,292.78,302.36,318.37,312.09,313.22,331.74,288.29,,,,,,,,,,,,,,,,,,310.91,,,,,259.91,238.49,275.33,284.43,288.80,291.87,288.32,,313.24,,,,333.17,326.74,333.88,334.46,332.67,338.16,321.94,325.65,338.59,,335.17,,,,,,,,247.82,255.46,267.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:55:57.648000,L8,272.53,259.83,263.17,243.47,261.81,250.73,243.68,231.00,223.21,214.07,207.04,205.49,202.07,198.89,291.29,292.50,296.95,285.67,278.21,273.31,269.40,269.67,302.22,305.07,310.49,320.45,328.22,335.89,337.92,353.76,339.54,335.76,341.06,342.76,330.38,332.66,347.32,356.49,365.70,414.81,,,,,,,,,,,,343.73,,,,,243.11,224.14,268.28,273.91,282.56,271.46,269.62,,272.23,272.33,283.95,290.07,299.26,300.34,301.31,309.20,305.72,309.26,301.35,303.72,307.36,,309.49,,,,,,,,269.63,248.70,264.17,304.61,305.47,312.91,312.65,319.41,326.67,332.65,,,,,,,,,,150.73,215.12,177.29,178.81,,,,,,,,,,,,338.78,341.60,337.93,333.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10 21:55:19.190000,L8,268.58,255.87,253.61,239.37,241.29,238.90,240.70,242.27,218.17,204.77,201.52,196.89,184.66,190.50,287.53,290.72,294.71,282.34,277.26,270.68,267.55,267.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.16,216.02,261.47,270.87,278.23,268.36,268.43,,270.55,270.27,281.09,287.00,298.98,298.28,298.15,307.23,302.91,305.40,297.98,301.09,305.78,,307.90,,,,,401.63,408.98,411.30,227.58,242.22,254.19,301.45,301.93,310.72,309.87,315.05,324.14,330.32,,,,,,,,,,177.85,244.74,264.13,187.47,,,,,,,,,,,,336.70,340.33,336.19,333.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11 21:54:56.823000,L8,295.73,259.81,256.14,241.84,240.01,241.19,247.01,246.70,243.98,205.55,205.04,238.46,234.39,238.73,288.66,291.78,292.09,283.49,276.98,270.12,267.81,268.45,,,279.41,291.91,293.33,306.67,305.29,327.93,318.22,319.82,333.33,335.35,326.92,323.29,330.68,337.30,359.72,393.94,,,437.46,388.81,401.84,,,,,,,314.98,395.52,417.43,391.16,382.50,245.74,,261.64,272.96,277.85,269.65,269.95,382.64,271.05,272.46,282.26,289.37,301.07,289.45,297.80,310.73,304.15,308.20,301.09,304.61,306.60,,310.48,,,,,,,,240.08,257.79,274.28,303.46,304.34,313.15,313.16,318.26,326.38,331.80,,,,,,,,,,,,,,,,,,,,,,,,,338.93,341.71,338.00,336.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27 21:54:44.238000,L8,265.31,253.69,246.26,237.09,260.63,260.77,249.63,249.61,240.32,206.54,202.45,199.80,246.94,246.76,328.33,294.52,293.60,284.06,281.61,273.03,268.54,269.59,,,282.02,291.18,294.73,306.31,305.49,328.53,317.43,320.04,334.65,337.49,325.09,323.99,329.81,337.20,359.45,385.42,395.10,433.25,434.44,389.85,402.12,,,,,,,314.49,396.99,413.73,387.92,383.41,221.33,247.20,305.02,306.08,314.15,270.55,268.74,385.67,271.43,272.93,281.16,291.61,302.65,308.08,296.85,313.27,309.93,310.60,305.59,307.35,310.27,,313.03,,,,,,,,235.63,247.54,271.50,306.30,306.75,315.64,316.39,321.80,329.17,335.77,,,,,,,,,,,,,,,,,,,,,,,,,342.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-02 21:53:46.331000,L8,272.80,254.20,244.61,234.68,237.01,238.83,233.06,212.93,202.26,196.50,195.74,190.45,186.86,185.04,284.87,285.61,288.60,273.90,272.46,269.90,263.82,272.48,307.65,297.90,304.30,317.58,322.15,332.29,332.91,350.47,339.56,334.08,338.72,338.56,333.07,334.55,346.56,353.12,366.78,386.42,394.95,437.71,435.85,392.61,405.18,,,,,,,342.40,408.57,416.10,402.98,396.19,196.80,210.44,251.89,259.67,270.45,267.55,266.77,398.72,271.33,266.85,276.59,279.69,294.88,288.83,295.85,311.65,300.72,304.99,300.25,299.62,301.67,,306.40,,,,,,,,223.55,233.79,237.86,298.69,300.35,307.14,302.29,308.99,318.67,326.45,,,,,,,,,,,,,,,,,,,,,,,,,335.38,338.40,336.69,333.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-18 21:53:35.635000,L8,274.40,259.67,252.26,243.19,242.22,242.88,241.92,232.14,218.42,210.73,203.85,199.57,204.41,197.58,292.25,288.32,295.85,285.21,281.74,273.58,272.58,273.59,309.77,310.13,311.41,323.05,332.40,341.04,343.34,357.39,347.34,340.25,343.03,342.84,337.01,339.74,354.73,360.97,369.20,395.94,,,440.15,399.17,413.43,,,,,,,349.86,413.98,426.43,408.71,400.84,212.92,221.70,265.64,277.02,281.74,271.10,271.17,406.48,275.85,272.94,286.52,289.34,301.47,289.13,294.26,312.80,305.03,308.25,301.46,306.48,307.64,,313.11,,,,,,,,236.72,247.07,255.90,301.11,303.00,316.44,310.95,317.68,328.55,331.70,,,,,,,,,,38.29,,,,,,,,,,,,,,,340.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19 21:53:47.342000,L8,270.79,254.44,251.74,240.80,241.64,244.85,241.93,223.68,222.46,206.25,200.99,195.12,192.03,192.34,289.15,285.41,292.35,281.72,276.23,267.81,266.07,268.22,,278.02,296.04,308.79,311.21,320.52,319.33,350.74,339.55,328.73,341.75,344.30,334.88,328.84,343.91,352.62,365.50,398.07,,,440.35,389.93,406.04,,,,,,,339.42,409.35,416.35,398.18,389.31,204.99,217.07,259.74,273.43,279.09,267.62,266.75,399.91,270.70,271.20,279.52,288.55,298.18,288.21,292.59,309.52,302.88,306.12,301.12,302.62,305.29,,310.27,,,,,,,,231.97,240.21,250.00,299.87,302.02,311.55,310.21,314.68,322.85,331.53,,,,,,,,,,,,,,,,,,,,,,,,,339.46,341.22,339.37,336.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-05 21:53:53.692000,L8,290.28,280.32,271.74,263.95,261.04,256.40,253.01,249.39,241.60,237.39,226.05,222.69,219.02,220.66,320.61,335.13,330.30,329.62,322.83,316.57,313.35,314.25,,,282.44,302.02,301.64,304.45,310.06,332.85,325.26,322.22,332.69,336.73,325.54,323.11,332.00,342.42,351.30,360.18,374.02,364.00,404.07,354.43,341.30,360.25,378.57,379.98,373.21,376.92,392.62,321.74,400.10,398.57,376.07,362.91,226.55,244.47,290.12,301.91,302.46,315.42,312.72,389.28,309.00,311.74,,,,,,,,,,,,,,,,,409.47,416.45,397.85,,264.05,282.41,290.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21 21:53:57.022000,L8,273.79,262.46,254.39,247.94,243.25,242.43,239.97,230.75,220.11,213.07,205.67,204.38,205.41,202.44,283.23,276.04,283.05,285.00,283.25,220.03,224.75,219.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.84,220.82,280.08,270.37,272.69,216.62,227.81,,272.16,279.32,292.58,300.03,306.41,303.90,316.04,328.52,320.98,319.31,317.64,313.98,319.21,,321.37,,,,,,,,210.90,229.09,245.25,310.79,314.61,321.52,318.85,328.52,333.99,342.35,,,,,,,,,,,,,,,,,,,,,,,,,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06 21:54:05.764000,L8,277.82,259.52,255.56,246.31,242.96,243.40,241.39,233.07,223.66,213.88,212.60,207.44,210.55,204.14,298.50,297.24,303.69,289.69,286.17,280.11,278.99,279.46,,275.85,286.63,303.21,301.61,309.10,310.76,330.10,321.91,322.84,335.71,343.84,326.98,327.25,335.07,341.48,367.07,389.77,,,438.83,397.79,412.75,,,,,,,319.64,398.99,415.55,404.89,392.95,218.65,227.67,270.28,279.28,290.02,278.97,275.00,385.98,278.18,279.17,294.18,299.94,307.13,308.86,308.89,325.75,315.68,316.15,309.04,310.57,315.74,,320.02,,,,,,,,240.45,248.38,263.72,307.79,312.14,320.78,318.44,325.45,330.55,340.65,,,,,,,,,,,,,,,,,,,,,,,,,344.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07 21:54:12.743000,L8,273.55,260.41,259.07,249.91,249.51,241.50,239.75,229.50,216.43,208.41,204.15,202.10,201.99,195.38,291.02,296.67,299.40,287.26,279.84,274.34,272.26,277.66,,275.41,283.60,300.50,302.74,312.36,312.38,330.90,319.07,322.22,334.11,342.25,326.62,326.05,332.20,341.78,359.05,389.57,,,435.64,398.08,412.82,,,,,,,320.87,399.66,415.16,401.78,390.22,209.97,225.48,265.56,277.06,289.57,276.01,273.59,386.31,274.40,278.02,290.53,297.14,303.73,300.46,303.73,318.12,314.33,315.33,310.60,310.45,314.27,,323.95,,,,,,,,255.51,249.18,261.27,312.17,313.61,320.47,319.96,327.05,334.65,341.50,,,,,,,,,,,,,,,,,,,,,,,,,345.12,,,,,,282.43,228.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.48,,,,
2014-09-23 21:54:09.418000,L8,268.49,258.65,255.95,249.90,249.97,242.40,238.36,227.42,214.63,206.13,202.34,203.27,202.00,199.76,297.32,297.11,299.56,285.16,280.48,274.39,274.96,272.63,298.22,286.59,298.74,310.56,317.09,326.48,325.85,356.34,339.79,340.77,344.69,346.66,336.51,337.18,349.46,360.84,374.62,,,,,,,,,,,,,340.88,,,,,216.14,227.49,272.09,278.27,289.88,274.71,273.65,,278.25,277.52,288.73,295.94,301.05,292.68,302.30,315.63,311.25,311.08,310.47,306.89,312.15,,318.37,,,,,,,,237.43,247.45,261.93,308.80,311.36,315.88,317.82,326.21,332.18,338.39,,,,,,,,,,36.89,,,,,,,,,,,,,,,343.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25 21:54:16.772000,L8,292.67,276.87,275.84,264.54,261.84,263.53,254.96,238.41,232.22,227.01,232.03,229.36,220.53,220.88,332.63,338.93,319.01,303.83,296.80,293.94,290.09,290.63,297.37,295.06,303.00,311.82,320.93,332.71,331.10,354.50,336.61,337.89,341.67,341.17,329.88,334.13,345.50,354.73,365.25,414.96,,,434.90,400.09,411.73,,,,,,,339.77,405.98,415.38,409.13,388.40,239.18,259.88,301.11,309.79,324.71,287.49,313.59,397.31,314.67,,,,,343.78,286.69,315.98,314.64,313.85,312.48,309.45,313.95,,319.04,,,,,,,,,285.09,292.09,311.94,316.22,334.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10 21:54:18.528000,L8,272.30,259.24,260.84,239.78,260.17,259.10,246.33,230.46,229.80,208.96,204.00,204.82,195.85,194.86,296.42,300.02,300.08,288.80,281.95,277.94,275.92,277.41,303.94,297.60,307.50,313.71,325.64,332.26,335.32,352.89,340.91,337.02,341.95,341.09,326.19,334.64,348.63,357.01,369.78,409.87,,,434.41,405.56,414.06,,,,,,,341.25,408.88,417.73,414.79,399.93,234.46,223.45,269.05,276.62,287.28,276.92,275.42,400.19,307.88,302.86,288.60,298.97,306.88,315.33,280.57,315.91,316.48,314.74,312.90,312.49,314.18,,318.01,,,,,,,,237.68,248.40,262.78,313.20,316.88,320.90,324.03,329.94,335.07,341.99,,,,,,,,,,44.85,103.19,,,,,,,,,,,,,,348.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-28 21:54:07.841000,L8,273.28,258.31,254.20,242.80,243.87,239.98,236.29,225.12,219.76,209.67,205.43,203.75,200.20,195.76,294.49,298.54,298.71,287.15,281.96,276.43,270.79,272.03,,272.27,282.17,295.64,303.14,313.10,312.29,337.48,332.16,328.79,339.95,341.25,324.82,326.93,342.23,347.45,365.24,412.54,,,433.49,396.33,407.33,,,,,,,325.00,404.77,412.81,406.82,389.89,209.99,221.78,266.72,275.08,286.40,273.87,272.72,395.06,278.43,276.92,287.73,295.85,303.22,319.50,281.11,319.88,314.30,312.76,313.27,313.18,313.70,,314.82,,,,,,,,236.88,247.05,261.81,310.55,310.53,317.97,320.28,324.42,330.53,338.41,,,,,,,,,,,,,,,,,,,,,,,,,346.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03 21:53:26.876000,L8,266.48,253.76,246.55,240.55,238.92,236.12,235.25,230.69,214.15,203.18,194.48,198.12,192.92,193.85,290.24,293.19,294.57,284.27,278.54,274.87,269.45,268.54,394.75,277.78,294.53,303.61,310.19,318.44,318.08,346.02,336.45,328.66,343.23,344.92,331.82,327.87,343.66,348.03,368.66,,,,,,,,,,,,,334.35,,,,,204.36,218.14,263.95,272.27,282.37,271.29,270.61,,273.48,273.70,284.88,293.90,300.50,319.87,278.03,316.04,306.02,308.10,311.78,308.20,308.42,,312.37,,,,,,,,231.80,242.46,256.33,303.02,302.61,313.29,313.08,317.55,324.40,333.18,301.65,291.56,293.82,304.14,306.56,313.74,322.58,,,109.97,202.47,268.74,,,,,,,,,,,,400.27,340.96,343.27,337.56,336.44,74.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.61,,,,,,,
2015-04-19 21:53:26.711000,L8,269.79,255.91,254.30,245.65,239.48,238.69,237.39,225.92,219.47,204.28,197.53,245.13,242.35,247.41,300.92,295.98,307.66,287.42,281.95,278.88,284.03,283.03,293.23,291.01,298.36,309.10,313.75,323.83,324.39,351.85,338.00,335.46,343.71,344.00,336.85,334.58,345.86,350.70,366.85,,,,,,,,,,,,,338.88,,,,,209.37,222.04,272.24,275.31,291.55,280.03,275.73,,291.86,280.44,300.22,321.94,319.12,332.71,333.27,329.52,313.80,350.42,,,,,,272.78,288.11,306.12,,,,,236.51,249.49,266.11,,,,,,,,302.03,294.52,294.00,306.11,307.88,316.67,325.44,,,,,,,,,,,,,,,,,,,,,,,296.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05 21:53:12.716000,L8,271.41,253.39,247.94,233.52,237.63,236.05,237.64,219.83,213.73,204.03,195.70,197.76,222.53,194.04,294.86,295.18,295.27,285.38,280.91,273.94,272.86,274.93,394.19,278.70,298.25,307.98,310.74,322.09,322.68,347.41,335.50,330.12,339.83,342.35,333.81,327.51,344.15,349.50,364.76,,,,,,,,,,,,,336.67,,,,,206.85,219.90,265.86,273.90,284.30,273.28,272.62,,277.08,277.10,287.25,293.91,302.34,344.28,346.34,343.12,312.00,312.08,320.00,314.90,312.32,,315.75,,,,,,,,237.55,247.01,257.83,306.09,306.20,318.64,315.39,321.83,330.51,337.80,305.54,298.89,297.52,310.05,310.84,320.30,330.27,,,140.03,230.16,,,,,,,,,,,,,400.85,344.85,,,,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-06 21:53:16.624000,L8,282.62,262.02,251.14,242.61,251.39,243.33,227.36,220.88,211.50,208.74,204.87,203.12,200.62,204.36,308.38,313.20,307.42,294.66,293.01,289.22,291.86,293.28,300.23,295.81,303.02,313.06,319.24,327.97,326.70,346.78,337.17,330.42,339.47,335.87,325.79,332.05,346.50,350.44,365.76,370.88,388.99,408.00,426.95,387.86,402.70,385.55,403.06,402.82,381.91,405.02,404.70,337.46,408.63,410.03,403.48,393.95,213.54,228.70,279.02,293.16,304.01,288.81,286.36,402.09,298.93,292.23,288.46,295.57,310.98,319.95,333.44,348.44,337.89,336.80,320.85,324.62,323.24,344.52,319.92,,,392.38,378.86,427.32,405.79,,240.00,263.58,275.79,321.56,321.19,326.63,332.95,345.85,,,,,,,,,,,,,,,,293.53,,,,,,,,,,,,,,,,395.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25 21:53:51.592000,L8,270.88,263.78,259.46,252.12,246.06,242.34,233.06,217.83,213.89,208.77,207.17,205.89,207.66,199.79,305.75,305.94,303.93,290.67,291.51,287.34,283.34,282.54,,272.97,282.49,299.79,296.93,312.86,310.80,325.86,316.39,321.73,334.42,345.24,338.71,321.27,331.22,337.10,362.38,359.58,,,,,,,,,,,,313.94,,,,,214.30,230.21,284.59,287.45,293.44,284.27,287.54,,295.30,296.55,303.33,310.43,320.86,332.43,337.67,339.44,330.62,334.28,332.48,330.82,334.81,,330.70,258.18,277.95,293.01,,,,,250.25,263.55,275.59,325.31,329.46,,,,,,,,,,,,,,,51.18,,,,,,,,,,,,,,,,,,,12.04,293.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12 21:54:05.008000,L8,,,,,,,,,,,,,,,290.10,292.32,293.37,282.60,279.66,273.72,266.27,267.42,295.04,282.92,297.14,309.65,312.33,325.72,326.05,349.32,335.59,338.59,343.79,345.17,325.13,331.24,346.17,349.53,369.64,,,,,,,,,,,,,337.84,,,,,,233.98,266.46,274.29,282.57,268.68,266.12,,269.35,267.93,280.55,285.36,293.34,311.74,279.10,309.26,305.47,309.47,310.74,303.24,306.11,,304.82,259.30,281.67,292.38,,,,,228.95,236.18,252.89,301.56,301.26,310.57,311.46,317.62,325.00,337.97,299.85,296.16,292.14,302.74,309.27,317.79,327.16,,,27.93,196.04,223.13,157.10,,,,,,,,,214.71,,,340.91,,,,51.98,285.07,,,,,,,,,,,,,,,,,359.21,345.34,249.02,338.11,,,,,,312.70,313.72,307.37,,,,,,,
2015-10-28 21:54:10.619000,L8,276.23,282.14,281.75,265.89,262.38,259.22,250.15,243.77,241.21,229.43,226.20,225.27,221.22,217.94,314.85,293.73,293.47,284.59,280.72,307.00,269.24,268.09,303.67,298.04,307.20,316.43,324.14,333.25,336.56,353.87,339.17,339.11,346.37,343.16,323.86,335.40,350.21,356.07,369.18,,,,,,,,,,,,,341.73,,,,,229.52,240.12,301.04,311.74,309.65,269.22,269.39,,271.52,270.80,282.71,286.25,295.46,317.86,280.60,316.04,308.71,314.89,345.92,308.99,309.39,,309.41,,,,,,,,,,292.48,305.24,304.87,315.50,336.19,337.77,328.08,337.40,304.33,298.16,302.96,311.50,315.69,321.79,334.70,,,,,,,,,,,,,,,,,,339.97,341.75,338.79,334.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.27,,,,,,,
2015-11-13 21:54:10.716000,L8,,,,,259.71,251.63,245.61,213.82,226.47,,,,215.65,213.96,289.41,287.88,292.86,283.98,299.75,271.56,262.59,262.25,305.36,298.46,312.38,318.63,326.36,335.09,337.94,358.06,344.07,342.15,347.07,344.56,324.84,335.51,,,,,,,,,,,,,,,,344.41,,,,,217.36,213.89,261.39,271.26,295.51,265.33,264.86,,267.38,267.16,276.12,282.52,289.14,312.47,278.47,312.11,303.70,308.78,303.10,302.93,304.43,,302.48,,,,,,,,238.89,239.06,287.61,298.14,298.61,307.90,310.63,313.27,321.91,330.65,302.85,294.06,306.16,310.77,313.29,317.17,331.79,,,110.90,197.85,286.74,,,,,,,,,,,,,336.71,335.69,332.12,330.50,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.00,,,,,,,
2015-11-29 21:54:13.512000,L8,,,,,,,,,,,,,,,280.16,285.07,287.71,276.14,272.78,273.11,262.92,242.34,317.46,320.89,322.45,331.64,335.25,341.36,346.25,363.01,353.64,345.03,351.52,350.60,337.29,345.51,360.50,374.31,,,,,,,,,,,,,,351.16,,,,,,208.33,254.99,,,258.95,287.41,,315.32,255.01,288.54,253.84,330.43,309.67,274.39,298.53,326.79,293.33,,,305.77,,304.21,,,,,,,,225.73,242.01,256.26,266.72,270.69,310.67,300.91,,,,,,,,,,,,,101.57,204.04,222.47,167.06,,,,,,,,,,,289.61,,331.81,316.64,291.29,62.94,,279.31,225.44,322.74,319.87,318.02,325.09,325.51,324.15,322.67,325.45,331.35,338.00,347.39,,,,,,,,,,,,,,,,3.75,299.44,288.87,,307.99,,
