dates,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0134,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0014,nzd0271-0015,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0030,nzd0271-0031,nzd0271-0149,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0162,nzd0271-0045,nzd0271-0117,nzd0271-0118,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0163,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0115,nzd0271-0116,nzd0271-0125,nzd0271-0126,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0110,nzd0271-0119,nzd0271-0103,nzd0271-0104,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0109,nzd0271-0101,nzd0271-0102,nzd0271-0098,nzd0271-0100,nzd0271-0099,nzd0271-0105,satname
2015-10-28 21:54:10+00:00,276.7533333333334,265.84999999999997,260.27666666666664,247.34,250.46666666666667,246.20000000000002,238.38333333333333,228.16,222.14666666666668,214.0666666666667,208.92333333333332,208.71666666666667,210.92000000000002,194.04,294.86,294.45500000000004,294.37,288.21,280.81500000000005,273.94,271.05,271.51,301.95000000000005,290.84999999999997,302.8233333333333,312.49,318.04,327.77,328.6466666666667,,,,,,,327.51,,,,370.88,,,,,,,,,,,,336.67,,,,,206.85,219.9,265.86,273.9,284.3,271.25,271.005,402.09,274.29999999999995,273.95000000000005,284.98,290.08000000000004,295.46,,280.6,,310.355,312.08,,,,,,,,,378.86,,,,,247.01,257.83,306.09,,,,,,,,,,,,,,,,140.03,230.16,,,,,,,,,,,,,,,,,,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-11-13 21:54:10+00:00,279.425,272.08,266.44499999999994,254.25,257.82666666666665,251.39333333333335,241.04,226.15666666666667,226.39333333333335,219.08500000000004,215.53499999999997,214.195,212.49666666666667,213.96,289.41,290.805,293.165,287.74333333333334,280.72,271.56,265.91499999999996,265.16999999999996,303.08666666666664,297.43666666666667,307.5333333333333,316.03999999999996,323.24666666666667,332.10333333333335,333.7333333333333,,,,,,,,,,,370.88,,,,,,,,,,,,,,,,,,213.89,261.39,271.26,295.51,267.275,267.125,402.09,269.45,268.98,279.41499999999996,284.385,292.29999999999995,,279.535,312.11,306.205,308.78,303.1,302.93,,,302.48,,,,378.86,,,,,239.06,,298.14,298.61,,,313.27,,,,,,,,,,,,110.9,197.85,286.74,,,,,,,,,,,,,,,,,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-12-15 21:54:12+00:00,264.725,269.095,270.31,252.365,254.5233333333333,252.92666666666665,243.99,224.24333333333334,233.84000000000003,229.43,226.2,225.27,209.7266666666667,203.085,289.94000000000005,290.86333333333334,292.92,283.2366666666666,279.83000000000004,272.32,265.9066666666667,264.98,306.3933333333334,301.60999999999996,310.25,318.93,326.0233333333333,334.89333333333326,337.5233333333333,,,,,,,,,,,,,,,,,,,,,,,344.22,,,,,205.46,214.62,262.13,272.275,289.03999999999996,267.42,267.98,,270.12333333333333,269.49333333333334,280.3566666666666,284.9733333333333,292.92333333333335,318.19,278.85333333333335,319.08000000000004,306.47999999999996,309.79999999999995,308.255,304.67,308.95,,305.45000000000005,,,,,,,,231.25,241.015,260.18,299.91499999999996,300.095,,,316.325,326.89,,,,,,,,,,,127.34,204.86,284.53499999999997,,,,,,,,,,,,,339.22,338.62,335.59,,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-01-16 21:54:09+00:00,263.54333333333335,264.3533333333333,265.04,248.96000000000004,251.02749999999997,249.57750000000001,241.16500000000002,228.0975,232.0233333333333,217.195,213.505,210.905,206.37,199.89000000000001,290.26,291.565,292.7575,283.1875,280.1466666666667,273.1433333333334,266.245,265.3825,306.3933333333334,294.49,305.4675,314.0975,321.55,330.4025,332.8225,,331.13,,,,,,,,,,,,,,,,,,,,,337.275,,,,,207.195,215.99333333333334,262.9866666666667,270.81,287.7633333333333,267.8375,268.7125,,270.6175,270.0575,280.7475,286.335,294.0775,319.145,286.5575,322.1566666666667,307.5925,310.6333333333333,308.255,306.3866666666667,310.68,,307.14000000000004,,,,,,,,233.535,242.17666666666665,261.63,301.37666666666667,300.20666666666665,,,316.325,326.89,,,,,,,,,,,127.34,204.86,284.53499999999997,,,,,,,,,,,,,339.48,339.375,335.59,,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-02-01 21:54:07+00:00,264.3275,261.905,261.895,247.525,248.57799999999997,245.656,237.98600000000002,231.80599999999998,234.2475,225.08666666666667,223.15333333333334,223.1,208.484,204.9525,290.4625,291.77200000000005,292.46999999999997,282.63,279.9075,273.5175,266.69,265.512,306.3933333333334,294.49,299.09000000000003,309.4,316.322,326.23799999999994,328.072,332.44,326.345,323.9,,,,,,,,,,,,,,,,,,,,330.5233333333333,,,,,210.38,215.99333333333334,263.305,270.31,286.705,268.07599999999996,269.1,,271.26800000000003,270.394,281.198,287.46,294.844,319.7733333333333,294.9,323.8275,309.03,311.4675,311.31,307.575,312.09666666666664,,307.14000000000004,,,,,,,,233.535,242.57,261.0233333333333,302.2725,301.0375,,316.75,316.325,326.89,,,,,,,,,,,130.86333333333334,219.85333333333332,284.53499999999997,,,,,,,,,,,,,339.8,339.65333333333336,335.59,,73.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,,,,L8
2016-03-04 21:53:57+00:00,265.954,261.38800000000003,265.774,253.21999999999997,252.71833333333333,246.97,239.76166666666666,234.62666666666667,235.888,223.7375,224.4325,221.0275,212.88166666666666,210.61399999999998,295.494,297.25333333333333,296.84666666666664,282.7633333333333,285.322,274.15,271.5233333333333,270.165,306.3933333333334,294.49,295.1116666666667,306.2,312.56166666666667,322.81333333333333,324.0783333333333,328.765,322.29333333333335,320.995,332.06,,328.7,321.75,331.82,336.05,358.43,,,,,389.65,,,,,,,,326.1625,399.64,,,383.61,210.38,222.3525,268.654,275.36,289.942,268.07599999999996,269.1,384.14,272.0516666666667,271.3383333333333,281.74333333333334,288.58,295.7633333333333,321.1425,301.0166666666667,325.358,310.9483333333333,312.438,314.14750000000004,309.858,313.8475,,309.915,,,,,,,,233.535,246.81800000000004,265.0775,304.296,302.23400000000004,,318.185,319.76,326.89,,,,,,,,,,,130.86333333333334,219.85333333333332,284.53499999999997,,,,,,,,,,,,,340.255,339.65333333333336,335.59,,73.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,,,,L8
2016-07-26 21:54:04+00:00,268.00333333333333,258.11,261.57666666666665,254.95666666666668,250.70666666666668,241.58666666666667,236.61333333333334,238.37666666666667,229.67666666666665,221.77666666666667,224.15333333333334,219.00666666666666,217.52666666666667,216.14666666666665,299.67,302.29333333333335,301.7266666666667,282.6433333333333,290.0733333333333,275.56333333333333,279.80333333333334,277.9066666666667,299.19,287.75,282.71,297.14666666666665,302.3633333333333,312.7133333333333,312.0366666666667,328.765,317.875,320.995,332.06,,328.7,321.75,331.82,336.05,358.43,,,,,389.65,,,,,,,,322.55,399.64,,,383.61,211.93,241.43,274.1133333333333,281.11999999999995,289.75333333333333,271.095,274.80499999999995,384.14,277.1366666666667,275.57,285.49,293.17,299.6466666666667,323.14,326.47,330.15999999999997,317.6600000000001,315.14500000000004,320.0400000000001,315.06499999999994,317.01500000000004,,318.24,,,,,,,,,251.58333333333334,266.16333333333336,307.27,306.61999999999995,,318.185,326.63,,,,,,,,,,,,135.82999999999998,226.185,249.37,,,,,,,,,,,,,341.03,340.21,,,73.99000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09,,,,,,,L8
2016-08-11 21:54:06+00:00,269.42,262.17333333333335,263.41333333333336,258.88666666666666,253.36333333333332,245.60999999999999,241.4333333333333,231.34333333333333,222.84333333333333,213.88000000000002,213.29999999999998,207.31333333333336,215.56000000000003,211.90666666666667,302.8933333333334,305.62666666666667,306.06333333333333,286.39,293.77,278.75666666666666,284.05333333333334,282.78,299.19,287.75,284.06,300.40999999999997,302.19,312.24666666666667,313.40000000000003,328.78999999999996,316.25,318.705,332.06,,328.7,321.75,331.82,336.05,358.43,,,,,389.65,,373.65,399.64,,,,,322.5133333333334,399.64,,,383.78499999999997,207.11,241.43,278.7833333333333,287.2166666666667,292.7133333333333,276.16,280.275,385.53499999999997,281.24,280.82,289.8433333333333,293.775,300.515,325.25,325.57000000000005,331.48,320.54,316.32,322.66,318.99,319.1,,318.24,,,,,,,,,256.86333333333334,269.87000000000006,308.42499999999995,308.16499999999996,,319.62,326.63,,,,,,,,,,,,133.75,202.53,249.37,,,,,,,,,,,,,341.62,,,,75.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73,,,,,,,L8
2016-08-27 21:54:14+00:00,270.53249999999997,261.6,262.3275,260.4175,254.99499999999998,244.33249999999998,241.1225,232.34,223.66,213.79250000000002,216.91,211.9,216.79,211.90666666666667,301.1,303.5025,303.65,285.8925,290.43,278.75666666666666,281.24,279.28499999999997,299.19,287.75,284.06,299.3225,299.0625,310.76,311.935,325.16333333333336,316.1133333333333,316.46999999999997,332.06,,328.7,322.925,330.34000000000003,333.99,358.43,,,,,389.65,,373.65,399.64,,,,,319.67,399.64,,385.01,383.60999999999996,207.11,241.43,284.835,284.4725,291.32,274.22,276.92,384.0833333333333,281.24,280.82,288.505,293.88,300.46000000000004,325.25,325.57000000000005,331.48,320.54,316.32,322.66,318.99,319.1,,318.24,269.7,291.06,284.4,,,,,,256.86333333333334,269.87000000000006,308.42499999999995,308.16499999999996,,319.62,326.63,,,,,,,,,,,,150.45499999999998,215.61,249.37,,,,,,,,,,,,,341.62,,,,75.65,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73,,,,,,,L8
2016-09-12 21:54:18+00:00,270.0075,261.4875,256.4625,252.5,247.02499999999998,240.91250000000002,239.8375,226.2525,217.865,210.9175,211.57500000000002,213.86499999999998,212.9325,200.45333333333335,295.74,296.225,297.37,285.9625,283.79,278.33666666666664,275.255,273.195,299.19,287.75,288.48,299.72,298.0625,311.2275,312.40500000000003,323.88000000000005,316.5533333333333,314.6166666666666,,,,319.09000000000003,326.65,331.375,,,,,,,,373.65,399.64,,,,,319.03,393.34,,384.935,380.97666666666663,207.97500000000002,222.36,279.5525,279.75,287.0125,273.1725,275.7775,381.30333333333334,281.5366666666667,280.44000000000005,289.3175,294.3833333333334,301.0466666666667,,319.54,,,,,,,,,269.7,291.06,284.4,,,,,235.05,251.11666666666665,263.99333333333334,304.46,309.31,,,,,,,,,,,,,,,150.45499999999998,215.61,249.37,,,,,,,,,,,,,,,,,75.65,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73,,,,,,,L8
2016-12-17 21:54:19+00:00,271.838,264.752,260.73400000000004,255.68999999999997,252.342,243.788,240.656,227.416,220.494,214.984,215.21800000000002,216.804,214.382,206.07,296.358,295.904,296.57800000000003,285.57599999999996,283.066,277.65250000000003,274.066,272.12399999999997,304.235,292.845,294.6166666666667,302.258,303.322,314.576,316.034,323.88000000000005,316.5533333333333,314.6166666666666,,,,319.09000000000003,326.65,331.375,,,,,,,,373.65,399.64,,,,,322.37,393.34,,384.935,380.97666666666663,207.97500000000002,221.455,276.558,278.88,286.49,272.45,275.7775,385.9425,283.39750000000004,280.44000000000005,288.79,294.52750000000003,301.1725,,319.54,328.9,316.03,314.93,317.31,314.06,312.94,,314.73,269.7,291.06,284.4,,,,,234.845,249.8125,263.255,308.78499999999997,307.245,316.97,320.28,323.67,333.14,338.27,,,,,,,,,,150.45499999999998,215.61,249.37,,,,,,,,,,,,,341.84,,,,75.65,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73,,,,,,,L8
2017-02-03 21:54:05+00:00,273.24600000000004,264.566,261.86,256.34599999999995,252.97599999999997,243.16800000000003,239.89600000000002,228.096,222.728,216.66799999999998,216.728,219.164,215.17200000000003,208.2375,297.422,298.00600000000003,297.026,286.23199999999997,283.476,279.08750000000003,273.986,272.2,309.28,284.885,294.0233333333333,301.082,301.746,313.76000000000005,315.526,323.88000000000005,316.5533333333333,314.6166666666666,,,,319.09000000000003,326.65,331.375,,,,,,,,373.65,399.64,,,,,321.342,393.34,,384.935,380.97666666666663,214.26999999999998,221.455,278.308,278.844,287.396,272.62399999999997,275.4425,385.9425,284.0066666666667,281.4166666666667,288.7375,294.91333333333336,301.34,,,328.9,316.03,314.93,317.31,314.06,312.94,,314.73,269.7,291.06,284.4,,,,,234.845,251.14499999999998,264.995,313.11,305.18,316.97,320.28,323.67,333.14,338.27,,,,,,,,,,167.16,228.69,,,,,,,,,,,,,,341.84,,,,,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-06-11 21:53:45+00:00,272.47,267.7966666666667,262.32,254.7733333333333,253.29666666666665,245.3166666666667,238.34,224.80999999999997,220.10333333333332,217.38,213.91,211.26666666666665,210.38,209.11999999999998,297.77,296.5133333333333,296.78333333333336,286.66333333333336,283.81333333333333,278.8666666666666,273.84333333333336,271.24,308.235,293.3933333333334,308.26666666666665,313.39000000000004,322.3233333333333,328.4166666666667,330.6133333333333,,,,,,,,,,,,,,,,,,,,,,,334.07,,,,,219.7,220.55,271.5533333333333,277.9766666666667,285.81666666666666,271.79499999999996,277.62,403.83000000000004,288.98,280.845,286.68,294.96,301.55,,,328.9,316.03,314.93,317.31,314.06,312.94,,314.73,,,,,,,,234.64,248.75,264.11,313.11,305.18,316.97,320.28,323.67,333.14,338.27,,,,,,,,,,,,,,,,,,,,,,,,,341.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-06-27 21:53:50+00:00,265.56666666666666,260.36999999999995,252.74666666666667,244.43666666666664,241.03,238.37333333333333,232.37333333333333,218.36333333333334,211.05333333333337,207.07666666666668,203.12,199.46,202.5666666666667,198.99333333333334,294.7033333333333,294.49333333333334,297.9433333333333,285.92333333333335,283.03000000000003,278.7366666666667,274.62333333333333,273.28,307.19,291.12,308.955,313.88,321.305,328.64,330.645,,,,,,,,,,,,,,,,,,,,,,,332.41,,,,,213.01999999999998,,271.98333333333335,277.07666666666665,283.94666666666666,272.945,274.975,407.8,272.88,277.31,283.24,289.27,,,311.52,,311.48,,,,306.14,,302.59,,,,,,,,,247.77333333333334,263.2733333333333,285.94,299.22,303.77,297.71,305.05,314.99,322.05,,,,,,,,,,,,,,,,,,,289.75,326.44,,,,,,,,,,,273.32,238.43,,,,,,,,,,,,,,,336.66,321.07,318.21,259.16,242.83,286.73,241.31,258.3,249.95,222.27,,,,272.13,275.12,,,,,L8
2017-10-01 21:54:18+00:00,265.28999999999996,264.94666666666666,253.63,248.04333333333332,246.89666666666665,243.28666666666666,235.67666666666665,218.29,211.82333333333335,208.6833333333333,202.86666666666667,200.95333333333335,204.11333333333334,199.91333333333333,295.7,294.5133333333333,298.5266666666667,286.51,283.12333333333333,278.9966666666666,275.3966666666667,273.96500000000003,307.19,292.75,303.35,309.93,317.575,323.895,325.38,333.99,317.24,319.08,,,,321.95,334.68,337.78,356.83,,,,,,,,,,,,,317.84,396.84,,,,216.17000000000002,231.45,271.99333333333334,278.25333333333333,285.07666666666665,273.35,275.28,395.62,277.905,277.5866666666667,289.28499999999997,294.78499999999997,306.58,,311.52,,311.48,,,,306.14,,302.59,,,,,,,,247.46,247.94000000000003,264.57666666666665,300.395,299.22,303.77,310.09000000000003,305.05,314.99,322.05,,,,,,,,,,,,,,,,,,,289.75,326.44,,,,,,,,,,,273.32,238.43,,,,,,,,,,,,,,,336.66,321.07,318.21,259.16,242.83,286.73,241.31,258.3,249.95,222.27,,,,272.13,275.12,,,,,L8
2017-12-04 21:54:13+00:00,272.9325,269.74749999999995,260.3675,255.725,253.34999999999997,249.085,242.76,225.74,220.71499999999997,210.65499999999997,206.4225,205.465,205.81,203.29,295.7,294.5133333333333,298.5266666666667,286.51,283.12333333333333,278.9966666666666,275.3966666666667,273.96500000000003,302.65999999999997,292.88,303.3333333333333,310.32,317.50333333333333,325.03333333333336,326.56,333.99,317.24,319.08,,,323.26,321.95,334.68,337.78,356.83,,,,,,,376.76,,,,,,325.69,396.84,,,382.39,216.17000000000002,235.175,271.5825,278.17,285.975,273.35,275.28,396.28999999999996,277.905,277.5866666666667,289.28499999999997,294.78499999999997,306.58,,311.52,,311.48,,,318.83,306.14,,302.59,,,,,,,,248.18,248.08,264.895,305.43,309.905,303.77,310.09000000000003,305.05,314.99,322.05,,,,,,,,,,,,,,,,,,,289.75,326.44,,,,,,,,,,,273.32,238.43,,,,,,,,,,,,,,,336.66,321.07,318.21,259.16,242.83,286.73,241.31,258.3,249.95,222.27,,,,272.13,275.12,,,,,L8
2018-06-30 21:53:07+00:00,263.51,262.45,252.2,242.5,240.19,240.81,235.46,222.41,208.09,204.49,197.56,192.83,193.08,191.79,290.0,285.08,292.19,283.07,280.85,278.52,268.55,270.27,296.49,298.0,312.66,319.39,330.26,328.71,338.96,,,,,,,,,,,,,,,,,,,,,,,343.63,,,,,208.39,,265.95,271.88,282.11,270.06,273.82,,282.64,275.87,283.85,297.21,301.39,,,,315.69,313.33,313.27,312.0,,,,,,,,,,,231.73,241.42,257.97,305.08,,,313.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-07-16 21:53:15+00:00,262.725,262.57,253.225,244.29500000000002,239.97,242.14499999999998,235.27,224.345,209.485,204.45499999999998,197.47,197.16500000000002,196.28500000000003,193.725,291.345,284.71500000000003,294.63,283.635,279.94500000000005,280.39,268.22,270.1,310.225,309.2,321.04,327.13,333.75,336.11,338.96,,,,,,,,,,,,,,,,,,,,,,,343.63,,,,,207.68,,268.26,272.40999999999997,283.09000000000003,269.83500000000004,273.1,,281.635,274.685,284.78,294.495,300.7,,316.07,,315.69,313.33,313.04499999999996,312.125,,,310.39,,,,,,,,233.005,242.85,258.285,304.935,,,313.265,,,,,,,,,,,,,,,,103.47,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,,L8
2018-10-04 21:53:50+00:00,264.0,261.56666666666666,254.1933333333333,243.92666666666665,243.48666666666668,243.35,239.85333333333335,223.33333333333334,211.6833333333333,204.65,199.23333333333335,198.48000000000002,196.52666666666667,194.13333333333333,291.91333333333336,288.09666666666664,294.3966666666667,284.3233333333333,280.59666666666664,279.2633333333333,268.6666666666667,270.1433333333334,310.225,299.6566666666667,311.24666666666667,319.21,326.0233333333333,330.3333333333333,330.145,,323.47,,,,,331.35,,344.02,,,,,,,,,,,,,,332.885,,,,,208.26333333333332,220.56,269.5933333333333,273.19,283.7,269.88000000000005,272.92333333333335,393.56,280.00333333333333,274.5,284.93666666666667,294.7,300.81,,321.945,,314.725,313.69,314.67333333333335,314.09,313.17,,310.39,,,,,,,,233.78,244.14,259.83,306.38,307.17,315.99,314.75,323.03,,,,,,,,,,,,132.15,213.3,275.18,103.47,,,,,,,,,,,296.0,340.69,,,,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,,L8
2018-10-20 21:53:56+00:00,265.12,264.065,259.4375,249.475,248.87,249.2325,244.9075,227.51,212.8975,205.09,200.3825,199.42000000000002,196.52666666666667,194.265,293.7125,290.6675,295.8575,285.3975,281.6225,279.495,269.705,271.125,310.225,293.62,305.2425,313.69,318.7025,326.42499999999995,325.06666666666666,332.78,321.31,323.55,,,324.57,329.96500000000003,,340.565,,,,,,,,,,,,,,327.8433333333333,,,,,208.26333333333332,220.56,269.5933333333333,274.11,284.8075,270.38,273.6475,391.40999999999997,280.00333333333333,274.5,284.93666666666667,294.7,300.81,,321.945,,315.93666666666667,315.0933333333333,316.28499999999997,315.9175,313.17,,310.39,,,,,,,,233.78,244.14,259.83,308.16499999999996,307.17,315.99,314.75,323.03,,,,,,,,,,,,132.15,213.3,275.18,103.47,,,,,,,,,,,296.0,341.845,,,,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,,L8
2018-11-05 21:54:00+00:00,265.2,262.924,258.558,248.4,247.60399999999998,247.148,243.086,225.97799999999998,212.10399999999998,204.58800000000002,200.302,199.33,195.205,193.988,293.652,291.526,295.576,285.158,281.66999999999996,279.034,269.53000000000003,270.806,305.43,290.784,302.43,310.75,315.906,324.214,322.84000000000003,334.44,321.3066666666667,326.08000000000004,,,324.71000000000004,329.08666666666664,,341.96999999999997,,,,,,,,,,,,,,326.775,404.18,,,,208.23,219.675,269.47249999999997,274.422,284.62,270.188,273.692,392.1766666666667,279.09000000000003,275.075,284.705,295.085,301.455,,321.945,,315.5025,315.065,316.77799999999996,316.498,313.17,,312.82,,,,,,,,233.785,244.03,260.52500000000003,309.04200000000003,308.675,315.99,316.03499999999997,323.03,,335.99,,,,,,,,,,132.15,213.3,275.18,103.47,,,,,,,,,,,296.0,341.4666666666667,,,,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,,L8
2018-12-07 21:53:57+00:00,264.175,261.6716666666667,257.50333333333333,246.96166666666667,246.465,245.83666666666667,240.36833333333334,223.94833333333335,210.38166666666666,203.76833333333332,199.62,198.9333333333333,194.336,193.41,293.24833333333333,291.5233333333333,294.97499999999997,284.67333333333335,281.20666666666665,278.12166666666667,269.12,270.0083333333333,303.355,291.13666666666666,303.5016666666667,310.8516666666667,317.30333333333334,324.75,325.088,334.44,321.3066666666667,326.08000000000004,,,324.71000000000004,329.08666666666664,,341.96999999999997,,,,,,,,,,,,,,330.128,404.18,,,,207.542,218.26999999999998,268.48,274.17333333333335,284.2316666666667,269.60833333333335,273.51,392.1766666666667,278.162,275.12,284.524,294.79200000000003,301.306,,321.945,,314.2,314.508,317.03833333333336,316.1166666666666,311.775,,312.77,263.5,257.17,284.14,,,,,233.22600000000003,243.516,260.248,309.3883333333333,308.08666666666664,315.98,316.03499999999997,321.395,328.01,334.07,,,,,,,,,,128.735,211.935,275.62,103.47,,,,,,,,,215.35,,296.0,341.4666666666667,,,,66.92,273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,,L8
2019-06-17 21:53:54+00:00,266.87,259.5,251.98,244.49,240.92,242.0,239.1,222.06,208.08,204.42,198.78,194.52,200.9,197.48,290.68,288.04,294.24,284.4,281.69,278.4,269.47,268.87,290.4,286.05,302.48,308.74,319.04,324.15,325.18,,,,,,,,,,,,,,,,,,,,,,,338.85,,,,,,,269.32,273.53,283.64,271.24,273.92,397.43,276.95,274.48,282.37,296.94,302.81,,,,,,,,313.99,,,,,,,,,,234.91,245.19,260.19,308.98,309.46,,317.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-08-04 21:54:09+00:00,274.35,264.075,259.15,254.63,246.255,241.97,238.655,233.6,213.465,208.3,206.875,202.985,200.9,197.48,290.68,288.04,294.24,284.4,281.69,278.4,269.47,268.87,298.03499999999997,292.36,305.42,312.74,321.25,327.53999999999996,328.525,,,,,,,,,,,,,,,,,382.12,,,383.9,,,338.85,,,,,,,269.32,273.53,283.64,271.24,273.92,397.43,276.95,274.48,282.37,296.94,302.81,,,,,,,,313.99,,,,,393.82,,332.81,376.24,,234.91,245.19,260.19,308.98,309.46,,317.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-10-07 21:54:27+00:00,270.6466666666667,262.66,258.47333333333336,251.00666666666666,253.06000000000003,242.17666666666665,240.0533333333333,233.6,213.465,207.34,205.09666666666666,202.01666666666665,199.37,197.48,296.20000000000005,293.64,294.49,286.065,283.37,280.855,270.27,267.3,298.03499999999997,292.36,305.42,308.25666666666666,312.52,323.08,322.3066666666667,330.52,315.81,,,,,323.81,,,,,,,,,,382.12,,,383.9,,,327.41,,,,,,,270.065,275.36,284.235,268.265,269.84000000000003,391.395,270.97,274.48,282.37,296.94,304.525,,,,323.09,320.08,,320.35,313.99,,,,,393.82,,325.175,376.24,350.54,237.625,247.09,262.655,311.895,312.52,,318.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-11-08 21:54:26+00:00,270.0525,262.1675,266.565,251.1125,253.54250000000002,243.6925,239.7525,229.61666666666667,228.37333333333333,207.34,205.09666666666666,207.23000000000002,208.88,214.77499999999998,297.26666666666665,296.1933333333333,297.1333333333334,287.6666666666667,284.94,281.9533333333333,272.5366666666667,269.5566666666667,298.03499999999997,292.36,305.42,304.7275,307.8175,320.3775,320.4075,334.765,317.615,318.19,,,321.37,326.625,,335.02,,,,,,,,378.86,,,383.9,,,323.2966666666667,,,,,,223.17,271.62,277.45,285.74333333333334,270.3533333333333,273.3566666666666,389.7366666666667,273.9866666666667,279.3,288.74,299.505,306.39000000000004,,,,324.80999999999995,322.44,325.2,322.055,317.20500000000004,,,,,393.82,,325.175,376.24,350.54,238.47,248.11333333333334,263.85999999999996,314.82666666666665,314.81666666666666,322.36,320.8833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
