dates,satname,nzd0286-0000,nzd0286-0001,nzd0286-0002,nzd0286-0003,nzd0286-0004,nzd0286-0005,nzd0286-0006,nzd0286-0007,nzd0286-0008,nzd0286-0009,nzd0286-0010,nzd0286-0011,nzd0286-0012,nzd0286-0013,nzd0286-0014,nzd0286-0016,nzd0286-0017,nzd0286-0018,nzd0286-0019,nzd0286-0020,nzd0286-0021,nzd0286-0022,nzd0286-0025,nzd0286-0026,nzd0286-0027,nzd0286-0051,nzd0286-0052,nzd0286-0053,nzd0286-0054,nzd0286-0055,nzd0286-0056,nzd0286-0057,nzd0286-0059,nzd0286-0060,nzd0286-0061,nzd0286-0062,nzd0286-0015,nzd0286-0047,nzd0286-0048,nzd0286-0049,nzd0286-0050,nzd0286-0023,nzd0286-0024,nzd0286-0028,nzd0286-0039,nzd0286-0040,nzd0286-0041,nzd0286-0044,nzd0286-0045,nzd0286-0046,nzd0286-0058,nzd0286-0029,nzd0286-0030,nzd0286-0032,nzd0286-0033,nzd0286-0034,nzd0286-0035,nzd0286-0036,nzd0286-0037,nzd0286-0038,nzd0286-0042,nzd0286-0043,nzd0286-0031
2003-12-14 21:32:38.364000,L5,356.79,350.95,344.05,353.03,347.13,347.38,332.64,359.81,357.32,354.26,360.34,350.90,344.46,353.33,358.03,377.43,368.90,373.12,376.81,369.29,364.63,371.23,363.23,354.33,369.94,260.51,,,,,,369.40,394.64,,,,380.80,361.22,388.84,348.66,307.61,366.23,,366.05,,,,,362.79,359.36,366.04,374.99,383.10,,,,,,,,,,390.94
2003-12-30 21:32:48.382000,L5,363.00,345.75,340.36,341.21,334.80,334.15,320.73,336.08,334.38,340.77,352.42,356.25,358.34,360.24,372.05,377.18,363.81,362.93,356.72,354.97,352.44,354.24,,,,268.35,,,,,,381.46,381.83,,,,393.85,355.01,364.84,334.98,320.98,360.41,,,339.41,,,,347.39,352.08,374.65,,384.64,383.54,385.73,394.47,346.63,383.87,400.42,404.24,,,385.90
2004-01-15 21:32:50.035000,L5,363.15,360.37,358.97,358.10,353.12,364.31,353.03,382.69,369.03,,,,,,,389.95,386.28,379.39,377.22,375.61,384.46,,,,,,,,,,,,,,,,,,,,,,,,,,,372.14,389.67,334.09,,,,,,,,,,,,378.96,
2004-03-19 21:33:10.985000,L5,376.82,369.39,366.64,365.89,363.38,357.44,349.46,375.96,364.43,370.10,,,,,,396.80,392.09,386.66,383.04,378.10,382.73,377.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-06 21:34:22.023000,L5,361.90,357.43,352.77,353.28,350.70,347.19,337.88,360.83,348.85,354.63,356.50,360.60,358.43,363.46,368.32,384.87,378.75,372.38,370.14,371.40,366.16,368.66,366.18,366.16,381.78,268.95,,376.27,391.14,358.43,356.63,297.62,349.80,340.47,,,387.98,388.65,352.84,341.57,313.51,366.41,366.23,377.65,,,,,369.83,356.46,355.22,,,,,,,,,,,,
2004-06-23 21:35:46.683000,L5,362.46,355.01,352.03,348.63,343.96,340.77,315.95,351.30,334.92,345.15,350.06,353.54,355.93,361.03,367.87,382.52,381.64,372.09,365.88,362.00,362.45,359.86,359.36,365.88,,262.57,,,,347.86,356.01,398.49,399.59,378.19,389.88,341.95,390.90,395.19,339.64,365.85,309.25,360.30,359.29,,,,,353.49,378.09,369.95,,,,,,,,,,,,317.13,
2004-08-10 21:36:56.635000,L5,358.20,357.19,355.41,354.72,350.04,341.86,337.51,352.36,334.59,353.65,341.20,352.10,357.16,361.54,369.02,381.56,382.34,379.15,378.02,371.39,363.20,356.62,358.91,359.43,375.59,262.85,,,,,,,404.11,,,,390.04,395.53,358.30,344.48,306.90,357.59,357.24,380.45,,,,,382.81,368.07,402.20,,,,,,,,,,,,
2004-09-11 21:37:49.351000,L5,360.29,358.70,353.67,350.20,350.80,341.07,333.70,354.84,350.07,355.80,345.59,351.49,366.89,369.92,378.13,384.54,376.63,375.49,376.20,369.28,371.92,368.57,364.10,369.45,380.35,265.04,,,,,382.72,387.55,395.82,,,,387.27,378.66,365.59,334.93,312.52,364.18,366.03,,,,,,360.13,355.33,385.80,,,,,,,,,,,,
2005-02-18 21:40:42.163000,L5,356.28,350.28,343.99,344.96,343.86,340.01,331.00,357.52,344.58,349.81,356.18,362.29,360.72,367.40,364.39,381.46,374.65,371.69,366.40,359.81,361.45,366.04,368.14,368.59,,266.15,,384.70,379.63,382.17,372.91,386.44,388.68,389.14,375.77,345.77,385.69,351.05,370.96,340.51,306.98,367.57,364.74,,,,,,358.75,348.17,386.92,,,,,,,,,,,,
2005-05-09 21:41:19.893000,L5,366.78,358.28,351.78,349.83,350.74,341.68,334.32,360.81,348.16,358.02,357.43,363.49,,,,387.31,382.02,372.64,370.91,369.50,369.70,364.12,367.67,369.17,,279.63,330.25,393.22,397.27,393.37,390.47,395.65,403.49,373.56,388.25,339.97,,401.77,365.40,377.79,336.67,364.54,365.25,,,,,347.96,381.16,385.20,397.13,,,,,,,,,,,346.71,
2005-05-25 21:41:28.038000,L5,363.30,353.48,350.66,351.82,349.61,344.03,339.45,361.42,356.34,357.22,359.41,359.96,364.23,370.77,372.17,383.52,382.69,371.01,368.74,366.99,366.23,368.43,366.01,369.36,,277.55,,390.94,389.07,389.79,393.29,390.80,402.86,382.43,385.60,351.34,385.94,400.63,355.58,370.42,329.39,365.07,365.21,,,,,369.08,384.78,387.20,391.83,,,,,,,,,,,359.52,
2005-06-10 21:41:36.102000,L5,362.38,350.20,348.33,348.22,345.23,336.03,330.54,355.02,337.00,352.99,359.59,362.11,,,,382.54,375.82,364.69,366.75,362.21,364.24,358.53,365.64,367.10,,272.57,,395.07,397.60,391.73,389.93,388.96,398.93,377.90,375.67,343.53,,393.63,349.95,380.26,336.92,361.97,362.03,,,,,364.59,378.29,377.19,390.20,,,,,,,,,,,314.46,
2005-08-29 21:42:10.705000,L5,362.26,356.20,359.42,359.04,357.68,349.99,349.34,370.47,363.17,361.67,359.92,355.18,365.91,369.27,375.09,389.50,385.90,382.34,379.16,375.07,379.36,373.81,,,,268.68,305.81,385.88,386.92,387.98,387.30,397.96,,,,,385.83,406.03,371.58,380.61,338.08,372.11,,,,,,,,,,,,,,,,,,,,,
2006-01-20 21:44:01.121000,L5,358.46,349.72,344.18,341.94,336.51,344.99,326.10,329.71,334.96,350.94,350.29,358.33,347.62,356.12,357.32,381.92,371.86,370.35,367.32,361.95,355.32,361.18,360.84,362.31,376.24,,,,,,,,,381.85,323.18,335.40,385.54,352.60,366.72,327.34,307.97,368.20,364.09,367.51,,,,,326.37,349.46,,375.28,,,,,,,,,,,
2006-02-21 21:44:44.561000,L5,358.04,348.52,346.63,345.68,341.31,341.43,325.44,355.48,342.23,352.17,352.71,361.23,359.81,366.39,367.43,383.47,376.71,373.18,369.67,359.56,361.82,358.51,360.70,363.21,378.13,,,,,,,,,,312.42,333.01,387.66,339.50,355.72,323.18,304.28,359.64,357.44,374.63,,,,,344.60,341.70,,,,389.86,383.31,335.60,352.54,390.77,395.41,399.59,,,
2006-03-09 21:45:04.554000,L5,362.18,354.67,352.63,347.95,346.65,342.80,334.01,361.99,355.31,358.26,360.83,,367.62,371.40,372.95,386.49,379.80,373.08,372.82,367.75,374.99,371.43,,,,271.44,,388.72,386.58,390.09,379.11,391.86,393.52,386.99,377.95,345.06,390.83,370.84,384.45,345.11,312.92,369.36,,,,,,,352.90,348.69,386.43,,,,,,,,,,,,
2006-04-10 21:45:40.863000,L5,362.60,353.46,349.71,349.44,347.10,344.94,326.73,355.12,342.34,356.85,357.06,,,,,384.88,378.59,372.80,372.08,366.39,366.04,355.26,365.21,366.46,,260.33,,,,,375.35,390.76,393.91,,,,,372.72,343.81,331.38,313.06,360.04,360.41,,,,,,349.36,352.54,379.14,,,,,,,,,,,,
2006-06-13 21:46:37.602000,L5,362.49,356.71,350.95,350.28,349.07,342.85,331.62,355.45,349.30,353.58,354.70,354.28,363.39,369.98,374.48,388.26,384.25,377.93,368.63,366.63,365.59,355.50,360.94,367.34,382.63,276.40,,,,,,,405.65,382.82,388.21,351.51,391.86,404.28,351.55,396.91,340.99,357.14,358.42,380.66,,,,372.91,391.40,385.46,401.05,,,,,,,,,,,363.32,
2006-07-31 21:47:18.646000,L5,368.70,361.25,356.98,349.17,345.14,339.31,332.45,359.04,353.73,357.48,352.34,358.27,370.25,372.35,377.09,381.54,386.01,370.10,374.83,365.47,366.75,361.88,369.09,,,278.43,,,,,,,403.76,378.55,394.12,355.23,383.85,377.55,346.25,373.64,329.70,356.43,358.67,,,,,358.86,376.67,378.55,396.43,,,384.66,392.31,398.23,387.86,397.92,406.04,,,364.12,
2006-09-01 21:47:43.231000,L5,369.97,363.46,361.19,357.95,348.22,344.29,336.34,360.07,358.07,360.00,354.41,353.03,370.96,375.72,379.17,383.36,384.27,377.57,367.68,365.37,363.83,359.34,345.70,354.45,,268.68,,,,,,400.05,399.59,377.87,389.67,346.89,386.96,366.25,359.25,360.20,319.76,346.92,347.74,,371.24,,,350.25,374.52,363.36,391.79,,,,387.44,384.69,381.28,390.79,394.94,405.14,,343.89,
2006-09-17 21:47:54.852000,L5,376.46,374.04,368.05,367.43,364.61,351.94,345.11,370.54,365.18,370.79,363.05,362.95,,,,389.77,395.02,385.92,386.65,369.72,374.28,370.04,365.71,366.24,,361.05,,,,,,,,,,,,375.66,381.06,383.16,365.39,364.69,365.27,,,,,382.83,407.35,388.51,,,,,,,,,,,,368.86,
2006-12-06 21:48:41.029000,L5,312.64,312.01,306.91,295.12,301.35,298.45,291.78,304.12,300.60,303.01,305.99,315.24,308.64,300.57,312.90,337.31,327.21,317.78,321.26,310.74,313.24,321.34,320.35,323.57,331.72,,,,,,,,,,,,330.59,,,,,320.59,323.17,326.21,,,,,,,,322.63,332.20,330.08,272.31,,,,,,,,340.26
2006-12-06 21:49:05.144000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,357.86,370.88,370.79,,,,,334.92,280.86,334.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-07 21:48:55.368000,L5,298.54,288.54,282.67,285.81,285.04,272.45,281.20,294.28,303.33,306.77,313.59,318.33,328.40,334.88,353.72,344.13,337.99,320.76,318.68,322.38,327.26,326.25,330.95,342.64,356.61,,,,,,,,,358.31,329.10,350.11,353.28,337.90,329.63,289.13,,327.75,324.00,364.42,,,,297.95,376.31,371.03,,369.68,385.56,,393.22,373.14,376.70,383.47,395.05,319.29,,,392.29
2007-02-08 21:49:02.527000,L5,364.58,359.89,357.55,355.55,346.81,302.27,324.08,,,,,,,,,,,,,,,,,,,279.40,,,390.55,394.42,397.22,399.77,392.43,382.22,392.04,356.64,,361.16,385.17,354.01,319.54,,,,,,,354.73,363.35,354.79,394.50,,,,,,,,,,,331.14,
2011-01-02 21:43:59.020000,L5,367.30,360.64,357.22,351.70,346.85,345.44,338.92,341.79,342.41,351.48,350.70,355.81,353.10,360.22,375.89,395.21,383.79,384.65,378.68,372.52,357.78,361.49,362.49,368.59,382.02,,,,,,,386.38,404.41,,,,,347.86,321.99,323.61,270.90,368.02,365.84,,,,,,335.02,354.24,387.10,,,,,,,,,,,,
2013-04-29 21:55:51.104000,L8,333.49,339.12,334.11,332.98,327.97,323.93,319.47,342.12,336.09,339.47,336.23,339.67,347.71,351.32,358.09,366.62,363.40,355.80,349.67,353.73,353.50,345.31,342.29,349.57,,366.68,371.54,377.97,380.08,377.17,378.68,380.10,382.40,368.33,370.93,309.62,380.38,,403.92,,365.01,341.50,340.26,,,,,,,,370.38,,,,,,,,,,,,
2013-05-31 21:56:07.688000,L8,340.13,341.27,343.40,334.85,329.76,328.46,323.38,345.52,341.67,344.67,339.17,344.48,351.73,355.51,362.16,371.64,368.27,359.39,352.86,355.40,354.78,347.02,351.02,352.25,374.20,,,,,,,,395.68,369.24,373.64,371.73,383.75,402.72,305.53,411.84,,346.84,345.29,366.62,,,,,,,,,,,,,,,,,,,
2013-07-18 21:56:02.364000,L8,340.17,340.87,337.53,331.11,327.36,326.59,320.79,341.10,338.32,341.52,337.46,344.67,348.71,351.05,357.96,373.28,367.42,359.84,360.24,355.88,352.67,350.38,349.82,348.49,362.59,,367.26,375.55,380.93,376.69,381.58,381.48,315.05,360.57,363.89,317.01,374.09,370.67,304.20,370.49,309.38,350.75,344.62,363.82,,,,,,,,,,,,,,,,,,,
2013-08-19 21:56:06.167000,L8,340.73,337.95,344.13,334.22,328.27,324.98,321.85,338.80,338.71,341.70,341.14,347.07,354.72,354.46,360.00,375.06,369.43,363.95,360.16,356.85,356.91,352.20,345.32,349.52,359.32,,368.12,374.10,377.53,373.97,381.24,380.55,376.03,364.43,368.10,366.60,372.84,397.70,300.99,370.65,364.03,353.94,354.68,359.51,,,,346.55,349.23,404.61,370.61,376.75,,,,,,,,,,354.55,
2013-10-06 21:55:57.648000,L8,352.39,348.65,343.68,341.36,332.36,330.01,324.76,344.11,343.89,348.62,345.70,356.71,360.43,359.37,368.42,390.86,377.11,371.77,377.32,364.35,363.27,367.85,,,,,,,,,,,,311.64,307.10,300.34,389.14,331.16,315.61,347.69,292.04,365.40,,,,,,,330.45,350.82,,,,,,,326.06,385.69,391.99,382.34,,,
2014-02-11 21:54:56.823000,L8,332.35,331.17,327.71,324.82,321.03,320.60,315.21,333.53,339.83,338.27,332.51,331.84,340.84,347.01,352.30,363.42,359.07,359.25,348.62,344.62,345.83,344.63,336.17,341.00,360.62,357.14,366.16,378.30,,368.12,301.36,381.19,376.85,364.90,366.72,368.17,364.38,372.01,370.27,367.09,303.77,359.53,333.84,359.42,,,,,,,374.45,368.68,378.80,,,,,,,,,,381.84
2014-02-27 21:54:44.238000,L8,331.55,329.09,327.19,325.70,321.49,319.10,312.66,324.57,320.70,333.11,332.61,335.28,340.13,346.59,352.13,362.55,358.38,351.73,345.69,345.69,346.39,340.72,337.15,340.03,355.79,,,371.43,375.92,373.40,308.98,373.59,376.52,361.96,365.78,315.83,364.23,323.39,293.63,361.35,301.28,340.51,335.19,353.18,,,,321.34,320.48,337.08,292.29,365.07,376.33,377.28,,,,,,,,,377.89
2014-03-15 21:54:34.241000,L8,331.53,331.54,332.33,332.33,324.62,312.96,309.20,335.92,334.52,337.00,333.06,342.40,343.67,350.00,355.11,372.15,363.13,359.34,351.98,351.63,349.23,342.70,342.21,345.59,358.70,,295.21,303.08,343.27,344.22,332.96,387.45,381.67,,,,374.09,336.32,308.15,373.52,312.56,341.84,338.84,360.07,,,,,354.98,355.03,310.93,368.26,380.11,,,,,,,,,,
2014-05-02 21:53:46.331000,L8,333.00,336.88,334.23,331.06,327.39,326.14,320.05,337.35,335.84,336.30,335.30,341.74,348.09,350.54,356.75,373.33,363.88,358.76,352.23,351.47,349.57,345.50,343.79,349.56,354.48,,,,,,,,,324.16,312.33,302.54,372.27,,,,,342.33,343.34,351.84,,,,,,,,362.05,366.90,,,,,,,,,,
2014-05-18 21:53:35.635000,L8,336.76,341.88,337.77,332.14,327.58,326.32,322.72,344.33,339.20,341.05,338.50,341.89,349.19,352.23,358.33,374.99,367.02,359.31,354.90,354.31,353.04,350.35,347.67,349.42,369.61,365.99,372.07,379.54,382.51,378.30,383.29,381.55,382.51,367.10,371.22,311.02,381.13,391.29,304.44,405.75,,351.70,344.38,360.97,,,,,,,372.56,,,,,,,,,,,,
2014-06-19 21:53:47.342000,L8,333.86,338.80,335.24,333.37,328.86,327.49,322.19,324.10,336.55,339.65,310.14,334.21,343.74,348.24,355.80,376.66,362.36,356.68,350.83,350.97,349.92,346.87,351.92,,,369.85,318.04,351.17,386.13,314.51,,,,,,,383.32,,,,380.03,346.72,339.72,,,,,,,,,,,,,,,,,,,,
2014-07-05 21:53:53.692000,L8,,,,,,,,,,,,,,,,,,,,,,,334.12,341.01,355.41,,,,,,,,,,,,,,,,,279.56,322.74,350.61,,,,,,,,360.30,368.85,,,,,337.46,316.32,338.66,,,
2014-08-06 21:54:05.764000,L8,340.29,342.85,337.65,334.40,329.99,327.93,325.75,345.02,341.61,342.49,341.54,348.99,355.70,358.86,367.23,381.20,370.21,367.90,366.16,358.19,359.58,357.92,363.21,360.94,370.08,,,,,,,,,,,,381.85,,,,,364.46,363.43,,,,,,,,,,,,,,,,,,,,
2014-09-07 21:54:12.743000,L8,364.57,372.45,374.65,332.90,329.60,326.96,329.05,347.05,341.81,346.85,343.25,349.94,358.13,361.53,370.54,379.66,372.22,370.57,372.49,372.07,369.16,364.04,,,,,,,,,,,398.23,394.43,402.91,370.55,382.69,,,,,359.53,,,,,,,,,,,,,,,,,,,,,
2014-09-23 21:54:09.418000,L8,338.72,335.35,333.43,328.37,325.47,324.22,319.45,337.63,334.51,338.84,336.13,340.27,348.23,351.76,358.10,371.72,366.84,365.52,365.08,361.42,358.62,351.06,358.09,347.31,361.04,,304.62,373.16,376.67,370.89,375.88,378.16,372.22,360.25,364.40,319.49,372.88,326.85,347.92,367.39,303.40,354.01,352.43,362.36,,,,322.52,338.57,340.82,360.27,,,,,,,,,,,,
