dates,nzd0342-0000,nzd0342-0005,nzd0342-0006,nzd0342-0007,nzd0342-0008,nzd0342-0009,nzd0342-0001,nzd0342-0002,nzd0342-0003,nzd0342-0004,satname
1999-09-29 21:54:04+00:00,,,354.65,364.67,360.54,,296.6,304.64,310.71,326.91,L7
1999-12-09 21:59:45+00:00,,,349.815,354.96000000000004,354.58000000000004,365.48,296.6,304.64,310.71,326.91,L7
1999-12-25 22:00:04+00:00,311.84,,342.69,344.4666666666667,344.0466666666667,352.745,296.6,304.64,310.71,326.91,L7
2000-01-26 21:59:38+00:00,311.84,348.85,348.53499999999997,349.2875,349.20000000000005,359.91333333333336,295.69500000000005,304.645,313.195,327.15,L7
2000-11-25 21:57:10+00:00,,,343.49,345.48,349.97,367.44,,,,,L7
2000-12-04 21:51:22+00:00,,,344.70000000000005,350.68,355.805,367.58000000000004,,,,,L7
2001-01-05 21:51:28+00:00,,312.1,346.7833333333333,352.41333333333336,356.3866666666667,369.93,,,,,L7
2001-02-06 21:51:26+00:00,,312.1,348.1575,352.855,355.9525,370.915,,,,,L7
2001-05-29 21:50:49+00:00,312.08,312.1,349.71333333333337,355.31333333333333,357.94666666666666,372.0733333333333,,,,,L7
2001-09-18 21:49:29+00:00,312.08,,321.86,337.08,,359.61,,,,,L7
2001-09-25 21:55:16+00:00,312.08,,323.39,343.435,355.7,362.15,,,,,L7
2001-12-30 21:55:25+00:00,,,330.84999999999997,342.5566666666667,351.855,363.12999999999994,,,,,L7
2002-03-04 21:55:45+00:00,,,328.94,342.395,352.0533333333333,363.93,,,,,L7
2002-08-20 21:49:10+00:00,,,323.21,332.12,351.345,362.92499999999995,,,,,L7
2002-09-12 21:55:07+00:00,,,,322.33,333.20500000000004,340.385,,,,,L7
2002-10-14 21:54:55+00:00,,,,347.47,350.47,343.17333333333335,,,,343.36,L7
2002-10-30 21:54:37+00:00,,,346.8,347.99,351.7125,350.85,,,,343.36,L7
2002-12-26 21:49:23+00:00,,318.85,354.07500000000005,352.455,354.512,357.424,293.58,318.89,320.09,337.96500000000003,L7
2003-01-27 21:49:33+00:00,,318.85,352.6466666666667,353.04,354.29833333333335,357.424,293.58,318.89,320.09,337.96500000000003,L7
2003-03-07 21:55:58+00:00,,318.85,352.6466666666667,360.71750000000003,355.11,350.842,293.58,318.89,320.09,337.96500000000003,L7
2003-04-08 21:55:35+00:00,,318.85,344.625,356.61400000000003,361.73199999999997,359.6,293.58,318.89,320.09,337.96500000000003,L7
2003-12-21 21:39:43+00:00,,,339.72,343.8,351.61,357.83,,,,,L5
2005-09-28 21:55:20+00:00,,,310.93,307.61,315.2,,,,,,L5
2008-12-25 21:51:22+00:00,,,333.66,347.91,354.08,361.53,,,,,L5
2011-01-09 21:50:58+00:00,,306.31,335.8,338.0,347.22,358.23,,,,,L5
2011-02-17 21:56:48+00:00,,306.31,334.02,340.345,347.82500000000005,359.265,,,,,L5
2015-05-28 22:00:07+00:00,309.91,,,,,,287.58,301.8,307.8,,L8
2015-06-13 22:00:19+00:00,311.505,,,,,,292.04499999999996,303.11,310.51,,L8
2015-11-27 22:06:59+00:00,313.1,,342.92,346.71,351.53,357.95,296.51,304.42,313.22,,L8
2015-12-29 22:06:57+00:00,,,341.745,344.91499999999996,349.85,356.35,,,,,L8
2016-01-30 22:06:53+00:00,,,342.1766666666667,344.8566666666666,350.43,356.48333333333335,,,,,L8
2016-03-02 22:07:07+00:00,322.57,,342.1766666666667,344.8566666666666,350.43,356.48333333333335,270.98,300.62,301.23,,L8
2016-07-17 22:01:01+00:00,317.605,,337.57500000000005,340.245,350.14,356.75,283.395,303.005,305.17,,L8
2017-04-06 22:06:21+00:00,,,,336.56,347.97,,,,,,L8
2017-10-15 22:07:07+00:00,,,334.04,341.78,350.46,356.8,,,,,L8
2017-12-11 22:01:12+00:00,305.66,,340.90999999999997,346.09,352.16999999999996,359.90999999999997,285.07,301.42,310.95,,L8
2018-02-04 22:06:41+00:00,305.66,,340.90999999999997,345.32666666666665,351.97666666666663,359.0533333333333,285.07,301.42,310.95,,L8
2018-03-24 22:06:20+00:00,305.66,,336.65000000000003,344.395,351.63,358.0675,285.07,301.42,310.95,,L8
2018-08-31 22:06:47+00:00,314.37,,328.13,341.6,350.59,355.11,278.93,299.39,303.81,,L8
2018-12-21 22:06:42+00:00,314.37,,,342.01,349.56,355.63,278.93,299.39,303.81,,L8
2019-05-14 22:06:24+00:00,,,,339.225,349.56,355.63,,,,,L8
2019-06-08 22:00:50+00:00,,,,339.225,349.56,355.63,301.38,304.25,307.32,,L8
2019-08-02 22:06:53+00:00,306.73,,,336.44,,,291.79499999999996,301.41999999999996,307.16499999999996,,L8
2019-10-21 22:07:37+00:00,306.73,,318.9,325.145,314.77,322.52,291.79499999999996,301.41999999999996,307.16499999999996,,L8
2019-10-30 22:01:26+00:00,305.565,,328.395,330.8433333333333,332.34000000000003,340.955,285.50333333333333,299.6666666666667,306.84,,L8
2022-01-07 22:01:17+00:00,,,342.97,344.35,352.19,357.67,,,,,L8
2022-02-07 22:07:05+00:00,,,341.07500000000005,342.845,350.55,355.69500000000005,,,,,L9
2022-04-21 22:00:48+00:00,,,336.8333333333333,341.8733333333333,351.45,355.69500000000005,,,,,L9
2022-08-11 22:01:13+00:00,309.65,,328.35,339.93,353.25,,287.99,296.54,305.6,,L9
2022-10-21 22:07:17+00:00,307.885,,345.17,343.74,352.58,359.32,284.595,297.9,308.38,321.42,L9
2022-11-15 22:01:31+00:00,307.885,,340.97,342.21500000000003,350.025,357.13,284.595,297.9,308.38,321.42,L9
2023-01-17 22:07:06+00:00,307.885,,341.51666666666665,342.81,349.3333333333333,356.32,284.595,297.9,308.38,321.42,L8
2023-07-05 22:00:42+00:00,316.08,,342.61,337.235,347.95,354.7,295.76,303.53,309.09,323.67,L8
2023-08-14 22:00:49+00:00,312.075,,329.14,332.87,,,282.975,300.90999999999997,308.385,323.67,L9
2023-10-08 22:07:22+00:00,312.075,317.63,336.815,337.99666666666667,337.93,,282.975,300.90999999999997,308.385,330.675,L9
2024-02-21 22:07:17+00:00,340.46,315.46500000000003,337.08000000000004,340.28,332.565,336.91,,314.93,314.66,332.91499999999996,L8
2024-03-08 22:06:41+00:00,324.345,315.46500000000003,339.6366666666667,341.34,339.82666666666665,336.91,274.17,308.03999999999996,313.045,332.91499999999996,L8
2024-05-28 22:00:24+00:00,322.56333333333333,313.3,337.21000000000004,337.885,340.775,336.91,283.57000000000005,306.88,312.24333333333334,326.90999999999997,L9
