dates,satname,nzd0123-0000,nzd0123-0001,nzd0123-0002,nzd0123-0003,nzd0123-0004,nzd0123-0005
1999-08-26 22:04:44.971000,L7,366.19,296.45,341.07,347.31,348.38,360.23
1999-09-27 22:04:48.949000,L7,359.52,359.17,363.44,373.98,371.56,351.69
1999-10-22 21:58:28.758000,L7,376.28,331.39,335.45,346.43,357.00,315.88
1999-11-14 22:04:42.286000,L7,324.10,284.89,,321.51,328.26,303.60
2000-08-12 22:02:54.094000,L7,343.04,292.95,308.80,321.38,377.92,308.91
2001-01-03 22:02:12.432000,L7,399.98,383.10,395.37,430.18,432.76,
2001-01-12 21:56:06.772000,L7,360.24,345.62,357.28,329.18,336.24,343.50
2001-02-04 22:02:14.384000,L7,356.97,289.31,,315.49,325.62,296.96
2001-03-01 21:55:57.624000,L7,359.00,349.71,365.41,370.09,368.28,353.25
2001-06-05 21:55:16.607000,L7,,,,325.92,327.17,308.11
2001-08-15 22:00:38.680000,L7,324.56,305.26,,,,
2001-09-09 21:54:12.928000,L7,372.41,355.86,378.98,374.11,377.77,364.11
2001-09-25 21:54:04.740000,L7,413.80,389.23,429.33,,,
2001-10-02 22:00:04.650000,L7,373.62,297.01,311.12,342.95,329.90,348.43
2001-10-11 21:53:46.024000,L7,360.84,328.12,356.48,322.56,323.99,311.39
2001-12-30 21:54:13.275000,L7,346.82,324.79,,,,
2002-01-22 22:00:40.906000,L7,346.47,342.36,,317.07,323.18,298.59
2002-01-31 21:54:26.647000,L7,341.20,,,,,
2002-03-20 21:54:24.081000,L7,,,,,327.18,295.43
2002-04-28 22:00:38.357000,L7,,,,315.95,323.69,302.75
2002-06-15 22:00:19.658000,L7,321.70,338.57,,330.11,337.02,345.38
2002-07-01 22:00:15.186000,L7,318.89,305.20,350.61,322.41,327.83,346.33
2002-08-11 21:53:48.595000,L7,,,,334.23,329.41,340.63
2002-08-18 21:59:57.690000,L7,375.02,364.22,381.36,387.35,402.11,389.05
2002-08-27 21:53:36.267000,L7,365.49,354.98,368.75,368.43,378.68,360.10
2002-09-12 21:53:31.762000,L7,358.74,347.24,350.00,328.68,327.79,349.26
2002-09-19 21:59:35.083000,L7,349.65,299.60,,,,
2002-10-14 21:53:19.813000,L7,374.16,359.06,363.21,369.97,378.46,368.88
2002-10-21 21:59:36.443000,L7,346.78,291.16,,324.79,328.78,309.63
2002-12-01 21:53:52.985000,L7,,,416.14,397.42,388.60,402.69
2002-12-24 22:00:09.147000,L7,391.09,368.25,387.31,397.41,390.80,379.90
2003-01-18 21:54:06.301000,L7,,,,310.10,323.84,299.37
2003-01-25 22:00:18.779000,L7,362.63,333.20,346.10,350.79,357.68,332.20
2003-05-10 21:54:22.508000,L7,350.59,355.43,362.71,367.12,375.04,355.42
2003-07-21 21:42:09.884000,L5,336.23,309.64,310.19,317.98,326.93,316.98
2003-08-06 21:42:27.230000,L5,333.55,305.23,308.35,324.27,328.59,321.02
2003-08-13 21:48:45.123000,L5,,,,305.33,313.56,296.04
2003-09-07 21:43:00.591000,L5,395.69,347.71,344.93,356.53,363.07,361.12
2003-09-14 21:49:18.766000,L5,340.75,308.62,316.86,327.15,329.21,320.20
2003-10-25 21:43:40.253000,L5,329.16,297.57,301.83,309.94,323.56,312.36
2003-11-17 21:50:09.452000,L5,345.00,317.45,319.99,332.01,329.79,302.31
2004-02-14 21:44:33.705000,L5,344.51,310.47,310.53,320.49,325.83,317.29
2004-03-01 21:44:38.581000,L5,336.19,306.58,309.56,321.44,324.15,317.19
