dates,satname,nzd0577-0000,nzd0577-0001,nzd0577-0002,nzd0577-0003,nzd0577-0004
1999-08-26 22:06:20.800000,L7,129.82,166.41,171.99,34.40,153.09
1999-09-20 22:00:08.403000,L7,242.05,247.53,253.06,241.39,248.71
1999-09-27 22:06:24.836000,L7,126.44,161.85,168.44,175.30,145.93
1999-10-22 22:00:04.598000,L7,249.29,264.02,261.00,258.48,267.53
1999-11-30 22:05:47.159000,L7,184.35,172.84,173.97,236.52,214.42
1999-12-09 22:00:09.551000,L7,228.05,230.98,239.51,229.65,232.91
1999-12-16 22:05:57.846000,L7,178.02,165.27,175.30,172.96,136.24
1999-12-25 22:00:04.067000,L7,181.63,174.27,175.65,226.05,230.15
2000-01-17 22:06:11.705000,L7,176.98,172.38,235.50,233.82,212.45
2000-02-11 21:59:57.866000,L7,183.05,176.90,173.06,177.93,243.85
2000-02-18 22:06:05.064000,L7,62.23,163.26,166.40,176.93,145.49
2000-02-27 21:59:52.393000,L7,244.47,221.56,254.23,242.51,222.66
2000-03-21 22:06:01.097000,L7,180.37,177.24,173.80,177.92,227.71
2000-03-30 21:59:45.397000,L7,189.62,218.43,245.98,241.50,242.32
2000-05-01 21:59:30.586000,L7,188.11,178.67,180.38,183.00,237.44
2000-05-08 22:05:09.063000,L7,122.78,90.28,130.71,179.21,173.32
2000-05-17 21:59:19.400000,L7,,,171.90,177.29,
2000-05-24 22:04:58.537000,L7,187.25,161.06,174.17,178.30,154.40
2000-06-18 21:59:03.789000,L7,196.08,144.78,174.79,182.38,160.75
2000-07-04 21:58:50.402000,L7,194.57,183.22,180.63,182.64,113.30
2000-07-27 22:04:36.459000,L7,193.89,181.30,180.07,185.20,139.92
2000-08-12 22:04:05.961000,L7,181.82,164.23,69.41,178.07,41.85
2000-09-13 22:04:02.015000,L7,220.49,178.09,180.68,183.74,159.28
2000-11-09 21:57:33.274000,L7,227.83,200.66,233.86,231.19,234.78
2000-12-11 21:57:36.803000,L7,126.64,164.75,168.69,176.26,141.29
2001-01-03 22:03:24.303000,L7,180.72,238.27,242.83,236.03,241.93
2001-01-19 22:03:31.103000,L7,238.93,218.96,241.82,235.83,242.02
2001-02-20 22:03:48.640000,L7,21.93,164.28,164.31,173.53,146.33
2001-04-02 21:57:18.479000,L7,,129.05,161.69,182.58,146.19
2001-05-20 21:57:04.892000,L7,196.65,184.79,189.27,184.41,179.42
2001-05-27 22:02:48.377000,L7,190.37,137.46,158.71,178.83,160.54
2001-06-05 21:56:52.440000,L7,193.72,134.79,186.39,80.43,
2001-06-28 22:02:45.013000,L7,193.97,111.04,127.17,185.81,171.02
2001-07-07 21:56:36.067000,L7,198.97,188.85,194.49,186.87,187.83
2001-07-14 22:02:21.695000,L7,191.75,131.52,157.11,180.75,93.31
2001-08-08 21:56:12.984000,L7,,168.36,152.81,178.87,149.05
2001-08-15 22:02:14.505000,L7,185.98,174.96,173.52,178.85,157.62
2001-09-25 21:55:40.572000,L7,247.09,215.74,247.96,241.00,246.37
2001-10-02 22:01:40.483000,L7,184.89,178.30,178.44,183.72,157.12
2001-10-11 21:55:21.747000,L7,126.02,66.45,,,
2001-11-03 22:01:46.660000,L7,260.38,259.60,249.37,236.55,236.26
2001-12-30 21:55:49.115000,L7,217.56,220.06,171.48,174.20,212.79
2002-01-15 21:55:59.365000,L7,116.71,73.93,172.75,177.42,145.14
2002-03-04 21:56:09.860000,L7,191.34,181.67,182.84,182.44,176.14
2002-03-27 22:01:49.448000,L7,,,164.45,167.73,145.75
2002-05-07 21:56:03.729000,L7,92.02,40.33,177.99,181.38,168.97
2002-05-30 22:01:37.827000,L7,188.14,,154.99,177.45,121.20
2002-07-17 22:01:20.506000,L7,191.41,53.06,179.71,181.37,170.69
2002-08-02 22:01:13.191000,L7,82.31,68.02,116.28,181.82,155.70
2002-08-18 22:01:33.502000,L7,268.17,273.14,261.95,272.27,278.04
2002-08-27 21:55:12.096000,L7,192.72,182.63,191.25,236.74,237.51
2002-09-12 21:55:07.575000,L7,244.04,248.53,253.95,243.90,247.35
2002-10-05 22:01:07.311000,L7,176.87,169.74,170.06,176.50,151.67
2002-10-14 21:54:55.882000,L7,172.68,165.79,167.73,170.89,145.61
2002-10-21 22:00:48.324000,L7,,,165.01,171.17,134.86
2002-10-30 21:55:01.471000,L7,,,154.29,164.81,132.73
2002-11-22 22:01:09.678000,L7,179.43,172.22,172.69,175.54,150.46
2003-01-25 22:01:30.681000,L7,269.17,266.01,263.88,255.07,254.56
2003-02-19 21:55:54.479000,L7,179.16,171.01,175.93,227.21,228.55
2003-03-07 21:55:58.558000,L7,177.24,175.25,174.42,172.68,154.88
2003-03-14 22:01:44.544000,L7,133.14,174.79,239.59,232.65,242.55
2003-03-23 21:55:52.571000,L7,187.82,179.28,183.16,181.85,169.40
2003-04-08 21:55:59.443000,L7,194.53,187.45,201.16,248.80,246.87
2003-04-15 22:02:09.929000,L7,226.68,233.65,183.45,181.29,230.46
2003-07-21 21:43:45.776000,L5,,,170.66,164.86,145.24
2003-08-29 21:50:14.179000,L5,189.33,166.42,177.96,182.72,188.70
2003-08-29 21:50:38.152000,L5,146.28,135.61,175.48,180.45,185.08
2003-09-30 21:50:42.209000,L5,148.23,165.94,170.13,181.45,178.96
2003-10-16 21:50:55.996000,L5,190.10,174.91,164.44,175.80,179.96
2003-12-03 21:51:55.424000,L5,97.66,144.31,160.08,173.10,171.62
2004-01-04 21:51:46.048000,L5,,140.46,171.82,178.17,183.17
2004-02-05 21:52:16.959000,L5,,,154.08,172.72,177.78
2004-04-09 21:52:31.725000,L5,,,170.84,170.06,163.56
2004-04-18 21:47:01.335000,L5,,,178.01,181.72,180.26
2004-07-07 21:49:21.098000,L5,195.85,173.54,194.99,184.35,196.65
2004-07-14 21:55:18.989000,L5,,,173.54,163.28,158.46
2004-07-14 21:55:43.104000,L5,,,176.34,167.29,162.52
2004-07-23 21:49:45.084000,L5,179.83,,183.41,180.30,176.57
2004-07-30 21:55:39.919000,L5,102.08,,33.16,175.08,173.61
2004-08-15 21:56:25.603000,L5,184.60,,175.31,179.56,178.81
2004-08-24 21:50:29.935000,L5,,,179.30,180.23,179.72
2004-09-16 21:56:53.497000,L5,,,164.08,172.49,171.79
2004-09-25 21:51:19.231000,L5,134.50,119.07,4.40,180.00,187.46
2004-10-18 21:57:35.668000,L5,158.45,109.89,19.16,185.35,184.37
2004-11-19 21:58:07.046000,L5,,160.13,172.81,180.92,168.29
2005-01-06 21:59:00.856000,L5,118.22,163.95,176.65,178.42,171.28
2005-01-15 21:53:21.356000,L5,,161.36,170.22,177.12,182.42
2005-02-23 22:00:07.370000,L5,115.65,150.57,178.42,181.93,194.71
2005-03-04 21:54:04.136000,L5,,154.09,174.56,175.77,182.85
2005-03-27 22:00:03.252000,L5,,153.20,176.32,176.14,177.17
2005-04-05 21:54:19.058000,L5,,148.47,177.41,180.09,183.01
2005-04-12 22:00:30.943000,L5,183.61,163.80,182.84,186.91,195.94
2005-04-21 21:54:22.812000,L5,188.98,174.20,182.72,189.01,191.35
2005-05-23 21:54:36.577000,L5,191.78,173.60,191.74,188.23,198.46
2005-05-30 22:00:27.276000,L5,,,180.35,180.65,181.92
2005-06-08 21:54:44.925000,L5,,,177.78,173.96,157.09
2005-06-15 22:00:58.430000,L5,,,98.13,162.21,149.95
2005-07-01 22:00:38.183000,L5,,,181.85,175.29,177.88
2005-08-27 21:55:20.007000,L5,183.50,,176.32,180.17,185.35
2005-09-12 21:55:22.413000,L5,134.15,128.44,13.83,177.23,183.21
2005-09-19 22:01:32.820000,L5,175.54,161.29,165.79,170.14,173.83
2005-09-28 21:55:20.450000,L5,184.37,174.36,175.82,182.15,190.06
2005-10-05 22:01:29.249000,L5,148.74,121.99,172.14,180.02,181.90
2005-10-30 21:55:15.307000,L5,176.05,163.01,166.31,173.88,175.94
2005-11-22 22:01:34.747000,L5,,,155.71,167.79,177.88
2006-01-25 22:03:29.142000,L5,,,154.21,152.21,153.72
2006-02-19 21:57:51.685000,L5,182.42,172.45,176.58,181.48,184.64
2006-02-26 22:03:47.179000,L5,174.42,154.76,169.06,175.97,171.96
2006-05-17 22:05:09.745000,L5,160.57,,180.24,178.47,176.96
2006-08-21 22:06:55.521000,L5,190.28,173.86,184.95,188.55,195.82
2006-09-15 22:01:03.273000,L5,184.54,170.75,173.11,177.74,178.55
2006-09-22 22:06:54.827000,L5,186.95,173.23,167.13,172.76,174.07
2006-09-22 22:07:18.800000,L5,192.66,177.25,172.33,177.84,179.93
2006-10-24 22:07:14.438000,L5,184.58,164.47,173.08,181.86,185.36
2006-10-24 22:07:38.411000,L5,,,165.06,177.13,173.24
2006-11-02 22:01:32.743000,L5,179.72,168.59,175.82,178.88,180.86
2006-12-11 22:08:04.096000,L5,,155.72,170.45,178.65,178.38
2007-01-05 22:02:04.371000,L5,,134.04,172.33,167.59,170.75
2007-01-21 22:02:09.591000,L5,180.91,156.00,172.72,168.12,166.40
2007-02-13 22:08:23.117000,L5,,146.55,24.25,174.85,176.19
2007-09-09 22:06:09.271000,L5,,,172.07,178.55,181.42
2007-09-09 22:06:33.244000,L5,,,171.63,176.58,79.53
2008-03-03 22:03:15.875000,L5,,,154.32,161.29,111.55
2008-10-29 21:56:36.227000,L5,185.00,167.88,174.17,182.08,175.69
2008-10-29 21:57:00.343000,L5,156.84,106.94,34.56,181.96,176.02
2008-12-09 21:51:18.382000,L5,,137.57,169.86,174.17,176.70
2009-02-02 21:58:34.187000,L5,,101.82,156.85,161.22,161.65
2009-02-02 21:58:58.159000,L5,,,152.92,158.06,152.51
2009-02-18 21:58:58.554000,L5,,97.30,158.62,161.29,160.62
2010-01-29 21:58:05.346000,L5,,133.41,158.01,171.32,168.92
2010-02-05 22:03:53.684000,L5,,118.14,161.14,166.63,157.39
2010-02-05 22:04:17.799000,L5,119.77,142.12,168.20,174.02,173.63
2010-02-21 22:03:56.549000,L5,14.76,125.17,163.50,167.55,163.22
2010-02-21 22:04:20.664000,L5,16.61,125.64,163.30,167.41,162.15
2010-10-03 22:03:04.727000,L5,189.82,179.41,171.59,176.24,171.75
2010-10-12 21:57:13.086000,L5,,171.50,169.18,174.21,172.43
2010-11-04 22:02:50.090000,L5,52.25,18.35,148.92,183.79,186.64
2011-01-07 22:02:56.182000,L5,13.04,77.82,32.25,35.65,11.10
2011-01-07 22:03:20.155000,L5,176.12,147.09,159.04,168.75,165.72
2011-02-08 22:02:59.125000,L5,111.76,139.18,166.97,167.55,171.12
2011-02-08 22:03:23.241000,L5,121.42,148.50,171.87,173.99,177.62
2011-02-17 21:57:12.898000,L5,116.18,153.68,177.32,181.04,184.82
2011-03-12 22:02:55.330000,L5,102.30,146.60,167.40,177.55,177.71
2011-03-12 22:03:19.303000,L5,103.44,147.31,169.44,177.62,180.28
2011-09-04 22:01:39.379000,L5,,163.59,174.95,174.01,169.18
2011-09-13 21:55:45.838000,L5,,174.26,180.64,180.18,177.14
2013-04-11 22:09:26.995000,L8,,,175.37,177.74,36.96
2013-05-29 22:09:17.297000,L8,202.42,192.72,194.39,190.71,195.55
2013-06-05 22:15:03.120000,L8,205.68,194.35,201.01,194.61,195.46
2013-07-07 22:15:00.081000,L8,200.73,189.97,190.51,189.22,193.46
2013-07-07 22:15:24.044000,L8,200.27,189.15,190.07,188.74,192.36
2013-07-23 22:14:58.777000,L8,,,164.81,178.34,
2013-07-23 22:15:22.744000,L8,197.27,160.43,67.97,186.62,109.03
2013-09-02 22:09:16.475000,L8,187.26,,178.73,176.50,140.40
2013-09-25 22:14:53.099000,L8,194.38,183.69,25.58,29.80,74.96
2013-09-25 22:15:17.057000,L8,193.89,183.58,25.15,29.22,39.46
2013-10-27 22:14:43.714000,L8,186.46,176.32,175.10,174.99,146.41
2013-11-12 22:15:08.029000,L8,187.23,178.31,174.69,176.54,169.85
2013-11-28 22:14:37.848000,L8,183.40,,68.82,174.49,94.19
2013-12-14 22:14:33.459000,L8,193.82,180.95,185.10,184.26,184.06
2013-12-14 22:14:57.422000,L8,,,169.84,172.44,130.16
2013-12-30 22:14:25.215000,L8,129.13,,176.60,174.71,141.50
2014-01-24 22:08:21.364000,L8,,,173.67,172.73,135.34
2014-01-31 22:14:04.661000,L8,131.33,100.95,177.60,177.17,148.85
2014-02-09 22:08:09.113000,L8,189.06,178.82,179.45,178.76,175.48
2014-02-16 22:13:50.683000,L8,113.15,,176.63,176.73,145.89
2014-02-16 22:14:14.638000,L8,181.15,,177.03,176.73,85.37
2014-03-13 22:07:45.256000,L8,192.80,184.75,186.68,184.46,182.82
2014-03-20 22:13:25.653000,L8,188.32,180.17,35.15,45.21,70.79
2014-03-20 22:13:49.616000,L8,194.03,186.90,191.81,185.39,187.89
2014-04-05 22:13:10.561000,L8,200.51,192.11,198.66,188.74,193.93
2014-04-05 22:13:34.516000,L8,163.07,106.07,180.81,179.72,173.67
2014-04-30 22:06:58.400000,L8,191.61,181.69,180.29,180.73,174.34
2014-05-07 22:12:37.911000,L8,198.26,183.92,181.20,32.32,66.16
2014-05-16 22:06:45.666000,L8,164.57,181.33,178.99,46.31,152.16
2014-06-01 22:06:50.694000,L8,162.19,159.98,62.77,40.47,99.02
2014-07-03 22:07:01.995000,L8,160.33,153.93,57.83,38.57,98.43
2014-07-26 22:13:18.997000,L8,,,177.81,178.90,146.22
2014-08-04 22:07:14.381000,L8,162.88,157.82,54.73,47.68,88.62
2014-08-11 22:13:03.844000,L8,146.71,160.54,58.56,182.59,170.97
2014-08-27 22:13:05.288000,L8,,,171.39,175.65,
2014-08-27 22:13:29.246000,L8,191.78,164.68,177.49,178.90,143.51
2014-09-05 22:07:21.754000,L8,191.51,180.05,177.55,178.47,173.61
2014-09-28 22:13:08.778000,L8,153.24,144.55,19.19,180.57,181.17
2014-09-28 22:13:32.732000,L8,112.30,151.82,31.93,31.58,74.92
2014-10-07 22:07:25.795000,L8,150.63,146.52,22.45,24.98,179.27
2014-10-14 22:13:14.573000,L8,193.26,183.37,180.37,181.30,179.52
2014-10-14 22:13:38.532000,L8,185.20,177.26,171.34,174.17,135.82
2014-11-08 22:07:28.004000,L8,190.11,183.10,183.43,181.05,179.71
2014-11-15 22:13:13.466000,L8,159.15,151.76,20.59,180.08,176.05
2014-11-15 22:13:37.425000,L8,191.43,179.71,177.80,180.35,176.61
2014-12-01 22:13:12.181000,L8,190.15,180.84,22.45,29.97,21.01
2014-12-01 22:13:36.144000,L8,192.97,185.65,181.81,182.11,184.43
2014-12-26 22:07:18.944000,L8,187.66,,67.65,171.03,173.13
2015-01-02 22:13:02.831000,L8,184.92,,175.87,176.56,82.82
2015-01-11 22:07:16.745000,L8,191.12,179.54,176.86,177.87,175.65
2015-01-27 22:07:11.201000,L8,197.44,189.93,191.01,187.26,195.75
2015-02-12 22:07:03.113000,L8,198.51,189.23,188.14,186.72,195.35
2015-02-19 22:12:49.582000,L8,132.74,37.38,64.92,46.73,23.18
2015-02-19 22:13:13.545000,L8,132.67,175.51,174.64,176.56,151.75
2015-02-28 22:07:00.305000,L8,182.22,94.95,173.98,177.23,43.95
2015-03-07 22:12:42.077000,L8,,102.50,177.66,180.71,152.17
2015-03-23 22:12:32.997000,L8,192.13,180.10,172.30,100.82,27.94
2015-03-23 22:12:56.955000,L8,192.08,180.33,172.50,101.65,28.14
2015-04-01 22:06:37.659000,L8,133.56,179.45,176.72,180.10,85.35
2015-05-10 22:12:04.351000,L8,,,177.32,179.91,147.16
2015-05-19 22:06:16.557000,L8,,,179.38,179.96,172.62
2015-05-26 22:12:05.002000,L8,201.38,192.69,194.06,188.89,190.34
2015-05-26 22:12:28.969000,L8,196.94,188.38,185.90,184.99,183.78
2015-06-20 22:06:32.847000,L8,192.69,,177.87,179.44,145.84
2015-06-27 22:12:22.174000,L8,197.69,160.88,187.75,184.20,176.26
2015-07-22 22:06:49.445000,L8,169.86,164.93,69.74,61.27,97.47
2015-07-29 22:13:01.696000,L8,159.39,159.78,68.82,47.60,84.54
2015-09-08 22:07:06.448000,L8,198.90,190.17,192.45,187.33,194.85
2015-09-24 22:07:13.635000,L8,197.05,188.79,186.81,186.30,189.04
2015-10-10 22:07:14.813000,L8,160.50,151.42,57.26,47.61,75.26
2015-11-27 22:07:23.156000,L8,190.77,183.36,182.36,182.52,184.82
2015-12-04 22:13:09.054000,L8,179.31,,65.17,174.74,143.50
2015-12-13 22:07:21.432000,L8,131.09,,66.03,176.14,151.07
2015-12-20 22:13:09.373000,L8,198.49,195.99,211.19,208.55,235.93
2015-12-20 22:13:33.327000,L8,198.50,195.95,211.15,209.18,236.09
2016-01-05 22:13:05.152000,L8,159.82,180.66,178.01,178.15,173.17
2016-01-05 22:13:29.107000,L8,193.73,189.02,189.67,185.70,189.19
2016-01-21 22:13:05.936000,L8,188.02,92.57,175.41,178.16,148.13
2016-02-06 22:13:01.784000,L8,160.24,149.26,176.46,177.48,155.64
2016-02-06 22:13:25.747000,L8,191.71,186.17,183.33,182.85,184.22
2016-03-02 22:07:07.398000,L8,163.88,101.78,60.73,46.63,72.15
2016-03-09 22:12:52.770000,L8,,,161.41,171.45,132.13
2016-04-10 22:12:37.539000,L8,188.45,181.17,177.28,178.49,172.67
2016-04-10 22:13:01.493000,L8,188.99,,177.47,178.85,153.07
2016-04-19 22:06:46.856000,L8,186.93,180.68,70.64,178.57,146.93
2016-04-26 22:12:33.098000,L8,112.79,37.06,61.56,48.82,69.80
2016-04-26 22:12:57.053000,L8,199.00,191.69,196.76,188.73,192.68
2016-05-05 22:06:50.290000,L8,168.74,183.14,180.74,50.86,173.14
2016-05-12 22:12:32.560000,L8,192.71,164.01,181.30,181.08,153.58
2016-05-12 22:12:56.523000,L8,193.27,185.02,182.47,181.85,109.49
2016-06-13 22:12:42.546000,L8,168.02,167.84,73.86,38.63,107.36
2016-06-13 22:13:06.505000,L8,168.05,167.14,71.99,35.89,92.12
2016-07-08 22:07:08.628000,L8,192.78,,180.21,180.56,160.54
2016-07-15 22:12:58.211000,L8,172.12,101.25,33.03,184.87,183.84
2016-07-15 22:13:22.170000,L8,170.78,160.92,31.21,186.23,188.57
2016-07-24 22:07:13.819000,L8,194.19,185.39,64.78,183.67,92.51
2016-07-31 22:13:01.890000,L8,159.44,159.08,29.08,185.45,187.00
2016-08-09 22:07:15.795000,L8,194.58,185.03,183.13,184.38,179.51
2016-08-16 22:13:05.571000,L8,193.38,184.13,182.14,181.72,174.68
2016-08-16 22:13:29.538000,L8,194.20,159.59,183.63,182.94,43.12
2016-09-10 22:07:27.365000,L8,190.00,180.12,69.15,178.81,172.91
2016-10-12 22:07:33.085000,L8,193.24,184.77,181.33,182.93,183.05
2016-10-19 22:13:21.341000,L8,158.48,154.16,67.27,177.88,173.34
2016-12-15 22:07:29.991000,L8,134.11,96.76,174.55,176.21,146.07
2016-12-22 22:13:14.982000,L8,188.54,179.88,174.02,178.06,173.40
2017-01-16 22:07:22.953000,L8,,,173.41,175.36,142.45
2017-01-23 22:13:07.208000,L8,112.12,98.79,174.27,175.83,142.80
2017-01-23 22:13:31.167000,L8,130.83,103.91,175.13,176.63,143.74
