dates,satname,nzd0046-0000,nzd0046-0001,nzd0046-0002,nzd0046-0003,nzd0046-0004,nzd0046-0005,nzd0046-0006,nzd0046-0007,nzd0046-0008,nzd0046-0009,nzd0046-0010,nzd0046-0011,nzd0046-0012,nzd0046-0013,nzd0046-0014,nzd0046-0015,nzd0046-0016,nzd0046-0017,nzd0046-0018,nzd0046-0019,nzd0046-0020,nzd0046-0021,nzd0046-0022,nzd0046-0023,nzd0046-0024,nzd0046-0025,nzd0046-0026,nzd0046-0027,nzd0046-0028,nzd0046-0029,nzd0046-0030,nzd0046-0031,nzd0046-0032,nzd0046-0033,nzd0046-0034,nzd0046-0035,nzd0046-0036,nzd0046-0037,nzd0046-0038,nzd0046-0039,nzd0046-0040,nzd0046-0041,nzd0046-0042,nzd0046-0043,nzd0046-0044,nzd0046-0045,nzd0046-0046,nzd0046-0047,nzd0046-0048,nzd0046-0049,nzd0046-0050,nzd0046-0051,nzd0046-0052,nzd0046-0053,nzd0046-0054,nzd0046-0055,nzd0046-0056,nzd0046-0057,nzd0046-0058,nzd0046-0059,nzd0046-0064,nzd0046-0065,nzd0046-0066,nzd0046-0067,nzd0046-0068,nzd0046-0069,nzd0046-0070,nzd0046-0071,nzd0046-0072,nzd0046-0075,nzd0046-0076,nzd0046-0077,nzd0046-0078,nzd0046-0079,nzd0046-0080,nzd0046-0081,nzd0046-0082,nzd0046-0083,nzd0046-0084,nzd0046-0085,nzd0046-0086,nzd0046-0087,nzd0046-0088,nzd0046-0089,nzd0046-0090,nzd0046-0091,nzd0046-0092,nzd0046-0093,nzd0046-0094,nzd0046-0060,nzd0046-0061,nzd0046-0062,nzd0046-0063,nzd0046-0073,nzd0046-0074
2002-03-18 22:06:22.131000,L7,,509.19,501.62,555.80,242.11,252.19,260.77,266.83,228.77,219.30,231.68,215.83,235.04,236.65,238.51,188.91,184.14,228.88,528.38,496.95,487.67,493.37,506.96,495.59,517.78,504.08,491.25,499.18,509.03,519.78,546.62,,,,,,235.02,249.31,250.84,234.97,,,,,,,,,,,,,,,,237.09,231.72,233.96,,,,,,378.80,379.18,538.33,551.88,528.63,518.08,,,,,,,,,,,,,,,424.26,422.27,425.53,408.12,,,,,,,528.00,528.15
2002-10-28 22:05:22.323000,L7,223.93,217.55,214.62,245.23,221.98,239.43,218.26,236.32,231.70,230.26,230.90,231.50,236.51,248.94,277.61,267.80,249.37,233.49,263.38,243.88,213.57,217.32,230.05,229.15,230.38,242.47,238.48,242.02,201.46,215.42,224.99,222.21,229.92,211.82,210.73,431.08,381.74,385.12,226.07,246.82,254.11,223.24,233.15,226.91,208.75,513.42,432.02,466.39,442.79,440.62,204.74,187.62,175.54,227.96,192.55,207.08,228.80,224.32,215.42,177.58,435.68,424.55,211.58,214.08,208.01,207.37,212.05,221.45,221.85,502.07,218.12,230.26,228.80,231.80,217.02,216.72,212.57,209.81,211.83,238.45,225.73,352.50,372.91,328.39,226.65,216.46,220.25,210.44,212.56,,,,,,
2002-11-13 22:05:30.425000,L7,,,200.80,185.79,187.73,219.75,217.70,228.09,216.86,221.80,198.37,211.60,203.20,203.71,209.78,204.51,202.12,193.37,189.43,210.98,213.64,216.20,215.01,224.48,206.02,,467.19,465.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.56,485.83,534.93,479.60,466.64,,,,,,,,,,,,,454.42,439.37,447.84,,,,,,,472.27,506.38,,,514.18,498.52,,490.94,516.99,508.37,,
2002-12-31 22:05:56.221000,L7,,535.60,495.90,512.30,528.70,523.50,520.54,470.69,450.44,,,,,544.37,531.57,389.19,562.65,485.39,516.19,509.05,321.75,333.74,411.66,428.29,472.45,495.97,463.41,501.99,510.78,515.66,535.02,529.13,424.49,514.45,471.72,529.51,328.32,342.60,341.90,347.58,362.36,411.42,327.79,380.18,435.98,487.76,494.76,372.14,311.71,303.41,305.72,381.09,,514.52,513.17,537.31,509.27,507.53,495.30,478.35,427.61,453.71,537.81,519.23,543.50,537.53,507.43,511.20,415.27,359.84,363.42,373.30,369.26,367.03,365.60,348.48,356.47,371.89,369.96,552.46,,,497.94,434.21,370.10,404.61,418.14,442.40,540.13,464.72,400.24,385.00,470.82,504.29,348.13
2003-01-16 22:06:02.914000,L7,259.73,296.85,312.97,318.19,325.84,248.60,418.35,253.72,242.89,241.30,337.29,314.62,312.86,285.70,320.54,343.03,299.82,312.47,323.26,310.54,310.44,311.41,330.95,293.16,248.84,303.84,341.94,282.27,321.35,268.69,273.55,291.17,268.51,337.71,345.99,276.48,249.62,242.04,281.37,307.92,287.18,284.30,255.58,261.39,376.00,402.45,362.32,298.58,318.21,249.01,286.75,333.20,269.93,274.52,287.34,371.86,343.41,392.34,255.13,250.66,337.73,326.04,357.13,234.48,359.64,359.77,396.39,328.01,321.37,374.66,352.52,364.67,249.25,337.20,338.84,333.64,344.41,332.91,285.04,284.19,286.81,284.97,,,,,,403.64,407.81,385.02,343.93,358.84,278.79,354.64,370.34
2003-03-21 22:06:15.912000,L7,346.55,332.85,,,,,535.11,533.45,,,,,,,430.50,506.70,495.27,479.70,445.22,501.48,521.45,509.56,512.58,562.40,521.39,516.58,492.44,511.15,440.86,436.60,413.14,,,,,,457.17,487.99,384.45,522.29,236.53,235.55,274.77,324.68,361.83,,394.11,404.80,399.11,386.69,459.28,475.98,476.00,401.33,404.37,397.57,,,,427.62,,277.61,372.86,380.27,375.60,348.59,,392.56,399.00,,,,432.09,486.01,404.19,,,,,,292.30,308.70,336.14,,,,374.69,390.38,418.62,414.89,421.95,389.17,386.76,389.89,
2003-04-06 22:06:21.012000,L7,,,,507.05,428.43,342.08,349.67,346.32,341.14,506.39,241.81,400.55,425.10,425.73,245.94,185.89,181.19,339.86,263.64,237.33,545.33,530.54,507.33,503.32,464.06,,511.77,515.58,520.06,532.56,,326.22,374.91,379.94,365.97,,,,,,,380.93,318.55,522.17,523.43,544.78,536.70,500.25,,,,412.19,402.43,435.07,411.38,440.36,438.85,543.89,540.66,527.65,,,,,,,393.98,492.02,461.24,515.10,493.69,343.10,341.27,337.11,537.86,501.45,458.24,349.28,347.08,349.70,348.05,352.69,246.39,256.76,263.86,433.12,424.73,427.91,481.18,560.37,553.00,486.77,,455.85,485.82
2003-04-22 22:06:19.091000,L7,453.36,256.61,216.87,478.22,395.50,353.03,,,501.29,529.25,532.60,474.57,485.31,548.76,521.38,505.28,294.77,223.06,264.96,261.09,179.21,526.38,535.03,381.72,525.40,520.72,519.32,502.94,524.15,544.64,178.90,304.40,267.62,265.14,515.77,505.40,503.24,490.18,512.71,284.37,260.47,211.84,496.78,518.50,505.37,373.92,302.80,425.36,531.33,489.57,515.66,537.73,421.27,466.44,476.22,489.58,429.43,475.36,487.76,501.85,,,,,,,,,279.28,448.53,517.73,530.21,498.66,501.32,482.63,477.98,458.56,471.66,525.39,516.91,453.94,553.68,471.59,512.58,539.11,,,,,507.42,208.92,240.09,,297.33,259.30
2003-12-26 21:56:18.593000,L5,191.90,194.20,188.36,199.79,202.44,214.06,213.67,220.26,226.80,229.16,227.60,227.65,222.58,227.98,228.19,223.88,218.44,215.97,225.08,232.05,225.18,227.53,228.22,233.18,225.76,199.37,204.50,192.49,200.07,208.57,211.47,216.70,231.06,235.18,253.67,224.68,218.71,218.77,215.99,212.19,205.66,211.21,216.08,207.86,204.50,209.11,211.17,210.85,206.02,205.15,208.08,211.42,203.31,207.12,212.84,220.05,222.22,217.25,218.15,233.23,230.19,214.56,199.60,186.46,197.28,198.66,201.32,205.38,207.22,249.49,250.13,235.97,221.97,219.67,211.82,196.55,196.51,202.82,215.95,211.23,209.98,217.31,232.61,229.55,234.15,230.61,231.33,237.58,253.57,237.08,234.41,221.92,224.30,222.51,241.68
2004-04-16 21:57:19.749000,L5,516.55,,225.72,263.80,212.22,205.27,193.17,200.88,209.25,207.02,200.95,213.34,214.37,228.29,221.28,228.33,222.35,226.10,231.07,212.45,198.94,219.08,219.67,217.95,232.34,226.04,222.76,222.44,248.17,236.69,226.54,208.48,253.73,242.02,294.35,277.55,225.72,225.63,208.80,215.39,247.45,261.39,294.00,237.64,,252.85,209.85,211.77,223.35,275.54,241.32,252.68,265.03,197.66,217.99,217.48,226.40,235.96,232.75,206.94,252.83,225.59,258.74,214.03,199.77,204.96,239.73,265.13,300.45,231.16,257.96,318.50,252.57,237.91,232.22,232.11,240.31,256.91,239.42,246.81,218.30,222.10,229.28,219.79,221.10,234.71,237.22,237.26,260.40,214.51,217.98,235.24,230.56,371.01,233.75
2004-05-18 21:58:14.785000,L5,189.72,192.41,193.43,200.22,201.67,201.64,204.08,195.09,205.26,209.41,217.37,208.04,208.61,212.90,218.03,211.95,210.28,212.77,203.60,189.15,195.89,195.84,196.58,191.10,197.04,190.76,192.65,178.97,191.99,193.82,204.08,209.38,211.78,204.87,205.87,207.55,209.57,215.28,203.92,195.54,204.80,211.21,195.74,195.52,191.93,194.13,180.07,192.51,205.08,185.05,187.36,,,,182.62,201.76,219.03,219.15,214.42,198.56,191.97,204.74,197.15,197.11,200.37,206.24,205.00,217.90,211.32,211.22,217.62,217.79,209.69,212.80,207.09,207.22,216.38,216.19,212.71,224.03,205.06,215.06,219.18,211.26,218.90,209.08,208.60,222.07,212.11,,,192.92,199.97,207.15,202.78
2004-08-06 22:00:22.463000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.19,186.68,187.85,192.32,188.89,187.61,184.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-13 22:03:41.143000,L5,228.12,234.15,215.55,220.81,212.91,212.38,211.36,221.82,228.60,241.76,240.01,246.84,245.16,255.84,260.51,228.54,219.31,213.15,218.25,216.12,206.72,210.13,226.20,230.21,241.35,237.11,227.02,220.82,201.70,199.26,209.04,217.53,216.88,217.34,219.49,223.50,219.62,221.01,226.48,217.39,233.44,245.45,226.56,216.29,213.05,212.96,201.53,201.64,202.42,218.27,227.84,224.07,224.62,226.71,243.94,249.02,231.33,233.22,223.82,218.69,223.81,217.62,225.16,227.46,231.01,227.77,217.72,214.97,221.16,225.68,226.82,236.73,243.66,239.31,241.23,243.22,244.03,235.68,228.77,205.96,206.17,214.95,223.19,225.19,234.46,239.45,248.63,240.86,232.27,209.86,210.80,211.54,223.40,222.44,225.72
2005-02-14 22:04:09.465000,L5,,,,,,,,,,,,,218.68,190.68,198.60,197.76,194.62,189.81,187.70,185.82,176.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-02 22:04:24.338000,L5,,,,,,,,,,,,,181.79,187.61,181.67,184.63,184.78,188.83,186.36,183.89,173.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.07,182.85,186.02,186.00,,,,,,,,,,,,,,,,,,,,,,182.87,180.11
2005-04-03 22:04:40.528000,L5,,,,,,,184.07,187.92,185.92,190.51,190.17,191.19,190.03,189.71,186.29,182.39,180.40,,,,,,,,,,,,,,,,185.50,186.57,184.46,186.07,184.66,187.71,182.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.78,186.94,190.46,190.05,183.78,186.13,177.29,,,,,,,180.36,187.55,187.53,190.13,185.40,187.21,183.67,,,,,,181.15
2005-04-19 22:04:43.597000,L5,,,,,,,,,,187.23,186.65,188.57,192.53,196.41,192.51,190.36,182.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.51,179.72,184.85,181.88,180.95,,,,,,,,,,,,,,,,,,,,,179.98
2005-06-06 22:05:05.724000,L5,,,,177.79,198.64,185.84,188.93,197.44,193.80,197.82,203.35,196.31,198.97,204.31,209.01,207.42,198.29,198.87,198.46,191.64,186.39,184.54,187.38,193.95,,,,,,185.89,190.28,190.56,191.54,191.02,199.40,193.91,189.71,207.81,182.91,200.35,188.61,189.27,192.53,205.54,186.94,171.50,,,,,,,,,,,,,,,,,,,,250.09,274.85,262.15,192.11,201.75,195.08,204.66,265.93,242.16,196.97,203.19,189.40,282.89,183.21,191.89,188.99,204.43,203.45,262.60,198.19,236.45,194.78,204.13,217.92,,,,,201.29,198.54
2005-08-25 22:05:41.221000,L5,,,,,,,,,,180.12,184.17,196.68,204.91,203.70,199.34,196.80,189.62,192.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-25 22:10:20.606000,L5,208.83,206.89,234.91,405.31,413.75,246.95,229.69,236.60,215.02,227.66,228.68,246.23,251.76,268.44,292.12,267.03,362.92,366.94,296.32,244.52,219.69,223.89,253.83,278.57,238.71,256.50,251.48,272.48,230.45,264.95,259.29,262.90,252.05,235.27,253.26,228.94,231.94,235.77,229.27,219.91,239.43,232.77,238.00,214.11,240.55,252.50,222.06,256.78,252.08,214.47,219.68,197.20,219.47,273.92,291.68,317.60,327.55,290.84,261.29,280.93,222.97,277.27,281.20,244.29,231.89,250.28,279.33,273.61,357.79,312.66,293.40,254.20,256.20,282.69,328.91,322.25,320.65,385.33,326.69,336.53,290.06,275.81,244.18,514.91,329.73,354.22,329.36,470.41,467.81,312.62,312.85,251.99,262.06,350.99,315.86
2006-08-12 22:10:59.603000,L5,,,,,,,,,,183.29,186.75,182.60,187.83,196.46,196.80,190.55,186.34,190.25,185.01,187.31,170.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.72,183.64,176.87,190.95,200.10,185.91,184.07,182.91,182.64,,,,,,,,,,,344.84,295.49,452.52,184.81,,,,,180.28,185.74
2006-09-13 22:11:23.474000,L5,,,,,,,,,,185.46,185.40,187.16,194.11,187.13,182.99,179.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-02 22:12:34.352000,L5,178.25,215.42,219.65,208.09,213.77,218.57,208.39,214.25,214.46,220.12,224.95,227.82,231.15,236.27,235.55,232.63,216.78,217.41,221.80,215.06,204.44,202.50,198.59,215.90,215.75,209.18,204.02,205.80,204.86,210.08,218.43,213.35,213.05,214.59,214.94,210.90,208.71,207.56,219.59,221.71,222.90,215.86,208.58,209.47,199.78,193.89,187.52,181.63,195.90,181.27,,,,192.97,206.46,203.51,209.88,216.37,217.79,200.71,219.45,203.07,201.09,202.61,195.65,207.99,213.24,213.15,224.92,218.69,209.79,203.79,198.03,201.30,203.22,207.98,186.47,177.33,197.34,206.02,205.86,215.64,217.54,224.20,222.37,219.94,217.20,217.77,208.16,,,190.82,192.31,223.31,219.58
