dates,satname,nzd0046-0000,nzd0046-0001,nzd0046-0002,nzd0046-0003,nzd0046-0004,nzd0046-0005,nzd0046-0006,nzd0046-0007,nzd0046-0008,nzd0046-0009,nzd0046-0010,nzd0046-0011,nzd0046-0012,nzd0046-0013,nzd0046-0014,nzd0046-0015,nzd0046-0016,nzd0046-0017,nzd0046-0018,nzd0046-0019,nzd0046-0020,nzd0046-0021,nzd0046-0022,nzd0046-0023,nzd0046-0024,nzd0046-0025,nzd0046-0026,nzd0046-0027,nzd0046-0028,nzd0046-0029,nzd0046-0030,nzd0046-0031,nzd0046-0032,nzd0046-0033,nzd0046-0034,nzd0046-0035,nzd0046-0036,nzd0046-0037,nzd0046-0038,nzd0046-0039,nzd0046-0040,nzd0046-0041,nzd0046-0042,nzd0046-0043,nzd0046-0044,nzd0046-0045,nzd0046-0046,nzd0046-0047,nzd0046-0048,nzd0046-0049,nzd0046-0050,nzd0046-0051,nzd0046-0052,nzd0046-0053,nzd0046-0054,nzd0046-0055,nzd0046-0056,nzd0046-0057,nzd0046-0058,nzd0046-0059,nzd0046-0064,nzd0046-0065,nzd0046-0066,nzd0046-0067,nzd0046-0068,nzd0046-0069,nzd0046-0070,nzd0046-0071,nzd0046-0072,nzd0046-0075,nzd0046-0076,nzd0046-0077,nzd0046-0078,nzd0046-0079,nzd0046-0080,nzd0046-0081,nzd0046-0082,nzd0046-0083,nzd0046-0084,nzd0046-0085,nzd0046-0086,nzd0046-0087,nzd0046-0088,nzd0046-0089,nzd0046-0090,nzd0046-0091,nzd0046-0092,nzd0046-0093,nzd0046-0094,nzd0046-0060,nzd0046-0061,nzd0046-0062,nzd0046-0063,nzd0046-0073,nzd0046-0074
2007-01-03 22:12:49.248000,L5,252.48,265.63,270.55,263.50,267.03,269.79,270.41,260.46,266.83,268.32,268.05,272.11,279.84,280.85,292.30,281.36,288.25,284.77,278.19,274.12,263.39,260.81,261.57,260.71,274.11,268.24,263.77,262.75,259.96,263.36,262.65,270.23,271.47,266.03,267.97,266.96,270.55,267.41,263.26,258.39,260.34,261.28,253.71,251.63,254.71,248.60,258.49,255.95,260.04,266.09,258.61,258.64,248.60,262.87,257.36,260.91,272.31,278.17,267.87,255.48,253.40,253.88,254.86,258.76,256.52,265.98,273.81,273.15,276.64,267.93,262.30,280.20,276.78,278.29,279.24,278.45,278.43,281.77,268.92,278.02,267.16,265.48,262.86,260.95,266.17,267.52,262.89,277.81,289.32,234.49,241.37,252.31,254.65,273.32,267.62
2008-11-21 22:01:05.982000,L5,,,,,,,,,,,,181.26,187.09,194.46,192.79,183.60,185.60,192.14,176.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:02:55.057000,L5,,,,184.46,190.58,187.73,194.36,205.57,208.99,216.57,213.72,215.59,221.92,216.18,207.06,205.09,200.32,201.31,201.63,200.76,200.51,201.50,197.64,198.67,202.80,196.19,189.85,194.04,196.93,199.27,198.58,197.55,200.91,196.87,193.32,185.57,196.39,202.33,205.76,197.00,184.52,180.43,181.88,184.56,190.14,187.64,190.75,199.50,203.54,201.83,202.70,199.51,200.67,201.92,199.11,193.69,202.01,203.70,192.21,183.20,191.67,185.58,181.53,189.04,188.02,192.39,198.22,199.31,198.78,204.11,206.22,211.13,211.72,210.22,214.09,216.85,208.89,206.96,208.71,201.07,197.75,198.04,209.41,212.78,210.41,203.14,202.88,207.85,215.03,180.06,184.62,186.68,192.97,188.81,194.20
2010-10-10 22:07:36.102000,L5,183.74,196.64,192.50,197.41,191.33,184.49,188.90,189.21,196.51,201.34,203.85,215.37,222.72,224.81,224.01,214.31,217.49,222.37,209.25,196.12,200.25,196.30,195.46,195.01,197.13,193.30,193.73,189.73,195.39,206.98,209.49,216.72,208.89,208.76,201.29,195.74,195.42,197.94,203.98,216.15,204.79,201.38,201.58,201.82,191.71,177.38,,,,,,,184.24,188.80,191.39,211.87,222.13,220.76,221.69,,190.11,185.47,190.67,193.73,196.57,200.42,211.40,228.52,243.81,221.81,219.51,221.28,225.63,221.66,219.30,236.26,228.00,224.13,220.79,216.13,217.03,221.27,201.24,198.45,194.64,197.50,205.71,200.82,201.52,,196.35,191.29,191.81,208.42,209.39
2013-04-25 22:19:21.025000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.74,219.74,223.41,189.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11 22:19:31.249000,L8,,,,,190.36,195.24,204.25,213.02,202.84,201.91,205.54,,,214.19,220.77,214.43,224.23,227.15,478.95,482.29,200.52,200.59,194.56,198.24,195.22,200.19,213.76,205.93,192.97,203.76,206.20,207.73,235.89,233.36,202.23,209.14,198.38,205.46,202.47,208.00,221.77,209.88,190.98,,,,,,,,,,,,,,,,,,,210.76,206.13,218.87,215.86,,,,,,,,,,,215.59,236.21,233.79,,,,206.76,203.18,212.88,216.78,229.64,213.17,,,,,,,,
2013-12-05 22:19:13.005000,L8,,,,177.49,188.03,199.01,189.44,198.18,205.52,214.64,209.34,204.92,204.36,212.99,214.97,208.02,210.03,214.27,208.19,210.26,210.90,206.72,207.32,203.58,193.51,199.25,192.49,191.85,195.62,190.58,204.69,215.29,207.62,206.55,204.19,208.26,209.09,210.11,191.51,188.22,184.50,181.20,185.48,192.85,191.32,183.53,185.39,185.25,188.03,181.03,,,178.02,182.63,193.09,196.11,209.91,213.00,205.14,190.12,182.90,182.79,190.54,198.32,203.24,200.62,201.30,201.03,202.38,204.96,199.12,211.56,212.36,208.22,201.54,201.92,206.12,207.94,208.02,205.04,204.87,209.27,203.18,207.82,210.22,212.36,210.09,191.02,190.68,,,,,213.05,210.26
2014-01-06 22:18:54.881000,L8,228.86,222.49,220.13,220.71,234.82,245.20,265.10,282.37,273.40,271.05,274.97,278.32,276.40,272.74,279.88,280.29,271.47,266.46,264.77,249.30,250.89,251.56,247.32,248.16,243.50,219.49,213.63,204.21,201.86,211.60,220.10,229.72,237.77,230.85,228.27,232.47,241.93,243.20,229.93,246.84,250.61,224.23,231.00,256.72,245.02,244.87,239.61,223.03,218.67,218.52,221.87,227.42,237.29,225.53,234.20,256.69,261.14,259.37,260.13,271.85,249.86,251.02,247.82,258.90,243.53,253.31,261.64,266.10,270.81,297.77,305.55,279.96,262.19,265.57,327.90,264.60,271.69,251.84,247.12,261.33,274.27,268.04,249.71,246.89,237.04,231.80,217.37,215.13,235.95,261.56,267.25,243.27,244.38,280.11,286.11
2014-05-14 22:17:08.923000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.21,499.61,423.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25 22:17:32.812000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,525.58,472.50,,,474.92,472.88,484.34,470.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.97,306.81,252.62,,,,,,,,,,,,,,,,,
2015-02-10 22:17:27.012000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.85,283.39,,,,,,,,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.33,,,,,,,,,,,,,,,505.50,,,,,,
2015-08-05 22:17:13.094000,L8,247.16,267.08,217.10,238.91,256.71,266.24,224.94,218.72,215.49,219.22,222.26,235.40,248.23,214.46,194.15,183.05,183.64,,217.81,235.59,234.19,213.83,216.21,214.19,217.79,226.43,218.79,218.99,215.24,231.57,219.87,224.21,223.20,224.65,228.13,223.02,226.13,209.29,217.58,214.74,192.89,189.31,193.59,195.87,198.58,,,,,,,,,,175.20,229.73,207.86,,,,204.57,208.15,210.78,201.13,199.32,,,,,,,,,,,,,,,,,,,,,,214.59,242.62,237.74,,189.69,199.60,202.08,,
2015-12-11 22:17:42.627000,L8,,,,183.34,195.84,201.45,199.14,203.20,213.20,212.37,201.74,204.01,210.82,202.20,201.64,197.40,208.46,186.28,192.54,190.58,184.73,188.95,192.19,197.28,199.55,195.12,186.03,182.80,186.59,192.52,195.62,194.30,185.99,177.87,180.93,187.12,,,,,,,,,,,,,,,,,,180.68,196.92,208.04,218.80,222.16,211.97,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27 22:17:43.409000,L8,186.97,187.37,188.58,179.65,189.26,197.15,187.06,191.16,189.62,194.01,201.64,204.46,199.93,209.40,216.01,210.70,207.14,202.76,200.36,194.18,192.96,196.60,203.57,187.59,187.52,190.90,197.13,204.01,192.58,195.22,197.32,199.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.56,195.14,199.21,202.13,182.71,201.55,,,,,,,,,,,,,,,,,,,,183.21,186.73
2016-01-12 22:17:40.472000,L8,188.26,192.62,485.19,449.62,471.12,455.79,210.01,404.64,409.82,420.97,206.39,214.60,216.75,218.88,227.10,219.37,211.32,211.14,204.84,199.04,199.52,198.49,209.63,188.41,193.35,191.03,190.17,193.20,196.78,202.63,196.40,201.54,205.58,204.99,196.48,197.69,201.08,207.62,229.10,205.55,204.03,197.17,193.77,197.77,209.31,193.21,196.16,186.45,184.82,181.75,,,,203.50,214.94,211.05,210.55,216.74,205.45,187.80,180.83,181.23,180.02,188.92,197.80,197.51,197.34,210.15,200.07,205.05,206.46,205.11,211.60,219.61,212.05,203.75,201.03,202.64,204.11,212.31,211.51,208.40,203.82,201.30,207.55,200.30,208.87,204.22,196.67,188.66,189.23,190.31,185.91,198.70,201.37
2016-05-19 22:17:11.230000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.73,247.70,231.21,251.66,249.87,,,,,,,,
2017-01-30 22:17:38.957000,L8,,,423.73,425.83,,180.27,190.36,201.75,207.78,212.59,211.15,215.04,232.89,235.14,233.10,224.40,223.76,223.92,223.49,213.87,203.07,203.84,208.13,209.40,194.60,199.55,192.65,197.89,202.30,196.11,196.13,199.86,212.98,208.22,204.59,204.85,209.65,217.28,197.20,192.29,192.35,191.68,198.72,199.42,196.92,192.35,187.30,189.27,185.24,192.24,193.14,206.15,202.54,185.90,191.58,196.38,194.76,198.71,193.44,201.68,219.91,215.95,193.33,198.95,202.48,202.42,199.19,202.87,222.29,215.16,218.08,218.67,216.75,212.96,206.58,195.69,222.32,206.74,205.46,205.30,210.71,211.69,207.25,201.72,201.67,220.50,204.09,189.86,199.66,207.11,213.60,210.96,218.45,259.15,220.80
2017-09-11 22:17:42.311000,L8,335.53,259.66,211.80,210.93,195.60,205.96,,,218.67,229.19,229.82,266.85,251.45,285.67,267.88,236.97,230.25,235.69,245.40,346.36,301.41,315.59,233.11,221.35,210.60,,,,,,,,,,,,214.74,252.23,418.90,415.08,240.90,232.97,239.12,209.12,197.42,204.32,208.07,237.89,282.76,406.71,448.54,340.35,224.02,223.33,,214.49,217.42,314.18,318.68,254.24,,,195.92,210.30,341.97,429.40,396.58,252.98,236.50,222.20,223.05,235.07,246.16,216.03,222.58,240.52,243.39,237.76,186.34,238.44,251.07,187.95,416.23,234.36,,,,,,223.99,,,,232.21,227.90
2017-11-30 22:17:44.511000,L8,,,,,,,,,,,,183.82,188.24,190.90,188.61,183.12,184.83,186.11,185.11,176.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.96,,,,,,,,,,,,,,,,211.45,389.39,327.03,174.57,,,,,,,,,,,,,,,,,,,,,,,384.71,391.45
2018-02-02 22:17:27.894000,L8,,,,181.07,186.81,191.35,191.03,183.07,194.03,198.16,208.26,254.99,205.18,207.70,238.73,499.77,469.40,226.87,223.85,203.89,186.61,197.49,223.29,,,,491.15,431.19,296.80,506.24,480.73,268.60,229.09,212.33,203.06,186.29,180.49,,,,,,,,192.52,196.93,211.51,207.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.40,190.69,204.33,204.90,195.93,,,,,,
2019-01-04 22:17:27.803000,L8,,,,,,,,,,,,,195.03,227.12,206.04,189.13,191.44,193.51,201.81,209.00,198.60,181.31,190.69,186.83,188.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.36,199.44,,,,
2019-01-20 22:17:24.544000,L8,,,185.59,191.28,185.73,192.02,193.75,199.10,199.53,188.91,205.04,201.27,202.74,205.08,213.15,208.65,208.51,197.80,194.43,196.92,197.85,180.84,,194.10,185.88,179.89,186.70,205.33,185.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
