dates,nzd0046-0000,nzd0046-0001,nzd0046-0002,nzd0046-0003,nzd0046-0004,nzd0046-0005,nzd0046-0006,nzd0046-0007,nzd0046-0008,nzd0046-0009,nzd0046-0010,nzd0046-0011,nzd0046-0012,nzd0046-0013,nzd0046-0014,nzd0046-0015,nzd0046-0016,nzd0046-0017,nzd0046-0018,nzd0046-0019,nzd0046-0020,nzd0046-0021,nzd0046-0022,nzd0046-0023,nzd0046-0024,nzd0046-0025,nzd0046-0026,nzd0046-0027,nzd0046-0028,nzd0046-0029,nzd0046-0030,nzd0046-0031,nzd0046-0032,nzd0046-0033,nzd0046-0034,nzd0046-0035,nzd0046-0036,nzd0046-0037,nzd0046-0038,nzd0046-0039,nzd0046-0040,nzd0046-0041,nzd0046-0042,nzd0046-0043,nzd0046-0044,nzd0046-0045,nzd0046-0046,nzd0046-0047,nzd0046-0048,nzd0046-0049,nzd0046-0050,nzd0046-0051,nzd0046-0052,nzd0046-0053,nzd0046-0054,nzd0046-0055,nzd0046-0056,nzd0046-0057,nzd0046-0058,nzd0046-0059,nzd0046-0064,nzd0046-0065,nzd0046-0066,nzd0046-0067,nzd0046-0068,nzd0046-0069,nzd0046-0070,nzd0046-0071,nzd0046-0072,nzd0046-0075,nzd0046-0076,nzd0046-0077,nzd0046-0078,nzd0046-0079,nzd0046-0080,nzd0046-0081,nzd0046-0082,nzd0046-0083,nzd0046-0084,nzd0046-0085,nzd0046-0086,nzd0046-0087,nzd0046-0088,nzd0046-0089,nzd0046-0090,nzd0046-0091,nzd0046-0092,nzd0046-0093,nzd0046-0094,nzd0046-0060,nzd0046-0061,nzd0046-0062,nzd0046-0063,nzd0046-0073,nzd0046-0074,satname
2002-03-18 22:06:22+00:00,,,,,242.11,252.19,,266.83,228.77,219.3,231.68,215.83,235.04,236.65,238.51,,,228.88,,,,,,,,,,,,,,,,,,,,,250.84,234.97,,,,,,,,,,,,,,,,237.09,231.72,233.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-28 22:05:22+00:00,223.93,,214.62,,221.98,239.43,218.26,236.32,231.7,230.26,230.9,231.5,236.51,248.94,277.61,,,233.49,,,,,,,,,,,,,,,229.92,,,,,,226.07,246.82,254.11,,233.15,226.91,,,,,,,,,,,,207.08,228.8,224.32,215.42,,,,,214.08,,,,,,,,,228.8,,,,,,,,,,,,226.65,216.46,220.25,210.44,,,,,,,,L7
2002-11-13 22:05:30+00:00,223.93,,207.71,,204.855,229.59,217.98,232.20499999999998,224.28,226.03,214.635,221.55,219.855,248.94,277.61,,,233.49,,,,,,,,,,,,,,,229.92,,,,,,226.07,246.82,254.11,,233.15,226.91,,,,,,,,,,,,207.08,228.8,224.32,215.42,,,,,214.08,,,,,,,,,228.8,,,,,,,,,,,,226.65,216.46,220.25,210.44,,,,,,,,L7
2003-01-16 22:06:02+00:00,241.83,,207.71,,204.855,235.92666666666665,217.98,239.37666666666667,230.48333333333335,231.12,214.635,221.55,219.855,267.32,277.61,,,233.49,,,,,,,248.84,,,,,,,291.17,249.21499999999997,,345.99,,249.62,242.04,226.07,246.82,270.645,,244.365,244.14999999999998,,,,,,,,,,,,207.08,228.8,224.32,235.27499999999998,250.66,,,,224.28,,,,,,,,,239.025,,,,,,,,,,,,226.65,216.46,220.25,210.44,,,,,,,,L7
2003-04-06 22:06:21+00:00,241.83,,207.71,,204.855,235.92666666666665,217.98,239.37666666666667,230.48333333333335,231.12,223.69333333333336,221.55,219.855,267.32,261.775,185.89,181.19,233.49,263.64,237.33,,,,,248.84,,,,,,,308.69500000000005,249.21499999999997,,355.98,,249.62,242.04,226.07,246.82,270.645,,244.365,244.14999999999998,,,,,,,,,,,,207.08,228.8,224.32,235.27499999999998,250.66,,,,224.28,,,,,,,,,239.025,,,,,,,,,,,,226.65,216.46,220.25,210.44,,,,,,,,L7
2003-12-26 21:56:18+00:00,191.9,194.2,188.36,199.79,202.44,214.06,213.67,220.26,226.8,229.16,227.6,227.65,222.58,,228.19,223.88,218.44,215.97,225.08,232.05,225.18,227.53,228.22,,225.76,199.37,204.5,192.49,200.07,208.57,211.47,216.7,231.06,235.18,253.67,224.68,218.71,218.77,215.99,212.19,205.66,211.21,216.08,207.86,204.5,209.11,211.17,210.85,206.02,205.15,208.08,211.42,203.31,207.12,212.84,220.05,222.22,217.25,218.15,233.23,230.19,214.56,199.6,186.46,,198.66,201.32,205.38,207.22,249.49,250.13,235.97,221.97,219.67,211.82,196.55,196.51,202.82,215.95,211.23,209.98,217.31,232.61,229.55,234.15,230.61,231.33,237.58,,237.08,234.41,221.92,224.3,222.51,241.68,L5
2004-05-18 21:58:14+00:00,190.81,193.305,190.895,200.005,202.055,207.85,208.875,207.675,216.03,219.285,222.485,217.845,215.59500000000003,,223.11,217.915,214.36,214.37,214.34,210.60000000000002,210.535,211.685,212.4,191.1,211.39999999999998,195.065,198.575,185.73000000000002,196.03,201.195,207.775,213.04,221.42000000000002,220.025,229.76999999999998,216.115,214.14,217.025,209.95499999999998,203.865,205.23000000000002,211.21,205.91000000000003,201.69,198.215,201.62,195.62,201.68,205.55,195.10000000000002,197.72000000000003,211.42,203.31,207.12,197.73000000000002,210.905,220.625,218.2,216.285,215.89499999999998,211.07999999999998,209.65,198.375,191.78500000000003,200.37,202.45,203.16,211.64,209.26999999999998,230.35500000000002,233.875,226.88,215.82999999999998,216.235,209.45499999999998,201.885,206.445,209.505,214.32999999999998,217.63,207.51999999999998,216.185,225.895,220.405,226.525,219.84500000000003,219.965,229.825,212.11,237.08,234.41,207.42,212.135,214.82999999999998,222.23000000000002,L5
2005-01-13 22:03:41+00:00,228.12,,215.55,220.81,212.91,212.38,211.36,221.82,228.6,241.76,240.01,246.84,245.16,255.84,,228.54,219.31,213.15,218.25,216.12,206.72,210.13,226.2,230.21,241.35,,227.02,220.82,201.7,199.26,209.04,217.53,216.88,217.34,219.49,223.5,219.62,221.01,226.48,217.39,233.44,245.45,226.56,216.29,213.05,212.96,201.53,201.64,202.42,218.27,227.84,224.07,224.62,226.71,,,231.33,233.22,223.82,218.69,223.81,217.62,225.16,227.46,231.01,227.77,217.72,214.97,221.16,225.68,226.82,236.73,243.66,239.31,241.23,243.22,244.03,235.68,228.77,205.96,206.17,214.95,223.19,225.19,234.46,239.45,,240.86,232.27,209.86,210.8,211.54,223.4,222.44,225.72,L5
2005-02-14 22:04:09+00:00,228.12,,215.55,220.81,212.91,212.38,211.36,221.82,228.6,241.76,240.01,246.84,231.92000000000002,223.26,198.6,213.14999999999998,206.965,201.48000000000002,202.975,200.97,191.755,210.13,226.2,230.21,241.35,,227.02,220.82,201.7,199.26,209.04,217.53,216.88,217.34,219.49,223.5,219.62,221.01,226.48,217.39,233.44,245.45,226.56,216.29,213.05,212.96,201.53,201.64,202.42,218.27,227.84,224.07,224.62,226.71,,,231.33,233.22,223.82,218.69,223.81,217.62,225.16,227.46,231.01,227.77,217.72,214.97,221.16,225.68,226.82,236.73,243.66,239.31,241.23,243.22,244.03,235.68,228.77,205.96,206.17,214.95,223.19,225.19,234.46,239.45,,240.86,232.27,209.86,210.8,211.54,223.4,222.44,225.72,L5
2005-03-02 22:04:24+00:00,228.12,,215.55,220.81,212.91,212.38,211.36,221.82,228.6,241.76,240.01,246.84,215.21,211.37666666666667,190.135,203.64333333333332,199.57000000000002,197.26333333333332,197.43666666666664,195.27666666666664,185.78666666666666,210.13,226.2,230.21,241.35,,227.02,220.82,201.7,199.26,209.04,217.53,216.88,217.34,219.49,223.5,219.62,221.01,226.48,217.39,233.44,245.45,226.56,216.29,213.05,212.96,201.53,201.64,202.42,218.27,227.84,224.07,224.62,226.71,,,231.33,233.22,223.82,218.69,223.81,217.62,225.16,227.46,231.01,227.77,217.72,214.97,199.615,204.265,206.42000000000002,211.365,243.66,239.31,241.23,243.22,244.03,235.68,228.77,205.96,206.17,214.95,223.19,225.19,234.46,239.45,,240.86,232.27,209.86,210.8,211.54,223.4,202.655,202.91500000000002,L5
