dates,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,satname
2002-02-16 21:54:54+00:00,361.89,,305.76,263.43,,251.24,223.13,240.68,281.48333333333335,267.115,290.41999999999996,294.63,213.555,213.685,303.77,245.2,321.38,,,,297.82,312.70666666666665,258.15,268.21,296.0,324.62,L7
2002-03-20 21:54:48+00:00,361.89,,,248.54,228.21,247.94,214.17,251.86,279.245,271.69,287.975,297.47,213.02,218.06333333333336,303.77,245.2,321.38,,,,307.93500000000006,318.08500000000004,244.25,268.21,296.0,324.62,L7
2002-10-14 21:53:43+00:00,,,309.05,266.93,236.22,275.42,253.23,260.93,299.49,311.15,319.56,315.67,,248.65,273.65,242.76,282.26,,,,291.86,,252.94,244.89,305.62,345.88,L7
2002-12-01 21:54:16+00:00,,290.82,303.62,266.93,230.05,271.435,234.04,266.88,290.57500000000005,305.515,314.03499999999997,307.39,263.52,245.035,267.815,240.995,282.26,,,,291.86,,248.815,237.39499999999998,297.245,345.88,L7
2003-01-18 21:54:30+00:00,355.7,290.82,305.03333333333336,284.27,230.05,271.435,234.04,266.88,293.6433333333334,298.9433333333333,308.44,307.39,263.52,245.035,267.815,245.96,282.26,,,,296.255,343.84,248.815,237.39499999999998,297.245,339.005,L7
2003-04-24 21:54:46+00:00,355.7,290.82,303.025,240.985,210.285,267.45,214.85,272.83,290.72,292.84,302.88,299.11,263.52,241.42,261.98,247.56,,,,,300.65,304.16499999999996,244.69,229.9,288.87,332.13,L7
2003-10-25 21:44:04+00:00,290.2,292.29,303.04,,250.53,279.87,233.43,245.05,278.47,290.98,299.93,226.42,216.53,231.4,263.27,231.82,,,,,282.9,302.36,,,,,L5
2004-04-18 21:45:49+00:00,276.18,279.815,290.315,197.44,231.365,250.935,212.73000000000002,223.845,254.41000000000003,266.89,280.74,209.495,206.19,217.925,263.27,231.82,,,,,273.76,296.52,,,,,L5
2004-05-04 21:46:16+00:00,262.16,267.34,277.59,197.44,212.2,222.0,192.03,202.64,230.35,242.8,261.55,192.57,195.85,204.45,,,,,,,264.62,272.63,,,,,L5
2004-09-25 21:50:07+00:00,259.915,265.15999999999997,268.64,197.07,209.05,222.98000000000002,193.35,203.255,234.055,240.33,260.40999999999997,183.45999999999998,192.315,198.32999999999998,,,,,,,248.65,274.6433333333334,,,,,L5
2004-10-27 21:50:47+00:00,262.855,265.33000000000004,271.185,202.355,220.97,236.93,206.48,213.735,244.01,252.475,275.25,190.03,195.55,203.155,,,,,,,247.0,276.63,,,,,L5
2005-01-15 21:52:09+00:00,260.67,265.33000000000004,271.51,202.355,215.60666666666665,230.29999999999998,206.48,213.735,244.01,252.475,275.25,190.03,195.55,203.155,,,,,,,243.11666666666667,286.06333333333333,,,,,L5
2005-03-04 21:52:52+00:00,260.67,265.33000000000004,282.7,202.355,225.76999999999998,230.29999999999998,206.48,213.735,268.1666666666667,270.99333333333334,289.72,225.8166666666667,216.45000000000002,217.04999999999998,289.21,288.53,295.88,,,,260.58000000000004,294.64750000000004,253.2,266.14,300.16,312.06,L5
2005-10-30 21:54:03+00:00,289.85,285.2,301.78,217.33,252.59,288.82,246.25,246.25,294.49,298.31,308.1,258.55,223.08,227.02,278.67,250.98,304.71,,,,294.78,307.19,182.17,225.18,283.23,,L5
2006-02-03 21:56:19+00:00,301.045,294.745,303.78499999999997,215.76,251.01,287.345,241.35500000000002,246.25,307.01,301.24,307.655,266.745,227.02,231.425,281.01,249.51,294.78499999999997,,,,297.475,308.84000000000003,182.885,241.745,288.29,298.74,L5
2006-02-19 21:56:39+00:00,308.54333333333335,298.35999999999996,306.6166666666666,218.10666666666668,252.00666666666666,287.345,241.35500000000002,246.25,313.06333333333333,305.58,311.24666666666667,276.87666666666667,237.15333333333334,234.21,281.26,261.3966666666667,296.6433333333334,,,,301.9266666666667,313.59666666666664,195.76333333333332,248.99666666666667,291.35333333333335,304.32500000000005,L5
2009-11-26 21:56:28+00:00,,,,,218.14,271.22,220.44,219.5,,,270.5,,197.96,205.9,,,,,,,,,,,,,L5
2009-12-12 21:56:37+00:00,318.8,287.69,287.39,217.77,234.76,285.245,255.555,219.5,295.05,309.58,288.32,268.57,216.53,220.615,280.65,275.59,303.55,319.23,309.41,313.46,308.18,313.42,238.16,264.77,300.46,307.83,L5
2010-01-29 21:56:53+00:00,321.39,287.48,289.45,219.51,241.15333333333334,290.56666666666666,270.8333333333333,219.5,302.195,311.515,297.2833333333333,282.395,230.03666666666666,231.12333333333333,283.74,283.195,302.235,319.20000000000005,312.685,313.24,307.385,315.98,249.97500000000002,265.185,309.725,311.52,L5
2010-10-28 21:55:51+00:00,307.15,286.1,,208.55,252.47,304.53,278.68,252.57,286.01,296.07,297.54,283.79,243.92,242.04,285.28,288.9,304.24,315.42,309.75,306.85,307.0,315.74,242.47,265.16,297.74,307.5,L5
2011-01-16 21:55:58+00:00,307.15,287.64,289.92,214.97500000000002,253.66500000000002,302.28499999999997,277.24,254.915,292.48,299.7,300.44,287.56,246.785,247.13,282.23,294.0,307.055,317.315,310.15,310.96000000000004,304.975,315.47,248.22,273.26,304.83000000000004,312.325,L5
2011-02-17 21:56:00+00:00,333.25,287.64,289.92,214.97500000000002,253.66500000000002,302.28499999999997,291.3333333333333,254.915,307.4433333333333,313.18333333333334,311.02,290.7366666666667,249.57666666666668,249.80666666666664,293.23333333333335,303.23,314.8,324.8666666666667,316.00666666666666,319.03333333333336,312.91,315.47,264.25666666666666,273.26,309.06,312.33666666666664,L5
2013-09-02 22:08:04+00:00,323.05,289.12,297.52,214.55,226.2,285.47,291.53,274.74,,316.1,314.81,312.89,281.26,270.16,300.57,286.6,308.81,330.42,329.18,319.27,314.68,309.49,261.35,278.91,332.37,327.05,L8
2013-11-05 22:07:46+00:00,323.05,289.12,286.375,214.55,228.07,285.845,296.315,273.91499999999996,360.2,316.1,334.39,326.075,281.26,270.16,300.57,286.6,312.015,351.385,351.66499999999996,319.27,344.46500000000003,327.395,261.35,278.91,332.37,327.05,L8
2013-11-21 22:07:37+00:00,312.65999999999997,277.625,279.90000000000003,208.095,228.03333333333333,287.23333333333335,292.82,271.09666666666664,328.92499999999995,310.145,323.59666666666664,315.99333333333334,271.29999999999995,262.365,292.43,286.675,321.02333333333337,346.67,346.1666666666667,320.71500000000003,342.16,328.7033333333333,258.735,274.095,314.71500000000003,327.12,L8
2014-01-24 22:07:09+00:00,312.65999999999997,277.625,279.90000000000003,208.095,228.03333333333333,287.23333333333335,292.82,274.46,328.92499999999995,310.145,323.59666666666664,315.99333333333334,271.29999999999995,262.365,294.51,289.06333333333333,319.21500000000003,344.3475,342.34749999999997,318.7033333333333,336.61,327.6375,258.735,274.095,314.71500000000003,325.0466666666667,L8
2014-02-09 22:06:57+00:00,311.06,275.18666666666667,279.485,208.095,228.08249999999998,287.9075,294.5925,277.35,320.55,310.145,323.59666666666664,315.99333333333334,269.4166666666667,261.56333333333333,291.2525,288.6275,315.72400000000005,337.232,336.274,316.2825,329.994,324.344,259.77,274.9633333333333,309.65000000000003,320.6775,L8
2014-02-25 22:06:44+00:00,311.06,275.18666666666667,279.485,208.095,224.022,287.9075,294.5925,277.35,320.55,310.145,311.27,301.4,259.5125,261.56333333333333,291.2525,288.6275,315.72400000000005,337.232,336.274,316.2825,320.06666666666666,319.2866666666667,259.77,274.9633333333333,299.78,320.6775,L8
2014-03-29 22:06:15+00:00,307.52333333333337,270.47333333333336,279.905,201.64,224.61999999999998,289.24,294.71500000000003,277.268,313.29499999999996,304.82,309.26750000000004,297.3925,252.26333333333332,258.2033333333333,286.07750000000004,289.30333333333334,313.79200000000003,332.02,332.21799999999996,313.485,318.9583333333333,318.7916666666667,259.2266666666667,272.6433333333334,291.2675,315.4725,L8
2014-11-08 22:06:16+00:00,298.47,257.39,,186.6,226.85,283.22,287.75,265.24,286.9,355.79,,341.95,,,328.49,332.98,326.76,323.96,328.59,353.71,355.51,337.39,,,,345.19,L8
2015-02-12 22:05:51+00:00,298.47,257.39,,186.6,247.66000000000003,279.81,287.75,265.24,286.9,336.81,315.49,340.185,,,328.49,332.98,324.83,324.105,325.72,336.19,337.275,333.11,,,,345.19,L8
2015-02-28 22:05:48+00:00,317.255,288.205,294.49,186.6,241.49,281.9433333333333,292.195,268.565,302.485,331.9866666666667,315.45500000000004,330.3866666666667,,,321.78499999999997,315.40999999999997,322.3733333333333,324.0,327.3066666666667,332.59999999999997,334.77,333.11,,299.66,326.15,337.625,L8
2015-04-01 22:05:25+00:00,317.255,288.205,294.49,186.6,241.49,281.9433333333333,292.195,268.565,302.485,309.895,315.45500000000004,330.3866666666667,,,321.78499999999997,315.40999999999997,322.3733333333333,324.0,327.3066666666667,332.59999999999997,334.77,318.7233333333333,,299.66,326.15,337.625,L8
2015-05-19 22:05:04+00:00,336.04,319.02,294.49,,248.81,281.30499999999995,296.64,271.89,318.07,282.67,315.45500000000004,324.605,211.91,,315.08,297.84,320.17999999999995,324.02,326.6650000000001,322.04499999999996,324.4,292.28666666666663,,299.66,296.16499999999996,330.06,L8
2015-06-04 22:05:12+00:00,336.04,319.02,294.49,,248.81,281.30499999999995,296.64,271.89,318.07,275.238,315.45500000000004,324.605,211.91,,315.08,297.84,320.17999999999995,324.02,326.6650000000001,322.04499999999996,324.4,292.28666666666663,,299.66,296.16499999999996,330.06,L8
2015-09-24 22:06:01+00:00,,,,199.92,227.16,273.37,269.17,,288.61,258.23749999999995,307.47,300.35,248.505,261.21,294.6,292.36,312.13,322.75,327.94,319.76,311.32,286.93666666666667,285.4,272.15,286.03499999999997,326.42,L8
2015-12-29 22:06:09+00:00,308.09,282.89,282.93,199.92,226.24,276.385,283.26,274.19,293.53,298.85,303.405,298.27,280.065,265.14,298.76,297.8,313.575,319.435,324.73,319.76,311.32,312.78,287.44,276.03,314.54499999999996,326.235,L8
2016-09-10 22:06:15+00:00,288.4,252.48,,201.26,222.93,270.29,267.5,256.57,288.86,301.37,301.08,295.85,289.62,261.08,301.42,297.6,310.13,315.69,316.65,316.16,310.79,309.39,279.92,278.64,298.51,313.3,L8
2017-06-25 22:05:47+00:00,,,,,,,,,,,,,,,318.95,310.25,309.94,314.75,332.65,327.68,,,,,,333.24,L8
2017-12-02 22:06:10+00:00,310.96,276.9,284.03,,229.31,287.38,,,326.76,326.4,321.08,313.65,316.95,,323.53499999999997,310.77,316.275,314.97,328.23,331.225,335.4,320.02,301.98,304.66,317.59,324.95500000000004,L8
2018-01-19 22:06:02+00:00,310.96,276.9,284.03,,229.31,287.38,,,326.76,326.4,321.08,313.65,316.95,221.92,328.12,311.29,322.61,315.19,323.81,334.77,335.4,320.02,301.98,304.66,317.59,316.67,L8
2018-03-08 22:05:39+00:00,322.03499999999997,276.9,284.03,,229.31,291.33500000000004,314.38,,326.76,325.385,320.53499999999997,320.23,320.71000000000004,221.92,328.12,311.29,322.61,315.19,323.81,334.77,335.4,320.02,311.59000000000003,317.645,328.1,326.095,L8
2018-04-25 22:05:14+00:00,324.1133333333333,276.9,290.85,,229.31,289.9433333333333,308.86,287.49,317.355,323.5,316.85999999999996,315.44,312.5566666666667,221.92,315.95500000000004,303.04,319.3,312.07,316.9,323.17999999999995,322.885,311.54499999999996,306.09999999999997,310.17,327.34,326.9533333333333,L8
2018-08-31 22:05:35+00:00,317.54999999999995,268.08,267.99,180.31,225.71,288.65333333333336,300.2133333333333,274.96000000000004,300.46500000000003,322.05,314.75,316.335,310.36,,303.79,294.79,315.99,308.95,313.25,311.065,307.795,296.6,308.15999999999997,312.92499999999995,332.21500000000003,332.095,L8
2018-09-16 22:05:39+00:00,309.77,268.08,267.99,180.31,216.075,285.33500000000004,293.13,258.95,300.46500000000003,319.73,291.975,284.54,296.25,235.88,303.79,294.79,315.99,308.95,313.25,311.065,307.795,296.6,295.12,295.22,325.82,328.67,L8
2018-10-18 22:05:53+00:00,308.04,267.40999999999997,262.41333333333336,184.01,220.85333333333332,284.3,293.0233333333333,263.58000000000004,300.46500000000003,316.5,297.3066666666667,288.98,287.18,253.785,306.23,297.235,317.71000000000004,311.125,316.7133333333333,313.8333333333333,311.18333333333334,303.84999999999997,291.08000000000004,293.11,320.97,318.56,L8
2018-11-03 22:05:57+00:00,307.38999999999993,275.15000000000003,250.04666666666665,194.56333333333336,224.01,282.71,291.8866666666667,262.64250000000004,296.83500000000004,309.78,296.66333333333336,286.98,284.515,263.9866666666667,308.055,305.28499999999997,322.695,316.385,321.73,317.61666666666673,314.24,311.3833333333334,288.875,291.485,310.345,315.82,L8
2019-01-06 22:05:53+00:00,302.2675,275.51,251.29,195.68,224.262,279.805,292.17,264.566,295.49,306.0233333333333,297.105,286.5725,280.7033333333333,265.47749999999996,309.73,305.90000000000003,324.3066666666667,312.11333333333334,327.1175,325.33750000000003,313.27250000000004,310.805,285.24666666666667,288.94666666666666,304.77,312.54333333333335,L8
2019-01-22 22:05:50+00:00,301.364,275.73400000000004,251.752,199.772,224.375,280.402,292.384,266.77500000000003,295.3075,305.1225,297.256,286.5725,280.7033333333333,265.47749999999996,305.975,314.3575,327.21999999999997,318.4325,328.456,327.45,317.4,317.354,285.24666666666667,288.94666666666666,304.77,319.90999999999997,L8
2019-02-07 22:05:47+00:00,305.52,276.3616666666667,252.36333333333334,202.03333333333333,224.39857142857142,281.0216666666667,293.445,269.06428571428575,296.236,307.06399999999996,298.6433333333334,288.698,282.065,266.222,307.078,311.428,325.662,316.77,326.99833333333333,326.2316666666667,316.375,316.1416666666667,286.4675,287.7325,303.0825,316.79,L8
2019-04-12 22:05:30+00:00,313.19166666666666,278.01800000000003,255.17400000000004,206.37800000000001,227.72799999999998,281.87833333333333,297.04333333333335,278.81800000000004,297.05,307.06399999999996,303.48400000000004,296.592,282.065,273.8075,307.078,311.428,322.955,314.8283333333333,328.27666666666664,326.55833333333334,318.606,321.344,286.4675,287.7325,303.0825,316.79,L8
2019-11-06 22:06:24+00:00,,,,,,,,,,307.6,298.3,290.97,280.37,275.61,326.55,303.31,331.29,312.11,319.41,320.35,318.55,314.82,287.11,286.15,299.75,309.98,L8
2019-11-22 22:06:21+00:00,,,,,,271.01,282.91,272.24,290.98,310.08500000000004,300.20500000000004,292.115,282.70500000000004,280.47,326.55,303.31,331.29,311.555,319.41,328.33500000000004,322.18,319.155,289.39,285.97,299.47,312.555,L8
2019-12-08 22:06:20+00:00,,,,,,277.375,290.155,277.90999999999997,294.385,310.08500000000004,300.20500000000004,292.115,286.19,280.47,316.73,303.31,331.29,316.37,324.44000000000005,328.42,326.7766666666667,321.1566666666667,303.57666666666665,295.83,305.40000000000003,315.63,L8
2020-01-25 22:06:09+00:00,,,,,,280.5366666666667,291.94,278.07,293.56333333333333,309.83666666666664,300.2166666666667,291.83666666666664,286.27,277.93,312.3066666666667,322.225,327.71000000000004,317.1,323.39000000000004,326.6,327.6,321.26,307.045,302.1575,306.615,316.9975,L8
2020-02-10 22:06:04+00:00,,,,,,280.5366666666667,291.94,278.07,293.7875,311.2825,300.2166666666667,291.83666666666664,286.27,277.93,314.515,326.1766666666667,327.20666666666665,318.358,325.9425,328.826,328.43600000000004,322.13800000000003,306.284,303.356,306.17199999999997,316.156,L8
2020-03-13 22:05:54+00:00,,,,,,283.95,295.87,280.89,294.056,313.598,300.2166666666667,291.83666666666664,286.27,277.93,311.394,319.3125,323.305,317.295,323.826,326.7266666666667,325.715,320.83,306.284,304.20666666666665,304.2233333333333,315.18,L8
2020-05-16 22:05:27+00:00,,,,,191.49,283.95,295.87,280.89,294.056,315.09749999999997,288.03000000000003,278.92333333333335,288.2366666666666,268.0133333333333,307.605,324.6466666666667,320.6433333333334,318.332,324.93,328.00200000000007,327.148,322.03200000000004,311.0775,307.81800000000004,299.71166666666664,316.21999999999997,L8
2020-07-19 22:05:55+00:00,,,,,191.49,290.525,301.58500000000004,283.87,293.83666666666664,315.94,280.99,271.755,286.51,259.355,307.83666666666664,324.6466666666667,320.6433333333334,318.21999999999997,313.71,315.23,314.4625,320.50333333333333,310.345,312.5833333333333,289.106,314.72999999999996,L8
2020-10-07 22:06:21+00:00,,279.9,263.83,175.04,207.155,277.03,285.35,265.8,290.96,309.42,278.74,270.86,289.77,265.725,312.13,304.67,310.74,311.65,304.255,303.62,302.14,314.43,295.6,289.79,279.8333333333333,317.93,L8
2021-04-01 22:05:48+00:00,330.89,307.78,282.08,214.24,222.82,285.005,294.65,274.09000000000003,294.78499999999997,315.85,309.09000000000003,298.35,296.03,290.54999999999995,305.575,303.45500000000004,309.345,315.01,318.07000000000005,318.9,322.755,311.795,298.45500000000004,290.71000000000004,305.43,323.16499999999996,L8
2021-05-03 22:05:32+00:00,330.31,337.365,300.87,277.225,,292.98,303.71000000000004,285.83,298.61,322.28,317.505,302.645,300.34000000000003,295.51,299.02,302.24,307.95,318.37,312.22,316.38,325.12,309.16,301.31,291.63,307.75,328.4,L8
2022-02-23 22:06:08+00:00,,,,304.97,,297.17,319.99,292.74,299.67,314.87,314.82,291.19,301.74,304.64,302.37,302.44,317.76,317.4,313.89,322.19,325.96,318.58,318.81,307.16,309.01,318.37,L9
2022-03-27 22:05:58+00:00,,342.93,,320.885,,300.92,317.525,291.3,298.18,318.3,318.125,291.19,301.74,304.64,301.71500000000003,303.895,314.21000000000004,315.80499999999995,313.33,319.16499999999996,326.05499999999995,314.52,317.68,307.63,308.91999999999996,317.615,L9
2022-05-06 22:05:53+00:00,,342.93,,327.5933333333333,,297.71333333333337,318.85999999999996,291.96,297.3333333333333,319.19666666666666,319.84999999999997,299.56,304.1,303.19,299.4866666666667,304.28333333333336,313.37,315.25,313.9066666666667,319.6666666666667,325.77666666666664,313.3766666666666,313.72,304.41,305.9433333333333,320.6433333333334,L8
2022-08-02 22:06:07+00:00,,342.93,,288.3225,226.68,292.82,306.2125,281.17,293.9575,312.71500000000003,310.13,291.90000000000003,295.97333333333336,296.49333333333334,296.82,295.81,310.88,313.82,312.72249999999997,317.955,324.6425,312.3075,305.305,293.94,300.6675,316.185,L9
2022-08-26 22:06:34+00:00,,342.93,,255.345,226.79000000000002,286.7775,295.98249999999996,270.2425,289.96,308.8725,303.33750000000003,289.42,293.09000000000003,292.42,295.345,295.35749999999996,308.5475,313.5425,312.76,316.365,321.58,309.365,300.80333333333334,289.5333333333333,298.04499999999996,314.94,L8
2022-09-03 22:06:16+00:00,,342.93,,255.345,226.79000000000002,286.7775,295.98249999999996,270.2425,289.96,308.8725,303.33750000000003,289.42,275.81666666666666,292.42,289.576,295.35749999999996,304.35,313.5425,308.746,312.158,315.782,304.156,288.02250000000004,275.875,290.73999999999995,314.94,L9
2022-10-21 22:06:29+00:00,324.79,324.65,300.73,214.77999999999997,227.01333333333332,283.28,290.59749999999997,261.735,289.68,305.7325,296.4875,287.8375,279.2975,290.94,291.106,292.95500000000004,304.842,313.2175,308.63,311.23,312.274,303.608,279.645,269.3675,288.784,313.4575,L9
2022-12-24 22:06:26+00:00,324.21500000000003,314.45,298.055,172.7033333333333,231.29500000000002,282.20500000000004,283.5625,255.0075,289.11,304.015,289.6625,283.22749999999996,275.185,288.92,293.08000000000004,292.5225,306.878,314.1225,310.18,310.26599999999996,311.132,305.52000000000004,276.9075,265.35,290.66999999999996,311.7025,L9
2023-03-06 22:06:02+00:00,325.08,307.92333333333335,295.94666666666666,174.44,231.5533333333333,286.66333333333336,294.17333333333335,258.34666666666664,291.92,309.99333333333334,295.9866666666666,286.0933333333333,289.34,292.6333333333334,301.0133333333333,296.7733333333333,314.57,313.68333333333334,315.71666666666664,313.1133333333333,315.28000000000003,313.1066666666667,289.9866666666667,279.0333333333333,302.99333333333334,313.38,L8
2023-03-14 22:06:11+00:00,328.24,307.92333333333335,295.94666666666666,174.44,231.5533333333333,289.365,300.495,258.34666666666664,294.225,319.675,303.0675,293.57,296.4175,298.805,301.155,298.4475,314.8175,317.03,318.5025,316.3625,319.58500000000004,315.595,294.21000000000004,283.005,305.125,314.47749999999996,L9
2023-03-22 22:05:52+00:00,328.24,307.92333333333335,295.94666666666666,174.44,231.5533333333333,289.365,300.495,258.34666666666664,294.225,326.09000000000003,311.57599999999996,303.838,296.4175,298.805,301.155,306.904,314.8175,320.4,318.5025,316.3625,326.442,322.488,294.21000000000004,283.005,305.125,323.656,L8
2023-03-30 22:05:59+00:00,328.24,307.92333333333335,295.94666666666666,174.44,244.89749999999998,290.996,304.202,267.505,300.15999999999997,326.13166666666666,314.01666666666665,305.49333333333334,299.184,301.38800000000003,300.322,306.9816666666667,314.56600000000003,320.11833333333334,319.714,318.308,327.24666666666667,321.83166666666665,297.0,285.784,306.526,323.33666666666664,L9
2023-04-07 22:05:40+00:00,328.694,313.9025,297.4825,174.44,248.96999999999997,291.34666666666664,304.30833333333334,271.602,299.59,325.2914285714286,313.0357142857143,303.35714285714283,298.3983333333333,300.585,299.32,304.43857142857144,313.54,319.3328571428571,318.43,317.90833333333336,325.56714285714287,320.1014285714286,296.8066666666667,285.82,306.12333333333333,321.69,L8
2023-08-21 22:05:52+00:00,332.7575,317.6933333333333,298.43,174.34,258.99,291.408,308.008,272.8425,300.22999999999996,328.385,316.8616666666667,307.56166666666667,301.306,303.87399999999997,296.014,306.5466666666667,311.89400000000006,320.13,319.156,320.064,328.00166666666667,320.4633333333333,300.008,286.154,306.29,323.72999999999996,L9
2023-08-29 22:06:02+00:00,332.084,319.2675,298.9275,174.34,260.418,290.10333333333335,306.625,279.77,299.21999999999997,326.20428571428573,314.24142857142857,304.5357142857143,299.28833333333336,302.025,296.62333333333333,305.62857142857143,311.555,319.0828571428571,318.66333333333336,319.08833333333337,325.95142857142855,318.6028571428571,298.685,284.3733333333333,305.3833333333333,322.0942857142857,L8
2023-10-08 22:06:10+00:00,332.69000000000005,326.90333333333336,303.0033333333334,,266.7366666666667,287.34666666666664,302.26,282.3666666666667,296.18333333333334,317.32,311.88333333333327,305.0466666666667,305.13,306.4266666666667,302.73333333333335,308.57666666666665,315.69666666666666,319.1233333333334,321.91333333333336,319.3233333333333,317.3333333333333,314.64000000000004,305.02,292.49666666666667,309.0833333333333,320.4166666666667,L9
2023-11-09 22:06:12+00:00,333.5833333333333,326.11,302.9775,,263.6,288.9575,303.0575,278.8275,298.7525,318.315,311.9675,303.755,304.4075,305.515,302.405,308.97249999999997,315.665,317.5975,322.9175,321.0,316.875,316.9275,303.93499999999995,291.7375,307.89750000000004,317.48,L9
2023-12-19 22:06:15+00:00,334.1725,324.994,302.538,,261.392,289.352,302.632,279.196,298.492,318.32,310.298,301.212,302.72799999999995,304.244,303.052,308.204,315.634,317.396,322.48400000000004,321.62,317.34000000000003,317.954,302.198,290.16999999999996,306.044,317.064,L8
2024-01-12 22:06:18+00:00,333.892,322.65166666666664,301.4866666666667,206.07,257.57666666666665,289.3516666666667,302.09166666666664,279.24,298.47166666666664,318.1666666666667,309.36833333333334,299.0133333333333,301.84,303.00333333333333,302.5883333333333,307.60833333333335,314.86,316.5366666666667,321.17333333333335,320.715,316.87,316.9916666666667,301.03,289.05833333333334,304.67833333333334,314.47333333333336,L9
2024-01-20 22:06:07+00:00,333.78333333333336,321.7214285714286,301.08714285714285,209.1,254.8242857142857,289.3857142857143,302.25857142857143,280.24,298.75714285714287,318.04285714285714,308.84714285714284,298.11571428571426,301.4771428571429,302.57428571428574,302.58714285714285,307.1842857142857,315.0357142857143,317.07142857142856,321.21571428571434,321.25,317.3757142857143,316.9114285714286,300.3728571428571,288.70285714285717,304.1257142857143,314.3071428571429,L8
2024-01-28 22:06:18+00:00,334.30428571428575,325.97125,304.0,209.1,258.505,290.38375,303.97625,281.71500000000003,299.99875,318.135,308.74875,298.44,302.06875,302.59250000000003,302.58714285714285,307.795,315.40875,317.69124999999997,321.105,326.37624999999997,317.125,317.17625,300.90749999999997,289.7675,304.1257142857143,314.3071428571429,L9
2024-02-13 22:06:17+00:00,334.44124999999997,325.7633333333333,304.3077777777778,209.1,259.90444444444444,290.6088888888889,303.6977777777778,280.5755555555555,299.3988888888889,318.06111111111113,309.14222222222224,297.1955555555556,301.0111111111111,302.23,302.76625,308.0377777777778,315.1955555555556,317.50888888888886,320.6877777777778,325.43666666666667,317.6311111111111,317.1022222222222,300.34222222222223,289.86888888888893,304.14125,314.1325,L9
2024-02-29 22:06:11+00:00,335.04714285714283,326.48625,304.94375,209.1,259.85875,292.81,304.96500000000003,281.42,302.095,319.27,312.09375,299.84000000000003,302.3175,303.3975,302.5514285714285,308.65,315.90875,318.03625,320.87874999999997,326.16875000000005,318.05375000000004,318.45125,301.71375,292.87625,304.50428571428574,313.4371428571429,L9
