dates,satname,nzd0225-0000,nzd0225-0023,nzd0225-0024,nzd0225-0025,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022
2000-09-22 21:56:29.431000,L7,443.60,454.09,456.01,453.97,,,,,,,,,,,,,
2000-11-09 21:56:21.390000,L7,,,341.73,338.36,,,,,,,,,,,,,
2001-03-17 21:56:16.575000,L7,,455.58,454.27,440.23,,,,,,,,,,,,473.94,443.04
2001-12-30 21:54:37.254000,L7,,,,,,,,,,357.09,352.12,356.71,,,,,
2002-12-01 21:54:16.937000,L7,,398.32,378.58,,,,,,,,,,,,,416.82,403.65
2003-01-18 21:54:30.278000,L7,,363.57,351.58,347.15,,341.61,366.44,364.69,349.70,359.90,366.41,327.09,411.08,395.86,396.96,373.61,370.68
2020-02-10 22:06:04.888000,L8,,,,,391.57,361.73,352.54,325.54,,,,,,,,,
