dates,satname,nzd0254-0000,nzd0254-0001,nzd0254-0002,nzd0254-0003,nzd0254-0004,nzd0254-0005,nzd0254-0006,nzd0254-0007,nzd0254-0008,nzd0254-0009,nzd0254-0010,nzd0254-0011,nzd0254-0012,nzd0254-0013,nzd0254-0014,nzd0254-0015,nzd0254-0016,nzd0254-0017,nzd0254-0018,nzd0254-0019,nzd0254-0020,nzd0254-0021,nzd0254-0022,nzd0254-0023,nzd0254-0024,nzd0254-0025,nzd0254-0026,nzd0254-0027,nzd0254-0028,nzd0254-0029,nzd0254-0030,nzd0254-0031,nzd0254-0032,nzd0254-0033,nzd0254-0034,nzd0254-0035,nzd0254-0036
2004-10-13 21:38:32.826000,L5,291.25,260.70,236.42,253.21,266.55,310.63,284.05,283.45,295.67,301.17,315.51,318.19,323.97,322.19,311.54,299.21,320.05,322.91,317.40,320.76,325.50,329.70,344.94,341.72,337.14,333.06,327.66,311.85,293.87,314.37,331.06,338.34,344.31,343.46,343.30,357.76,384.71
2005-02-18 21:40:42.163000,L5,271.88,247.40,231.04,256.44,271.69,312.04,288.85,290.89,292.30,300.74,326.94,316.58,306.21,314.03,305.60,296.99,313.19,322.43,322.42,321.44,321.60,331.61,342.94,337.37,324.26,326.55,337.69,330.50,304.04,317.08,327.85,344.73,345.17,341.60,336.77,349.01,371.97
2005-05-09 21:41:19.893000,L5,299.83,275.05,257.22,271.97,288.45,321.90,289.10,292.10,300.65,313.08,323.08,330.15,335.43,342.78,340.69,334.49,347.51,349.39,336.56,333.42,332.26,348.20,352.92,355.14,351.13,353.27,352.51,345.98,326.61,339.32,347.19,351.54,354.49,358.66,369.54,380.62,403.64
2005-05-25 21:41:28.038000,L5,270.25,218.13,213.14,221.19,205.75,167.28,,202.17,254.09,253.55,276.42,284.13,291.72,155.85,286.43,278.26,294.55,292.56,292.53,288.16,295.50,301.74,309.47,307.68,303.01,300.40,305.61,221.76,256.10,299.27,315.47,324.93,324.85,310.06,310.58,319.03,338.33
2005-06-10 21:41:36.102000,L5,299.73,277.04,253.69,272.00,288.56,320.99,285.53,289.87,306.44,314.03,323.53,329.31,337.17,343.79,333.71,347.35,345.71,346.15,338.15,337.97,338.05,351.77,360.95,358.79,350.12,352.25,357.02,342.75,330.91,344.62,356.47,356.96,355.41,367.43,372.36,385.51,409.29
2005-06-26 21:41:40.412000,L5,244.42,207.16,217.06,239.12,240.78,278.69,,208.49,254.64,255.62,270.80,281.77,288.24,,290.24,288.58,300.06,298.07,298.01,289.44,292.46,301.45,308.17,305.29,300.38,309.85,311.33,221.72,282.80,312.04,325.07,328.23,327.59,320.55,322.84,332.64,350.81
2005-07-12 21:41:47.390000,L5,256.91,196.63,201.58,228.77,228.28,269.21,,207.96,254.02,252.57,263.62,266.04,284.03,,272.07,273.33,286.76,280.98,285.00,290.75,290.96,297.93,305.56,306.45,297.05,295.37,159.98,214.07,272.14,301.19,316.25,325.95,324.36,305.51,317.11,325.82,337.80
2005-07-28 21:41:57.832000,L5,304.06,301.28,282.30,271.66,298.37,328.36,305.64,310.36,321.28,318.62,328.14,327.29,351.43,355.05,381.71,371.76,354.39,339.09,356.89,350.39,355.04,358.22,375.97,371.23,353.24,349.88,344.23,370.55,358.45,377.92,370.99,368.22,366.88,365.95,371.57,392.44,425.71
2005-08-13 21:42:05.358000,L5,268.97,210.84,211.03,236.51,231.12,278.89,225.49,228.06,256.31,255.10,264.93,268.76,280.85,,275.76,275.46,291.96,253.73,274.28,274.71,275.39,278.34,291.73,293.73,297.38,302.45,153.06,196.64,272.73,302.84,311.33,317.40,221.67,,201.18,310.16,311.62
2005-08-29 21:42:10.705000,L5,292.54,264.26,251.19,272.14,290.89,324.09,286.91,288.05,299.85,293.66,302.13,311.87,319.51,326.22,317.83,314.32,340.70,344.52,337.91,335.56,330.06,343.66,338.39,338.45,324.97,326.98,330.39,322.59,312.02,337.55,349.45,355.77,353.84,357.46,356.85,369.94,398.27
2006-01-20 21:44:01.121000,L5,322.82,310.44,308.55,302.51,312.04,346.03,324.60,328.70,333.30,343.94,352.14,355.97,367.47,387.68,407.70,424.81,395.19,382.13,383.62,378.19,381.02,383.04,395.04,399.61,378.49,381.31,375.80,388.55,385.92,374.02,371.08,382.12,388.45,396.34,377.74,396.07,420.53
2006-02-21 21:44:44.561000,L5,303.38,280.51,258.17,274.59,289.45,322.96,291.12,299.61,303.14,311.18,315.24,330.00,330.47,346.75,337.52,332.96,346.16,347.07,342.26,335.80,339.56,341.10,349.08,340.67,333.52,332.99,336.17,329.48,305.88,329.13,340.24,349.44,350.00,356.80,358.22,368.11,393.20
2006-04-10 21:45:40.863000,L5,294.21,267.45,240.77,258.17,273.93,316.02,278.18,281.61,293.51,303.44,313.92,319.75,324.37,327.99,313.94,305.35,319.76,307.81,322.46,320.68,323.84,331.77,348.70,345.57,343.15,365.15,365.74,423.57,412.84,415.83,358.20,347.61,345.35,343.44,348.13,354.60,381.28
2006-04-26 21:45:56.580000,L5,248.95,194.34,203.78,211.38,205.93,162.30,,,,,,,,166.47,276.92,273.02,288.66,289.41,293.55,287.65,289.98,294.15,305.23,303.10,295.45,298.10,269.63,198.18,276.28,297.17,311.97,316.56,315.35,287.93,220.89,304.11,323.52
2006-05-12 21:46:09.770000,L5,315.18,291.17,287.12,288.38,301.40,335.84,305.97,301.63,318.35,327.41,335.55,345.96,370.37,385.32,415.63,400.48,395.33,366.60,369.77,359.61,366.35,370.77,372.63,374.78,372.88,375.68,383.70,400.68,383.13,374.77,369.65,381.43,376.16,372.88,375.43,388.99,418.57
2006-06-13 21:46:37.602000,L5,292.18,265.79,252.04,263.53,280.96,313.48,276.25,279.59,294.78,304.37,314.28,323.25,336.22,340.01,340.18,327.44,338.67,342.57,337.05,334.97,335.42,349.37,361.79,353.06,348.63,349.95,355.12,343.16,325.03,343.90,351.87,356.22,355.86,359.90,363.74,382.01,407.40
2006-07-31 21:47:18.646000,L5,,,,,,,,,244.53,215.12,209.13,250.05,270.90,181.74,289.69,281.27,284.89,290.29,288.92,286.21,279.21,290.10,300.18,299.75,291.65,292.41,262.37,221.24,269.72,303.21,318.91,315.90,306.82,,310.14,314.40,
2006-09-01 21:47:43.231000,L5,320.67,325.93,309.68,305.81,312.53,334.74,303.54,305.98,338.06,338.62,335.13,353.54,382.53,459.60,386.96,391.52,384.99,387.70,366.55,363.81,365.44,365.40,378.35,367.58,373.62,374.38,371.09,389.41,395.90,388.87,392.78,396.56,388.49,374.95,375.71,390.83,417.15
2006-09-17 21:47:54.852000,L5,299.07,269.73,251.34,266.55,277.26,314.78,278.91,273.18,282.13,291.95,301.88,316.79,330.39,331.56,330.38,319.76,335.16,336.49,315.31,316.40,319.32,322.79,346.24,338.42,341.08,341.88,350.61,333.71,306.86,331.99,351.73,345.25,339.89,346.61,346.47,358.67,387.88
2006-12-06 21:48:41.029000,L5,274.94,249.81,231.45,245.92,263.57,304.92,283.34,284.07,285.19,290.71,297.49,285.64,293.05,307.96,313.73,309.00,306.61,310.39,318.45,315.14,315.97,326.64,334.39,330.47,326.72,314.20,313.81,314.49,318.61,318.31,325.19,327.10,335.56,336.61,336.59,359.10,384.68
2007-02-08 21:49:02.527000,L5,,,,,,,,,,,,,,276.19,313.82,304.03,333.75,340.58,329.39,334.64,331.36,344.23,340.67,338.60,335.31,331.21,336.82,326.15,311.98,329.09,337.50,344.81,349.16,352.99,349.71,359.32,382.22
2011-01-02 21:43:59.020000,L5,293.27,262.28,245.57,261.65,281.59,321.67,289.51,277.40,276.73,286.08,297.95,300.52,314.28,315.66,308.64,311.15,324.53,331.01,326.57,317.50,326.48,318.36,328.11,334.79,321.16,320.62,324.92,326.39,307.98,326.05,340.15,347.54,352.77,354.08,342.05,347.61,386.90
2011-03-07 21:44:00.562000,L5,314.57,306.27,297.98,283.16,296.19,329.01,297.55,303.63,379.38,419.54,389.00,392.07,442.01,371.87,383.50,372.04,409.34,485.37,532.59,480.30,445.98,379.85,368.89,358.13,348.08,350.72,351.01,347.65,335.40,346.61,356.84,362.52,357.92,357.24,357.01,374.11,400.23
2013-04-29 21:55:51.104000,L8,258.48,223.41,211.69,224.45,230.58,296.69,234.94,227.98,249.43,253.49,262.54,273.21,285.47,281.06,281.61,277.74,291.99,301.77,288.53,278.54,281.48,295.79,303.65,306.08,294.25,301.38,296.42,275.82,286.73,309.54,320.45,329.51,319.08,326.17,314.63,334.99,345.23
2013-05-31 21:56:07.688000,L8,508.64,480.17,495.64,487.55,487.16,431.35,394.58,466.51,478.50,526.18,492.28,423.27,523.82,443.53,481.18,510.59,484.17,444.43,342.70,323.22,339.31,439.34,467.46,467.24,347.45,353.36,359.32,367.66,369.97,363.42,365.51,363.59,361.95,373.95,379.83,398.75,429.86
2013-07-18 21:56:02.364000,L8,274.03,237.15,222.75,243.00,259.87,285.77,245.83,252.30,270.95,260.72,242.16,288.44,333.95,287.60,304.12,262.22,392.80,417.85,372.32,249.85,209.61,252.91,301.01,412.01,368.88,306.85,352.19,336.70,324.52,315.36,348.04,352.26,332.85,334.77,320.73,347.54,265.13
2013-08-19 21:55:42.209000,L8,280.51,248.06,223.04,245.22,253.59,304.98,251.75,249.37,265.50,278.54,283.82,293.04,343.86,312.92,297.44,296.78,331.39,323.57,304.24,312.59,321.11,332.59,339.22,336.32,334.67,333.80,333.25,317.81,300.54,327.36,341.54,348.17,350.33,345.42,360.99,385.99,411.63
2013-08-19 21:56:06.167000,L8,281.34,248.60,223.26,245.43,254.37,305.69,251.82,249.78,265.70,278.81,284.14,293.45,344.18,314.13,298.09,297.40,331.98,324.10,308.15,314.15,321.58,335.33,339.85,337.08,335.51,334.88,333.72,319.06,301.15,327.65,341.86,348.61,350.72,347.33,361.45,386.89,412.02
2013-10-06 21:55:33.702000,L8,277.37,265.74,234.83,258.34,261.89,262.39,260.49,434.46,390.88,387.38,283.24,347.48,313.27,331.77,372.71,328.51,327.04,322.61,313.18,295.18,303.54,316.20,332.88,340.39,329.03,331.20,338.23,318.60,341.40,523.96,440.47,347.16,351.63,340.22,316.53,359.13,379.21
2013-10-06 21:55:57.648000,L8,273.77,256.90,233.30,249.89,254.23,239.13,256.32,268.46,293.49,276.70,255.40,344.20,309.96,324.30,330.09,312.66,324.27,320.31,312.15,293.14,299.08,313.40,330.45,335.31,326.02,327.99,336.80,310.69,327.94,335.03,342.72,345.33,349.54,336.94,312.27,342.50,363.49
2013-12-09 21:55:16.438000,L8,274.68,222.41,218.21,216.83,228.50,285.33,242.47,232.38,244.29,250.66,260.62,271.57,280.21,283.96,276.41,282.90,286.50,289.11,279.07,271.59,279.56,289.85,300.75,298.80,288.65,294.19,293.41,280.49,284.86,296.57,311.68,321.20,318.62,317.53,305.37,331.35,348.49
2014-01-10 21:54:55.235000,L8,280.35,253.57,222.20,248.89,259.54,302.36,262.76,242.01,278.74,285.59,264.98,274.11,294.43,292.66,284.21,291.18,291.99,299.06,283.20,276.64,284.29,298.35,303.70,304.59,292.47,302.17,298.67,291.61,293.19,308.87,319.29,327.61,327.44,326.34,301.69,285.81,268.96
2014-01-10 21:55:19.190000,L8,279.04,251.02,221.02,246.96,254.99,301.15,261.41,240.45,277.39,283.29,263.22,273.03,292.32,291.53,282.76,289.94,291.13,296.05,281.49,274.95,283.65,297.14,303.00,303.68,291.38,301.14,297.99,288.91,292.28,306.52,317.82,325.37,324.97,325.77,299.40,279.15,267.14
2014-02-11 21:54:32.873000,L8,429.67,429.79,440.87,399.53,461.97,487.96,494.52,493.17,406.96,479.33,491.60,457.41,463.06,483.87,475.14,476.56,453.06,468.06,468.85,428.91,437.77,451.24,466.08,455.81,449.17,479.29,452.14,495.29,491.24,536.91,527.84,513.95,497.02,482.07,476.30,459.40,465.79
2014-02-11 21:54:56.823000,L8,430.00,430.00,440.29,478.51,461.25,428.09,493.87,492.66,457.92,480.08,491.82,456.35,462.78,482.83,474.83,476.06,452.94,468.27,468.57,427.58,437.12,451.13,464.99,378.98,448.46,477.91,449.49,493.06,490.63,538.06,529.01,515.44,498.61,483.94,477.20,460.80,467.87
2014-02-27 21:54:44.238000,L8,298.32,265.72,239.69,257.35,260.99,456.05,460.44,467.25,454.89,434.49,480.41,485.27,495.13,518.26,523.51,304.33,475.53,498.19,531.61,470.24,484.03,336.60,483.84,512.05,494.68,330.28,338.29,330.34,309.87,333.23,337.35,344.84,344.49,344.73,324.70,363.93,375.15
2014-03-15 21:54:10.286000,L8,264.99,254.17,235.69,251.35,263.51,295.64,258.10,258.86,283.46,292.21,301.11,311.35,312.68,319.26,290.82,302.25,320.86,318.45,313.99,309.69,312.48,322.92,329.75,330.14,331.45,337.65,338.71,326.41,320.14,324.43,338.94,320.58,333.03,343.43,326.79,336.44,342.64
2014-03-15 21:54:34.241000,L8,266.93,255.48,236.80,252.59,265.33,296.71,259.43,260.47,284.91,293.39,302.51,312.59,314.03,321.00,292.49,303.70,322.93,320.88,315.48,310.93,313.84,324.63,332.43,332.74,333.65,339.00,340.88,328.05,321.52,325.88,339.66,322.27,333.70,344.43,328.83,338.57,343.37
2014-03-31 21:53:53.631000,L8,262.22,239.72,220.91,243.32,249.91,282.26,241.79,234.10,249.18,256.17,280.17,279.19,284.06,280.63,280.93,267.17,156.90,,,,,,,,,301.36,282.24,267.16,270.92,301.69,309.04,312.99,310.93,308.25,296.46,250.22,357.10
2014-05-02 21:53:22.380000,L8,273.52,250.65,233.95,251.18,249.45,305.30,245.81,258.54,281.95,291.45,295.62,296.90,308.06,330.45,326.93,312.98,331.83,322.83,311.59,305.94,315.84,320.07,383.87,334.80,331.15,335.79,333.62,336.23,300.57,333.79,341.43,343.06,346.53,349.11,352.67,370.64,400.20
