dates,nzd0148-0000,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006,nzd0148-0001,satname
1999-08-26 22:04:44+00:00,323.92,,,,334.15,344.1,,L7
1999-09-27 22:04:48+00:00,330.905,,,,332.465,360.4,,L7
2000-10-15 22:01:56+00:00,,,,,329.84,367.25,,L7
2001-01-03 22:02:12+00:00,343.43,,,,329.84,367.25,290.07,L7
2001-03-01 21:56:21+00:00,349.8,,,,329.84,374.08500000000004,290.07,L7
2001-03-24 22:01:59+00:00,348.02666666666664,,,,329.84,375.45,290.07,L7
2001-08-15 22:00:38+00:00,350.32499999999993,299.89,324.9,323.55,332.26,365.81666666666666,,L7
2001-09-09 21:54:12+00:00,338.055,299.89,324.9,323.55,333.03499999999997,364.62999999999994,,L7
2001-10-11 21:53:46+00:00,331.63,298.90999999999997,320.53,323.55,334.37666666666667,357.85499999999996,291.8,L7
2001-12-05 22:00:18+00:00,341.33,298.90999999999997,320.53,323.55,334.37666666666667,357.85499999999996,285.83000000000004,L7
2002-01-22 22:00:40+00:00,341.33,298.90999999999997,320.53,323.55,333.4375,357.85499999999996,285.83000000000004,L7
2002-02-16 21:54:54+00:00,341.33,297.93,316.16,,333.83,369.505,285.83000000000004,L7
2002-02-23 22:00:43+00:00,345.0533333333333,297.93,316.16,,334.98,357.19666666666666,287.3766666666667,L7
2002-07-17 22:00:08+00:00,352.5,298.43,322.36,326.28,334.24333333333334,344.6933333333333,290.47,L7
2002-08-18 21:59:57+00:00,352.5,303.32500000000005,329.005,332.475,336.32666666666665,348.74333333333334,290.47,L7
2002-08-27 21:54:00+00:00,,303.32500000000005,329.005,332.475,330.1133333333333,345.97,,L7
2002-10-14 21:53:43+00:00,,302.04,329.005,332.475,331.8075,345.97,292.51,L7
2002-11-06 21:59:41+00:00,,302.04,329.005,332.475,332.37,349.52500000000003,292.51,L7
2002-12-24 22:00:09+00:00,,302.04,329.005,332.475,332.37,354.596,289.58,L7
2003-01-18 21:54:30+00:00,347.66,303.845,335.65,338.67,332.0425,361.71,289.58,L7
