dates,satname,nzd0148-0000,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006,nzd0148-0001
1999-08-26 22:04:44.971000,L7,323.92,399.19,372.75,388.13,334.15,344.10,
1999-09-20 21:58:32.521000,L7,,,,345.95,332.96,350.93,
1999-09-27 22:04:48.949000,L7,337.89,378.46,374.75,376.18,330.78,376.70,
1999-11-14 22:04:42.286000,L7,344.21,,,,,,
1999-12-25 21:58:52.197000,L7,,294.75,355.87,363.52,365.45,378.96,
2000-03-30 21:58:33.541000,L7,359.78,,,,,,289.88
2000-09-06 21:56:22.949000,L7,349.11,,,,,,
2000-09-13 22:02:26.190000,L7,341.54,,,,335.13,339.86,
2000-09-22 21:56:05.544000,L7,346.74,,,,,,
2000-09-22 21:56:29.431000,L7,348.65,,,,,,
2000-10-15 22:01:56.204000,L7,352.38,365.13,363.38,364.23,329.84,367.25,
2000-12-11 21:56:00.959000,L7,366.65,,,,334.42,354.51,361.02
2001-01-03 22:02:12.432000,L7,343.43,,,,,,290.07
2001-01-12 21:56:30.696000,L7,371.95,299.60,,,,328.12,294.21
2001-03-01 21:55:57.624000,L7,358.16,,,,,382.12,
2001-03-01 21:56:21.596000,L7,356.17,,,,,380.92,
2001-03-17 21:56:16.575000,L7,355.91,302.97,335.25,386.85,337.80,393.48,301.50
2001-03-24 22:01:59.719000,L7,344.48,,,,,378.18,
2001-06-12 22:01:24.980000,L7,,,,,,340.53,
2001-08-15 22:00:38.680000,L7,,299.89,324.90,323.55,332.26,338.35,
2001-09-09 21:54:12.928000,L7,331.63,394.55,372.14,367.99,333.81,377.36,
2001-09-09 21:54:36.880000,L7,337.66,389.56,387.75,383.91,330.49,370.70,377.62
2001-09-25 21:54:04.740000,L7,347.90,,,,,,
2001-09-25 21:54:28.694000,L7,350.67,,,,335.19,346.40,
2001-10-11 21:53:46.024000,L7,355.67,297.93,316.16,,337.06,385.96,291.80
2001-12-05 22:00:18.987000,L7,351.03,,,,,,279.86
2002-01-06 22:00:31.992000,L7,345.36,,,,,,282.26
2002-01-15 21:54:23.534000,L7,372.94,,,,,,
2002-01-22 22:00:40.906000,L7,391.43,378.23,379.16,392.60,330.62,388.84,395.94
2002-01-31 21:54:26.647000,L7,382.17,336.68,277.05,,,,379.55
2002-01-31 21:54:50.570000,L7,355.86,,,,,,273.14
2002-02-16 21:54:54.191000,L7,360.33,,,,,361.65,
2002-02-23 22:00:43.620000,L7,352.50,,,,338.43,332.58,290.47
2002-07-17 22:00:08.747000,L7,,298.43,322.36,326.28,333.68,339.85,
2002-08-18 21:59:57.690000,L7,,308.22,335.65,338.67,336.87,373.80,
2002-08-27 21:53:36.267000,L7,337.59,,,,332.10,378.66,
2002-08-27 21:54:00.253000,L7,,,,,319.79,324.26,
2002-10-14 21:53:19.813000,L7,345.80,,,,335.27,385.97,288.65
2002-10-14 21:53:43.769000,L7,346.91,299.47,260.40,377.33,336.89,388.72,292.51
2002-10-21 21:59:36.443000,L7,,,,,334.66,343.53,
