dates,satname,nzd0091-0000,nzd0091-0001,nzd0091-0002,nzd0091-0003,nzd0091-0004,nzd0091-0005,nzd0091-0006,nzd0091-0007,nzd0091-0008
1999-08-26 22:04:44.971000,L7,,,,,,,335.67,325.29,283.25
1999-09-27 22:04:48.949000,L7,,,,307.57,303.66,303.52,220.41,225.79,
2000-01-01 22:04:37.439000,L7,339.55,320.59,240.79,241.07,318.36,320.67,321.36,310.18,337.44
2000-01-17 22:04:35.821000,L7,348.31,329.61,237.44,319.45,316.96,319.33,331.15,328.53,324.40
2000-09-13 22:02:26.190000,L7,340.02,363.46,285.45,304.47,305.48,309.59,292.27,,
2000-10-15 22:01:56.204000,L7,,,,,,,,294.53,276.63
2001-01-03 22:02:12.432000,L7,325.68,298.14,289.46,242.78,324.08,314.72,314.60,300.95,272.92
2001-03-24 22:01:59.719000,L7,,,,,,,60.65,225.07,
2001-08-15 22:00:38.680000,L7,260.77,344.36,250.19,230.08,229.46,,227.92,236.25,231.43
2001-10-02 22:00:04.650000,L7,306.30,289.76,238.36,235.96,244.31,221.99,230.40,236.50,230.97
2001-12-05 22:00:18.987000,L7,,,,,,,,276.51,259.68
2001-12-21 22:00:29.925000,L7,,,280.70,270.87,268.44,273.08,315.38,301.08,293.96
2002-01-22 22:00:40.906000,L7,321.48,309.77,294.45,232.27,289.88,294.51,298.54,296.55,301.58
2002-02-23 22:00:43.620000,L7,341.27,328.96,238.37,314.94,316.64,322.23,320.07,314.38,311.18
2002-03-27 22:00:37.575000,L7,,,,,,,58.76,,
2002-07-01 22:00:15.186000,L7,,,,,,,219.65,225.75,
2002-08-18 21:59:57.690000,L7,341.21,328.62,238.84,280.94,319.19,215.58,231.04,239.78,236.28
2003-09-14 21:49:18.766000,L5,264.15,261.23,229.97,219.77,213.60,,,,
2003-09-30 21:49:30.432000,L5,317.86,310.41,284.89,286.68,282.73,253.57,271.46,268.00,249.39
2004-02-21 21:50:47.082000,L5,,,,,,212.68,241.55,220.22,66.04
2004-06-12 21:53:11.618000,L5,311.26,297.19,277.25,279.83,276.99,254.61,266.81,249.43,206.45
2004-07-30 21:54:28.143000,L5,266.91,264.25,233.97,232.14,221.88,209.37,,233.06,53.53
2004-09-16 21:55:41.721000,L5,273.03,271.45,224.01,222.20,,,,,
2004-11-19 21:56:55.269000,L5,290.67,281.90,263.11,268.75,285.08,276.53,272.62,254.54,177.11
2005-03-11 21:58:44.158000,L5,255.62,256.93,219.82,183.10,,,,,
2005-03-27 21:58:51.619000,L5,264.76,263.81,222.17,186.80,,,,,
2005-04-12 21:58:55.193000,L5,267.81,282.24,262.05,265.48,270.89,267.88,258.84,136.39,99.07
2006-06-02 22:04:12.415000,L5,,,,,,,136.76,223.38,36.42
2006-07-04 22:04:41.660000,L5,271.44,268.41,247.04,244.41,255.28,236.10,136.26,100.97,57.94
2006-11-25 22:06:19.953000,L5,238.30,238.68,200.24,189.52,199.37,,,,
2007-02-13 22:06:47.368000,L5,304.65,300.55,268.26,251.09,262.07,263.03,259.27,247.93,234.79
2008-10-29 21:55:24.451000,L5,299.31,287.88,263.09,258.47,275.21,257.87,234.66,,
2009-02-02 21:57:22.411000,L5,256.19,253.97,217.50,173.49,,,,,
2011-01-07 22:01:44.406000,L5,329.79,310.42,292.56,280.22,289.50,288.80,287.51,281.25,265.00
2011-03-12 22:01:43.554000,L5,305.30,298.77,269.68,257.98,269.97,270.13,266.58,255.56,240.48
2011-04-13 22:01:34.017000,L5,272.54,267.86,242.64,226.37,244.85,208.85,,,
2013-05-20 22:13:50.559000,L8,262.38,264.87,226.28,,,,,239.38,222.07
2013-10-27 22:13:31.854000,L8,270.26,267.89,240.33,235.77,245.39,250.72,248.08,244.03,195.12
2013-11-12 22:13:32.202000,L8,257.49,252.16,221.88,195.60,,,,,
2013-11-28 22:13:25.971000,L8,260.77,253.33,227.00,218.68,229.67,238.82,,113.98,46.51
2013-12-14 22:13:21.591000,L8,270.66,260.91,237.07,236.27,244.01,249.98,249.07,248.79,241.92
2013-12-30 22:13:13.343000,L8,249.14,243.84,,,,,,,
2014-02-16 22:12:38.819000,L8,256.58,250.15,223.61,197.71,,,,,
2014-03-20 22:12:13.789000,L8,311.66,303.23,267.13,245.56,208.90,,279.28,246.91,236.71
2014-04-05 22:11:58.702000,L8,256.97,261.83,225.54,184.94,225.10,,,,
2014-05-23 22:11:18.694000,L8,255.60,264.19,226.18,,,,,104.55,
2014-07-26 22:11:43.162000,L8,,,,,,,,225.90,
2014-10-14 22:12:02.705000,L8,257.79,254.34,224.11,219.71,232.62,243.09,,237.11,
2014-12-01 22:12:00.318000,L8,262.55,254.65,228.48,220.96,231.82,239.16,,106.62,44.87
2015-01-02 22:11:50.958000,L8,260.85,250.21,223.00,202.17,224.61,,,101.93,
2015-03-07 22:11:30.209000,L8,266.21,261.13,235.48,226.82,232.62,,,105.38,24.40
2015-04-24 22:11:08.401000,L8,245.43,257.79,219.41,,,,,,
2015-05-10 22:10:52.487000,L8,235.91,258.04,223.27,,,,,,
2015-06-27 22:11:10.298000,L8,228.29,259.27,227.36,,,,,103.35,
2015-07-29 22:11:25.856000,L8,252.33,260.19,226.72,,,,,,
2015-08-14 22:11:31.426000,L8,250.97,259.82,227.26,,,,,,
2015-12-20 22:11:57.501000,L8,273.26,265.94,235.92,233.05,239.24,244.68,240.50,243.21,241.84
2016-02-22 22:11:42.580000,L8,257.57,253.00,222.99,192.64,215.66,,,,
2016-03-09 22:11:40.902000,L8,338.32,328.76,,,323.27,305.86,248.29,269.91,249.67
2016-03-25 22:11:32.353000,L8,256.49,257.04,225.49,,,,,,
2016-05-12 22:11:20.683000,L8,256.86,262.38,228.19,,,,,99.10,
2016-06-13 22:11:30.674000,L8,248.81,261.73,229.83,,,,,103.19,52.50
2016-07-15 22:11:46.335000,L8,254.43,263.27,232.13,,,,104.11,,
2016-08-16 22:11:53.694000,L8,,253.68,233.13,228.60,233.25,242.00,,,
2016-11-20 22:12:09.409000,L8,257.90,248.49,221.62,188.44,227.19,,,,
2017-01-23 22:11:55.340000,L8,267.64,262.09,233.10,228.25,228.45,,,238.13,193.54
2017-08-19 22:11:53.133000,L8,257.16,262.07,229.79,,,,,,
2018-01-10 22:11:54.118000,L8,259.01,251.50,225.54,209.47,223.63,,,106.28,
2018-07-05 22:10:54.795000,L8,261.42,261.31,231.33,,,,,,
2018-09-07 22:11:24.397000,L8,255.24,262.62,223.85,182.90,225.78,,90.82,,
2019-02-14 22:11:33.473000,L8,270.69,266.05,234.93,235.83,241.05,245.54,239.57,244.46,232.45
2019-03-02 22:11:29.304000,L8,274.66,270.04,237.67,237.86,246.25,248.15,247.29,157.41,65.58
