dates,nzd0537-0000,nzd0537-0001,nzd0537-0002,nzd0537-0003,nzd0537-0004,nzd0537-0005,nzd0537-0006,nzd0537-0007,nzd0537-0034,nzd0537-0035,nzd0537-0036,nzd0537-0037,nzd0537-0038,nzd0537-0039,nzd0537-0040,nzd0537-0041,nzd0537-0042,nzd0537-0043,nzd0537-0044,nzd0537-0045,nzd0537-0046,nzd0537-0047,nzd0537-0048,nzd0537-0049,nzd0537-0050,nzd0537-0051,nzd0537-0052,nzd0537-0053,nzd0537-0054,nzd0537-0055,nzd0537-0056,nzd0537-0057,nzd0537-0058,nzd0537-0059,nzd0537-0060,nzd0537-0061,nzd0537-0062,nzd0537-0063,nzd0537-0064,nzd0537-0065,nzd0537-0066,nzd0537-0067,nzd0537-0068,nzd0537-0069,nzd0537-0070,nzd0537-0071,nzd0537-0072,nzd0537-0073,nzd0537-0074,nzd0537-0075,nzd0537-0076,nzd0537-0077,nzd0537-0078,nzd0537-0079,nzd0537-0080,nzd0537-0081,nzd0537-0082,nzd0537-0083,nzd0537-0084,nzd0537-0085,nzd0537-0086,nzd0537-0087,nzd0537-0088,nzd0537-0089,nzd0537-0090,nzd0537-0091,nzd0537-0092,nzd0537-0093,nzd0537-0094,nzd0537-0095,nzd0537-0098,nzd0537-0099,nzd0537-0100,nzd0537-0104,nzd0537-0105,nzd0537-0106,nzd0537-0107,nzd0537-0108,nzd0537-0109,nzd0537-0110,nzd0537-0111,nzd0537-0112,nzd0537-0113,nzd0537-0114,nzd0537-0115,nzd0537-0116,nzd0537-0117,nzd0537-0118,nzd0537-0119,nzd0537-0120,nzd0537-0121,nzd0537-0122,nzd0537-0123,nzd0537-0124,nzd0537-0125,nzd0537-0126,nzd0537-0127,nzd0537-0128,nzd0537-0129,nzd0537-0008,nzd0537-0009,nzd0537-0010,nzd0537-0011,nzd0537-0012,nzd0537-0013,nzd0537-0014,nzd0537-0015,nzd0537-0016,nzd0537-0017,nzd0537-0018,nzd0537-0019,nzd0537-0020,nzd0537-0021,nzd0537-0022,nzd0537-0023,nzd0537-0024,nzd0537-0025,nzd0537-0026,nzd0537-0027,nzd0537-0028,nzd0537-0030,nzd0537-0031,nzd0537-0032,nzd0537-0033,nzd0537-0096,nzd0537-0097,nzd0537-0101,nzd0537-0102,nzd0537-0103,nzd0537-0130,nzd0537-0131,nzd0537-0132,nzd0537-0133,nzd0537-0134,nzd0537-0135,nzd0537-0136,nzd0537-0029,nzd0537-0137,nzd0537-0138,satname
2001-04-07 22:17:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.03,348.08,,,,333.47,370.23,,352.76,341.76,,315.065,337.19,323.56,348.20500000000004,333.79499999999996,321.47,316.28999999999996,317.72,314.15999999999997,323.94500000000005,293.44,313.9166666666667,321.46999999999997,337.00333333333333,314.4666666666667,308.35333333333335,298.77666666666664,263.29,259.36,221.07,195.12,278.15,,192.77,206.24,,,,,,,,,,,,,,,,,,,,,,,,,,367.69,360.33,341.74,316.595,345.23,222.98,,,,,231.2,231.695,,,,L7
2001-04-16 22:10:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.03,348.08,,,,333.47,370.23,,352.76,341.76,,315.065,337.19,323.56,348.20500000000004,333.79499999999996,321.47,316.28999999999996,317.72,314.15999999999997,323.94500000000005,293.44,313.9166666666667,321.46999999999997,337.00333333333333,314.4666666666667,328.565,298.77666666666664,263.29,259.36,221.07,195.12,278.15,,192.77,206.24,,,,,,,,,,,,,,,,,,,,,,,,,,367.69,360.33,341.74,316.595,328.365,222.98,,,,,231.2,231.695,,,,L7
2001-11-01 22:15:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,,,292.98,,,,,,268.82,255.3,273.47,273.03,286.14,296.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.39,,,,,,,,,,,L7
2002-12-31 22:09:08+00:00,,,194.75,191.3,197.66,197.22,195.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.72,,,,,,,,,326.8,383.1,,,,,,261.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-02-24 22:15:37+00:00,,,194.75,191.3,197.66,197.22,195.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.77,,376.91,,350.28,345.5,332.48,347.27,343.11,350.36,,339.42,336.83500000000004,330.69,335.89,345.6,,,,,,326.8,396.475,,280.43,255.11,242.66,226.38,261.59,165.76,182.51,206.91,,,,,,,,,,,,,,,,,,,,,,,,,,364.3,353.33,343.25,300.77,333.81,214.48,,206.22,203.67,197.25,193.86,180.29,,,,L7
2003-03-21 22:09:27+00:00,,,194.75,191.3,197.66,197.22,195.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.77,,376.91,,350.28,345.5,332.48,347.27,343.11,350.36,,351.4,336.83500000000004,330.69,335.89,345.6,,,,,,326.8,393.3233333333333,,280.43,255.11,242.66,226.38,261.59,165.76,182.51,206.91,,,,,,,,,,,,,,,,,,,,,,,,,,364.3,353.33,343.25,300.77,333.81,214.48,,206.22,203.67,197.25,193.86,180.29,,,,L7
2003-04-13 22:15:43+00:00,,,194.75,191.3,197.66,197.22,195.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.32,332.98,,,,,,348.6,,369.86,319.85,367.89,345.25,357.085,336.39,371.14,,319.18499999999995,314.53499999999997,319.92,347.27,324.06,328.735,303.0,336.22,336.83500000000004,319.53999999999996,335.89,327.33000000000004,300.26,284.68,238.31,,,326.8,393.3233333333333,264.06,263.64,248.3,215.70499999999998,226.38,261.59,165.76,182.51,206.91,,,,,,,,,,,,,,,,,,,,,,,,,,336.375,353.33,325.76,306.52,333.81,214.48,,206.22,203.67,197.25,193.86,180.29,,,,L7
2003-05-15 22:15:40+00:00,,,194.75,191.3,197.66,197.22,195.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.32,332.98,,,,,,348.6,,369.86,322.12,357.5,354.14,352.96999999999997,349.37,353.42,,311.7,315.73333333333335,319.92,347.27,317.45666666666665,323.9433333333333,298.15999999999997,323.2375,336.83500000000004,310.5,335.89,314.86,300.485,286.195,238.31,300.15,306.42,308.22,393.3233333333333,260.245,263.64,248.3,215.70499999999998,226.38,261.59,165.76,182.51,206.91,,,,,,,,,,,,,,,,,,,,,,,,,,320.71,353.33,315.1666666666667,304.34999999999997,322.71500000000003,214.48,,206.22,203.67,197.25,193.86,180.29,,,283.21,L7
2003-08-11 22:03:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.32,332.98,,,,,,348.6,,369.86,322.12,357.5,354.14,352.96999999999997,349.37,353.42,,311.7,315.73333333333335,319.92,347.27,317.45666666666665,323.9433333333333,298.15999999999997,309.306,331.95,310.5,335.89,314.86,300.485,286.195,245.905,298.52,304.94500000000005,289.5,398.435,260.74666666666667,252.96333333333334,240.58,206.37333333333333,226.38,,165.76,182.51,206.91,,,,,,,,,,,,,,,,,,,,,,,,,,320.71,353.33,315.1666666666667,304.34999999999997,322.71500000000003,214.48,,206.22,203.67,197.25,193.86,180.29,,,283.21,L5
2003-10-07 21:58:35+00:00,,,,,,,,,,,,355.82,339.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.32,332.98,,,,,,348.6,,369.86,322.12,357.5,354.14,353.7266666666667,356.7133333333333,345.53666666666663,354.89,293.5,291.1433333333334,319.05,323.12,299.5933333333333,316.6033333333333,298.15999999999997,281.24333333333334,337.0,300.405,346.82,299.49,300.485,286.195,245.905,298.52,304.94500000000005,289.5,375.42,260.74666666666667,239.23,233.315,188.23000000000002,,,201.56,197.23,201.84,,,,,,,,,,,,,,,,,,,,,,,,,,301.96999999999997,346.47,288.82,297.6133333333333,310.66499999999996,,,,,,,,,,283.21,L5
2004-03-31 21:59:59+00:00,,,,,,,,,,,,354.525,338.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.04,377.475,353.26,357.86,302.08000000000004,271.475,335.75,329.14,293.05499999999995,335.135,,,337.0,,346.82,,,,,,,,375.42,,,,,,,201.91500000000002,195.45,201.84,,,,,,,,,,,,,,,,,,,,,,,,,,317.095,347.525,261.475,280.385,313.67999999999995,,,,,,,,,,,L5
2004-04-23 22:06:53+00:00,,,,,,,,,,,,353.23,336.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.03,342.91,,,,,,340.39,,,304.07,,,259.16,383.55,,360.83,308.48,271.22,340.76,335.16,296.59,341.93,256.51,263.39,,,,,,,268.73,302.45,310.6,299.08,,272.3,259.71,236.98,208.36,188.89,219.86,202.27,193.67,,,,,,,,,,,,,,,,,,,,,,,,,,,326.11,348.58,258.74,280.21,317.65,,,,,,,,,,,L5
2004-05-02 22:00:57+00:00,,,,,,,,,,380.22,370.25,353.70500000000004,333.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.03,342.91,,,,,,340.39,,,304.07,,382.99,259.16,379.71000000000004,,354.485,303.35,267.77,338.42499999999995,335.16,295.755,335.12,256.51,253.995,,298.13,361.36,,,,268.73,302.45,323.82500000000005,308.645,,272.3,259.71,236.98,208.36,205.795,209.34500000000003,202.27,191.97,,,,,,,,,,,,,,,,,,,,,,,,,,,323.83500000000004,344.185,264.735,294.1,317.385,,,,,,,,,,,L5
2004-05-18 22:01:26+00:00,,,,,,,,,,382.84000000000003,369.24,352.5133333333333,333.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.03,342.91,,,,,,340.39,,,304.07,,382.99,259.16,382.31333333333333,,355.66,305.78333333333336,265.76666666666665,338.75333333333333,335.16,295.755,335.12,256.51,253.995,333.22,298.13,361.36,,,,268.73,302.45,323.82500000000005,308.645,371.77,272.3,259.71,236.98,208.36,205.795,209.34500000000003,202.27,191.76999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,323.83500000000004,344.79333333333335,264.8766666666667,287.93666666666667,315.9066666666667,,,,,,,,,,,L5
2004-06-10 22:08:17+00:00,,,,,,,,,,382.84000000000003,369.24,352.5133333333333,333.49,,,227.74,250.73,281.52,279.63,,,,,,,,,,,,,314.83,,,,,,,,174.43,,,360.55,359.15,,,,,,,,,,,361.03,342.91,,238.38,281.06,,273.52,340.39,236.68,,304.07,,382.99,259.16,382.31333333333333,,355.66,305.78333333333336,265.76666666666665,338.75333333333333,335.16,295.755,335.12,256.51,253.995,333.22,298.13,361.36,,,,268.73,302.45,323.82500000000005,308.645,371.77,272.3,259.71,236.98,208.36,205.795,209.34500000000003,202.27,191.76999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,323.83500000000004,344.79333333333335,264.8766666666667,287.93666666666667,315.9066666666667,,,,,,,,,,,L5
2004-07-12 22:09:13+00:00,,,,,,,,,,382.84000000000003,369.24,352.5133333333333,333.49,,,227.74,250.73,281.52,279.63,,,,,,,,,,,,,314.83,,,,,,,,174.43,,,307.1,359.15,,,,,,,,,,,361.03,342.91,,241.495,266.12,,267.24,340.39,245.57,,304.07,,382.99,259.16,382.31333333333333,,355.66,305.78333333333336,265.76666666666665,338.75333333333333,335.16,295.755,335.12,256.51,253.995,333.22,298.13,361.36,,,,268.73,302.45,323.82500000000005,308.645,371.77,272.3,259.71,236.98,208.36,205.795,209.34500000000003,202.27,191.76999999999998,,,,,,,,,,,,,,,,,,,,251.77,,,,,,,323.83500000000004,344.79333333333335,264.8766666666667,287.93666666666667,315.9066666666667,,,,,,,,,,,L5
2004-07-21 22:03:15+00:00,,,,,,,,,,382.84000000000003,369.24,352.5133333333333,333.49,,,227.74,250.73,281.52,279.63,,,,,,,,,,,,,314.83,,,,,,,,174.43,,,307.1,359.15,,,,,,,,,,,361.03,342.91,,241.495,266.12,,267.24,340.39,245.57,,304.07,,382.99,259.16,382.31333333333333,,358.83,307.495,265.79,338.75333333333333,335.16,296.6433333333334,337.8666666666667,256.51,253.995,333.22,298.13,361.36,,,,268.73,302.45,323.82500000000005,308.645,373.385,272.3,259.71,236.98,208.36,205.795,209.34500000000003,200.54500000000002,191.2275,211.5,,337.25,,319.35,312.25,308.81,,,,,,,,,,,,,251.77,,,,,,,323.83500000000004,345.755,264.8766666666667,287.93666666666667,315.9066666666667,,,233.27,,,,,,,,L5
2004-08-29 22:10:22+00:00,,,,,,,,,,382.84000000000003,369.24,352.5133333333333,333.49,,,227.74,250.73,281.52,279.63,,,,,,,,,,,,,314.83,,,,,,,,174.43,,,307.1,359.15,,,,,,,,,,,353.01,342.91,,241.495,266.12,,267.24,340.39,273.6666666666667,319.72,299.405,274.16,329.19,255.505,382.31333333333333,,358.83,307.495,265.79,338.75333333333333,335.16,296.6433333333334,314.34250000000003,253.495,253.995,333.22,255.745,361.36,202.03,210.62,211.64,262.46000000000004,297.595,317.59666666666664,302.16333333333336,339.76666666666665,267.46000000000004,251.72500000000002,225.515,208.36,205.795,209.34500000000003,200.54500000000002,191.2275,211.5,,337.25,,319.35,312.25,308.81,,,,,,,,,,,,,251.77,,,,,,,281.72333333333336,345.755,264.8766666666667,287.93666666666667,315.9066666666667,,,233.27,,,,,,,,L5
2004-11-01 22:11:49+00:00,,,,,,,,,,385.46,368.23,350.13,333.24,,,227.74,250.73,281.52,279.63,,,,,,,,,,,,,314.83,,,,,,,,174.43,,,307.1,359.15,,,,,,,,,373.07,367.17,351.76,340.72,,241.495,266.12,,267.24,346.61,287.935,315.05,294.905,271.75,268.255,243.285,387.52,,363.17499999999995,311.64,263.81000000000006,339.41,,298.42,274.13,246.8,254.89,286.59000000000003,212.695,,202.03,210.62,212.38,254.67000000000002,294.20500000000004,302.485,288.49,322.2525,257.915,238.08000000000004,210.31,,,,198.82,190.48499999999999,211.5,,337.25,,319.35,312.25,308.81,,,,,,,,,,,,,251.77,,,,,,,195.49,347.325,265.16,275.61,312.95,,,233.27,,,,,,,,L5
2005-05-12 22:14:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47,179.68,,,,357.9,,,,,,,,,,,,,,,,301.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-06-13 22:14:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47,179.68,,,,357.9,,,,,,,,,,,,,,,,301.27,,,,,326.33,318.0,315.71,287.26,274.05,,,,,,,,,,,,,,226.27,193.25,207.64,239.17,237.93,273.17,296.47,317.26,,,,,,,,,,,,,,335.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.72,L5
2005-07-15 22:14:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47,179.68,,,,357.9,,,,,,,,,,,,,,304.78,,303.945,309.15,,,,326.33,318.0,315.71,287.26,274.05,,,,,,,,,,,,,,226.27,193.25,207.64,239.17,237.93,273.17,296.47,317.26,,,,,,,,,,,,,,335.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.72,L5
2005-08-09 22:08:46+00:00,,,,,,,,,,,,,337.5,,,,,,,,,,,,,,,,,,,,,,,,260.47,179.68,,,,357.9,,,,,,,,,,,,,,304.78,,303.945,309.15,,,,326.33,318.0,315.71,287.26,274.05,,,,374.15,333.78,280.38,,,,,,,,226.27,193.25,207.64,239.17,237.93,273.17,296.47,317.26,,,,,,,,,,,,,,335.01,,,,,,,,,,,,,,,,,,,,,,,,354.29,,,,,250.52,,,,,,,,250.72,L5
2006-01-23 22:16:59+00:00,,,,,,,,,,,,,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.35,,,,,,,340.44,321.95,309.89,288.65,280.64,258.05,,,374.15,333.78,280.38,,,,252.08,258.47,262.67,246.19,230.67,192.25,220.6,223.94,236.49,272.81,310.66,314.15,305.44,289.51,249.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.06,354.29,,,,,250.52,,,,,,,,,L5
2006-02-08 22:17:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.35,,,,,,,340.44,325.22,312.435,290.615,280.49,258.005,,,,,,,,,252.76,259.87,264.46000000000004,249.64499999999998,234.35,197.85500000000002,221.095,226.485,237.74,274.065,311.54,317.16999999999996,306.51,288.245,249.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.36,,,,,,,,,,,,,,,L5
2006-05-31 22:19:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2,,339.02,,,,,,,340.44,325.22,312.435,290.615,280.49,258.005,,,,,,,,,256.7,259.84999999999997,265.7733333333333,249.61333333333334,241.83,207.44000000000003,220.63,226.485,237.74,274.065,311.54,317.16999999999996,306.51,288.245,249.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.96666666666667,,277.48,286.89,,,,,,,,,,,,L5
2006-07-27 22:13:58+00:00,,,,,,,191.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2,,341.69,,,,,,,,328.49,314.98,292.58,280.34,257.96,,,,,,,,,259.01,260.53999999999996,267.32499999999993,251.32500000000002,247.41000000000003,215.03500000000003,220.64499999999998,229.03,238.99,275.32,312.42,320.19,307.58,286.98,,,,,,,201.11,199.35,195.84,,,,,,,,,,,,,,,,,,,,,,,,,,206.42,,277.48,286.89,,211.53,242.3,,,,,,,,,L5
2006-08-28 22:14:23+00:00,,,205.83,163.78,184.44,192.76,190.51,166.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2,,341.69,,,,,,,,,,,,,,,355.94,307.1,274.59,,339.0,302.17,264.58,267.15999999999997,268.4,249.55,256.79,226.61,219.7,,,,,,,,,319.44,304.82,,,222.42,205.09500000000003,198.94,199.05,,,,,,,,,,,,,,,,,,,,,,,,,,205.18,351.81,277.48,286.89,,214.45,246.515,,,,,,,,,L5
2007-01-26 22:21:54+00:00,,,205.83,163.78,184.44,192.76,189.1,166.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.16,315.98,293.58,275.09,262.52,238.17,,,355.94,307.1,274.59,,339.0,302.17,,274.51,,,,,210.2,202.32,221.16,268.91,301.11,,,,,319.44,304.82,,,222.42,209.08,198.53,202.26,,,,,,,,,,,,,,,,,,,,,,,,,,196.81,351.81,,,,217.37,250.73,,,,,,,,,L5
2007-02-04 22:15:45+00:00,,,205.83,163.78,184.44,192.76,189.1,166.92,,,,347.63,340.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.16,315.98,293.58,275.09,262.52,238.17,,343.87,352.245,297.895,271.975,334.48,336.29499999999996,302.33500000000004,,274.51,,,,,210.2,202.32,221.16,268.91,301.11,,,326.4,322.03,319.44,301.435,275.46,233.99,215.95,203.66000000000003,199.49,205.13,,,,,,,,,,,,,,,,,,,,,,,,,,196.81,346.005,267.82,281.07,317.35,219.57,244.935,,,,,,,,,L5
