dates,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059,satname
2003-12-30 21:32:24+00:00,328.415,316.125,314.785,313.98,314.65166666666664,313.20666666666665,305.0783333333333,306.0233333333333,304.4216666666667,301.02,309.36000000000007,314.92833333333334,314.40166666666664,312.3433333333333,310.51666666666665,309.09999999999997,308.12833333333333,307.7266666666667,301.262,297.448,290.4066666666667,301.085,291.656,286.18666666666667,286.15000000000003,297.715,294.78200000000004,299.392,292.216,289.43,293.446,300.53249999999997,305.89,307.02250000000004,306.21,306.5275,300.73,295.8525,284.635,274.845,260.06666666666666,256.055,248.21,265.78999999999996,260.43,222.83333333333334,251.75,267.19666666666666,276.025,180.26333333333332,,,,,,,,,,,L5
2004-01-15 21:32:26+00:00,326.7314285714286,313.1485714285714,312.19714285714286,310.78285714285715,310.78999999999996,310.6885714285714,302.7242857142857,303.75999999999993,301.77714285714285,298.7442857142857,307.6628571428572,312.54857142857145,311.92857142857144,309.54857142857145,307.26714285714286,306.5185714285714,305.2371428571428,304.93,299.0833333333333,294.33,287.26750000000004,298.6642857142857,289.7083333333333,283.15999999999997,281.59000000000003,293.81857142857143,293.59166666666664,294.11999999999995,287.62833333333333,283.80333333333334,289.11,300.53249999999997,296.662,307.02250000000004,306.21,306.5275,300.408,295.8525,284.635,274.845,260.06666666666666,256.055,248.21,265.78999999999996,260.43,222.83333333333334,251.75,267.19666666666666,276.025,180.26333333333332,,,,,,,,,,,L5
2004-01-22 21:38:40+00:00,329.84857142857146,318.9842857142857,318.2628571428572,315.62142857142857,314.40714285714284,316.9371428571429,310.51142857142855,309.86285714285714,309.2057142857143,306.21285714285716,313.89,318.99285714285713,315.27714285714285,312.4414285714285,311.45,312.6885714285714,311.7785714285714,304.9933333333334,299.706,295.304,287.26750000000004,308.36,290.88,292.904,292.66400000000004,303.10571428571427,300.2633333333333,294.11999999999995,287.62833333333333,283.80333333333334,294.3285714285715,305.252,296.662,311.492,311.56399999999996,311.3,305.0466666666667,302.29,290.16999999999996,279.90999999999997,262.5725,259.31,256.1566666666667,270.8666666666666,262.5466666666667,236.8,261.805,267.19666666666666,276.025,180.26333333333332,,451.57,407.09,386.87,,391.75,,312.9,302.22,289.07,L5
2004-06-07 21:34:54+00:00,335.265,325.1375,324.6625,321.12,318.7375,322.9875,317.2375,315.2125,314.855,312.9175,319.3225,323.6,316.625,316.82,314.10249999999996,318.185,319.1775,296.9950000000001,295.55999999999995,290.40000000000003,290.44500000000005,318.95,290.815,307.675,306.26250000000005,308.29249999999996,302.61333333333334,278.15999999999997,270.815,268.41499999999996,298.6375,313.37,272.655,313.88000000000005,315.47333333333336,315.0,309.04499999999996,308.9166666666667,296.0833333333333,285.69666666666666,265.4533333333333,255.81500000000003,258.305,273.21999999999997,265.6933333333333,263.5233333333333,278.7766666666667,289.725,315.12,190.45,,451.57,395.275,386.87,,391.75,,312.9,301.6,278.73,L5
2004-06-23 21:35:22+00:00,337.626,327.72200000000004,327.194,324.594,322.106,326.34000000000003,319.738,318.788,318.332,316.992,322.584,326.87,321.56399999999996,321.1,319.796,323.07,323.568,296.9950000000001,295.55999999999995,290.40000000000003,290.44500000000005,323.38599999999997,290.815,311.46400000000006,310.65,312.42999999999995,309.615,278.15999999999997,270.815,268.41499999999996,303.764,314.97,272.655,315.895,316.64750000000004,314.9425,308.844,307.2575,294.4775,283.655,267.2475,260.83,265.74333333333334,275.2,268.99,268.6825,281.875,295.68,325.16,190.45,,451.57,395.275,386.87,,391.75,,312.9,301.6,278.73,L5
2004-06-30 21:41:46+00:00,338.834,326.79200000000003,325.898,322.564,321.27599999999995,325.7,318.666,316.928,316.504,316.3,321.31600000000003,326.898,321.58399999999995,321.79799999999994,319.028,320.98199999999997,321.78799999999995,291.92999999999995,288.485,278.645,279.61,320.988,277.88,307.634,305.75200000000007,307.572,303.3475,267.595,259.74,258.145,299.378,309.095,261.825,305.3525,301.65500000000003,296.59999999999997,294.41600000000005,292.7475,277.01250000000005,289.58,270.1033333333333,268.34000000000003,276.33500000000004,280.07666666666665,274.5133333333333,280.9766666666667,289.8533333333333,303.37,331.50333333333333,178.08,,451.57,395.275,386.87,,391.75,,312.9,301.6,278.73,L5
2004-08-26 21:36:59+00:00,337.3925,321.735,320.45,319.29,320.8975,319.6125,309.7475,310.1925,307.56,309.0475,313.545,321.54499999999996,320.575,320.55,315.105,313.11,314.09499999999997,289.74,284.575,277.225,275.71500000000003,310.38250000000005,270.265,298.99,296.7075,296.985,288.35,254.02,247.485,248.99000000000004,289.27,289.5,261.865,282.545,271.5975,269.51,263.1975,262.4325,246.03750000000002,284.28499999999997,270.11,270.86,280.62,279.605,278.38,282.115,288.79499999999996,303.37,331.50333333333333,178.08,,,383.46,,,,,,300.98,268.39,L5
2004-09-18 21:43:46+00:00,332.758,317.81,316.168,315.196,315.93199999999996,314.146,305.066,303.98199999999997,302.33000000000004,302.688,308.83000000000004,316.666,315.53999999999996,315.498,310.104,308.338,308.59399999999994,288.93333333333334,285.25,278.74333333333334,276.4266666666667,304.66,271.3933333333334,292.3,290.74,290.634,283.02,253.49,251.26333333333332,248.23000000000002,284.978,283.616,263.83,275.72200000000004,267.17600000000004,262.63599999999997,258.062,254.346,237.564,284.28499999999997,270.11,270.86,280.62,279.605,266.0366666666667,282.115,288.79499999999996,295.49666666666667,331.50333333333333,174.485,,,383.46,,,,,,300.98,268.39,L5
2004-10-20 21:44:28+00:00,329.87833333333333,314.1516666666667,312.4016666666667,310.39166666666665,311.13666666666666,308.69666666666666,300.2416666666667,298.8883333333333,296.81333333333333,297.175,304.1066666666667,311.82,311.6666666666667,311.2766666666667,306.25333333333333,304.8633333333333,304.465,287.505,284.71500000000003,279.015,276.0425,299.72166666666664,269.5675,286.3933333333334,284.75333333333333,284.63,277.20799999999997,247.405,247.1625,243.40500000000003,280.05,278.1533333333333,263.965,269.605,258.2916666666667,256.45166666666665,251.80166666666665,244.69500000000002,228.11,284.28499999999997,270.11,270.86,280.62,279.605,266.0366666666667,282.115,288.79499999999996,295.49666666666667,331.50333333333333,174.485,,,383.46,,,,,,300.98,268.39,L5
2004-12-07 21:45:24+00:00,324.9483333333333,306.97999999999996,305.87333333333333,303.07666666666665,304.17,301.3883333333333,289.63666666666666,288.26,285.50666666666666,284.59000000000003,293.15333333333336,300.5833333333333,302.11333333333334,299.81666666666666,295.9816666666667,294.895,295.08166666666665,287.368,284.25,279.128,276.124,290.31,268.5,275.6516666666667,274.455,270.8966666666667,271.40833333333336,241.67600000000002,242.83800000000002,237.68,266.60166666666663,262.68666666666667,264.04200000000003,257.055,241.99833333333333,241.91666666666666,236.38333333333333,227.255,210.51333333333332,277.53,272.63,270.86,280.62,281.14,260.115,284.16,291.17,293.66999999999996,325.695,174.485,,,,,,,,,,,L5
2004-12-23 21:45:40+00:00,323.45,305.195,299.584,295.994,297.88800000000003,293.716,281.616,279.294,276.16,274.85,284.658,292.71,294.27200000000005,292.136,286.664,285.352,285.87199999999996,287.368,284.25,279.128,276.124,280.146,268.5,265.45799999999997,263.706,259.28000000000003,259.566,241.67600000000002,242.83800000000002,237.68,255.06799999999998,251.26999999999998,264.04200000000003,244.07800000000003,226.36400000000003,227.346,222.052,212.25,194.684,310.45,263.49,261.57,270.49,280.75,257.525,314.11,,279.75,306.15,174.485,,,378.06,372.95,,,317.19,305.09,278.06,273.62,L5
2005-01-24 21:46:06+00:00,322.31,304.28200000000004,297.08,293.6175,295.26250000000005,289.98999999999995,278.0575,275.755,272.20000000000005,270.7375,283.01500000000004,289.6925,292.02,288.9525,283.625,284.18499999999995,284.7125,284.692,281.064,277.358,273.93999999999994,275.284,264.938,260.696,259.694,253.26800000000003,252.24399999999997,231.97199999999998,235.16799999999998,229.144,252.298,245.446,264.164,241.112,221.77799999999996,225.07199999999997,220.92799999999997,208.61800000000002,190.948,310.45,263.49,261.57,270.49,280.75,257.525,314.11,,279.75,,170.89,,,378.06,372.95,,,317.19,305.09,278.06,273.62,L5
2005-02-18 21:40:18+00:00,320.46999999999997,302.94166666666666,295.66999999999996,292.83000000000004,294.054,289.908,277.986,275.422,272.00800000000004,270.598,282.732,288.52799999999996,290.42999999999995,287.71799999999996,282.108,282.474,281.682,282.4216666666667,277.8,273.30333333333334,271.34,272.6616666666667,262.4433333333333,257.6983333333333,256.995,252.42500000000004,249.57499999999996,230.93999999999997,231.79,226.06333333333336,250.52666666666664,243.61333333333334,261.77,237.73000000000002,217.64333333333332,221.36833333333334,218.58666666666667,206.25333333333333,188.61666666666667,310.45,263.49,261.57,270.49,280.75,257.525,314.11,,279.75,,170.89,,,378.06,372.95,,,317.19,305.09,278.06,273.62,L5
2005-02-25 21:46:35+00:00,321.055,305.055,298.046,294.96999999999997,295.392,291.904,281.056,277.592,276.504,273.96,284.66400000000004,290.28,292.236,290.566,285.92,286.652,285.316,284.585,280.3566666666667,275.21999999999997,275.00666666666666,275.37999999999994,267.63166666666666,260.695,259.37166666666667,258.0133333333333,255.50833333333335,229.006,230.112,223.804,256.00666666666666,249.68500000000003,264.99666666666667,243.79666666666665,218.62199999999999,221.23600000000002,224.18833333333336,206.148,188.658,310.45,256.895,249.81,270.49,270.81,255.1833333333333,295.96000000000004,259.78,290.80500000000006,256.9,185.64999999999998,,,378.06,372.95,,,317.19,305.09,278.06,273.62,L5
2005-03-29 21:46:54+00:00,322.42199999999997,305.644,297.7975,294.0075,295.22249999999997,291.81,279.735,277.20500000000004,275.2775,273.13750000000005,283.33750000000003,288.5625,291.44500000000005,289.385,284.875,285.682,284.264,284.59666666666664,279.46,274.04999999999995,274.62666666666667,275.00499999999994,266.7033333333333,260.6333333333334,258.125,257.3383333333333,253.97333333333333,225.58,225.016,220.42800000000003,253.89499999999998,247.19833333333335,263.92,241.61833333333334,210.02599999999998,217.66799999999998,221.57000000000002,203.074,186.078,310.45,256.895,249.81,270.49,270.81,262.09999999999997,295.96000000000004,259.78,301.86,256.9,200.41,,,378.06,372.95,,,317.19,305.09,278.06,273.62,L5
