dates,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059,satname
1999-09-22 21:46:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.13,351.62,349.94,,,,,,,,,,394.7,400.03,,,,,L7
1999-09-29 21:52:52+00:00,369.95,367.37,368.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.6,,,,,,,363.13,351.62,349.94,,,,407.47,,,,,417.89,389.76,387.89,,,400.22,373.45,L7
1999-10-15 21:52:49+00:00,367.34000000000003,363.805,361.99,359.73,,,,355.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.6,,,,,,,363.13,351.62,349.94,,,,407.47,,,,,416.88,388.37999999999994,387.89,,,400.595,376.40999999999997,L7
1999-10-24 21:46:32+00:00,367.34000000000003,363.805,361.99,359.73,,,,355.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.6,,,,,363.85,,360.03,355.435,352.725,,,,412.46000000000004,,,,,415.99333333333334,386.46,387.89,,,403.92333333333335,375.99666666666667,L7
2000-02-04 21:52:37+00:00,367.34000000000003,363.805,361.99,359.73,,,,355.35,,,,249.12,,,,,219.1,247.29,243.93,235.15,240.91,233.79,209.77,199.9,,,,,,,,,,,,366.6,,,,,363.85,,360.03,355.435,352.725,,,,412.46000000000004,,,,,415.99333333333334,386.46,387.89,,,403.92333333333335,375.99666666666667,L7
2000-03-16 21:46:15+00:00,367.34000000000003,363.805,361.99,359.73,,,,355.35,,,,241.66500000000002,,,,,219.1,247.29,243.93,229.46,232.53,223.655,209.77,199.9,,,,,,,,,,,,366.6,,,,,363.85,,360.03,355.435,352.725,,,,412.46000000000004,,,,,415.99333333333334,386.46,387.89,,,403.92333333333335,375.99666666666667,L7
2000-05-03 21:45:55+00:00,,,,,,,,,,,,241.66500000000002,,,,,219.1,247.29,240.75,227.26,230.15333333333334,225.16333333333333,209.77,199.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-05-26 21:51:48+00:00,,,,,,,,,,,,241.66500000000002,,,,,219.1,247.29,240.75,227.26,230.15333333333334,225.16333333333333,209.77,199.9,,,,,,,,,,,,363.6,,367.13,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-14 21:50:56+00:00,383.05,376.97,,,,,,363.82,,,,234.21,,,,,,,237.57,223.315,224.77500000000003,220.85000000000002,,,,,,,355.69,354.39,353.08,357.92,364.31,364.75,371.28,366.045,373.02,371.05,372.48,369.07,359.26,368.81,362.73,351.13,349.58,360.88,,,,,,,,,,,,,,,L7
2001-03-03 21:44:00+00:00,,,,,,,,,,,,,,,,,,,241.53,233.85,239.14,224.38,210.93,216.87,213.96,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-03-10 21:50:10+00:00,,,,,,,,,,,,241.7,199.63,,,,227.84,259.92,242.765,239.01999999999998,244.39,237.135,225.215,226.78,223.10000000000002,201.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-04-04 21:43:43+00:00,,,,,,,,,,,253.87,248.685,201.64999999999998,,,,224.835,257.2,243.82333333333335,236.5233333333333,237.3033333333333,233.09,219.08333333333334,221.49,220.46,201.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-04-20 21:43:46+00:00,,,,,,,,,,,258.875,250.60333333333332,201.64999999999998,,,,224.835,257.2,243.82333333333335,233.9,232.27749999999997,228.3375,219.08333333333334,221.49,220.46,201.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-06-07 21:43:18+00:00,,,,,,,,,,,258.875,250.60333333333332,201.64999999999998,,,,224.835,257.2,243.82333333333335,233.9,232.27749999999997,228.3375,219.08333333333334,221.49,220.46,201.37,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,,L7
2001-07-25 21:42:54+00:00,376.19,373.63,376.03,369.96,,358.28,362.23,365.92,,,258.875,250.60333333333332,201.64999999999998,360.64,,357.66,224.835,257.2,243.82333333333335,233.9,232.27749999999997,228.3375,219.08333333333334,221.49,220.46,201.37,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,,L7
2001-09-18 21:48:17+00:00,376.19,373.355,376.03,369.96,,361.36,361.895,362.775,,,258.875,255.05499999999998,203.67,362.52,,359.555,221.83,254.48,245.94,228.78000000000003,220.16499999999996,219.54000000000002,206.82,210.91,215.18,,351.51,348.8,347.81,346.52,350.84,359.24,353.02,354.28,363.47,366.11,374.24,366.19,358.26,350.16,335.82,339.27,325.09,321.33,323.78,327.36,322.38,326.95,,,,,461.33,462.52,,369.57,,,,325.12,L7
2001-09-27 21:42:05+00:00,376.19,373.355,376.03,369.96,,361.36,361.895,362.775,,,258.875,255.05499999999998,203.67,362.52,,359.555,221.83,254.48,245.94,228.78000000000003,220.16499999999996,219.54000000000002,206.82,210.91,215.18,,351.51,348.8,347.81,346.52,350.84,359.24,353.02,354.28,363.47,366.11,374.24,366.19,358.26,350.16,335.82,339.27,325.09,321.33,323.78,327.36,322.38,326.95,,,,,461.33,462.52,,369.57,,,,331.895,L7
2001-10-13 21:41:51+00:00,376.19,373.355,376.03,369.96,,361.36,361.895,362.775,,,249.095,250.985,202.56,362.52,,359.555,,216.24,252.35,235.11,234.08999999999997,230.305,227.89,214.17,207.54,,351.51,348.8,347.81,346.52,350.84,359.24,353.02,354.28,363.47,366.11,374.24,366.19,358.26,350.16,335.82,339.27,325.09,321.33,323.78,327.36,322.38,326.95,,,,,461.33,462.52,,369.57,,,,331.895,L7
2002-02-25 21:48:47+00:00,,373.08,,,217.41,364.44,361.56,359.63,248.5,,235.84,256.95000000000005,202.175,364.4,,361.45,,216.24,252.35,236.275,241.255,230.85500000000002,214.91,207.975,200.73,,351.51,348.8,347.81,346.52,350.84,359.24,353.02,354.28,363.47,366.11,374.24,366.19,358.26,350.16,335.82,336.54,325.09,321.33,323.78,327.36,322.38,326.95,,,,,461.33,462.52,,369.57,,,,331.895,L7
2002-03-22 21:42:28+00:00,,,,,217.41,,,,248.5,,235.84,256.95000000000005,202.175,,,,,216.24,252.35,236.275,241.255,230.85500000000002,214.91,207.975,200.73,,,,,,,,,372.06,372.0,,,,,,,,,,,,,,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,338.67,L7
2002-04-07 21:42:28+00:00,,,,,211.79500000000002,,,,248.5,,241.51,255.86666666666667,202.175,,,,,216.24,252.35,236.275,241.255,230.85500000000002,214.91,207.975,200.73,,,,,,,,,372.06,372.0,,,,,,,,,,,,,,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,,L7
2002-04-14 21:48:38+00:00,,,,,210.25333333333333,,,,247.9,,251.97333333333336,262.2033333333334,197.1,,,,,,,228.36,231.53,215.18,201.93,201.78,193.92,,,,,,,,,372.06,372.0,,,,,,,,,,,,,,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,,L7
2002-05-16 21:48:34+00:00,,,387.1,,210.25333333333333,,,,247.9,,251.97333333333336,262.2033333333334,197.1,,,,,,,228.36,231.53,215.18,201.93,201.78,193.92,,372.02,368.31,363.44,364.23,,,,372.24,375.605,371.31,,380.06,,,347.35,326.77,337.54,319.87,328.91,324.23,343.04,,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,,L7
2002-06-01 21:48:28+00:00,,,383.435,,210.25333333333333,,369.46,361.26,247.9,,251.97333333333336,262.2033333333334,197.1,,,,,,,228.36,231.53,215.18,201.93,201.78,193.92,,369.91499999999996,365.09000000000003,363.44,364.23,,362.34,366.91,368.8333333333333,371.8566666666666,370.68,356.58,369.68,352.11,346.66,337.055,323.225,325.765,308.95,317.82500000000005,316.565,334.22,,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,,L7
2002-08-29 21:41:39+00:00,344.85,,383.435,327.28,206.675,,341.945,335.435,281.90999999999997,,259.27500000000003,260.12000000000006,192.41,,,,,,,,,,,,,,369.91499999999996,365.09000000000003,363.44,364.23,,362.34,348.295,368.8333333333333,363.345,359.58666666666664,336.95,369.68,336.84000000000003,325.33000000000004,337.055,307.7033333333333,312.67,299.83666666666664,317.82500000000005,303.71999999999997,317.99333333333334,292.99,,,418.21,433.32,440.2,423.21,400.19,,347.14,,,,L7
2002-10-23 21:47:39+00:00,344.85,,383.435,308.53,208.5,,341.945,335.435,316.52,180.02,222.01,,195.48,,,,,,,233.76,233.04,217.07,207.38,204.46,199.44,220.31,369.91499999999996,365.09000000000003,363.44,364.23,,362.34,348.295,367.22,360.46000000000004,359.58666666666664,336.95,369.68,336.84000000000003,325.33000000000004,337.055,307.7033333333333,312.67,299.83666666666664,317.82500000000005,303.71999999999997,317.99333333333334,292.99,,,,,,,,,,,,,L7
2002-11-08 21:47:44+00:00,344.85,,383.435,308.53,208.5,,341.945,335.435,316.52,180.02,235.89000000000004,248.05,195.48,,,,256.91,256.72,248.43,241.70499999999998,242.185,231.36,224.12,214.54500000000002,207.09,223.48000000000002,369.91499999999996,365.09000000000003,363.44,364.23,,362.34,348.295,367.22,360.46000000000004,359.58666666666664,336.95,369.68,336.84000000000003,325.33000000000004,337.055,307.7033333333333,312.67,299.83666666666664,317.82500000000005,303.71999999999997,317.99333333333334,292.99,,,,,,,,,,,,,L7
2003-01-11 21:48:14+00:00,344.85,,,308.53,208.5,,314.43,309.61,316.52,178.91000000000003,233.86,246.40000000000003,197.79500000000002,,,,256.91,256.72,248.43,237.07666666666668,236.49666666666667,226.53666666666666,224.12,210.3033333333333,203.78,218.17666666666665,,,,,,,329.68,,337.81,337.4,317.32,,321.57,304.0,,276.66,286.48,281.61,,278.03,285.54,292.99,,,,,,,,,,,,,L7
2003-02-21 21:42:20+00:00,355.56,366.58,358.06,308.53,208.5,,314.43,309.61,316.52,178.91000000000003,233.86,246.40000000000003,197.79500000000002,,,,256.91,256.72,248.43,237.07666666666668,236.49666666666667,226.53666666666666,224.12,210.3033333333333,203.78,218.17666666666665,,356.83,355.68,,357.09,362.75,329.68,369.31,351.07,349.14,335.96000000000004,357.99,333.04999999999995,320.07,328.83,294.19500000000005,298.48,281.61,300.51,278.03,285.54,292.99,398.9,,,465.63,,,,368.59,310.04,288.38,,,L7
2003-03-16 21:48:34+00:00,366.27,366.58,358.06,289.78,208.5,,,,,178.91000000000003,237.45000000000002,248.39666666666668,199.92666666666665,,,,256.91,256.72,238.68,235.69,234.5825,226.8175,218.41666666666666,210.7875,204.86,214.4275,,356.83,355.68,,357.09,362.75,,369.31,364.33,360.88,354.6,357.99,344.53,336.14,328.83,311.73,310.48,,300.51,,,,398.9,,,465.63,,,,368.59,310.04,288.38,,,L7
2003-04-10 21:42:26+00:00,366.27,366.58,358.06,289.78,208.5,,,,,178.91000000000003,232.77000000000004,242.9025,199.05,,,,256.91,256.72,238.68,233.156,231.92600000000002,224.62600000000003,215.475,210.07200000000003,207.50799999999998,214.85,,356.83,355.68,,357.09,362.75,,369.31,364.33,360.88,354.6,357.99,344.53,336.14,328.83,311.73,310.48,,300.51,,,,398.9,,,465.63,,,,368.59,310.04,288.38,,,L7
2003-04-26 21:42:25+00:00,357.94,351.98,345.225,322.27,324.05,319.4,315.14,314.8,312.92,245.485,253.25200000000004,259.194,231.3,324.23,328.38,324.68,290.89,291.46000000000004,267.62666666666667,251.142,231.64750000000004,245.42600000000002,245.635,211.47500000000002,209.52499999999998,213.485,320.86,332.29499999999996,329.37,299.45,337.43499999999995,331.93,319.44,338.095,346.975,340.15999999999997,335.71000000000004,357.99,344.53,312.01,304.955,311.73,310.48,,300.51,,,,343.435,219.31,,465.63,405.07,396.01,,368.59,310.04,288.38,,,L7
2003-05-28 21:42:22+00:00,358.68,349.4666666666667,343.8333333333333,328.56,329.99,325.835,320.93,317.685,320.20000000000005,268.8566666666667,269.41,276.524,252.84,330.64,332.745,329.94,330.435,327.995,293.39000000000004,266.116,225.0866666666667,261.774,266.365,207.09000000000003,207.78666666666663,209.09666666666666,320.425,328.56333333333333,323.6666666666667,302.005,329.34999999999997,326.07,318.95500000000004,330.96,337.50333333333333,330.1166666666666,330.03333333333336,357.99,344.53,312.01,304.955,311.73,310.48,,300.51,,,,343.435,219.31,,465.63,405.07,396.01,,368.59,310.04,288.38,,,L7
2003-07-23 21:30:14+00:00,352.065,340.435,335.29,321.57666666666665,323.77,318.46666666666664,311.62333333333333,309.56,309.6233333333334,304.3666666666666,283.244,287.82800000000003,273.514,322.45,322.33666666666664,319.96666666666664,321.0933333333333,320.18,294.035,278.444,225.07000000000005,276.35,269.86199999999997,209.72500000000008,213.09999999999997,230.51666666666665,307.8233333333333,328.56333333333333,323.6666666666667,302.005,329.34999999999997,326.07,318.95500000000004,330.96,337.50333333333333,330.1166666666666,330.03333333333336,357.99,344.53,312.01,304.955,311.73,310.48,,300.51,,,,343.435,219.31,,465.63,405.07,396.01,,368.59,310.04,288.38,,,L5
2003-07-30 21:36:33+00:00,351.038,340.068,336.92600000000004,325.8125,326.78,325.225,317.22,314.78,317.0325,309.9975,292.3916666666667,297.1666666666667,285.06333333333333,327.51,326.555,324.1925,324.34000000000003,325.1325,294.035,278.444,225.07000000000005,284.8183333333333,269.86199999999997,209.72500000000008,213.09999999999997,255.41750000000002,307.8233333333333,329.3125,322.5425,305.01666666666665,325.555,323.4175,322.1166666666667,329.405,334.1425,328.16999999999996,326.2975,335.045,321.91999999999996,302.62666666666667,304.955,311.73,310.48,,300.51,,,,343.435,219.31,,465.63,405.07,396.01,,368.59,310.04,288.38,,,L5
2003-08-24 21:30:48+00:00,345.538,333.244,330.60800000000006,326.51,326.43,325.2,317.578,315.794,317.604,311.48,296.2085714285714,301.7314285714286,290.3671428571429,327.404,326.306,324.12399999999997,324.36199999999997,324.35,299.79200000000003,285.1516666666667,225.07000000000005,289.08,277.49833333333333,209.72500000000008,213.09999999999997,267.408,310.3375,319.0725,310.9975,305.61,311.91,309.0175,320.3675,314.915,322.47,316.8125,315.09,310.39,297.555,285.16333333333336,270.38,,,,,,,,287.97,219.31,,,405.07,396.01,,,,,,,L5
2003-11-19 21:38:14+00:00,337.544,323.24799999999993,320.416,319.79200000000003,320.942,319.94399999999996,312.11600000000004,309.456,311.15,305.28,316.16400000000004,322.06,321.684,320.246,317.38800000000003,316.322,316.074,314.396,306.40250000000003,301.53,272.44,306.504,296.9675,274.99,266.33,298.7725,298.6825,309.165,301.14,295.73,301.08250000000004,311.6533333333333,320.6766666666667,317.5933333333333,320.08666666666664,315.93666666666667,314.5133333333333,310.39,297.555,283.805,259.68,,,,,203.19,233.74,245.71,,180.47,,,,,,,,,,,L5
2003-11-28 21:32:10+00:00,329.476,316.46799999999996,314.526,313.646,315.07399999999996,313.48400000000004,305.852,306.678,305.078,302.27200000000005,311.718,316.986,316.646,314.536,312.088,310.828,309.87199999999996,308.104,300.845,296.29499999999996,284.09000000000003,300.634,289.155,281.03,281.31000000000006,297.744,294.09000000000003,302.09999999999997,296.03499999999997,291.4975,296.5975,304.3666666666666,312.6666666666667,312.20666666666665,309.0133333333333,308.1533333333333,302.5,300.21333333333337,287.4266666666667,277.8333333333333,260.76,266.3,251.86,271.01,268.44,218.35,248.655,260.645,264.93,175.17000000000002,,,,,,,,,,,L5
