dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2018-06-28 22:05:52.179000,L8,,,,241.12,272.39,212.36,319.90,308.90,261.41,251.65,246.73,,,,264.21,252.78,302.44,289.57,287.56,234.07,279.06,305.87,309.56,261.03,309.06,313.24,308.67,305.07,321.62,324.81,,,,,,,,,,,170.24,181.54,227.36,245.28,252.89,251.93,241.67,246.69,245.58,249.54,247.36,251.01,247.16,244.49,240.58,,,,,,,215.49,231.41,241.01,254.49,258.26,258.94,251.99,255.22,252.34,228.24,262.44,273.22,279.16,281.02,281.00,255.28,290.20
2018-07-23 21:59:52.623000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.98,221.35,227.20,227.72,222.97,207.14,205.82,,,,,,,,,,,,,,,,,,,,,,,,233.78
2018-08-24 22:00:09.684000,L8,434.77,421.72,414.24,415.27,411.65,408.51,398.12,400.63,399.60,397.74,306.93,305.21,409.71,401.77,399.90,394.44,398.86,401.22,391.71,384.68,382.44,390.49,389.33,397.37,396.50,403.25,395.49,390.53,405.09,417.02,403.98,393.99,393.07,394.51,390.49,392.01,398.39,385.06,391.96,385.65,391.83,402.43,404.57,410.75,411.65,405.74,400.55,392.01,384.12,384.84,380.02,369.85,368.63,386.39,383.72,375.44,378.96,378.79,372.73,369.31,377.21,377.71,412.25,398.55,427.18,418.13,418.50,414.40,422.53,426.19,431.67,429.23,432.41,424.53,419.35,423.86,427.49,422.77
2018-08-31 22:06:23.199000,L8,440.56,431.19,434.73,431.28,426.57,420.29,412.83,409.17,419.38,421.63,379.44,385.38,368.26,370.48,414.56,409.10,402.58,402.74,410.76,396.72,402.77,413.57,407.10,399.69,416.03,430.36,405.22,416.26,419.15,425.74,415.33,417.20,411.43,407.67,412.79,401.94,406.75,415.27,398.17,403.08,395.27,401.67,409.35,408.43,436.08,409.39,407.23,528.53,510.98,522.96,515.42,537.82,404.60,384.96,390.38,387.75,381.44,404.61,382.54,382.89,389.59,427.66,408.35,404.36,428.14,408.46,435.96,421.88,425.91,426.40,419.04,428.02,430.59,430.49,429.36,431.48,427.59,443.01
2018-09-09 22:00:15.248000,L8,251.45,265.97,213.40,,,,323.52,328.29,289.17,276.42,269.73,236.74,274.77,277.18,298.15,310.35,315.98,278.84,220.13,247.43,281.06,323.16,324.34,318.06,332.30,335.30,339.32,346.27,358.41,356.42,348.76,345.73,355.10,351.66,343.45,332.90,336.72,336.48,336.23,349.11,341.42,343.89,341.02,343.12,275.05,272.41,260.78,264.98,269.06,299.12,328.16,331.59,333.80,322.62,324.67,326.42,328.97,334.88,292.37,291.03,253.31,292.26,261.55,362.79,274.76,367.51,372.93,376.15,376.19,380.23,376.61,376.46,378.49,379.22,383.17,314.17,324.31,327.40
2018-09-25 22:00:20.737000,L8,391.19,346.14,408.13,409.23,380.26,394.75,397.02,387.56,386.90,382.41,308.20,280.75,297.47,321.79,383.20,373.93,383.09,374.00,384.05,363.35,379.30,384.43,391.12,368.08,382.90,384.75,386.12,386.64,384.25,398.89,392.40,395.32,393.22,378.36,383.85,383.03,379.96,373.58,378.28,385.38,383.81,395.37,384.49,389.55,385.24,359.24,345.88,373.31,370.55,370.77,358.50,366.93,374.31,369.36,369.04,368.13,377.37,374.26,367.58,369.13,379.72,382.46,384.90,397.85,373.45,400.68,404.76,399.23,399.56,404.56,404.59,408.71,414.63,412.00,418.06,412.70,417.43,412.92
2018-10-02 22:06:35.159000,L8,321.13,328.69,350.09,340.92,337.54,251.40,234.21,266.56,306.21,297.14,303.54,251.82,279.31,287.77,320.89,335.33,352.63,346.86,312.35,279.39,314.19,347.90,354.98,339.18,350.17,351.02,351.34,355.33,363.26,358.61,347.76,344.38,352.69,348.41,344.84,336.63,345.63,347.81,362.35,368.75,376.89,378.04,384.02,389.47,398.13,391.49,383.74,367.80,362.13,355.15,402.08,424.07,245.50,336.35,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:06:41.631000,L8,389.63,338.51,360.98,359.86,346.32,401.28,406.83,400.44,400.24,384.95,310.20,269.39,303.02,317.92,382.21,342.59,384.28,373.85,382.69,381.60,327.47,375.57,379.78,348.39,364.69,373.33,372.16,399.56,400.94,402.33,395.08,382.49,387.43,385.24,384.85,381.34,372.30,382.56,385.36,384.46,389.31,392.89,395.22,391.22,392.13,392.29,387.67,385.26,387.17,382.60,379.63,376.16,365.41,368.51,367.41,363.53,369.50,369.26,368.72,371.74,383.34,386.65,398.21,401.46,402.78,405.87,407.79,408.77,411.94,413.09,408.74,420.94,419.59,423.66,421.12,424.07,423.76,433.52
2018-11-03 22:06:45.335000,L8,414.40,432.03,422.46,415.03,417.67,415.00,414.29,406.66,408.78,400.03,405.43,404.74,403.98,400.89,401.09,394.47,392.21,396.73,400.11,398.13,409.53,401.99,401.78,400.72,397.34,403.93,406.17,414.46,418.27,424.39,428.40,424.55,414.99,405.42,402.90,399.69,401.75,394.78,401.74,409.66,412.90,401.34,413.79,418.38,428.46,415.57,404.02,402.19,395.31,390.51,384.92,387.30,384.65,388.78,395.51,424.14,389.78,390.30,417.82,407.88,393.57,402.75,412.24,404.22,408.98,419.65,419.66,422.54,428.56,431.69,436.85,427.43,427.36,429.52,430.06,437.14,442.83,437.46
2018-11-12 22:00:35.361000,L8,384.13,334.96,359.87,360.58,352.49,398.28,398.51,395.99,390.56,375.92,307.18,267.09,299.06,317.32,380.62,373.31,378.50,373.03,368.63,371.94,362.41,372.58,376.67,355.16,368.88,382.47,371.80,384.20,401.77,400.60,394.57,383.22,391.30,387.24,382.17,381.70,382.10,381.45,385.57,387.05,388.90,390.65,392.32,390.28,388.98,387.08,381.75,379.47,378.85,375.04,379.07,368.72,366.42,369.37,370.17,376.87,375.52,376.06,377.16,373.96,385.31,387.21,395.90,400.06,401.06,402.46,404.49,405.58,407.24,412.24,409.89,412.50,415.15,422.27,425.32,432.18,416.41,422.45
2018-12-14 22:00:31.254000,L8,403.97,341.32,414.25,412.03,407.93,401.56,401.89,399.69,397.10,388.99,299.74,292.44,299.63,354.74,384.70,382.04,385.35,379.96,378.03,379.50,377.64,380.89,382.14,378.50,376.55,386.58,379.91,401.63,401.39,404.43,397.98,394.02,390.63,387.42,384.41,385.01,386.12,382.41,387.39,387.49,388.67,390.71,395.79,392.17,392.63,392.22,385.03,381.00,379.77,378.73,377.93,377.49,377.16,376.16,375.53,376.83,380.76,384.10,383.26,384.69,389.50,394.16,395.27,397.66,397.54,402.69,403.71,407.44,408.66,412.00,409.71,414.77,416.18,415.42,423.41,424.95,423.55,431.24
2018-12-21 22:06:42.603000,L8,489.57,507.97,507.95,491.55,502.69,493.33,479.13,505.89,486.18,481.02,486.69,475.29,484.71,466.01,487.47,445.30,444.97,450.72,449.12,477.50,485.46,473.11,457.59,467.11,465.51,502.19,454.19,462.20,534.56,530.46,458.89,486.21,467.36,451.12,437.25,459.65,462.62,454.87,468.10,514.15,455.38,513.33,520.96,512.64,508.87,496.00,490.73,484.55,542.61,475.56,476.07,467.84,457.06,454.44,457.07,456.71,464.78,467.66,473.95,455.83,461.45,457.01,461.88,490.63,473.72,478.76,467.37,477.51,521.39,496.83,508.17,502.37,510.68,509.71,506.35,502.07,503.48,512.77
2019-01-22 22:06:38.169000,L8,419.11,413.04,414.91,402.43,404.89,401.49,398.82,400.07,392.28,389.01,375.29,366.64,310.57,392.35,389.38,386.60,378.81,383.64,386.95,387.39,390.47,379.95,384.11,388.91,390.36,387.17,384.40,397.43,405.37,407.74,403.14,399.86,391.79,394.69,388.91,387.27,392.45,391.72,392.13,395.70,390.32,386.81,397.15,395.93,400.39,397.48,388.39,394.30,377.85,377.83,381.21,375.89,385.10,376.94,369.96,374.40,379.69,387.93,384.92,386.44,390.72,389.15,397.12,397.31,391.63,399.56,402.65,408.71,411.12,415.95,416.44,416.85,413.30,410.29,414.67,418.07,421.91,420.54
2019-02-07 22:06:35.585000,L8,262.41,249.49,257.48,282.22,328.85,327.43,293.12,330.43,344.05,306.18,291.46,249.29,286.09,296.99,320.76,316.34,321.71,318.90,342.80,343.43,323.50,343.31,366.70,338.03,349.47,356.43,359.64,372.34,383.32,382.70,375.21,369.74,374.70,367.70,365.63,356.66,364.33,359.90,339.42,364.90,377.10,375.61,372.57,379.67,378.57,369.86,361.15,352.05,362.32,361.49,331.42,,218.02,244.79,191.96,166.51,260.43,270.06,257.73,224.20,249.79,205.12,382.06,387.36,385.23,391.61,394.81,394.65,394.88,403.82,399.56,403.46,409.54,407.71,405.71,406.16,410.29,409.81
2019-02-16 22:00:23.352000,L8,436.26,434.40,433.14,434.90,428.84,420.86,424.54,420.99,417.93,412.26,411.56,409.38,408.91,403.33,409.84,406.99,402.73,405.71,404.21,397.40,397.60,402.38,399.46,407.79,404.86,409.11,402.80,403.47,416.29,425.93,423.14,411.71,411.26,411.12,415.02,411.08,402.69,404.13,408.00,409.68,401.68,404.59,429.99,445.39,434.36,427.08,418.05,416.07,413.84,402.24,401.86,398.86,387.46,385.81,391.26,401.56,407.08,402.66,397.17,403.71,419.26,418.59,413.11,418.93,417.78,421.97,426.46,432.52,433.79,432.63,442.50,436.25,431.81,438.96,439.23,443.16,442.60,451.79
2019-03-27 22:06:23.509000,L8,398.32,338.54,405.63,406.06,403.73,393.64,395.50,394.21,390.18,377.99,297.03,278.75,289.51,320.79,378.12,375.08,377.14,370.92,371.49,371.09,367.31,375.52,374.83,369.40,370.48,373.06,368.84,383.43,395.53,394.55,391.68,385.98,384.86,376.28,376.76,372.91,369.11,373.31,375.89,373.31,381.58,385.79,382.70,385.71,385.88,376.95,375.39,374.57,370.21,371.76,369.62,367.29,360.04,364.39,361.55,360.00,370.17,368.20,372.13,366.32,376.79,382.26,385.52,390.43,389.56,395.52,399.81,398.32,401.30,406.61,404.93,407.60,409.33,410.72,411.12,415.53,413.92,418.94
2019-04-12 22:06:18.648000,L8,,,,,,,318.37,311.36,269.59,258.36,250.77,198.17,,261.86,309.39,320.96,332.43,330.40,323.92,340.74,296.04,330.98,339.75,321.28,336.87,337.65,343.50,346.36,363.66,363.20,355.45,348.70,356.55,351.54,330.12,328.01,339.19,326.55,272.11,257.51,261.09,265.23,288.11,282.44,278.49,287.15,337.17,337.43,331.86,342.16,309.99,173.90,236.98,263.56,275.18,257.04,268.13,256.26,303.30,330.34,333.87,365.41,368.62,373.31,359.56,381.23,384.50,383.92,385.52,389.92,390.83,392.90,396.69,399.72,392.63,358.76,326.83,362.62
2019-05-14 22:06:24.187000,L8,225.27,248.90,328.63,279.60,301.06,314.07,343.33,330.66,295.18,289.92,272.38,230.75,267.94,276.70,310.55,319.46,327.58,324.59,319.28,331.87,289.43,319.31,321.30,307.76,322.72,327.33,329.56,334.55,349.91,349.28,335.70,324.82,342.85,338.55,324.68,266.26,273.26,184.88,254.25,253.27,248.68,258.09,259.90,269.61,276.03,272.35,270.43,267.57,263.95,276.18,272.13,271.16,265.09,269.34,264.14,257.07,247.56,242.58,241.87,235.52,239.19,242.68,264.25,275.04,275.81,283.99,280.38,275.53,276.30,282.83,251.66,287.14,287.16,299.02,304.86,312.31,320.25,323.26
2019-05-23 22:00:18.688000,L8,383.82,338.05,401.87,355.55,398.11,389.70,391.42,394.22,386.34,318.24,288.55,252.35,279.58,296.59,365.55,343.16,369.14,363.75,358.29,360.83,311.04,359.95,362.82,338.30,353.88,363.52,361.48,374.50,387.83,386.73,379.37,375.89,378.41,371.59,366.28,363.41,366.16,368.26,375.18,375.92,376.59,381.11,374.26,382.58,379.34,371.97,367.77,366.58,365.18,363.17,356.00,314.62,273.02,277.93,276.53,269.73,258.95,258.29,251.32,248.91,250.71,251.72,257.16,271.77,280.33,291.31,293.31,283.55,288.63,401.11,398.04,342.27,347.40,310.63,313.27,323.64,335.08,335.96
2019-06-08 22:00:26.359000,L8,389.74,398.85,345.18,307.13,341.80,389.11,389.95,389.00,383.53,322.66,290.18,266.64,277.55,299.09,369.56,364.50,371.24,371.25,360.68,360.95,361.12,366.67,368.10,335.15,358.68,364.16,368.69,384.09,393.88,392.75,387.11,384.10,380.48,372.75,370.92,364.61,368.18,369.69,371.24,373.06,379.69,376.66,377.07,384.46,378.58,371.02,365.02,365.33,355.99,362.39,285.94,292.39,282.48,281.51,280.75,276.52,262.48,265.45,266.69,254.70,339.87,369.55,373.38,293.59,335.42,383.47,380.62,391.31,290.81,401.11,397.22,301.72,355.75,312.81,363.32,365.50,353.03,338.49
2019-06-15 22:06:39.812000,L8,382.11,415.82,394.58,371.40,403.75,377.24,386.12,394.05,390.40,377.35,291.12,253.12,277.28,291.97,375.96,333.84,387.78,362.29,365.10,355.80,309.94,378.52,371.69,334.26,350.55,360.79,355.71,344.74,369.36,379.12,357.17,337.33,341.80,334.48,288.94,276.70,322.89,325.57,343.37,359.34,376.03,371.55,375.79,381.08,372.86,370.38,284.36,279.11,284.12,360.06,354.06,280.52,271.92,269.87,274.54,260.38,253.57,250.84,260.43,246.29,244.98,375.51,376.85,385.76,367.50,381.13,387.83,397.60,354.94,396.46,394.23,391.49,391.59,397.59,314.16,379.21,383.22,342.14
2019-07-01 22:06:44.414000,L8,275.97,292.72,340.38,292.02,329.61,357.11,357.21,345.24,322.27,302.02,280.53,232.88,270.82,277.71,317.11,320.34,332.85,335.49,326.77,341.25,300.94,331.43,337.89,322.75,336.50,338.87,343.48,353.40,368.02,368.24,360.59,347.00,358.74,353.55,345.31,345.50,351.42,345.87,352.17,354.33,361.21,358.26,362.50,277.57,279.66,277.84,276.66,273.76,274.04,277.96,278.26,273.43,270.29,274.59,267.67,260.85,253.74,248.13,243.65,238.14,240.46,242.14,253.80,265.36,272.93,280.01,280.34,276.98,281.73,284.25,262.27,288.09,294.99,301.63,305.93,310.69,318.36,321.76
2019-07-10 22:00:35.303000,L8,,,230.90,245.16,275.14,294.75,164.37,235.86,264.69,258.96,246.85,191.89,,,287.93,301.36,307.67,298.11,297.62,244.31,278.15,308.77,309.33,299.82,309.91,311.68,311.12,310.70,339.16,334.02,304.92,,,,,,,,,,226.53,242.18,244.24,251.18,257.43,259.20,248.67,249.97,253.13,250.98,252.39,253.41,249.33,250.01,249.01,238.50,224.30,229.11,202.18,222.78,222.59,219.22,234.32,245.79,257.56,263.09,268.55,252.98,261.70,258.08,211.25,,,,,,,
2019-07-26 22:00:40.154000,L8,389.38,340.43,397.19,395.96,396.82,386.97,387.93,388.61,382.33,361.44,287.43,267.89,281.72,304.62,362.82,360.68,363.40,362.44,360.25,360.79,312.96,359.56,364.03,342.77,354.31,362.92,365.01,378.44,390.86,388.66,389.34,380.87,379.97,373.60,369.84,365.36,369.31,372.28,368.96,375.58,381.45,378.35,376.79,384.32,379.88,375.66,369.93,372.99,365.32,368.82,358.95,356.81,355.65,350.43,354.93,356.14,284.03,364.30,362.90,298.93,372.14,379.25,374.00,366.91,347.12,386.08,395.43,394.12,352.46,405.15,399.74,333.36,331.88,342.57,367.06,366.36,354.54,339.62
2019-08-02 22:06:53.904000,L8,206.52,206.05,230.20,255.06,280.29,301.39,332.82,317.13,266.79,263.55,253.12,198.14,261.32,257.24,292.31,307.69,313.44,306.53,307.70,316.37,282.31,315.51,319.27,301.94,316.42,319.07,320.52,229.06,344.94,341.67,339.34,334.95,340.66,336.83,319.64,272.35,329.15,326.12,259.32,249.78,247.12,255.10,254.38,260.63,268.21,261.95,261.88,259.06,255.76,254.89,253.74,256.16,253.58,250.16,242.10,241.09,229.31,222.64,211.88,215.29,,,,,,,,,,,,,,,,,,
2019-08-18 22:06:59.153000,L8,430.49,423.96,424.76,412.67,409.05,412.90,411.36,397.44,400.56,384.27,397.98,335.17,313.70,337.25,400.10,388.31,382.05,396.22,393.67,385.54,390.87,393.77,386.92,393.89,384.63,392.96,399.90,409.86,401.92,409.22,400.24,389.28,393.10,382.29,377.63,380.03,374.55,380.92,392.83,396.73,388.67,392.31,394.24,394.32,398.56,396.66,392.15,388.70,380.24,374.57,369.22,371.54,362.95,364.44,365.08,364.44,373.54,372.58,374.23,377.07,385.12,394.17,400.69,409.46,408.89,413.29,411.72,408.16,414.52,415.92,418.65,422.73,419.32,419.65,420.72,412.88,419.08,360.38
2019-09-19 22:07:08.182000,L8,391.31,344.19,355.38,342.82,343.62,386.33,390.81,395.03,385.40,314.96,294.27,269.12,514.73,535.65,508.83,529.38,372.46,374.15,366.15,371.76,318.25,371.16,372.95,340.75,359.04,371.40,369.42,387.69,398.19,395.14,396.01,381.70,387.50,382.96,376.70,370.86,372.72,376.04,379.39,381.04,382.32,385.87,381.57,386.71,388.01,381.48,368.93,373.25,370.55,374.69,372.77,360.87,364.12,361.25,365.62,363.70,375.83,375.90,372.20,377.16,384.00,389.24,401.92,401.91,403.92,407.72,416.27,434.01,441.36,422.68,410.69,415.06,430.33,418.47,421.82,416.16,457.37,464.12
2019-10-05 22:07:12.239000,L8,223.13,169.37,242.02,264.96,289.48,301.68,338.03,321.33,281.56,273.78,265.94,208.33,267.71,273.35,295.17,315.41,317.84,313.54,314.10,324.43,290.65,318.69,324.32,312.06,322.05,326.22,328.43,332.36,356.97,353.16,352.16,351.15,354.93,348.89,341.01,337.96,346.06,345.29,338.75,341.30,343.56,352.29,349.16,351.35,340.22,246.60,230.74,234.63,234.31,243.84,241.76,235.83,234.45,234.34,269.05,268.19,257.57,257.98,321.85,329.12,327.09,359.24,334.06,332.97,359.22,376.91,378.82,379.39,315.85,382.90,242.61,279.30,387.69,386.57,391.84,381.13,376.97,325.69
2019-10-21 22:07:13.798000,L8,443.18,446.08,432.72,444.28,444.98,439.06,424.60,412.12,408.65,424.40,427.23,417.58,401.62,395.00,401.49,404.58,405.76,401.39,390.46,396.69,416.98,400.63,398.40,405.92,438.96,405.52,406.49,440.80,415.68,421.86,415.47,406.78,404.89,405.37,401.89,397.80,397.74,396.26,396.26,424.02,403.64,403.15,409.75,419.85,404.97,392.87,394.06,391.57,384.83,383.83,385.22,388.65,383.27,380.40,381.70,383.15,387.19,384.26,383.43,395.35,395.84,438.74,425.00,412.35,422.56,436.15,418.06,460.30,420.13,427.42,425.92,431.26,439.95,432.63,426.86,423.84,435.12,433.78
2019-10-30 22:01:02.711000,L8,432.93,428.65,427.32,415.44,417.25,418.95,411.04,405.26,400.88,392.15,405.45,403.74,389.71,403.13,398.92,408.43,396.46,392.13,395.14,383.49,383.52,387.78,379.36,389.52,403.29,405.68,409.34,406.27,406.32,406.37,410.07,407.09,405.96,405.54,406.05,400.28,394.77,385.01,392.00,397.93,400.17,398.76,404.20,420.73,400.04,406.19,395.59,384.41,384.12,375.27,377.17,377.54,376.29,377.29,380.15,379.07,386.64,385.28,384.03,388.14,401.49,399.25,403.15,403.50,402.81,410.41,413.55,414.15,419.19,423.97,422.74,431.37,426.47,420.21,419.13,415.79,420.53,422.20
2019-12-08 22:07:08.652000,L8,,,247.00,274.30,301.93,310.80,344.12,330.74,298.68,284.06,276.09,207.42,270.93,282.01,302.95,315.92,321.22,317.80,312.18,334.02,291.47,323.48,332.04,318.85,328.87,333.17,335.89,346.85,364.44,358.93,356.57,352.73,350.24,349.13,343.90,326.21,342.45,347.53,340.55,342.56,351.59,350.84,348.19,347.45,343.37,340.11,333.76,312.24,325.22,336.45,263.81,259.31,254.28,265.26,258.22,258.36,261.80,244.74,329.30,327.26,332.61,359.64,365.88,369.47,357.71,375.65,375.34,375.14,383.25,375.17,289.47,277.08,266.33,291.16,390.27,381.01,381.78,391.91
2020-01-02 22:00:51.777000,L8,353.34,323.83,357.05,336.32,342.32,371.42,,,,,,,,,,,,,,,,,,,,,,,220.52,359.26,308.62,348.47,364.50,350.08,345.13,335.79,343.51,352.40,345.74,346.83,304.77,340.42,349.36,377.78,380.00,363.08,370.23,379.75,379.73,376.18,371.75,361.15,363.89,368.80,362.04,354.46,362.59,364.33,364.73,370.42,379.74,392.27,399.92,400.51,394.68,405.54,407.68,405.09,404.15,414.82,409.96,418.51,423.62,424.53,419.13,421.20,422.01,427.21
2020-02-19 22:00:40.027000,L8,291.66,302.30,346.25,305.39,336.75,371.21,370.55,367.10,336.39,304.30,287.07,241.80,282.25,295.21,327.48,335.74,346.13,351.34,343.73,356.00,315.07,345.26,346.83,336.52,353.32,363.22,362.50,369.15,386.40,386.09,367.69,360.60,366.18,364.56,364.74,358.44,363.10,356.93,364.59,364.48,369.02,371.32,369.21,372.04,371.21,350.40,351.31,351.42,352.63,352.38,351.69,355.06,335.64,330.60,336.64,326.01,359.03,336.43,339.26,348.80,369.79,374.44,374.86,377.22,377.94,387.42,388.46,391.13,388.76,398.36,393.95,401.38,398.07,394.60,394.76,395.52,394.77,409.15
2020-02-26 22:06:48.736000,L8,233.61,286.11,330.03,280.57,304.99,313.34,350.28,337.93,315.62,288.39,279.92,205.68,270.60,277.19,308.59,323.57,327.86,330.36,323.14,335.51,301.27,330.05,334.87,324.91,334.74,335.31,340.31,353.50,363.69,364.37,354.01,346.90,355.21,349.37,342.26,335.25,346.17,344.18,342.88,348.22,347.13,350.55,354.23,359.48,353.19,338.65,335.31,340.54,338.99,339.33,337.68,323.57,323.29,317.93,316.87,276.41,264.01,261.45,322.88,330.18,333.42,358.18,369.47,370.07,321.38,334.79,376.08,376.88,359.31,383.19,386.79,371.89,356.45,178.40,179.02,252.85,380.70,320.62
2020-03-06 22:00:34.507000,L8,279.08,261.59,337.22,295.07,321.06,343.32,388.94,321.61,346.07,289.87,247.65,217.36,269.26,282.37,327.13,331.52,302.80,321.50,318.79,332.18,371.90,405.51,332.43,337.23,347.47,405.38,352.35,408.98,437.78,379.68,424.76,316.13,348.46,372.58,344.53,348.64,391.31,392.20,364.75,392.58,393.28,373.07,391.77,393.12,392.08,406.13,407.24,403.53,362.69,392.34,337.19,373.29,407.92,320.93,390.47,357.58,340.89,350.94,346.09,394.44,407.84,383.25,400.41,413.14,367.01,448.77,528.79,455.58,459.58,379.86,405.55,441.69,479.47,434.26,336.64,385.85,434.83,398.52
2020-03-13 22:06:42.111000,L8,433.13,443.14,435.00,400.54,437.85,420.16,397.72,398.46,390.37,378.70,295.95,293.29,293.06,350.61,396.50,395.62,397.88,388.98,389.32,387.72,378.71,382.99,385.70,382.13,392.28,387.66,379.23,402.01,409.42,393.68,419.04,390.90,404.58,386.38,383.26,386.36,378.36,388.69,397.06,396.71,396.10,395.23,398.51,391.01,394.61,398.25,391.27,387.60,383.23,379.19,383.01,375.43,374.63,369.94,369.32,374.82,375.77,383.05,391.11,378.42,392.02,391.77,394.01,401.05,406.43,416.98,404.84,409.22,412.12,426.48,423.33,421.05,423.55,432.18,415.17,420.34,419.60,421.58
2020-03-29 22:06:33.069000,L8,427.46,428.01,427.47,423.69,405.60,420.35,397.13,396.16,392.27,384.45,295.11,281.13,288.74,346.68,384.71,382.79,493.09,498.22,494.02,382.46,381.41,381.29,379.48,375.32,376.88,380.04,378.92,399.58,402.07,408.38,397.39,395.05,392.02,387.01,383.04,379.97,376.81,377.18,387.43,387.40,388.50,392.20,393.76,388.86,391.97,392.82,382.06,382.82,376.74,375.61,377.32,370.99,367.71,366.85,367.86,368.47,368.79,374.81,373.83,377.22,382.16,384.85,394.59,396.45,396.52,403.83,403.85,412.87,410.83,416.92,412.84,419.02,418.56,417.38,418.72,417.79,430.35,419.82
2020-04-14 22:06:26.078000,L8,238.75,286.96,220.60,,,295.69,318.23,322.33,286.09,291.23,272.28,,268.41,276.08,313.19,323.13,330.04,331.60,322.89,336.00,304.07,330.60,338.86,325.25,335.51,337.53,339.16,352.07,362.80,362.17,348.76,345.20,346.90,350.32,341.40,332.89,348.81,344.86,342.75,347.14,358.40,355.47,358.76,365.60,365.47,344.43,226.09,330.54,329.46,327.94,283.66,296.13,187.83,280.57,240.90,256.89,258.40,253.42,254.06,246.50,333.15,365.41,372.12,367.72,354.88,274.85,277.95,271.59,266.86,268.00,227.91,271.86,272.76,293.86,306.86,382.41,219.09,298.59
2020-04-23 22:00:11.077000,L8,269.46,290.34,338.05,289.67,326.71,330.21,352.02,341.97,322.88,298.60,277.97,231.72,271.87,279.70,317.33,325.39,334.97,338.07,329.71,341.29,305.65,337.11,344.45,327.83,340.67,341.90,348.07,355.92,362.75,369.05,354.82,345.83,358.05,358.49,345.55,338.83,352.04,349.96,354.20,352.21,367.05,361.74,363.44,369.93,370.77,338.85,286.05,281.39,286.04,289.68,279.01,274.13,273.03,276.31,274.82,266.49,256.95,253.20,257.52,242.17,328.64,353.84,366.24,365.46,359.75,381.43,382.06,388.64,382.94,397.45,394.69,396.28,397.16,401.53,358.77,324.28,322.71,336.66
2020-05-09 22:00:02.918000,L8,392.21,336.66,348.85,325.56,340.33,390.48,390.20,397.55,389.02,373.08,289.17,254.52,284.54,306.54,369.91,365.71,382.90,370.97,365.35,368.11,356.34,367.49,371.24,337.45,370.56,381.50,383.64,377.97,394.42,392.77,383.49,384.39,383.11,374.24,373.47,368.33,367.02,368.77,372.13,387.43,378.78,384.09,378.40,380.63,382.55,381.05,370.22,365.60,362.70,363.73,360.98,360.42,306.91,325.92,319.92,279.46,301.01,292.09,295.02,299.43,306.99,305.77,313.74,304.71,316.01,319.50,391.58,394.30,292.24,396.96,391.42,398.21,405.08,401.95,315.06,327.26,336.90,339.90
2020-05-16 22:06:15.529000,L8,388.45,337.03,347.77,346.34,337.72,385.02,389.05,387.37,385.44,375.57,287.69,257.03,280.62,302.44,368.28,364.99,370.46,367.55,363.60,361.92,364.83,365.63,364.34,331.97,355.76,363.52,359.18,376.21,391.87,387.15,381.62,378.71,377.18,372.85,373.14,370.66,367.57,364.25,369.60,370.76,378.56,380.07,376.67,380.52,382.27,304.33,369.34,310.29,361.94,364.38,321.30,327.75,330.99,356.14,355.68,354.54,360.34,361.17,362.86,325.42,372.06,376.12,377.92,381.90,344.10,324.37,389.70,393.59,287.92,400.80,289.98,335.64,401.46,407.33,401.89,328.58,326.78,336.19
