dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2006-11-02 22:01:08.627000,L5,364.16,331.28,348.29,347.23,335.51,321.38,338.66,339.70,319.32,295.47,284.44,255.71,295.20,298.26,330.42,334.61,346.14,331.14,329.84,319.74,317.58,332.15,326.12,334.57,337.14,335.60,349.05,361.51,366.16,370.95,344.92,340.63,352.65,352.85,343.24,349.64,342.11,325.30,330.11,358.47,353.34,365.16,372.72,366.68,382.13,387.88,386.75,394.77,389.16,375.08,371.27,373.94,366.34,368.64,374.19,366.33,365.52,371.77,368.33,370.09,350.92,365.80,412.24,427.99,,,,,,,,,,,,,,
2006-12-13 21:55:19.357000,L5,416.00,408.93,397.86,424.64,408.67,415.46,410.55,410.60,413.12,385.29,337.00,296.89,332.22,335.25,382.16,377.48,392.54,385.41,367.91,408.71,381.73,392.10,400.58,382.87,398.42,401.12,398.77,404.07,408.33,411.08,400.64,377.63,397.60,393.98,394.76,381.85,384.20,390.13,392.15,399.07,432.05,411.56,419.09,424.15,422.24,419.20,414.10,415.78,412.53,412.87,412.11,403.16,410.34,398.51,398.47,398.52,404.31,397.68,404.95,410.30,413.96,417.09,413.87,422.29,415.30,452.90,443.14,440.80,447.78,444.99,449.89,443.12,452.58,453.51,452.34,452.14,452.52,453.59
2007-01-21 22:01:45.476000,L5,394.99,402.66,398.73,394.04,385.75,396.20,395.38,398.19,398.38,332.86,316.67,285.41,315.30,335.75,377.72,366.71,362.12,358.00,359.25,362.03,357.73,357.99,369.11,373.43,378.07,379.97,385.50,388.67,417.88,407.83,385.51,376.01,375.52,376.58,378.26,379.61,384.81,396.52,417.78,444.13,428.13,406.00,404.51,395.03,393.75,389.98,411.93,395.52,385.07,384.89,379.85,376.06,377.97,373.03,373.97,375.96,381.50,379.30,387.75,399.40,405.76,396.87,387.63,388.46,394.57,400.65,407.69,413.51,412.69,419.73,417.14,418.95,419.92,420.35,422.58,427.36,424.12,424.14
2008-02-25 21:57:13.056000,L5,366.11,326.80,353.56,368.79,361.62,370.05,371.95,358.72,359.29,297.03,280.89,267.05,289.76,312.86,343.27,346.10,349.95,341.82,344.04,341.14,335.39,350.30,348.16,348.50,352.10,355.82,360.92,359.69,365.05,366.01,343.25,341.98,351.41,349.60,343.56,343.79,345.26,348.84,330.26,305.78,276.06,270.45,272.51,,294.39,272.64,319.61,333.77,337.17,354.96,348.81,350.12,346.21,345.02,372.71,345.69,322.96,334.72,327.17,340.82,349.16,377.92,441.02,458.21,450.47,447.11,428.15,410.62,396.97,406.84,402.04,400.75,395.55,391.15,386.64,389.69,392.56,392.47
2009-12-12 21:57:25.758000,L5,349.81,319.46,344.06,353.66,341.42,326.91,355.93,354.01,320.13,277.02,271.29,250.62,285.20,308.90,330.11,335.19,344.92,332.98,337.94,338.82,329.76,342.91,344.12,343.83,347.75,349.59,353.27,358.56,362.64,360.82,350.60,350.77,354.27,351.15,348.65,337.31,348.81,349.59,352.05,345.74,200.18,,,,387.92,378.32,370.27,,,,250.88,346.36,354.95,346.83,352.07,353.85,,,,,,,,,,,361.94,377.54,374.59,395.55,394.90,398.29,388.92,237.35,302.58,301.31,373.90,396.18
2010-01-29 21:57:41.230000,L5,452.32,455.59,440.62,460.38,456.03,437.93,427.76,424.00,411.25,400.72,400.33,404.38,397.50,398.37,393.00,387.86,395.74,403.39,409.81,405.09,400.70,410.78,413.80,405.19,404.58,413.44,411.22,410.66,425.34,466.32,407.42,405.04,406.96,409.09,402.93,414.29,417.79,406.80,410.87,422.84,415.29,421.59,424.84,422.38,402.82,406.13,414.17,406.40,399.06,389.78,385.69,387.44,377.48,379.41,376.74,383.92,390.37,403.06,399.94,395.40,395.01,400.54,400.44,403.76,408.49,420.32,429.82,436.47,417.43,422.71,431.23,429.33,438.75,439.79,445.74,433.31,435.19,439.39
2010-10-12 21:56:49.113000,L5,,,,,,,320.18,314.51,253.19,257.23,234.11,209.54,248.79,257.88,284.65,290.10,302.47,282.10,302.74,256.81,287.12,314.40,305.86,309.12,316.80,231.26,,,,,,293.18,316.32,307.88,295.73,311.74,317.85,315.36,311.04,322.71,325.12,335.31,316.65,310.99,298.06,270.17,268.69,291.58,313.35,319.90,264.36,255.27,261.74,256.04,261.57,266.00,253.03,317.37,297.66,292.76,313.86,318.54,345.91,348.30,339.25,352.66,277.49,269.84,350.67,367.27,354.95,269.48,268.65,238.58,261.53,295.48,267.75,302.07
2010-12-31 21:56:44.336000,L5,296.09,283.26,268.95,321.44,349.80,358.82,370.91,359.76,346.94,300.57,274.44,257.49,298.57,324.10,347.18,354.34,360.13,366.09,390.91,381.59,360.75,360.70,376.27,358.40,357.43,358.83,357.58,362.79,373.22,376.70,383.30,365.29,369.02,373.08,375.67,381.84,384.32,362.51,351.37,343.23,276.77,278.96,317.91,351.01,371.62,362.49,354.59,361.40,351.71,292.54,270.31,298.18,327.76,357.15,358.31,359.94,404.09,388.12,381.92,342.70,347.30,333.26,350.88,357.58,221.29,207.95,172.19,183.90,207.14,189.88,,,,,,,,
2011-01-25 21:50:35.036000,L5,336.81,306.08,349.74,357.95,345.64,328.92,350.28,350.76,328.60,294.06,271.24,250.10,284.91,306.26,335.61,341.06,348.47,339.75,341.23,340.51,343.52,347.11,348.58,346.21,348.04,355.09,355.32,368.50,364.90,361.46,349.10,344.30,360.09,350.35,352.42,341.56,343.75,346.08,357.79,364.81,360.32,363.13,365.11,366.70,371.11,360.73,362.18,361.28,361.67,365.90,363.27,360.07,355.06,348.14,348.12,346.37,351.64,349.33,352.56,349.20,353.78,369.38,379.08,375.05,382.24,385.99,386.01,388.56,391.84,403.20,402.49,404.31,407.22,406.21,412.31,407.13,412.94,412.94
2011-02-17 21:56:48.782000,L5,457.67,460.96,457.80,449.72,454.56,447.87,454.68,448.71,414.14,348.18,330.55,347.72,389.77,430.23,421.00,422.35,420.87,441.83,439.19,420.54,429.55,429.45,430.67,433.54,426.79,420.25,428.09,427.30,432.13,427.05,418.31,424.53,417.92,421.21,420.49,417.49,422.58,418.07,425.09,430.52,433.25,434.90,433.14,443.21,444.65,433.47,417.32,421.07,422.01,417.61,406.87,405.91,406.96,408.51,409.85,406.20,415.74,422.15,422.13,422.23,425.40,429.23,430.63,433.04,441.31,456.53,451.85,456.79,459.53,464.55,459.01,459.84,464.13,470.51,476.81,470.08,468.93,470.19
2011-10-24 21:48:35.845000,L5,,,,,322.33,326.99,350.55,347.74,292.97,291.16,273.84,253.11,281.71,294.25,303.12,293.77,319.33,289.51,314.86,329.96,325.71,339.88,342.41,341.06,346.86,352.27,346.25,353.07,357.20,367.19,346.30,344.60,349.31,350.49,338.93,315.18,342.19,353.54,369.96,362.29,370.52,370.24,368.75,373.46,375.28,367.30,365.21,361.95,359.88,358.76,356.26,353.55,351.00,351.58,345.91,346.88,356.65,361.18,357.99,343.40,353.09,370.26,377.94,379.45,382.03,385.34,392.96,401.43,398.23,404.28,398.89,404.39,408.97,407.45,411.09,403.60,407.85,408.54
2013-05-13 22:08:47.205000,L8,384.69,410.93,377.24,400.11,404.92,388.72,383.88,383.15,379.25,314.08,287.91,253.75,283.97,291.25,355.35,351.31,356.94,351.85,350.39,356.18,344.56,356.81,357.99,355.08,353.39,359.06,362.29,372.40,374.49,379.90,368.50,366.21,370.60,366.70,362.41,359.98,363.33,361.09,368.22,365.06,367.86,372.03,374.43,378.30,375.94,366.77,365.47,358.53,356.05,359.06,354.58,352.94,348.02,352.28,353.94,351.21,353.55,357.27,310.81,316.12,371.98,372.83,375.43,380.67,377.77,380.94,386.33,388.38,292.82,395.64,397.55,324.78,341.71,367.60,393.91,329.80,330.23,340.33
2013-05-29 22:08:53.334000,L8,310.62,274.79,334.57,355.98,335.32,350.01,360.37,352.09,324.69,303.94,285.33,203.88,,,324.37,317.93,336.85,317.62,326.73,337.47,297.93,326.20,331.64,318.45,342.46,353.78,362.67,336.11,359.99,372.55,354.39,335.33,368.70,282.05,229.24,,,,,,,,,,,,,,,,,,,,,,,,,,,283.66,338.16,312.61,303.79,300.46,305.25,343.71,291.24,360.79,358.68,364.40,300.71,312.11,320.49,328.53,337.98,340.58
2013-06-07 22:02:40.903000,L8,314.51,302.80,339.20,354.90,341.24,343.89,357.57,350.93,319.45,303.59,290.92,290.57,291.99,286.16,356.06,325.23,360.99,371.54,369.16,345.45,353.73,344.79,340.62,340.69,347.66,353.03,359.37,361.53,362.58,375.20,366.45,382.34,357.82,340.24,352.61,323.34,350.96,373.28,362.95,357.40,369.74,371.51,374.07,380.34,373.35,372.50,371.79,362.86,340.39,340.60,354.45,372.84,369.90,356.34,350.96,332.19,334.99,333.56,359.48,364.78,359.10,363.82,364.72,387.71,382.52,391.18,400.73,411.01,372.28,390.26,364.85,396.54,404.46,389.86,394.47,403.68,421.71,385.05
2013-06-23 22:02:34.637000,L8,,,,,,,,174.31,228.83,242.43,235.74,,,,203.06,220.38,214.24,217.90,238.74,225.77,205.24,195.58,233.48,247.39,302.69,298.21,220.04,282.20,,,,,,,,,,,,,,,227.25,245.10,251.90,247.13,238.57,233.13,240.60,207.03,213.82,208.39,,,,,,205.55,221.91,217.51,212.37,204.87,228.13,233.90,251.07,259.91,259.50,255.32,262.63,246.68,226.64,268.28,271.51,281.74,278.56,276.92,274.63,286.31
2013-06-30 22:08:48.035000,L8,398.75,403.41,399.54,386.50,354.14,380.34,378.31,376.06,372.49,363.74,290.66,273.62,284.62,297.18,361.44,349.60,357.06,354.75,349.17,352.52,348.38,354.12,359.32,352.30,357.16,362.87,363.73,375.21,376.40,376.26,370.14,367.49,366.48,364.58,360.19,359.46,363.23,360.91,361.26,367.62,369.31,368.94,375.41,374.15,374.55,338.15,284.05,277.82,278.74,286.69,281.13,274.74,275.07,276.35,277.49,265.35,252.71,261.55,245.03,261.84,246.22,251.21,256.76,263.71,281.64,280.09,290.17,283.33,284.88,291.90,265.24,300.74,298.60,309.32,309.89,322.35,326.49,333.70
2013-07-25 22:02:37.865000,L8,282.63,290.82,336.92,356.67,344.27,350.54,348.05,364.49,341.58,315.08,285.77,276.78,312.31,297.64,329.82,337.87,350.42,373.75,363.12,360.27,356.93,352.21,363.59,350.68,355.84,410.37,405.22,412.58,391.41,377.09,370.05,375.68,369.23,366.05,326.39,316.73,326.73,330.64,338.28,326.58,321.49,370.17,385.54,351.04,368.03,323.09,287.10,273.71,273.64,312.15,287.15,280.69,322.02,295.74,292.32,304.37,317.49,340.06,358.22,368.13,342.64,365.00,371.20,358.27,344.70,352.90,350.34,357.81,350.63,365.58,366.18,375.21,293.52,295.20,307.49,317.39,344.38,338.83
2013-08-17 22:08:51.042000,L8,412.73,405.84,412.99,412.89,417.88,480.83,477.70,481.30,413.25,478.37,483.41,476.06,396.42,391.79,395.90,390.10,387.22,391.32,369.70,372.72,371.83,372.74,378.44,401.93,414.67,391.39,382.43,422.47,416.69,388.51,382.97,376.99,375.31,373.14,373.90,370.89,373.45,377.31,372.75,379.68,384.91,390.23,384.19,384.23,405.90,397.44,399.14,377.40,373.98,370.23,377.16,371.15,373.78,365.32,384.41,370.03,362.48,379.03,366.73,376.19,381.08,386.29,393.86,388.40,395.48,402.85,404.91,410.11,415.11,428.11,438.15,436.14,424.92,445.70,446.25,421.29,418.75,352.30
2013-09-02 22:08:52.512000,L8,379.81,338.43,350.05,362.31,352.18,373.20,375.82,373.48,368.55,310.64,293.58,263.89,287.26,296.29,353.91,349.74,354.24,351.57,345.31,351.95,345.18,350.34,357.31,347.28,353.61,360.63,360.96,376.36,379.22,378.42,368.99,503.50,504.66,493.09,492.90,495.17,361.53,358.19,362.81,366.62,374.30,374.54,376.76,381.20,382.11,369.73,370.23,364.18,363.95,363.05,361.38,359.75,357.66,358.08,358.55,355.37,359.57,362.38,364.93,364.54,376.85,379.65,383.92,387.54,391.18,400.92,399.16,397.98,398.59,404.63,403.96,410.86,408.65,411.28,408.03,413.64,412.47,378.94
2013-11-14 22:02:21.400000,L8,379.60,331.18,355.27,360.34,352.95,391.70,386.62,381.58,374.32,312.25,298.73,262.98,294.87,303.24,363.88,347.76,361.29,357.59,351.99,358.22,348.80,360.00,365.53,357.66,361.84,364.12,365.40,375.24,391.30,385.22,387.33,376.24,379.33,371.05,370.30,368.07,369.21,374.87,378.29,375.05,383.03,379.88,382.20,386.39,388.95,377.74,375.64,369.24,370.48,370.17,367.83,369.10,366.90,363.70,364.86,360.81,365.07,364.32,363.63,371.10,379.84,381.56,391.94,388.89,391.46,399.67,398.56,399.50,399.32,408.05,408.89,416.62,413.73,419.32,419.44,421.25,420.45,419.43
2013-11-21 22:08:25.669000,L8,385.63,337.44,401.00,378.31,391.22,393.74,389.65,385.14,380.77,314.68,297.62,293.00,293.85,312.06,373.37,363.28,367.43,361.71,356.75,360.92,354.98,361.76,367.84,356.41,361.22,366.72,365.55,375.31,383.71,385.35,380.39,375.03,373.27,371.03,368.11,367.97,368.34,372.10,371.25,374.83,379.14,377.58,377.93,382.38,382.04,376.37,371.06,368.13,371.92,364.15,369.90,365.51,363.02,362.76,361.80,360.19,357.78,361.08,361.59,364.63,376.28,375.09,389.09,386.35,385.70,400.43,392.87,396.31,398.89,406.87,406.08,411.41,409.76,413.22,412.78,413.43,417.02,417.02
2013-11-30 22:02:16.559000,L8,415.63,423.45,425.68,421.84,423.53,408.21,406.29,404.39,403.29,398.78,393.82,388.02,394.10,391.39,384.55,379.88,385.57,384.37,387.85,390.12,388.75,387.44,384.16,384.78,383.50,384.94,389.36,399.55,403.14,404.24,400.73,409.31,398.31,389.88,380.69,385.50,391.48,388.97,387.93,391.13,399.14,406.23,402.56,392.29,402.15,399.47,393.50,395.93,382.78,384.39,385.83,387.17,382.93,377.35,381.17,375.98,382.32,385.90,380.11,391.12,384.67,389.88,390.05,397.67,404.23,397.33,400.71,414.80,418.30,435.54,440.36,418.94,426.65,425.52,433.42,432.38,446.26,437.99
2013-12-16 22:02:09.908000,L8,505.20,497.22,504.42,501.38,503.49,495.63,478.45,488.46,481.62,481.32,477.32,494.44,440.34,428.95,418.63,408.59,467.71,478.46,462.56,518.67,499.31,488.40,486.63,486.72,439.33,410.37,439.32,410.02,495.00,528.71,520.51,530.68,415.41,411.36,415.74,415.04,421.04,421.29,414.62,537.09,458.64,450.44,449.57,468.82,498.25,495.55,516.76,429.79,419.65,412.88,415.52,409.37,401.78,395.26,446.79,435.32,444.96,441.55,443.54,446.34,449.59,455.66,456.60,462.09,451.86,443.41,410.16,424.59,439.99,512.13,494.99,476.72,480.46,489.71,502.11,497.31,516.04,506.74
2014-01-24 22:07:57.409000,L8,388.12,345.05,352.28,353.11,355.15,385.24,384.20,383.37,384.60,311.93,289.85,264.27,291.87,302.58,364.83,346.39,365.69,366.66,355.07,361.52,350.77,361.16,373.38,358.51,358.30,368.50,367.85,372.16,383.28,384.42,373.69,378.08,366.61,366.21,363.42,362.07,367.07,373.31,371.64,371.58,379.49,367.89,377.78,389.25,382.64,374.12,369.07,368.64,364.56,367.58,366.27,359.72,361.57,365.45,364.05,364.98,367.61,362.20,369.55,364.72,374.79,378.18,385.46,391.93,387.63,391.66,392.02,397.17,402.41,409.64,406.77,409.17,410.66,412.38,415.23,418.02,418.77,418.29
2014-02-02 22:01:41.567000,L8,321.35,301.81,346.00,336.72,339.15,327.89,363.25,348.08,318.98,297.50,282.29,244.55,283.45,289.01,315.07,325.99,335.89,326.88,331.95,348.47,307.05,338.76,353.38,328.85,352.76,349.73,351.88,361.53,375.47,366.48,358.51,348.19,349.64,353.43,336.56,326.30,337.84,338.70,338.59,361.11,346.55,345.95,351.60,350.16,357.00,341.48,349.20,347.11,342.64,347.07,345.06,338.64,335.44,335.35,333.33,326.34,330.70,339.03,330.08,340.05,341.93,375.79,378.70,377.86,371.50,371.46,376.14,388.74,390.49,399.02,399.63,402.20,397.98,404.28,410.05,408.30,409.01,408.97
2014-03-06 22:01:13.234000,L8,398.51,401.31,375.08,402.52,406.08,398.25,395.24,398.50,393.18,315.25,290.79,260.42,291.92,312.53,375.35,379.13,372.49,369.73,364.71,369.43,363.23,370.80,366.92,364.62,367.00,365.97,370.35,410.05,385.02,381.56,383.36,384.14,383.63,377.62,387.18,381.01,368.67,372.60,379.91,375.37,382.67,385.72,386.51,391.20,392.29,383.58,380.05,373.08,370.56,373.00,370.29,368.85,364.98,371.91,364.18,364.41,365.10,364.70,375.57,366.87,383.18,378.42,406.64,383.97,383.23,394.62,391.21,401.25,399.18,404.91,407.19,,,,,,,
2014-04-30 22:06:34.437000,L8,400.69,403.33,401.44,405.43,407.17,407.13,407.34,396.66,391.63,388.94,359.02,344.56,376.03,372.41,370.18,369.95,373.38,378.48,376.50,372.23,375.83,372.63,371.17,371.57,368.17,369.95,381.29,377.89,381.29,392.77,387.31,387.89,381.07,379.67,376.35,379.16,370.94,372.76,383.23,381.91,378.02,393.73,390.56,396.07,388.39,387.63,375.09,375.33,370.65,368.56,367.20,369.08,366.58,363.15,361.85,357.87,352.85,357.36,356.14,360.30,367.70,372.24,378.66,377.77,383.94,385.62,396.02,399.79,394.67,412.06,408.65,410.20,414.00,414.23,416.22,410.50,416.83,343.41
2014-05-09 22:00:15.454000,L8,260.92,256.78,337.27,346.38,346.57,326.27,342.62,308.54,285.34,245.09,248.24,220.15,263.84,,,,284.41,233.42,,304.64,,,,,224.21,295.03,315.19,330.34,338.63,363.04,327.70,308.76,320.24,304.98,295.77,288.63,308.89,315.49,293.16,284.98,295.18,294.56,302.89,309.33,410.56,430.82,489.25,,465.78,358.56,422.46,465.41,443.54,393.43,271.64,,,,,,,365.14,371.17,364.82,365.63,376.24,391.19,389.90,381.42,393.76,443.02,375.33,389.61,386.93,398.35,393.01,385.29,368.82
2014-05-16 22:06:21.708000,L8,385.59,400.50,342.68,391.57,399.39,400.55,396.16,387.10,389.52,338.39,285.88,262.66,278.43,286.73,360.64,357.11,369.47,364.23,348.74,354.30,346.67,356.30,362.19,358.55,355.57,361.13,360.89,366.40,379.29,378.85,378.61,366.36,381.90,366.50,370.89,365.09,364.29,359.53,363.47,364.21,372.33,381.59,374.00,380.39,381.69,369.32,363.54,313.62,355.56,369.06,335.02,276.98,288.54,350.31,367.62,350.79,359.59,330.86,356.21,363.48,313.97,364.14,369.91,367.89,364.94,378.58,379.96,384.54,291.70,394.76,393.00,406.73,389.87,389.61,317.91,339.81,332.14,345.18
2014-06-01 22:06:26.739000,L8,409.81,409.89,404.83,404.88,405.67,407.00,391.77,388.92,384.92,363.97,291.91,265.84,284.50,295.46,362.34,363.56,369.52,363.70,357.74,363.30,357.61,359.65,364.20,358.21,356.91,366.61,370.86,376.20,383.14,384.44,377.40,374.27,373.57,368.56,366.75,360.27,366.11,365.45,366.48,370.57,373.68,371.52,379.54,318.26,378.66,373.36,364.88,364.45,362.08,285.88,284.97,275.46,276.03,275.26,273.73,271.17,251.04,254.91,254.30,360.82,369.23,366.81,370.73,266.35,281.17,284.36,290.31,285.54,286.69,398.05,398.50,397.04,303.27,307.01,314.27,322.44,332.59,334.79
2014-06-17 22:06:32.826000,L8,401.53,407.90,372.03,396.73,399.40,392.48,388.08,385.72,386.50,366.24,296.68,285.70,288.74,320.49,360.04,355.75,364.57,363.42,355.81,357.50,346.82,358.42,361.60,356.60,358.73,366.42,366.64,375.34,382.35,381.14,376.42,370.17,370.85,366.32,363.14,359.95,363.01,363.09,365.37,370.21,374.95,375.15,377.78,379.73,378.50,369.00,362.42,364.22,350.69,362.67,294.93,330.88,310.51,283.92,285.02,282.66,278.17,318.34,281.52,274.83,278.85,281.90,348.37,335.29,307.00,349.42,368.41,391.06,347.83,406.68,394.21,387.78,357.25,354.00,354.42,358.93,361.94,349.27
2014-07-03 22:06:38.032000,L8,383.80,339.47,397.76,392.85,391.37,387.76,385.73,380.78,377.98,312.45,287.57,261.00,280.00,285.81,358.90,352.94,359.93,356.90,352.80,353.66,344.71,354.68,354.16,353.84,355.37,362.76,360.69,368.39,375.35,377.13,373.38,368.55,370.80,364.94,357.85,358.73,360.67,361.04,362.13,368.27,370.99,372.97,373.81,318.04,325.13,365.72,362.42,276.90,279.17,286.78,280.67,276.28,274.29,275.33,274.65,266.83,253.11,254.58,251.66,254.22,244.71,248.90,258.77,264.90,285.83,280.22,297.70,283.54,285.22,293.91,268.07,298.36,300.23,310.88,309.19,323.21,325.17,335.23
2014-07-12 22:00:31.114000,L8,217.74,192.85,227.36,252.21,281.61,292.81,317.41,309.90,263.52,248.92,248.52,210.16,256.29,242.21,276.10,291.61,303.40,290.25,289.54,234.90,278.29,306.33,304.92,291.15,312.45,313.51,306.39,312.88,325.59,326.21,,,219.67,208.66,216.97,265.49,217.83,248.79,181.16,199.75,232.65,260.70,253.55,258.79,262.85,266.32,262.59,253.10,255.14,256.47,261.81,257.83,254.45,254.88,252.99,243.08,229.06,226.73,217.38,227.86,225.66,222.19,236.10,247.71,259.96,269.43,269.50,261.07,267.18,264.25,248.21,276.30,280.80,289.59,288.81,299.00,300.34,307.92
2014-08-04 22:06:50.418000,L8,384.14,341.80,349.58,392.99,349.11,387.14,383.94,381.62,376.63,312.03,291.73,263.10,286.08,299.14,356.62,352.38,361.46,356.02,349.86,354.82,313.69,356.29,354.38,350.65,356.33,360.52,361.52,372.29,379.80,376.96,371.93,369.20,371.29,368.20,361.94,359.27,361.64,360.45,364.69,369.15,371.98,371.03,373.93,378.43,382.36,367.94,368.96,366.58,362.80,366.62,360.00,360.07,360.54,357.70,360.39,354.13,356.44,362.07,358.55,365.13,367.64,374.60,381.05,378.93,383.86,386.07,393.53,393.34,288.12,400.98,396.96,329.09,398.91,403.70,397.36,325.38,326.57,337.87
2014-08-13 22:00:42.730000,L8,411.91,417.48,357.08,361.48,392.41,379.31,369.97,353.77,341.73,308.89,288.50,276.32,373.88,376.45,375.49,369.25,377.98,373.83,367.36,371.28,367.22,364.83,359.78,338.41,363.47,372.17,373.00,376.87,390.63,391.50,388.77,378.61,382.50,376.64,373.07,378.62,369.37,375.10,380.50,374.39,379.16,388.28,386.75,388.88,388.79,382.57,385.62,377.97,373.19,366.64,364.58,365.11,365.08,359.47,366.48,369.56,370.67,365.63,365.81,372.05,374.59,374.95,380.88,387.34,392.14,402.15,398.85,400.07,407.03,405.26,403.19,409.30,405.30,411.27,416.06,417.31,437.49,384.53
2014-08-29 22:00:44.046000,L8,379.94,338.70,345.67,344.89,347.06,383.38,380.67,377.79,374.86,307.54,287.33,258.11,283.13,292.44,326.34,325.85,350.45,349.04,344.18,353.84,307.96,353.01,352.07,334.07,356.27,362.52,361.97,371.89,382.12,381.05,371.64,370.51,372.80,368.54,361.33,358.62,364.22,362.90,366.45,369.79,372.00,374.31,375.02,378.29,375.68,367.90,367.07,360.69,360.70,361.27,361.23,362.12,355.76,353.81,353.89,351.33,353.28,358.16,355.75,361.00,364.10,368.99,375.39,377.99,379.75,384.84,385.61,389.62,389.48,397.85,397.27,402.02,401.00,403.97,408.23,408.75,362.19,345.05
2014-11-08 22:07:04.045000,L8,430.67,433.42,444.23,443.48,437.43,475.88,444.41,446.62,440.79,451.71,411.59,411.63,403.36,446.16,451.97,431.94,436.86,427.61,437.68,388.23,381.20,387.35,450.35,469.86,473.21,404.31,410.22,404.75,406.89,410.84,408.65,404.75,409.02,406.15,405.29,405.09,401.86,396.22,472.14,423.19,425.29,441.07,438.13,487.57,441.97,431.21,426.23,415.73,421.67,449.91,440.17,439.04,396.02,453.60,412.24,451.21,380.89,406.27,439.33,431.65,397.79,455.03,459.15,472.18,478.50,431.84,424.96,432.12,437.07,473.23,488.52,442.97,429.83,484.11,454.70,478.37,484.41,436.63
2014-11-17 22:00:50.637000,L8,424.86,418.86,418.36,422.04,410.31,411.66,402.47,407.71,404.98,412.02,405.85,404.50,407.27,391.35,390.07,392.76,396.68,393.41,384.51,397.65,389.73,385.42,401.90,398.44,414.62,416.08,421.23,419.54,425.33,417.05,421.10,421.07,420.78,427.27,415.88,414.85,409.70,397.56,423.92,418.08,406.59,402.70,424.92,430.41,419.70,406.20,400.61,406.24,398.63,386.55,392.99,392.26,395.98,398.16,403.75,394.91,379.49,407.31,416.63,413.79,403.32,399.76,419.39,412.21,415.67,419.42,419.32,416.43,418.52,427.58,428.02,426.81,449.12,458.10,433.75,433.33,443.69,435.97
2014-12-26 22:06:54.981000,L8,390.73,340.88,353.89,367.15,351.31,388.64,383.81,379.99,362.82,315.14,299.79,271.42,298.21,313.66,364.64,342.22,367.80,361.76,352.93,360.26,319.20,357.33,358.79,351.56,360.45,363.33,366.99,375.27,378.36,383.82,366.58,376.81,395.53,376.68,368.05,355.96,362.37,366.07,374.06,497.03,440.49,400.49,419.86,363.89,376.05,352.32,362.81,347.73,352.46,347.35,360.40,346.10,311.92,319.25,359.05,356.19,366.36,367.06,363.64,374.13,369.56,377.53,380.98,380.29,386.49,388.96,391.30,393.52,390.90,399.86,397.66,404.43,404.47,408.50,408.64,408.58,414.17,410.83
2015-01-04 22:00:41.874000,L8,423.52,422.76,417.78,455.34,463.88,488.42,459.63,449.13,407.41,402.25,399.28,400.45,390.74,393.68,392.97,395.57,395.61,428.22,488.19,385.97,388.85,459.96,459.01,471.60,395.44,399.27,397.45,400.26,406.51,417.23,421.58,420.46,420.10,414.42,458.96,457.55,478.64,465.57,464.29,438.19,420.48,422.16,410.00,449.59,479.12,472.90,467.21,467.78,463.31,454.05,464.26,447.18,451.76,458.94,453.16,414.80,389.95,392.75,388.45,397.71,397.79,393.31,403.53,447.04,437.52,473.35,403.55,478.39,403.39,415.47,417.83,433.83,435.65,432.71,430.64,429.00,428.11,447.58
2015-01-20 22:00:37.655000,L8,315.98,303.24,343.01,331.27,347.06,391.19,387.93,356.08,327.63,299.99,286.14,245.42,286.00,295.09,320.01,330.97,334.18,326.72,339.18,347.64,311.60,343.60,347.93,335.87,350.69,350.86,356.03,373.94,367.58,370.75,354.51,355.55,360.34,359.37,349.85,346.10,357.57,354.12,359.69,354.05,360.67,364.22,362.29,369.43,368.74,348.41,356.54,364.76,355.80,350.38,374.96,354.06,372.32,372.66,370.38,367.58,353.98,374.87,373.25,370.18,380.65,375.02,386.34,384.33,374.97,374.27,386.89,390.60,389.70,411.99,404.31,414.54,408.53,409.73,406.73,407.56,411.33,411.46
