dates,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077,nzd0301-0026,nzd0301-0027,nzd0301-0045,nzd0301-0046,nzd0301-0047,satname
2017-12-11 22:00:48+00:00,299.5566666666667,304.5,346.00666666666666,312.40000000000003,336.06,363.25,,,335.0,303.23,291.57,287.23,287.8566666666666,294.804,313.5866666666667,317.53000000000003,323.365,320.98999999999995,324.95666666666665,304.2,299.6766666666667,328.03333333333336,312.22,321.30333333333334,329.41499999999996,318.54,338.51,332.21,313.7,,,,,,,,,,,,,,,242.68,233.91,237.83,247.78,242.47,244.48,243.79,,,,,,,,,,,,,,,,,,,,,,,,315.54,314.28,250.46,244.6,241.68,L8
2018-01-28 22:00:34+00:00,297.995,303.72249999999997,345.7325,313.19,337.9066666666667,363.25,,,335.0,306.12,292.11,272.32500000000005,288.9275,305.592,325.18500000000006,333.76666666666665,336.8,333.0849999999999,337.9,,313.8,337.66,,335.18333333333334,350.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-03-24 22:06:20+00:00,297.995,310.136,347.086,321.326,338.6375,363.25,,,335.0,306.12,291.8066666666667,268.0133333333333,288.692,302.202,325.18500000000006,333.76666666666665,338.985,327.83,337.9,,314.8,337.66,,336.83500000000004,350.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-06-21 21:59:37+00:00,293.31,318.59000000000003,348.70500000000004,334.71500000000003,341.215,,,,,309.01,291.92499999999995,258.405,289.94500000000005,299.235,,341.61,341.17,317.32,,,318.65,,,341.7650000000001,354.84,313.69,300.63,,,,,,,,,,,,,,,,,239.73,237.6,237.92,241.78,237.11,236.29,227.58,,,,,,,,,,,,,,,,,,,,,,,,308.52,305.83,,,237.15,L8
2018-06-28 22:05:52+00:00,293.31,318.59000000000003,348.70500000000004,334.71500000000003,341.215,,,,,309.01,291.92499999999995,258.405,289.94500000000005,299.235,,341.61,341.17,317.32,,,318.65,,,341.7650000000001,354.84,310.28,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,,306.65999999999997,302.575,,,237.15,L8
2018-08-24 22:00:09+00:00,288.34,332.94,348.28,353.87,337.66499999999996,,,,335.98,303.07,289.36,259.39,282.91999999999996,296.22,324.12,329.99,340.655,329.94,336.61,,313.485,,346.21,336.45500000000004,345.0,323.15333333333336,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,321.97333333333336,302.575,,,237.15,L8
2018-08-31 22:06:23+00:00,293.625,333.34666666666664,348.75,354.44,337.70666666666665,,,,335.98,306.13,290.78,256.155,283.44,297.09666666666664,328.58000000000004,330.885,340.655,335.1066666666666,338.22,,313.39000000000004,,346.21,336.2366666666667,345.0,323.15333333333336,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,330.4275,302.575,,,237.15,L8
2018-09-25 22:00:20+00:00,293.625,339.46000000000004,354.28,355.01,336.145,,,,335.98,306.13,298.5,269.965,281.28499999999997,297.68499999999995,328.58000000000004,330.885,340.14,344.0,338.22,,311.18500000000006,,346.21,333.46000000000004,345.0,323.15333333333336,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,330.4275,302.575,,,237.15,L8
2018-10-18 22:06:41+00:00,293.625,338.78000000000003,355.13,357.29999999999995,338.86999999999995,,,,335.98,306.13,300.835,268.5566666666667,287.29,303.77,328.58000000000004,330.885,340.14,344.0,338.22,,311.18500000000006,,346.21,333.46000000000004,345.0,323.15333333333336,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,330.4275,302.575,,,237.15,L8
2018-11-12 22:00:35+00:00,293.625,336.98,354.838,356.85999999999996,341.23,,,,335.98,307.87,300.704,266.6375,288.59749999999997,305.2425,328.58000000000004,334.1333333333333,340.14,344.0,338.22,,313.8933333333334,,346.21,336.18333333333334,345.0,323.15333333333336,308.16499999999996,,,,,,,,,,,,,,,,,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,330.4275,302.575,,,237.15,L8
2018-12-14 22:00:31+00:00,293.625,336.98,354.838,342.1225,338.7,329.68,354.31,340.81,330.33500000000004,304.03499999999997,297.6566666666667,266.6375,286.566,301.588,324.8833333333334,332.3325,335.275,339.1233333333334,333.41,336.52,310.4375,327.98,340.04999999999995,332.7325,339.65999999999997,327.0425,308.16499999999996,360.09,,350.01,,351.22,343.38,333.7,345.23,343.48,343.37,,,349.03,,349.73,348.72,231.03999999999996,230.565,230.29,236.2,227.34499999999997,225.45499999999998,218.28500000000003,,,,,,,,,,,,,,,,,,,,,,,327.3,332.966,318.24333333333334,,,237.15,L8
2018-12-21 22:06:42+00:00,287.5233333333333,330.3383333333333,351.98499999999996,334.202,336.9116666666667,334.895,356.275,343.315,330.62,302.476,295.8957142857143,266.6375,285.805,299.87166666666667,324.135,331.68600000000004,334.44,338.51250000000005,332.785,339.255,308.67600000000004,330.6,339.3733333333333,331.324,338.7833333333333,334.5625,315.7,360.09,,350.775,,351.22,345.445,335.88,345.23,343.48,343.37,,,349.835,,352.795,349.775,222.35,223.53,222.66,230.62,217.58,214.62,208.99,,,,,,,,,,,,,,,,,,,,,,,327.3,340.65,324.45000000000005,,,,L8
2019-01-22 22:06:38+00:00,286.0225,325.8285714285715,349.58,329.09,336.68142857142857,334.55333333333334,356.275,344.4066666666667,330.5525,301.4583333333333,294.39,266.6375,285.0442857142857,298.85714285714283,323.38800000000003,331.62833333333333,335.05,338.51250000000005,332.602,339.255,308.42833333333334,331.8566666666667,339.3733333333333,330.825,338.8675,343.79333333333335,,360.09,,350.775,,351.22,345.445,335.88,345.23,343.48,343.37,,,349.835,,352.795,349.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.3,349.6125,349.58,,,,L8
2019-03-27 22:06:23+00:00,278.41999999999996,319.71799999999996,347.68,329.25333333333333,337.9016666666667,334.55333333333334,356.275,344.4066666666667,328.74333333333334,299.1225,291.8833333333333,263.31,286.548,299.326,319.9266666666667,332.0,333.35333333333335,333.0250000000001,328.8566666666666,339.255,309.846,331.8566666666667,335.9549999999999,329.5075,336.8233333333333,341.24,,360.09,,350.775,,351.22,345.445,335.88,345.23,343.48,343.37,,,349.835,,352.795,349.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.03,349.58,,,,L8
2019-05-23 22:00:18+00:00,278.41999999999996,316.95,343.45,316.22200000000004,334.668,334.55333333333334,356.275,344.4066666666667,328.74333333333334,299.2375,285.77,,279.265,291.305,319.9266666666667,330.9075,333.35333333333335,333.0250000000001,328.8566666666666,339.255,307.634,331.8566666666667,335.9549999999999,327.725,339.7825,341.24,,360.09,,350.775,,351.22,345.445,335.88,345.23,343.48,343.37,,,349.835,,352.795,349.775,297.27,296.1,,,,268.05,267.48,259.5,251.5,248.91,240.63,237.1,239.58,241.99,246.44,260.33,267.06,280.07,281.37,,277.12,,,286.81,290.87,297.51,302.87,311.26,320.27,323.39,348.76666666666665,349.58,,,,L8
2019-06-08 22:00:26+00:00,278.93333333333334,319.584,342.38800000000003,320.3016666666667,334.49333333333334,334.55333333333334,356.275,344.4066666666667,328.74333333333334,299.608,284.685,,277.392,290.302,319.6775,329.33000000000004,334.4425,336.92333333333335,330.1425,341.02,306.56166666666667,333.515,335.9549999999999,327.11199999999997,339.944,341.24,,360.09,,350.775,364.57,356.03,347.03,339.6033333333333,345.23,343.48,343.37,,,349.835,,352.795,349.775,284.06999999999994,288.92,270.48,270.28,268.82,267.665,267.45500000000004,258.02,250.26999999999998,248.51999999999998,247.36,235.735,237.515,242.09,246.44,261.495,266.975,279.57,284.305,,275.325,,,287.78499999999997,291.16499999999996,296.38,303.03499999999997,309.365,319.0,321.16999999999996,348.76666666666665,349.58,274.75,276.19,268.98,L8
2019-06-15 22:06:39+00:00,278.115,314.7083333333333,341.83166666666665,324.78,334.245,342.89000000000004,355.47,345.0,327.2366666666667,300.596,283.67,,275.13199999999995,287.448,318.2725,327.852,333.615,336.1566666666667,329.545,340.87,305.95,333.23,335.945,326.262,339.398,343.77,338.65,352.39,337.55,351.54,364.57,360.84,348.85499999999996,342.55499999999995,,,,,,350.64,,355.86,350.83,276.65999999999997,281.28333333333336,268.025,266.16499999999996,260.10999999999996,258.8333333333333,257.73,251.25333333333333,242.31333333333336,240.85999999999999,241.40666666666667,232.62,237.515,242.09,243.87333333333333,261.495,267.4866666666667,277.3533333333333,280.97,265.93,274.09666666666664,269.94,,284.26666666666665,289.1766666666667,302.24,298.16,307.2733333333333,311.93666666666667,316.60999999999996,346.23,316.24,270.8,271.14,265.235,L8
2019-07-10 22:00:35+00:00,279.0466666666667,318.22400000000005,342.65399999999994,330.34499999999997,335.5,344.2800000000001,352.7,344.59,325.26000000000005,301.685,283.33799999999997,,273.41499999999996,286.4875,309.1725,321.764,326.825,322.46,320.3875,327.53000000000003,306.81399999999996,333.23333333333335,333.87,320.418,333.32800000000003,308.75,338.65,352.39,320.78999999999996,,364.57,360.84,350.2,347.05,,,,,,,,,,268.16749999999996,268.41,257.4533333333333,258.5466666666667,252.26999999999998,253.135,251.7825,244.405,242.31333333333336,240.85999999999999,241.40666666666667,232.62,237.515,242.09,243.87333333333333,261.495,267.4866666666667,277.3533333333333,280.97,265.93,274.09666666666664,269.94,,284.26666666666665,289.1766666666667,302.24,298.16,307.2733333333333,311.93666666666667,316.60999999999996,345.875,316.24,270.8,271.14,256.18,L8
2019-07-26 22:00:40+00:00,277.81000000000006,323.08750000000003,344.96000000000004,344.3725,336.35,354.69,352.7,342.59,320.17,303.45666666666665,283.39,265.56,272.86249999999995,288.825,305.43,319.37,323.47333333333336,322.46,316.56,327.53000000000003,307.562,332.665,333.87,322.074,331.88,308.75,338.65,352.39,320.78999999999996,,364.57,360.84,350.2,347.05,,,,,,,,,,268.16749999999996,268.41,257.4533333333333,258.5466666666667,252.26999999999998,253.135,251.7825,244.405,249.5375,240.85999999999999,241.40666666666667,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,301.40999999999997,298.16,312.5325,311.93666666666667,319.28999999999996,345.875,316.24,270.8,271.14,256.18,L8
2019-08-02 22:06:53+00:00,276.78333333333336,317.108,343.77500000000003,344.3725,335.22499999999997,351.34000000000003,350.90999999999997,341.64,321.90999999999997,301.65999999999997,281.98,265.56,272.19399999999996,286.188,307.2725,320.044,325.40500000000003,325.3175,319.7625,327.53000000000003,306.52500000000003,331.91333333333336,335.365,321.9766666666667,331.88,308.75,338.65,352.39,320.78999999999996,,364.57,360.84,350.2,345.16499999999996,,,,,,,,,,267.784,268.41,259.325,260.1675,255.81,255.196,252.66400000000004,246.23200000000003,248.894,240.39,238.26749999999998,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,301.40999999999997,298.16,312.5325,311.93666666666667,319.28999999999996,345.875,316.24,270.8,271.59,259.9175,L8
2019-08-18 22:06:59+00:00,276.78333333333336,317.108,343.77500000000003,344.3725,335.22499999999997,351.34000000000003,345.16333333333336,333.03999999999996,321.90999999999997,294.082,278.64428571428573,265.56,272.19399999999996,286.188,303.912,317.9,322.59000000000003,321.08000000000004,316.64,324.925,303.0414285714286,327.155,329.5266666666667,319.30428571428575,327.928,312.77,341.445,347.345,326.42333333333335,335.22,351.955,347.90999999999997,334.845,345.16499999999996,325.64,323.3,324.77,,243.15,,251.77,,,264.88666666666666,261.744,257.356,258.838,255.164,254.15333333333334,252.07666666666668,245.09166666666667,246.245,238.23600000000002,238.26749999999998,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,296.076,293.485,304.81,304.6925,313.506,337.0466666666666,315.255,266.07,266.445,258.392,L8
2019-10-05 22:07:12+00:00,276.78333333333336,316.952,343.35999999999996,343.305,335.12666666666667,351.34000000000003,345.16333333333336,333.03999999999996,321.90999999999997,296.84666666666664,279.4857142857143,264.68,275.695,290.82666666666665,303.912,321.8528571428571,322.59000000000003,321.08000000000004,316.64,324.925,303.2885714285714,327.155,329.5266666666667,319.30428571428575,327.928,312.77,341.445,347.345,326.42333333333335,335.22,351.955,347.90999999999997,334.845,345.16499999999996,325.64,323.3,324.77,,243.15,,251.77,,,264.88666666666666,261.744,257.356,258.838,255.164,254.15333333333334,252.07666666666668,245.09166666666667,246.245,238.23600000000002,238.26749999999998,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,296.076,293.485,304.81,304.6925,313.506,337.0466666666666,315.255,266.07,266.445,258.392,L8
2019-10-21 22:07:13+00:00,280.6175,319.705,344.42857142857144,335.842,334.7185714285714,351.34000000000003,345.16333333333336,339.9625,326.51666666666665,297.8314285714286,280.5875,264.68,276.1371428571428,293.4557142857143,308.21,323.10749999999996,325.74,324.765,316.64,324.925,304.71875,329.63800000000003,329.5266666666667,320.985,327.928,312.77,341.445,347.345,326.42333333333335,335.22,351.955,347.90999999999997,334.845,345.16499999999996,325.64,323.3,324.77,,243.15,,251.77,,,264.88666666666666,261.744,257.356,258.838,255.164,254.15333333333334,252.07666666666668,245.09166666666667,246.245,238.23600000000002,238.26749999999998,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,296.076,293.485,304.81,304.6925,313.506,337.0466666666666,315.255,266.07,266.445,258.392,L8
2019-10-30 22:01:02+00:00,287.182,321.8342857142857,345.76125,332.0366666666667,335.27125,351.34000000000003,345.16333333333336,339.9625,326.51666666666665,297.8314285714286,280.5875,260.84999999999997,278.04125,296.40999999999997,308.21,325.02,325.74,324.765,316.64,324.925,306.4866666666666,329.63800000000003,329.5266666666667,320.985,327.928,312.77,341.445,347.345,326.42333333333335,335.22,351.955,347.90999999999997,334.845,345.16499999999996,325.64,323.3,324.77,,243.15,,251.77,,,264.88666666666666,261.744,257.356,258.838,255.164,254.15333333333334,252.07666666666668,245.09166666666667,246.245,238.23600000000002,238.26749999999998,246.235,237.515,242.09,243.87333333333333,261.495,267.4866666666667,286.0425,280.97,265.93,274.09666666666664,269.94,,291.6825,296.32,296.076,293.485,304.81,304.6925,313.506,337.0466666666666,315.255,266.07,266.445,258.392,L8
2020-02-26 22:06:48+00:00,296.50333333333333,325.0975,349.72749999999996,316.9125,336.0675,353.51,,360.735,336.35,304.8766666666667,290.31666666666666,258.495,284.8675,306.38,329.28999999999996,336.94,340.685,343.19,,,316.35,339.57,,331.4,342.98,343.9,,,361.94,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.22,,,,,L8
2020-03-13 22:06:42+00:00,295.36249999999995,325.274,349.39,320.672,336.956,353.51,,360.735,336.35,304.8766666666667,289.915,258.495,284.8675,306.38,329.28999999999996,336.94,340.685,343.19,,,316.074,339.57,,333.48333333333335,342.98,343.9,,,361.94,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.22,,,,,L8
2020-03-29 22:06:33+00:00,302.056,327.045,349.43833333333333,323.3933333333334,336.86999999999995,353.51,,360.735,336.35,304.8766666666667,289.552,258.495,284.8675,306.38,329.28999999999996,336.94,340.685,343.19,,,316.074,339.57,,333.48333333333335,342.98,343.9,,,361.94,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.22,,,,,L8
2020-04-14 22:06:26+00:00,302.056,325.37600000000003,348.988,317.728,328.255,334.11,338.59,353.50333333333333,336.85333333333335,304.53,286.80800000000005,253.19,281.2825,303.72749999999996,329.28999999999996,334.06333333333333,340.685,343.19,,,314.466,344.595,,334.15,342.98,343.9,,,361.94,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.22,,,,,L8
2020-04-23 22:00:11+00:00,304.54,323.35249999999996,346.26,320.6625,327.09666666666664,331.5,345.41499999999996,347.22333333333336,332.5466666666667,302.40000000000003,284.244,253.19,279.20000000000005,296.1275,323.08,331.18666666666667,336.58500000000004,338.19,327.56,,312.16600000000005,341.74,340.88,332.1925,339.97,340.935,,,357.015,349.38,,,,334.12,,,,,,,,,,,,281.24,269.71,269.14,270.98,270.87,260.12,253.34,248.95,249.3,321.8,,,,288.3,297.8,,,,,,,,,323.33,321.64,,314.4,334.45,347.355,351.99,,300.24,,L8
2020-05-09 22:00:02+00:00,298.6975,323.055,344.168,329.105,326.585,331.5,345.41499999999996,347.22333333333336,332.5466666666667,302.40000000000003,284.43333333333334,,276.1825,291.13,323.08,328.54,336.58500000000004,338.19,327.56,,309.84000000000003,341.74,340.88,332.326,339.97,340.935,,,357.015,349.38,,,,334.12,,,,,,,,,,,,281.24,269.71,269.14,270.98,270.87,260.12,266.425,266.555,264.18,302.70500000000004,,,248.75,293.39000000000004,301.87,306.87,,,,,,277.36,287.42,311.66499999999996,309.56,313.02,317.4,329.41999999999996,347.355,351.99,,300.24,,L8
2020-05-16 22:06:15+00:00,293.956,323.055,343.2366666666667,329.105,326.8742857142857,337.1825,347.9166666666667,346.2325,330.4075,301.505,283.4171428571429,,275.046,288.62800000000004,322.33666666666664,326.92,335.5466666666667,337.41999999999996,325.855,336.78,308.15833333333336,338.24666666666667,339.12,330.4116666666667,339.02,340.00333333333333,,,356.5933333333333,347.60999999999996,,,338.79,336.345,,340.84,,,,,,,,268.19,269.79,273.87,267.035,264.7699999999999,267.56500000000005,264.135,256.35,259.3933333333334,266.555,264.18,302.70500000000004,230.33,235.37,244.59,279.93333333333334,289.4533333333333,306.87,,,270.32,,,277.36,287.42,305.1933333333333,303.01,309.28,313.3633333333333,325.06666666666666,344.75333333333333,351.32,,285.355,263.59,L8
2020-06-10 22:00:15+00:00,293.956,323.055,343.2366666666667,329.105,326.8742857142857,337.1825,347.9166666666667,346.2325,330.4075,301.505,283.4171428571429,,275.046,288.62800000000004,322.33666666666664,326.92,335.5466666666667,337.41999999999996,325.855,336.78,308.15833333333336,338.24666666666667,339.12,330.4116666666667,330.235,330.4075,,,356.5933333333333,347.60999999999996,,,338.79,336.345,,340.84,,,,,,,,248.68999999999997,269.79,258.52333333333337,257.25666666666666,252.49333333333325,253.23333333333335,264.135,256.35,259.3933333333334,266.555,264.18,302.70500000000004,230.33,235.37,244.59,279.93333333333334,289.4533333333333,306.87,,,270.32,,,277.36,287.42,305.1933333333333,303.01,309.28,313.3633333333333,325.06666666666666,333.615,351.32,,285.355,245.52,L8
2020-08-04 22:06:47+00:00,293.3616666666667,325.556,343.3885714285715,331.498,327.84625,337.1825,347.9166666666667,346.2325,330.4075,301.505,283.77,,275.58666666666664,291.0116666666667,322.33666666666664,326.92,341.22,337.41999999999996,325.855,336.78,308.48,340.03499999999997,343.56666666666666,330.27714285714285,333.18600000000004,330.4075,,,356.5933333333333,347.60999999999996,,,338.79,336.345,,340.84,,,,,,,,248.68999999999997,269.79,258.52333333333337,257.25666666666666,252.49333333333325,253.23333333333335,264.135,256.35,259.3933333333334,266.555,264.18,302.70500000000004,230.33,235.37,244.59,279.93333333333334,289.4533333333333,306.87,,,270.32,,,277.36,287.42,305.1933333333333,303.01,309.28,313.3633333333333,325.06666666666666,337.886,351.32,,285.355,245.52,L8
2020-08-29 22:00:47+00:00,295.244,332.715,343.7383333333334,340.14,327.56,335.77,348.9175,342.0225,326.95500000000004,300.7525,282.605,,274.8066666666667,290.28833333333336,318.8533333333333,325.3775,339.28499999999997,336.73333333333335,327.1466666666667,337.895,307.81,337.97200000000004,342.175,329.1385714285715,331.85,328.8925,,,353.91999999999996,344.015,,,338.79,336.345,,340.84,,,,,291.82,,,248.68999999999997,269.79,258.52333333333337,257.25666666666666,252.49333333333325,253.23333333333335,264.135,256.35,259.3933333333334,266.555,264.18,291.66,230.33,235.37,244.59,279.93333333333334,289.4533333333333,306.87,,,270.32,,,277.36,287.42,305.1933333333333,303.01,309.28,318.8075,325.06666666666666,336.024,352.32666666666665,,285.355,245.52,L8
2021-01-04 22:00:54+00:00,290.39,335.95,352.305,348.245,335.8966666666667,347.86,351.92,343.9,323.16,297.21,285.31333333333333,272.68,280.57,291.885,318.43,323.81,345.18999999999994,335.36,329.73,339.01,306.5,337.56000000000006,345.23,325.7750000000001,340.645,337.84,,,,,,,,,,,,,,,291.82,,,,,,,,,,,,,,269.57,,,,,,,,,,,,,,,,,335.14,,348.44000000000005,354.34,,,,L8
2021-01-11 22:07:02+00:00,286.525,328.34999999999997,348.05333333333334,331.75,334.1675,350.73,351.92,348.71,329.32000000000005,296.375,284.7325,272.68,280.0425,291.0333333333333,325.01,328.435,343.1366666666666,338.5,330.49,342.345,304.91333333333336,337.47,344.75333333333333,325.5,339.9066666666667,341.24,,366.29,,,,,,,,,,,,355.79,325.375,353.96,356.83,,,,,,,,,,,,269.57,,,,,,,,,,,,,,,,,335.14,,349.0133333333333,354.34,341.73,,,L8
2021-02-12 22:06:55+00:00,282.66,324.745,349.93000000000006,317.2266666666667,332.645,348.3633333333334,354.985,347.17333333333335,327.43,294.97,283.72249999999997,272.68,279.2125,284.27,325.0733333333333,328.61333333333334,334.88333333333327,337.93666666666667,328.79,341.5733333333333,301.18,332.2066666666667,339.52,322.43,336.0433333333333,340.34,,364.355,356.68,347.5,,,,337.88,341.84,342.91,341.15,343.71,,352.155,335.0833333333333,351.91499999999996,352.83,,,,,,,,,,,,269.57,,,,,,,,,,,,,,,,,335.14,,345.29,352.54499999999996,339.915,,,L8
2021-03-16 22:06:39+00:00,283.355,324.84666666666664,348.0366666666667,313.38,333.27250000000004,352.9266666666667,363.765,351.0,330.65,296.27,285.545,272.68,280.6975,288.55333333333334,330.1233333333333,331.77,337.9433333333333,340.32,330.18,342.5,300.90333333333336,334.33,340.94666666666666,323.3966666666667,337.6033333333333,342.8433333333334,,365.6033333333333,359.595,349.195,,,,341.64,345.04499999999996,344.76,345.025,343.71,,352.155,356.71500000000003,351.91499999999996,352.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.02666666666664,350.75,339.915,,,L8
2021-03-25 22:00:27+00:00,283.355,327.365,349.4075,316.692,333.778,352.9266666666667,363.765,351.0,330.65,302.4325,285.73400000000004,262.56,281.17199999999997,300.33500000000004,330.1233333333333,331.77,337.9433333333333,340.32,330.18,342.5,305.07,338.315,344.505,326.585,341.4925,348.02000000000004,,365.6033333333333,359.595,349.195,,,,341.64,345.04499999999996,344.76,345.025,343.71,,352.155,356.71500000000003,351.91499999999996,352.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.02666666666664,350.75,339.915,,,L8
2021-05-12 22:00:12+00:00,282.56666666666666,326.72400000000005,347.968,313.6616666666667,333.49333333333334,352.9266666666667,363.765,351.0,330.65,302.4325,285.73400000000004,262.56,281.17199999999997,300.33500000000004,330.1233333333333,331.77,337.9433333333333,340.32,330.18,342.5,305.07,338.315,344.505,326.585,341.4925,348.02000000000004,,365.6033333333333,359.595,349.195,,,,341.64,345.04499999999996,344.76,345.70666666666665,343.71,,352.155,356.71500000000003,351.91499999999996,352.83,266.4,277.08,272.74,267.52,261.21,267.15,258.25,258.02,247.54,,,234.8,234.38,236.94,244.86,252.44,265.93,274.4,278.32,269.39,274.76,,,,,,295.19,304.86,310.87,317.22,348.02666666666664,350.75,339.915,272.11,271.33,L8
2021-08-23 22:07:01+00:00,285.71666666666664,329.74,346.8875,314.385,334.29,366.92,373.775,361.37,345.9,311.0566666666667,285.8233333333333,252.44,279.67,310.19,342.79499999999996,333.89,344.04499999999996,346.71500000000003,338.375,345.975,310.57666666666665,343.17999999999995,351.69,330.9266666666667,347.0833333333333,354.45000000000005,,368.1,362.51,350.89,,,,345.4,348.25,346.61,347.98499999999996,,,,,,,266.4,277.08,272.74,267.52,261.21,267.15,258.25,258.02,247.54,,,234.8,234.38,236.94,244.86,252.44,265.93,274.4,278.32,269.39,274.76,,,,309.9,319.99,306.39,320.07,325.115,332.94000000000005,354.675,,,272.11,271.33,L8
2021-09-01 22:00:53+00:00,285.71666666666664,330.65999999999997,347.73999999999995,320.93,335.172,366.92,373.775,361.37,345.9,312.8225,287.22,253.47,280.065,308.6625,342.79499999999996,335.18333333333334,344.04499999999996,346.71500000000003,344.4766666666667,350.02666666666664,312.09499999999997,346.80999999999995,351.69,333.0675,348.24,357.9466666666667,,368.1,362.51,350.89,,,,345.4,348.25,346.61,347.98499999999996,,,,,,,266.4,277.08,272.74,267.52,261.21,267.15,258.25,258.02,247.54,,,234.8,234.38,236.94,244.86,252.44,265.93,274.4,278.32,269.39,274.76,,,,309.9,319.99,306.39,320.07,325.115,332.94000000000005,354.675,,,272.11,271.33,L8
2021-09-17 22:00:56+00:00,289.0566666666667,332.3,348.65,329.652,335.88800000000003,373.35,378.07,367.36,358.98,316.7266666666667,288.61000000000007,253.47,281.5625,311.9425,353.90999999999997,335.46999999999997,351.16499999999996,350.92,351.27666666666664,355.5933333333334,315.27,351.85999999999996,358.37000000000006,335.4025,351.0375,363.0333333333333,,,,,,,,,,,347.07,,,,,,,266.4,277.08,272.74,267.52,261.21,267.15,258.25,258.02,247.54,,,234.8,234.38,236.94,244.86,252.44,265.93,274.4,278.32,269.39,274.76,,,,309.9,319.99,306.39,320.07,325.115,332.94000000000005,359.675,,,272.11,271.33,L8
