dates,nzd0373-0000,nzd0373-0001,nzd0373-0002,nzd0373-0003,nzd0373-0004,nzd0373-0005,nzd0373-0006,nzd0373-0007,nzd0373-0008,nzd0373-0009,nzd0373-0010,nzd0373-0011,nzd0373-0012,nzd0373-0013,nzd0373-0014,nzd0373-0015,nzd0373-0016,nzd0373-0017,nzd0373-0018,nzd0373-0019,nzd0373-0020,nzd0373-0021,nzd0373-0022,nzd0373-0023,nzd0373-0024
2020-03-13 22:07:06+00:00,,,,,,,,,,,389.554,392.1457142857143,385.765,388.185,383.35999999999996,382.62166666666667,345.925,354.16285714285715,347.0216666666667,321.95166666666665,331.58,305.1171428571428,284.95142857142855,287.18,256.94666666666666
2020-04-14 22:06:50+00:00,,,,,,,,,,,388.6525,391.77,387.52250000000004,387.78666666666663,384.10799999999995,382.028,345.15333333333336,355.36285714285714,346.325,322.1216666666666,331.3283333333333,303.3457142857143,287.2371428571429,289.54857142857145,259.1366666666667
2020-05-16 22:06:39+00:00,,,,,,,,,,,388.8525,393.18666666666667,387.5325,391.5566666666667,384.882,381.48999999999995,340.56500000000005,354.8733333333333,343.28999999999996,319.865,329.73999999999995,301.53000000000003,288.52428571428567,290.89714285714285,260.124
2020-06-01 22:06:44+00:00,384.47,,,,,,,,,,388.8525,393.18666666666667,387.5325,391.5566666666667,382.99500000000006,381.48999999999995,340.56500000000005,354.8733333333333,343.28999999999996,319.865,329.73999999999995,300.7425,288.82,288.6175,257.4316666666667
2020-07-19 22:07:07+00:00,384.47,,,,,,,,,,391.504,395.22200000000004,389.154,392.765,380.6766666666667,382.192,343.7666666666667,345.8175,342.07,318.75833333333327,330.535,301.58,290.28285714285715,286.7085714285714,255.50166666666667
2020-09-21 22:07:30+00:00,384.47,323.94,307.75,333.62,336.5,,,305.17,,,393.6433333333334,397.75,388.7075,388.3433333333333,378.97249999999997,379.51666666666665,341.365,348.56,345.08666666666664,318.765,336.545,307.76000000000005,292.956,283.192,253.51500000000001
2020-10-23 22:07:33+00:00,384.47,323.07,305.905,330.185,334.41499999999996,,,305.17,,,390.885,394.1475,384.4525,385.255,378.97249999999997,379.51666666666665,341.365,329.7,342.815,315.24,333.03249999999997,306.56000000000006,291.4,280.47,249.4325
2021-01-11 22:07:26+00:00,,323.07,305.905,330.185,334.41499999999996,,,305.17,,,387.7175,391.21,383.2,380.97666666666663,376.63499999999993,377.56,341.365,329.7,340.81,315.38,329.06,305.32,289.3125,281.6925,252.27499999999998
2021-02-12 22:07:19+00:00,,323.07,305.905,330.185,334.41499999999996,,,305.17,,,382.3775,383.59499999999997,376.98,373.27,362.52,366.68,332.56,329.7,340.81,313.41,322.11,296.8725,286.5675,285.4075,253.7575
2021-03-16 22:07:03+00:00,,323.07,305.905,330.185,334.41499999999996,,,305.17,,,381.886,386.09,377.79333333333335,376.18,362.52,366.765,334.09000000000003,328.78999999999996,337.525,312.435,322.11,294.11199999999997,286.61,286.49,254.298
2021-04-17 22:06:54+00:00,,325.51,301.595,326.75,304.07,,,,,,381.252,390.20666666666665,380.6466666666667,381.8433333333334,386.9,371.77,337.2,326.57,333.555,312.905,319.6075,291.64399999999995,287.10200000000003,290.41,254.55
2021-05-03 22:06:44+00:00,402.92,328.82,342.635,,275.81,,,,,,380.718,391.4266666666667,382.3633333333334,384.2366666666667,375.77,371.49,335.3566666666666,325.68333333333334,333.04333333333335,312.5566666666667,318.00250000000005,290.51,287.62600000000003,293.69,256.41999999999996
2021-07-06 22:07:08+00:00,402.92,328.82,342.635,,275.81,,,,,,380.718,391.4266666666667,382.3633333333334,384.2366666666667,375.77,371.49,335.3566666666666,325.68333333333334,338.72749999999996,314.9475,323.942,296.14,289.28333333333336,293.09999999999997,256.91
2021-07-22 22:07:12+00:00,402.92,328.82,342.635,,275.81,,,,,,380.22,394.62,382.3633333333334,384.2366666666667,375.77,374.35,337.4475,325.68333333333334,339.966,315.736,327.8,300.5733333333333,290.34666666666664,292.49833333333333,256.1566666666667
2021-08-23 22:07:25+00:00,402.92,328.82,342.635,,275.81,,,,,,380.04333333333335,394.62,382.3633333333334,384.2366666666667,375.77,374.35,337.4475,325.68333333333334,339.966,315.736,331.854,304.8833333333333,290.5516666666667,290.7583333333333,255.88666666666668
2021-09-08 22:07:29+00:00,402.92,328.82,342.635,,275.81,,,,,,385.3075,395.938,383.8725,385.2825,380.78,376.5,340.26800000000003,325.68333333333334,342.35999999999996,317.4633333333333,333.8583333333333,307.13428571428574,290.56,290.10714285714283,255.84857142857143
2021-09-24 22:07:32+00:00,401.14,328.82,342.635,,275.81,,,,,,385.185,394.26800000000003,382.4,382.20000000000005,377.8175,376.846,339.766,325.62666666666667,343.77,318.1033333333333,333.0514285714285,310.38571428571424,289.6657142857143,288.7057142857143,254.82999999999998
2021-12-21 22:07:31+00:00,399.36,,384.26,,,,,,,,387.82666666666665,396.0466666666667,380.9649999999999,379.0450000000001,379.865,378.86999999999995,342.79333333333335,327.71,349.4325,319.496,335.42,312.88,287.33,283.3883333333333,253.67833333333337
2022-01-06 22:07:29+00:00,399.36,,384.26,,,,,,,,390.355,394.3625,383.9533333333333,382.1233333333334,382.58,379.08,345.57250000000005,343.945,347.42749999999995,318.82800000000003,332.78833333333336,310.02,285.91833333333335,285.52000000000004,254.17333333333332
2022-01-14 22:07:27+00:00,399.36,,384.57,,,,,,,,389.174,392.11800000000005,383.45,382.02500000000003,378.9475,377.406,343.6940000000001,341.13,345.83,318.2716666666667,331.11428571428576,308.1985714285714,284.8042857142857,285.9057142857143,253.80571428571426
2022-02-23 22:07:19+00:00,403.9,,387.93,,,,,,,,390.635,391.142,384.57599999999996,382.02500000000003,378.9475,377.602,346.188,347.53,347.744,320.4116666666667,331.09,307.74833333333333,284.31333333333333,288.0566666666667,254.71833333333333
2022-05-06 22:07:05+00:00,408.44,,387.93,,,,,,,,393.784,390.59,387.09000000000003,385.005,378.03,381.34,350.485,354.1366666666666,347.59250000000003,319.62,331.51,305.642,285.992,293.192,257.694
2022-05-22 22:07:10+00:00,408.44,,387.93,,,,,,,,394.7683333333334,394.215,388.552,385.005,381.15000000000003,384.524,350.485,357.125,347.59250000000003,320.51,334.305,306.8933333333333,293.3333333333333,296.31166666666667,259.62
2022-06-07 22:07:19+00:00,408.44,,387.93,,,,,,,,394.7683333333334,394.215,388.552,385.005,381.15000000000003,384.524,350.485,357.125,347.994,320.06,335.43,308.0857142857143,294.1842857142857,297.74142857142857,260.28285714285715
2022-08-26 22:07:46+00:00,,,,,,,,,,,399.06,396.73,387.8666666666666,384.69,380.82,389.04999999999995,348.02,350.54999999999995,350.5,319.67499999999995,340.18,309.4425,301.15749999999997,300.985,262.3525
2022-09-03 22:07:27+00:00,,,,,,,,,,,399.2375,397.08,386.8375,387.855,382.69666666666666,388.41749999999996,348.00333333333333,350.54999999999995,351.755,319.198,342.078,312.41999999999996,296.864,299.632,261.354
2022-09-19 22:07:33+00:00,406.07,,389.26,,,,,,,,398.078,395.235,386.116,387.05,381.41999999999996,387.342,346.52250000000004,348.48,351.29,318.99833333333333,341.425,312.84166666666664,293.7816666666667,297.595,260.455
2022-10-05 22:07:34+00:00,406.07,,389.26,,,,,,,,398.7083333333333,394.706,385.9083333333333,386.91499999999996,381.828,386.43833333333333,346.296,354.0875,353.02833333333336,320.13,341.7785714285714,313.6671428571429,291.88428571428574,296.62,260.3728571428572
2022-10-21 22:07:41+00:00,406.07,,389.26,,,,,,,,394.4985714285714,389.045,382.15999999999997,379.566,375.8766666666666,380.3014285714286,340.81666666666666,347.26599999999996,348.70428571428573,318.0125,338.10375,310.3675,286.3725,296.62,260.3728571428572
2022-10-29 22:07:52+00:00,406.07,,389.26,,,,,,,,393.22,387.9428571428571,381.45875,379.08,375.12,379.06,339.99285714285713,344.545,347.7375,317.47333333333336,336.72,309.33444444444444,284.72999999999996,293.7425,258.01625
2022-11-06 22:07:39+00:00,406.07,,389.26,,,,,,,,391.31125000000003,387.69124999999997,380.60857142857145,379.08,375.12,377.35,337.3816666666666,344.0057142857143,347.49375000000003,317.4666666666667,335.7522222222222,309.15666666666664,282.1455555555556,290.02750000000003,256.00124999999997
2022-11-14 22:07:47+00:00,406.07,,387.42499999999995,,,,,,,,390.34555555555556,387.0411111111111,380.1575,379.1228571428572,374.82124999999996,376.87375000000003,337.4557142857143,342.3925,346.9011111111111,317.31600000000003,334.901,308.186,280.505,287.8177777777778,254.92555555555555
2022-11-22 22:07:41+00:00,406.07,,387.42499999999995,,,,,,,,388.9644444444445,384.78499999999997,378.1228571428572,379.1228571428572,373.6425,374.1775,337.88625,339.05875,346.63700000000006,316.71500000000003,333.056,307.20500000000004,274.90500000000003,284.8955555555556,252.68333333333334
2023-01-17 22:07:30+00:00,406.07,,387.2633333333333,,,,,,,,388.87600000000003,385.2566666666666,378.1228571428572,379.1228571428572,373.6425,374.1775,338.22777777777776,338.59666666666664,346.07599999999996,316.76599999999996,331.65999999999997,305.57599999999996,273.884,282.5377777777778,251.19333333333336
2023-01-25 22:07:37+00:00,406.07,,387.40999999999997,,,,,,,,389.1718181818182,385.52799999999996,379.00625,379.84,374.24,374.31111111111113,338.613,338.472,345.95,316.76454545454544,331.31545454545454,305.06636363636363,275.75636363636363,284.06600000000003,251.43699999999998
2023-02-10 22:07:44+00:00,406.07,,387.684,,,,,,,,389.18083333333334,385.86909090909086,379.6288888888889,380.52444444444444,374.89700000000005,374.543,339.03090909090906,339.51272727272726,346.00916666666666,317.49333333333334,332.42333333333335,306.1458333333333,279.91833333333335,286.80454545454546,252.10000000000002
2023-02-18 22:07:25+00:00,406.07,,388.5466666666666,,,,,,,,389.18083333333334,385.86909090909086,379.6288888888889,380.52444444444444,374.89700000000005,374.543,340.12833333333333,342.1566666666667,346.12692307692305,318.05384615384617,332.4223076923077,305.77384615384614,281.07153846153847,287.6991666666667,252.39666666666668
2023-03-06 22:07:14+00:00,406.07,,388.5466666666666,,,,,,,,388.32545454545453,384.2677777777778,380.28625,379.71875,374.68666666666667,373.78444444444443,340.53,343.6458333333333,344.9116666666667,318.92333333333335,331.54083333333335,304.47583333333336,282.2383333333333,288.3163636363637,252.44545454545457
2023-03-14 22:07:23+00:00,406.07,,388.5466666666666,,,,,,,,388.0816666666667,384.658,380.7344444444445,380.10777777777776,374.91499999999996,373.726,340.60583333333335,342.86538461538464,344.8876923076923,318.97615384615386,331.2153846153846,304.1276923076923,282.6807692307692,288.6066666666667,252.55583333333334
2023-03-22 22:07:04+00:00,404.26,,388.40399999999994,,,,,,,,387.90416666666664,386.841,380.84888888888895,380.5855555555556,376.345,373.02799999999996,340.71750000000003,342.5530769230769,344.6907692307692,319.2107692307692,330.53,303.3692307692308,283.9423076923077,289.17833333333334,252.27833333333334
2023-03-30 22:07:11+00:00,404.26,,388.40399999999994,,,,,,,,387.90416666666664,386.841,380.84888888888895,380.5855555555556,376.345,373.02799999999996,340.71750000000003,342.5530769230769,344.6907692307692,319.2107692307692,330.53,306.6914285714286,287.9842857142857,289.17833333333334,252.27833333333334
2023-04-15 22:07:04+00:00,404.26,,388.40399999999994,,,,,,,,386.63545454545454,386.20222222222225,382.6888888888889,379.845,375.55444444444447,373.893,340.2927272727273,340.19,344.4538461538462,319.3853846153846,330.8453846153846,306.565,290.22714285714284,290.5625,252.6158333333333
2023-04-23 22:06:45+00:00,404.26,,388.40399999999994,,,,,,,,388.93000000000006,390.7422222222222,385.91,385.5675,380.3155555555556,378.17999999999995,342.98,344.98083333333335,349.17615384615385,321.70846153846156,333.3230769230769,308.3178571428571,294.3328571428571,292.0,253.42000000000002
2023-06-02 22:06:41+00:00,404.26,,389.10749999999996,,,,,,,,390.94499999999994,395.07714285714286,388.52,388.085,383.595,380.3142857142857,345.13571428571424,349.69250000000005,351.68555555555554,324.13,335.1211111111111,310.6,303.73400000000004,299.06,256.50666666666666
2023-06-10 22:06:39+00:00,404.26,,389.10749999999996,,,,,,,,392.37888888888887,396.77625,389.445,388.085,385.1642857142857,381.7875,346.11375,352.56,352.445,323.843,336.327,311.72090909090906,304.4990909090909,300.685,257.549
2023-07-04 22:06:45+00:00,404.26,,389.10749999999996,,,200.3,167.68,,343.57,,392.37888888888887,396.77625,389.445,388.085,381.23,378.6822222222222,344.04999999999995,352.56,352.445,323.843,336.327,310.01666666666665,302.61333333333334,297.29090909090905,256.6218181818181
2023-07-28 22:07:02+00:00,389.955,,383.4066666666667,,,200.3,167.68,,343.57,,393.02857142857147,399.535,390.05285714285714,388.72999999999996,378.06875,376.44888888888886,342.2725,357.2557142857143,350.84333333333336,323.1111111111111,335.78888888888895,312.128,302.0090909090909,294.06399999999996,255.283
2023-08-05 22:06:59+00:00,388.65000000000003,,380.8875,,,200.3,167.68,,343.57,,390.13625,395.23285714285714,387.31625,384.10833333333335,374.8833333333334,374.88399999999996,340.8133333333333,357.2557142857143,348.91400000000004,321.48900000000003,333.75,310.2772727272727,300.28999999999996,289.58181818181816,254.51272727272726
2023-08-13 22:07:07+00:00,388.65000000000003,,378.25666666666666,,,200.3,167.68,,343.57,,390.25857142857143,399.86428571428576,387.70285714285717,383.73,374.14250000000004,374.69,342.4011111111111,361.33714285714285,350.316,321.71999999999997,334.483,310.45454545454544,298.025,287.9527272727273,254.4527272727273
2023-08-21 22:07:04+00:00,388.65000000000003,,370.955,,,200.3,167.68,,343.57,,391.66875,399.86428571428576,388.3825,385.2516666666667,376.4533333333334,375.942,343.06555555555553,362.30428571428564,351.734,322.54900000000004,336.021,312.01363636363635,299.38166666666666,288.38090909090903,255.07181818181817
2023-08-29 22:07:14+00:00,388.65000000000003,,370.955,,,200.3,167.68,,343.57,,391.66875,399.86428571428576,388.3825,385.2516666666667,376.4533333333334,376.64909090909094,343.90299999999996,361.10249999999996,352.0281818181818,322.8772727272727,336.67545454545456,312.28333333333336,299.7223076923077,289.3175,255.09666666666666
2023-09-06 22:07:14+00:00,388.65000000000003,,370.955,,,200.3,167.68,,343.57,,391.4742857142857,399.86428571428576,388.16375000000005,384.55400000000003,375.52125,375.913,344.881,362.27714285714285,353.01363636363635,322.9109090909091,338.15999999999997,313.75,300.6630769230769,289.9841666666667,255.0575
2023-09-30 22:07:21+00:00,380.845,,370.955,,,200.3,167.68,,343.57,,393.375,398.6466666666667,389.0885714285714,384.1425,374.62571428571425,377.1866666666667,345.82,369.9483333333333,354.434,323.65999999999997,339.828,312.008,299.23727272727274,289.89181818181817,255.43818181818185
2023-10-08 22:07:22+00:00,380.845,,370.955,,,200.3,167.68,,343.57,,393.9428571428572,398.0857142857143,388.6925,384.77599999999995,376.23499999999996,377.95500000000004,346.164,366.9842857142857,354.25363636363636,323.6363636363636,340.2154545454545,312.1972727272727,300.0566666666667,290.7675,255.42583333333334
2023-10-24 22:07:27+00:00,380.845,,370.955,,,200.3,167.68,,343.57,,394.3985714285714,396.75714285714287,386.4271428571429,383.006,375.9475,376.2555555555556,346.2181818181818,362.70428571428573,350.427,322.148,338.868,311.715,299.6981818181818,289.03272727272724,254.0981818181818
2023-11-25 22:07:32+00:00,380.845,,370.955,,,200.3,167.68,,343.57,,394.3985714285714,396.2625,386.26250000000005,384.2616666666666,376.37,377.065,346.62583333333333,362.70428571428573,350.9690909090909,322.95545454545453,338.31363636363636,311.44454545454545,300.5366666666667,291.3925,254.8025
2024-01-12 22:07:30+00:00,380.845,,377.20666666666665,,,,,,,,392.61799999999994,393.91166666666663,384.8828571428572,384.2616666666666,379.79,378.08875,347.901,360.5716666666667,350.13800000000003,323.125,337.427,312.41,300.7509090909091,293.4327272727273,254.5127272727273
2024-01-28 22:07:30+00:00,397.53,,381.52,,,,,,,,392.61799999999994,392.8614285714285,384.77625,384.78714285714284,382.75875,381.425,350.04,357.94,352.12399999999997,324.53900000000004,338.37199999999996,311.041,302.7418181818182,299.22,258.4563636363636
2024-02-13 22:07:29+00:00,409.02,,389.71,,,,,,,,394.594,390.7366666666667,386.54375,388.4057142857143,387.5242857142857,383.77250000000004,350.2488888888889,350.8785714285714,352.0022222222222,325.2911111111111,337.3588888888889,310.40111111111105,304.25,305.54,259.18199999999996
2024-02-21 22:07:17+00:00,409.02,,389.71,,,,,,,,391.162,390.7366666666667,385.6014285714286,387.6633333333334,386.28833333333336,383.2814285714286,349.25750000000005,349.38714285714286,350.7875,324.31874999999997,335.17333333333335,308.1066666666667,302.61,306.78599999999994,258.74
2024-02-29 22:07:23+00:00,409.02,,389.71,,,,,,,,390.67,391.2442857142857,386.0625,387.8857142857143,386.28833333333336,383.2083333333333,349.565,347.7514285714286,349.8275,323.4075,333.9211111111111,306.77888888888884,302.58299999999997,308.37699999999995,259.312
2024-03-08 22:07:05+00:00,409.02,,389.71,,,,,,,,390.67,391.2442857142857,385.5828571428571,387.8857142857143,386.28833333333336,383.2083333333333,347.7285714285714,350.185,348.5357142857143,322.55285714285714,330.72111111111116,303.9055555555555,301.40500000000003,308.808,259.31
2024-03-16 22:07:23+00:00,409.02,,389.71,,,,,,,,390.84857142857146,393.94875,386.06125,388.25375,387.7742857142857,383.7114285714286,347.7285714285714,352.0377777777778,348.5357142857143,323.79499999999996,331.43600000000004,304.33299999999997,302.73,310.0972727272727,261.0072727272727
2024-04-17 22:07:03+00:00,409.02,,389.71,,,,,,,,388.8283333333334,394.0566666666667,386.2557142857143,389.3885714285715,387.97,383.855,347.74,348.89,346.95,323.5057142857143,330.1511111111111,303.1588888888889,301.213,312.702,262.2511111111111
2024-04-25 22:06:40+00:00,409.02,,389.71,,,,,,,371.67,384.35833333333335,394.408,384.8957142857143,388.3442857142858,388.2950000000001,380.4983333333333,345.4583333333333,345.59499999999997,342.5733333333333,321.25142857142856,328.0711111111111,301.71444444444444,299.596,312.14399999999995,262.91125
2024-05-03 22:06:49+00:00,395.1,368.46,389.71,338.77,,,,,,372.305,384.35833333333335,394.408,384.8957142857143,382.74125000000004,388.2950000000001,380.4983333333333,342.1542857142857,342.83,339.48285714285714,319.6275,326.625,300.717,298.96181818181816,310.15999999999997,261.2311111111111
2024-05-11 22:06:27+00:00,395.1,368.46,389.71,338.77,,,,,,372.305,386.1771428571428,394.408,386.0375,384.1677777777778,388.2950000000001,385.82571428571424,345.30125,342.83,339.48285714285714,320.48222222222216,328.3463636363636,302.4763636363636,300.52333333333337,311.22666666666663,262.399
2024-05-19 22:06:42+00:00,395.1,368.46,389.71,338.77,,,,,,372.305,386.1771428571428,394.408,386.0375,384.815,388.2950000000001,386.51625,346.09555555555556,342.02799999999996,340.585,320.085,329.83166666666665,303.1475,301.2346153846154,311.8023076923077,262.85545454545456
2024-06-28 22:06:31+00:00,395.1,368.46,389.71,338.77,,,,,,372.305,386.1771428571428,394.81,386.17,384.1788888888889,391.14333333333343,390.41125,345.46875,342.02799999999996,338.32714285714286,318.86888888888893,329.56454545454545,307.0108333333333,300.98923076923074,311.41923076923075,263.45
2024-07-06 22:06:32+00:00,395.1,368.46,389.71,338.77,,,,,,372.305,387.82625,394.81,388.30625,384.885,391.14333333333343,390.53444444444443,345.46875,342.02799999999996,340.09250000000003,319.744,330.68083333333334,307.83,301.6635714285714,311.5864285714286,264.0083333333333
2024-08-23 22:06:59+00:00,381.18,368.46,395.45,338.77,,,,,,372.305,390.58142857142855,408.93,389.36428571428576,384.81999999999994,396.69,392.2075,346.4771428571429,339.01,341.46714285714285,320.22222222222223,333.408,311.60181818181815,303.67727272727274,310.81545454545454,264.8155555555556
2024-08-31 22:07:03+00:00,381.18,368.46,395.45,338.77,,,,,,372.305,394.8457142857143,416.25,389.3766666666667,384.27,396.69,391.15444444444444,345.4114285714286,337.58625,341.7871428571429,320.7444444444444,333.808,312.6963636363636,302.2872727272727,307.47272727272724,261.4622222222222
2024-09-24 22:07:01+00:00,393.56,368.46,392.36,338.77,,,,,,372.305,394.32571428571424,403.06,388.03,382.89125,372.52,389.5777777777778,344.67125,328.5357142857143,342.6725,319.2266666666667,334.52666666666664,314.918,301.831,305.98400000000004,259.52
2024-10-10 22:07:10+00:00,397.82666666666665,368.46,391.26666666666665,338.77,,,,,,372.305,393.50249999999994,398.3433333333333,386.98285714285714,382.54555555555555,374.575,388.296,344.09444444444443,329.2625,343.4555555555555,319.18899999999996,334.663,314.8363636363636,302.4654545454545,305.9872727272727,259.14
2024-11-11 22:07:15+00:00,406.15,,390.8775,,,,,,,,395.98333333333335,395.2325,386.31800000000004,385.25,374.34999999999997,386.54125000000005,344.02833333333336,333.2683333333333,349.4857142857142,320.26571428571424,337.40000000000003,318.99375,302.47249999999997,305.5175,258.4825
2024-11-19 22:07:19+00:00,406.15,,390.14399999999995,,,,,,,,394.7,393.1,384.90333333333336,383.825,373.9225,385.8542857142857,342.344,332.96,349.68333333333334,320.60571428571427,335.0514285714286,318.10249999999996,300.96,304.66875,257.94625
2025-01-06 22:07:18+00:00,406.15,,390.14399999999995,,,,,,,,393.6485714285714,393.94166666666666,383.06,383.5333333333333,377.86199999999997,379.6666666666667,344.545,340.2283333333333,349.0083333333334,320.56142857142856,333.9428571428571,310.9842857142857,300.48857142857145,305.4171428571429,259.46
2025-01-30 22:07:20+00:00,406.15,,389.4983333333333,,,,,,,,392.53875,393.7357142857143,383.0357142857143,383.43,379.7916666666667,378.7685714285714,343.54,340.2283333333333,347.92571428571426,320.04,332.73375,309.0025,300.78125,306.70875,259.2725
2025-02-23 22:07:07+00:00,406.15,,388.30799999999994,,,,,,,,391.07875,390.25,382.63999999999993,383.36285714285714,379.6742857142857,377.67571428571426,342.48857142857145,342.158,346.59142857142854,319.64125,330.72625,305.91875,301.04,308.49125,261.0025
2025-03-19 22:07:06+00:00,406.15,,388.30799999999994,,,,,,,,389.05125,390.25,383.55499999999995,384.69874999999996,379.6742857142857,377.7857142857143,343.5314285714286,351.674,346.4271428571429,320.16625,330.55,304.77250000000004,304.465,314.09625,267.20625
2025-04-12 22:06:48+00:00,,,387.72999999999996,,,,,,,,389.3983333333333,391.268,384.40166666666664,386.335,381.71399999999994,379.04,345.15000000000003,355.0525,345.205,319.71999999999997,329.4557142857143,301.8471428571429,303.96285714285716,316.9371428571429,272.5442857142857
2025-05-06 22:06:54+00:00,,,387.72999999999996,,,,,,,,392.04857142857145,391.268,384.40166666666664,386.335,381.71399999999994,382.375,347.99500000000006,357.596,346.6114285714285,320.42375,331.54875,304.76625,303.96285714285716,316.9371428571429,271.69374999999997
