dates,satname,nzd0163-0000,nzd0163-0001,nzd0163-0002,nzd0163-0003,nzd0163-0004,nzd0163-0005,nzd0163-0006,nzd0163-0007,nzd0163-0008
1999-10-22 21:58:28.758000,L7,,393.17,391.81,399.45,395.56,391.40,373.00,415.17,
1999-12-09 21:58:57.676000,L7,,,,,340.33,343.52,339.45,354.55,
2000-01-10 21:58:52.465000,L7,,,,,395.47,391.16,390.69,386.53,378.51
2000-02-11 21:58:22.025000,L7,394.93,372.77,380.93,384.59,377.25,375.80,367.17,368.70,368.65
2000-03-30 21:58:09.573000,L7,400.39,380.25,378.88,385.84,372.87,377.53,372.80,371.35,369.10
2000-03-30 21:58:33.541000,L7,396.70,377.58,377.84,384.74,370.05,375.50,368.75,370.38,317.75
2000-05-17 21:58:07.485000,L7,387.47,366.95,376.75,381.48,362.69,359.78,359.11,366.12,348.97
2000-09-06 21:56:22.949000,L7,393.80,362.28,368.73,368.99,349.13,393.70,,,
2000-09-22 21:56:05.544000,L7,393.43,354.47,,355.68,326.42,320.72,341.58,322.04,
2000-09-22 21:56:29.431000,L7,398.33,355.56,,358.21,329.48,340.54,344.02,322.45,
2000-12-27 21:56:05.061000,L7,424.52,392.13,392.82,393.37,389.47,384.61,385.81,388.58,411.30
2001-01-12 21:56:06.772000,L7,370.66,,,,,,,,
2001-01-12 21:56:30.696000,L7,373.73,341.14,,,,,,,
2001-02-13 21:56:03.778000,L7,399.16,358.66,369.28,378.34,354.47,352.57,351.67,357.44,342.49
2001-03-01 21:55:57.624000,L7,388.09,357.41,366.99,362.98,342.71,351.65,352.29,352.81,348.91
2001-03-01 21:56:21.596000,L7,394.20,362.37,370.81,372.40,356.99,357.18,357.78,360.06,355.08
2001-03-17 21:56:16.575000,L7,365.98,355.59,369.57,365.64,338.11,352.49,352.18,356.09,310.24
2001-05-20 21:55:29.073000,L7,384.78,366.16,367.34,366.36,347.45,348.59,361.07,361.92,313.84
2001-05-20 21:55:53.025000,L7,378.91,362.82,362.45,360.64,342.32,344.87,355.91,360.05,311.12
2001-06-21 21:55:05.323000,L7,372.63,369.56,377.85,381.70,347.34,355.40,360.69,362.81,361.45
2001-06-21 21:55:29.297000,L7,,,,,391.58,385.58,381.64,392.26,386.04
2001-08-24 21:54:24.664000,L7,365.38,355.06,370.40,368.25,339.35,326.63,343.28,357.71,313.04
2001-08-24 21:54:48.593000,L7,361.14,353.32,369.08,366.59,335.29,326.94,341.29,353.78,311.44
2001-09-09 21:54:12.928000,L7,386.37,362.76,372.46,373.94,346.17,355.15,356.57,355.07,350.79
2001-09-09 21:54:36.880000,L7,380.40,361.61,371.28,369.47,346.08,353.61,355.88,356.07,351.97
2001-09-25 21:54:04.740000,L7,402.36,375.59,379.69,384.74,370.42,373.63,363.16,362.24,364.70
2001-09-25 21:54:28.694000,L7,401.03,373.40,378.97,383.67,363.71,369.15,361.47,361.27,360.26
