dates,nzd0299-0000,nzd0299-0001,nzd0299-0002,nzd0299-0003,nzd0299-0004,nzd0299-0005,nzd0299-0006,nzd0299-0007,nzd0299-0008,nzd0299-0009,nzd0299-0010,nzd0299-0011,nzd0299-0012,nzd0299-0013,nzd0299-0014,nzd0299-0015,nzd0299-0016,nzd0299-0017,nzd0299-0018,nzd0299-0019,nzd0299-0020,nzd0299-0021,satname
2023-11-09 22:07:00+00:00,336.79,342.08,315.885,328.68,293.83,284.93,280.3066666666667,219.195,319.7,247.3,252.19,288.846,304.11333333333334,313.39,322.4325,312.40000000000003,315.9275,316.12199999999996,324.60249999999996,326.5625,322.37999999999994,333.28,L9
2024-04-25 22:06:16+00:00,289.68,300.73,301.18,,274.19,287.02,273.405,231.56,,256.21000000000004,260.895,264.955,288.49,301.53499999999997,323.01,298.445,299.675,294.34000000000003,312.53,316.21000000000004,316.15,333.28,L8
2024-05-03 22:06:25+00:00,289.68,300.73,301.18,,274.19,287.02,273.405,231.56,,256.21000000000004,260.895,264.955,288.49,308.27666666666664,323.01,303.33,305.1166666666667,303.23,312.53,321.59,316.15,333.28,L9
2024-06-04 22:06:11+00:00,298.635,311.81,306.245,323.57,254.55,275.19,258.69,250.25,,259.85,258.68,270.12,286.33500000000004,307.84,314.79,301.2266666666667,305.79333333333335,308.0,318.21000000000004,327.4666666666667,,,L9
2024-06-20 22:05:54+00:00,290.3333333333333,303.25,297.50666666666666,323.57,249.66500000000002,267.8,248.51999999999998,236.4,,259.85,258.68,270.12,286.33500000000004,307.84,314.79,301.2266666666667,305.79333333333335,308.0,318.21000000000004,327.4666666666667,,,L9
2024-07-22 22:06:16+00:00,302.865,303.25,297.50666666666666,331.305,249.66500000000002,267.8,248.51999999999998,236.4,,259.85,258.68,270.12,291.88000000000005,307.84,314.79,301.2266666666667,305.79333333333335,308.0,320.69666666666666,328.785,,,L9
2024-11-11 22:06:51+00:00,307.26,316.48,299.69,332.17,288.025,260.41,281.06499999999994,270.365,314.06,,,265.885,301.7850000000001,315.645,323.12,320.39,324.885,317.705,327.08666666666664,330.9766666666667,322.61,337.74,L9
2024-11-19 22:06:55+00:00,313.505,317.165,302.3966666666667,328.10249999999996,291.8666666666667,270.105,291.10999999999996,284.15333333333336,310.43,,316.33,281.22,303.3066666666667,310.11999999999995,317.98333333333335,312.83,320.5,317.705,322.825,326.13750000000005,316.5,327.45500000000004,L8
2025-02-07 22:06:53+00:00,332.24,329.82000000000005,307.81,324.8999999999999,315.41,279.8,317.48999999999995,314.95500000000004,310.43,,316.33,279.045,306.35,308.04499999999996,319.58000000000004,314.625,324.245,319.83,317.78,317.845,318.46,330.4666666666667,L8
2025-03-27 22:06:28+00:00,332.24,327.6266666666667,307.81,324.8999999999999,315.41,279.8,317.48999999999995,314.95500000000004,310.43,159.28,316.33,279.045,312.89,313.86999999999995,316.2766666666667,314.5233333333333,317.3666666666667,312.445,317.78,318.68,319.9975,332.7575,L8
2025-04-12 22:06:24+00:00,332.24,327.6266666666667,307.81,324.8999999999999,315.41,279.8,317.48999999999995,314.95500000000004,310.43,159.28,316.33,279.045,312.89,313.86999999999995,316.725,314.5233333333333,317.3666666666667,313.99,317.78,318.68,323.678,332.7575,L8
2025-05-22 22:06:19+00:00,311.14,324.1,320.18,343.89,,,,,,159.28,,286.65,309.33000000000004,317.585,314.21,310.96500000000003,307.795,311.7266666666667,,320.35,328.4633333333333,338.05999999999995,L9
2025-06-15 22:06:28+00:00,309.475,321.8533333333333,317.48,343.89,,,279.67,304.59,,159.28,,286.65,309.33000000000004,317.585,314.21,310.96500000000003,307.795,311.7266666666667,,320.35,328.4633333333333,338.05999999999995,L8
2025-07-25 22:06:42+00:00,318.09,323.6725,317.46666666666664,345.645,,,279.67,304.59,,159.28,,288.95,304.7866666666667,317.585,314.21,310.96500000000003,307.795,311.7266666666667,,320.35,328.4633333333333,338.05999999999995,L9
2025-08-26 22:06:57+00:00,318.09,323.6725,317.46666666666664,345.645,,,279.67,304.59,,159.28,,288.95,304.7866666666667,325.2,316.61,311.8533333333333,312.8433333333333,313.3325,,324.32500000000005,334.44,350.21000000000004,L9
