dates,satname,nzd0535-0000,nzd0535-0001,nzd0535-0002,nzd0535-0003,nzd0535-0004,nzd0535-0005,nzd0535-0006,nzd0535-0007,nzd0535-0008,nzd0535-0009,nzd0535-0010,nzd0535-0011
1999-11-05 22:13:40.966000,L7,416.77,446.34,454.66,398.44,402.67,419.80,427.27,411.74,421.12,418.31,436.67,404.45
1999-11-21 22:13:35.965000,L7,345.55,303.13,292.46,286.28,265.17,300.47,336.36,335.24,347.80,352.67,352.43,363.26
1999-12-07 22:13:41.663000,L7,,,,172.29,204.95,271.20,230.28,175.29,318.87,218.38,332.68,346.83
1999-12-30 22:19:45.690000,L7,342.21,318.29,297.62,255.74,262.52,261.23,269.36,254.20,301.77,200.58,312.53,291.64
2000-04-20 22:19:15.385000,L7,261.10,286.18,268.06,260.42,237.54,263.86,272.06,,287.10,292.29,272.79,235.15
2000-09-20 22:11:14.930000,L7,,,,,183.32,229.23,239.80,149.44,312.85,305.30,250.78,323.75
2000-09-27 22:17:24.534000,L7,,,,,,,,,301.55,271.37,250.65,259.59
2000-10-29 22:17:19.582000,L7,378.28,326.73,305.91,237.48,268.19,222.32,316.19,265.18,288.27,317.67,309.46,321.28
2001-02-11 22:11:12.788000,L7,336.10,302.00,287.30,270.67,265.64,290.06,332.14,333.29,339.53,345.00,341.99,360.34
2001-03-22 22:17:09.568000,L7,344.59,178.75,216.69,207.23,260.76,284.58,294.91,285.47,308.83,295.88,298.47,287.37
2001-11-01 22:15:17.839000,L7,254.96,230.68,160.31,197.80,236.57,205.34,176.82,141.32,292.35,146.38,,
2001-11-26 22:09:21.320000,L7,344.89,332.91,327.97,327.83,278.56,326.22,334.53,338.77,344.68,347.44,345.19,359.37
2001-12-19 22:15:37.819000,L7,288.51,283.64,253.19,252.87,272.39,287.14,320.18,257.09,303.56,309.91,312.10,299.19
2002-02-14 22:09:41.178000,L7,357.91,352.46,351.70,352.68,351.94,351.83,358.85,357.92,367.19,363.94,358.12,373.46
2002-03-25 22:15:47.156000,L7,187.32,313.14,295.89,258.49,244.15,249.78,285.31,144.42,141.69,179.56,215.98,268.77
2002-12-31 22:09:08.026000,L7,401.91,328.32,298.67,291.13,280.35,328.25,339.52,346.36,338.06,348.93,345.51,363.93
2003-02-24 22:15:37.262000,L7,357.98,191.88,211.93,236.94,274.60,292.16,,292.88,306.77,257.44,271.30,216.39
2003-03-21 22:09:27.545000,L7,,293.64,276.78,230.71,,,,157.41,320.94,232.26,315.13,
2003-08-11 22:03:51.447000,L5,301.85,277.87,279.69,270.89,230.44,290.23,294.66,,298.54,276.02,218.42,
2003-10-07 21:58:35.519000,L5,408.69,415.74,409.78,424.84,435.64,421.57,405.84,408.23,410.33,422.37,421.25,417.38
2004-01-27 21:59:38.149000,L5,370.55,359.33,343.46,343.91,344.38,344.93,356.86,363.89,361.17,362.79,361.47,378.03
2004-03-31 21:59:59.745000,L5,285.66,271.05,258.06,241.64,227.93,272.10,290.48,163.54,316.19,314.14,310.64,319.75
2004-04-23 22:06:53.682000,L5,317.12,287.25,272.16,267.38,242.94,278.04,304.16,169.84,304.48,299.32,284.58,263.31
2004-05-09 22:07:21.512000,L5,,,252.54,259.13,224.48,236.23,250.96,157.10,302.66,291.97,254.60,230.56
2004-05-18 22:01:26.569000,L5,,175.27,230.53,230.98,219.53,223.82,250.01,,319.70,208.10,275.80,
2004-07-21 22:03:15.748000,L5,284.35,283.10,267.64,264.52,248.07,284.57,325.39,310.25,326.47,320.48,311.16,278.87
2004-08-29 22:10:22.051000,L5,325.36,306.67,291.61,281.63,259.64,280.37,309.51,305.29,309.47,303.55,288.40,293.08
2004-11-01 22:11:49.961000,L5,331.57,316.15,291.83,281.69,249.71,280.08,300.64,291.43,298.27,289.19,280.34,292.23
2005-05-12 22:14:14.883000,L5,297.00,231.81,258.52,257.58,233.57,275.06,297.28,,294.26,292.15,272.39,226.27
2005-06-13 22:14:31.246000,L5,,,169.42,177.21,202.58,204.02,223.25,,,,,
2005-07-15 22:14:43.392000,L5,,,226.52,228.01,237.76,224.42,258.48,,301.71,294.43,261.75,215.41
2005-08-09 22:08:46.932000,L5,154.26,235.31,237.44,247.52,231.10,268.13,293.41,173.84,322.81,323.94,310.25,285.36
2005-08-16 22:15:00.645000,L5,192.51,259.14,270.15,243.67,236.13,223.78,290.40,278.93,301.75,291.68,271.85,263.04
2005-09-10 22:08:55.708000,L5,369.77,367.17,367.29,364.84,364.53,365.45,365.12,372.99,372.66,380.17,373.07,382.15
2005-09-17 22:15:06.506000,L5,285.46,278.81,261.91,251.70,,,,,292.80,280.88,273.15,286.28
2005-11-13 22:09:08.414000,L5,313.22,297.91,288.01,278.70,268.51,297.85,317.49,314.93,326.97,327.47,327.96,341.32
2006-01-23 22:16:59.639000,L5,406.82,387.41,383.74,378.33,371.62,362.38,360.40,357.59,353.59,353.09,340.37,347.70
2006-03-12 22:18:01.902000,L5,306.43,281.04,271.97,262.66,245.48,270.83,292.65,165.41,290.86,292.68,284.43,289.58
2006-04-13 22:18:38.042000,L5,306.35,276.08,272.85,276.59,248.46,276.16,305.88,257.50,302.09,304.29,291.74,286.64
2006-07-27 22:13:58.731000,L5,167.46,197.91,233.08,255.60,235.18,274.78,320.56,293.21,322.24,327.49,302.21,256.54
2006-08-28 22:14:23.601000,L5,292.19,289.97,273.52,264.87,242.37,278.08,307.08,304.15,330.07,326.55,310.27,321.59
2007-01-26 22:21:54.849000,L5,332.83,301.42,292.62,285.53,255.02,282.72,291.68,286.54,295.94,301.92,294.52,294.87
2007-02-04 22:15:45.266000,L5,,,261.56,260.77,237.89,280.45,287.44,183.87,322.41,325.73,327.32,337.81
2007-02-11 22:21:56.518000,L5,309.00,298.79,292.56,278.45,254.79,277.41,289.60,276.91,295.28,298.79,293.68,297.33
2007-10-02 22:13:42.645000,L5,313.05,294.16,289.40,285.84,274.20,289.87,309.27,309.26,325.63,327.75,319.20,329.81
2009-01-31 22:12:28.607000,L5,322.14,296.23,284.22,283.14,247.66,275.92,288.53,162.54,288.91,294.51,285.98,288.43
2010-11-02 22:16:48.420000,L5,397.16,381.04,378.49,371.13,366.34,361.22,361.63,354.06,352.04,345.89,338.19,345.23
2010-11-27 22:10:35.713000,L5,,,,,,,305.50,303.50,251.66,321.91,319.10,
2010-12-20 22:16:50.270000,L5,320.24,294.55,287.03,283.29,265.79,268.99,288.52,281.05,212.80,297.46,289.06,297.25
2011-01-21 22:16:54.354000,L5,407.71,396.54,397.57,391.53,390.02,382.79,376.69,376.68,371.76,385.91,350.82,351.23
2011-02-06 22:16:56.485000,L5,347.35,314.93,280.00,260.26,,292.39,303.33,289.66,293.72,296.37,288.97,296.10
2013-08-22 22:29:00.806000,L8,325.94,311.92,298.39,295.47,277.05,280.86,296.41,296.92,304.71,300.22,281.42,282.44
2013-08-31 22:22:50.245000,L8,295.08,250.74,184.67,194.98,235.71,274.41,294.99,305.42,317.27,317.03,274.80,309.94
2013-09-23 22:28:51.997000,L8,340.11,322.13,307.32,300.29,288.38,287.59,306.59,305.21,307.56,302.86,272.40,282.17
2013-10-02 22:22:40.460000,L8,298.14,279.07,177.42,191.91,234.66,269.39,293.26,184.73,308.80,309.63,285.16,306.18
2013-11-03 22:22:32.045000,L8,336.61,322.13,304.56,300.35,298.22,299.57,318.44,321.07,325.91,330.99,327.62,328.65
2013-11-26 22:28:34.840000,L8,355.60,334.34,312.11,282.97,252.87,,,,186.05,220.20,176.41,240.57
2013-12-28 22:28:23.669000,L8,439.00,398.65,390.47,391.07,412.85,418.87,396.19,376.81,374.72,375.35,360.10,360.73
2014-02-23 22:21:32.043000,L8,299.15,304.89,286.15,286.79,264.42,280.47,303.54,179.20,308.05,316.50,311.89,307.43
2014-04-12 22:20:49.109000,L8,200.68,192.34,185.75,197.68,236.11,266.56,300.62,301.88,315.15,318.95,310.47,314.39
2014-08-18 22:20:51.886000,L8,293.30,224.34,225.06,243.14,247.00,241.79,268.63,291.11,314.02,319.26,308.06,312.42
2014-09-19 22:20:54.477000,L8,299.44,302.22,276.46,273.64,258.81,277.80,271.60,302.64,315.32,319.75,310.08,316.50
2014-10-12 22:27:11.441000,L8,322.39,319.91,293.85,286.08,268.17,267.10,275.57,288.78,301.95,301.10,287.47,292.78
2014-10-28 22:27:08.358000,L8,373.43,360.92,348.37,328.48,319.75,325.49,328.85,328.31,327.45,327.04,284.49,317.66
2014-11-06 22:21:01.126000,L8,338.24,328.91,303.31,300.18,303.75,305.83,320.71,323.33,326.38,333.38,328.71,329.86
2014-12-15 22:27:04.889000,L8,448.68,446.91,407.03,397.49,392.99,413.47,372.31,370.47,362.63,408.20,367.70,394.33
2015-03-14 22:20:23.206000,L8,268.15,308.50,283.83,285.94,270.67,277.07,304.19,182.05,308.67,320.16,316.91,316.10
2015-04-06 22:26:20.815000,L8,284.66,329.51,300.23,293.72,274.91,279.04,298.78,295.67,299.10,301.77,290.86,287.69
2015-04-15 22:20:10.505000,L8,202.78,275.01,272.24,275.36,258.62,261.40,297.92,302.72,307.60,316.58,314.03,313.24
2015-05-01 22:20:00.344000,L8,221.18,296.20,273.94,279.40,269.22,269.80,294.99,303.24,307.71,316.42,300.23,309.12
2015-08-21 22:20:33.210000,L8,,,,,,,,,286.28,309.19,265.29,224.31
2015-09-29 22:26:59.056000,L8,354.40,339.16,309.57,306.63,285.50,297.11,299.81,304.17,304.30,305.48,292.79,297.44
2015-10-08 22:20:48.527000,L8,360.43,348.69,347.48,349.31,350.51,351.76,353.26,352.42,355.29,345.39,343.47,351.23
2015-10-31 22:27:04.990000,L8,328.90,328.42,298.87,292.73,268.69,258.37,285.44,287.13,297.97,297.35,285.99,289.90
2015-12-27 22:20:55.079000,L8,372.53,360.27,350.60,347.13,339.60,334.01,340.91,346.65,362.51,362.53,353.12,361.89
2016-01-19 22:27:03.476000,L8,436.08,408.10,390.42,422.85,409.44,406.92,403.80,385.46,377.79,401.48,358.87,357.39
2016-02-04 22:27:00.087000,L8,306.32,330.94,304.98,301.91,273.87,264.30,298.94,293.79,301.05,302.91,295.53,293.37
2016-03-16 22:20:36.438000,L8,274.16,308.96,287.54,284.87,271.43,277.27,297.45,299.59,311.34,319.70,315.88,315.63
2016-04-08 22:26:35.612000,L8,345.43,334.40,309.50,306.89,284.13,297.96,305.54,299.24,304.49,304.22,292.53,290.93
2016-05-10 22:26:31.116000,L8,347.66,339.82,285.06,307.52,291.98,230.94,262.16,257.76,288.97,306.08,291.93,282.81
2016-06-11 22:26:39.882000,L8,,,160.32,175.93,205.56,189.52,246.57,,299.71,241.54,252.61,
2016-08-30 22:27:09.042000,L8,389.58,369.81,366.55,365.03,367.33,350.56,347.53,346.12,340.98,337.69,324.88,322.79
2016-09-08 22:21:00.541000,L8,287.41,299.88,286.63,280.12,269.16,274.76,276.74,176.74,314.18,316.11,313.48,314.76
2016-11-27 22:21:07.723000,L8,268.19,269.02,270.73,,,,,,,301.03,306.83,316.71
2016-12-04 22:27:17.474000,L8,374.21,359.60,346.38,331.26,322.46,322.98,326.01,322.94,321.50,322.04,310.38,310.57
2016-12-29 22:21:01.343000,L8,328.31,319.60,297.62,297.68,292.89,294.36,311.11,313.68,314.07,323.42,321.38,323.70
2017-02-06 22:26:57.495000,L8,,187.53,260.83,310.97,292.60,303.24,307.88,305.50,302.64,302.52,294.21,296.50
2017-02-15 22:20:43.526000,L8,349.88,343.91,333.86,326.32,322.77,325.98,333.64,333.21,337.79,341.68,336.82,339.84
2017-02-22 22:26:52.098000,L8,348.39,342.15,312.30,308.38,285.05,297.51,305.76,302.88,304.58,304.84,300.15,295.50
2017-03-26 22:26:34.721000,L8,247.23,199.90,145.28,172.06,202.80,191.23,291.15,288.65,231.45,297.77,287.93,283.87
2017-04-04 22:20:20.280000,L8,217.80,297.82,287.57,285.28,267.74,235.84,300.08,254.78,315.28,321.55,314.21,312.92
2017-04-20 22:20:11.117000,L8,212.85,293.17,284.63,284.73,268.68,231.93,297.97,306.31,315.16,320.08,311.54,313.27
2017-05-06 22:20:07.089000,L8,203.07,216.11,232.33,276.25,191.11,230.17,296.17,258.40,314.15,319.43,302.47,307.52
2017-06-23 22:20:32.508000,L8,191.70,207.85,224.23,249.66,246.20,294.01,278.63,293.19,315.13,321.19,289.24,259.89
2017-08-17 22:27:01.961000,L8,339.31,320.37,293.27,277.32,271.83,268.26,255.21,281.57,296.60,292.67,263.35,258.29
2017-09-02 22:27:04.783000,L8,262.28,280.56,292.41,277.51,267.71,189.67,251.40,277.76,293.93,290.18,278.52,284.23
2017-09-18 22:27:06.940000,L8,347.34,338.17,270.86,265.47,204.93,177.72,241.48,296.12,305.19,302.38,289.63,290.27
2017-09-27 22:21:00.343000,L8,316.47,303.13,286.06,277.80,276.04,284.52,,184.04,308.17,316.53,307.16,316.28
2017-10-04 22:27:13.567000,L8,349.74,337.58,310.47,304.75,290.14,294.24,295.66,300.57,302.44,303.73,293.34,297.18
2017-10-20 22:27:16.389000,L8,388.80,369.72,374.22,373.10,342.43,332.17,334.94,331.25,333.21,329.20,318.21,327.10
2017-11-21 22:27:10.644000,L8,406.77,391.36,382.38,383.32,382.43,368.16,370.94,357.34,359.05,400.08,338.22,347.74
2017-11-30 22:20:56.190000,L8,351.91,341.51,335.97,328.43,322.86,325.28,330.69,331.29,339.63,348.82,340.56,352.42
2018-01-01 22:20:56.342000,L8,311.84,184.24,196.75,194.41,229.87,225.22,240.59,191.50,306.13,320.56,318.11,319.10
2018-03-13 22:26:32.925000,L8,345.69,331.00,313.09,306.90,283.43,293.84,297.99,289.50,302.91,303.43,299.78,295.63
2018-03-29 22:26:26.176000,L8,306.60,305.02,307.29,298.58,274.27,290.50,292.59,,212.96,297.15,284.13,278.36
2018-07-12 22:19:56.652000,L8,190.02,217.40,235.42,159.29,193.74,289.51,259.20,259.51,318.55,317.59,272.11,248.74
2018-09-21 22:26:37.516000,L8,356.99,353.06,323.16,312.07,296.47,302.67,304.23,300.72,305.07,304.56,299.07,293.94
2019-01-11 22:26:49.169000,L8,336.50,322.75,313.94,309.96,283.98,298.27,247.29,301.14,303.99,303.64,295.99,295.09
2019-01-27 22:26:45.220000,L8,325.73,326.83,308.13,306.65,279.94,288.88,243.25,140.11,301.17,302.57,293.36,293.41
2019-02-05 22:20:33.244000,L8,298.47,297.89,281.99,288.97,268.61,278.73,235.85,186.65,315.55,321.76,318.02,317.51
2019-02-12 22:26:43.149000,L8,314.43,332.66,310.08,309.32,279.42,292.21,272.33,255.15,302.72,304.91,294.87,291.04
2019-02-21 22:20:30.485000,L8,300.02,305.26,283.58,289.17,259.57,278.80,240.98,182.99,316.94,321.37,315.99,316.01
2019-03-16 22:26:33.688000,L8,299.07,341.59,318.23,312.55,280.44,305.58,315.32,309.11,309.93,309.91,301.59,299.33
2019-04-17 22:26:24.837000,L8,300.30,327.33,306.92,307.62,269.23,293.24,156.99,279.58,303.49,302.53,282.73,271.29
2019-09-08 22:27:12.355000,L8,321.30,326.09,307.47,306.36,275.73,282.61,291.20,282.67,304.27,299.03,291.78,289.65
2019-11-11 22:27:19.914000,L8,394.04,383.15,377.96,370.09,366.26,356.60,343.32,340.51,342.74,339.94,329.76,331.87
2020-01-14 22:27:08.860000,L8,327.54,215.66,198.26,159.73,274.86,281.94,303.11,302.94,299.21,303.88,288.25,292.16
2020-01-23 22:20:55.593000,L8,303.44,308.64,299.82,298.99,291.52,290.54,306.32,178.90,317.91,324.30,319.71,321.55
2020-05-14 22:20:12.530000,L8,,,,,,,,,306.58,236.27,262.91,249.94
2020-05-21 22:26:24.857000,L8,239.50,240.00,260.84,263.38,262.04,276.45,276.53,264.45,301.63,286.56,269.18,260.78
2020-09-10 22:27:11.587000,L8,303.10,299.88,298.81,296.94,263.56,288.79,290.12,285.64,303.56,290.98,284.27,279.98
2020-09-19 22:21:03.690000,L8,324.50,302.77,306.86,289.21,280.03,293.30,289.49,306.87,319.67,320.12,315.56,321.87
2020-10-12 22:27:18.337000,L8,306.89,291.83,300.23,286.70,269.58,282.98,200.67,278.14,300.16,292.19,284.05,288.80
2021-02-17 22:27:01.970000,L8,343.98,339.68,330.47,303.52,287.93,301.68,312.16,307.53,306.42,307.13,300.24,299.31
2021-05-24 22:26:39.339000,L8,165.73,161.19,244.73,257.39,208.47,278.97,257.52,,302.64,287.29,151.73,220.54
2021-07-27 22:26:59.768000,L8,253.91,203.50,239.52,245.76,257.71,264.60,261.49,267.32,301.03,288.22,264.53,247.47
2021-08-12 22:27:06.377000,L8,263.60,234.76,250.56,255.84,265.19,276.23,274.12,277.28,304.47,291.90,278.62,273.66
