dates,nzd0127-0000,nzd0127-0001,nzd0127-0002,nzd0127-0003,nzd0127-0004,satname
1999-09-27 22:04:48+00:00,,,,311.27,,L7
1999-10-22 21:58:28+00:00,383.77,378.03,378.98,326.195,376.1,L7
1999-11-14 22:04:42+00:00,373.92499999999995,367.88,369.665,334.75,364.72,L7
2000-03-14 21:58:11+00:00,381.55999999999995,367.88,373.93,343.55,372.16,L7
2000-03-30 21:58:09+00:00,381.55999999999995,367.88,373.93,341.95,361.3475,L7
2000-04-15 21:57:55+00:00,381.55999999999995,367.88,373.93,333.952,354.28200000000004,L7
2000-10-15 22:01:56+00:00,,,,319.48,338.17,L7
2001-01-03 22:02:12+00:00,366.07,364.81,362.38,336.04,346.87,L7
2001-01-12 21:56:06+00:00,365.765,358.505,356.255,337.0133333333333,347.1366666666667,L7
2001-06-05 21:55:16+00:00,366.3666666666666,356.68,343.72333333333336,340.04,349.1566666666667,L7
2001-09-09 21:54:12+00:00,366.775,349.065,318.66,321.74,344.23,L7
2001-09-25 21:54:04+00:00,375.1966666666667,349.065,349.305,321.74,358.355,L7
2001-10-02 22:00:04+00:00,371.99,346.26,349.305,315.64000000000004,352.3933333333334,L7
2001-10-11 21:53:46+00:00,371.99,346.26,349.305,315.64000000000004,359.365,L7
2002-01-31 21:54:26+00:00,373.46333333333337,342.875,379.95,319.72,356.2,L7
2002-03-27 22:00:37+00:00,362.37,340.65,,322.12,346.55,L7
2002-06-24 21:54:04+00:00,373.06,372.76,374.42,354.37,339.0233333333333,L7
2002-07-01 22:00:15+00:00,374.28,375.69,373.71500000000003,358.9766666666667,346.945,L7
2002-08-11 21:53:48+00:00,370.43666666666667,363.78999999999996,363.99333333333334,362.06,348.365,L7
2002-08-18 21:59:57+00:00,374.15999999999997,363.78999999999996,370.0975,368.435,348.365,L7
2002-08-27 21:53:36+00:00,375.966,364.3825,368.91,367.236,348.365,L7
2003-01-25 22:00:18+00:00,377.09,353.075,365.7066666666667,366.68333333333334,332.19,L7
2003-03-23 21:54:16+00:00,,338.76,,,328.61,L7
2003-03-30 22:00:31+00:00,379.53,354.775,366.97,366.27,333.1233333333333,L7
2003-05-10 21:54:22+00:00,388.25,369.00666666666666,375.515,373.235,343.955,L7
2003-08-13 21:48:45+00:00,388.25,369.00666666666666,375.515,373.235,338.8775,L5
2003-11-17 21:50:09+00:00,,,,,308.56,L5
2004-11-03 21:56:42+00:00,,,,289.66,321.35,L5
2005-01-15 21:51:45+00:00,,,,289.66,320.70500000000004,L5
2006-02-19 21:56:15+00:00,,,,,310.12,L5
2006-04-08 21:57:12+00:00,,,,291.3,314.0,L5
2006-12-11 22:06:52+00:00,,,,,306.94,L5
2013-04-27 22:07:23+00:00,,,,300.21,326.19,L8
2013-05-20 22:13:50+00:00,,,312.78,307.52,330.5,L8
2013-06-05 22:13:51+00:00,,,312.78,307.5133333333333,330.48,L8
2013-06-30 22:07:36+00:00,,,312.78,304.755,328.515,L8
2013-07-07 22:13:48+00:00,,,312.78,303.224,327.086,L8
2013-08-08 22:13:49+00:00,,,312.78,301.8616666666667,324.94666666666666,L8
2013-09-02 22:07:40+00:00,,,312.78,301.22285714285715,323.77,L8
