dates,satname,nzd0127-0000,nzd0127-0001,nzd0127-0002,nzd0127-0003,nzd0127-0004
1999-09-27 22:04:48.949000,L7,,,,311.27,335.27
1999-10-22 21:58:28.758000,L7,383.77,378.03,378.98,341.12,376.10
1999-11-14 22:04:42.286000,L7,364.08,357.73,360.35,351.86,353.34
2000-02-18 22:04:29.218000,L7,,,,,402.82
2000-03-14 21:58:11.336000,L7,396.83,394.37,382.46,369.95,387.04
2000-03-30 21:58:09.573000,L7,,,,304.87,328.91
2000-04-15 21:57:55.957000,L7,,,,301.96,326.02
2000-05-24 22:03:46.662000,L7,387.54,,,,
2000-09-22 21:56:05.544000,L7,405.44,406.24,391.12,377.57,375.71
2000-10-15 22:01:56.204000,L7,,,307.88,319.48,338.17
2001-01-03 22:02:12.432000,L7,366.07,364.81,362.38,352.60,355.57
2001-01-12 21:56:06.772000,L7,365.46,352.20,350.13,338.96,347.67
2001-03-24 22:01:59.719000,L7,357.42,351.48,349.59,315.27,368.76
2001-06-05 21:55:16.607000,L7,367.57,353.03,318.66,328.56,344.23
2001-09-09 21:54:12.928000,L7,365.98,345.10,,314.92,349.03
2001-09-25 21:54:04.740000,L7,392.04,383.99,379.95,370.27,372.48
2001-10-02 22:00:04.650000,L7,362.37,340.65,,303.44,340.47
2001-10-11 21:53:46.024000,L7,398.86,393.99,392.23,382.24,380.28
2001-11-03 22:00:10.954000,L7,405.62,420.35,408.85,403.37,393.93
2001-12-05 22:00:18.987000,L7,,,,413.63,394.91
2002-01-15 21:54:23.534000,L7,372.50,369.94,,,364.93
2002-01-31 21:54:26.647000,L7,,,,340.80,331.57
2002-03-27 22:00:37.575000,L7,,,,296.16,333.88
2002-06-24 21:54:04.370000,L7,373.06,372.76,374.42,367.94,351.62
2002-07-01 22:00:15.186000,L7,375.50,378.62,373.01,368.19,370.71
2002-08-11 21:53:48.595000,L7,362.75,339.99,344.55,350.05,337.25
2002-08-18 21:59:57.690000,L7,385.33,402.27,388.41,387.56,399.59
2002-08-27 21:53:36.267000,L7,383.19,366.16,364.16,362.44,368.41
2002-10-14 21:53:19.813000,L7,387.09,387.44,388.59,385.89,397.72
2002-12-01 21:53:52.985000,L7,373.36,,373.20,379.55,409.54
2003-01-18 21:54:06.301000,L7,404.84,393.89,393.63,401.80,389.90
2003-01-25 22:00:18.779000,L7,,,,305.05,327.13
2003-03-23 21:54:16.760000,L7,307.01,338.76,,303.51,330.09
2003-03-30 22:00:31.029000,L7,379.53,370.79,366.97,366.27,342.15
2003-05-10 21:54:22.508000,L7,396.97,397.47,384.06,380.20,376.45
2003-08-13 21:48:45.123000,L5,,,,,306.82
2003-11-17 21:50:09.452000,L5,,,,,310.30
2004-11-03 21:56:42.977000,L5,,,,289.66,321.35
2005-01-15 21:51:45.464000,L5,,,,,320.06
2006-02-19 21:56:15.936000,L5,,,,,310.12
2006-04-08 21:57:12.628000,L5,,,,291.30,317.88
2006-06-27 21:58:24.681000,L5,354.53,329.26,316.91,319.37,344.35
2006-12-11 22:06:52.177000,L5,,,,,306.94
2013-04-11 22:07:51.092000,L8,,,,294.27,322.76
2013-04-27 22:07:23.594000,L8,,,,300.21,326.19
2013-05-20 22:13:50.559000,L8,,,312.78,314.83,334.81
2013-06-05 22:13:51.261000,L8,,,,307.50,330.44
2013-06-30 22:07:36.163000,L8,,,,296.48,322.62
2013-07-07 22:13:48.209000,L8,,,,297.10,321.37
2013-08-08 22:13:49.700000,L8,,,,295.05,314.25
2013-09-02 22:07:40.639000,L8,,,,297.39,316.71
2013-09-09 22:13:49.699000,L8,,,,297.80,322.29
2013-10-11 22:13:41.596000,L8,,,327.11,326.65,351.54
2013-11-12 22:13:32.202000,L8,,,,296.05,322.59
2013-11-21 22:07:13.797000,L8,,,,289.06,321.88
2013-11-28 22:13:25.971000,L8,,,310.69,317.52,336.00
2013-12-07 22:07:14.870000,L8,,,,,340.57
2013-12-14 22:13:21.591000,L8,,,,311.70,335.39
2013-12-30 22:13:13.343000,L8,,,,296.93,324.22
2014-01-08 22:06:55.162000,L8,,,,312.77,335.61
2014-01-24 22:06:45.554000,L8,,,307.53,315.05,335.78
2014-02-09 22:06:33.299000,L8,,,,302.39,327.98
2014-02-16 22:12:38.819000,L8,,,,291.30,316.15
2014-03-20 22:12:13.789000,L8,,,,291.56,322.03
2014-03-29 22:05:52.007000,L8,,,312.30,316.73,334.15
2014-04-05 22:11:58.702000,L8,,,,291.08,315.68
2014-04-21 22:11:42.175000,L8,,,,294.66,323.93
2014-04-30 22:05:22.578000,L8,,,,299.29,324.14
2014-05-16 22:05:09.831000,L8,,,,298.66,324.67
2014-07-26 22:11:43.162000,L8,,,,298.05,321.88
2014-08-04 22:05:38.545000,L8,350.21,336.81,325.08,334.94,335.78
2014-10-07 22:05:49.968000,L8,,,,301.98,326.80
2014-10-30 22:11:58.859000,L8,,,,296.65,323.06
2014-11-08 22:05:52.173000,L8,355.14,338.46,327.64,326.57,341.83
2014-12-01 22:12:00.318000,L8,,,,297.30,322.94
2015-01-02 22:11:50.958000,L8,370.93,380.54,370.74,369.52,386.24
2015-02-28 22:05:24.487000,L8,,,,312.75,334.70
2015-03-07 22:11:30.209000,L8,,,,295.51,324.59
2015-03-16 22:05:13.611000,L8,,,,292.74,322.32
2015-04-01 22:05:01.841000,L8,,,,310.80,332.73
2015-04-24 22:11:08.401000,L8,,,,292.05,315.20
2015-05-03 22:04:48.802000,L8,,,,297.49,324.01
2015-05-10 22:10:52.487000,L8,,,,291.16,316.54
2015-05-19 22:04:40.718000,L8,,,,294.09,321.32
2015-07-22 22:05:13.606000,L8,,,,302.41,329.45
2015-07-29 22:11:25.856000,L8,,,,294.37,320.90
2015-08-07 22:05:16.273000,L8,,,,296.34,321.78
