dates,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009,nzd0439-0010,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0023,nzd0439-0024,nzd0439-0011,nzd0439-0012,nzd0439-0013,nzd0439-0025,satname
1999-08-26 22:06:44+00:00,,,,,271.4,,,,,284.31,,278.7,,304.73,212.38,232.89,307.66,261.79,296.45,282.18,239.5,234.99,,,,,L7
1999-09-04 22:00:33+00:00,,288.16,286.38,,272.64,297.25,,,320.33,296.46500000000003,,278.16999999999996,,287.795,210.17000000000002,232.89,316.06,272.51,290.13,281.08000000000004,257.78999999999996,239.885,,,,220.11,L7
1999-09-27 22:06:48+00:00,,283.46500000000003,286.69,,273.9733333333333,292.355,,,321.125,296.0933333333333,278.07,278.16999999999996,315.94,286.54,207.95333333333335,218.49,316.06,272.51,289.6766666666667,282.0566666666667,260.7833333333333,236.64333333333335,207.47,,,220.11,L7
2000-01-26 22:00:26+00:00,253.04,275.99,280.56333333333333,271.45,274.5175,289.08,,,320.3933333333334,284.625,282.375,281.56,304.615,286.8725,207.95333333333335,248.53666666666666,311.09999999999997,272.51,292.5725,284.34000000000003,269.21,244.9625,211.41500000000002,315.11,314.56,212.655,L7
2000-02-11 22:00:21+00:00,246.33999999999997,269.6675,276.4225,265.4,270.67999999999995,287.2425,236.6,,313.405,280.07,282.375,281.56,304.615,286.8725,207.95333333333335,248.53666666666666,311.09999999999997,272.51,290.842,283.854,269.338,243.26800000000003,211.41500000000002,315.11,314.56,212.655,L7
2000-02-27 22:00:16+00:00,244.58333333333334,263.6,272.102,255.79666666666665,267.456,285.308,233.26,292.65,311.27,279.074,284.3566666666666,282.99,304.615,280.92,204.79,256.36,312.81999999999994,283.23,287.97999999999996,282.652,276.7975,245.33750000000003,211.41500000000002,315.11,314.56,212.655,L7
2000-03-30 22:00:09+00:00,244.58333333333334,250.35666666666665,264.7525,255.79666666666665,261.935,283.8175,233.26,300.9,308.4725,271.56,294.88000000000005,285.955,298.19,289.97,205.23,301.905,310.77,,289.90999999999997,282.7475,285.4566666666667,251.92999999999998,213.485,322.25,299.235,209.635,L7
2000-05-01 21:59:54+00:00,253.32,250.35666666666665,264.7525,263.21000000000004,261.935,283.8175,233.26,316.31333333333333,311.154,271.56,298.785,285.955,300.32666666666665,286.96666666666664,204.59666666666666,302.87666666666667,310.77,,288.37,283.354,278.78000000000003,250.9,213.485,322.25,299.235,208.58333333333334,L7
2000-05-08 22:05:56+00:00,253.32,250.35666666666665,266.038,263.21000000000004,261.935,283.8175,233.26,316.31333333333333,311.154,271.56,298.785,285.955,300.32666666666665,286.96666666666664,204.59666666666666,302.87666666666667,310.77,,288.37,283.354,278.78000000000003,250.9,213.485,322.25,299.235,208.58333333333334,L7
2000-05-24 22:05:46+00:00,258.794,256.25,270.18833333333333,267.688,265.806,288.17999999999995,233.26,315.9475,313.18666666666667,276.968,297.82800000000003,285.955,300.32666666666665,286.96666666666664,204.59666666666666,302.87666666666667,310.77,,288.37,283.354,278.78000000000003,250.9,213.485,322.25,299.235,208.58333333333334,L7
2000-06-18 21:59:27+00:00,260.23,259.372,271.20285714285717,269.4633333333333,265.806,286.8933333333333,225.35999999999999,315.9475,313.18666666666667,276.968,297.82800000000003,285.955,300.32666666666665,286.96666666666664,204.59666666666666,302.87666666666667,310.77,,288.37,283.354,278.78000000000003,250.9,213.485,322.25,299.235,208.58333333333334,L7
2000-07-27 22:05:00+00:00,267.95166666666665,265.54200000000003,276.6328571428572,274.93333333333334,275.70000000000005,293.11999999999995,247.075,318.82599999999996,315.68333333333334,286.254,296.742,283.57,303.845,286.515,204.59666666666666,300.0,320.36,,285.1475,281.395,273.54333333333335,244.56000000000003,211.61,329.39,283.91,210.275,L7
