dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,nzd0224-0046,nzd0224-0053,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0047
1999-08-21 21:46:33+00:00,,,,,,,,,,,,,,,,,,,351.22,,,,,,,,,,,,,,,,,,,,,,400.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-22 21:46:36+00:00,,,,,,,,,,,,,,,,,,,351.22,,,,,,,,,,,,,,,,,,,,,,400.21,385.83,351.51,325.28,270.36,204.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-24 21:46:32+00:00,309.63,,,279.41,,,,,,,,,,,,,,,346.38,,,297.65,,250.63,219.6,,,,,,,,,,,,,,,,399.985,381.335,343.725,324.43499999999995,270.525,195.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.86,253.22,235.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-01 21:46:10+00:00,309.63,,,279.41,,,,296.68,329.8,325.03,,,,340.6,330.79,342.51,276.65,,323.70500000000004,315.51,302.46,316.39,347.27,295.46500000000003,281.675,340.45,,270.36,286.2,,309.73,319.23,252.03,266.6,,,,,,292.03,399.76,360.78999999999996,335.94,323.59,270.69,186.58,,185.54,175.08,172.59,,,,,,,,,,,,,,,,,,,,,,,,281.35,,,272.77,277.56,,,,,225.86,253.22,235.34,,,,,,,,,,,,,,,,,284.19,301.85,,,,,,,,,,,,,,,,,225.01,226.25,,,,,,,,,,,,
2000-05-19 21:45:43+00:00,303.28,243.55,,,,,,296.68,333.555,326.42499999999995,337.0,337.58,342.18,340.01,337.025,335.4,271.685,,287.32,331.48,302.46,335.13,347.27,340.3,343.75,340.45,,270.36,286.2,,309.73,319.23,252.03,266.6,,388.39,364.75,358.63,,292.03,,344.74,,,,,,185.54,175.08,172.59,,312.97,,,,,,,,,,,,,,,,,,,,,,281.35,,,272.77,280.83500000000004,,,,,,,,,,,,,,,,,,238.4,,311.25,,,,284.19,301.85,,,,,276.23,,,,,,,,,,,,225.01,226.25,,,,209.78,,,,,,,,
2000-06-04 21:45:32+00:00,296.855,251.8,209.65,298.8,,,,296.68,333.555,328.75333333333333,334.7,336.5,342.28999999999996,338.4266666666667,338.6166666666667,336.20666666666665,269.62,,287.32,331.48,302.46,335.13,347.27,340.3,343.75,340.45,,270.36,286.2,,309.73,319.23,252.03,266.6,,389.25,375.77,355.9,,292.03,,344.74,,,,,,185.54,175.08,172.59,,313.27,,,,,,,,,,,,,,,,,,,,,,281.35,297.06,288.54,276.56,281.53000000000003,,274.78,,,,,,,,282.34,,,,,,,,238.4,,311.25,303.23,,,284.19,301.85,,,,,276.23,,,,,,,,,,254.12,,225.01,226.25,,,,209.78,,,,,,,,
2000-08-07 21:44:45+00:00,296.855,251.8,209.65,298.8,,,,296.68,333.555,328.75333333333333,334.7,336.5,342.28999999999996,338.4266666666667,338.6166666666667,337.565,270.4475,267.97,290.06,323.9433333333333,302.46,335.13,347.27,340.3,343.75,340.45,,270.36,286.2,,309.73,319.23,252.03,266.6,,389.25,375.77,355.9,,292.03,,344.74,,,,,,185.54,175.08,172.59,,313.27,,,,,,,,,,,,,,,,,,,,,,281.35,297.06,288.54,276.56,281.53000000000003,,274.78,,,,,,,,282.34,,,,,,,,280.295,,311.25,303.23,,,261.1,301.85,,,,,276.23,,,279.24,,,,,,,254.12,,225.01,221.935,,,,212.555,,,,,,,,
2001-01-14 21:44:09+00:00,,,,,,,,,,,,,,313.64,319.82,344.22,273.655,270.46500000000003,303.1,318.03499999999997,,,324.88,,,,,175.58,272.79,332.64,318.7,283.11,285.16,288.64,214.13,,,,265.78,264.2,,325.02,336.94,315.96,262.38,165.58,,,,,,315.07,,,,,,,,,307.01,,,,,,,,,,,,,,,,,,,,,,,,,,293.29,299.11,313.38,316.68,293.6,320.55,321.65,315.96,,322.19,,,,213.53,263.43,273.12,,,,,,,,,279.24,,,,,,,,,,217.62,,,,215.33,,,,,,,,
2001-04-04 21:43:43+00:00,,,,,,,,,,,,,,313.64,319.82,346.8,274.38,272.96,310.66,327.2,,,324.88,,,,,175.58,272.79,332.64,318.7,283.11,285.16,288.64,214.13,,,,265.78,264.2,398.99,352.03,345.905,322.78,271.175,190.305,,,,,,315.07,,,,,,,,,307.01,,,,,,,,,,,,,,,,,,,,,,,,,,293.29,299.11,313.38,316.68,293.6,320.55,321.65,315.96,,,,,,213.53,263.43,308.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-20 21:43:46+00:00,,,,,,,,,,,,,,313.64,319.82,346.8,274.38,272.96,333.27,327.2,,,324.88,,,,,175.58,272.79,332.64,318.7,283.11,285.16,288.64,214.13,,,,265.78,264.2,399.37,361.2733333333333,346.26,322.31333333333333,272.2633333333333,190.39000000000001,,,,,,315.07,,,,,,,,,307.01,,,,,,,,,,,,,,,,,,,,,,,,,,293.29,299.11,313.38,316.68,293.6,320.55,321.65,315.96,,,,,,213.53,263.43,308.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-22 21:43:30+00:00,301.22,260.17,185.12,,234.94,213.94,,297.05,,,,303.0,301.39,300.615,314.845,348.47,274.64,270.90999999999997,329.12333333333333,322.685,,,324.88,,,,,175.58,272.79,332.64,318.7,283.11,285.16,314.82,214.13,,,,265.78,264.2,399.37,361.2733333333333,346.26,322.31333333333333,272.2633333333333,190.39000000000001,,,,,,315.07,,,,,,,239.52,255.75,287.895,233.92,,,,,,,,,,,,,,,,,,,,,307.72,323.82,254.4,,293.29,297.865,299.21000000000004,316.68,293.6,320.55,321.65,315.96,,,214.59,283.24,,213.53,263.43,308.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25 21:42:54+00:00,301.22,270.36,191.01,,238.33499999999998,216.15,,297.05,,,,307.655,300.78999999999996,298.52,317.28499999999997,350.14,272.64,268.625,327.96000000000004,311.425,296.64,258.23,,205.76,176.92,221.65,,,,,,,288.34,341.0,,,,,,,399.37,379.4,350.91999999999996,325.49,277.205,202.79500000000002,,,,,,,,,,,,,239.52,250.88,277.07,233.92,,,,,,,262.17,202.89,227.21,,,,,,,,297.85,292.68,,,307.72,323.82,254.4,,,296.62,285.04,293.67,,,,292.32,,311.88,210.45499999999998,283.37,324.65,,,,180.69,,,,,301.43,,,,,171.39,189.31,236.73,,238.28,,,,178.87,278.49,281.96,,,,,,,,,,
2001-08-26 21:42:25+00:00,301.22,270.36,191.01,,238.33499999999998,216.15,,297.05,,,,307.655,300.78999999999996,298.52,317.28499999999997,350.14,272.64,268.625,327.96000000000004,311.425,296.64,258.23,,205.76,176.92,221.65,,,,,,,288.34,341.0,,,,,,,399.37,379.1233333333333,350.91999999999996,325.49,277.205,202.79500000000002,,,,,,,,,,,,,239.52,250.88,277.07,233.92,,,,,,,262.17,202.89,227.21,,,,,,,,297.85,292.68,,,307.72,323.82,254.4,,,296.62,285.04,293.67,,,,292.32,,311.88,210.45499999999998,283.37,324.65,,,,180.69,,,,,301.43,,,,,171.39,189.31,236.73,,238.28,,,,178.87,278.49,281.96,,,,,,,,,,
2001-09-27 21:42:05+00:00,301.22,270.36,191.01,,238.33499999999998,216.15,306.07,297.20500000000004,,,,307.655,300.78999999999996,298.52,317.28499999999997,350.14,272.64,268.625,327.96000000000004,311.425,296.64,258.23,,205.76,176.92,221.65,,,,,,,288.34,341.0,,,,,,,399.37,379.1233333333333,352.90000000000003,328.97666666666663,276.80333333333334,199.87666666666667,,,,,,,,,,,,,239.52,250.88,277.07,233.92,,,,,,,262.17,202.89,227.21,,,,,,,,297.85,292.68,,,307.72,323.82,254.4,,,296.62,285.04,293.67,,,,292.32,,311.88,210.45499999999998,283.37,324.65,,,,180.69,,,,,301.43,,,,,171.39,189.31,236.73,,238.28,,,,178.87,278.49,281.96,,,,,,,,,,
2001-10-13 21:41:51+00:00,301.22,270.36,191.01,,238.33499999999998,216.15,306.07,297.20500000000004,,,,307.655,300.78999999999996,298.52,317.28499999999997,350.14,272.64,268.625,327.96000000000004,311.425,296.64,258.23,,205.76,176.92,221.65,,,,,,,288.34,341.0,,,,,,,399.75,381.54,353.3966666666667,331.7233333333333,284.93333333333334,200.01333333333332,,,,,,,,,,,,,239.52,250.88,277.07,233.92,,,,,,,262.17,202.89,227.21,,,,,,,,297.85,292.68,,,307.72,323.82,254.4,,,296.62,285.04,293.67,,,,292.32,,311.88,210.45499999999998,283.37,324.65,,,,180.69,,,,,301.43,,,,,171.39,189.31,236.73,,238.28,,,,178.87,278.49,281.96,,,,,,,,,,
2001-10-29 21:41:57+00:00,301.22,270.36,191.01,,238.33499999999998,216.15,306.07,297.20500000000004,,,,307.655,300.78999999999996,298.52,317.28499999999997,350.14,272.64,268.625,314.0,311.425,296.64,258.23,,205.76,176.92,221.65,,,,,,,288.34,341.0,,,,,,,,382.43000000000006,362.34666666666664,346.22333333333336,290.17999999999995,204.73999999999998,162.32,,,,,,,,,,,,239.52,250.88,277.07,233.92,,,,,,,262.17,202.89,227.21,,,,,,,,297.85,292.68,,,307.72,323.82,254.4,,,296.62,285.04,293.67,,,,292.32,,311.88,210.45499999999998,283.37,324.65,,,,180.69,,,,,301.43,,,,,171.39,189.31,236.73,,238.28,,,,178.87,278.49,281.96,,,,292.52,258.84,208.59,163.63,,,284.44
2002-02-02 21:42:30+00:00,,,,,,,306.07,297.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.83,,,382.43000000000006,362.34666666666664,346.22333333333336,290.17999999999995,204.73999999999998,162.32,,,,,,,,,,228.09,265.71,267.82,235.16,,227.75,,244.73,,,265.26,273.59,266.06,260.77,259.33,270.04,199.56,197.7,189.08,217.92,,,192.99,,228.42,279.79,,,,,,,258.91,288.9,,,,,214.04,289.05,259.14,286.43,293.08,,274.88,,,,202.09,,,,,,,,,,,,,,,,,,,,,,292.52,258.84,208.59,163.63,,,284.44
2002-02-18 21:42:30+00:00,288.17,257.84,,,,,306.07,297.36,283.55,,335.48,,,344.1,342.69,334.59,269.73,267.6,300.12,316.08,304.14,266.41,,215.28,194.08,164.26,179.59,,,,,290.09,307.96,,223.45,,,,241.125,245.08,,382.43000000000006,362.34666666666664,334.4375,273.85999999999996,204.73999999999998,162.32,184.47,170.41,176.98,,,,,,,226.74,282.42999999999995,279.555,245.12,,227.75,,249.38,,,265.26,280.29499999999996,266.06,260.77,259.33,283.635,199.56,197.7,189.08,253.64999999999998,283.03,292.14,243.45000000000002,284.51,228.42,279.79,282.2,318.4,,,,,286.625,288.9,,,,,214.04,289.05,259.14,286.43,293.08,,274.88,,,,202.09,,,288.13,,,,,,,,,,,,,240.27,264.05,,,279.76,,292.52,258.84,208.59,163.63,,,284.44
2002-08-29 21:41:39+00:00,,,,,,,,,,,,,,,,,,,334.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-14 21:41:31+00:00,,,,,,302.02,306.04,294.1,,,,,,,,,278.63,274.59,332.84000000000003,321.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.4,289.73,327.71,,,,,,,,,,,,,,,270.97,257.8,,,,,,166.7,183.52,218.27,,,,,,243.32,,,203.91,,,,,,,,,
2003-01-20 21:42:09+00:00,,,,,319.91,306.135,303.85,297.37,286.58,,,,,,,,278.63,274.59,337.38,321.63,,,,,,,,,,,,,,,,,,,,,,,320.33,,262.59,177.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.4,289.73,327.71,288.3,242.75,,,,,,,,,,,,,270.97,257.8,,,,,,166.7,183.52,218.27,,,,,,243.32,,,203.91,,,,,,,,,
2003-02-21 21:42:20+00:00,,,,,323.345,310.12666666666667,288.11333333333334,297.85999999999996,290.595,310.09,308.11,310.88,315.15,307.03,317.68,,278.63,274.59,337.38,321.63,,,,,,,,,,,,,,,,,,,,,,,322.475,303.84,263.445,177.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.64,,283.1,308.06,317.32,289.73,327.71,300.745,280.68,320.14,,,,,,,,,,,,270.97,257.8,,,,,,166.7,183.52,218.27,,,,,,243.32,,,203.91,,,,,,,,,
2003-04-26 21:42:25+00:00,,,,,323.345,314.18,270.33666666666664,299.73999999999995,290.595,310.09,308.11,310.88,315.15,307.03,317.68,338.39,267.71,250.04,346.46,313.76,302.81,269.14,289.15,,,,,,,,,,279.32,305.43,225.98,,,,,,,,322.475,303.84,263.445,177.565,,,,,,,,,,,,,,,,,,,,,288.55,,,,,267.09,,257.09,261.46,249.21,244.1,,,,282.39,283.43,,312.77,199.64,,283.1,308.06,321.24,271.73,,311.6466666666667,280.68,320.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-28 21:42:22+00:00,,,,,323.345,314.18,270.33666666666664,299.73999999999995,290.595,310.09,308.11,310.88,315.15,307.03,317.68,338.39,267.71,304.38,347.125,313.76,302.81,269.14,289.15,,,,,,,,,,279.32,305.43,225.98,,,,,,406.05,367.66,322.475,303.84,263.445,177.565,,,,,,,,,,,,,,,,,,,,,288.55,,,,,267.09,,257.09,261.46,249.21,244.1,,,,282.39,283.43,,312.77,199.64,,283.1,308.06,321.24,271.73,,311.6466666666667,280.68,320.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-25 21:31:19+00:00,,,,,,,252.71,,,,,,,,,338.39,267.71,304.38,347.79,313.76,302.81,269.14,289.15,,,,,,,,,,279.32,305.43,225.98,,,,,,404.56,374.105,299.67,298.76,270.24,,,,,,,,,,,,,,,,,,,,,,288.55,,,,,267.09,,257.09,261.46,249.21,244.1,,,,282.39,283.43,,312.77,,,,,,271.73,,333.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30 21:32:24+00:00,,,,,,,,,,,,,,,,,,353.54,339.6,,,,,,,,,,,,,,,,,,,,,401.98,389.96500000000003,377.65,309.65,301.315,266.17,176.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-07 21:34:54+00:00,,,,,,,,,,,,,,,,,,353.54,339.6,,,,,,,,,,,,,,,,,,,,,401.98,376.86,375.7,311.945,296.41499999999996,251.87,176.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:35:22+00:00,,,,,,,,,,,,,,,,,,353.54,339.6,,,,,,,,,,,,,,,,,,,,,401.98,376.86,381.65333333333336,311.76,295.74666666666667,250.90333333333334,170.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-25 21:36:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.105,317.0333333333333,291.685,245.305,165.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18 21:40:18+00:00,,,,,,,,,,,,,,,343.26,348.32,,,,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,370.93,323.02,304.88,260.6,182.17,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-22 21:40:41+00:00,,,,,,,,,,,,,,,343.26,348.32,,,346.31,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,386.94,323.1,312.685,274.8,196.635,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:40:56+00:00,,,,,,,,,,,,,,,343.26,348.32,,,348.28999999999996,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,386.93,319.85999999999996,305.82,268.37333333333333,189.98333333333335,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:41:16+00:00,,,,,,,,,,,,,,,343.26,348.32,,,348.28999999999996,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,386.93,316.97249999999997,302.465,261.88,182.3625,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12 21:41:23+00:00,,,,,,,,,,,,,,,343.26,348.32,,,348.28999999999996,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,386.93,316.134,301.308,258.806,179.00799999999998,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-28 21:41:34+00:00,,,,,,,,,,,,,,,343.26,348.32,,353.5,346.27666666666664,,,298.88,,,,,198.34,,,,,,,,,,,,,,366.24,391.745,317.44,301.308,258.806,177.44333333333336,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:41:46+00:00,,,,,,,,,,,,,,,,,,353.5,346.27666666666664,,,,,,,,,,,,,,,,,,,,,,429.48,398.68333333333334,316.32399999999996,300.41499999999996,258.35749999999996,176.49800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-01 21:41:44+00:00,,,,,,,,,,,,,,,,,,353.5,344.63000000000005,,,,,,,,,,,,,,,,,,,,,,416.33000000000004,393.67333333333335,317.384,293.51,248.5475,165.656,,300.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-20 21:43:37+00:00,,,,,,,,,,,,,,,,,,353.5,345.53333333333336,,,,,,,,,,,,,,,,,,,,,,408.1766666666667,392.6266666666666,324.6433333333334,294.845,252.37,162.15666666666667,,317.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-10 21:45:17+00:00,,,,,,,,,,,,,,,,,,,347.17500000000007,,,,,,,,,,,,,,,,,,,,,371.57,397.525,385.84499999999997,311.24,294.845,252.37,158.425,,307.0133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-13 21:46:13+00:00,,,,,,,,,,,,,,,,,,,352.98,,,,,,,,,,,,,,,,,,,,,371.57,391.87,383.77,302.62,296.82,254.98,159.96,377.83,310.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-29 21:46:28+00:00,,,,,,,,,,,,,,,,,297.63,,352.98,,,,,,,,,,,,,,,,,,,,,371.57,391.87,383.77,302.62,296.82,254.98,159.96,377.83,310.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-01 21:47:19+00:00,,,,,,,,,,,,,,,,,297.63,,340.46,,,,,,,,,,,,,,,,,,,,,371.57,,372.99,283.76,297.15,243.55,,377.83,294.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-17 21:47:31+00:00,,,,,,,,,,,,,,,,,306.675,,342.17499999999995,,,,,,,,,,,,,,,,,,,,,371.57,,376.43,283.76,302.075,247.11,170.65,377.83,303.1166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.065,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-06 21:48:41+00:00,,,,,,,,350.96,,,,,,,,,314.68,314.28,342.17499999999995,298.49,,,,,,,,,,,,,,,,,,,,,376.81,375.09666666666664,280.18,282.63,234.01,170.65,377.83,325.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.065,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-07 21:48:55+00:00,,,,,,,,350.96,,,,,,,,,323.205,314.28,338.47666666666663,298.49,,,,,,,,,,,,,,,,,,,,,377.87,370.02250000000004,291.67,279.3675,234.22,163.72500000000002,,313.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.065,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-02 21:43:35+00:00,,,,,,,,,,,,,,,,,,,340.53,,,,,,,,,,,,,,,,,,,,,418.3,403.61,382.64,320.62,304.12,249.12,,,314.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31 21:55:43+00:00,,,,,,,,,,,,,,,,311.27,,,313.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:55:33+00:00,,,,,,,,,,,,,,,,320.89,,,311.5,,,,,,,,,,,,,,,,430.49,437.35,438.34,432.45,238.59,422.92,371.23,,,206.5,179.43,,179.25,281.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.83,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10 21:54:55+00:00,,,,,,,,,,,,,,,,330.51,,,309.26,,,,,,,,,,,,,419.76,423.52,429.96,432.78999999999996,440.495,441.595,432.45,238.59,422.21000000000004,370.57500000000005,325.9,276.3,220.45,190.41500000000002,,,281.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.83,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11 21:54:32+00:00,,,,,,,,,,,,,,,,330.51,,,319.14,,,,,,,,,,,,,419.76,423.52,426.325,432.89000000000004,439.09,441.595,432.45,238.59,416.6766666666667,367.59666666666664,315.33,265.765,220.02666666666667,188.46,,,281.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.83,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31 21:53:53+00:00,,,,,,,,,,,,,,,,330.51,,,320.96999999999997,,,,,,,,,,,,,419.76,419.37,425.85999999999996,431.505,438.5125,439.95666666666665,432.45,238.59,417.71500000000003,369.73,319.7733333333333,269.42,223.9,189.4275,,,281.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.83,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19 21:53:23+00:00,,,,,,,,,,,,,,,,,,,326.825,,,,,,,,,,,,,419.76,419.37,425.85999999999996,431.8433333333333,438.8999999999999,440.765,,,415.98,369.23,319.7733333333333,269.42,229.70000000000002,192.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21 21:53:33+00:00,,,,,,,,,,,,,,,,290.75,,,326.825,,,,,,,,,,,,,,415.22,423.80999999999995,430.22,436.53,436.68,,,413.22,368.885,316.71,265.98,227.35000000000002,188.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.91499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06 21:53:41+00:00,,,,,,,,,,,,,,,,290.495,,,321.6333333333333,,,,,,,,,,,,,,415.22,423.80999999999995,430.22,436.53,436.68,,,413.22,368.885,316.71,265.98,227.35000000000002,188.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.3533333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
