dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,nzd0224-0046,nzd0224-0053,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0047
2024-05-29 21:52:42+00:00,,,,,,,,,,,,,,,,306.225,,,320.98,,,,,,,,,,,,,,,,,,,,,,336.26142857142855,297.43,253.80571428571426,222.54999999999998,192.82499999999996,183.39,,248.95,301.886,325.376,337.21500000000003,355.13,367.35499999999996,363.21999999999997,362.77666666666664,361.2333333333333,359.4433333333333,369.73,369.27666666666664,369.87166666666667,364.285,365.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.43,,,386.81,386.95,374.53499999999997,382.125,367.95500000000004,356.55,,,,,,,,,,336.87,,,,,,,,,
2024-07-08 21:53:01+00:00,,,,,,,,,,,,,,,,306.225,,,319.275,,,,,,,,,,,,,,,,,,,,,,336.7442857142857,296.1914285714286,253.58285714285716,222.045,193.905,183.39,,249.08249999999998,300.095,325.7525,334.6966666666667,354.25250000000005,367.8533333333333,362.36499999999995,364.705,362.8983333333333,359.46999999999997,369.5833333333333,369.0933333333333,371.0783333333333,364.14000000000004,365.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.81,386.95,374.53499999999997,382.125,367.95500000000004,356.55,,,,,,,,,,336.87,,,,,,,,,
2024-07-24 21:53:05+00:00,,,,,,,,,,,,,,,,303.4766666666667,303.31,,321.03,,,,,,,,,,,,,,,,,,,,,,337.1766666666667,294.37,251.91857142857143,220.39,191.66333333333333,183.39,,249.76999999999998,301.9266666666667,328.21666666666664,335.4700000000001,359.22666666666674,367.8533333333333,362.36499999999995,368.21000000000004,366.1366666666667,360.31166666666667,371.8333333333333,373.05833333333334,373.355,364.75000000000006,365.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.81,386.95,374.53499999999997,382.125,367.95500000000004,356.55,,,,,,,,,,336.87,,,,,,,,,
2024-09-10 21:53:28+00:00,,,,,,,,,,,,,,,,303.4766666666667,303.31,,321.03,,,,,,,,,,,,,,,,,,,,,,338.844,296.1383333333334,255.4983333333333,223.21999999999997,198.076,185.69,,253.80999999999995,301.755,337.7,352.38,363.745,380.02,373.9866666666667,371.624,367.842,357.554,371.96799999999996,374.98400000000004,375.58,367.3325,367.15000000000003,372.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.81,386.95,374.53499999999997,382.125,367.95500000000004,356.55,,,,,,,,,,336.87,,,,,,,,,
2024-10-12 21:53:39+00:00,,,,,,,,,,,,,,,,299.745,303.31,,,,,,,,,,,,,,,,,,,,,,,,341.07399999999996,295.7083333333333,258.545,226.27399999999997,202.686,187.99,,260.72999999999996,305.83,324.24,349.155,351.40999999999997,365.315,379.23,375.168,369.716,356.13199999999995,372.68600000000004,378.51599999999996,378.168,371.57,368.725,372.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.53,384.0,369.48,,,,,,,,,,,,,,,,,,,,
2024-10-28 21:53:49+00:00,,,,,,,,,,,,,,,,297.98,303.31,,,,,,,,,,,,,,,,,,,,,,,,343.344,297.4483333333333,263.04333333333335,231.76799999999997,211.868,187.99,,259.5933333333333,306.04333333333335,324.24,353.2133333333333,351.74333333333334,365.06,381.6133333333333,377.216,369.834,353.43399999999997,372.04200000000003,379.84000000000003,379.128,374.235,370.68,372.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23 21:53:43+00:00,,,,,,,,,,,,,,,,297.98,303.31,,,,,,,,,,,,,,,,,,,,,,,,342.454,299.73,267.90000000000003,234.085,218.6,187.99,,261.6725,311.67,332.03499999999997,348.97249999999997,349.1025,363.8775,376.3625,374.805,366.5216666666667,350.86833333333334,369.8516666666667,376.91,376.25333333333333,371.306,365.115,365.36,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09 21:53:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.038,308.276,279.152,244.12,231.36249999999998,187.99,,260.47999999999996,310.7,335.7033333333333,346.744,348.694,364.502,376.3625,371.646,361.688,347.89399999999995,366.95750000000004,375.385,372.726,370.928,365.115,365.36,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.88,,219.89,,,,,
2025-02-25 21:53:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.08166666666665,311.16333333333336,279.285,244.012,231.36249999999998,187.99,,260.9066666666667,309.49,331.1875,344.4583333333333,347.72333333333336,362.4666666666667,373.902,370.4683333333333,360.8966666666667,347.5566666666666,366.198,373.222,371.9583333333333,369.7916666666667,365.115,365.36,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.88,,219.89,,,,,
2025-03-05 21:53:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.08166666666665,309.46000000000004,275.96999999999997,241.14833333333334,231.36249999999998,186.55,,262.91142857142853,311.62,333.416,344.1914285714286,347.8442857142857,362.0957142857143,373.902,370.4683333333333,360.8966666666667,347.5566666666666,366.198,373.222,371.9583333333333,369.7916666666667,365.115,365.36,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.74,,297.685,,,,,
2025-03-21 21:53:32+00:00,,,,,,,,,,,,,,,,,,,311.99,,,,,,,,,,,,,,,,,,,,,,344.43999999999994,310.19571428571425,274.04285714285714,240.90166666666667,272.545,278.005,,264.74142857142857,314.6085714285714,335.255,342.7985714285714,347.21857142857147,361.02000000000004,368.622,369.51500000000004,359.986,350.7483333333333,366.055,372.72249999999997,371.172,369.188,359.55,358.6,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.63,,297.685,,,,,
2025-04-06 21:53:31+00:00,,,,,,,,,,,,,,,,300.87,294.13,,311.99,,,,,,,,,,,,,,,,,,,,,,345.23333333333335,311.46500000000003,275.98125,241.4857142857143,288.37,305.25,,264.665,314.63374999999996,334.3828571428571,342.11749999999995,347.35375000000005,360.72125000000005,368.51666666666665,369.4057142857143,361.27666666666664,352.56714285714287,366.79,372.224,371.1433333333334,368.83500000000004,363.53,362.23,362.55,361.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.10249999999996,,297.685,,,,,199.28
