dates,nzd0020-0000,nzd0020-0001,nzd0020-0002,satname
1999-08-17 22:10:26+00:00,,232.41,300.49,L7
1999-10-04 22:10:38+00:00,200.04,232.5,296.24,L7
2000-04-29 22:09:53+00:00,233.38,235.66,299.97,L7
2000-05-15 22:09:42+00:00,235.70499999999998,235.92000000000002,301.66,L7
2000-08-19 22:08:38+00:00,246.49333333333334,241.60333333333332,301.66,L7
2000-09-20 22:08:03+00:00,246.49333333333334,241.60333333333332,312.2966666666667,L7
2000-10-06 22:07:59+00:00,242.2075,242.3325,310.2825,L7
2001-09-07 22:06:11+00:00,252.61,,,L7
2002-02-14 22:06:29+00:00,234.4,233.53,298.85,L7
2002-07-24 22:05:50+00:00,248.14,240.135,311.19,L7
2002-11-13 22:05:30+00:00,280.09,240.595,310.025,L7
2003-01-16 22:06:02+00:00,280.09,238.22333333333333,305.2966666666666,L7
2003-04-06 22:06:21+00:00,254.87,234.98,298.40333333333336,L7
2003-05-24 22:06:17+00:00,254.87,240.97333333333333,299.345,L7
2004-04-16 21:57:19+00:00,225.66,254.84,306.86,L5
2004-05-18 21:58:14+00:00,237.325,260.21,309.065,L5
2005-01-13 22:03:41+00:00,,311.41,,L5
2005-02-14 22:04:09+00:00,,299.97,349.17,L5
2005-06-06 22:05:05+00:00,230.4,286.24,328.27,L5
2005-09-26 22:05:42+00:00,231.28,257.16499999999996,308.565,L5
2006-02-17 22:08:11+00:00,232.16,265.385,318.44,L5
2006-04-06 22:09:08+00:00,228.17,259.88,306.515,L5
2006-06-25 22:10:20+00:00,238.11,260.9166666666667,310.68333333333334,L5
2007-10-02 22:10:31+00:00,,260.1,314.99,L5
2008-11-21 22:01:05+00:00,,251.56,305.17,L5
2010-02-12 22:08:30+00:00,,285.25,352.99,L5
2011-01-14 22:07:31+00:00,,292.92,336.59,L5
2013-05-11 22:19:31+00:00,235.42,232.39,302.6,L8
2013-06-28 22:19:33+00:00,237.935,231.755,304.49,L8
2013-07-14 22:19:34+00:00,236.89333333333332,232.65,304.3066666666667,L8
2013-08-31 22:19:38+00:00,248.0675,233.4425,304.7675,L8
2014-01-06 22:18:54+00:00,274.53,241.28333333333333,306.6333333333333,L8
2014-02-23 22:18:20+00:00,295.23,245.62,308.2766666666667,L8
2014-03-27 22:17:50+00:00,294.07,252.65,309.34000000000003,L8
2014-04-12 22:17:37+00:00,288.85,250.435,309.34000000000003,L8
2014-05-14 22:17:08+00:00,285.206,247.546,309.93333333333334,L8
2014-05-30 22:17:11+00:00,277.6716666666667,245.46833333333333,308.7825,L8
2014-07-01 22:17:22+00:00,272.9414285714286,243.68142857142857,307.01000000000005,L8
2014-07-17 22:17:28+00:00,267.23333333333335,238.99714285714285,305.1,L8
2014-09-19 22:17:42+00:00,261.29800000000006,237.15000000000003,303.99,L8
2015-01-25 22:17:32+00:00,255.29,236.30499999999998,305.72,L8
2015-06-02 22:16:44+00:00,246.88,233.67499999999995,305.9,L8
2015-07-04 22:17:02+00:00,240.45666666666668,230.51,304.3833333333334,L8
2015-07-20 22:17:10+00:00,237.3125,228.96999999999997,303.7625,L8
2015-08-05 22:17:13+00:00,234.47,227.67749999999998,302.3925,L8
2015-10-08 22:17:36+00:00,234.47,226.53999999999996,300.796,L8
2015-10-24 22:17:40+00:00,231.98600000000002,226.0683333333333,299.58166666666665,L8
2015-12-11 22:17:42+00:00,242.39600000000002,228.49499999999998,300.435,L8
2015-12-27 22:17:43+00:00,247.61666666666667,231.24428571428572,301.28428571428566,L8
2016-09-24 22:17:49+00:00,260.66,234.85,306.58,L8
2016-10-10 22:17:54+00:00,272.32500000000005,242.24,308.78499999999997,L8
2016-10-26 22:17:56+00:00,278.3966666666667,243.26999999999998,309.94666666666666,L8
2017-03-03 22:17:25+00:00,263.56,238.775,305.71,L8
2017-06-07 22:17:15+00:00,230.24,226.01,299.355,L8
2017-07-09 22:17:23+00:00,230.10333333333335,224.86666666666667,299.355,L8
2017-08-10 22:17:37+00:00,228.3225,223.75,299.6466666666667,L8
2017-10-29 22:17:53+00:00,231.41333333333333,232.2075,306.07666666666665,L8
2017-11-30 22:17:44+00:00,231.41333333333333,230.13000000000002,301.21000000000004,L8
2018-05-09 22:16:40+00:00,185.86,221.015,293.33000000000004,L8
2018-06-26 22:16:36+00:00,185.86,227.625,304.48,L8
2018-11-17 22:17:31+00:00,,245.36,309.47,L8
2018-12-19 22:17:28+00:00,219.3,238.87333333333333,303.09666666666664,L8
2019-01-04 22:17:27+00:00,223.41000000000003,237.08333333333334,298.9833333333333,L8
2019-02-05 22:17:21+00:00,223.41000000000003,233.4275,298.9833333333333,L8
2019-03-25 22:17:09+00:00,223.41000000000003,232.71400000000003,299.01,L8
2019-04-26 22:16:59+00:00,223.41000000000003,232.04,299.33399999999995,L8
2019-05-28 22:17:17+00:00,223.41000000000003,228.045,298.15,L8
2019-11-04 22:17:58+00:00,236.38,231.15,298.94,L8
2019-12-22 22:17:51+00:00,236.38,244.92000000000002,302.21,L8
2020-02-24 22:17:35+00:00,236.38,244.56333333333336,302.72666666666663,L8
2020-03-27 22:17:20+00:00,236.38,240.23250000000002,302.72666666666663,L8
2020-07-01 22:17:22+00:00,257.15,235.29666666666665,306.725,L8
2020-09-03 22:17:46+00:00,273.605,235.80999999999997,308.09000000000003,L8
2020-09-19 22:17:52+00:00,286.57666666666665,240.45,308.45,L8
2021-05-01 22:17:07+00:00,,233.34,300.21,L8
2021-07-04 22:17:29+00:00,,229.905,295.115,L8
2021-11-09 22:17:58+00:00,,241.685,300.475,L8
2021-11-25 22:17:57+00:00,,241.685,303.82,L8
2021-12-19 22:17:52+00:00,,237.77666666666667,303.82,L9
2022-04-18 22:17:25+00:00,352.41,243.43,310.72,L8
2022-05-04 22:17:26+00:00,306.505,246.71333333333334,309.49,L8
2022-05-12 22:17:13+00:00,285.18,241.73333333333335,306.99999999999994,L9
2022-06-05 22:17:39+00:00,275.2225,241.4475,299.4666666666667,L8
2022-06-21 22:17:48+00:00,270.96400000000006,244.2825,301.9775,L8
2022-07-31 22:17:39+00:00,270.10333333333335,243.3,303.76599999999996,L9
2022-08-08 22:18:05+00:00,265.70714285714286,240.995,303.76599999999996,L8
2022-10-19 22:18:03+00:00,251.25666666666666,240.995,310.1716666666667,L9
2022-11-04 22:18:00+00:00,249.388,238.538,310.95,L9
2023-02-08 22:18:06+00:00,232.74,,326.95,L9
2023-02-16 22:17:50+00:00,232.74,259.47,326.95,L8
2023-04-13 22:17:27+00:00,232.74,259.47,329.96666666666664,L9
2023-05-15 22:17:12+00:00,242.41000000000003,250.995,319.21000000000004,L9
2023-05-23 22:16:53+00:00,239.07666666666668,245.70666666666668,311.12,L8
2023-06-24 22:17:06+00:00,230.95,241.865,311.12,L8
2023-07-02 22:17:05+00:00,232.792,240.504,309.46000000000004,L9
2023-07-10 22:17:17+00:00,239.07833333333335,241.22333333333336,309.8,L8
2023-07-26 22:17:23+00:00,241.58428571428573,240.33571428571426,308.49,L8
