dates,nzd0565-0000,nzd0565-0001,nzd0565-0002,satname
1999-08-26 22:06:20+00:00,,,198.98,L7
1999-09-20 22:00:08+00:00,,,195.20999999999998,L7
1999-09-27 22:06:00+00:00,,209.28,194.59666666666666,L7
1999-12-09 22:00:09+00:00,160.33,198.735,189.7975,L7
1999-12-25 22:00:04+00:00,165.79500000000002,195.65,186.884,L7
2000-02-11 21:59:57+00:00,162.01333333333332,183.435,181.62166666666667,L7
2000-03-05 22:05:36+00:00,163.70749999999998,183.652,180.90333333333334,L7
2000-03-21 22:06:01+00:00,163.70749999999998,183.01166666666666,180.14166666666665,L7
2000-05-17 21:59:19+00:00,174.362,178.29333333333332,180.54833333333332,L7
2000-06-18 21:59:03+00:00,183.60999999999999,178.33666666666667,181.57799999999997,L7
2000-07-04 21:58:50+00:00,186.6975,178.21,183.165,L7
2000-08-12 22:04:05+00:00,195.36,184.725,192.40249999999997,L7
2000-12-11 21:57:36+00:00,197.83500000000004,187.63,187.83999999999997,L7
2001-05-20 21:57:04+00:00,,189.845,183.42,L7
2001-05-27 22:03:12+00:00,197.17,189.845,186.33499999999998,L7
2001-06-05 21:56:52+00:00,197.17,189.67666666666665,186.33499999999998,L7
2001-07-07 21:56:36+00:00,197.17,191.98666666666668,189.25,L7
2001-07-14 22:02:45+00:00,191.825,191.98666666666668,189.25,L7
2001-08-08 21:56:12+00:00,191.825,187.76,189.25,L7
2001-08-15 22:02:14+00:00,191.58333333333334,186.494,187.56,L7
2001-09-25 21:55:40+00:00,182.92249999999999,184.70000000000002,183.16666666666666,L7
2001-10-02 22:01:16+00:00,178.91,183.81714285714287,181.28,L7
2001-11-03 22:01:22+00:00,177.6916666666667,183.4,181.07,L7
2002-01-22 22:01:52+00:00,171.962,177.76666666666665,177.72,L7
2002-03-11 22:01:55+00:00,167.17749999999998,176.79000000000002,176.262,L7
2002-05-07 21:56:03+00:00,181.01999999999998,177.87666666666667,177.59,L7
2002-07-17 22:01:44+00:00,184.49333333333334,179.275,177.59,L7
2002-08-18 22:01:09+00:00,184.24666666666667,179.9325,180.135,L7
2002-08-27 21:55:12+00:00,180.425,181.738,180.135,L7
2002-09-12 21:55:07+00:00,181.076,184.772,184.04500000000002,L7
2002-10-21 22:00:48+00:00,183.75666666666666,186.51833333333335,184.04500000000002,L7
2003-03-14 22:02:08+00:00,184.70499999999998,195.25,,L7
2003-04-15 22:02:09+00:00,184.70499999999998,190.01999999999998,,L7
2003-04-24 21:55:58+00:00,188.115,189.63,189.69,L7
2003-07-21 21:43:45+00:00,194.06333333333336,193.09666666666666,189.69,L5
2003-08-13 21:49:56+00:00,191.7375,190.64,188.07999999999998,L5
2003-08-29 21:50:14+00:00,193.87,192.01600000000002,189.96666666666667,L5
2003-09-30 21:50:42+00:00,197.118,190.22166666666666,191.715,L5
2003-10-16 21:50:55+00:00,195.39166666666665,191.2266666666667,190.78,L5
2004-01-04 21:51:46+00:00,189.35166666666666,188.49833333333333,188.20200000000003,L5
2004-04-09 21:52:31+00:00,180.99666666666667,185.09,184.9333333333333,L5
2004-04-18 21:47:01+00:00,182.24,183.41,186.19000000000003,L5
2004-06-05 21:48:24+00:00,189.2625,182.065,186.19000000000003,L5
2004-07-07 21:49:21+00:00,196.43666666666664,184.4525,190.885,L5
2004-07-23 21:49:45+00:00,198.56,185.442,190.885,L5
2004-07-30 21:55:39+00:00,199.32,185.29166666666666,190.885,L5
2004-08-15 21:56:01+00:00,199.92999999999998,186.52857142857144,190.885,L5
2004-08-24 21:50:29+00:00,201.25571428571428,187.90875,190.885,L5
2004-09-16 21:56:53+00:00,200.88625000000002,188.19333333333333,189.42666666666665,L5
2004-09-25 21:51:19+00:00,194.84555555555556,188.395,188.3725,L5
2004-10-02 21:57:14+00:00,192.825,187.77181818181816,186.66,L5
