dates,satname,nzd0565-0000,nzd0565-0001,nzd0565-0002
1999-08-26 22:05:56.841000,L7,232.49,222.78,223.97
1999-08-26 22:06:20.800000,L7,13.72,217.81,198.98
1999-09-20 22:00:08.403000,L7,250.30,248.28,191.44
1999-09-27 22:06:00.877000,L7,202.62,209.28,193.37
1999-09-27 22:06:24.836000,L7,205.89,210.19,193.46
1999-11-30 22:05:47.159000,L7,275.95,297.01,324.42
1999-12-09 22:00:09.551000,L7,160.33,188.19,175.40
1999-12-16 22:05:57.846000,L7,140.82,186.85,
1999-12-16 22:06:21.817000,L7,107.55,191.80,
1999-12-25 22:00:04.067000,L7,171.26,189.48,175.23
2000-01-17 22:06:11.705000,L7,273.94,280.76,280.71
2000-02-11 21:59:57.866000,L7,154.45,146.79,155.31
2000-02-18 22:06:05.064000,L7,165.23,216.01,193.95
2000-02-27 21:59:52.393000,L7,255.69,253.21,245.85
2000-03-05 22:05:36.285000,L7,168.79,184.52,194.67
2000-03-21 22:05:37.143000,L7,,176.92,182.64
2000-03-21 22:06:01.097000,L7,,179.81,186.87
2000-03-30 21:59:45.397000,L7,244.35,246.17,241.88
2000-05-01 21:59:30.586000,L7,11.34,237.13,232.19
2000-05-08 22:05:09.063000,L7,190.84,179.19,186.16
2000-05-17 21:59:19.400000,L7,216.98,180.97,195.81
2000-05-24 22:05:22.488000,L7,190.17,185.47,125.55
2000-06-18 21:59:03.789000,L7,206.57,188.45,35.94
2000-07-04 21:58:50.402000,L7,236.42,188.72,213.93
2000-08-12 22:04:05.961000,L7,189.10,185.88,192.26
2000-09-13 22:03:38.044000,L7,,176.10,188.25
2000-11-09 21:57:33.274000,L7,234.82,230.60,226.47
2000-12-11 21:57:36.803000,L7,,187.47,183.42
2001-01-03 22:03:24.303000,L7,284.92,269.03,271.79
2001-01-19 22:03:55.051000,L7,241.94,242.84,239.15
2001-02-20 22:03:24.667000,L7,233.56,234.36,236.41
2001-05-20 21:57:04.892000,L7,11.74,192.22,214.57
2001-05-27 22:03:12.319000,L7,197.17,227.92,189.25
2001-06-05 21:56:52.440000,L7,139.20,189.34,216.08
2001-06-28 22:02:21.050000,L7,179.51,180.01,198.65
2001-07-07 21:56:36.067000,L7,13.30,194.40,223.67
2001-07-14 22:02:21.695000,L7,188.29,107.98,49.29
2001-07-14 22:02:45.650000,L7,186.48,45.96,54.84
2001-08-08 21:56:12.984000,L7,144.01,175.08,78.56
2001-08-15 22:01:50.547000,L7,10.77,177.22,181.68
2001-08-15 22:02:14.505000,L7,191.10,181.43,185.87
2001-09-25 21:55:40.572000,L7,156.94,175.73,174.38
2001-10-02 22:01:16.521000,L7,162.86,178.52,175.62
2001-10-02 22:01:40.483000,L7,217.81,225.01,183.60
2001-11-03 22:01:22.838000,L7,171.60,180.48,180.23
2001-11-03 22:01:46.660000,L7,167.84,178.48,179.51
2001-12-30 21:55:49.115000,L7,328.89,304.15,284.24
2002-01-22 22:01:52.791000,L7,177.31,175.36,172.50
2002-01-22 22:02:16.754000,L7,167.18,101.70,171.92
2002-03-04 21:56:09.860000,L7,246.81,249.13,245.18
2002-03-11 22:01:55.664000,L7,,173.86,178.58
2002-03-11 22:02:19.622000,L7,198.12,186.99,199.53
2002-03-27 22:01:49.448000,L7,231.50,226.62,224.71
2002-05-07 21:56:03.729000,L7,184.73,184.41,181.69
2002-05-30 22:01:37.827000,L7,34.97,245.50,191.41
2002-05-30 22:02:01.786000,L7,31.53,226.50,196.31
2002-07-17 22:01:20.506000,L7,121.32,182.87,185.86
2002-07-17 22:01:44.458000,L7,191.44,183.47,182.96
2002-08-02 22:01:13.191000,L7,229.69,227.73,244.27
2002-08-02 22:01:37.150000,L7,176.55,173.67,186.62
2002-08-18 22:01:09.559000,L7,176.57,177.99,66.14
2002-08-18 22:01:33.502000,L7,12.33,209.05,150.71
2002-08-27 21:55:12.096000,L7,168.96,188.96,107.72
2002-09-12 21:55:07.575000,L7,183.68,189.03,186.40
2002-10-05 22:00:43.353000,L7,223.17,217.02,217.12
2002-10-14 21:54:55.882000,L7,241.68,238.91,247.03
2002-10-21 22:00:48.324000,L7,197.16,195.25,220.76
2002-10-30 21:55:01.471000,L7,243.07,223.92,243.85
2002-11-22 22:01:09.678000,L7,76.83,154.29,9.84
2003-01-25 22:01:30.681000,L7,302.12,294.71,279.52
2003-01-25 22:01:54.646000,L7,306.08,295.23,282.54
2003-02-19 21:55:54.479000,L7,,,144.30
2003-02-26 22:02:04.470000,L7,245.69,246.94,243.76
2003-03-07 21:55:58.558000,L7,243.24,249.92,246.66
2003-03-14 22:01:44.544000,L7,22.14,,42.21
2003-03-14 22:02:08.508000,L7,172.25,6.67,67.23
2003-03-23 21:55:52.571000,L7,253.01,261.33,250.84
2003-04-08 21:55:59.443000,L7,247.76,249.21,241.06
2003-04-15 22:01:45.971000,L7,328.18,249.18,243.32
2003-04-15 22:02:09.929000,L7,73.42,184.79,206.64
2003-04-24 21:55:58.309000,L7,203.98,194.47,189.69
2003-07-21 21:43:45.776000,L5,205.96,200.03,199.29
2003-08-13 21:49:56.757000,L5,184.76,183.27,186.47
2003-08-29 21:50:14.179000,L5,202.40,197.52,193.74
2003-09-30 21:50:42.209000,L5,188.49,181.25,196.96
2003-10-16 21:50:55.996000,L5,186.76,190.82,187.04
2004-01-04 21:51:46.048000,L5,167.74,178.10,176.80
2004-04-09 21:52:31.725000,L5,188.49,186.35,190.96
2004-04-18 21:47:01.335000,L5,190.49,185.78,190.81
2004-06-05 21:48:24.950000,L5,210.33,178.03,198.02
2004-07-07 21:49:21.098000,L5,37.57,187.65,199.67
2004-07-23 21:49:45.084000,L5,204.93,189.40,201.60
2004-07-30 21:55:39.919000,L5,202.36,184.54,98.77
2004-08-15 21:56:01.630000,L5,202.98,193.95,200.30
2004-08-24 21:50:29.935000,L5,209.21,197.57,205.18
2004-09-16 21:56:53.497000,L5,198.30,190.47,186.51
