dates,nzd0099-0000,nzd0099-0001,nzd0099-0002,nzd0099-0003,nzd0099-0004,satname
1999-09-27 22:04:48+00:00,353.83,292.36,296.82,299.27,302.35,L7
1999-11-14 22:04:42+00:00,346.66999999999996,296.9,295.35,303.695,303.805,L7
2000-01-01 22:04:37+00:00,353.65333333333336,300.44,295.0833333333333,305.12666666666667,305.68333333333334,L7
2000-01-17 22:04:35+00:00,353.11,300.44,293.9575,304.0425,305.64,L7
2000-08-12 22:02:54+00:00,,,,,343.77,L7
2000-10-15 22:01:56+00:00,346.84,315.94,301.56,315.29,328.75,L7
2001-01-03 22:02:12+00:00,346.84,315.94,297.46500000000003,312.02,323.4266666666667,L7
2001-03-24 22:01:59+00:00,346.84,301.505,297.23,308.54,311.06,L7
2001-08-15 22:00:38+00:00,,290.16999999999996,298.56,302.91499999999996,306.815,L7
2002-01-22 22:00:40+00:00,354.36,292.72,298.47,305.78,307.985,L7
2002-03-27 22:00:37+00:00,354.36,292.17,290.17499999999995,302.35,302.705,L7
2002-06-15 22:00:19+00:00,363.995,292.17,290.17499999999995,321.16333333333336,318.07666666666665,L7
2002-08-18 21:59:57+00:00,358.115,282.72,283.77,328.09000000000003,322.61,L7
2003-09-30 21:49:30+00:00,327.62,308.23,290.11,,,L5
2003-12-03 21:50:19+00:00,351.175,319.595,303.735,327.34,318.84,L5
2005-11-22 22:00:23+00:00,389.68,348.47,348.79,350.66,350.5,L5
2006-11-25 22:06:19+00:00,,,,311.58,,L5
2011-01-07 22:01:44+00:00,375.37,345.92,334.31,340.4,336.36,L5
2013-05-20 22:13:50+00:00,338.75,322.14,314.96,327.0,324.4,L8
2013-06-21 22:13:43+00:00,356.615,324.275,318.185,328.64,327.21,L8
2013-07-07 22:13:48+00:00,342.3666666666666,315.8566666666666,318.185,328.64,327.21,L8
2013-10-27 22:13:31+00:00,340.9325,317.145,316.71,327.14,326.25333333333333,L8
2013-11-12 22:13:32+00:00,338.088,317.454,314.8825,325.2125,325.0575,L8
2013-12-14 22:13:21+00:00,337.758,317.90600000000006,314.87,324.40999999999997,325.89,L8
2014-03-20 22:12:13+00:00,333.47999999999996,321.36666666666673,312.69,316.6625,319.36,L8
2014-04-05 22:11:58+00:00,333.47999999999996,321.36666666666673,312.69,313.008,316.51599999999996,L8
2014-07-26 22:11:43+00:00,334.91,316.92,303.89,304.31,309.2633333333333,L8
2014-08-11 22:11:51+00:00,325.635,312.12,294.77,303.18,306.8725,L8
2014-10-14 22:12:02+00:00,325.635,320.55333333333334,306.6766666666667,313.9733333333333,316.58,L8
2014-12-01 22:12:00+00:00,327.2366666666667,319.435,306.97,314.7175,317.375,L8
2015-04-24 22:11:08+00:00,330.44,316.08,307.85,307.54499999999996,310.78499999999997,L8
2015-05-10 22:10:52+00:00,342.20500000000004,320.91999999999996,310.83500000000004,313.38666666666666,314.67,L8
2015-07-29 22:11:25+00:00,345.19500000000005,324.025,310.87,314.5366666666667,314.96666666666664,L8
2015-12-20 22:11:57+00:00,329.98,318.155,307.45000000000005,319.28,320.995,L8
2016-02-22 22:11:42+00:00,320.125,309.11,299.95000000000005,311.9,315.525,L8
2016-03-09 22:11:40+00:00,321.04,309.6566666666667,299.16,311.76,314.2233333333333,L8
2016-03-25 22:11:32+00:00,321.04,309.6566666666667,299.16,308.3775,311.435,L8
2016-05-12 22:11:20+00:00,320.8075,309.3,298.28,308.556,311.558,L8
2016-07-15 22:11:46+00:00,320.4275,307.65,295.135,307.068,309.278,L8
2016-08-16 22:11:53+00:00,320.906,308.35,296.73,307.75166666666667,309.6933333333333,L8
2016-11-20 22:12:09+00:00,322.41999999999996,318.6666666666667,298.75500000000005,319.70000000000005,320.0466666666667,L8
2017-06-16 22:11:31+00:00,319.85,308.05,293.06,310.86,309.16,L8
2018-01-10 22:11:54+00:00,328.6,317.42,309.6,319.34,321.73,L8
2018-01-26 22:11:45+00:00,330.755,319.01,310.645,320.315,322.545,L8
2018-07-05 22:10:54+00:00,330.69666666666666,317.00333333333333,308.53333333333336,318.38,320.31,L8
2018-08-06 22:11:10+00:00,322.79499999999996,306.305,294.83000000000004,307.595,310.34,L8
2018-09-07 22:11:24+00:00,320.40333333333336,305.6466666666667,295.11,307.1033333333333,309.9866666666666,L8
2019-03-02 22:11:29+00:00,325.81,312.82,302.88,312.905,315.66999999999996,L8
2019-07-08 22:11:44+00:00,327.865,313.95,302.39,314.47,315.655,L8
2019-08-09 22:11:55+00:00,323.27,307.90333333333336,302.39,314.47,315.655,L8
2020-02-01 22:11:53+00:00,324.09000000000003,309.79499999999996,312.62,317.62,325.42,L8
2020-05-07 22:11:12+00:00,328.265,317.135,309.36,316.42,321.61,L8
2020-07-10 22:11:39+00:00,323.90000000000003,311.6066666666666,309.36,316.42,321.61,L8
2020-07-26 22:11:44+00:00,322.0525,310.17,305.03000000000003,313.6666666666667,317.62333333333333,L8
2020-12-17 22:12:09+00:00,316.20000000000005,303.17333333333335,296.37,308.305,310.885,L8
2021-02-03 22:11:56+00:00,316.92,303.11,,305.22,308.435,L8
2021-02-19 22:11:51+00:00,327.59000000000003,316.935,322.63,313.02666666666664,315.5133333333333,L8
2021-04-24 22:11:25+00:00,323.47333333333336,312.0833333333333,308.565,311.9975,314.76,L8
2021-07-13 22:11:43+00:00,329.53999999999996,317.74,306.82666666666665,313.48249999999996,315.1775,L8
2021-11-06 22:12:48+00:00,347.395,330.97,320.365,326.27,325.21000000000004,L9
2021-11-18 22:12:08+00:00,356.84,336.9766666666667,329.33,330.56,331.62666666666667,L8
2022-02-14 22:12:01+00:00,355.63000000000005,334.7633333333334,330.40333333333336,331.8,334.06666666666666,L9
2022-04-03 22:11:45+00:00,355.63000000000005,334.7633333333334,330.40333333333336,324.445,327.34499999999997,L9
2022-05-05 22:11:31+00:00,345.20500000000004,325.44500000000005,330.40333333333336,324.445,327.34499999999997,L9
2022-05-21 22:11:19+00:00,321.30333333333334,305.92,301.725,309.1333333333334,313.34,L9
2022-06-14 22:11:59+00:00,321.07,306.72749999999996,301.2733333333333,308.99,312.76,L8
2022-07-08 22:11:39+00:00,320.67600000000004,306.688,299.83,308.75,311.802,L9
2022-07-16 22:12:03+00:00,320.7916666666667,307.3566666666666,299.886,308.325,311.335,L8
2022-08-09 22:11:58+00:00,320.19,306.7928571428571,298.17,307.4114285714286,310.6657142857143,L9
2023-02-09 22:12:09+00:00,355.71,330.34,321.96,325.9,327.73,L8
2023-03-13 22:11:47+00:00,362.955,334.515,323.62,329.615,330.25,L8
2023-03-21 22:11:55+00:00,370.3033333333333,340.92,332.18333333333334,335.13,337.1766666666667,L9
2023-06-01 22:11:07+00:00,358.4925,332.15,322.73749999999995,326.33,329.66499999999996,L8
2023-06-09 22:11:12+00:00,351.29200000000003,325.89,316.846,322.636,325.402,L9
2023-07-27 22:11:26+00:00,346.0933333333333,322.675,313.7916666666667,319.65500000000003,322.49333333333334,L9
2023-08-20 22:11:47+00:00,339.5783333333333,317.94666666666666,308.23999999999995,315.25500000000005,318.70666666666665,L8
2023-11-08 22:11:57+00:00,324.004,307.74,298.08599999999996,306.81399999999996,310.24,L8
2023-11-24 22:12:03+00:00,326.03,309.60833333333335,300.1983333333333,309.1183333333333,312.3666666666667,L8
2024-01-11 22:11:56+00:00,325.8,310.644,300.39799999999997,310.99399999999997,313.818,L8
2024-02-04 22:12:07+00:00,335.814,317.116,306.59799999999996,316.616,318.082,L9
2024-02-28 22:11:48+00:00,340.6125,320.9025,311.085,316.446,318.216,L8
2024-03-07 22:12:00+00:00,343.586,321.36199999999997,311.87199999999996,317.5683333333333,319.6066666666666,L9
2024-04-16 22:11:19+00:00,339.11,317.6816666666667,311.87199999999996,315.5214285714286,318.2371428571428,L8
2024-05-10 22:11:24+00:00,336.2316666666667,314.2733333333333,310.945,314.43666666666667,317.4833333333333,L9
2024-06-11 22:11:06+00:00,333.87,312.2366666666666,308.1975,312.0166666666667,315.215,L9
2024-06-27 22:10:53+00:00,331.8528571428571,311.07,305.846,310.25714285714287,313.3457142857143,L9
2024-08-06 22:11:21+00:00,325.40833333333336,306.295,301.3425,306.125,309.915,L8
2024-11-18 22:11:59+00:00,319.92,304.09999999999997,296.7833333333333,304.5,306.5825,L9
2024-12-04 22:12:00+00:00,319.92,313.285,306.70500000000004,310.636,312.382,L9
2024-12-28 22:11:50+00:00,318.02,334.81666666666666,327.3066666666667,325.3875,325.78000000000003,L8
2025-01-05 22:11:55+00:00,317.06,326.2125,327.3066666666667,322.096,322.922,L9
2025-01-13 22:11:54+00:00,327.2966666666667,326.308,326.11,323.1016666666667,323.78333333333336,L8
2025-01-21 22:12:01+00:00,327.2966666666667,326.308,326.11,320.8157142857143,321.8357142857143,L9
2025-02-06 22:11:55+00:00,331.45,330.53000000000003,330.4925,323.1685714285714,324.3985714285714,L9
2025-04-27 22:11:32+00:00,331.45,330.53000000000003,330.4925,320.1775,322.08,L9
2025-05-21 22:11:16+00:00,327.2975,325.99,321.756,319.8525,321.8275,L8
2025-06-06 22:11:18+00:00,322.62,319.2683333333334,311.164,315.72125,318.00625,L8
2025-07-16 22:11:36+00:00,316.56,308.3075,294.21750000000003,307.025,309.61833333333334,L9
2025-07-24 22:11:41+00:00,317.496,308.77200000000005,296.092,307.4533333333333,309.27166666666665,L8
2025-08-01 22:11:42+00:00,317.395,307.84833333333336,295.89833333333337,306.9585714285714,308.57857142857137,L9
2025-08-09 22:11:49+00:00,315.165,304.9033333333333,293.69,304.8614285714286,306.0728571428572,L8
2025-10-04 22:12:06+00:00,315.165,304.9033333333333,294.11571428571426,304.65250000000003,306.08125,L9
2025-11-05 22:12:10+00:00,318.90285714285716,308.3614285714285,297.305,307.8175,308.41875000000005,L9
2025-11-13 22:12:04+00:00,320.885,310.05,299.04555555555555,309.4122222222222,310.0422222222222,L8
