dates,satname,nzd0099-0000,nzd0099-0001,nzd0099-0002,nzd0099-0003,nzd0099-0004
2015-07-29 22:11:25.856000,L8,336.42,322.29,307.92,320.40,320.65
2015-12-20 22:11:57.501000,L8,323.54,314.02,306.98,318.16,321.34
2016-01-21 22:11:54.068000,L8,,,,306.10,313.74
2016-02-22 22:11:42.580000,L8,316.71,304.20,292.92,305.64,309.71
2016-03-09 22:11:40.902000,L8,322.87,310.75,297.58,311.48,311.62
2016-03-25 22:11:32.353000,L8,,,,298.23,303.07
2016-04-26 22:11:21.230000,L8,322.26,307.81,297.03,310.24,310.17
2016-05-12 22:11:20.683000,L8,320.11,308.23,295.64,309.27,312.05
2016-07-15 22:11:46.335000,L8,322.02,307.42,294.40,310.72,309.94
2016-08-16 22:11:53.694000,L8,322.82,311.15,303.11,311.17,311.77
2016-11-20 22:12:09.409000,L8,371.48,337.43,344.70,337.21,338.43
2017-06-16 22:11:31.847000,L8,319.85,308.05,293.06,310.86,309.16
2018-01-10 22:11:54.118000,L8,328.60,317.42,309.60,319.34,321.73
2018-01-26 22:11:45.215000,L8,332.91,320.60,311.69,321.29,323.36
2018-04-16 22:11:06.667000,L8,314.85,299.81,,,
2018-07-05 22:10:54.795000,L8,330.58,312.99,304.31,314.51,315.84
2018-08-06 22:11:10.291000,L8,315.01,299.62,285.35,300.68,304.84
2018-09-07 22:11:24.397000,L8,315.62,304.33,295.67,306.12,309.28
2019-02-14 22:11:33.473000,L8,331.97,318.08,311.28,317.70,321.83
2019-03-02 22:11:29.304000,L8,336.00,321.31,310.09,319.69,322.06
2019-07-08 22:11:44.725000,L8,319.73,306.59,294.69,309.25,309.25
2019-08-09 22:11:55.358000,L8,314.08,295.81,,,
2020-01-16 22:11:59.041000,L8,,,,311.10,312.76
2020-02-01 22:11:53.781000,L8,334.10,323.78,312.62,317.62,325.42
2020-05-07 22:11:12.613000,L8,322.43,310.49,306.10,315.22,317.80
2020-07-10 22:11:39.723000,L8,315.17,300.55,,,
2020-07-26 22:11:44.648000,L8,316.51,305.86,296.37,308.16,309.65
2020-08-27 22:11:56.368000,L8,423.45,380.55,340.95,327.39,396.00
2020-12-17 22:12:09.375000,L8,316.92,303.11,,308.45,312.12
2021-02-03 22:11:56.237000,L8,,,,301.99,304.75
2021-02-19 22:11:51.945000,L8,338.26,330.76,322.63,328.64,329.67
2021-03-23 22:11:37.336000,L8,324.24,314.00,308.33,319.72,321.21
2021-04-24 22:11:25.382000,L8,315.24,302.38,294.50,308.91,312.50
2021-07-13 22:11:43.513000,L8,335.12,320.08,303.35,314.39,313.79
2021-10-17 22:12:14.625000,L8,312.89,303.31,293.25,304.81,297.13
2021-11-06 22:12:48.299000,L9,359.67,341.86,337.38,338.15,336.63
2021-11-18 22:12:08.776000,L8,375.73,348.99,347.26,339.14,344.46
2022-02-14 22:12:01.049000,L9,331.49,313.44,306.57,318.11,321.11
2022-04-03 22:11:45.362000,L9,,,,302.38,307.18
2022-05-05 22:11:31.114000,L9,313.93,297.49,,,
2022-05-21 22:11:19.594000,L9,318.49,306.83,296.88,306.91,311.73
2022-06-14 22:11:59.156000,L8,320.37,309.15,300.37,308.56,311.02
2022-07-08 22:11:39.226000,L9,319.10,306.53,295.50,307.79,307.97
2022-07-16 22:12:03.012000,L8,321.37,310.70,300.11,306.20,309.00
2022-08-09 22:11:58.475000,L9,316.58,303.41,289.59,301.93,306.65
2023-02-09 22:12:09.040000,L8,355.71,330.34,321.96,325.90,327.73
2023-03-13 22:11:47.152000,L8,370.20,338.69,325.28,333.33,332.77
2023-03-21 22:11:55.188000,L9,385.00,353.73,349.31,346.16,351.03
2023-06-01 22:11:07.279000,L8,323.06,305.84,294.40,299.93,307.13
2023-06-09 22:11:12.914000,L9,322.49,300.85,293.28,307.86,308.35
2023-06-17 22:11:17.056000,L8,386.86,347.72,358.92,388.38,454.08
2023-07-27 22:11:26.959000,L9,320.10,306.60,298.52,304.75,307.95
2023-08-20 22:11:47.546000,L8,316.62,301.97,288.65,299.50,305.01
2023-08-28 22:11:44.258000,L9,313.96,298.98,289.09,,
2023-09-13 22:11:53.459000,L9,,320.70,311.51,315.43,316.03
2023-10-15 22:12:03.081000,L9,331.25,317.97,313.97,318.36,319.88
2023-11-08 22:11:57.030000,L8,337.75,323.44,315.58,322.03,322.76
2023-11-24 22:12:03.999000,L8,336.16,318.95,310.76,320.64,323.00
2024-01-11 22:11:56.446000,L8,318.37,302.26,288.48,308.05,310.37
2024-02-04 22:12:07.739000,L9,370.17,338.96,329.52,332.86,329.27
2024-02-20 22:11:56.095000,L9,335.92,319.83,312.19,318.69,321.30
2024-02-28 22:11:48.245000,L8,,,,298.65,305.68
2024-03-07 22:12:00.069000,L9,355.48,323.20,315.02,323.18,326.56
2024-04-16 22:11:19.307000,L8,316.73,299.28,297.06,303.24,310.02
2024-05-10 22:11:24.784000,L9,320.48,302.99,,,
2024-05-26 22:11:12.218000,L9,363.09,343.34,324.05,334.44,332.25
2024-06-11 22:11:06.286000,L9,321.99,306.73,299.77,306.12,309.39
2024-06-27 22:10:53.037000,L9,319.75,304.07,296.44,299.70,302.13
2024-08-06 22:11:21.454000,L8,318.02,301.50,294.14,305.86,305.71
2024-11-18 22:11:59.014000,L9,,,,306.32,309.10
2024-12-04 22:12:00.480000,L9,352.31,340.84,336.47,335.18,335.58
2024-12-28 22:11:50.695000,L8,370.36,362.11,351.31,354.19,352.73
2025-01-05 22:11:55.058000,L9,316.10,300.40,,308.93,311.49
2025-01-13 22:11:54.516000,L8,347.77,326.69,322.52,328.13,328.09
2025-01-21 22:12:01.239000,L9,,,,307.10,310.15
2025-02-06 22:11:55.429000,L9,330.48,322.61,311.67,322.33,323.65
2025-03-26 22:11:41.456000,L9,330.48,317.87,307.20,319.97,322.20
2025-04-27 22:11:32.816000,L9,,,,299.24,305.85
2025-05-21 22:11:16.046000,L8,314.84,303.29,286.81,303.72,307.08
2025-06-06 22:11:18.842000,L8,303.91,300.51,283.51,302.13,305.01
2025-06-30 22:11:31.747000,L9,317.07,306.09,,,
2025-07-16 22:11:36.965000,L9,317.01,306.82,294.88,307.63,305.97
2025-07-24 22:11:41.941000,L8,321.24,310.63,303.59,309.67,308.07
2025-08-01 22:11:42.925000,L9,316.89,303.23,294.93,303.99,304.42
2025-08-09 22:11:49.526000,L8,317.10,304.94,298.42,307.65,306.11
2025-10-04 22:12:06.102000,L9,,,296.67,303.19,306.14
2025-11-05 22:12:10.440000,L9,341.33,329.11,319.63,324.56,324.55
2025-11-13 22:12:04.594000,L8,334.76,321.87,312.97,322.17,323.03
