dates,nzd0306-0000,nzd0306-0001,nzd0306-0002,nzd0306-0003,nzd0306-0004,nzd0306-0005,nzd0306-0006,nzd0306-0007,nzd0306-0008,nzd0306-0009,nzd0306-0010,nzd0306-0011,nzd0306-0012,nzd0306-0013,nzd0306-0014,nzd0306-0015,nzd0306-0016,nzd0306-0017,nzd0306-0018,nzd0306-0019,nzd0306-0020,nzd0306-0021,nzd0306-0022,nzd0306-0023,nzd0306-0024,nzd0306-0025,nzd0306-0026,nzd0306-0027,nzd0306-0028,nzd0306-0029,nzd0306-0030,nzd0306-0031,nzd0306-0032,nzd0306-0033,nzd0306-0034,nzd0306-0035,nzd0306-0036,nzd0306-0037,nzd0306-0038
2006-02-28 21:51:28+00:00,380.55499999999995,368.245,369.2966666666666,372.8233333333333,369.01000000000005,,367.53,362.88999999999993,360.67333333333335,369.58000000000004,362.44500000000005,363.355,361.3066666666666,360.0325,355.435,340.8975,336.70799999999997,317.21750000000003,301.82,281.38,258.615,243.0075,256.045,311.454,329.098,342.15,346.62,351.3525,354.6425,360.105,365.29249999999996,351.56399999999996,355.7275,358.98,365.515,360.055,356.224,355.4825,364.38
2006-03-09 21:45:28+00:00,378.68199999999996,365.86800000000005,367.9875,372.8233333333333,369.01000000000005,,367.53,362.88999999999993,360.67333333333335,369.58000000000004,363.20200000000006,362.938,360.9625,357.97,354.68199999999996,339.28599999999994,335.3483333333333,315.398,301.37,282.304,260.48400000000004,243.796,256.62,311.18,329.42333333333335,341.8383333333333,346.45,350.356,353.7,358.446,363.318,350.36833333333334,356.212,359.936,365.946,361.01800000000003,356.06333333333333,355.99,363.66
2006-06-13 21:47:01+00:00,374.17333333333335,359.5466666666667,359.12600000000003,357.1275,369.01000000000005,292.55,367.53,344.87249999999995,360.67333333333335,369.58000000000004,363.20200000000006,362.938,360.9625,357.97,354.68199999999996,328.89666666666665,335.3483333333333,315.398,301.37,275.97166666666664,260.48400000000004,239.67499999999998,250.46142857142857,305.794,319.67333333333335,334.20666666666665,341.34833333333336,345.03999999999996,348.87999999999994,358.446,357.84999999999997,345.36571428571426,351.7833333333333,356.1816666666667,359.5733333333333,355.18333333333334,348.03666666666663,346.478,356.97333333333336
2006-07-22 21:53:46+00:00,369.93666666666667,353.78666666666663,349.476,343.7875,368.475,306.51,,333.07,363.875,370.42,364.93,363.6375,362.18333333333334,355.87,353.46999999999997,319.37,335.582,312.73750000000007,299.1925,274.078,261.225,236.18833333333336,249.3685714285714,307.41999999999996,315.085,331.8883333333333,337.1716666666667,339.7366666666667,343.9066666666667,352.854,352.605,342.1042857142857,347.92,357.26200000000006,358.694,355.73999999999995,348.20599999999996,342.474,357.24000000000007
2006-08-23 21:54:11+00:00,365.4625,347.47749999999996,336.5266666666667,315.47,,306.51,,301.94500000000005,,,365.82500000000005,360.43,357.63,349.1966666666667,352.4866666666667,311.704,329.3233333333333,310.18333333333334,299.34999999999997,273.6175,262.06333333333333,234.61999999999998,246.592,306.9566666666667,313.73400000000004,327.1575,333.335,334.9475,340.2225,348.1233333333333,349.8,337.58,348.844,355.3166666666668,354.05,351.5866666666666,340.9166666666666,342.6,349.9033333333334
2006-09-01 21:48:07+00:00,359.14000000000004,339.21,341.0825,329.1133333333333,353.63,306.51,,317.24333333333334,349.92,,359.54,354.03666666666663,354.26,339.56,344.9633333333333,305.01800000000003,323.31,305.5933333333333,294.8333333333333,271.3675,256.25,234.92200000000003,247.42399999999998,307.72,313.162,327.6725,329.9375,334.1625,333.9466666666667,346.0366666666667,348.88,337.696,349.78,350.5850000000001,352.70000000000005,350.50333333333333,340.67333333333335,342.716,343.6500000000001
2006-12-13 21:55:19+00:00,354.6,333.33,338.29499999999996,338.65,353.63,320.47,,332.43666666666667,349.92,,340.05,338.82,338.01666666666665,327.6933333333333,329.18333333333334,305.1000000000001,308.47,295.83,283.22,267.40000000000003,247.53,229.83,239.815,306.675,314.32,331.03000000000003,329.07000000000005,335.9100000000001,309.96000000000004,343.1500000000001,352.8233333333333,342.91333333333336,345.53249999999997,326.03,346.255,339.73,333.30999999999995,339.835,318.5
2007-01-30 21:55:36+00:00,379.17,367.22,356.53499999999997,359.4,357.46500000000003,360.92,368.29,346.02666666666664,350.49,372.59,347.68,344.74,344.37749999999994,334.7875,334.7775,319.5366666666667,313.9275,297.9625,284.8775,268.15,252.04500000000002,234.9725,240.695,303.2766666666667,324.3833333333333,340.865,345.715,352.48,324.33000000000004,355.025,358.14000000000004,345.33,347.27,336.985,349.6833333333334,341.9866666666667,336.86999999999995,347.03000000000003,318.5
2007-02-08 21:49:26+00:00,373.87,364.025,358.7266666666667,360.76,360.03999999999996,362.77,369.31,349.765,354.44,369.89,351.08,348.578,347.508,338.196,338.902,324.84000000000003,317.33000000000004,301.946,288.912,271.942,258.576,239.58800000000002,245.45999999999998,307.8775,327.1125,345.97,346.1166666666666,353.21000000000004,335.80333333333334,355.7,361.115,345.395,349.78599999999994,347.5466666666666,355.02500000000003,348.6975,342.71,349.892,346.20500000000004
2008-01-10 21:45:41+00:00,355.87,345.41,354.2,358.45,350.93,358.47,360.4,,,,,349.21,348.69,338.57,341.25,318.74,313.3,295.4,278.95,264.95,254.3,251.39,,,,,338.39,347.29,350.82,356.18,358.94,345.41,355.43,360.28,363.56,,,,
2011-01-02 21:44:23+00:00,365.07,357.77,,362.38,357.71,,,360.24,,,361.37,363.03,359.97,350.8,343.45,324.19,321.6,306.34,290.49,269.01,254.88,248.14,254.62,306.31,329.45,339.88,341.96,344.08,340.37,344.27,350.96,337.84,345.85,351.64,,361.38,348.65,353.05,358.08
2011-01-18 21:44:24+00:00,362.51,354.36,,361.33500000000004,357.71,,,360.295,,,361.525,365.28999999999996,360.46500000000003,354.775,349.17499999999995,329.07,321.635,310.87,290.375,270.6,256.66999999999996,242.47,255.3,311.16999999999996,333.24,344.155,349.22,351.885,349.005,349.53999999999996,355.39,344.53999999999996,345.85,351.64,,361.38,348.65,356.905,358.08
2011-01-25 21:50:35+00:00,362.51,354.36,,361.33500000000004,357.71,,,360.295,,,361.525,365.28999999999996,360.46500000000003,354.775,349.17499999999995,329.07,321.635,310.87,290.375,270.6,256.66999999999996,242.47,255.3,319.6166666666666,333.24,344.155,354.44,356.58,355.4533333333334,349.53999999999996,355.39,344.53999999999996,345.85,351.64,,361.38,352.67499999999995,357.31333333333333,362.16999999999996
2013-06-07 22:02:40+00:00,341.89,335.0,325.56,317.33,317.03,320.06,330.6,,,329.24,,,324.07,,,304.51,301.17,294.69,284.46,266.18,215.01,236.68,258.76,300.11,320.84,342.9,339.72,351.85,352.67,352.8,359.71,340.82,361.55,,359.41,347.86,344.8,346.82,356.56
2013-06-16 21:56:25+00:00,337.085,320.11,319.325,302.37,285.605,320.06,330.6,,,329.24,,,324.07,,,304.51,301.17,294.69,284.46,266.18,203.54500000000002,226.005,243.445,292.40999999999997,307.59,325.495,326.12,334.365,332.36,336.20500000000004,342.64,326.91999999999996,344.08500000000004,325.89,342.81500000000005,335.46500000000003,331.4,334.325,344.03
2013-06-23 22:02:34+00:00,337.0733333333333,316.9166666666667,317.33666666666664,299.9866666666667,280.35999999999996,320.06,330.6,,,329.24,,,324.07,,,304.51,301.17,294.69,284.46,266.18,203.54500000000002,226.005,243.445,286.49666666666667,301.9166666666667,318.1666666666667,318.8533333333333,327.63000000000005,326.41,330.9533333333333,336.42,319.99,337.34,323.91999999999996,336.8933333333334,329.66,325.57666666666665,329.24333333333334,338.7266666666667
2013-07-25 22:02:37+00:00,336.095,317.2025,317.405,300.5775,284.4875,309.91999999999996,330.6,,,317.05,,,324.07,,,304.51,301.17,294.69,265.315,250.985,203.92666666666665,222.02,230.84333333333333,282.6,298.03499999999997,316.0475,309.0575,320.2925,318.885,328.805,333.58,317.4975,334.6275,324.9733333333333,334.14250000000004,327.48,325.415,329.13,336.0575
2013-11-23 21:56:03+00:00,336.095,317.2025,317.405,300.5775,284.4875,309.91999999999996,330.6,,,317.05,,,324.07,,,304.51,301.17,294.69,265.315,250.985,203.92666666666665,222.02,230.84333333333333,282.6,298.03499999999997,327.246,309.0575,320.2925,318.885,328.805,333.58,317.4975,334.6275,340.35749999999996,334.14250000000004,335.81399999999996,325.415,329.13,336.0575
2013-11-30 22:02:16+00:00,340.012,317.2025,317.405,300.5775,284.4875,309.91999999999996,340.3,346.42,345.87,327.5366666666667,346.49,346.4,337.23,349.31,,305.095,297.515,287.185,265.46999999999997,248.50666666666666,206.24,225.43,237.39,281.858,304.092,328.04833333333335,312.498,324.98400000000004,325.13,332.52,336.92600000000004,320.13599999999997,337.982,343.444,337.36199999999997,336.99833333333333,328.166,332.022,337.744
2013-12-16 22:02:09+00:00,344.85749999999996,314.29499999999996,315.48499999999996,298.78499999999997,283.37,299.78,352.28999999999996,349.58000000000004,349.945,336.50333333333333,351.625,350.585,350.66999999999996,347.01,328.45,306.17,295.245,280.845,259.7133333333333,241.62,209.89666666666665,229.0666666666667,238.00333333333333,277.74,303.2425,327.954,307.5,321.765,322.9,332.9025,335.8,319.1825,337.42499999999995,348.98199999999997,335.6625,338.28,328.37750000000005,332.6775,335.6775
2014-02-11 21:55:20+00:00,355.22,,,,,,352.28999999999996,349.58000000000004,353.5833333333333,352.325,357.53999999999996,356.17333333333335,350.66999999999996,347.01,347.04999999999995,324.9666666666667,304.79,280.845,266.485,244.53500000000003,212.5,235.63666666666666,255.33,290.3233333333333,326.89,344.45750000000004,332.7133333333333,348.31333333333333,340.39,354.92,357.32666666666665,336.9266666666667,356.66333333333336,366.45000000000005,353.57,353.87,344.5733333333333,346.46999999999997,348.9766666666667
2014-03-06 22:01:13+00:00,353.58500000000004,338.07,347.7,352.25,,,352.28999999999996,348.76666666666665,353.23,353.51,358.58500000000004,356.17333333333335,350.66999999999996,349.07666666666665,349.39000000000004,329.2825,311.3575,280.845,266.485,244.53500000000003,212.5,238.13,260.1825,300.29499999999996,329.4675,344.182,335.865,349.9475,340.39,354.92,357.32666666666665,336.9266666666667,356.66333333333336,366.45000000000005,353.57,353.87,344.5733333333333,347.1725,348.67
2014-05-09 22:00:15+00:00,350.652,335.57,336.18,335.625,318.95,327.69,349.71000000000004,341.77250000000004,352.004,348.53,350.04,345.9075,348.34999999999997,340.205,340.7625,323.962,307.508,281.33,268.25666666666666,244.54000000000005,214.03,240.22600000000003,258.61,298.57,323.512,339.0516666666667,332.178,343.772,331.29,349.19,351.39750000000004,333.6525,353.155,363.80400000000003,349.65250000000003,350.856,342.565,345.86,347.648
2014-05-18 21:53:59+00:00,342.2816666666667,327.06,327.99,319.3633333333333,318.95,327.69,349.71000000000004,333.71,352.004,348.53,350.04,345.9075,348.34999999999997,340.205,340.7625,323.962,307.508,281.33,268.25666666666666,244.54000000000005,214.03,240.22600000000003,258.61,298.57,323.512,339.0516666666667,332.178,333.2316666666666,331.29,349.19,351.39750000000004,333.6525,353.155,363.80400000000003,342.386,343.8016666666667,335.908,340.5333333333333,343.58666666666664
2014-05-25 22:00:10+00:00,342.26000000000005,330.4975,327.525,319.855,320.91999999999996,331.27,349.36,331.51500000000004,350.41833333333335,346.746,343.80833333333334,339.57,350.5725,334.952,336.52799999999996,321.1166666666667,305.64166666666665,282.5925,270.275,245.35250000000002,215.16250000000002,241.08333333333334,257.53000000000003,297.34999999999997,320.18833333333333,331.4883333333333,331.7366666666667,335.29285714285714,336.035,347.078,349.918,334.49399999999997,351.06800000000004,357.37,342.386,340.22499999999997,336.82,341.6328571428571,343.58666666666664
2014-07-05 21:54:17+00:00,336.34833333333336,328.04200000000003,324.684,313.52,320.91999999999996,331.27,346.43000000000006,317.584,350.6550000000001,343.02666666666664,339.9,332.22666666666663,350.475,326.91333333333336,338.54749999999996,328.59000000000003,310.84,284.3399999999999,274.06499999999994,246.17000000000002,217.82500000000005,243.3375,259.20250000000004,297.29,314.562,327.06,329.664,330.90833333333336,331.68,339.95,343.1975,328.52750000000003,343.4475,348.7625,335.1275,335.058,332.174,337.73,340.304
2014-07-12 22:00:31+00:00,336.34833333333336,331.455,328.455,313.52,320.91999999999996,331.27,346.43000000000006,317.584,350.6550000000001,343.02666666666664,335.51599999999996,329.3175,350.475,326.91333333333336,338.54749999999996,328.59000000000003,310.84,284.3399999999999,274.06499999999994,246.17000000000002,217.82500000000005,243.3375,258.504,298.91,318.56,331.56666666666666,334.26,330.90833333333336,331.68,339.95,348.356,332.988,343.4475,348.7625,335.1275,335.058,332.174,337.73,340.304
2014-08-06 21:54:29+00:00,337.7628571428572,333.89,331.3828571428571,313.52,320.91999999999996,331.27,346.43000000000006,320.2683333333333,350.6550000000001,343.02666666666664,333.3566666666667,329.3175,350.475,332.33,343.446,326.13,310.452,288.81,278.1433333333334,250.5533333333333,218.7166666666667,242.416,257.6383333333334,299.37142857142857,320.1642857142857,333.2,336.63142857142856,334.05428571428575,338.56,343.328,350.2316666666666,334.015,347.65,351.402,338.83000000000004,337.27333333333337,334.5733333333333,339.0828571428571,340.304
2014-08-13 22:00:42+00:00,337.34000000000003,336.0175,334.00875,313.52,320.91999999999996,336.99333333333334,346.43000000000006,323.5942857142857,347.2533333333334,345.8275,326.154,316.64,353.67,337.268,342.928,317.0225,315.144,300.84499999999997,278.1433333333334,250.5533333333333,218.7166666666667,244.57999999999998,257.642,301.78285714285715,321.00428571428574,334.92857142857144,337.8742857142857,333.4428571428571,344.9125,341.0,348.4466666666667,336.10166666666663,347.332,350.28599999999994,337.794,336.71500000000003,334.59166666666664,336.1683333333333,335.28249999999997
2014-09-07 21:54:36+00:00,337.79,335.72428571428566,334.2375,314.078,320.91999999999996,336.99333333333334,346.43000000000006,323.52714285714285,344.7950000000001,342.4766666666667,317.26250000000005,316.64,353.67,333.28249999999997,343.374,310.6625,310.90999999999997,299.27599999999995,279.2975,252.435,218.2975,242.485,254.12600000000003,297.8542857142857,320.21857142857147,334.4871428571428,337.22285714285715,332.9871428571428,345.742,344.24499999999995,350.30428571428575,336.5957142857143,349.6016666666667,351.88166666666666,340.47499999999997,339.25857142857143,336.18285714285713,336.22,331.1266666666666
2014-09-23 21:54:33+00:00,337.79,335.72428571428566,334.2375,314.078,320.91999999999996,336.99333333333334,346.43000000000006,323.52714285714285,344.7950000000001,342.4766666666667,317.26250000000005,316.64,353.67,333.28249999999997,343.374,318.87399999999997,310.90999999999997,299.27599999999995,279.2975,252.435,218.2975,243.81199999999998,254.73333333333335,298.81,320.21857142857147,335.95875,339.45,336.48875,348.5733333333333,347.17571428571426,351.80625000000003,337.5525,351.0942857142857,352.73285714285714,342.9114285714286,341.4175,336.18285714285713,338.5185714285714,331.1266666666666
2015-04-03 21:53:50+00:00,322.05,315.04,316.29,317.72,313.37,320.39,327.53,312.13,309.76,326.15,313.88,316.93,319.41,310.53,306.39,,289.34,276.9,250.39,236.55,217.15,226.95,230.17,271.4,,305.69,307.76,317.92,,320.79,325.64,310.5,315.18,,320.14,316.52,317.42,319.89,334.31
2015-05-05 21:53:36+00:00,332.88,324.265,322.52,326.83000000000004,330.345,327.62,327.53,318.15999999999997,309.76,326.15,317.355,320.94,328.79,313.645,315.71500000000003,,294.55499999999995,283.13,263.94,244.38,219.185,231.28,242.12,280.49,342.39,325.505,326.095,336.935,357.24,338.70000000000005,342.825,326.425,333.365,356.6,337.32,331.78,331.0,332.16999999999996,344.41999999999996
2015-05-21 21:53:31+00:00,322.7033333333333,319.0933333333333,319.2866666666667,312.9766666666667,330.345,327.62,327.53,318.15999999999997,309.76,312.995,317.355,320.94,328.79,298.2233333333333,315.71500000000003,,294.55499999999995,283.13,263.94,244.38,219.185,231.28,242.12,272.78666666666663,311.105,312.2633333333333,313.7,328.1566666666667,330.185,338.70000000000005,342.825,326.425,322.14000000000004,331.37,337.32,308.0833333333333,331.0,332.16999999999996,344.41999999999996
2015-07-15 22:00:12+00:00,318.2175,316.54,317.0175,306.58,330.345,327.62,327.53,307.23,309.76,312.995,317.355,320.94,328.79,293.0475,315.71500000000003,,294.55499999999995,283.13,263.94,244.38,210.37,221.36333333333334,242.12,269.95,301.03666666666663,306.05,305.95,322.5925,320.59,338.70000000000005,342.825,326.425,318.04,323.6666666666667,329.02,301.775,331.0,324.5333333333333,335.8666666666666
2015-07-24 21:54:04+00:00,315.05,314.086,315.68,301.838,330.345,327.62,327.53,307.23,309.76,305.2133333333333,317.355,320.94,328.79,293.0475,315.71500000000003,,294.55499999999995,283.13,263.94,244.38,210.37,221.36333333333334,242.12,268.07399999999996,295.28999999999996,301.868,301.084,319.554,315.365,338.70000000000005,332.67,326.425,314.01599999999996,318.93,329.02,295.366,331.0,324.5333333333333,335.8666666666666
2016-01-16 21:54:33+00:00,302.38,304.27,310.33,282.87,,,,315.48,338.0,308.49,313.99,318.4,320.63,311.4,307.48,,285.44,273.42,241.75,,214.56,,246.09,265.015,280.685,293.78,295.185,313.645,307.195,324.63,318.99,313.92,309.505,312.53,326.76,297.645,319.38,324.16,336.4
2016-01-23 22:00:44+00:00,353.29,345.35,346.04,,,,,315.48,344.475,343.05499999999995,336.39,340.105,320.63,311.4,307.48,360.19,285.44,273.42,241.75,,214.56,,248.20499999999998,277.45,301.66999999999996,302.42,308.75,319.89,314.7,324.63,325.62,313.92,321.09,320.34,341.875,331.925,319.38,330.795,341.475
2016-02-24 22:00:32+00:00,337.44500000000005,339.02,338.68,354.29,343.38,331.49,332.79,317.76,342.9866666666667,348.8433333333333,330.56333333333333,337.68333333333334,322.23,313.465,309.70500000000004,331.28,288.31,277.04,252.45,240.48,215.2,247.67,250.09666666666666,277.7633333333333,299.52,305.54,309.995,320.015,316.97,327.65,333.3,317.25,326.25,328.84,337.24,329.55,319.84000000000003,328.83,341.72333333333336
2016-03-04 21:54:21+00:00,331.50666666666666,342.31333333333333,342.3533333333333,355.555,348.395,342.815,345.20500000000004,327.8866666666667,345.6075,346.4675,327.58000000000004,344.16499999999996,322.23,313.465,323.03333333333336,322.43,289.7133333333333,278.47,255.92999999999998,240.375,216.02666666666667,248.98,252.295,279.59749999999997,298.47,307.45,309.995,320.015,316.97,342.06333333333333,346.50666666666666,317.25,326.25,338.3933333333333,339.6925,334.055,324.81333333333333,329.1275,341.72333333333336
2016-03-20 21:54:15+00:00,330.2875,344.39,342.2025,353.6566666666667,350.15000000000003,348.07,350.42,333.89250000000004,347.964,350.61199999999997,327.58000000000004,348.82399999999996,322.23,313.465,333.875,324.34000000000003,289.7133333333333,278.47,255.92999999999998,240.375,216.02666666666667,248.98,252.04000000000002,282.408,298.47,307.45,309.995,320.015,316.97,348.44,352.0825,329.78333333333336,326.25,338.3933333333333,339.6925,334.055,328.21,329.1275,341.72333333333336
2016-04-21 21:54:00+00:00,330.598,340.504,337.61,344.89,340.7925,341.1775,344.4525,329.604,341.8066666666667,346.16499999999996,324.46400000000006,343.31666666666666,321.05,312.4633333333333,328.796,319.678,289.65,278.55,258.225,240.11,217.1,247.90333333333334,251.46,283.82,297.8,308.6375,310.5133333333333,322.12666666666667,318.1466666666667,345.406,349.884,327.7425,330.21666666666664,337.2475,337.948,332.786,327.412,328.856,341.72333333333336
2016-04-28 22:00:13+00:00,330.71,336.32166666666666,334.09499999999997,338.88,334.918,336.664,340.48400000000004,326.18833333333333,336.4557142857143,342.61857142857144,321.96,339.21714285714285,320.03,311.47999999999996,325.0416666666667,315.9583333333333,289.38599999999997,278.642,258.88599999999997,240.2675,217.02200000000002,246.83249999999998,251.15142857142857,283.73999999999995,297.32166666666666,308.588,310.3275,321.64,317.9475,341.94,346.33,325.37800000000004,334.46,333.96999999999997,335.67,330.8016666666667,325.53000000000003,327.88166666666666,340.67
2016-06-15 22:00:21+00:00,332.17,336.45142857142855,332.5457142857143,335.5,331.5183333333334,334.01166666666666,339.4116666666667,324.7,333.71625,340.695,320.45285714285717,336.15375,323.116,311.974,324.3757142857143,315.0214285714286,289.38599999999997,278.642,258.88599999999997,240.2675,217.02200000000002,246.83249999999998,251.15142857142857,286.3875,297.32166666666666,308.588,310.3275,321.64,317.9475,341.94,347.87142857142857,327.7916666666667,339.82399999999996,333.96999999999997,338.15142857142854,331.84285714285716,327.50428571428574,329.52,340.67
2016-07-01 22:00:30+00:00,333.22125,336.77,332.03125,333.9214285714285,330.7442857142857,334.01166666666666,339.4116666666667,324.36,335.2011111111111,339.93666666666667,319.68,334.71555555555557,323.116,318.3533333333333,327.46375,316.80125,293.67333333333335,284.3433333333333,263.2816666666667,243.18,217.69500000000002,246.56799999999998,250.7625,288.99555555555554,300.8671428571429,314.72499999999997,318.236,328.386,326.65,345.0671428571428,349.87125000000003,329.99285714285713,339.82399999999996,333.96999999999997,338.15142857142854,331.84285714285716,329.385,331.95875,340.67
2016-08-27 21:54:38+00:00,335.1285714285714,336.02,332.89142857142855,334.2128571428571,332.83,334.51599999999996,343.33666666666664,326.56,331.30833333333334,335.4833333333333,313.15,333.2316666666667,323.70666666666665,327.982,338.0057142857143,317.1471428571429,303.746,290.12800000000004,272.13399999999996,246.436,218.91199999999998,247.13000000000002,252.7733333333333,295.9785714285714,311.402,327.45,331.5925,341.18,340.9025,352.23,355.76000000000005,335.9483333333333,349.35749999999996,337.39,340.51,336.2,334.59857142857146,336.66333333333336,337.51
2016-09-12 21:54:42+00:00,340.3342857142857,337.24666666666667,333.94714285714286,334.5657142857143,333.5757142857143,329.61,340.47999999999996,327.27833333333336,326.876,334.712,319.842,327.15600000000006,323.70666666666665,332.01,339.2157142857142,323.60714285714283,304.42600000000004,291.992,275.166,249.32600000000002,219.56799999999998,245.294,251.48833333333334,297.7916666666667,315.4225,335.30600000000004,331.5925,341.18,340.9025,348.498,352.90000000000003,336.81714285714287,349.35749999999996,327.335,342.212,336.93199999999996,334.57166666666666,339.81333333333333,344.355
2017-01-09 22:00:50+00:00,355.5450000000001,354.41999999999996,354.22,357.81000000000006,357.32,353.27,356.34,351.145,,357.64,352.09,,,354.43499999999995,362.01666666666665,354.06,314.615,294.65500000000003,281.965,255.74000000000004,220.65666666666667,244.2266666666667,253.37333333333336,304.18,358.33000000000004,356.8066666666667,357.635,363.28999999999996,365.45000000000005,360.395,362.88,345.19666666666666,350.81,,353.84,348.98999999999995,346.79,351.18333333333334,351.2
2017-02-03 21:54:29+00:00,342.59666666666664,338.94666666666666,342.04333333333335,345.6466666666667,347.0425,350.07,353.375,339.06666666666666,315.35,342.005,333.07,316.8,321.22,341.31666666666666,362.01666666666665,354.06,306.98333333333335,289.85999999999996,275.3333333333333,250.07000000000002,220.1275,243.16,252.21500000000003,292.43,358.33000000000004,356.8066666666667,357.635,363.28999999999996,365.45000000000005,360.395,353.8833333333334,338.735,349.635,356.23,347.02,351.4466666666667,338.995,344.655,349.365
2017-03-30 22:00:14+00:00,342.155,330.28999999999996,317.69,321.32,345.21999999999997,350.07,356.38,342.05999999999995,340.345,351.16333333333336,314.05,343.70500000000004,347.83000000000004,344.015,366.22,368.26,291.72,280.27,262.07,238.73,220.38,240.52499999999998,248.42500000000004,280.68,371.78,364.46,366.23,370.53999999999996,373.395,370.78999999999996,351.85,346.6133333333334,348.46,356.23,342.655,356.36,339.44,339.44999999999993,347.53
2017-04-08 21:53:59+00:00,343.8333333333333,335.92333333333335,327.53,321.32,345.9525,352.32666666666665,356.38,342.6975,344.55,350.77250000000004,315.175,345.37000000000006,353.44000000000005,349.0933333333333,350.05333333333334,368.26,295.83500000000004,285.1,267.18,241.255,219.5,239.18999999999997,249.23666666666668,288.89,352.72,356.05,357.3066666666667,363.7833333333333,367.58,364.6133333333333,353.21999999999997,345.145,351.65,357.32500000000005,346.2033333333334,352.07,339.44,339.44999999999993,350.655
2017-04-15 22:00:06+00:00,346.47,339.67,333.8533333333333,334.49,346.63199999999995,352.51,353.88000000000005,343.962,346.9925,351.79200000000003,315.175,346.705,355.34000000000003,350.895,351.065,362.57666666666665,295.83500000000004,285.1,267.18,241.255,219.5,241.6025,253.6875,298.09666666666664,352.77250000000004,354.6475,356.6875,361.815,364.6775,361.825,353.0625,344.316,351.97333333333336,356.4066666666667,347.4675,352.07,339.44,339.44999999999993,352.1666666666667
2017-04-24 21:53:49+00:00,345.56,341.02200000000005,332.155,332.67,343.04333333333335,348.948,350.89,340.5833333333333,343.79,348.925,308.79333333333335,349.198,352.946,345.338,339.528,362.57666666666665,295.83500000000004,289.5733333333333,264.20666666666665,232.51333333333332,218.68,240.544,253.26800000000003,295.5475,352.77250000000004,344.58000000000004,346.928,358.424,359.804,357.678,348.94399999999996,341.84666666666664,350.0875,355.2825,347.424,346.54333333333335,340.0366666666667,340.99333333333334,349.8275
2017-05-01 21:59:55+00:00,346.18333333333334,341.7833333333333,332.155,332.67,342.87142857142857,348.948,350.89,340.5833333333333,343.79,349.59714285714284,308.79333333333335,349.198,352.946,346.9583333333333,339.528,362.57666666666665,295.83500000000004,289.5733333333333,280.64,232.51333333333332,226.31199999999998,242.735,255.08166666666668,295.5475,349.79,344.09999999999997,345.47166666666664,357.2516666666667,358.6116666666667,357.678,348.94399999999996,341.84666666666664,350.0875,355.2825,347.424,345.15250000000003,340.0366666666667,340.9125,349.8275
2017-06-27 21:54:14+00:00,343.47285714285715,337.83,328.468,332.67,342.87142857142857,348.948,350.89,334.7757142857143,343.79,349.59714285714284,308.79333333333335,349.198,352.946,338.2728571428571,339.528,362.57666666666665,295.83500000000004,289.5733333333333,280.64,232.51333333333332,226.31199999999998,242.735,255.08166666666668,290.206,349.79,344.09999999999997,345.47166666666664,350.4785714285714,350.9542857142857,348.45666666666665,348.94399999999996,335.6042857142857,343.656,346.13800000000003,342.10833333333335,345.15250000000003,340.0366666666667,335.088,349.8275
2017-08-21 22:00:43+00:00,347.935,340.846,331.1625,342.01,345.70799999999997,348.2,351.04999999999995,335.736,350.9,352.63399999999996,311.4933333333333,357.2975,360.8775,342.1383333333333,333.87250000000006,356.6266666666667,318.01,305.69666666666666,287.6125,240.0633333333333,228.0725,244.32000000000002,256.89,294.214,344.24,342.40333333333336,342.32166666666666,348.26500000000004,348.34666666666664,344.63199999999995,347.00666666666666,335.312,342.455,343.615,341.83500000000004,341.4166666666667,344.45500000000004,332.18,351.2975
2017-12-04 21:54:37+00:00,344.84000000000003,314.11,329.925,353.40999999999997,357.72,357.45,357.19,327.85,358.55,363.28,322.15,,362.19,304.24,318.76,326.405,315.655,307.32,279.1,253.625,218.22500000000002,239.22,246.38,281.4433333333333,339.41,349.71,341.19,309.84,305.01,323.52,,311.615,329.71000000000004,326.765,330.73,337.2,336.3,326.135,353.41
2017-12-11 22:00:48+00:00,339.32666666666665,330.83500000000004,335.24333333333334,353.3,352.14,354.68,355.275,334.90333333333336,355.645,359.445,321.825,356.1,357.61,312.9866666666667,318.275,319.58,308.53333333333336,299.77666666666664,275.1433333333334,251.16666666666666,217.41,236.09,242.08666666666667,279.52,318.52,330.335,328.245,315.815,312.505,326.0233333333333,339.67,315.21,333.17,330.77,332.8933333333334,335.155,336.125,325.84666666666664,346.905
2018-02-22 21:54:13+00:00,336.03666666666663,336.685,336.56,343.7966666666667,341.07,350.5133333333333,350.6466666666667,341.80999999999995,343.64000000000004,350.21000000000004,319.9,338.37,346.31666666666666,323.28,316.93,305.44666666666666,294.09666666666664,284.02666666666664,265.0566666666667,243.74,216.38333333333333,232.09666666666666,239.89666666666668,274.80333333333334,295.515,308.67999999999995,313.45000000000005,321.14,319.385,333.2733333333333,333.915,321.41333333333336,336.6233333333333,334.14000000000004,335.61333333333334,328.5233333333333,328.48,326.7633333333334,336.59
