dates,satname,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0023,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0042,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0138,nzd0310-0139,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0171,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0079,nzd0310-0080,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0134,nzd0310-0135,nzd0310-0137,nzd0310-0005,nzd0310-0006,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0071,nzd0310-0072,nzd0310-0085,nzd0310-0089,nzd0310-0090,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0065,nzd0310-0066,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0049,nzd0310-0058,nzd0310-0059,nzd0310-0136,nzd0310-0014,nzd0310-0015
2001-01-14 21:44:57.122000,L7,,,,,,284.74,304.93,,,,,,291.61,265.66,293.33,272.45,268.95,278.31,256.23,268.76,,,,,394.37,436.96,390.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.83,263.98,270.16,307.04,315.84,309.56,,,,,,,,,,,,,,,,,,412.01,,,,,,420.90,434.33,448.06,449.40,444.70,,,,,,,,,,,,,,,,,,,,,426.43,437.72,,,,,,,,,,,,,,,,,,,,252.79,280.90,285.61,289.04,292.91,,,359.80,,,,,,,,,,,,,,,,,,,,,,,,,,281.13,354.46,,,,
2001-01-21 21:51:10.359000,L7,,,,,,270.83,321.75,,275.06,321.53,297.97,298.31,219.92,288.73,312.96,288.91,271.00,292.97,273.94,292.40,291.16,,,,342.39,338.48,337.18,,,,,,,,,,,385.36,379.05,364.09,360.58,326.28,343.38,337.84,331.14,327.48,329.75,313.57,315.84,305.22,310.70,308.36,319.89,326.08,317.55,326.87,353.78,365.25,298.24,301.98,,,,,,,,,,,,350.83,336.93,360.09,340.00,340.26,252.86,293.28,287.53,279.94,312.06,320.45,338.16,345.24,350.89,288.72,303.24,301.97,285.14,,392.49,369.89,363.76,369.12,312.18,325.11,312.81,303.84,328.57,307.35,341.40,340.34,347.34,359.31,367.59,374.13,390.95,385.35,401.40,411.77,414.20,,,,313.90,312.50,309.42,,283.83,333.25,,,,,,,,292.54,303.23,376.67,383.85,382.87,390.72,431.41,447.15,457.58,448.48,441.39,425.54,411.95,,388.09,376.23,364.37,357.60,343.27,,,,,,285.79,304.35,296.85,305.76,305.32,309.10,362.57,382.13,391.56,340.46,348.54,361.88,411.21,408.03,348.92,308.80,,,,,,,,,,,,,,350.92,389.28,,,,313.04,394.82,316.83,,,
2001-04-04 21:44:30.925000,L7,,,,,,,,,284.44,300.81,257.45,294.99,236.55,250.33,288.26,,280.38,277.07,201.83,211.93,304.63,,,,414.04,406.17,423.12,295.78,346.62,,,,,,,,,,,,,341.85,337.04,338.55,326.90,328.89,323.63,334.82,309.71,348.69,332.51,330.40,328.21,335.17,338.81,342.19,384.70,353.60,355.61,342.14,,,,,,,,,,,,404.52,405.28,403.42,405.45,404.55,,289.80,,,,,,,,295.23,301.76,304.71,313.89,,,,401.30,401.47,,,336.29,338.74,334.69,332.26,425.82,424.60,,,,,,,,,,,,,315.27,316.93,297.66,,243.46,339.53,,,,,,,,328.01,330.15,,,,,,,,,,,,,,,321.94,308.36,324.44,,,,,,284.02,287.40,281.40,308.25,305.75,311.08,366.20,364.38,397.55,378.91,413.62,424.23,450.93,387.18,389.22,,,395.91,405.35,,,,,,,,,,,369.39,357.32,364.61,394.12,399.82,,391.11,366.95,,,
2001-04-27 21:50:43.832000,L7,325.92,296.94,329.65,279.64,252.35,278.18,267.85,277.86,,,,,,,,,,,,,,,,,375.91,,,333.32,322.24,319.09,344.19,352.91,354.36,354.94,354.71,360.00,365.44,372.85,376.62,366.20,362.44,356.29,352.29,342.63,339.14,329.87,323.96,313.65,326.13,,,,,,,,,276.98,284.00,290.87,282.21,287.43,335.49,346.67,321.33,333.42,324.56,298.55,296.11,299.22,294.42,,,,417.01,395.62,260.67,,,,,,,,,234.48,,,,,,,,,,,,,294.47,293.68,,,406.03,373.15,373.13,,451.60,453.70,455.03,452.10,434.73,435.85,330.64,334.08,248.51,237.57,234.07,232.34,249.08,,217.42,213.55,272.27,238.95,242.67,272.28,291.96,296.09,310.90,380.49,387.25,431.45,438.05,435.72,448.88,461.45,452.92,441.73,420.21,407.68,382.25,384.55,366.58,363.82,323.64,320.73,175.08,196.76,327.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-13 21:50:33.259000,L7,,,,,,,,,,,,,,,,287.90,,290.30,292.48,295.22,306.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.56,314.66,315.20,,,,,,,,,,,,,,,,,,,,,,,,,,,306.72,297.70,321.08,307.45,287.52,301.18,355.99,,,,297.26,,394.80,396.10,366.78,384.65,328.62,316.59,326.10,335.60,337.96,334.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.38,330.68,,,,,,,,,,,,,,,,,,,,,,,,,,324.86,329.60,274.69,351.50,375.55,376.71,410.52,394.62,434.57,430.53,390.09,396.47,355.72,,,,,,,,,,,,,,415.49,418.33,,,,325.57,371.19,403.09,,,
2001-05-22 21:44:18.615000,L7,,325.83,268.91,258.46,228.94,,,,317.96,311.94,306.89,286.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.58,362.77,422.90,,,,343.54,432.27,419.20,,,,,,,,,,,,,383.44,423.82,415.88,,,,,,
2001-06-07 21:44:06.693000,L7,,,,,,,,,,,,,,,,,,,,260.89,,,,,434.17,425.48,418.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.50,420.67,,,,,264.47,270.94,288.02,295.71,305.86,225.64,256.98,,,265.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.54,230.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.31,,,278.86,315.11,207.03,262.72,244.56,245.66,267.65,260.99,318.81,344.87,310.77,,353.09,376.23,372.71,,,,,,,,242.68,181.79,293.50,288.94,272.62,265.68,292.03,278.69,299.29,,,,,,276.69,,,,,
2001-07-25 21:43:42.718000,L7,,,,,,,,,,,,,273.59,223.02,269.72,249.37,246.84,237.97,235.62,240.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.94,360.98,332.35,318.77,,,,,,,,,,,,,261.02,261.82,253.55,,,,,,,,,,222.32,316.46,309.08,,,,,,,,,,,,,,,393.81,419.37,393.61,,,,,,,,,,,,242.80,314.29,326.81,,,,,,,,,387.95,414.79,,,,,,,,,,,,,,199.68,188.54,212.45,,,,,,,,,,,,323.81,325.08,340.84,339.69,332.91,,,,,,181.95,216.15,205.11,,,,,,,,317.30,322.61,,,,,,311.36,189.75,,301.63
2001-09-18 21:49:05.242000,L7,,,,,297.10,291.68,319.53,,,,301.22,321.76,313.30,309.86,303.29,286.06,286.99,281.72,291.83,299.29,,,,,,,,,,,304.05,414.25,411.44,393.65,310.29,395.51,396.00,407.30,402.05,394.17,387.89,296.07,303.93,309.86,299.96,301.77,275.34,297.48,297.93,,,,,,,,388.80,389.11,378.61,365.45,356.94,353.19,340.45,346.78,,,,,,,,392.36,426.63,,,,306.74,296.22,299.72,293.89,319.02,328.05,329.05,338.43,350.86,255.87,270.95,,,296.92,313.25,301.01,367.50,362.64,259.47,250.35,245.52,246.53,236.99,239.08,314.02,320.66,316.54,319.94,329.92,387.02,421.23,470.02,420.93,431.32,436.29,442.95,295.10,302.49,244.23,,,,284.92,,,,,,,282.21,309.60,236.99,,393.08,,,445.40,450.42,465.66,471.83,467.46,455.13,439.36,424.91,412.46,412.37,,,,,,,264.83,298.49,285.96,299.18,303.00,306.88,306.98,303.11,298.15,360.45,367.68,371.72,335.86,346.57,337.77,346.65,331.75,357.94,346.33,336.01,369.39,370.24,,,,285.04,289.51,288.90,229.84,265.45,274.42,260.08,329.48,318.75,349.07,357.81,359.65,309.92,308.19,330.76,,259.69,
2001-09-27 21:42:53.232000,L7,,,,,,,,,,,,,,,,,,,,,,,,,391.63,384.63,402.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.30,408.34,425.22,423.91,424.31,,,,,,,,,,,,,,,,,,,,,,,,,401.85,401.54,399.10,400.16,408.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.99,398.62,406.49,,,,,,,,,,,,,371.46,378.93,395.39,,,,,,
2001-10-04 21:48:54.017000,L7,,,,,,,,,,,,317.04,298.12,289.81,279.98,256.49,282.42,,,,,,,,374.55,,376.03,,270.06,266.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.24,357.72,334.43,330.29,322.42,323.49,318.17,342.89,319.86,310.26,303.16,405.16,403.81,403.88,414.53,385.23,,292.28,284.16,273.11,299.15,315.14,,331.57,324.15,,,,,305.62,390.05,375.95,380.90,315.86,276.94,314.84,247.15,303.56,337.29,,389.65,392.32,384.34,393.53,392.94,392.53,466.98,442.37,451.74,,,,,,,,,,,,,,,,,,,,,402.92,402.39,406.69,409.86,467.13,469.54,481.40,479.88,466.26,446.14,431.29,422.33,421.44,,,,,,,,,,294.73,301.07,289.48,303.51,,,326.71,365.99,380.10,397.80,400.31,393.43,406.80,392.59,341.47,342.77,341.38,367.25,368.46,,,,,,287.29,273.80,,,,401.08,394.80,354.25,359.90,364.19,299.97,367.56,365.83,,,
2002-01-17 21:43:16.786000,L7,,,,,,,309.95,305.99,275.34,341.95,,,327.38,321.02,323.39,,,,,,,,,,352.99,353.82,354.40,,,,386.00,397.24,391.33,392.66,400.80,402.22,410.34,,,,,,,,,,,,,,,,336.17,308.42,323.26,326.11,343.78,352.23,312.76,336.86,,,,,,,,,,,,357.30,350.38,345.00,344.87,347.36,,319.18,321.32,,,,,,,,,,,,,,,,,,333.74,278.90,341.80,293.87,378.44,377.79,385.72,376.95,365.69,295.34,419.93,441.88,455.21,407.69,406.67,,,380.72,,,,,,,,,,,,,,,,373.91,405.44,416.09,420.77,,,,,,420.18,408.42,397.91,385.55,369.91,364.64,348.34,334.46,,,,336.73,280.89,,321.84,336.08,336.81,341.00,332.96,,,,,,,,,,,,344.66,353.52,,,,310.01,312.86,312.07,294.25,296.36,284.60,,,,336.21,346.03,346.04,,,,,,
2002-02-02 21:43:18.682000,L7,,,,,,,,,,,,,,,,,,,,,,439.12,454.94,354.75,383.70,377.90,378.67,350.74,,,366.16,419.30,361.37,360.07,388.06,411.24,383.96,395.44,404.70,404.05,390.81,,,,,,,,,293.19,298.03,318.45,336.17,,337.24,251.69,395.95,401.69,380.36,359.11,,333.45,328.35,314.75,352.58,361.37,276.95,327.31,307.14,,,363.59,364.88,421.10,410.27,403.24,,,,,301.46,293.53,,,374.32,,261.96,287.04,276.52,,422.52,,,,367.14,356.79,355.87,342.38,,,377.50,374.80,396.93,,,,430.51,436.23,420.80,448.10,,,,363.21,,,,,,337.57,279.88,295.94,298.40,332.20,337.36,329.93,323.46,,,,396.01,433.79,442.73,,,,,488.19,457.23,434.25,416.54,397.97,382.21,368.73,343.03,369.18,,,,,,,,,342.11,327.95,322.05,364.84,384.62,403.21,424.69,331.68,340.45,357.11,355.62,,,343.80,411.12,422.69,,,,,,,294.69,284.27,292.59,299.89,336.28,394.24,364.73,363.71,415.82,309.64,417.67,426.76,,288.02,280.56
2002-02-18 21:43:18.247000,L7,,,,,,,,,,,,,,,,,,,,,410.61,430.95,436.95,450.51,,320.18,325.54,289.05,290.52,295.20,307.02,313.31,317.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.19,317.37,326.14,336.31,,,,,,,370.86,365.68,373.56,,361.50,360.88,348.26,324.18,294.67,,322.67,327.35,317.93,333.08,316.17,,,,,,,378.99,303.13,307.13,,,,,,,,,,,,,,,,,,,,384.14,382.81,422.42,400.18,405.29,376.88,370.02,357.47,345.39,,,302.67,285.95,,,307.22,,,,,291.77,298.67,292.24,302.37,340.46,340.50,324.10,386.37,394.75,407.32,410.72,394.48,357.79,364.93,433.17,408.54,,297.91,268.27,,,,,,,,,358.85,385.00,,412.63,464.44,306.72,370.13,380.37,,,
2002-02-25 21:49:35.857000,L7,,,,,,,,,,,283.38,268.98,,278.30,277.33,,251.83,288.31,288.80,,,,,,,,325.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.96,314.28,319.08,291.13,294.67,,,,,,369.64,363.89,347.38,345.51,342.96,349.96,329.00,327.81,,,328.24,316.92,328.52,327.54,297.62,334.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.47,279.60,281.42,279.36,,344.22,334.72,344.41,386.19,378.24,400.58,412.20,404.64,351.95,358.35,,,,,,,,,,,,,,366.34,371.29,,,,289.31,352.84,368.89,,,
2002-03-06 21:43:23.680000,L7,,,,,,,,,,,,,,,,,270.77,272.29,278.26,292.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.91,,,,,,,,,270.61,357.73,344.72,350.86,359.40,343.56,348.32,336.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.18,,,259.46,291.07,295.63,,,,360.29,363.54,389.73,379.80,365.76,358.38,359.74,,,,,,,,,,,,,,370.29,,,,,295.74,,354.91,,,
2002-03-22 21:43:16.355000,L7,,,,,,,,,,,,,,,,,279.94,277.44,245.12,286.07,,,,,,,,,,,,,,,,,,,,,,301.69,291.49,310.33,277.41,282.39,281.20,284.76,280.21,294.30,,303.56,314.26,275.51,318.11,320.00,312.81,,,,,,,,,,,,,,,,,,,,,,,,304.93,306.56,313.07,320.70,,286.06,275.01,247.21,293.51,284.24,358.97,352.51,361.86,351.30,356.80,360.75,336.95,328.59,272.52,,,,,,,,,,,,,,,,265.55,244.82,290.33,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.99,242.33,284.90,281.22,294.85,299.86,316.78,340.59,341.64,355.82,384.37,380.82,394.06,388.43,360.43,360.44,,,,,,,,,,,,,,376.04,361.15,,,,286.00,356.12,370.69,,,
2002-04-07 21:43:17.050000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,391.47,403.64,333.04,325.45,,345.32,342.89,347.89,353.52,364.18,371.00,377.65,379.64,382.23,374.80,371.17,363.44,354.63,357.33,342.34,345.36,337.61,323.57,325.58,320.58,319.88,324.03,328.15,342.42,350.31,352.05,353.51,376.30,361.24,345.76,338.91,311.31,348.67,334.18,346.56,357.16,307.09,305.53,,,,395.04,415.34,,,,,,,,,,,,,,,316.88,316.50,,414.05,,,,,,,,,,410.06,407.75,402.65,398.59,,376.38,454.33,443.60,437.52,437.73,,439.32,333.86,344.39,317.26,321.38,,,,324.68,,,,,,,,,,379.83,373.35,420.06,,454.72,453.70,448.87,456.94,429.21,409.16,402.34,396.12,380.97,374.85,366.38,366.97,353.72,,,334.65,,,,,,,,,,,,,426.26,425.67,445.09,420.80,,,,428.64,359.32,,,,,,,,,,,425.27,418.36,,453.51,408.12,,,,,,
2002-04-14 21:49:26.507000,L7,,,,,,347.52,360.21,360.50,351.18,350.13,350.58,,,,,,,,,,,,,,367.06,,,,,,342.50,343.44,355.13,354.22,363.25,368.59,370.23,384.02,381.88,,390.90,364.86,361.67,,,,,,,352.31,329.97,329.63,343.80,351.09,355.59,360.24,373.46,367.52,377.51,349.58,349.50,338.42,324.22,334.37,334.48,339.52,326.46,309.51,,,,,,372.21,353.41,348.64,346.11,,,,,,363.27,368.34,373.66,,,,,,411.31,413.94,409.76,404.90,,,,,,,390.86,369.18,370.62,354.30,361.08,368.05,412.10,403.25,413.95,415.01,417.29,433.31,348.77,350.67,,,,,,344.59,308.06,312.27,316.31,319.64,325.30,325.81,325.84,,,409.56,392.39,407.31,404.88,431.86,443.90,442.16,440.73,436.65,420.92,409.29,396.73,381.62,377.47,374.07,367.26,,,,,,,,,,,,,382.24,391.28,406.89,415.14,417.43,418.03,428.23,434.14,,,,,,,,,324.40,324.94,308.77,312.12,305.73,308.32,316.76,422.85,424.21,,,,,403.45,405.07,,309.60,314.46
2002-05-09 21:43:16.766000,L7,,,,,,,,,,,,,,,,,,,,,,,452.44,456.21,428.70,412.86,400.42,358.83,,,353.90,359.07,366.30,376.65,376.39,382.16,381.87,388.31,391.20,389.79,388.01,370.73,366.62,361.23,354.30,350.86,345.92,336.64,327.74,,,,340.19,341.98,340.65,339.78,347.94,375.85,362.22,351.56,362.67,345.19,346.23,347.42,333.35,334.38,303.43,352.89,328.51,316.02,,360.02,363.72,365.60,362.97,362.26,,,,,351.41,371.56,371.58,360.12,378.65,,,,,,,,,,,,,,,,,423.77,369.86,376.64,376.42,381.40,403.48,407.59,420.94,437.49,430.10,442.50,349.30,354.17,,,,,,,,,,,,,,,,381.40,391.16,397.05,396.12,450.05,455.56,460.97,466.57,448.84,443.70,423.59,410.80,405.97,394.94,389.69,386.06,371.01,,,,,,,,,,,354.93,387.81,,,,,,,,,,344.25,364.16,364.09,,,,,,,,,,,,,343.76,353.26,366.82,355.73,,,,,
2002-07-19 21:48:57.399000,L7,,,,,,,,,,,,,,,,,,,,,,,,,338.38,349.44,351.51,341.56,340.75,248.52,349.30,356.64,365.05,334.26,360.21,361.14,351.49,367.35,365.48,363.74,337.46,352.80,337.08,335.32,341.55,331.32,330.08,319.80,323.39,294.16,293.56,307.43,317.94,317.11,321.95,287.17,308.79,343.36,344.83,317.14,293.82,266.30,261.08,272.32,281.68,288.22,276.99,262.40,267.56,272.22,279.93,340.35,347.28,347.34,338.11,344.82,,,,,,,,,,290.33,297.87,293.30,296.78,,412.49,401.35,411.85,397.15,,,,,,,369.45,364.27,360.07,379.50,372.63,380.12,392.66,394.18,411.27,416.12,423.46,419.17,343.60,341.66,319.41,303.77,307.61,298.07,298.83,307.23,320.80,271.51,330.21,316.70,323.27,343.07,333.07,,,378.08,379.34,394.92,392.85,439.61,430.54,453.98,449.30,423.08,418.83,417.09,394.95,385.98,411.04,390.43,361.34,352.91,,,,309.70,303.93,,,,,,,,,,,,,,445.35,384.16,389.57,340.89,343.22,348.48,234.74,238.52,,293.14,308.40,283.88,293.24,304.18,299.34,302.17,427.41,419.27,348.62,346.10,343.78,,,,,249.20,261.69
2002-09-05 21:48:38.182000,L7,,,,,,,,,,,280.31,284.15,293.30,,,283.89,277.49,288.23,291.88,288.56,,377.86,388.93,389.85,341.44,330.59,334.93,,,,317.54,,,,,,339.29,345.18,347.31,337.47,329.36,324.35,,,,228.36,292.87,265.86,,,,,,,,,,,,,,,363.71,338.51,321.13,315.08,301.58,303.82,315.36,334.66,309.87,317.15,319.42,326.68,332.80,355.06,,,,,284.58,311.61,318.59,328.12,339.24,,,,,291.43,382.02,375.83,373.27,370.86,357.83,338.82,293.98,246.58,,,329.74,321.63,307.25,342.43,352.29,353.99,,,,,,,304.26,273.94,,,,,,,,,,,,,,,,351.20,357.73,,,,,,,,,,,,,,,,,,,,,297.69,300.14,301.45,300.58,305.44,,357.59,343.97,357.28,384.54,397.04,388.92,416.30,411.66,370.29,369.97,382.51,325.17,323.91,,,,,265.19,245.57,243.52,231.91,248.09,,407.84,388.09,386.16,398.64,421.82,,343.85,369.77,,,
2002-09-14 21:42:19.037000,L7,327.54,334.69,313.05,300.23,283.49,310.02,308.88,324.30,316.47,322.07,309.99,308.33,303.64,294.76,308.67,310.33,300.11,305.29,298.83,293.26,,435.65,458.48,442.04,,,,,,291.08,309.62,320.62,321.84,323.98,,,370.32,354.73,362.88,343.06,348.21,329.63,321.12,314.55,302.89,308.47,290.97,284.30,295.42,269.04,285.13,286.44,295.89,301.12,315.93,297.57,320.02,333.78,327.61,312.82,293.68,285.83,278.95,278.26,277.36,280.23,275.89,270.04,271.26,275.97,277.07,337.19,390.30,,,,302.34,293.51,291.78,309.28,,,310.91,338.29,362.73,257.05,256.81,262.10,268.00,298.10,,,,,348.94,341.43,321.70,264.97,,,,,,,339.42,338.91,373.64,,,,382.47,405.56,319.96,322.70,279.95,270.67,265.76,266.83,264.08,296.35,,,223.54,280.95,294.58,292.06,294.90,,,358.52,371.26,338.60,364.06,409.16,406.66,416.23,406.54,423.29,393.87,379.65,362.74,438.68,396.70,399.97,385.95,,215.85,224.24,313.49,288.30,220.84,300.32,309.38,302.33,322.70,309.24,304.43,355.51,355.28,364.68,384.91,400.65,415.39,410.99,405.43,352.93,342.58,442.49,400.54,382.43,255.69,218.46,223.53,,,,,,,,,,,,,,,,,,
2002-09-30 21:42:11.676000,L7,319.69,303.05,279.91,281.80,280.40,304.19,319.77,324.99,320.99,329.70,321.91,316.81,315.28,304.10,292.83,290.59,,293.32,297.79,286.08,,,,457.68,332.56,324.88,325.95,298.92,320.53,296.38,327.45,327.45,326.60,328.37,354.83,368.49,359.95,362.24,353.93,345.67,372.77,386.07,338.75,313.37,308.71,304.05,297.61,297.70,293.84,265.30,282.84,276.57,284.12,279.64,302.82,303.70,316.54,337.38,333.80,329.71,293.70,280.68,272.07,269.79,354.43,328.88,357.47,335.48,265.69,266.16,269.51,312.59,343.48,345.47,327.72,334.18,315.46,296.23,299.72,293.03,,,,,332.04,261.90,254.29,248.85,237.70,292.04,380.13,389.62,367.13,378.03,336.81,328.20,306.53,277.66,,,425.69,402.50,338.87,345.98,354.86,369.09,389.54,388.79,395.20,392.89,411.10,415.47,270.56,324.75,271.79,260.06,253.35,235.92,264.28,261.17,,,,261.89,284.01,276.82,296.98,,,354.14,378.15,374.34,384.70,426.06,421.10,428.84,427.54,406.07,391.43,367.18,365.68,343.32,344.44,345.91,312.42,294.24,225.04,,315.56,265.86,,,,,,,,348.01,338.47,,,388.01,398.65,414.99,394.71,384.83,349.44,449.30,324.83,312.53,306.37,234.78,233.85,279.80,282.17,285.26,258.57,262.85,259.54,229.60,369.61,358.74,442.74,402.77,442.74,,,,,,
2002-10-16 21:42:12.654000,L7,,,,,,,,,,,,,,,,,,,,,353.51,367.42,375.83,385.98,427.82,376.34,385.86,390.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.84,,,,423.86,,,,,350.36,,,,351.58,,,,,,,,,,,,,,,,389.27,388.78,393.57,399.36,,401.36,424.27,435.60,442.58,455.30,,,,,,,,,,,,,,,,,,,307.00,414.70,411.44,421.22,426.98,492.17,478.41,485.47,480.97,474.75,448.97,434.80,420.11,407.45,392.36,384.78,368.21,358.73,,,,,,,,,243.62,352.10,355.96,395.96,405.03,413.46,,,,,,,,388.13,377.06,383.48,,,,,,,,,,,,,387.90,387.29,384.78,351.66,416.15,427.06,,,
2002-10-23 21:48:27.128000,L7,,,,,,350.57,354.13,365.66,356.49,362.02,,,,,,,,,,,340.29,357.64,370.59,370.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.08,328.49,331.46,333.83,347.72,365.48,361.63,346.73,324.91,363.18,340.80,298.47,276.46,270.07,275.55,335.20,283.50,320.57,,,,,,,352.67,,,,,,379.48,380.79,381.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.12,296.21,317.33,326.42,338.80,341.15,344.48,346.44,,292.03,,,,,,,,,,,,,,,,,,,,,326.81,322.22,,,,,,,385.03,392.86,402.90,,,,,,,,380.34,374.80,379.48,,,,320.70,307.88,306.25,302.57,307.46,308.53,310.96,,,382.98,377.36,393.07,,407.33,425.33,,322.97,312.47
2002-12-10 21:48:53.163000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.12,386.05,383.38,346.44,,,,,,,,,,,,,397.68,398.53,402.60,370.90,399.03,,,,,,,,,,,,,,,,,,,,,383.12,391.08,,,,,,,,,,,,,,,,,,,,,,,,,360.40,369.50,379.01,404.22,,,,,,,,,,,,,,,,,,,,,390.23,,,,,370.16,401.72,,,
2002-12-19 21:42:45.564000,L7,,,,,,,,,,,,,263.87,282.50,287.40,,,,,,,,,,,,,,,,,,323.23,357.18,387.82,,,,,,,,,,,,,,319.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.31,,,,,,,,230.14,243.85,,,,,,,,273.52,267.15,365.24,,,,,,,,,,,,,,,,,,234.99,244.68,252.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.51,283.35,,,,,,,,,,,,,,,,,,,,,,,,
