dates,satname,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0023,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0042,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0138,nzd0310-0139,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0171,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0079,nzd0310-0080,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0134,nzd0310-0135,nzd0310-0137,nzd0310-0005,nzd0310-0006,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0071,nzd0310-0072,nzd0310-0085,nzd0310-0089,nzd0310-0090,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0065,nzd0310-0066,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0049,nzd0310-0058,nzd0310-0059,nzd0310-0136,nzd0310-0014,nzd0310-0015
2002-12-26 21:48:59.976000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.81,362.09,355.21,348.01,338.00,305.97,325.24,303.58,311.60,314.16,245.19,,,,,,,,,,376.03,358.03,350.57,328.98,352.31,,,,,,297.61,287.05,321.50,299.15,312.40,,,,,,,,,,330.59,338.02,348.07,354.38,363.29,,,,,290.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.96,462.41,455.48,430.97,415.32,404.42,394.21,386.58,362.97,,,,,,,,,295.35,305.78,316.23,320.19,323.33,307.88,374.87,383.47,391.45,406.31,416.93,432.05,434.39,427.85,,,,,,,,,,,,,,,,,,,,,332.09,403.69,401.65,,,
2003-01-11 21:49:02.380000,L7,,,,,,,,,,,,,,295.19,311.77,290.41,293.21,282.47,277.65,293.60,330.14,341.17,353.77,,349.65,353.57,357.00,,,,,,,,,,,,343.39,329.39,324.22,298.67,297.47,292.36,284.39,289.99,258.49,259.49,276.22,,,,,,,,,,,,,,,,,,,,,279.99,319.41,359.63,347.00,,,,,308.12,299.54,294.19,323.38,327.17,332.78,345.69,343.46,,,,,300.89,403.68,391.76,367.24,372.64,356.00,319.96,282.77,,,,353.95,361.36,,366.26,362.46,366.63,387.13,402.81,393.16,406.38,397.88,421.56,,,242.78,232.49,248.63,,,,,,,,,,,,321.66,371.98,379.52,357.67,372.73,426.71,437.82,446.72,439.76,,,,,,,,,,,,,,,296.99,293.01,311.72,309.47,315.09,310.93,361.07,362.83,374.94,391.94,400.70,421.41,432.59,422.58,378.82,351.81,410.10,352.44,347.96,,,,,,,,,,,410.93,399.14,441.88,457.27,443.67,330.30,379.18,388.99,,,
2003-01-20 21:42:57.343000,L7,,,,,,,,285.00,282.72,276.30,270.36,248.07,,,,258.17,225.75,277.80,276.34,260.93,,,,,,,,,,,,,,,,,,,,,,,301.92,292.55,287.21,298.32,286.22,275.06,279.60,241.31,244.14,249.34,274.36,282.67,280.87,341.73,356.39,403.09,,392.08,325.39,311.21,305.85,297.05,292.84,287.82,287.55,288.31,,,,420.78,,,,,,,,,,,,,,305.13,300.90,234.91,258.23,245.30,,,,,,,,,,,,,,,,,,,,,,,,,277.72,245.96,193.34,,,287.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.19,,,,390.65,408.26,,,,,,,,,,,394.29,,,395.04,388.83,,,,,,
2003-02-05 21:43:05.844000,L7,,,,,,,,,,,,,225.15,317.67,289.37,285.06,287.34,289.98,291.41,307.01,,,462.94,452.74,,,,,,,,,,,,,,,,,,325.68,312.78,314.24,295.33,298.42,284.50,278.56,262.90,,,,,,,,,,,,,,,,,,,,,,,355.83,,,,,,282.44,278.42,293.76,322.87,333.03,339.93,338.33,354.74,,,,,307.05,393.66,391.75,378.80,378.32,362.04,332.68,275.85,,,,,,,,,,,,,,,,,,270.91,275.23,254.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.94,292.88,302.39,312.09,317.50,318.33,363.72,364.57,358.11,368.02,409.96,418.18,422.95,417.14,370.82,370.50,431.84,361.17,356.19,,,,,,,228.05,268.31,,,412.85,412.81,428.20,428.93,338.79,331.70,381.22,393.61,,,
2003-02-21 21:43:08.504000,L7,,,,,,,,,,,,,,,,269.86,213.66,261.85,267.78,,,443.31,427.19,412.70,392.21,390.56,389.89,320.88,303.91,202.62,362.03,377.06,379.60,390.84,400.39,387.30,405.99,,,,,,,,,,,,,,,,,,,,,,,,,,308.16,340.65,322.04,363.96,311.02,314.39,293.78,292.58,,383.15,313.96,344.16,356.69,350.33,,,,262.64,,,,,,,,,,274.67,,,,,,,,,,,388.07,394.30,349.82,356.93,306.06,,427.18,425.55,,,,,,,,,,,,,291.04,337.44,344.59,,,,,,,,,430.04,451.98,,,,,,,,,,,310.22,354.94,331.70,,,,,,273.74,287.85,,,,,,,,,,,,,,,417.13,386.10,400.48,,,,,,,,,,,,,408.32,395.81,401.81,,,,,,320.14
2003-03-09 21:43:12.993000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.74,234.57,246.35,248.11,244.00,236.53,236.33,264.43,279.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-16 21:49:22.109000,L7,,,,,,,,,,,,,,,,,,,,,404.03,410.58,407.46,404.23,,449.26,391.68,,,,354.44,362.19,372.27,380.18,384.79,383.33,382.14,399.50,,417.21,380.41,378.17,364.51,358.28,371.83,,,,,,,,,,,,,410.72,379.61,373.08,354.16,356.35,346.57,,,,333.34,320.47,322.97,317.57,296.34,418.49,421.34,420.96,,,,,,,,,,,,,,,,,,,,,,,,,,,389.87,394.91,397.50,393.11,397.45,402.61,423.96,427.19,442.37,445.94,448.51,458.78,359.77,357.37,,,,,,,,,,,,,,,,408.33,415.17,417.79,417.56,466.14,470.10,487.45,481.65,473.03,460.49,446.99,445.04,435.35,,,,,186.81,172.32,199.15,,,,,,,,,,,,,,,,,,,407.01,,378.46,,,,,,,,,,,,,412.76,412.68,,,,,221.55,,
2003-03-25 21:43:05.785000,L7,321.66,286.95,256.77,227.38,,,,,,,,,,,,,,,,,,,,,,,,,,,387.05,376.84,377.00,355.16,354.37,,,383.08,402.54,386.46,379.01,369.11,354.49,,,,,,,319.51,341.53,341.85,339.25,,,341.53,391.27,365.26,370.21,337.50,,,,,363.61,316.42,301.60,310.78,303.57,301.35,298.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.78,460.99,441.28,,,,,,,,343.26,,,,,,,,,,,,,,483.76,498.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-03 21:49:25.094000,L7,,,,,,,,,,,,,,,,,,,,,,431.47,410.18,433.95,,,,,,,,,,,,,,,,,,,368.59,348.65,327.58,333.19,318.59,314.46,331.72,309.49,305.49,290.31,327.57,343.22,,,,,,,338.95,328.56,328.86,311.86,329.79,353.06,,,,,,409.86,377.47,387.45,398.11,,,,,,,,,,,,,,309.88,,366.25,386.95,399.10,382.40,,,,,,,,,,,,,420.81,449.82,442.41,439.75,447.88,459.09,,,,,,,,303.42,322.69,344.01,,,,,,,,,,,423.35,488.45,469.06,482.92,481.89,465.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.99,409.80,434.66,,,,,,,,,332.22,322.13,,,397.32,416.32,418.36,,,,,296.33,288.64
2003-05-12 21:43:12.052000,L7,,,,,,,,,,,,,,,,,,,,,,,,,402.84,,,,,,,,,,389.13,378.67,386.09,388.69,380.63,381.29,366.49,362.72,356.57,350.97,350.14,333.52,327.16,325.79,324.30,320.88,324.32,325.98,342.42,349.96,352.46,369.43,383.65,366.69,362.30,347.08,326.47,343.45,351.20,,,,,,,,,364.44,375.23,383.36,388.02,392.34,,,,,,,,,,,300.53,305.91,309.42,,,,,,,,,,,,,,,,,,432.29,448.08,455.70,450.42,476.44,,,,,,,,,334.78,,,,,,,,,,,425.64,417.86,456.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.38,377.44,,,,,,,,,,,,,,,,,,,,,
2003-07-23 21:31:02.158000,L5,318.26,308.02,265.67,251.32,217.64,273.59,279.07,291.80,265.60,253.66,243.83,232.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.03,312.79,312.85,303.84,290.64,267.96,260.62,258.82,270.19,271.55,268.76,258.85,264.73,266.70,276.90,,,,,,260.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:37:21.273000,L5,319.92,301.75,263.50,239.84,218.91,266.52,284.83,279.05,267.52,248.94,249.19,229.73,215.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.91,301.11,303.20,308.24,286.00,257.61,251.85,259.68,271.54,278.64,275.30,269.02,269.88,275.31,271.23,,,,,,259.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-15 21:37:36.307000,L5,320.43,299.69,269.08,243.28,219.23,261.31,280.78,278.87,255.81,259.83,245.45,217.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.67,297.13,288.60,285.29,268.28,255.33,255.34,275.93,272.61,273.55,252.23,263.26,255.98,263.36,,,,,,257.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-18 21:38:36.209000,L5,314.54,298.42,260.28,239.29,212.87,254.75,267.45,268.93,245.12,240.03,242.50,222.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.47,305.65,311.09,293.78,270.01,264.69,268.80,271.82,269.32,257.95,250.45,254.35,254.01,263.48,,,,,,248.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28 21:32:58.000000,L5,319.94,302.26,265.70,238.31,218.04,269.25,280.64,274.03,255.18,240.88,235.74,223.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.73,265.67,298.91,305.38,303.34,288.54,259.38,251.17,263.58,275.45,275.86,276.24,267.89,270.85,260.90,264.56,,,,,,261.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-14 21:33:02.337000,L5,319.59,305.56,263.17,243.81,214.02,264.40,276.54,279.20,249.98,241.75,233.03,218.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.39,288.90,299.77,296.60,275.21,259.27,245.53,254.86,265.00,277.28,273.88,265.38,267.30,266.37,262.75,,,,,,261.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30 21:33:12.497000,L5,315.62,294.17,260.57,241.77,208.87,256.38,278.37,275.63,255.75,239.86,239.48,215.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.49,296.26,307.56,300.49,282.87,252.14,244.89,251.03,260.74,264.81,259.84,258.60,262.32,266.54,272.94,,,,,,254.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15 21:33:14.008000,L5,329.13,325.49,294.93,260.62,223.63,274.25,285.78,282.55,258.12,249.44,251.35,226.28,204.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.98,250.03,279.69,302.12,308.98,317.79,282.77,281.32,254.09,268.21,271.14,286.70,276.08,269.62,270.08,275.25,271.57,,,,,,263.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.55,,,,,,,,,,,,,,,,,,,,,,,205.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:39:37.913000,L5,280.25,267.35,231.60,207.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.41,303.07,297.96,281.59,264.56,254.41,258.08,267.07,254.32,255.00,245.78,246.27,250.51,254.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-19 21:33:35.101000,L5,319.10,305.84,268.76,249.86,216.59,266.88,272.03,284.22,254.60,241.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.36,297.07,303.67,300.54,291.11,262.92,257.88,261.80,264.87,272.13,267.02,263.14,263.78,265.30,275.03,,,,,,257.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-20 21:34:19.103000,L5,322.35,306.62,269.30,253.11,221.80,277.36,287.07,286.05,270.12,253.51,249.93,235.67,212.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.23,272.43,300.58,315.29,308.77,289.91,266.02,264.33,273.50,269.73,276.58,273.22,269.26,264.06,269.50,275.66,,,,,,268.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.66,247.77,231.49,241.59,,,,,,,,,,,,,,,,,,,,,,,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:36:10.798000,L5,317.45,295.53,266.90,241.53,222.39,277.39,281.63,276.51,263.80,263.40,252.29,218.98,216.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.90,245.17,252.69,288.95,313.69,322.34,316.46,294.67,278.12,263.02,275.91,275.47,279.81,274.08,269.75,268.13,275.16,279.00,,,,,,259.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.16,245.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-25 21:37:01.827000,L5,310.01,283.99,255.57,232.03,206.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.08,310.50,305.94,280.68,264.20,252.67,259.50,263.21,269.02,267.94,255.90,265.52,266.59,274.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-11 21:38:13.467000,L5,263.76,252.37,234.36,218.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.09,307.83,294.58,277.40,253.96,248.56,250.66,258.90,259.67,265.59,257.83,257.19,258.33,268.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-20 21:45:16.509000,L5,323.15,304.55,262.13,243.49,214.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.18,301.99,313.74,321.80,299.90,274.59,268.89,270.90,280.26,279.38,268.00,258.99,260.35,259.36,261.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-30 21:39:51.941000,L5,303.68,287.07,269.21,248.52,216.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.55,294.09,307.55,305.57,292.12,273.10,261.58,269.45,273.61,277.76,268.78,258.58,257.12,259.67,265.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-16 21:40:11.018000,L5,,,,,,266.00,273.49,279.47,252.24,242.38,240.13,218.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.95,275.64,255.87,252.54,247.05,272.81,285.89,302.29,311.92,316.17,303.59,282.20,286.26,284.13,284.02,278.24,273.19,261.96,260.83,259.49,266.20,,,,,,256.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.17,,,,,,,237.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-17 21:40:37.592000,L5,320.14,297.76,264.14,243.17,215.41,264.05,272.08,273.54,255.86,244.01,247.31,223.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.08,306.24,314.44,302.02,288.45,254.03,246.23,256.77,262.04,265.52,263.06,266.21,269.78,270.45,281.46,,,,,,257.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18 21:41:06.279000,L5,318.91,297.79,264.10,245.37,217.62,266.84,277.50,279.61,256.82,244.61,238.44,216.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.07,301.08,294.81,277.50,257.02,249.01,253.68,265.10,270.63,265.39,257.61,257.71,264.96,269.94,,,,,,260.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:41:44.008000,L5,324.95,304.64,264.28,250.22,230.95,274.72,290.77,288.23,266.46,250.63,250.47,225.76,206.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.57,303.86,317.34,304.39,280.79,263.81,253.81,259.07,266.67,275.58,268.50,264.33,264.47,270.50,276.89,,,,,,266.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.45,,,,,,,,,,,,,,,,,,,,,,,200.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-25 21:41:52.011000,L5,317.59,294.41,261.96,245.42,216.00,266.26,279.15,276.65,268.12,240.11,243.92,221.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.31,301.58,313.28,303.85,285.10,262.09,251.00,260.39,264.63,270.97,266.08,260.76,262.81,270.68,273.54,,,,,,275.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:06.521000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.73,293.83,309.33,295.82,271.42,254.89,247.92,252.74,266.20,254.69,244.76,236.47,242.74,248.36,245.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10 21:42:00.075000,L5,317.24,289.01,261.86,242.46,214.98,284.13,279.77,278.03,275.26,252.05,250.73,230.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.09,310.79,321.72,309.44,278.65,273.06,254.56,262.99,264.52,267.46,272.31,263.10,263.72,268.80,275.45,,,,,,255.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:42:04.528000,L5,321.46,303.67,262.99,247.17,219.02,293.18,291.53,281.35,268.14,251.00,256.76,231.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.57,250.20,285.17,304.81,316.93,305.70,284.38,263.57,260.35,258.06,269.79,270.79,266.99,258.91,261.64,266.70,278.28,,,,,,265.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.49,,,,,,,,,,,,,,,,,,,,,,,202.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12 21:42:11.363000,L5,314.16,296.62,263.60,235.31,217.44,266.10,279.86,285.55,262.47,244.28,247.76,231.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.30,253.34,276.00,305.69,313.00,312.09,291.89,270.51,255.45,264.54,270.63,271.21,277.29,256.13,261.65,262.83,268.32,,,,,,272.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.10,,,,,,,,,,,,,,,,,,,,,,,204.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-13 21:42:29.474000,L5,317.34,297.96,266.21,241.57,220.07,263.24,283.32,281.95,255.89,242.25,239.22,217.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.04,303.07,311.17,314.17,293.45,270.58,259.27,263.97,265.93,270.11,263.64,259.17,259.41,268.65,273.03,,,,,,253.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20 21:48:42.854000,L5,320.46,303.09,262.61,243.98,224.90,271.50,278.60,278.01,254.51,237.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.26,272.41,305.50,308.26,303.12,289.73,257.96,248.77,257.59,267.60,276.04,275.22,266.20,268.13,266.02,266.71,,,,,,257.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:42:34.821000,L5,320.98,302.57,265.21,244.97,217.96,262.91,278.43,283.93,257.76,241.83,239.94,232.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.18,300.13,317.28,313.56,289.10,271.98,257.61,267.79,264.98,271.22,267.85,266.77,259.25,265.50,272.70,,,,,,263.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-08 21:48:52.559000,L5,321.69,299.86,271.94,239.48,218.73,265.20,281.24,280.67,264.32,243.94,245.36,219.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.87,250.13,269.81,313.94,318.12,317.52,285.40,253.60,248.68,255.73,260.72,264.07,272.32,270.28,272.17,267.55,273.87,,,,,,260.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
