dates,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0014,nzd0310-0015,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0023,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0035,nzd0310-0036,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0042,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0049,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0058,nzd0310-0059,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0065,nzd0310-0066,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0071,nzd0310-0072,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0079,nzd0310-0080,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0085,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0089,nzd0310-0090,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0134,nzd0310-0135,nzd0310-0136,nzd0310-0137,nzd0310-0138,nzd0310-0139,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0171,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,nzd0310-0004,nzd0310-0005,nzd0310-0006,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0028,nzd0310-0033,nzd0310-0034,nzd0310-0091,nzd0310-0123,satname
2005-06-01 21:48:06.521,329.5725,308.92333333333335,281.70166666666665,246.735,189.30599999999998,182.84199999999998,,156.3,173.714,190.608,199.11399999999998,186.682,224.76166666666666,255.29000000000005,248.48,230.50833333333333,257.00333333333333,272.95166666666665,277.2266666666667,287.2733333333333,283.27000000000004,272.36199999999997,254.70833333333334,224.74833333333333,207.29833333333332,192.6816666666667,188.1966666666667,187.28599999999997,177.788,183.07200000000003,193.92799999999997,187.18599999999998,181.53199999999998,176.182,167.23000000000002,181.154,181.094,184.18,168.198,173.708,185.78400000000002,188.368,187.774,207.16199999999998,214.06799999999998,214.81799999999998,219.834,219.908,229.224,224.878,223.86999999999998,207.57800000000003,172.77599999999998,,211.85,227.97,249.07,229.74,186.19,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,163.39833333333334,172.93,185.46999999999997,205.402,220.11666666666667,234.19499999999996,250.46166666666667,260.9866666666667,266.09,287.7916666666667,318.00166666666667,328.84999999999997,322.7916666666667,305.0133333333333,281.90666666666664,273.195,278.4166666666667,285.62833333333333,287.6066666666666,280.4016666666667,278.3533333333333,276.2716666666667,280.24333333333334,285.7133333333333,223.72600000000003,202.43599999999998,190.15,181.26200000000003,187.13599999999997,189.25599999999997,254.718,193.79,186.1783333333333,,,L5
2005-06-10 21:42:00.075,327.98,307.1985714285715,280.0285714285714,247.54000000000002,190.53,182.21333333333334,,156.3,174.12,190.33833333333334,198.86333333333334,185.88,224.82,255.36571428571432,247.17428571428567,231.42857142857142,257.90285714285716,271.82,279.0314285714286,288.40714285714284,283.6485714285714,274.94166666666666,256.49857142857144,225.6142857142857,208.5942857142857,195.03428571428574,189.67857142857142,185.40166666666664,177.60666666666665,183.56833333333336,192.4933333333333,186.4333333333333,181.225,174.04,167.79999999999998,181.02333333333334,182.0566666666667,185.17666666666665,168.76166666666668,176.37,187.085,191.12666666666667,189.39833333333334,208.115,213.39166666666665,214.79,219.6016666666667,219.95333333333335,229.955,224.41833333333332,224.23,206.8066666666667,172.965,,211.85,227.97,249.07,229.74,186.19,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,163.5957142857143,171.30499999999998,184.73333333333332,205.13166666666666,219.02142857142854,233.51142857142855,250.4714285714286,261.7442857142857,266.5657142857143,288.19571428571425,319.02714285714285,330.2214285714286,323.48,304.33,283.1271428571428,272.63,278.41285714285715,285.03714285714284,287.12857142857143,281.62,278.92857142857144,276.67571428571426,280.9714285714286,286.42571428571426,224.50166666666667,202.70833333333334,190.53666666666666,181.875,188.04666666666665,189.92499999999998,256.73333333333335,194.7942857142857,186.95857142857145,,,L5
2005-06-26 21:42:04.528,328.185,304.78714285714284,278.2914285714286,250.20000000000002,191.21166666666667,182.595,,156.02800000000002,174.43666666666664,189.70333333333335,199.71166666666667,184.78,223.89285714285714,255.33285714285716,246.11714285714285,231.27285714285713,259.65714285714284,273.28714285714284,281.96857142857147,290.7842857142857,283.87142857142857,277.6566666666667,259.2242857142857,227.4557142857143,211.45285714285714,197.74571428571429,191.63714285714283,181.00666666666666,176.12,181.21666666666667,189.25833333333333,182.6,179.49833333333333,174.6016666666667,164.625,176.81833333333336,178.775,181.44500000000002,168.19166666666666,176.41333333333333,188.73166666666665,190.58833333333334,188.00833333333333,208.64333333333332,213.45000000000002,213.47666666666666,219.07166666666663,218.655,230.165,224.13666666666666,224.23833333333334,206.67,173.40499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,160.98857142857145,170.13857142857142,186.2,206.3042857142857,215.07142857142858,229.37714285714287,248.33285714285714,261.9871428571429,263.66857142857145,288.06428571428575,319.29285714285714,330.62,322.14428571428573,301.5628571428571,280.6657142857143,268.7914285714286,274.65142857142854,282.85285714285715,286.01714285714286,280.6742857142857,278.38,276.5571428571428,281.7528571428571,287.8,228.89333333333332,205.6833333333333,192.89,184.41333333333333,191.385,190.77166666666668,258.4166666666667,195.03714285714287,186.45714285714286,,,L5
2005-07-12 21:42:11.363,327.4628571428571,304.22249999999997,277.37875,249.15,191.20285714285714,182.11714285714285,,156.6316666666667,174.54714285714286,189.82,199.53714285714287,185.02285714285716,224.0025,255.88875000000002,246.30124999999998,232.28375,259.59749999999997,274.76,282.4425,291.0875,285.2275,277.5514285714286,259.56875,228.90125,211.87125,199.9025,191.86249999999998,181.07714285714286,176.30285714285714,181.31,190.0614285714286,182.6557142857143,181.3342857142857,174.96857142857144,165.72857142857143,177.75285714285715,178.46571428571428,182.17857142857142,169.10142857142858,178.27,190.31,191.1757142857143,188.60714285714286,209.44142857142856,214.17857142857142,213.54285714285714,218.4185714285714,219.54857142857142,231.1614285714286,224.75285714285715,224.85,207.40142857142857,173.88857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,161.9,171.69,186.49875,207.3825,215.1475,230.36625,249.09625,262.12,264.55125,288.45,319.69875,330.55125,323.08625,302.66125,281.835,269.20125,275.40999999999997,283.49875,286.3175,281.94625,278.01,276.7,281.53,287.4525,228.89714285714285,206.67857142857142,192.98,184.57999999999998,191.17000000000002,191.1957142857143,258.0285714285714,195.005,187.615,,,L5
2005-08-13 21:42:29.474,327.0557142857143,304.47125,277.56625,249.3425,191.14857142857142,180.57714285714286,144.05,157.83833333333337,175.46142857142857,191.28428571428572,200.09714285714287,185.48142857142855,224.16375,256.04875000000004,245.43875,231.6025,260.23125,274.015,281.8275,292.11125,286.4175,277.50142857142856,258.5275,227.56875,212.2125,201.235,193.6375,181.4385714285714,178.65714285714287,182.65285714285713,192.64285714285714,183.29,182.3957142857143,174.60999999999999,165.17714285714285,179.5771428571429,179.98000000000002,184.01714285714283,171.18285714285713,179.93142857142857,191.6857142857143,194.13142857142856,190.07285714285715,210.1757142857143,216.2328571428571,216.4928571428571,221.62000000000003,221.28428571428572,235.3642857142857,226.18714285714285,227.70714285714283,209.08999999999997,174.80999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,162.04,172.08749999999998,187.2225,208.8375,215.9925,232.1275,249.70875,262.32375,263.51625,287.495,319.1825,329.99875000000003,324.65250000000003,303.19750000000005,283.68375000000003,270.57125,276.2675,284.01874999999995,286.96500000000003,281.8775,277.34000000000003,275.16375,280.8575,286.51625,229.03142857142856,206.1257142857143,192.60857142857142,183.5257142857143,190.3685714285714,191.0257142857143,257.66999999999996,195.47875,188.9375,,,L5
2005-08-20 21:48:42.854,326.12857142857143,303.37,276.54375000000005,248.8475,190.44714285714284,178.68428571428575,144.05,157.14000000000001,174.23571428571427,190.6257142857143,200.20285714285714,185.32142857142858,225.44375000000002,255.95875,244.695,230.88625000000002,259.26125,272.41125,280.64500000000004,290.74875,284.73375,276.1485714285714,256.50125,228.02875,211.96125,200.98000000000002,193.14125,181.35285714285715,178.92857142857142,182.67142857142858,192.29714285714286,181.87285714285713,181.67142857142858,174.91428571428568,166.76142857142855,181.1214285714286,180.99,186.01999999999998,171.39000000000001,181.58857142857144,192.80714285714288,196.30714285714288,191.45,210.96857142857144,217.83714285714288,216.73000000000002,221.68428571428572,225.41428571428574,237.70428571428573,227.72,229.46857142857147,209.5142857142857,173.47857142857146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,163.3385714285714,170.96,186.68875,208.4425,216.13125,232.29125,250.05375,262.39250000000004,265.125,288.005,319.61749999999995,330.48875,324.78625,303.99375,283.26625,270.1675,275.9925,283.88874999999996,287.22125,282.6975,277.3325,276.13875,280.76625,285.7425,229.18428571428575,204.98142857142855,191.11285714285714,182.47285714285718,189.05999999999997,189.82857142857145,255.5685714285714,195.41500000000002,188.1925,,,L5
2005-08-29 21:42:34.821,326.51375,303.68111111111114,276.1055555555556,248.57666666666668,190.285,178.85250000000002,144.05,157.16000000000003,174.6925,191.1125,200.54000000000002,184.82125,224.71,256.23333333333335,245.23333333333332,229.7766666666667,257.6788888888889,272.62,279.30555555555554,290.1411111111111,284.92333333333335,274.8275,255.92000000000002,228.58666666666664,211.37333333333333,199.62333333333333,193.1588888888889,181.34375,177.81125,182.3725,191.03875,181.74749999999997,181.36875,174.14749999999998,167.21625,181.3825,180.18375,185.4525,170.64000000000001,180.87375,192.21,196.6825,191.50125,210.8775,218.10750000000002,217.3925,222.01624999999999,226.01250000000002,237.61875,228.72125,229.44750000000002,209.5142857142857,173.47857142857146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.54,,,,,,163.3385714285714,169.42333333333335,185.69555555555556,207.68111111111114,215.56,231.7555555555556,249.43555555555557,261.8577777777778,264.6122222222223,287.0711111111111,318.8611111111111,330.5444444444444,325.41,304.38,283.8277777777778,270.5544444444444,276.58444444444444,283.6922222222222,287.1666666666667,282.7266666666667,278.12888888888887,275.7811111111111,280.4122222222222,285.8666666666667,228.78625000000002,204.8725,190.93,182.14000000000001,188.99249999999998,189.12625000000003,254.90999999999997,195.03222222222223,188.20777777777778,,,L5
2005-11-08 21:48:52.559,326.0875,303.3666666666666,276.40000000000003,248.0111111111111,189.21,177.76250000000002,144.05,157.50285714285715,174.01,190.60750000000002,200.38125,183.615,224.2877777777778,256.3855555555555,245.54555555555555,229.84,257.92555555555555,272.3833333333333,278.7855555555555,289.5155555555555,284.40333333333336,274.7275,255.1688888888889,228.01999999999998,210.45111111111112,197.48777777777778,192.35444444444445,180.34499999999997,176.7825,181.7825,189.1275,181.4325,182.12125,174.09875,167.17,181.29625,179.79749999999999,185.9025,170.17874999999998,180.02750000000003,191.2525,195.3075,190.41875000000002,210.61,217.30375,217.45375,221.25625,225.43875,237.48250000000002,228.335,228.58375,209.11285714285714,173.47714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.72166666666666,169.10375000000002,184.2711111111111,206.66222222222223,213.99222222222224,230.3177777777778,247.97999999999996,262.57444444444445,264.9588888888889,287.18000000000006,319.7833333333333,330.74,326.7944444444445,304.5422222222222,282.8733333333333,270.1611111111111,276.29777777777775,283.1255555555556,286.22222222222223,282.9433333333334,278.6033333333333,276.76666666666665,280.3744444444444,285.43555555555554,227.93625,204.8625,190.26624999999999,180.81250000000003,187.02249999999998,188.42625,254.78875,194.57888888888888,188.23555555555558,,,L5
2005-11-17 21:42:55.245,326.95222222222225,304.71099999999996,276.93500000000006,248.48899999999998,189.85333333333335,178.48555555555558,144.05,158.38750000000002,175.16999999999996,190.8322222222222,200.56888888888886,183.8322222222222,224.084,256.812,246.459,229.82799999999997,257.202,272.505,279.06499999999994,290.527,285.038,275.47,256.117,229.202,211.417,198.57600000000002,193.193,180.79,176.7788888888889,181.74444444444444,189.49666666666664,182.81444444444443,182.31555555555553,174.15555555555557,167.49222222222224,181.8122222222222,180.57333333333332,186.28777777777776,170.98666666666665,179.91555555555558,191.99444444444444,195.35666666666668,191.83,211.41666666666666,218.31222222222223,218.57333333333335,221.88666666666666,225.17444444444445,238.15444444444444,228.98000000000002,229.16333333333336,209.48125,174.21625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.3757142857143,168.97555555555556,184.63600000000002,206.773,213.567,229.717,247.90099999999998,262.26300000000003,264.71100000000007,287.41600000000005,320.256,331.90500000000003,327.659,305.592,283.433,270.775,276.18399999999997,283.31399999999996,286.423,282.58000000000004,278.73400000000004,276.758,281.00100000000003,286.28000000000003,228.35888888888888,205.75777777777776,190.78333333333333,181.81222222222223,187.78666666666666,189.0588888888889,255.4777777777778,195.803,189.397,,,L5
2006-01-20 21:44:25.094,328.3983333333333,307.2633333333334,274.69666666666666,248.92666666666665,187.95666666666668,177.58833333333334,144.05,158.1316666666667,175.535,190.34166666666667,200.19500000000002,183.66,218.72500000000002,259.625,251.33,226.455,249.2733333333333,271.2083333333333,275.7583333333334,291.91833333333335,286.255,271.85333333333335,255.085,232.22333333333333,210.50166666666667,196.91,192.28166666666667,180.745,175.08,179.80499999999998,190.26666666666665,184.1783333333333,181.04666666666665,171.55000000000004,167.525,180.54,177.41833333333332,183.10666666666665,170.43499999999997,176.43499999999997,188.47166666666666,191.28666666666666,188.9,208.98833333333334,217.665,219.08666666666667,221.45333333333335,223.97000000000003,236.94166666666663,228.42499999999998,228.1966666666667,206.788,169.48600000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.23000000000008,162.70800000000003,179.0283333333333,203.47500000000002,210.07666666666668,226.82666666666668,245.63333333333333,259.85833333333335,261.8466666666667,283.07500000000005,319.955,331.09,328.56666666666666,306.18833333333333,282.31666666666666,270.7433333333333,276.57,283.2283333333333,288.9166666666667,283.5566666666667,281.30333333333334,278.70666666666665,280.885,287.335,228.3033333333333,205.47,189.23499999999999,180.1016666666667,185.44833333333335,186.295,252.335,198.20666666666668,190.80999999999997,,,L5
2006-01-27 21:50:46.347,328.5442857142857,307.08714285714285,275.66999999999996,249.62285714285716,189.04142857142855,179.03428571428572,144.05,158.37000000000003,176.08142857142857,190.59285714285716,199.5885714285714,183.92000000000002,219.32,259.69142857142856,251.98714285714283,228.4742857142857,250.29142857142855,272.46,276.7142857142857,292.14714285714285,288.24285714285713,273.0857142857143,255.72714285714284,234.3642857142857,211.78,198.97857142857146,192.3657142857143,181.32714285714286,175.31714285714287,180.31857142857143,190.71285714285713,184.62285714285713,181.23857142857145,171.93000000000004,166.52714285714288,178.79285714285714,175.38000000000002,181.08714285714285,168.96571428571428,176.17285714285714,187.54714285714286,188.71714285714285,187.82571428571427,209.12714285714287,216.55285714285716,217.79285714285714,220.4714285714286,221.5057142857143,236.05571428571426,227.2485714285714,226.70285714285714,204.865,169.01000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.91666666666666,163.95833333333334,180.53857142857143,204.77142857142857,210.57857142857142,226.60142857142858,245.47714285714284,259.51714285714286,261.4857142857143,282.4271428571429,319.79857142857145,330.88714285714286,328.93142857142857,305.4557142857143,282.8514285714286,271.80571428571426,277.95142857142855,283.3771428571428,288.83714285714285,283.8071428571428,281.87714285714287,278.4871428571429,281.53285714285715,289.43285714285713,228.88285714285715,205.74571428571429,189.57,181.1357142857143,186.81285714285715,187.95714285714286,252.74857142857144,199.03714285714287,191.1314285714286,,,L5
2006-02-12 21:51:08.090,329.2957142857143,306.88714285714286,276.2442857142857,249.74428571428572,188.94857142857146,180.96714285714285,,157.58,176.20000000000002,189.7428571428571,199.00428571428574,183.90142857142857,219.6357142857143,260.6942857142857,252.82857142857142,230.71285714285713,251.0885714285714,274.01428571428573,278.4414285714286,291.8357142857143,288.65999999999997,273.85285714285715,256.1485714285714,236.91,213.01999999999998,199.27285714285716,191.69428571428574,182.41857142857143,174.4,180.05571428571426,190.7042857142857,184.41,181.87714285714287,172.9557142857143,168.23142857142855,176.77571428571426,173.36999999999998,178.8814285714286,166.75571428571428,174.98000000000002,184.13285714285715,183.70714285714286,185.6,207.29999999999998,213.82571428571427,214.99857142857144,217.87999999999997,218.95428571428573,231.63857142857142,226.37285714285713,223.6214285714286,203.1783333333333,167.88666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.46333333333334,162.72,180.43142857142857,204.32714285714286,210.26714285714283,225.39142857142858,246.42142857142858,260.09714285714284,262.53714285714284,282.8342857142857,319.67857142857144,331.00857142857143,327.0957142857143,303.40857142857146,281.88142857142856,271.21285714285716,277.3671428571429,284.1485714285714,288.7971428571429,284.9985714285714,282.61857142857144,279.6328571428571,280.8671428571428,289.1342857142857,229.43285714285713,206.93,189.48714285714286,182.3685714285714,188.18571428571428,188.46142857142857,252.93428571428575,197.92857142857142,191.0614285714286,,,L5
2006-02-21 21:45:08.534,330.31857142857143,308.70285714285717,278.88714285714286,251.72714285714284,190.53285714285715,183.02142857142854,,158.47428571428574,177.62285714285716,190.50571428571428,198.91000000000003,184.87000000000003,218.6057142857143,260.9757142857143,253.73428571428573,232.00857142857143,253.36999999999998,276.56714285714287,279.7257142857143,293.6928571428571,291.82714285714286,276.17285714285714,259.91285714285715,238.15285714285713,213.73999999999998,201.5371428571429,192.8657142857143,183.43714285714285,174.3842857142857,181.13857142857145,191.13285714285712,186.4557142857143,181.53571428571428,172.80857142857144,165.86285714285714,175.17285714285714,171.06285714285715,175.06714285714287,166.66428571428568,173.63714285714286,182.97142857142856,181.71571428571428,184.68714285714287,206.0514285714286,213.06714285714287,213.9385714285714,217.66428571428574,215.62142857142857,229.12285714285716,224.00714285714284,221.98142857142855,201.17333333333332,167.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.46333333333334,163.45833333333334,180.98714285714283,205.26857142857145,210.65285714285716,224.74142857142857,245.85285714285715,260.4785714285714,261.5571428571429,282.44,320.2142857142857,331.4242857142857,328.06857142857143,303.4628571428571,282.4742857142857,271.91857142857145,278.7528571428571,284.09142857142854,288.38714285714286,285.13428571428574,283.16857142857145,279.45,281.20285714285717,290.1457142857143,230.38285714285712,209.1557142857143,191.85285714285715,184.39857142857142,189.9485714285714,189.66714285714286,255.5914285714286,198.78,192.40142857142857,,,L5
2006-02-28 21:51:28.213,330.68142857142857,308.9414285714286,280.39,252.7,191.33714285714288,184.21142857142857,,159.10571428571433,177.60857142857142,189.70857142857145,198.3957142857143,186.07571428571427,218.99,261.35714285714283,254.2142857142857,234.19142857142856,255.04857142857142,277.69142857142856,282.1657142857143,295.43,293.07428571428574,277.1228571428572,261.09000000000003,239.1157142857143,214.16714285714284,204.02,193.29857142857145,183.57142857142858,175.39714285714288,181.9842857142857,192.56714285714287,186.97142857142856,181.0614285714286,173.23000000000002,164.61714285714285,173.37142857142857,169.58571428571432,174.64142857142858,166.0,172.54428571428573,181.43857142857146,177.71571428571428,182.6242857142857,204.46428571428572,211.4442857142857,211.5957142857143,215.78428571428572,213.2328571428571,227.66857142857143,221.30571428571426,220.21571428571428,200.3857142857143,167.17857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.745,164.26333333333335,182.01571428571427,206.26857142857142,211.51285714285717,225.02142857142857,246.67428571428573,260.4771428571429,262.2342857142857,283.41857142857145,321.40142857142854,330.7814285714286,327.5014285714286,302.9557142857143,282.4485714285714,271.80428571428575,278.23571428571427,284.97571428571433,288.93428571428575,285.5857142857143,283.1828571428572,280.7085714285714,282.44142857142856,291.17571428571426,231.24857142857144,209.9157142857143,192.45285714285714,184.84857142857143,191.0957142857143,191.1442857142857,256.39428571428573,199.8314285714286,192.6557142857143,,,L5
2006-03-09 21:45:28.526,330.1825,308.4425,279.28,252.62625,190.58,184.28,,158.78000000000003,176.29874999999998,188.995,197.2,185.36749999999998,218.6525,260.17375,253.92874999999998,232.89375,254.55874999999997,277.2375,281.68125,294.2,292.16125,276.6875,260.83500000000004,238.36374999999998,213.38625,202.495,192.11625,182.8175,174.9875,180.93875,191.015,185.20875,180.12,173.25625000000002,169.095,174.91125,168.53875,173.8375,167.3475,172.54428571428573,181.43857142857146,177.71571428571428,182.6242857142857,204.46428571428572,211.4442857142857,211.5957142857143,215.78428571428572,213.2328571428571,227.66857142857143,221.30571428571426,220.21571428571428,200.3857142857143,167.17857142857142,,,267.28,217.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.745,164.26333333333335,182.01571428571427,206.26857142857142,211.51285714285717,225.02142857142857,246.67428571428573,260.4771428571429,262.2342857142857,283.41857142857145,321.40142857142854,330.7814285714286,327.5014285714286,302.9557142857143,282.4485714285714,271.80428571428575,274.03875,282.12375000000003,287.58750000000003,284.98875,285.2975,279.53875,281.385,290.1625,230.81,209.65625,192.26125,184.65375,190.54125,190.68124999999998,256.1625,198.93375,191.36875,,,L5
2006-04-26 21:46:20.696,331.3966666666667,310.4522222222222,280.74666666666667,252.62625,190.58,184.28,,158.78000000000003,178.3011111111111,189.5677777777778,197.39111111111112,185.89333333333332,220.33888888888887,262.87666666666667,253.92874999999998,232.89375,254.55874999999997,281.00111111111113,284.2388888888888,294.2,292.16125,276.6875,260.83500000000004,239.86444444444442,214.27777777777774,207.6788888888889,192.11625,183.77444444444444,177.21444444444444,183.92999999999998,190.09666666666666,185.20875,180.12,173.25625000000002,169.095,174.69222222222223,168.53875,175.35666666666668,170.22666666666666,172.54428571428573,181.43857142857146,181.78625,181.85999999999999,204.15875,209.32125,212.85125,215.82625000000002,211.625,225.895,219.79874999999998,221.33249999999998,198.59625,167.17857142857142,,,267.28,217.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.87,164.97714285714287,181.71124999999998,206.0625,211.64375,225.55,246.6975,261.04,261.74,283.555,321.0875,330.1925,326.385,303.495,281.88125,271.62125,274.15,282.1388888888889,288.09555555555556,285.36777777777775,285.3166666666667,279.7488888888889,281.95000000000005,290.68333333333334,230.81,209.65625,192.26125,186.5188888888889,190.54125,190.68124999999998,256.1625,198.93375,191.36875,,,L5
2006-06-04 21:53:04.449,330.11625000000004,308.87,280.20125,253.10285714285715,190.59999999999997,185.01999999999998,,156.9928571428572,176.965,189.07,196.45250000000001,186.44625000000002,222.305,262.28125,251.55285714285714,234.86714285714285,254.9828571428571,281.5875,285.28625,295.11,291.98,275.3128571428571,260.31714285714287,239.7875,214.95374999999999,209.60750000000002,191.4185714285714,183.78125,177.69,185.68,190.0,184.2242857142857,178.6314285714286,172.7357142857143,167.00571428571428,171.1525,164.49571428571429,171.92625,168.7225,170.60833333333335,175.86166666666668,178.71857142857147,179.02142857142857,201.6257142857143,206.9,209.6,213.67857142857142,211.32,224.0842857142857,217.34857142857143,219.43428571428572,197.3342857142857,165.89666666666668,,,267.28,217.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.426,165.45285714285714,183.90571428571428,207.80714285714288,213.83714285714285,228.14857142857144,248.4557142857143,260.0414285714286,260.0285714285714,282.68,319.71714285714285,327.09000000000003,323.40285714285716,302.7128571428571,282.07142857142856,272.58142857142855,275.83125,283.13375,289.17875000000004,286.5525,285.45125,279.51125,281.5425,290.58875,231.49428571428572,209.87714285714287,192.25428571428574,187.10875000000001,192.30857142857144,191.39714285714285,255.0042857142857,198.62142857142857,190.3642857142857,,,L5
