dates,satname,nzd0129-0000,nzd0129-0001,nzd0129-0002,nzd0129-0003,nzd0129-0004,nzd0129-0005,nzd0129-0006,nzd0129-0007
1999-08-26 22:04:44.971000,L7,,309.25,353.61,335.17,336.65,330.35,342.74,334.10
1999-09-27 22:04:48.949000,L7,346.36,366.49,362.12,364.80,348.24,358.56,357.01,338.62
1999-11-14 22:04:42.286000,L7,369.50,371.22,371.32,366.81,344.54,351.37,340.92,332.19
2000-01-01 22:04:37.439000,L7,,392.44,377.87,317.96,333.34,350.06,314.30,335.03
2000-02-11 21:58:22.025000,L7,370.43,369.48,370.93,368.79,335.17,343.93,340.82,336.83
2000-03-30 21:58:09.573000,L7,347.98,347.92,364.28,345.28,330.08,335.63,334.45,330.03
2000-08-12 22:02:54.094000,L7,,,,,,323.76,334.81,329.75
2000-09-06 21:56:22.949000,L7,,,349.16,296.37,,314.12,318.01,327.00
2000-10-15 22:01:56.204000,L7,,309.78,372.09,364.19,326.75,332.66,318.76,332.91
2000-12-11 21:56:00.959000,L7,379.82,377.67,377.73,369.01,370.66,358.19,356.51,337.80
2001-01-03 22:02:12.432000,L7,,,,310.08,326.76,,,
2001-01-12 21:56:06.772000,L7,,376.68,385.69,379.10,,,,
2001-02-13 21:56:03.778000,L7,,376.28,377.08,349.98,357.68,334.68,349.33,334.98
2001-03-01 21:55:57.624000,L7,291.56,,313.88,334.57,366.97,,,
2001-03-24 22:01:59.719000,L7,,372.37,369.45,368.34,357.95,348.22,346.36,335.77
2001-06-05 21:55:16.607000,L7,,,,,,322.99,337.93,339.78
2001-08-24 21:54:24.664000,L7,,,,,,326.11,326.09,332.53
2001-09-09 21:54:12.928000,L7,,338.27,361.50,343.81,327.90,359.53,355.17,345.64
2001-09-25 21:54:04.740000,L7,,344.00,355.31,342.51,323.49,321.60,334.77,330.63
2001-10-02 22:00:04.650000,L7,355.87,377.12,379.58,359.19,373.79,360.36,357.51,338.25
2001-10-11 21:53:46.024000,L7,351.55,350.44,365.30,348.21,379.31,315.25,335.21,330.21
2001-11-03 22:00:10.954000,L7,,,,,,390.67,392.08,395.00
2001-12-05 22:00:18.987000,L7,,,,,,401.33,389.51,393.82
2001-12-30 21:54:13.275000,L7,368.53,350.84,369.97,363.18,330.55,,321.91,331.53
2002-01-22 22:00:40.906000,L7,288.89,287.31,313.56,333.25,327.27,310.43,305.49,328.66
2002-02-23 22:00:43.620000,L7,291.58,293.71,354.21,334.67,319.44,311.05,317.41,
2002-04-12 22:00:37.812000,L7,,306.62,357.12,336.89,269.96,347.54,348.14,331.56
2002-04-28 22:00:38.357000,L7,,330.47,346.66,316.91,322.77,337.20,342.87,336.83
2002-05-07 21:54:27.907000,L7,,334.60,348.52,344.05,322.76,355.77,353.56,350.86
2002-05-23 21:54:18.991000,L7,,,,,,323.23,339.26,335.61
2002-06-15 22:00:19.658000,L7,,,,,,331.83,341.00,346.72
2002-06-24 21:54:04.370000,L7,,,,,,,,321.80
2002-07-17 22:00:08.747000,L7,,,,,,318.61,337.91,333.68
2002-08-11 21:53:48.595000,L7,,,,,,334.16,339.16,331.82
2002-08-18 21:59:57.690000,L7,,347.45,354.72,342.74,320.83,338.84,344.11,335.63
2002-08-27 21:53:36.267000,L7,,341.25,355.74,357.95,372.46,372.65,347.70,337.42
2002-09-12 21:53:31.762000,L7,,322.36,359.85,350.32,319.03,336.07,343.39,335.39
2002-10-14 21:53:19.813000,L7,362.12,345.45,360.07,353.09,334.45,318.68,331.93,327.33
2002-11-06 21:59:41.879000,L7,,328.26,355.45,345.33,325.15,319.78,315.82,318.19
2002-12-24 22:00:09.147000,L7,,,,,391.62,390.30,389.26,394.89
2003-01-18 21:54:06.301000,L7,380.04,378.34,379.71,374.61,369.54,362.23,349.91,350.09
2003-01-25 22:00:18.779000,L7,,,379.07,374.16,332.90,350.24,308.72,335.30
2003-03-23 21:54:16.760000,L7,,341.12,373.15,361.34,356.63,359.06,350.55,344.51
2003-03-30 22:00:31.029000,L7,,,349.34,308.63,274.87,340.26,344.29,331.61
2003-05-10 21:54:22.508000,L7,,,,,,336.53,342.41,335.62
2003-07-21 21:42:09.884000,L5,,,,,,331.95,332.86,329.86
2003-08-06 21:42:27.230000,L5,,312.83,353.91,354.82,333.30,343.35,334.95,335.80
2003-08-13 21:48:45.123000,L5,,,335.51,337.17,330.52,332.07,331.81,329.05
2003-09-07 21:43:00.591000,L5,340.90,358.78,368.96,363.09,355.08,347.28,341.12,331.62
2003-09-30 21:49:30.432000,L5,,,357.65,354.04,345.76,331.99,341.24,331.78
2003-10-25 21:43:40.253000,L5,361.43,364.61,366.92,355.75,350.57,333.90,321.96,324.07
2003-11-17 21:50:09.452000,L5,334.67,340.82,346.00,344.40,347.32,339.52,331.00,331.91
2003-12-12 21:44:10.398000,L5,355.77,359.70,368.12,359.51,347.63,307.79,326.13,304.36
2004-02-14 21:44:33.705000,L5,364.79,362.62,365.94,362.57,355.62,340.73,338.38,332.57
2004-04-02 21:44:54.996000,L5,307.47,337.05,360.91,350.48,273.73,330.36,331.87,302.53
2004-04-18 21:45:25.586000,L5,,315.14,357.41,352.85,334.57,286.92,326.65,331.67
2004-05-04 21:45:52.076000,L5,,331.63,351.09,331.23,355.48,334.66,335.67,334.21
2004-05-20 21:46:20.465000,L5,,,,,,330.21,336.45,334.06
2004-06-12 21:53:11.618000,L5,,326.55,343.29,323.12,333.80,332.30,336.43,330.02
2004-07-07 21:47:45.207000,L5,,,,,,325.29,331.80,335.90
2004-07-23 21:48:09.192000,L5,,329.10,345.06,343.65,275.42,340.07,336.53,335.10
2004-07-30 21:54:28.143000,L5,,,346.51,313.32,312.62,335.04,335.85,335.53
2004-09-16 21:55:41.721000,L5,,346.90,363.28,356.39,352.65,336.73,336.14,326.00
2004-09-25 21:49:43.196000,L5,,358.14,356.97,355.50,342.60,336.90,331.64,322.35
2004-10-18 21:56:23.891000,L5,335.00,367.21,367.06,363.37,355.79,339.39,343.88,341.31
2004-11-03 21:56:42.977000,L5,,,326.66,336.69,325.00,310.17,295.88,
2004-11-19 21:56:55.269000,L5,367.84,365.95,366.66,358.18,361.00,321.70,316.06,291.37
2005-01-15 21:51:45.464000,L5,359.69,365.68,369.83,362.27,356.23,340.90,329.25,307.51
2005-01-22 21:58:02.481000,L5,,270.92,356.14,352.81,349.82,339.44,330.92,324.42
2005-02-07 21:58:15.209000,L5,,315.25,368.48,362.02,356.79,345.86,321.67,311.63
2005-02-16 21:52:13.954000,L5,372.61,374.33,373.94,368.46,367.93,351.89,336.21,300.14
2005-02-23 21:58:31.621000,L5,357.87,366.88,370.68,364.22,359.62,346.89,331.13,
2005-03-11 21:58:44.158000,L5,358.47,354.47,361.76,359.72,349.66,336.65,334.72,322.13
2005-04-12 21:58:55.193000,L5,,349.38,364.12,362.13,351.80,327.96,331.88,320.55
2005-06-08 21:53:09.034000,L5,,331.79,346.27,314.98,341.55,341.34,339.53,336.36
2005-07-17 21:59:35.576000,L5,,,,,267.41,340.70,342.56,331.05
2005-07-26 21:53:30.504000,L5,,314.24,347.42,352.59,335.62,339.65,337.37,333.27
2005-09-19 21:59:56.928000,L5,294.99,337.55,350.44,352.59,345.32,347.01,344.70,336.15
2006-02-03 21:55:55.062000,L5,368.41,371.63,370.62,364.89,359.00,344.26,334.13,333.02
2006-04-08 21:57:12.628000,L5,,342.62,352.43,355.50,352.67,327.19,335.16,327.92
2006-05-17 22:03:57.969000,L5,,322.11,331.28,317.14,324.91,335.50,336.84,338.65
2006-12-11 22:06:52.177000,L5,356.87,354.66,361.57,315.79,320.95,281.85,281.23,
2007-02-13 22:06:47.368000,L5,287.37,311.36,357.09,353.14,342.97,333.16,333.34,328.77
2008-10-29 21:55:24.451000,L5,357.14,349.36,,,,,,
2008-12-25 21:50:10.387000,L5,,367.02,366.88,356.44,336.82,327.16,274.58,
2009-02-02 21:57:22.411000,L5,360.60,357.03,359.62,281.64,348.41,327.20,328.09,326.66
2009-02-11 21:51:25.536000,L5,362.74,361.66,368.50,362.49,356.45,333.05,332.43,328.98
2010-01-13 21:56:25.416000,L5,362.26,357.66,366.01,355.80,345.35,330.94,322.09,318.63
2010-02-21 22:02:44.773000,L5,360.59,355.03,364.81,359.46,353.56,329.87,308.95,310.14
2010-11-13 21:55:25.438000,L5,,,367.73,378.95,388.42,371.59,338.61,364.77
2010-12-31 21:55:32.560000,L5,,375.19,372.44,355.30,369.10,351.10,347.88,342.40
2011-01-07 22:01:44.406000,L5,339.40,351.73,364.86,349.74,349.99,332.21,331.38,326.67
2011-02-17 21:55:37.006000,L5,361.20,352.58,364.39,359.63,347.65,338.60,333.42,329.18
2011-03-28 22:01:38.376000,L5,,295.39,359.18,347.67,348.90,334.36,333.42,320.27
2011-04-13 22:01:34.017000,L5,,,,,333.89,326.29,326.64,318.12
2011-09-04 22:00:27.603000,L5,,356.69,362.05,354.01,350.06,327.38,331.67,329.62
2013-04-11 22:07:51.092000,L8,326.75,317.39,351.19,342.27,333.00,325.45,330.48,329.34
2013-05-20 22:13:50.559000,L8,,,,,313.55,328.74,334.50,330.94
2013-05-29 22:07:41.466000,L8,,326.91,335.81,303.61,,330.73,333.83,334.67
2013-06-05 22:13:51.261000,L8,,335.72,342.55,305.58,309.34,330.58,334.91,332.54
2013-06-21 22:13:43.313000,L8,,339.41,346.41,317.22,312.30,330.88,334.49,334.06
2013-06-30 22:07:36.163000,L8,,,,,,327.08,336.15,335.32
2013-06-30 22:08:00.117000,L8,,,,,,327.05,335.76,334.53
2013-07-07 22:13:48.209000,L8,,,,,,,,322.30
2013-08-17 22:08:03.120000,L8,,335.71,349.60,342.97,334.99,325.53,331.32,329.32
2013-09-02 22:07:40.639000,L8,345.92,348.32,352.94,343.61,332.09,328.38,329.25,327.98
2013-09-02 22:08:04.598000,L8,349.25,350.20,355.83,345.76,337.23,331.08,331.51,329.46
2013-11-05 22:07:22.900000,L8,365.87,373.81,374.04,355.79,348.50,342.23,339.80,338.06
