dates,nzd0496-0000,nzd0496-0002,nzd0496-0003,nzd0496-0004,nzd0496-0005,nzd0496-0006,nzd0496-0007,nzd0496-0008,nzd0496-0009,nzd0496-0010,nzd0496-0011,nzd0496-0012,nzd0496-0013,nzd0496-0014,nzd0496-0015,nzd0496-0016,nzd0496-0017,nzd0496-0001,satname
1999-08-26 22:07:32+00:00,,,,295.2,279.16,267.72,268.32,265.31,263.84,,272.82,295.63,305.47,316.04,295.74,,,,L7
1999-11-21 22:13:35+00:00,287.64,,,299.95,279.97,267.72,268.32,270.65999999999997,267.66499999999996,280.5,278.255,300.89,307.16,316.04,295.74,,,,L7
1999-12-07 22:13:41+00:00,287.64,,,299.95,279.97,267.72,268.32,270.65999999999997,267.66499999999996,276.125,278.255,300.89,307.16,316.04,295.74,,332.98,,L7
2000-05-08 22:06:44+00:00,287.64,,,304.7,298.54499999999996,302.13,291.72,285.53499999999997,285.32500000000005,285.4066666666667,299.35,315.135,317.04,337.25,329.76,325.17,329.97,,L7
2000-06-25 22:06:19+00:00,,,,,316.31,302.13,291.72,295.06,299.16,303.97,309.76,316.615,316.34000000000003,326.40999999999997,315.87,310.85,324.78,,L7
2000-09-20 22:11:14+00:00,288.26,,,,316.31,302.13,291.72,289.21000000000004,299.16,303.97,309.76,316.615,316.34000000000003,326.40999999999997,315.87,310.85,324.78,280.33,L7
2000-12-18 22:05:01+00:00,288.26,206.26,,,,,,283.36,,,304.51,309.11,307.45,315.57,301.98,296.53,322.6,261.91499999999996,L7
2001-01-03 22:05:00+00:00,288.26,206.26,,333.01,,307.7,306.02,283.36,302.15,,318.57,327.14,333.62,,,293.96,333.93,261.91499999999996,L7
2001-04-09 22:04:41+00:00,,195.125,,333.01,,307.7,306.02,,302.15,,311.475,322.235,331.57,330.89,326.49,309.28,333.93,243.5,L7
2001-04-16 22:10:54+00:00,,195.125,,333.01,,307.7,306.02,261.38,302.15,,311.475,322.235,331.57,330.89,310.435,299.54,317.545,243.5,L7
2001-06-19 22:10:17+00:00,,183.99,,326.825,311.98,307.805,302.76,280.65,302.99,307.14,311.9166666666667,324.03999999999996,330.8633333333333,331.705,314.1066666666666,302.8925,317.545,,L7
2001-06-28 22:03:56+00:00,,183.99,,326.825,311.98,307.805,302.76,280.65,302.99,307.14,311.9166666666667,324.03999999999996,330.8633333333333,331.705,309.61,301.068,309.8866666666667,,L7
2001-07-14 22:03:57+00:00,,183.99,,320.64,311.98,307.91,299.5,280.65,303.83,307.14,308.59000000000003,322.48999999999995,329.48499999999996,331.705,307.2,299.158,299.0466666666667,,L7
2002-01-29 22:09:33+00:00,,202.87,,,,,,,,299.94,311.4,292.41,334.16,341.31,337.59,334.81,340.64,226.85,L7
2002-02-23 22:03:31+00:00,287.45,202.87,,,,,,295.45,,298.4,309.65999999999997,292.41,334.16,338.46500000000003,335.78999999999996,329.68,338.1,226.85,L7
2002-03-11 22:03:31+00:00,287.45,202.87,,,,,,295.45,,298.4,309.65999999999997,292.41,334.16,338.46500000000003,322.57,329.68,338.1,226.85,L7
2002-05-14 22:03:19+00:00,287.45,202.87,,,,,,295.45,,298.4,310.8966666666667,292.41,333.295,338.46500000000003,322.57,325.0366666666667,334.31333333333333,226.85,L7
2002-05-30 22:03:13+00:00,287.45,191.26999999999998,,,,,,295.45,,298.4,310.8966666666667,292.41,333.295,338.46500000000003,322.57,325.0366666666667,334.31333333333333,226.85,L7
2002-06-15 22:03:07+00:00,287.45,191.26999999999998,,,,,,295.45,,286.2366666666667,310.8966666666667,279.795,323.43333333333334,324.7966666666667,322.57,325.0366666666667,334.31333333333333,226.85,L7
2002-06-22 22:09:15+00:00,287.45,187.10333333333332,,,,,,295.45,,286.2366666666667,310.8966666666667,279.795,323.43333333333334,324.7966666666667,322.57,325.0366666666667,334.31333333333333,226.85,L7
2002-09-10 22:08:43+00:00,279.16,179.21999999999997,,,,,,,274.71,252.86,295.07,284.32500000000005,311.57666666666665,299.475,295.53,302.185,312.385,,L7
2002-12-24 22:02:57+00:00,279.16,,,,,,,,274.71,243.81,276.77,301.47,298.59,301.49,295.53,286.31,298.03,,L7
2003-02-01 22:09:21+00:00,279.16,,320.69,329.08,319.5,313.64,311.05,,274.71,243.81,305.78999999999996,319.63,298.59,325.35,299.03999999999996,303.12,318.07,,L7
2003-08-13 21:51:32+00:00,,,,,,,,,271.71,282.5,303.19,311.18,320.35,325.42,,,,,L5
2003-10-07 21:58:35+00:00,,204.16,318.7,,313.04,,,,283.65999999999997,292.05,303.19,317.71500000000003,327.09000000000003,333.67,333.28,327.08,336.94,251.51,L5
2003-11-17 21:52:57+00:00,262.54,204.16,313.905,324.14,313.04,,,,276.3066666666667,285.14000000000004,297.03,314.87,323.52,331.07,330.695,325.84000000000003,335.435,251.51,L5
2003-12-26 21:59:30+00:00,262.54,188.685,313.905,324.14,313.04,,,,276.3066666666667,285.14000000000004,297.03,314.87,323.52,331.07,330.695,325.84000000000003,335.435,233.18,L5
2004-05-02 22:00:57+00:00,262.54,236.40500000000003,304.04,316.335,,,,,261.6,271.32,293.775,299.755,310.6,318.21500000000003,320.84000000000003,312.68,325.485,214.85,L5
2004-05-18 22:01:26+00:00,,257.0566666666667,298.97,308.14,,,,,,,292.81,290.79999999999995,305.315,313.635,309.73,297.245,314.85,214.85,L5
2004-06-28 21:56:28+00:00,,298.98,298.97,308.14,,,,,,,292.81,290.79999999999995,304.09999999999997,316.18333333333334,309.73,300.8566666666666,316.18,,L5
2005-01-13 22:06:52+00:00,308.14,292.8,295.42,302.31,276.54,288.78,307.36,296.07,296.09,248.19,315.65,327.29,331.74,330.34,312.58,308.03,320.07,,L5
2005-03-11 22:01:31+00:00,308.14,292.8,295.42,302.31,276.54,288.78,307.36,296.07,305.155,248.19,315.65,327.29,331.74,330.34,312.58,308.03,320.07,,L5
2005-04-12 22:01:42+00:00,308.14,292.8,295.42,302.31,276.54,288.78,307.36,296.07,307.4766666666667,248.19,315.65,327.29,331.74,330.34,312.58,308.03,320.07,,L5
2005-06-15 22:02:10+00:00,308.14,292.8,295.42,302.31,276.54,288.78,307.36,296.07,307.4766666666667,248.19,309.67499999999995,318.58000000000004,324.775,330.24,314.59000000000003,304.16999999999996,316.575,,L5
2005-08-09 22:08:46+00:00,,285.61,286.89,,,,,,313.1700000000001,,303.7,309.87,317.81,330.14,316.6,300.31,313.08,,L5
2005-10-05 22:02:41+00:00,309.09,293.52,300.82,323.69,282.52,308.86,302.6,293.01,298.78,282.81,307.1,314.435,321.865,330.305,319.9,310.405,322.04499999999996,283.04,L5
2006-02-17 22:11:22+00:00,309.09,301.43,323.155,330.89,307.46,308.86,310.91,293.01,300.445,282.81,310.5,319.0,325.92,330.47,323.2,331.115,331.01,283.04,L5
2006-02-26 22:05:22+00:00,309.09,301.43,323.155,334.73333333333335,316.03666666666663,318.23,314.48333333333335,304.53,306.66,282.81,310.5,319.0,325.92,330.47,323.2,331.115,331.01,283.04,L5
2006-06-25 22:13:31+00:00,,,331.56,340.255,332.79499999999996,327.6,320.425,316.05,317.27,,303.48,,,325.62,304.67,323.6,313.0,,L5
2006-09-13 22:14:35+00:00,,289.86,298.52,305.51,,,,,,253.37,303.48,312.56,323.28,329.59000000000003,313.0,308.635,310.66999999999996,,L5
2006-12-11 22:09:16+00:00,,289.86,320.865,305.51,343.63,326.24,315.5,311.17,312.83,253.37,318.62,324.31,335.4,341.02666666666664,313.0,308.635,310.66999999999996,,L5
2007-01-03 22:15:37+00:00,,289.86,320.865,305.51,343.63,326.24,315.5,311.17,312.83,253.37,310.405,314.92,324.4833333333333,335.34,314.59000000000003,308.71500000000003,317.16499999999996,,L5
2007-09-09 22:07:45+00:00,,334.58,336.15,,,,,,,,,,,,,,,329.47,L5
2009-01-17 21:59:44+00:00,293.65,296.46,300.32,307.02,,,,,,,299.71,303.74,312.3,326.53,322.23,319.99,331.82,,L5
2011-03-12 22:04:31+00:00,299.51,,,,,,,,,,295.73,311.62,320.72,325.74,311.12,302.32,318.35,,L5
2013-05-11 22:22:42+00:00,,,,,,,,,,,,,,,296.26,292.13,304.55,,L8
2013-08-08 22:16:37+00:00,,,,,,,,,281.52,,,,,,296.26,292.13,304.55,292.25,L8
2013-08-31 22:22:26+00:00,,,,,,,,,281.52,,,,,,296.065,291.875,302.28,292.25,L8
2013-10-18 22:22:37+00:00,,,,,,,,,281.52,,279.15,290.09,298.08,302.8,297.62666666666667,292.84,301.90333333333336,292.25,L8
2013-10-27 22:16:19+00:00,302.63,286.13,292.95,304.72,289.59,284.97,276.24,273.55,276.39,279.55,284.66499999999996,297.245,305.16499999999996,310.625,302.2875,295.675,304.3125,286.95,L8
2013-11-19 22:22:25+00:00,295.635,286.13,292.95,304.72,289.59,284.97,276.24,273.55,276.39,279.55,283.51,295.8666666666666,303.24,308.5833333333333,302.7,295.40250000000003,304.09000000000003,286.95,L8
2014-02-23 22:21:32+00:00,293.4266666666667,286.13,292.95,304.72,289.59,284.97,276.24,273.55,271.26,279.55,283.51,295.8666666666666,303.24,308.5833333333333,302.7,295.40250000000003,304.09000000000003,281.65,L8
2014-03-20 22:15:01+00:00,293.125,286.13,292.95,304.72,289.59,284.97,276.24,273.55,271.26,279.55,283.3925,294.5825,302.49,307.59000000000003,303.5875,295.9125,304.8275,281.65,L8
2014-04-21 22:14:29+00:00,293.125,286.13,292.95,304.72,289.59,284.97,276.24,273.55,271.26,279.55,283.8925,293.96500000000003,304.185,308.27250000000004,303.4525,296.54,306.9225,281.65,L8
2014-05-30 22:20:22+00:00,290.615,301.62,297.05,,,,300.46,286.3,279.8,,282.09499999999997,289.17500000000007,302.54999999999995,305.07000000000005,299.81499999999994,295.47,306.245,,L8
2014-07-17 22:20:15+00:00,290.615,301.62,305.115,,305.51,,300.46,286.3,281.82,,293.31666666666666,299.5166666666667,310.0933333333333,315.6566666666667,309.32,295.47,306.245,,L8
2014-08-11 22:14:39+00:00,290.615,301.62,305.115,,305.51,,300.46,286.3,281.82,,290.23,296.89,307.195,312.405,305.49749999999995,294.59999999999997,305.28666666666663,,L8
2014-09-19 22:20:54+00:00,291.7,301.62,305.115,,305.51,,300.46,286.3,281.82,,289.595,296.9775,307.0475,311.9275,301.9325,293.38999999999993,305.25333333333333,,L8
2014-09-28 22:14:44+00:00,291.58500000000004,301.62,305.115,,305.51,,300.46,286.3,281.82,,287.66400000000004,295.786,305.2,310.024,300.56399999999996,292.965,304.07,,L8
2014-11-06 22:20:37+00:00,291.58500000000004,301.62,304.9166666666667,313.83,305.51,,300.46,292.135,292.1566666666667,307.4,292.368,297.8275,305.285,311.1475,300.6525,291.52666666666664,302.25,293.52,L8
2014-11-15 22:14:49+00:00,292.7266666666667,301.62,304.9166666666667,313.83,305.51,271.97,285.87,283.6233333333334,285.0325,290.34,290.75,297.354,304.492,310.418,301.662,293.505,304.03499999999997,280.71500000000003,L8
2015-02-10 22:20:38+00:00,292.7266666666667,,304.52,302.325,285.0,275.675,263.635,282.2850000000001,288.24500000000006,290.34,286.9425,292.52000000000004,299.5933333333333,304.2033333333333,295.31666666666666,293.72,304.2566666666666,280.71500000000003,L8
2015-03-14 22:20:23+00:00,292.3675,,304.52,302.325,285.0,275.675,263.635,282.2850000000001,288.24500000000006,290.34,285.308,291.765,297.99,303.0475,295.39,293.04,303.595,280.71500000000003,L8
2015-04-15 22:20:10+00:00,293.62999999999994,,304.52,302.325,285.0,275.675,263.635,282.2850000000001,288.24500000000006,290.34,288.7,292.48,297.25,303.5400000000001,300.655,295.22,305.50000000000006,280.71500000000003,L8
2015-06-11 22:13:52+00:00,292.93999999999994,,,290.82,285.0,279.38,255.99,,,,281.635,282.83000000000004,295.82500000000005,300.82,297.74,296.31,306.37,,L8
2015-06-27 22:13:58+00:00,292.93999999999994,,,290.82,285.0,279.38,255.99,,,,282.17,275.2,296.08666666666664,299.56666666666666,297.55333333333334,296.33666666666664,307.00333333333333,,L8
2015-07-04 22:19:50+00:00,292.93999999999994,,301.46,303.38,289.45,282.3,264.685,279.68,,,282.17,275.2,296.08666666666664,299.56666666666666,297.55333333333334,296.33666666666664,307.00333333333333,,L8
2015-07-29 22:14:13+00:00,292.93999999999994,,301.46,303.38,289.45,282.3,264.685,279.68,,,281.4625,270.0775,295.57500000000005,298.33,296.9675,296.33666666666664,307.00333333333333,,L8
2015-08-21 22:20:33+00:00,292.93999999999994,,301.46,315.94,293.9,285.22,273.38,279.68,,,281.27599999999995,274.154,295.76599999999996,297.672,296.41999999999996,294.92,307.335,,L8
2015-10-17 22:14:38+00:00,291.9,,301.46,315.94,293.9,285.22,273.38,279.68,,,280.088,273.346,295.63800000000003,297.044,296.61,295.28,308.7475,,L8
