dates,satname,nzd0496-0000,nzd0496-0002,nzd0496-0003,nzd0496-0004,nzd0496-0005,nzd0496-0006,nzd0496-0007,nzd0496-0008,nzd0496-0009,nzd0496-0010,nzd0496-0011,nzd0496-0012,nzd0496-0013,nzd0496-0014,nzd0496-0015,nzd0496-0016,nzd0496-0017,nzd0496-0001
1999-08-26 22:07:32.686000,L7,,,,295.20,279.16,267.72,268.32,265.31,263.84,,272.82,295.63,305.47,316.04,295.74,,,
1999-11-21 22:13:35.965000,L7,287.64,281.68,287.48,304.70,280.78,320.15,314.92,276.01,271.49,280.50,283.69,306.15,308.85,359.69,356.14,351.24,362.97,
1999-12-07 22:13:41.663000,L7,372.29,354.32,357.65,366.13,356.37,350.77,346.61,343.72,346.29,271.75,326.49,335.62,348.21,352.21,343.47,335.05,332.98,350.65
1999-12-16 22:07:33.708000,L7,204.12,212.54,337.55,333.10,341.52,,,,,,,369.30,355.11,356.56,384.79,371.38,368.14,249.33
2000-05-08 22:06:44.900000,L7,297.56,,,,316.31,302.13,291.72,295.06,299.16,303.97,315.01,324.12,325.23,337.25,329.76,325.17,326.96,
2000-06-25 22:06:19.852000,L7,,,,,,,,,,262.39,304.51,309.11,307.45,315.57,301.98,296.53,322.60,
2000-09-20 22:11:14.930000,L7,288.26,326.15,337.40,339.20,325.52,314.32,327.39,283.36,309.12,,,,,371.27,361.30,365.46,354.75,280.33
2000-12-18 22:05:01.704000,L7,200.47,206.26,333.74,341.23,339.27,334.02,334.08,329.80,325.62,343.16,342.47,357.32,366.62,363.53,384.32,,,243.50
2001-01-03 22:05:00.181000,L7,319.54,359.49,325.37,333.01,320.52,307.70,306.02,306.60,302.15,307.84,318.57,327.14,333.62,340.02,336.70,293.96,333.93,348.68
2001-02-20 22:05:00.525000,L7,,311.42,324.96,336.78,322.62,313.14,309.63,307.60,312.22,318.04,334.52,335.55,347.33,348.04,338.29,333.62,307.22,305.36
2001-02-27 22:11:06.137000,L7,,343.66,291.02,301.79,287.25,278.06,279.07,267.76,267.37,267.01,279.98,289.98,291.00,304.57,301.07,297.75,305.31,307.66
2001-04-09 22:04:41.882000,L7,304.46,183.99,,,,,,,,,304.38,317.33,329.52,330.89,326.49,324.60,,358.15
2001-04-16 22:10:54.636000,L7,,,,,,,,261.38,323.35,331.57,338.34,335.14,349.86,,294.38,280.06,301.16,
2001-06-19 22:10:17.246000,L7,315.20,355.31,,320.64,311.98,307.91,299.50,299.92,303.83,307.14,312.80,327.65,329.45,332.52,321.45,312.95,,285.55
2001-06-28 22:03:56.771000,L7,,,,,,,,,,,,,,265.41,296.12,293.77,294.57,
2001-07-14 22:03:57.537000,L7,,,,,,,,,,,,,,,297.56,284.41,301.41,
2001-11-03 22:02:58.699000,L7,,,,,,,,293.80,302.19,288.91,313.15,,,,,,,
2002-01-29 22:09:33.112000,L7,192.85,202.87,99.76,351.66,344.25,329.36,329.74,324.91,335.83,299.94,311.40,292.41,334.16,341.31,337.59,334.81,340.64,226.85
2002-02-23 22:03:31.354000,L7,287.45,318.08,337.88,353.77,345.97,328.91,321.81,295.45,307.14,296.86,307.92,,,335.62,333.99,324.55,335.56,
2002-03-11 22:03:31.366000,L7,298.31,341.50,351.28,350.83,336.64,331.18,295.12,304.56,304.17,308.06,320.34,321.61,334.21,356.44,296.13,340.30,351.39,320.08
2002-04-12 22:03:25.302000,L7,290.52,321.83,316.86,352.21,343.04,330.24,322.96,323.49,304.81,341.26,313.34,353.95,364.12,372.95,362.99,326.54,360.73,
2002-05-14 22:03:19.418000,L7,303.09,346.17,352.95,369.51,357.48,352.66,346.03,301.63,307.83,304.79,313.37,323.97,332.43,347.55,336.66,315.75,326.74,306.79
2002-05-30 22:03:13.672000,L7,314.54,179.67,,,,,,,,,,,,,,,,365.42
2002-06-06 22:09:22.654000,L7,294.00,290.52,268.48,282.74,287.50,,,262.03,276.49,246.87,254.94,293.91,303.14,,,,,
2002-06-15 22:03:07.576000,L7,,,,,,,,,,261.91,271.79,267.18,303.71,297.46,,,,
2002-06-22 22:09:15.051000,L7,320.89,178.77,,,,345.78,336.34,329.05,343.41,,,,,,,,,304.02
2002-09-10 22:08:43.416000,L7,279.16,325.86,129.59,346.77,338.67,329.53,307.13,321.72,274.71,243.81,276.77,301.47,298.59,301.49,295.53,288.62,298.03,
2002-12-24 22:02:57.022000,L7,287.43,321.95,332.37,346.46,340.13,337.85,332.39,329.63,331.66,331.58,335.37,352.08,364.28,377.90,289.28,284.00,336.25,311.67
2002-12-31 22:09:08.026000,L7,298.78,339.63,348.22,365.05,357.16,313.90,310.89,349.81,314.39,317.48,324.74,333.18,341.58,349.74,340.55,332.18,342.90,330.37
2003-02-01 22:09:21.746000,L7,,314.85,320.69,329.08,319.50,313.64,311.05,310.13,311.85,324.22,334.81,337.79,348.95,349.21,302.55,336.74,338.11,308.75
2003-08-13 21:51:32.649000,L5,,,,,,,,,271.71,282.50,303.19,311.18,320.35,325.42,,,,
2003-10-07 21:58:35.519000,L5,222.97,204.16,318.70,337.20,313.04,317.21,308.43,299.50,295.61,301.60,315.32,324.25,333.83,341.92,333.28,327.08,336.94,251.51
2003-11-17 21:52:57.120000,L5,262.54,295.70,309.11,324.14,,,,,261.60,271.32,290.87,309.18,316.38,325.87,328.11,324.60,333.93,
2003-12-26 21:59:30.091000,L5,181.95,173.21,,,,,,,,,,,,,,,,214.85
2004-03-31 21:59:59.745000,L5,314.33,315.68,326.94,337.77,308.45,,,,,,,,,,,,,296.20
2004-05-02 22:00:57.398000,L5,,299.60,298.97,308.53,,,,,,,296.68,290.33,304.82,310.56,313.57,300.76,317.04,
2004-05-18 22:01:26.569000,L5,,298.36,253.24,307.75,,,,,,,288.94,291.27,305.81,316.71,305.89,293.73,312.66,
2004-06-28 21:56:28.308000,L5,,,,,,,,,,,,,301.67,321.28,261.99,308.08,318.84,
2004-07-30 21:57:15.668000,L5,,,,,,,,,,,299.47,284.27,305.46,324.88,317.55,312.45,326.65,
2004-10-18 21:59:11.702000,L5,336.69,328.69,328.64,342.90,329.98,324.53,327.44,319.94,321.97,326.56,345.72,347.29,358.09,362.43,349.59,342.90,354.87,325.13
2005-01-13 22:06:52.927000,L5,308.14,292.80,295.42,302.31,276.54,288.78,307.36,296.07,296.09,248.19,315.65,327.29,331.74,330.34,312.58,308.03,320.07,
2005-02-14 22:07:21.106000,L5,346.28,354.66,357.96,367.61,353.38,346.42,341.99,349.84,,,,,,,,,,343.83
2005-03-11 22:01:31.683000,L5,339.94,334.31,336.88,346.56,334.46,333.59,322.54,322.61,314.22,332.17,343.94,345.81,358.87,358.69,362.98,350.77,365.76,328.53
2005-04-12 22:01:42.862000,L5,335.36,332.70,339.19,349.52,331.04,329.35,319.82,319.14,312.12,325.64,338.78,349.56,355.26,358.94,360.58,348.70,363.18,325.37
2005-05-14 22:01:54.308000,L5,,,,,,,,,,,296.40,296.76,316.63,319.88,307.00,294.61,303.50,
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,303.70,309.87,317.81,330.14,316.60,300.31,313.08,
2005-08-09 22:08:46.932000,L5,,285.61,286.89,258.55,,,,,,,,,,,,,,
2005-10-05 22:02:41.026000,L5,309.09,301.43,314.75,323.69,282.52,308.86,302.60,293.01,285.44,282.81,310.50,319.00,325.92,330.47,323.20,320.50,331.01,283.04
2005-11-13 22:09:08.414000,L5,344.31,341.66,362.86,366.71,363.72,358.18,,,,,,,383.09,366.97,365.90,359.59,368.61,332.41
2006-02-01 22:11:01.629000,L5,342.70,334.83,336.48,345.67,337.52,327.44,326.39,318.57,315.94,326.45,332.75,351.29,344.62,359.89,356.76,350.52,361.29,328.04
2006-02-17 22:11:22.491000,L5,338.93,330.68,331.56,338.09,332.40,330.81,319.22,318.97,315.45,330.63,343.45,346.50,355.65,358.22,363.79,341.73,359.70,322.67
2006-02-26 22:05:22.928000,L5,345.99,337.06,344.47,342.42,333.19,327.60,321.63,316.05,319.09,326.15,341.43,346.44,363.46,364.68,366.47,356.38,368.42,333.60
2006-06-25 22:13:31.961000,L5,,,,,,,,,,235.47,303.48,257.60,264.89,325.62,304.67,305.47,313.00,
2006-08-28 22:14:23.601000,L5,290.70,307.36,308.77,319.69,269.97,296.87,280.59,263.76,266.69,250.41,291.63,282.43,320.68,331.18,317.79,311.88,332.25,
2006-09-13 22:14:35.259000,L5,,289.86,298.52,305.51,,,,,268.14,253.37,315.69,312.56,323.28,333.56,321.33,311.80,308.34,
