dates,nzd0057-0000,nzd0057-0001,satname
2020-07-10 22:11:39+00:00,301.994,282.47200000000004,L8
2020-09-28 22:11:43+00:00,298.99399999999997,278.20799999999997,L8
2021-02-19 22:11:27+00:00,288.505,273.235,L8
2021-07-13 22:11:19+00:00,291.045,272.31,L8
2021-10-01 22:12:10+00:00,288.11,269.85,L8
2021-11-18 22:11:44+00:00,287.05,270.82666666666665,L8
2022-01-21 22:11:59+00:00,292.66,276.72333333333336,L8
2022-05-05 22:11:07+00:00,295.31,278.18666666666667,L9
2022-06-14 22:11:35+00:00,298.70666666666665,279.76,L8
2022-06-22 22:11:14+00:00,306.525,279.76,L9
2022-08-09 22:11:34+00:00,299.8125,273.41333333333336,L9
2022-11-13 22:11:53+00:00,300.775,275.33666666666664,L9
2023-05-16 22:10:40+00:00,297.64,272.06,L8
2023-06-09 22:10:48+00:00,299.03999999999996,274.575,L9
2023-07-11 22:11:00+00:00,298.3933333333334,274.15333333333336,L9
2023-07-27 22:11:03+00:00,298.0575,274.5275,L9
2023-08-20 22:11:23+00:00,296.188,272.798,L8
2023-08-28 22:11:20+00:00,296.12333333333333,273.5733333333333,L9
2023-09-29 22:11:26+00:00,295.21714285714285,272.9371428571429,L9
2023-10-15 22:11:39+00:00,294.82,273.20375,L9
2023-12-18 22:11:45+00:00,294.5914285714286,275.46142857142854,L9
2024-02-04 22:11:43+00:00,293.73,275.9683333333333,L9
2024-05-10 22:11:00+00:00,297.0133333333334,281.9533333333334,L9
2024-05-18 22:10:31+00:00,294.9925,279.5475,L8
2024-05-26 22:10:48+00:00,294.342,278.38800000000003,L9
2024-06-27 22:10:29+00:00,291.756,274.054,L9
2024-09-23 22:11:42+00:00,289.822,272.68,L8
2024-12-04 22:11:36+00:00,286.30333333333334,270.3866666666667,L9
2024-12-28 22:11:50+00:00,285.13000000000005,270.04,L8
2025-01-05 22:11:55+00:00,285.34000000000003,271.46250000000003,L9
2025-01-13 22:11:54+00:00,288.71000000000004,274.50200000000007,L8
2025-01-29 22:11:52+00:00,288.065,273.67,L8
2025-02-22 22:11:33+00:00,287.57,273.1957142857143,L9
2025-03-10 22:11:28+00:00,287.3,272.8225,L9
2025-03-18 22:11:06+00:00,287.2266666666667,272.5777777777778,L8
2025-03-26 22:11:41+00:00,287.1355555555555,272.35333333333335,L9
2025-05-13 22:10:58+00:00,287.675,272.258,L9
2025-05-21 22:10:52+00:00,287.90363636363634,271.9490909090909,L8
2025-06-22 22:11:07+00:00,288.92090909090905,271.86909090909097,L8
2025-08-01 22:11:18+00:00,288.56,270.71999999999997,L9
2025-08-09 22:11:25+00:00,288.56,271.0011111111111,L8
2025-09-02 22:11:35+00:00,290.07714285714286,271.28333333333336,L9
2025-09-18 22:11:37+00:00,290.815,271.2325,L9
