dates,satname,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010,nzd0520-0004,nzd0520-0003
2020-01-14 22:27:08.860000,L8,,,,212.58,238.17,257.32,270.33,273.31,281.93,,
2020-09-10 22:27:11.587000,L8,,,,,217.14,230.82,236.98,241.21,246.11,,
2021-03-21 22:26:46.988000,L8,,,,,,,212.12,225.63,245.45,,
2021-07-27 22:26:59.768000,L8,,,,,,,,,229.63,,
2022-01-27 22:27:14.862000,L9,,,,,198.29,187.68,225.78,233.67,235.25,,
2022-02-20 22:26:59.945000,L8,226.39,203.03,152.76,219.40,241.16,259.08,271.15,272.02,279.87,,
2022-03-15 22:33:04.678000,L8,,,,,219.10,234.72,234.91,242.51,247.89,,
2022-03-31 22:32:53.221000,L8,,,,,,,,232.47,246.20,,
2022-10-01 22:33:30.711000,L9,,,,,216.77,230.73,227.38,230.71,236.95,,
2022-11-10 22:33:45.044000,L8,,,,,217.09,234.46,242.04,243.71,246.51,,
2022-11-18 22:33:37.395000,L9,,,,,,221.38,232.50,242.14,251.04,,
2022-12-20 22:33:33.956000,L9,,,,,222.91,233.76,249.99,229.92,198.21,,
2022-12-21 22:27:21.309000,L8,,,,215.01,238.79,255.61,267.91,272.43,278.68,,
2022-12-29 22:27:24.705000,L9,,,,,190.94,229.18,218.74,241.40,244.33,,
2023-01-13 22:33:29.257000,L8,,,,213.35,235.35,253.56,265.35,269.69,276.71,,
2023-01-14 22:27:21.562000,L9,,,,211.42,235.24,254.99,265.94,271.07,276.82,,
2023-02-23 22:27:02.902000,L8,226.43,202.55,157.24,220.41,242.52,259.48,270.74,273.04,279.12,,
2023-03-27 22:26:47.387000,L8,,,,,,,,220.95,230.45,,
2023-09-03 22:26:57.067000,L8,,,,,225.47,243.53,245.71,255.50,249.05,,
2023-09-18 22:33:13.928000,L9,,,,,220.22,240.70,239.28,241.98,234.25,,
2023-09-19 22:27:02.596000,L8,,,,,206.47,227.15,233.12,234.73,243.25,,
2023-09-26 22:33:15.758000,L8,,,,,224.06,242.50,242.48,249.62,260.40,,
2023-10-21 22:27:08.014000,L8,,,,,222.11,239.26,248.82,249.25,256.71,,
2023-10-29 22:27:09.154000,L9,222.96,196.76,,214.84,238.67,255.38,267.62,271.21,277.64,,
2023-11-30 22:27:16.547000,L9,219.63,192.01,,212.80,236.08,254.92,266.07,270.76,276.37,,
2024-04-14 22:26:30.529000,L8,,,,,220.64,241.15,240.34,243.46,240.59,,
2024-09-13 22:26:48.444000,L9,,,,,221.02,241.08,244.61,246.57,235.64,,
2024-09-29 22:26:52.739000,L9,,,,,214.34,186.78,234.90,236.42,234.09,,
2024-10-14 22:33:11.756000,L8,231.92,205.61,206.18,229.44,257.94,273.39,287.36,298.38,316.58,200.68,195.83
2024-10-15 22:27:00.905000,L9,,,,,219.23,231.37,246.24,244.75,251.24,,
2024-11-16 22:27:05.551000,L9,224.27,197.12,164.64,216.96,238.40,259.24,273.67,273.82,282.91,,
2024-12-26 22:27:01.039000,L8,,,,215.52,236.43,255.11,268.38,271.37,276.87,,
2025-01-11 22:27:03.988000,L8,,,,214.30,236.79,255.58,268.50,271.89,278.05,,
2025-01-18 22:33:12.533000,L8,,,,,182.78,225.98,255.56,257.21,263.97,,
2025-02-03 22:33:13.579000,L8,225.11,197.49,152.71,217.64,238.28,256.02,267.78,271.88,279.24,,
2025-02-04 22:27:05.181000,L9,,,,,219.62,236.46,247.04,249.30,247.97,,
2025-02-19 22:33:06.433000,L8,,,,,218.09,229.38,231.01,243.13,239.96,,
2025-02-27 22:33:11.751000,L9,,,,414.41,241.18,258.54,269.37,272.20,278.41,418.52,411.44
2025-04-09 22:26:50.816000,L9,,,,,217.00,225.65,233.95,233.44,234.43,,
2025-09-07 22:33:21.798000,L9,225.42,209.85,157.78,223.64,246.27,261.48,271.35,271.37,276.57,156.95,
2025-10-09 22:33:30.075000,L9,,,,,213.24,224.69,232.22,238.23,237.64,,
