dates,satname,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010,nzd0520-0004,nzd0520-0003
2002-02-12 22:22:03.680000,L7,,,,,,191.25,210.70,206.73,149.17,,
2002-10-03 22:14:41.164000,L7,,,,,219.30,227.22,214.71,208.86,,,
2004-08-29 22:10:22.051000,L5,,,,156.44,209.03,234.08,237.66,234.32,213.81,,
2004-10-07 22:17:29.297000,L5,,,,158.35,228.51,248.34,256.37,258.06,265.14,,
2004-11-01 22:11:49.961000,L5,,,,198.60,236.93,254.55,260.38,264.92,283.03,,
2005-09-08 22:21:17.190000,L5,,,,179.41,232.20,255.34,255.56,250.68,249.07,,
2005-10-10 22:21:11.594000,L5,,,,177.27,227.92,244.66,257.04,253.33,271.37,,
2006-02-08 22:17:21.928000,L5,,,,241.46,260.99,277.14,285.29,288.37,302.81,182.00,
2006-03-12 22:18:01.902000,L5,,,,,217.40,193.26,227.25,231.57,221.47,,
2006-04-13 22:18:38.042000,L5,,,,,209.85,206.72,232.91,233.53,208.49,,
2006-09-27 22:27:06.456000,L5,,,,216.53,242.37,262.10,266.34,267.40,284.90,,
2006-12-09 22:21:36.590000,L5,,,,,217.79,241.15,238.18,242.64,252.38,,
2006-12-16 22:27:50.871000,L5,,,,,201.28,229.80,229.86,234.19,246.46,,
2007-01-26 22:21:54.849000,L5,,,,237.86,261.22,278.91,287.20,290.74,304.41,175.73,
2007-02-27 22:21:56.031000,L5,,,,173.15,219.96,240.41,244.07,244.24,240.02,,
2007-09-30 22:26:05.612000,L5,,,,,210.68,177.63,235.93,223.21,188.48,,
2013-08-22 22:29:00.806000,L8,,,,,217.94,240.37,244.55,241.85,227.89,,
2013-08-29 22:35:12.017000,L8,,,,,218.09,233.73,231.55,239.14,242.90,,
2013-09-23 22:28:51.997000,L8,,,,,224.94,246.69,256.32,256.11,252.25,,
2013-11-26 22:28:34.840000,L8,226.41,195.71,150.23,217.51,240.66,258.94,270.99,272.69,280.38,,
2013-12-03 22:34:46.544000,L8,,,,,218.37,237.49,248.84,239.81,250.93,,
2014-02-05 22:34:08.735000,L8,226.67,198.31,149.15,216.06,240.61,257.72,267.23,272.29,280.41,178.54,
2014-10-12 22:27:11.441000,L8,,,,,218.67,238.98,239.61,236.85,245.19,,
2014-12-15 22:27:04.889000,L8,,,,,217.56,238.82,242.87,235.11,251.52,,
2015-01-07 22:33:12.225000,L8,,,,214.39,240.24,257.95,266.14,272.73,280.95,,
2015-09-20 22:33:07.479000,L8,,,,,223.35,241.63,244.97,244.77,258.91,,
2015-09-29 22:26:59.056000,L8,460.77,425.21,454.27,447.71,252.37,270.99,282.45,281.09,284.91,440.92,440.12
2016-01-03 22:27:03.506000,L8,,,,207.25,237.95,254.88,266.54,270.56,277.22,,
2016-01-19 22:27:03.476000,L8,,,,,190.03,185.06,221.44,236.60,245.56,,
2016-08-05 22:33:10.735000,L8,,,,,,,,218.88,230.51,,
2016-10-08 22:33:26.871000,L8,,,,,220.73,236.17,249.17,243.31,251.05,,
2016-11-09 22:33:28.622000,L8,,,,,,242.54,254.53,248.10,255.42,,
2016-12-04 22:27:17.474000,L8,,,,212.98,238.19,257.38,270.49,272.76,280.93,,
2017-02-22 22:26:52.098000,L8,,,,,219.90,241.68,247.36,248.32,251.98,,
2017-03-26 22:26:34.721000,L8,,,,,221.39,242.86,242.88,247.32,237.06,,
2017-08-01 22:26:56.477000,L8,,,,,,,,,180.62,,
2017-08-17 22:27:01.961000,L8,,,,,214.51,238.13,242.09,244.23,223.41,,
2017-09-02 22:27:04.783000,L8,,,,,223.07,248.50,249.31,248.69,252.55,,
2017-09-18 22:27:06.940000,L8,,,,,220.43,238.40,244.70,244.78,234.49,,
2017-10-27 22:33:27.257000,L8,,,,,220.94,188.94,252.51,226.67,220.52,,
2018-09-05 22:26:33.133000,L8,,,,,,,,249.13,246.95,,
2018-12-01 22:33:03.878000,L8,,,,215.43,237.74,256.44,266.92,271.13,281.19,,
2019-01-11 22:26:49.169000,L8,,,,213.54,238.21,256.80,269.67,271.50,278.76,,
2019-02-12 22:26:43.149000,L8,,,,,224.74,242.86,254.94,255.49,259.76,,
2019-03-07 22:32:47.610000,L8,,,,,216.96,222.66,236.13,230.95,234.96,,
2019-03-16 22:26:33.688000,L8,,,,,205.69,240.32,231.41,231.20,230.79,,
2019-09-08 22:27:12.355000,L8,,,,,214.90,242.32,242.00,244.21,247.19,,
2019-10-17 22:33:32.749000,L8,224.34,198.48,151.66,209.35,237.56,255.92,269.33,271.34,277.49,,
2019-11-02 22:33:32.255000,L8,224.85,196.35,155.98,214.13,239.21,257.62,264.65,271.22,277.61,,
