dates,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010,nzd0520-0004,nzd0520-0003,satname
2002-02-12 22:22:03+00:00,,,,,,191.25,210.7,206.73,,,,L7
2002-10-03 22:14:41+00:00,,,,,219.3,227.22,214.71,208.86,,,,L7
2004-08-29 22:10:22+00:00,,,,156.44,209.03,234.08,237.66,234.32,,,,L5
2004-10-07 22:17:29+00:00,,,,157.39499999999998,218.76999999999998,241.21,247.015,246.19,265.14,,,L5
2004-11-01 22:11:49+00:00,,,,171.13,224.82333333333335,245.65666666666667,251.47,252.4333333333333,274.085,,,L5
2005-09-08 22:21:17+00:00,,,,179.41,232.2,255.34,255.56,250.68,249.07,,,L5
2005-10-10 22:21:11+00:00,,,,178.34,230.06,250.0,256.3,252.005,260.22,,,L5
2006-02-08 22:17:21+00:00,,,,178.34,240.37,259.0466666666667,265.96333333333337,264.12666666666667,274.4166666666667,182.0,,L5
2006-03-12 22:18:01+00:00,,,,177.27,235.4366666666667,260.9,256.5266666666667,257.75666666666666,287.09000000000003,182.0,,L5
2006-04-13 22:18:38+00:00,,,,,229.41333333333333,277.14,248.48333333333335,251.15666666666667,302.81,182.0,,L5
2006-09-27 22:27:06+00:00,,,,,226.11,262.1,249.62499999999997,250.465,284.9,,,L5
2006-12-09 22:21:36+00:00,,,,,230.08000000000004,251.625,252.25999999999996,255.01999999999998,268.64,,,L5
2006-12-16 22:27:50+00:00,,,,,220.48000000000002,244.35000000000002,244.7933333333333,248.07666666666668,261.24666666666667,,,L5
2007-01-26 22:21:54+00:00,,,,,220.48000000000002,252.99,244.7933333333333,248.07666666666668,261.24666666666667,175.73,,L5
2007-02-27 22:21:56+00:00,,,,173.15,220.35000000000002,250.47400000000002,244.61249999999998,247.1175,255.94,175.73,,L5
2013-08-22 22:29:00+00:00,,,,,217.94,240.37,244.55,241.85,227.89,,,L8
2013-08-29 22:35:12+00:00,,,,,218.015,237.05,238.05,240.495,235.39499999999998,,,L8
2013-09-23 22:28:51+00:00,,,,,220.32333333333335,240.26333333333332,244.14000000000001,245.70000000000002,241.01333333333332,,,L8
2013-11-26 22:28:34+00:00,226.41,195.71,150.23,217.51,225.4075,244.9325,250.85250000000002,252.4475,250.855,,,L8
2014-02-05 22:34:08+00:00,226.54,197.01,149.69,216.785,228.448,247.49,254.12800000000001,256.416,256.76599999999996,178.54,,L8
2014-10-12 22:27:11+00:00,,,,,218.67,238.98,239.61,236.85,245.19,,,L8
2014-12-15 22:27:04+00:00,,,,,218.115,238.89999999999998,241.24,235.98000000000002,248.35500000000002,,,L8
2015-01-07 22:33:12+00:00,,,,214.39,225.49,245.25,249.54,248.23000000000002,259.21999999999997,,,L8
2015-09-20 22:33:07+00:00,,,,,,241.63,244.97,244.77,258.91,,,L8
2015-09-29 22:26:59+00:00,,,,,,256.31,263.71,262.93,271.91,,,L8
2016-08-05 22:33:10+00:00,,,,,,,,218.88,,,,L8
2016-10-08 22:33:26+00:00,,,,,220.73,236.17,249.17,231.095,251.05,,,L8
2016-12-04 22:27:17+00:00,,,,212.98,229.45999999999998,246.77499999999998,259.83,244.98333333333335,265.99,,,L8
2017-03-26 22:26:34+00:00,,,,212.98,226.76999999999998,245.47,254.17999999999998,254.46333333333334,265.99,,,L8
2017-08-17 22:27:01+00:00,,,,,217.95,242.86,242.485,245.77499999999998,223.41,,,L8
2017-09-02 22:27:04+00:00,,,,,219.65666666666667,245.68,244.76,246.74666666666667,237.98000000000002,,,L8
2017-09-18 22:27:06+00:00,,,,,219.85,243.25333333333333,244.745,246.255,236.8166666666667,,,L8
2018-09-05 22:26:33+00:00,,,,,,,,249.13,246.95,,,L8
2018-12-01 22:33:03+00:00,,,,215.43,237.74,256.44,266.92,260.13,264.07,,,L8
2019-01-11 22:26:49+00:00,,,,214.485,237.97500000000002,256.62,268.295,263.92,268.96666666666664,,,L8
2019-03-07 22:32:47+00:00,,,,214.485,230.97000000000003,245.29999999999998,257.5733333333333,257.85999999999996,264.97,,,L8
2019-09-08 22:27:12+00:00,,,,,214.9,242.32,242.0,244.21,247.19,,,L8
2019-10-17 22:33:32+00:00,224.34,198.48,151.66,209.35,226.23000000000002,249.12,255.665,257.775,262.34000000000003,,,L8
2019-11-02 22:33:32+00:00,224.595,197.415,153.82,211.74,230.5566666666667,251.95333333333335,258.66,262.25666666666666,267.43,,,L8
2020-01-14 22:27:08+00:00,224.595,197.415,153.82,212.01999999999998,232.46,253.29500000000002,261.5775,265.02,271.055,,,L8
2020-09-10 22:27:11+00:00,,,,,217.14,230.82,236.98,241.21,246.11,,,L8
2022-02-20 22:26:59+00:00,226.39,,152.76,219.4,241.16,259.08,271.15,272.02,279.87,,,L8
2022-03-15 22:33:04+00:00,226.39,,152.76,219.4,230.13,246.89999999999998,253.02999999999997,257.265,263.88,,,L8
2022-03-31 22:32:53+00:00,226.39,,152.76,219.4,230.13,246.89999999999998,253.02999999999997,249.0,257.9866666666667,,,L8
2022-10-01 22:33:30+00:00,,,,,216.77,230.73,227.38,230.71,236.95,,,L9
2022-11-10 22:33:45+00:00,,,,,216.93,232.595,234.70999999999998,237.21,241.73,,,L8
2022-12-21 22:27:21+00:00,,,,215.01,224.21666666666667,240.26666666666665,245.77666666666667,248.95000000000002,254.04666666666665,,,L8
2022-12-29 22:27:24+00:00,,,,215.01,224.21666666666667,237.495,245.77666666666667,247.0625,251.6175,,,L9
2023-01-13 22:33:29+00:00,,,,214.18,227.0,240.708,250.67000000000002,251.58800000000002,256.63599999999997,,,L8
2023-02-23 22:27:02+00:00,226.43,202.55,157.24,216.25666666666666,230.10399999999998,243.83666666666667,254.68400000000003,255.16333333333333,260.3833333333333,,,L8
2023-09-03 22:26:57+00:00,,,,,225.47,243.53,245.71,255.5,249.05,,,L8
2023-09-18 22:33:13+00:00,,,,,222.845,242.115,242.495,248.74,241.65,,,L9
2023-09-26 22:33:15+00:00,,,,,223.25,242.24333333333334,242.49,249.03333333333333,247.9,,,L8
2023-10-21 22:27:08+00:00,,,,,222.965,241.4975,244.0725,249.0875,250.1025,,,L8
2023-10-29 22:27:09+00:00,222.96,196.76,,214.84,226.106,244.27399999999997,248.78199999999998,253.512,255.60999999999999,,,L9
2023-11-30 22:27:16+00:00,221.29500000000002,194.385,,213.82,227.76833333333335,246.04833333333332,251.66333333333333,256.38666666666666,259.07,,,L9
2024-04-14 22:26:30+00:00,221.29500000000002,194.385,,213.82,229.375,247.67749999999998,255.71249999999998,258.66999999999996,262.8275,,,L8
2024-09-13 22:26:48+00:00,,,,,220.82999999999998,241.115,242.47500000000002,245.015,238.115,,,L9
2024-09-29 22:26:52+00:00,,,,,218.66666666666666,241.115,239.95000000000002,242.15,236.7733333333333,,,L9
2024-10-15 22:27:00+00:00,,,,,218.1966666666667,236.22500000000002,241.91666666666666,242.58,240.32333333333335,,,L9
2025-01-11 22:27:03+00:00,,,,214.3,222.845,242.67666666666665,248.5625,249.90749999999997,249.755,,,L8
2025-02-03 22:33:13+00:00,225.11,197.49,152.71,215.97,225.93200000000002,246.0125,252.406,254.302,255.652,,,L8
2025-02-04 22:27:05+00:00,225.11,197.49,152.71,215.97,224.88,244.102,251.51166666666666,253.46833333333333,254.37166666666667,,,L9
2025-02-19 22:33:06+00:00,225.11,197.49,152.71,215.97,223.91,241.64833333333334,248.58285714285714,251.99142857142857,252.31285714285715,,,L8
2025-02-27 22:33:11+00:00,225.11,197.49,152.71,215.97,226.06875,244.0614285714286,251.18124999999998,254.51749999999998,255.575,,,L9
2025-09-07 22:33:21+00:00,225.42,209.85,157.78,223.64,246.27,261.48,271.35,271.37,276.57,156.95,,L9
2025-10-09 22:33:30+00:00,225.42,209.85,157.78,223.64,229.755,243.085,251.78500000000003,271.37,257.105,156.95,,L9
