dates,satname,nzd0037-0000,nzd0037-0001,nzd0037-0002,nzd0037-0003,nzd0037-0004,nzd0037-0011,nzd0037-0005,nzd0037-0006,nzd0037-0007,nzd0037-0008,nzd0037-0009,nzd0037-0010
1999-07-25 22:04:15.362000,L7,,,384.88,390.97,,327.70,,,,,,
1999-08-17 22:10:26.276000,L7,,,,,,,354.32,330.51,314.76,322.17,,
1999-10-13 22:04:24.936000,L7,,339.12,344.09,333.24,332.18,,333.40,321.49,341.50,325.88,,
1999-11-14 22:04:18.343000,L7,,,,,,298.35,,,,,,
1999-12-07 22:10:30.042000,L7,,,,352.47,350.77,356.66,365.20,366.42,402.99,399.19,371.84,373.91
2000-02-18 22:04:05.276000,L7,,,,,,305.07,,,,,,
2000-04-29 22:09:53.797000,L7,457.85,442.61,435.19,435.03,423.17,295.74,,,,,,
2000-05-24 22:03:22.722000,L7,,,,,,311.71,,,,,,
2000-08-12 22:02:30.151000,L7,,,,,,320.12,,,,,,
2000-09-04 22:08:22.800000,L7,,,,,,393.49,,430.43,419.23,404.19,395.75,412.82
2000-10-22 22:07:50.487000,L7,,,,414.46,410.05,,426.51,411.97,390.33,331.46,322.37,357.32
2001-03-24 22:01:35.778000,L7,,,,,359.54,,410.69,,,,,
2001-06-12 22:01:01.040000,L7,450.86,343.77,351.63,360.66,,314.91,,,,,,
2001-06-19 22:07:05.722000,L7,419.45,428.80,412.32,,,,,,,,,
2001-06-28 22:00:45.094000,L7,377.36,407.55,407.08,390.98,386.45,,378.47,368.86,368.54,364.54,369.75,
2001-08-15 22:00:14.727000,L7,410.97,424.78,420.10,371.96,338.11,309.20,342.56,387.34,377.75,311.28,,
2001-09-07 22:06:11.116000,L7,,350.41,349.93,320.96,324.90,364.37,352.24,345.05,350.26,333.37,352.37,431.66
2001-10-02 21:59:40.713000,L7,,,,,,304.76,360.63,425.44,319.13,309.41,,
2001-11-19 21:59:56.393000,L7,,,,,,306.68,,,,,,
2001-11-26 22:06:09.518000,L7,418.24,400.85,390.30,387.66,374.41,364.94,371.67,359.84,347.91,361.69,364.23,369.18
2001-12-05 21:59:55.034000,L7,,,,,,302.61,,,,,,
2002-02-23 22:00:19.685000,L7,,,,348.86,379.88,,399.44,381.21,392.01,381.93,396.36,385.80
2002-03-27 22:00:13.634000,L7,,,450.18,405.79,403.59,307.89,386.39,,,,,
2002-06-15 21:59:55.710000,L7,,,,,338.35,311.07,380.71,346.72,332.90,341.75,,
2002-07-17 21:59:44.793000,L7,,,,,,334.21,,372.21,421.29,398.17,379.44,297.93
2002-08-18 21:59:33.737000,L7,,,,,,324.89,327.90,354.22,365.37,361.87,,
2002-10-12 22:05:14.598000,L7,,,,,,352.94,,,432.72,445.67,369.55,388.03
2002-11-22 21:59:33.639000,L7,,,,,,322.14,,,445.38,340.29,,
2002-12-24 21:59:45.194000,L7,440.83,413.73,376.77,382.20,368.77,319.71,364.73,353.30,359.20,319.59,,
2003-01-09 21:59:45.950000,L7,433.20,458.79,345.34,343.68,334.60,314.09,367.91,344.94,329.13,335.43,,
