dates,nzd0037-0000,nzd0037-0001,nzd0037-0002,nzd0037-0003,nzd0037-0004,nzd0037-0011,nzd0037-0005,nzd0037-0006,nzd0037-0007,nzd0037-0008,nzd0037-0009,nzd0037-0010,satname
1999-07-25 22:04:15+00:00,,,,,,327.7,,,,,,,L7
1999-10-13 22:04:24+00:00,,339.12,344.09,333.24,332.18,327.7,333.4,321.49,341.5,325.88,,,L7
1999-11-14 22:04:18+00:00,,339.12,344.09,333.24,332.18,313.025,333.4,321.49,341.5,325.88,,,L7
2000-04-29 22:09:53+00:00,,,,,,297.045,,,,,,,L7
2000-05-24 22:03:22+00:00,,,,,,303.725,,,,,,,L7
2000-08-12 22:02:30+00:00,,,,,,309.19,,,,,,,L7
2001-06-12 22:01:01+00:00,,,,,,314.91,,,,,,,L7
2001-06-28 22:00:45+00:00,,,,,,314.91,,,,364.54,,,L7
2001-08-15 22:00:14+00:00,,,,,,312.055,,,,337.90999999999997,,,L7
2001-09-07 22:06:11+00:00,,,,,,312.055,,,350.26,336.3966666666667,,,L7
2001-11-19 21:59:56+00:00,,,,,,310.2633333333333,,,350.26,336.3966666666667,,,L7
2001-11-26 22:06:09+00:00,,,,,,310.2633333333333,,,349.08500000000004,342.72,,,L7
2002-03-27 22:00:13+00:00,,,,,,307.28499999999997,,,347.91,361.69,,,L7
2002-06-15 21:59:55+00:00,,,,,,309.48,,,332.9,341.75,,,L7
2002-08-18 21:59:33+00:00,,,,,,314.6166666666666,,,332.9,351.81,,,L7
2003-01-09 21:59:45+00:00,,,345.34,,,319.49,,,329.13,348.65,,,L7
2003-04-06 22:06:21+00:00,,,345.34,,,314.09,,286.77,331.6,335.43,,,L7
2007-01-03 22:12:49+00:00,,,,,,,,,,,,319.14,L5
2013-04-25 22:19:21+00:00,,,,,,298.19,,,,,,,L8
2013-05-11 22:19:31+00:00,,,,,,297.78,,,,,,,L8
2013-06-28 22:19:33+00:00,,,,,,298.16,,,,,,,L8
2013-07-07 22:13:24+00:00,,,,,,303.445,,,,,,,L8
2013-07-14 22:19:34+00:00,,,,,,303.002,,,,,,,L8
2013-09-09 22:13:25+00:00,,,,,,304.77500000000003,,,,,,,L8
2013-09-25 22:13:17+00:00,,,,,,305.90000000000003,,,,,,,L8
2013-10-18 22:19:25+00:00,,,,,,305.16875,,,,,,,L8
2013-12-14 22:12:57+00:00,,,,,,308.99000000000007,,,,,,,L8
2014-01-06 22:18:54+00:00,,,,,,307.4916666666667,,,,,,,L8
2014-01-15 22:12:33+00:00,,,,,,310.18833333333333,,,,,,,L8
2014-03-27 22:17:50+00:00,,,,,,306.41200000000003,,,,,,,L8
2014-04-05 22:11:34+00:00,,,,,,307.42,,,,,,,L8
2014-04-12 22:17:37+00:00,,,,,,305.9371428571429,,,,,,,L8
2014-04-21 22:11:18+00:00,,,,,,308.50714285714287,,,,,,,L8
2014-05-14 22:17:08+00:00,,,,,,307.355,,,,,,,L8
2014-05-30 22:17:11+00:00,,,,,,306.34444444444443,,,,,,,L8
2014-07-26 22:11:19+00:00,,,,,,305.25428571428574,,,,,,,L8
2014-10-14 22:11:38+00:00,,,,,,308.828,,,,,,,L8
2015-01-02 22:11:27+00:00,,,,,,314.54,,,,,,,L8
2015-01-25 22:17:32+00:00,,,,,,310.0133333333333,,,,,,,L8
2015-02-26 22:17:23+00:00,,,,,,307.64750000000004,,,,,,,L8
2015-04-24 22:10:44+00:00,,,,,,303.695,,,,,,,L8
2015-05-10 22:10:28+00:00,,,,,,305.696,,,,,,,L8
2015-06-02 22:16:44+00:00,,,,,,304.8883333333333,,,,,,,L8
