dates,satname,nzd0408-0000,nzd0408-0001,nzd0408-0002,nzd0408-0003,nzd0408-0004
1999-09-04 22:00:33.926000,L7,363.46,348.69,361.86,324.65,318.73
1999-10-22 22:00:28.631000,L7,389.70,384.26,390.07,380.25,376.43
1999-12-09 22:00:33.510000,L7,317.23,352.09,356.08,349.26,308.83
2000-01-26 22:00:26.187000,L7,,,364.26,355.53,350.64
2000-03-30 22:00:09.363000,L7,347.90,359.84,365.45,353.31,354.81
2000-04-15 21:59:55.745000,L7,360.39,381.97,369.81,364.16,364.18
2000-05-01 21:59:54.563000,L7,360.04,375.43,380.37,367.54,369.46
2000-06-18 21:59:27.736000,L7,365.43,367.86,378.33,367.32,368.21
2000-08-05 21:58:44.520000,L7,349.11,362.40,354.89,362.16,355.85
2001-06-05 21:57:16.389000,L7,373.16,400.89,399.36,375.17,382.85
2001-07-07 21:57:00.006000,L7,365.59,372.96,384.44,372.49,324.82
2001-09-25 21:56:04.528000,L7,,343.57,346.26,350.74,
2002-03-20 21:56:24.055000,L7,346.27,352.39,323.96,354.78,302.79
2002-10-14 21:55:19.836000,L7,302.63,341.20,325.34,322.51,321.60
2002-10-30 21:55:25.430000,L7,362.25,362.81,374.57,363.12,361.62
2003-01-18 21:56:06.129000,L7,355.58,370.71,372.24,367.84,313.22
2003-05-10 21:56:22.313000,L7,,,,,352.81
2003-07-21 21:44:09.463000,L5,339.38,352.71,357.85,346.36,329.90
2004-04-02 21:46:54.575000,L5,374.14,383.68,386.04,377.74,366.98
2004-08-08 21:50:26.495000,L5,363.09,364.92,366.51,356.98,351.47
2004-09-25 21:51:43.061000,L5,354.16,363.99,358.98,348.51,339.02
2005-01-15 21:53:45.186000,L5,332.10,351.29,351.73,341.55,324.72
2005-03-04 21:54:27.824000,L5,362.35,366.67,365.99,360.63,346.14
2005-04-05 21:54:42.889000,L5,375.88,378.10,377.51,369.88,360.41
2005-06-24 21:55:13.674000,L5,333.07,359.66,349.87,345.71,338.83
2005-07-10 21:55:19.319000,L5,349.40,356.43,357.42,349.98,339.75
2005-08-27 21:55:43.837000,L5,395.76,392.69,395.93,379.95,379.49
2005-09-28 21:55:44.137000,L5,388.79,385.89,389.42,378.34,372.10
2006-02-19 21:58:15.515000,L5,399.65,392.66,408.93,394.78,390.17
2006-11-02 22:01:56.430000,L5,342.40,357.98,358.00,351.45,342.97
2007-01-05 22:02:28.201000,L5,359.46,356.89,357.42,347.45,339.56
2007-01-21 22:02:33.422000,L5,387.43,385.44,387.95,376.72,367.43
2008-02-25 21:58:00.859000,L5,394.63,390.97,392.44,383.52,382.51
2008-12-25 21:52:09.965000,L5,379.77,382.06,371.90,364.12,367.41
2010-01-13 21:58:24.995000,L5,335.24,353.76,350.75,345.30,344.14
2010-01-29 21:58:29.033000,L5,362.09,376.38,371.07,356.96,350.27
2011-09-13 21:56:09.668000,L5,372.94,376.77,374.62,356.82,362.38
2013-05-29 22:09:41.256000,L8,361.45,356.35,350.69,347.84,351.68
2013-06-30 22:09:35.948000,L8,361.55,355.83,350.19,330.36,346.70
2013-07-16 22:09:36.403000,L8,353.08,342.87,343.61,328.86,345.19
2013-09-02 22:09:40.433000,L8,356.30,348.75,344.88,330.45,348.48
2014-04-30 22:07:22.351000,L8,352.81,349.53,342.24,328.78,349.21
2014-07-03 22:07:25.958000,L8,357.92,360.55,370.03,355.70,356.68
2014-08-04 22:07:38.344000,L8,363.32,363.76,348.45,335.11,345.37
2014-10-23 22:07:51.237000,L8,342.23,342.59,339.77,327.65,341.73
2014-11-08 22:07:51.967000,L8,360.34,353.66,363.37,353.55,353.97
2015-02-28 22:07:24.273000,L8,349.46,352.61,360.77,355.89,350.94
2015-04-01 22:07:01.610000,L8,350.47,349.62,344.20,339.10,345.11
2015-09-08 22:07:30.411000,L8,309.72,332.43,330.94,318.96,331.16
2015-10-10 22:07:38.780000,L8,344.36,362.33,349.34,330.59,346.48
2015-11-27 22:07:47.119000,L8,329.22,344.71,343.67,328.61,343.35
2015-12-13 22:07:45.395000,L8,399.56,375.38,391.25,373.72,372.59
2016-04-19 22:07:10.819000,L8,351.47,345.41,343.09,330.40,345.33
2016-06-06 22:07:18.940000,L8,354.06,339.25,335.52,323.32,343.00
2016-07-08 22:07:32.591000,L8,351.68,349.32,343.16,333.85,345.71
2016-07-24 22:07:37.782000,L8,356.10,344.24,342.80,331.73,350.28
2016-08-09 22:07:39.758000,L8,352.11,346.69,343.01,333.17,348.61
2016-10-12 22:07:57.049000,L8,349.39,346.52,341.43,332.86,346.94
2017-01-16 22:07:46.911000,L8,332.87,344.11,343.13,332.53,349.32
2017-04-22 22:07:00.199000,L8,345.30,340.60,334.73,325.96,340.81
2017-05-24 22:07:10.251000,L8,353.59,346.41,333.47,325.33,344.92
2017-10-31 22:07:55.807000,L8,328.26,344.09,338.42,328.90,341.67
2018-06-28 22:06:40.110000,L8,361.87,363.30,352.74,335.40,360.95
2018-08-31 22:07:11.120000,L8,350.38,348.94,344.31,329.99,351.40
2018-10-18 22:07:29.549000,L8,335.94,342.02,341.93,331.57,348.74
2018-12-21 22:07:30.529000,L8,344.68,349.36,353.07,345.41,345.26
2019-01-22 22:07:26.086000,L8,326.54,345.58,340.80,334.24,331.12
2019-02-07 22:07:23.498000,L8,321.96,338.45,337.25,328.33,339.66
2019-03-11 22:07:14.802000,L8,325.82,339.82,337.68,334.46,340.68
2019-05-30 22:07:21.058000,L8,361.81,351.96,343.48,344.13,355.75
2019-06-15 22:07:27.730000,L8,362.19,364.44,361.46,364.01,362.70
2019-08-02 22:07:41.830000,L8,363.25,357.50,364.09,364.71,356.22
2019-10-05 22:08:00.157000,L8,343.66,342.92,342.65,330.89,345.04
2019-12-08 22:07:56.574000,L8,356.13,353.05,360.93,359.79,354.98
2020-02-10 22:07:40.719000,L8,345.72,349.55,354.65,343.21,356.11
2020-06-01 22:07:08.444000,L8,359.80,360.05,364.07,356.56,361.67
2020-09-21 22:07:54.687000,L8,350.69,342.54,341.29,329.02,346.84
2021-03-16 22:07:27.743000,L8,327.07,343.14,342.34,333.48,343.50
2021-04-17 22:07:18.077000,L8,356.22,356.47,362.20,358.03,354.92
2021-05-03 22:07:08.587000,L8,355.05,341.86,342.50,328.45,349.32
2021-09-24 22:07:56.691000,L8,337.82,344.47,342.67,330.54,347.36
2021-12-21 22:07:55.088000,L9,328.17,349.82,357.77,334.46,352.64
2022-01-30 22:07:46.196000,L8,340.95,357.51,361.35,333.10,354.90
2022-06-07 22:07:43.386000,L8,351.09,338.26,339.38,328.95,347.80
2022-08-02 22:07:43.151000,L9,361.18,344.75,345.26,332.57,356.22
2022-10-21 22:08:05.375000,L9,335.21,341.57,339.07,328.26,348.29
2022-11-14 22:08:11.017000,L8,322.18,337.88,340.30,327.92,339.73
2022-11-22 22:08:05.589000,L9,346.58,345.52,357.99,334.34,351.89
2022-12-24 22:08:01.921000,L9,324.88,340.32,338.82,328.85,341.39
2023-01-25 22:08:01.087000,L9,344.01,349.95,357.92,352.17,356.16
2023-03-14 22:07:47.070000,L9,333.89,338.84,339.78,333.94,345.28
2023-03-22 22:07:28.676000,L8,332.94,332.35,333.14,327.45,344.86
2023-05-01 22:07:20.041000,L9,355.30,350.77,342.84,340.82,360.64
2023-06-10 22:07:03.713000,L8,361.76,342.42,344.94,347.23,353.52
2023-08-13 22:07:31.903000,L8,360.27,359.95,342.14,332.68,353.80
2023-10-08 22:07:46.156000,L9,351.24,348.71,342.59,344.16,350.08
2023-10-24 22:07:51.936000,L9,350.58,351.39,361.51,341.54,354.66
2023-11-17 22:07:51.092000,L8,326.56,334.47,335.25,325.59,342.01
2023-11-25 22:07:56.439000,L9,343.90,345.26,362.52,336.57,361.23
2024-01-12 22:07:54.756000,L9,325.92,341.24,342.52,337.79,349.45
2024-02-13 22:07:53.770000,L9,347.17,343.46,352.28,343.96,353.54
2024-04-17 22:07:27.643000,L9,328.59,332.79,335.88,326.19,343.29
2024-04-25 22:07:04.127000,L8,360.91,345.94,341.32,338.26,355.37
2024-05-11 22:06:51.721000,L8,326.17,336.56,337.65,326.81,347.88
2024-05-27 22:06:40.812000,L8,359.01,345.74,343.92,350.94,351.08
2024-06-28 22:06:55.317000,L8,355.53,347.10,356.41,346.15,353.83
2024-08-23 22:07:23.350000,L9,366.95,364.65,363.54,353.58,359.90
2024-10-10 22:07:34.230000,L9,353.13,361.78,360.54,350.05,348.94
2024-11-03 22:07:36.412000,L8,322.85,330.27,337.16,324.82,341.15
2025-03-19 22:07:30.686000,L9,324.50,325.54,332.68,323.24,336.63
2025-04-12 22:07:12.262000,L8,353.04,339.24,341.92,331.48,352.88
2025-05-30 22:07:06.496000,L8,356.76,340.68,343.92,330.61,354.86
2025-08-26 22:07:45.199000,L9,345.75,342.03,338.25,326.98,346.86
2025-09-19 22:07:51.167000,L8,327.59,338.64,333.80,325.17,349.63
2025-10-05 22:07:52.590000,L8,344.74,341.69,340.49,329.39,351.36
2025-10-21 22:07:51.194000,L8,346.18,344.83,343.73,330.01,347.62
2025-10-29 22:07:53.149000,L9,353.74,353.37,351.28,345.44,354.15
2025-11-06 22:07:55.742000,L8,351.20,347.04,349.81,335.77,356.02
