dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015
2023-04-28 22:26:27.911000,L8,,,,,,,,,,,,210.16,224.15,216.26,249.36,250.50,217.54,249.24,305.14,305.31,301.30,304.12,259.54,258.96,255.14,252.75,258.00,284.68,252.68,243.93,285.40,288.89,277.56,272.46,280.61,275.90,266.13,258.56,267.11,275.35,277.15,285.22,251.16,246.75,253.56,258.18,268.88,254.63,247.12,247.15,249.33,248.08,249.35,247.30,246.00,242.15,237.36,237.91,239.48,241.47,238.08,240.97,244.95,243.98,246.09,248.92,249.53,242.34,249.71,251.98,238.32,230.43,231.74,242.95,239.52,244.71,236.55,235.41,257.02,259.68,257.95,256.57,252.94,247.16,231.34,231.58,231.03,268.79,233.94,219.22,211.18,211.90,304.19,302.32,278.99,264.76,268.20,267.41,265.84,256.88,259.01,271.02,264.98,262.85,264.15,262.27,281.66,283.08,281.46,279.88,280.63,277.56,284.26,275.96,277.33,281.21,285.30,284.33,294.08,286.09,274.27,283.64,276.28,271.14,268.03,268.94,277.17,273.15,266.00,274.55,273.84,273.93,283.43,282.43,282.61,284.12,301.14,295.16,301.32,299.75,290.76,303.60,302.88,283.10,299.22,301.50,290.45,283.50,286.22,288.19,284.30,282.12,283.90,288.22,300.61,306.31,309.12,308.97,325.79,310.46,296.42,299.32,296.09,291.73,290.41,285.83,275.53,279.29,274.11,281.13,288.04,297.54,324.95,378.14,490.49,,,179.69,160.47,434.67,,,,,
2023-05-06 22:26:37.327000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.68,191.16,218.08,219.72,214.49,220.75,232.08,236.42,234.84,236.88,229.11,223.57,214.51,204.21,215.75,169.50,167.18,,,,,,,,,,,202.97,170.51,221.40,217.83,,,,,,,,,185.54,238.09,234.65,229.78,216.96,219.94,247.46,220.15,175.25,201.43,178.90,158.11,235.16,227.95,225.17,213.76,189.00,190.07,242.82,243.19,198.57,246.36,250.80,257.07,252.49,215.99,201.11,180.76,267.40,256.15,209.64,,,,,219.04,230.80,232.30,245.38,,,220.16,244.81,248.61,261.75,271.25,276.16,187.18,242.22,256.83,259.55,238.24,224.39,207.55,213.23,210.89,199.53,189.37,174.14,,,262.97,298.07,303.80,,,,,,,,,,
2023-06-07 22:26:23.650000,L9,,,,,,,,,,,,,181.36,184.77,181.25,200.28,202.35,209.66,215.77,224.81,225.74,209.35,239.12,189.40,195.76,203.63,259.62,249.97,245.78,200.16,200.14,225.98,232.84,229.76,238.40,247.68,265.32,245.80,260.81,262.52,246.19,265.82,244.98,245.42,245.07,256.54,251.19,240.28,252.69,235.15,234.65,240.11,247.21,245.84,240.25,237.75,226.90,214.62,228.37,228.50,232.78,217.65,217.25,218.93,226.39,227.31,232.83,243.77,252.00,260.37,312.29,303.64,315.34,325.01,274.31,267.67,259.68,254.77,265.70,264.74,281.13,282.47,281.70,286.63,289.95,310.02,299.13,296.90,279.44,227.24,229.58,219.58,240.04,267.04,280.10,280.49,289.54,282.49,280.90,280.61,285.66,279.75,276.00,274.24,269.52,276.83,282.62,288.32,283.71,280.79,278.76,284.14,288.34,286.56,294.22,300.64,295.18,306.00,311.29,312.24,304.73,306.72,305.10,299.61,304.65,312.14,312.85,305.68,309.48,301.62,307.14,335.54,341.11,357.16,356.37,374.88,377.22,359.99,377.24,404.82,423.97,407.89,411.22,371.48,390.27,384.91,394.96,355.86,351.25,384.84,409.05,409.53,436.73,463.47,450.84,449.96,407.51,414.24,384.30,401.75,410.53,411.25,406.36,389.73,391.56,467.76,492.82,373.10,392.39,416.85,366.99,418.31,510.95,472.94,467.28,,,,,408.83,,,,,
2023-06-23 22:26:17.575000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.93,158.46,164.05,179.21,186.86,195.79,199.44,,,,,208.89,218.00,225.81,229.32,236.17,223.17,227.90,213.28,211.80,199.15,212.73,164.28,178.55,,,,,,,,,,,202.30,227.64,226.27,219.00,,,,,,,,,205.86,232.15,229.50,226.66,207.54,164.69,,,,,,,230.71,212.18,216.07,178.61,,,,,,242.67,237.60,251.65,246.64,211.98,200.90,170.02,148.72,255.34,270.03,245.71,229.41,234.24,238.73,220.66,231.51,218.89,185.84,236.33,244.63,234.95,246.28,247.66,238.36,258.67,264.83,,,256.48,256.94,234.75,217.82,236.43,212.70,200.64,162.57,164.92,170.26,,,260.56,279.38,303.97,,,,,,,,,,
2023-07-25 22:26:33.997000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.85,209.47,220.30,220.33,222.82,219.43,217.77,205.51,170.16,,,,,,,,,,,,,,,,,,,,,,,,,,,145.67,224.87,227.52,219.58,207.98,164.91,241.02,202.93,180.33,218.88,191.58,238.55,228.85,221.87,222.10,193.25,148.84,,,,,232.34,228.65,242.63,238.73,206.22,188.82,169.60,,,,,,,,,,,,236.15,248.45,242.32,249.81,255.25,269.19,273.01,279.68,211.82,274.04,258.29,263.03,243.46,232.46,244.76,231.18,230.40,215.11,214.95,220.13,210.86,252.41,275.20,314.90,305.65,,,,,313.52,,,,,
2023-08-02 22:26:49.435000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.96,217.00,223.44,226.39,230.57,222.80,224.23,215.17,164.21,160.58,171.28,,,,,,,,,,,,,211.64,226.70,229.11,217.92,211.67,,,215.89,242.80,237.93,242.75,151.37,225.08,240.46,230.86,225.07,204.31,151.21,,,,,165.00,233.47,226.21,210.82,204.59,,,,,,,234.94,225.85,242.19,244.18,198.50,197.26,169.57,154.22,251.34,270.04,241.50,,,,,209.90,218.79,235.08,241.42,244.23,241.76,225.30,231.94,247.67,270.07,274.12,198.78,263.21,258.46,260.59,243.08,232.56,238.93,223.39,216.94,212.11,207.78,208.43,203.66,242.52,271.95,311.72,302.67,,,,,265.16,,,,,
2023-09-03 22:26:57.067000,L8,,,,,,,,,,,,145.85,184.18,195.27,224.57,254.82,226.06,238.31,229.35,258.45,262.71,275.13,266.18,305.47,307.21,359.56,302.71,261.15,281.66,290.89,280.93,267.01,277.53,273.31,276.78,282.42,273.46,278.87,267.92,266.93,273.43,278.31,246.95,256.68,256.16,259.22,266.09,266.41,283.07,272.40,254.07,244.04,252.29,249.47,255.83,246.87,239.24,237.14,231.91,298.76,238.55,237.64,276.38,274.66,277.45,244.95,278.30,252.41,242.70,242.78,249.40,233.93,231.64,236.16,294.20,270.01,245.28,240.52,257.62,268.42,259.16,260.92,260.55,254.66,253.33,235.32,236.10,259.16,237.51,224.59,219.53,206.84,238.04,317.99,317.72,271.92,269.68,268.88,264.97,260.61,268.75,277.71,268.87,268.90,269.03,273.36,283.88,290.72,287.65,291.76,281.67,291.69,290.20,283.36,287.03,288.82,288.11,293.24,298.63,291.37,284.51,293.29,280.94,274.24,274.76,280.13,281.33,286.59,273.11,279.49,281.08,284.14,285.10,287.39,289.46,284.74,298.21,303.95,303.74,300.44,293.69,306.17,310.01,294.59,312.45,303.61,298.93,292.62,289.76,295.66,290.79,290.24,288.98,291.18,305.46,312.66,311.53,316.50,327.39,314.15,304.54,305.21,301.97,307.33,298.61,299.41,297.90,292.02,295.84,303.03,299.94,306.47,484.00,,,,,,,,,,,,
2023-09-19 22:27:02.596000,L8,,,,,,,,,,,,266.63,235.77,222.23,246.99,262.65,260.61,281.21,285.17,301.93,292.69,301.63,305.99,313.53,296.81,290.84,289.95,289.53,281.53,278.34,287.91,282.28,276.80,269.59,276.86,291.62,282.12,280.05,288.99,297.53,308.52,296.99,289.41,293.01,295.26,301.18,292.19,264.57,298.60,281.39,280.87,280.67,280.65,273.46,273.82,285.97,274.98,273.54,255.99,257.04,281.48,291.88,293.40,297.17,294.90,292.35,297.71,290.65,296.85,293.07,254.63,312.54,323.27,326.15,316.47,308.74,310.46,310.17,319.56,316.60,261.74,261.13,261.05,251.67,248.35,236.27,235.33,256.99,295.76,302.65,218.05,312.08,312.31,321.46,329.71,328.38,328.32,325.07,321.35,287.99,322.35,325.65,300.73,329.98,266.75,265.68,283.80,290.13,285.86,292.68,280.73,288.99,291.81,286.71,281.10,292.84,285.36,291.02,299.62,292.09,291.52,292.11,281.51,277.98,276.06,279.63,328.47,341.20,334.85,331.87,288.41,301.00,298.15,288.68,282.33,286.94,336.95,331.94,294.40,300.36,296.65,306.10,308.77,302.85,314.36,306.07,303.80,300.08,295.20,299.05,303.66,296.55,295.19,293.40,310.73,313.48,311.87,320.30,341.55,317.74,309.07,309.67,306.01,310.94,306.34,308.06,299.70,302.06,304.22,301.76,367.05,389.82,456.44,503.77,480.21,165.43,230.34,248.82,261.67,,,,,,149.35
2023-10-05 22:27:04.875000,L8,,,,,,,,,,,,172.94,182.51,192.68,198.43,207.07,211.89,220.38,223.62,257.24,263.40,264.05,256.31,258.66,261.10,258.25,256.39,252.58,247.27,245.02,244.46,248.69,247.23,250.43,250.23,255.84,257.87,257.47,254.31,253.59,252.76,248.79,243.25,242.32,242.70,244.54,247.53,239.54,233.78,234.58,232.08,232.72,232.05,226.99,223.85,220.32,217.08,214.82,215.11,218.43,217.95,220.97,218.40,219.62,221.80,224.56,227.99,229.29,231.79,237.10,233.35,219.55,216.60,224.55,237.68,238.24,244.79,250.53,,,,243.39,240.06,245.65,265.33,197.45,168.31,137.44,273.39,235.05,200.72,165.12,,,,,,,229.93,260.96,278.39,159.53,,,,,,,223.83,257.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.28,212.92,303.69,191.36,288.67,295.52,286.29,286.19,289.74,292.72,287.62,289.20,284.91,289.94,297.74,295.70,297.28,297.87,303.55,297.84,293.55,294.65,303.67,298.22,,,,,,,,165.23,344.93,390.48,303.91,,,,153.79,397.59,,,,,
2023-10-21 22:27:08.014000,L8,,,,,,,,,,,,266.58,269.21,195.86,205.18,308.17,302.73,301.04,308.64,304.11,299.73,309.59,268.01,268.72,265.16,259.61,257.02,252.46,247.44,244.15,245.94,247.63,246.08,250.49,248.25,262.22,252.66,257.64,255.89,253.37,254.32,251.36,244.70,242.76,243.65,246.47,247.44,241.45,235.37,234.90,234.10,233.67,232.89,233.00,233.31,228.19,225.14,223.39,224.89,226.64,228.47,226.35,225.24,227.52,229.18,232.68,234.86,236.72,236.94,241.76,240.52,222.95,224.26,237.12,246.19,246.11,243.79,242.01,243.83,251.05,245.42,246.84,242.27,235.00,230.06,230.63,228.91,233.45,230.57,223.58,213.45,196.74,233.82,228.91,266.83,269.92,266.13,267.44,270.11,260.40,259.24,263.94,267.46,262.89,260.06,252.93,263.55,269.26,269.51,270.26,274.32,271.20,277.07,272.89,275.24,277.97,282.96,284.70,288.92,287.06,288.79,293.04,283.79,279.40,279.95,284.90,292.32,299.65,297.51,299.07,288.71,322.03,298.68,285.28,286.03,283.61,295.50,297.97,291.58,281.80,279.89,291.88,299.25,280.79,261.21,281.12,293.92,269.96,280.87,286.31,281.53,291.26,287.61,279.67,291.18,295.37,302.15,303.48,313.11,302.16,295.40,282.52,289.28,261.69,263.83,280.38,178.47,141.20,,,187.53,249.47,271.97,305.40,347.13,,,174.83,214.59,330.52,,,,,
2023-10-29 22:27:09.154000,L9,,,149.58,167.21,184.45,184.34,202.99,204.88,196.13,222.21,232.29,321.33,324.33,352.94,341.59,306.45,292.01,302.86,331.79,332.33,347.56,344.14,304.63,310.25,320.69,330.10,334.19,324.96,347.01,354.93,326.77,307.05,326.21,316.13,294.28,290.57,318.92,366.26,387.86,401.76,351.86,295.16,329.22,326.40,292.99,330.65,403.02,372.30,341.97,344.74,356.39,400.32,368.88,394.41,396.13,375.80,379.28,390.78,371.36,388.60,429.77,453.74,417.58,409.65,430.30,400.75,396.92,355.64,360.64,418.00,424.78,376.00,397.26,414.04,388.66,481.54,490.09,483.90,467.86,451.26,422.35,437.87,425.09,365.89,381.86,381.92,403.50,423.88,391.26,389.92,302.45,351.07,413.88,418.63,434.80,404.20,394.71,412.71,394.15,361.99,368.13,381.94,394.21,368.55,489.13,451.08,500.25,467.94,470.39,432.45,442.24,425.25,459.17,453.04,378.30,395.11,370.51,370.26,366.58,356.25,387.79,439.14,374.90,361.47,434.92,461.95,474.60,440.73,387.60,363.82,382.87,364.06,349.14,353.36,355.50,365.60,380.65,401.00,398.91,404.27,411.51,424.71,416.96,412.69,411.21,330.98,334.96,326.51,313.61,326.00,322.42,384.72,366.84,361.97,363.58,381.07,377.39,389.00,389.76,370.77,364.97,376.99,446.16,440.72,429.91,359.18,378.75,393.23,405.73,398.84,393.00,394.35,441.15,509.72,,290.32,284.86,262.87,307.88,,261.12,277.04,265.58,292.23,251.06
2023-11-30 22:27:16.547000,L9,,,,,,,,,,,,212.86,226.46,289.95,293.34,298.39,282.85,287.18,293.05,312.86,312.39,309.21,302.43,317.50,289.38,297.23,300.14,289.61,289.11,289.44,290.29,279.86,282.32,282.70,279.41,276.80,278.33,289.21,282.14,284.71,281.89,287.06,291.75,291.79,287.32,290.56,282.85,292.50,282.95,294.27,306.50,274.49,286.62,263.83,277.77,286.23,275.11,289.10,282.87,287.08,294.98,280.38,291.38,297.47,292.46,291.25,294.13,288.92,295.36,300.60,309.82,310.47,317.12,314.64,309.80,305.97,296.24,294.95,292.96,295.45,303.09,295.07,299.18,293.70,293.75,298.92,314.46,302.66,311.35,276.77,291.32,284.60,307.91,314.07,321.96,323.77,331.25,321.46,320.35,317.77,314.94,314.30,316.18,324.16,320.26,316.69,313.51,319.53,320.53,322.96,319.97,329.44,331.91,324.56,330.79,340.38,342.56,338.43,358.73,338.68,332.09,337.73,334.60,322.32,323.68,324.23,335.67,341.96,338.39,338.41,331.68,333.55,338.11,343.48,340.42,337.50,329.21,337.43,336.75,334.59,336.46,332.61,328.76,323.02,308.25,293.99,295.61,289.89,289.41,292.64,286.14,286.62,293.64,296.49,298.01,310.01,308.28,315.82,347.51,315.66,343.68,313.56,317.07,340.87,337.35,334.99,335.83,318.55,343.30,342.32,348.14,380.19,483.00,,,,,154.45,175.37,,,,,,
2024-04-14 22:26:30.529000,L8,,,,,,,,,,,,212.60,189.29,209.82,227.97,224.19,215.41,233.65,230.81,253.20,281.89,287.27,295.12,289.45,288.43,285.21,279.78,273.32,278.47,278.37,293.44,280.29,270.05,276.68,273.62,279.34,262.67,279.58,257.10,260.33,262.67,260.51,256.80,259.61,255.51,256.25,257.91,274.58,250.15,253.40,258.45,245.45,258.49,253.49,247.82,244.12,243.38,240.70,242.07,239.10,248.51,241.67,246.87,245.97,245.21,253.50,250.90,251.04,247.19,249.49,240.82,230.71,238.80,235.04,249.62,248.57,245.54,244.43,254.27,269.55,259.01,262.61,258.96,248.10,248.17,232.78,241.38,262.75,237.50,221.08,217.74,195.01,282.96,307.45,307.15,268.05,272.02,269.78,526.86,502.82,357.59,275.07,271.07,268.18,266.95,279.25,282.62,285.91,291.78,287.47,279.87,296.41,286.30,280.00,279.84,284.67,289.45,284.35,296.37,291.05,285.44,290.64,278.06,272.01,273.91,275.84,278.19,275.98,270.23,278.87,280.47,275.13,283.57,285.14,290.35,283.39,301.29,303.48,302.42,300.88,290.69,303.19,307.17,286.18,312.48,302.13,291.98,290.07,290.19,293.71,287.95,288.36,287.05,287.70,304.85,310.82,311.09,315.57,327.06,312.84,299.15,300.79,298.40,296.28,292.14,292.29,286.35,282.19,295.82,289.85,291.28,301.86,431.11,513.52,511.47,171.43,176.58,176.67,175.73,,,,,,160.70
2024-05-08 22:26:34.592000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.90,217.22,217.22,214.05,211.47,218.62,227.99,231.36,225.23,233.63,228.95,221.20,216.58,206.26,216.39,169.43,209.43,,,,,,,198.90,207.02,219.24,210.64,221.59,233.48,232.57,220.46,226.06,215.94,230.27,248.75,253.08,246.00,244.90,,182.10,230.92,227.22,231.66,209.95,225.54,249.81,226.34,174.59,199.99,164.09,239.07,237.60,230.71,225.13,190.32,173.15,201.29,239.38,245.90,212.32,248.13,251.15,256.06,251.44,215.50,209.18,259.53,269.16,259.91,269.03,245.11,233.91,242.02,246.29,226.35,231.22,218.02,247.75,236.66,227.88,231.01,240.69,249.41,244.98,267.34,268.28,186.00,266.17,262.60,262.04,239.24,222.93,238.93,221.92,213.39,203.97,191.86,192.87,191.96,230.48,267.30,298.29,304.13,,,,,263.41,,,,,
2024-06-01 22:26:02.044000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.58,206.45,205.38,196.68,180.63,214.63,210.03,223.47,225.22,219.71,216.25,208.48,193.66,210.28,161.50,175.62,,,,,,,,,,,205.77,220.92,217.42,204.46,212.58,,211.04,236.66,235.46,231.74,234.11,,,,,,,,,,,,,,,,,,,,,,,235.40,239.41,245.20,243.47,209.74,189.95,245.10,267.26,251.23,,242.34,183.11,225.37,221.39,209.18,160.04,191.35,156.87,,,199.84,225.05,160.70,215.39,249.90,241.37,,,251.11,247.32,228.20,211.36,218.96,209.46,196.01,169.20,154.73,162.70,,,254.41,275.05,294.22,,,,,,,,,,
2024-06-17 22:26:08.741000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.46,208.28,212.04,209.86,202.43,201.81,217.52,210.49,218.59,222.25,218.19,212.04,203.37,186.24,206.90,146.92,160.99,,,,,,,,,,,202.81,215.36,217.67,206.04,216.43,,206.25,235.12,239.37,232.88,235.12,,,,,,,,,,,,,,,,,,,,222.04,232.78,171.03,236.78,239.77,244.67,240.85,209.49,190.37,166.49,,,,234.29,216.05,223.46,211.44,202.50,216.84,186.90,,,,218.23,227.31,240.62,218.16,246.00,241.43,,,252.18,245.87,228.58,211.27,213.17,206.03,178.72,,,,,,,,,,,,,,,,,,
2024-06-25 22:26:01.104000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.54,151.32,157.02,163.65,169.92,183.43,191.73,202.70,200.26,163.75,217.88,220.14,219.29,209.50,212.13,226.39,215.54,225.84,228.55,214.74,211.39,189.16,179.89,207.50,,,,,,,,,,,,,,,,,,,213.98,247.40,252.73,240.59,243.78,,171.07,217.26,222.36,225.65,201.69,175.20,,,,,,204.69,236.90,219.85,218.99,,,,230.46,151.44,189.58,247.42,246.65,253.34,250.30,211.16,209.53,170.19,157.02,,,249.15,233.46,238.35,244.18,222.99,226.81,205.14,184.75,,,155.61,160.22,246.03,233.34,258.10,256.77,,,259.96,260.38,238.87,222.41,238.72,215.09,206.49,171.80,168.46,172.15,,,261.99,289.42,306.29,,,,,,,,,,
2024-07-03 22:26:16.888000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.11,202.81,212.88,208.33,202.01,208.62,220.87,212.14,220.81,226.42,218.54,216.68,208.22,186.59,210.92,152.38,161.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.98,243.52,232.45,160.90,196.87,167.28,,,,,,,,212.24,218.68,195.14,153.75,,,,202.07,241.35,218.44,250.10,245.16,,,255.79,254.04,233.44,212.89,230.11,213.37,202.10,164.29,156.87,165.75,175.96,,196.93,271.83,299.17,,,,,,,,,,
2024-07-19 22:26:32.482000,L8,,,,,,,,181.76,216.41,203.78,198.04,142.28,185.78,192.31,196.46,204.32,211.01,214.49,222.81,239.26,240.06,246.20,262.85,243.28,252.29,240.06,263.42,262.02,266.12,258.56,241.32,257.15,256.78,257.67,256.36,254.97,242.70,274.67,275.50,279.67,277.10,281.27,284.64,279.28,277.13,272.66,272.04,255.06,256.99,263.39,263.56,263.77,254.62,292.78,297.72,272.05,283.29,277.41,267.93,252.60,262.25,256.10,260.35,256.78,262.74,268.61,260.41,262.51,259.56,252.67,255.38,272.83,352.85,372.90,363.82,358.14,351.28,337.97,259.28,261.44,261.84,259.36,257.91,251.73,244.93,235.60,235.68,313.77,238.64,322.06,260.85,266.96,338.16,345.73,384.28,401.60,275.31,271.48,267.75,264.05,271.45,274.75,269.16,268.06,271.71,266.68,282.62,282.51,282.35,280.13,277.50,285.04,288.77,283.49,281.99,287.85,289.84,294.43,298.02,293.64,291.31,294.24,290.43,283.31,280.35,283.74,289.33,295.74,291.30,284.80,282.43,290.54,289.01,290.22,291.43,289.86,294.57,297.34,308.51,299.92,294.00,308.04,294.41,292.48,305.02,302.91,292.84,290.63,288.28,295.69,291.92,298.99,295.42,304.64,300.92,309.39,306.54,309.20,320.35,314.73,312.81,353.97,372.93,330.66,361.98,404.54,424.00,467.59,511.74,,,,,,,,,,,,204.04,209.30,206.54,211.01,
2024-08-04 22:26:32.692000,L8,201.21,220.73,222.21,186.97,188.99,213.85,237.39,279.40,300.19,270.03,214.78,281.74,291.98,319.04,300.21,307.22,354.45,349.63,354.30,340.66,335.24,350.38,324.25,324.08,334.57,325.59,321.51,313.59,323.81,321.66,317.91,313.08,315.07,319.23,341.06,320.02,327.55,328.64,325.46,331.37,327.02,333.43,340.95,323.87,362.09,365.61,342.00,340.75,347.59,358.76,367.43,381.47,411.24,414.62,385.19,374.27,372.13,335.90,347.39,347.81,390.19,408.84,402.01,402.98,411.24,396.78,380.13,391.63,398.57,391.54,431.53,352.23,392.54,379.81,371.19,405.45,413.58,407.72,453.44,445.22,430.14,468.43,508.76,429.73,430.15,425.56,417.26,427.73,406.54,403.35,404.63,397.73,378.10,425.44,449.67,451.72,363.42,392.48,364.08,364.21,394.89,420.99,419.94,367.02,420.98,439.36,512.27,488.27,457.99,385.21,379.93,352.05,300.22,297.23,298.84,300.54,300.47,305.31,309.99,303.67,304.69,336.08,298.57,296.49,290.12,290.09,301.78,303.33,302.64,295.99,295.26,329.43,298.19,297.91,294.78,303.62,338.03,312.23,327.02,312.82,308.05,321.37,374.57,389.71,338.74,316.92,309.32,308.54,305.75,309.17,303.17,301.75,305.37,305.58,312.98,316.31,322.23,341.88,354.59,331.66,347.35,359.57,363.48,362.29,331.84,320.59,372.76,364.86,343.86,322.58,361.11,366.62,395.30,512.77,,264.04,270.09,280.68,276.49,,258.16,273.61,288.18,275.84,271.96
2024-08-12 22:26:33.739000,L9,,,,,,,,,,,,194.90,204.04,203.01,212.57,203.85,205.39,211.49,223.54,248.67,245.06,274.56,282.08,277.70,286.14,277.74,266.43,263.86,271.54,235.07,266.00,240.37,234.91,230.21,235.04,237.42,243.06,245.69,244.24,243.92,245.05,244.42,236.90,241.16,241.64,268.27,240.83,240.34,234.97,234.12,235.92,230.42,234.42,231.47,235.97,224.25,225.94,226.21,221.79,226.84,224.23,233.19,221.69,219.81,221.12,224.88,233.95,233.47,234.94,232.13,231.85,224.33,232.06,230.55,234.29,236.85,233.31,239.56,255.20,256.28,255.38,254.51,248.77,238.27,233.68,227.49,231.15,236.23,231.00,210.30,208.35,188.05,146.44,275.74,264.69,259.63,260.07,260.34,258.44,255.33,255.80,261.69,257.63,260.95,260.30,259.65,276.88,278.29,272.88,266.55,274.52,274.64,270.75,268.97,273.76,271.41,280.72,280.08,283.13,280.96,273.19,277.31,272.47,261.90,261.17,263.87,269.20,267.81,263.66,268.05,269.41,268.00,273.57,275.93,480.10,493.80,496.52,485.72,293.40,291.76,281.70,293.37,292.67,273.37,292.55,293.26,284.91,275.88,277.44,281.18,277.26,276.77,276.93,277.67,291.47,297.08,302.13,302.41,314.88,304.95,290.93,294.98,289.36,285.88,281.21,282.57,274.17,280.91,285.55,284.15,284.08,300.16,325.76,475.15,468.87,,,,174.38,439.68,,,,,
