dates,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,satname
2014-12-15 22:27:04+00:00,,,,,221.78,,,199.5,182.25,190.51,211.45,186.15,215.42,228.01,243.01,276.04,277.71,285.6,276.69,276.33,278.36,289.67,285.0,279.6,276.19,272.75,271.67,284.145,274.6,275.81,274.38,301.075,291.78,273.87,282.58,295.22,274.87,281.51,283.41,279.07,280.32,282.78,268.09,258.47,256.04,256.74,260.45,276.22,253.72,275.66,255.34,252.56,279.18,241.7,259.59,250.93,266.85,252.28,252.95,261.13,259.15,265.67,261.48,258.34,253.67,267.62,281.6,275.24,281.78,288.24,,226.72,,,,,,289.65,249.22,264.33,239.355,240.355,233.815,226.29,223.4,213.60500000000002,221.36,237.54,236.65,264.31,279.52,,275.36,320.4,339.94,331.02,272.55,274.82,311.86,,317.42,267.02,276.42,269.94,264.25,273.2,280.12,280.09,281.18,282.05,283.91,280.9,252.305,285.18,281.37,,287.26,286.45,,332.83,338.3,347.36,344.34,338.27,335.84,345.24,,312.82,316.88,327.25,332.16,336.83,315.99,315.31,311.24,314.72,,,,291.4,291.69,295.98,,295.3,232.08,309.06,314.21,264.44,,,,,,,249.37,,262.13,,,,,257.52,232.14,220.48,,224.96,,170.82,,162.15,171.2,,,,,208.75,215.96,223.83,216.95,,217.18,201.58,,,188.38,L8
2015-01-07 22:33:12+00:00,,,,,221.78,,,199.5,182.25,190.51,211.45,186.15,215.42,228.01,243.01,276.04,277.71,285.6,276.69,276.33,278.36,289.67,285.0,279.6,276.19,272.75,271.67,284.145,274.6,275.81,274.38,301.075,291.78,273.87,282.58,295.22,274.87,281.51,283.41,279.07,280.32,282.78,268.09,258.47,256.04,256.74,260.45,276.22,253.72,275.66,255.34,252.56,279.18,241.7,259.59,250.93,266.85,252.28,252.95,261.13,259.15,265.67,261.48,258.34,253.67,267.62,281.6,275.24,281.78,288.24,,226.72,,,,,,289.65,249.22,264.33,256.51,257.71,252.46,240.13,240.34,230.9,233.81,237.54,236.65,272.99,284.25,,266.67,324.005,334.96000000000004,331.735,272.55,274.82,312.65,,316.40999999999997,291.31,296.245,286.09000000000003,281.33500000000004,289.04499999999996,299.90999999999997,302.975,295.725,292.395,298.165,300.72,302.23,296.02,298.69,329.57,287.26,286.45,346.17,337.755,338.36,347.515,343.275,336.27,337.195,346.83000000000004,344.44,328.09000000000003,325.81,329.02,334.355,336.83,315.99,315.31,311.24,314.72,,338.07,333.84,311.895,309.565,311.005,314.06,295.64,,306.68,308.17999999999995,301.405,303.73,300.53,295.78,301.46,312.02,303.14,,,,,,,,324.78,,,,,,,,,,,,,,208.75,215.96,223.83,216.95,,217.18,201.58,,,188.38,L8
2015-04-06 22:26:20+00:00,,253.29,260.64,,221.78,,,193.565,183.45,188.24,202.435,201.67000000000002,219.25,220.56,255.165,278.07000000000005,278.585,279.08500000000004,278.36,274.99,277.32,280.39,276.025,277.545,273.78,271.20500000000004,269.40999999999997,278.18333333333334,271.23,272.325,274.015,289.9533333333333,282.105,271.37,277.455,285.19500000000005,272.96000000000004,276.555,274.635,274.65999999999997,274.06,279.195,272.16499999999996,267.8,264.34000000000003,264.21500000000003,267.57,270.58500000000004,261.865,272.70000000000005,257.725,259.28499999999997,272.485,252.78,261.22,259.85,265.86,254.04500000000002,256.25,259.91499999999996,258.23,259.565,260.85,265.02,264.0,271.96500000000003,278.435,277.115,280.475,281.14,249.11,227.37,232.79,230.56,251.99,249.53,247.88,265.76,250.56,266.335,258.155,262.515,259.12,247.89,247.775,232.28,242.16500000000002,245.305,238.92000000000002,264.0833333333333,275.18,,266.65000000000003,315.38666666666666,327.07,325.74333333333334,272.175,273.01,297.00666666666666,,300.3566666666666,286.33,296.245,279.81666666666666,278.2866666666667,285.63,295.4433333333333,299.2,295.1066666666666,292.9533333333333,292.3566666666667,299.37333333333333,299.4166666666667,292.98333333333335,298.76666666666665,310.515,288.83,286.45,346.17,326.45666666666665,325.69,347.515,343.275,336.27,337.195,346.83000000000004,344.44,328.09000000000003,325.81,314.4166666666667,334.355,336.83,301.07,305.1,300.40999999999997,301.365,314.65,319.53,317.44,308.89,304.24666666666667,311.005,314.06,295.6466666666667,,306.68,306.24666666666667,299.7966666666667,303.73,300.53,295.765,301.46,312.02,303.14,,,,,,,,315.55999999999995,,,,,,,,,,,,,,202.82,215.16000000000003,222.78500000000003,218.24,,212.98000000000002,201.325,,,178.10500000000002,L8
2015-04-22 22:26:19+00:00,,253.29,260.64,,,,,187.63,184.65,185.97,193.42,217.19,223.08,213.11,267.32,280.1,279.46,272.57,280.03,273.65,276.28,271.11,267.05,275.49,271.37,269.66,267.15,282.80999999999995,267.86,268.84,273.65,294.36499999999995,272.43,268.87,272.33,275.17,271.05,271.6,265.86,270.25,267.8,275.61,276.24,277.13,272.64,271.69,274.69,264.95,270.01,269.74,260.11,266.01,265.79,263.86,262.85,268.77,264.87,255.81,259.55,258.7,257.31,253.46,260.22,271.7,274.33,276.31,275.27,278.99,279.17,274.04,249.11,228.02,232.79,220.07999999999998,233.655,233.58499999999998,231.95,231.925,240.23000000000002,241.01,259.8,267.32,265.78,255.65,224.97,223.08499999999998,234.15,253.07,241.19,263.97,273.01,,262.295,312.88,320.635,323.105,271.8,271.2,289.58,,275.2333333333333,277.6166666666667,316.07,266.68333333333334,285.305,291.845,285.7733333333333,294.2633333333333,286.40999999999997,282.95666666666665,296.58000000000004,308.61,287.11,296.885,307.465,310.515,290.4,250.55,346.17,323.27,319.385,347.67,342.21,334.27,338.55,348.42,344.44,343.36,334.74,308.0,336.55,,286.15,294.89,275.515,271.805,314.65,319.53,298.2133333333333,302.61999999999995,296.03999999999996,302.94,314.06,295.82000000000005,247.46,304.3,302.265,298.02,276.93,280.73,280.31333333333333,280.005,286.58,278.58,268.92,267.37,280.64,282.54,,,,300.68333333333334,244.7,237.62,248.93,234.23,,,207.97,,,,,,,196.89,214.36,221.74,219.53,333.56,208.78,201.07,,,167.83,L8
2016-01-19 22:27:03+00:00,,,,,,,,,,,,,213.85,222.82,248.0,262.36,263.23,265.24,264.8,277.3,269.02,273.19,268.22,267.68,268.41,261.73,258.76,250.18,240.66,232.45,237.56,237.57,242.9,243.64,253.75,262.3,262.26,263.81,265.65,253.37,268.2,256.96,262.4,243.34,263.9,248.6,236.7,259.93,230.3,230.99,235.66,227.64,227.4,228.54,224.82,225.9,231.74,226.36,245.62,227.66,244.04,234.0,240.79,232.83,230.75,256.89,241.18,265.68,,242.56,242.01,233.52,225.98,232.88,249.91,247.9,250.01,244.81,243.63,250.69,245.38,244.25,244.43,230.91,232.05,229.35,230.51,228.13,233.15,238.77,257.36,232.31,247.14,,,272.48,271.68,272.18,269.48,264.13,270.67,270.86,,268.83,264.26,270.85,277.95,280.75,281.75,278.52,281.04,281.07,282.18,280.43,281.24,282.52,289.72,293.23,301.63,303.74,306.17,309.45,309.7,309.01,329.08,304.16,309.68,313.21,307.83,300.44,307.26,309.12,306.63,317.11,319.13,303.93,311.67,299.8,296.65,298.38,295.98,294.51,292.09,289.33,299.42,290.08,294.72,288.07,285.78,284.45,281.04,285.42,295.43,292.9,302.63,,307.89,,,,,,,,,,,,,,,,,,,,,,211.78,,,,,,,L8
2016-02-04 22:27:00+00:00,,,249.68,261.88,289.04,294.49,276.61,,205.18,,,224.99,219.38,238.37,254.99,268.665,268.395,270.655,270.03999999999996,275.63,272.365,275.245,269.49,271.99,270.97,264.605,263.28,253.91,247.685,240.735,242.59,243.29,246.3,249.105,256.05,264.595,263.49,262.9,269.90999999999997,263.055,273.395,261.36,263.82,251.57,263.85,253.08999999999997,248.015,259.745,244.89000000000001,245.435,246.805,250.04,248.985,248.685,247.84,241.825,246.20000000000002,238.84,247.71,237.25,246.115,244.845,244.92000000000002,243.99,245.585,256.935,253.055,270.20000000000005,285.33,268.46500000000003,248.56,233.52,225.98,232.88,249.91,265.67,266.43,264.565,247.5,255.07,250.125,248.70499999999998,247.195,237.93,233.515,232.10500000000002,230.04500000000002,232.195,235.405,241.92000000000002,255.10500000000002,236.245,266.385,296.67,311.48,288.275,274.395,273.645,274.31,268.345,275.24,271.75,330.41,268.83,264.26,273.23,284.92499999999995,281.63,281.09000000000003,280.835,281.15999999999997,282.475,283.92,282.875,285.70500000000004,284.65,291.28,297.95500000000004,305.09000000000003,304.855,313.935,313.88,314.475,314.105,319.575,306.45000000000005,318.95500000000004,315.525,313.11,304.87,313.7,315.73,315.395,320.90999999999997,319.13,317.02,319.22,314.32500000000005,300.25,297.095,297.76,295.205,293.75,292.13,301.615,294.73,297.125,291.575,286.4,289.19,284.105,290.565,298.21500000000003,299.21,303.69,,310.16499999999996,317.26,326.62,319.52,318.59,313.7,,,,,,,,,,,,,,205.83,207.22,218.06,217.465,,263.36,257.34,,,199.38,L8
2016-08-30 22:27:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.67,244.88,244.76,246.18,248.46,254.69,258.76,260.23,254.83,261.91,257.26,256.06,260.1,263.51,266.66,264.17,256.66,249.91,246.56,256.13,262.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.71,238.83,,,,,,,,,,,,,,,266.47,264.92,263.03,281.44,284.94,278.13,279.21,275.77,281.92,285.96,279.41,279.9,284.44,,285.47,,286.73,,,,,270.61,,,,,,,,,,,,,,,297.21,289.17,301.42,299.28,282.49,297.66,296.49,,281.89,285.81,,284.64,287.67,,,,,,,,,,301.12,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-12-04 22:27:17+00:00,,,,,,,,,,,,266.04,,276.19,275.16,276.92,276.88,286.28,,,302.29,286.69,,274.43,291.19,295.21,286.33,290.95,271.11,282.92,259.765,256.975,255.85999999999999,260.315,266.725,272.19,272.655,274.82500000000005,271.845,276.615,276.40999999999997,271.555,271.675,269.47,273.15,274.795,268.055,263.405,262.53499999999997,266.935,271.575,282.66,282.15,282.75,299.19,276.76,277.99,273.71,267.89,264.91,265.28,271.69,272.74,275.0,287.06,294.44,,310.75,316.8,316.06,,,,,,320.95,313.39,303.07,,,284.79,278.31,287.78,282.9,,,,239.71,238.83,,,,,,338.71,338.49,,,,,319.33,,312.5,266.47,264.92,263.03,281.44,284.94,278.13,279.21,275.77,281.92,285.96,279.41,279.9,284.44,,285.47,,286.73,,,,,270.61,,,,,,,,,,,,,,,297.21,289.17,301.42,299.28,282.49,297.66,296.49,293.72,286.41999999999996,288.40999999999997,291.87,284.64,289.155,291.94,298.03,307.63,,320.23,324.38,,324.37,,301.12,,,,,,,,,,,,,,,258.36,,,,,,,,,L8
2017-02-22 22:26:52+00:00,,,,,,,,,,,205.34,250.41500000000002,,279.77,276.735,281.20500000000004,275.375,279.485,,275.35,285.475,275.97,,268.95500000000004,281.89,280.235,279.115,277.73,267.115,266.94,258.22999999999996,255.88,256.9433333333333,261.8066666666667,266.21000000000004,268.6933333333333,270.00666666666666,269.8933333333334,268.8,274.74666666666667,273.69,269.28333333333336,266.84666666666664,266.68666666666667,267.49333333333334,270.91333333333336,264.7366666666667,261.95666666666665,260.3333333333333,263.94,266.44,272.89,276.195,278.62,281.59000000000003,274.69,270.97,267.745,254.945,255.47000000000003,257.195,263.21500000000003,269.225,269.79499999999996,274.74,281.185,279.46,298.935,298.805,301.21500000000003,266.25,267.68,230.53,,,304.24,297.91999999999996,303.07,245.28,,266.9,264.475,267.13,282.9,236.19,233.66,233.18,238.085,237.53,248.42,220.17,245.5,300.2,298.66,338.71,338.49,277.26,273.3,,274.2,319.33,,294.935,268.57500000000005,265.865,266.945,281.05,284.255,280.725,280.61,279.73,282.1,285.34000000000003,282.655,281.64,283.845,284.51,284.485,292.02,288.79,323.64,312.69,,,270.61,323.43,331.69,327.21,328.3,330.5,326.71,331.92,330.14,331.36,342.68,336.83,331.23,310.31,295.81,295.625,291.65999999999997,297.995,297.885,288.49,298.84000000000003,298.365,298.42,289.41,290.03,291.87,284.64,289.155,291.94,297.09,307.63,,320.23,324.38,,324.37,,305.49,,,,,,,,,,,,,,224.85,244.745,227.51,222.8,,237.53,236.94,,,202.68,L8
2017-08-01 22:26:56+00:00,,,,,,,,,,,205.34,234.79,,283.35,278.31,285.49,273.87,272.69,,275.35,268.66,265.25,,263.48,272.59,265.26,271.9,264.51,263.12,250.96,255.16,253.69,259.11,264.79,265.18,261.7,264.71,260.03,262.71,271.01,268.25,264.74,257.19,261.12,256.18,263.15,258.1,259.06,255.93,257.95,256.17,263.12,270.24,274.49,263.99,272.62,263.95,261.78,242.0,246.03,249.11,254.74,265.71,264.59,262.42,267.93,279.46,287.12,280.81,286.37,266.25,267.68,230.53,,,287.53,282.45,,245.28,,237.105,235.14999999999998,233.02499999999998,,226.47,215.51999999999998,223.15,236.46,236.23,248.42,220.17,245.5,300.2,298.66,,,277.26,273.3,,274.2,,,277.37,270.68,266.81,270.86,280.66,283.57,283.32,263.1,283.69,282.28,284.72,285.9,283.38,283.25,284.51,266.775,292.02,290.85,323.64,312.69,,,237.2,323.43,331.69,327.21,328.3,330.5,326.71,331.92,330.14,331.36,342.68,336.83,331.23,310.31,295.81,294.04,294.15,294.57,296.49,294.49,300.02,300.24,303.12,295.39,293.27,253.15,,,253.29,296.15,263.54,278.92,,,,,,290.48,241.7,239.57,246.46,247.73,246.51,,221.34,,,,,,,224.85,231.13,227.51,222.8,,237.53,236.94,,,202.68,L8
2017-09-02 22:27:04+00:00,,,,280.23,284.52,,,,,,,,,,,,,,,,,282.58,273.32,312.04,295.6,301.36,304.65,301.83,306.14,304.51,,,,,,,336.28,,,,,343.21,,,,,,,,,,,,,,,328.12,,,,,,,,,,,,,,,,,,,,,,,,225.2,219.66,219.57,,216.75,197.38,213.12,,,,,,,,,,,,,,343.43,,,,292.87,,,,,244.19,285.88,305.45,300.23,,,,,250.05,,,,,,,237.2,,,,,,,,,,,,,,,,,,,,,,,,,253.15,,,253.29,,263.54,278.92,,,,,,271.1,241.7,239.57,246.46,247.73,246.51,,221.34,,,,,,,,,,,,,,,,,L8
2017-09-18 22:27:06+00:00,268.91,248.62,252.71,274.64,284.685,291.46,290.54,,,,,,,,,339.43,326.14,,,,,301.895,273.32,317.14,299.05,301.19,307.90999999999997,304.385,304.245,304.34000000000003,294.9,273.88,297.75,,,301.77,323.42499999999995,,307.09,301.91,,328.765,,316.44,323.79,,309.72,,,,,,308.33,,,,319.98,,,,,309.97,,,,,,,,,,,,,,,,335.87,,,225.2,219.66,219.57,,216.75,197.38,213.12,,288.2,311.24,,,338.82,,348.59,347.72,,,,,343.32500000000005,,,,313.545,,,,,281.53,305.28999999999996,305.45,300.23,,,,,250.05,,,,,,,237.2,,,,,,,,,,,,,,,,321.75,,,,,,,,,253.15,,,253.29,,263.54,278.92,,,,,,271.1,241.7,239.57,246.46,247.73,246.51,,221.34,,,,,,,,,,,,,,337.8,,,L8
2018-03-29 22:26:26+00:00,239.49,241.78,247.67,248.47,283.45,253.47,251.21,,,,,,,313.16,301.41,309.24,300.46,290.69,284.64,297.56,297.31,298.73,279.75,285.43,287.89,287.02,275.15,287.11,290.86,292.99,287.47,292.63,296.47,290.91,301.33,287.63,291.27,,290.36,306.88,303.15,299.42,,286.51,295.46,298.86,297.64,,,,,,294.1,297.46,291.69,304.01,298.25,298.5,,,,292.77,,303.5,,,,,,,,,,,,312.92,309.44,312.63,,,,,,310.94,,,,309.26,300.21,314.85,,,,,347.84,338.27,,,,,336.21,,,,303.98,282.08,288.72,298.55,295.21,294.19,295.48,299.01,302.66,303.33,297.71,,,312.0,313.02,,,,302.83,326.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.62,305.97,310.21,,,L8
2018-09-21 22:26:37+00:00,239.49,241.78,247.67,248.47,283.45,253.47,251.21,,,,197.02,236.08,223.81,287.53,286.01,291.40999999999997,290.525,285.625,281.31,284.78999999999996,287.14,287.57000000000005,272.39,275.595,277.265,274.625,267.565,274.605,274.025,275.345,270.285,273.37,273.665,269.005,277.58,274.375,274.145,258.87,273.6,281.475,279.65999999999997,277.95000000000005,255.3,268.775,276.74,277.135,277.835,254.02,258.55,268.17,260.25,257.91,270.92,272.28499999999997,265.4,304.01,270.52,274.855,256.23,251.46,255.33,277.88,266.22,292.055,269.26,271.29,261.28,263.63,242.37,,240.94,222.22,222.06,229.52,245.48,312.92,309.44,312.63,248.69,260.57,252.31,257.72,255.99,310.94,254.22,233.44,233.12,309.26,300.21,314.85,219.22,231.67,,,347.84,338.27,270.55,267.5,267.51,259.46,336.21,270.46,265.61,266.5,284.4,272.65999999999997,283.935,289.6,285.66499999999996,286.7,282.415,290.445,294.06500000000005,292.98,290.54999999999995,288.56,284.73,300.395,304.32,,,,291.585,326.24,,299.38,300.83,305.69,316.85,316.1,293.99,309.31,308.24,321.31,325.54,289.76,321.44,293.2,291.74,298.01,295.93,301.64,294.89,298.81,,,301.3,295.54,,,,290.99,288.42,,,,,,,,,,,,,,,,,,,,,,,233.96,219.84,224.64,219.6,,317.97,307.81500000000005,310.725,,204.97,L8
2018-12-01 22:33:03+00:00,,,,,,,,,,,197.02,236.08,223.81,261.9,270.61,273.58,280.59,280.56,277.98,272.02,276.97,276.41,265.03,265.76,266.64,262.23,259.98,262.1,257.19,257.7,253.1,254.11,250.86,247.1,253.83,261.12,257.02,258.87,256.84,256.07,256.17,256.48,255.3,251.04,258.02,255.41,258.03,254.02,258.55,268.17,260.25,257.91,247.74,247.11,239.11,,242.79,251.21,256.23,251.46,255.33,262.99,266.22,280.61,269.26,271.29,261.28,263.63,242.37,,240.94,222.22,222.06,229.52,245.48,,,,248.69,260.57,252.31,257.72,255.99,,254.22,233.44,233.12,,,,219.22,231.67,,,,,270.55,267.5,267.51,259.46,,270.46,265.61,266.5,264.82,263.24,279.15,280.65,276.12,279.21,269.35,281.88,285.47,282.63,283.39,288.56,284.73,288.79,295.62,,,,280.34,,,299.38,300.83,305.69,328.95500000000004,316.1,293.99,309.31,308.24,321.31,325.54,289.76,321.44,293.2,291.74,298.01,295.93,301.64,294.89,298.81,,,301.3,295.54,,,,290.99,288.42,,,,,,,,,,,,,,,,,,,,,,,233.96,219.84,224.64,219.6,,303.32,309.66,311.24,,204.97,L8
2019-01-11 22:26:49+00:00,200.37,,,,,,,174.04,167.67,182.02,197.02,236.08,241.86,259.19,266.47,272.29999999999995,291.88,286.63,281.245,284.94,287.93,285.415,273.86,272.56,275.515,271.71500000000003,267.45000000000005,267.365,266.21000000000004,267.18,265.99,258.315,259.53499999999997,256.985,262.24,267.345,272.37,270.4,270.635,270.2,270.235,270.095,265.06,262.315,266.095,262.715,267.475,263.86,267.545,271.95500000000004,267.53999999999996,266.61,262.1,257.865,254.75,,252.075,257.335,260.645,259.24,264.795,270.71500000000003,277.78,284.405,286.31,271.29,279.76,280.115,242.37,305.35,240.94,234.07999999999998,222.06,229.52,245.48,321.09,324.29,335.07,248.69,260.57,252.31,278.245,275.46500000000003,290.73,271.385,233.44,233.12,276.23,280.28,286.82,219.22,231.67,346.75,316.01,332.74,336.48,270.55,267.5,267.51,259.46,316.46,270.46,288.865,284.15,284.655,263.24,297.17999999999995,299.465,294.945,298.27,269.35,302.685,285.47,282.63,283.39,288.56,284.73,288.79,295.62,,358.94,,280.34,348.08,,299.38,300.83,305.69,338.44666666666666,334.22,293.99,333.46000000000004,308.24,321.31,325.54,289.76,321.44,293.2,291.74,298.01,295.93,301.64,294.89,298.81,,,297.53,291.745,290.99,290.62,286.31,289.88,286.045,295.32,300.39,311.94,316.32,,,,,,,,,,,,,,,,,,,233.96,219.84,224.64,219.6,,303.32,305.785,321.005,,204.97,L8
2019-02-12 22:26:43+00:00,200.37,,,,,,,174.04,167.67,182.02,197.02,236.08,241.86,259.19,266.47,272.29999999999995,291.88,286.63,291.37333333333333,284.94,287.93,285.415,273.86,272.56,286.9633333333333,285.6033333333333,282.04333333333335,267.365,266.21000000000004,276.82666666666665,265.99,258.315,259.53499999999997,256.985,262.24,267.345,272.37,270.4,270.635,270.2,270.235,270.095,265.06,262.315,266.095,262.715,267.475,263.86,267.545,271.95500000000004,267.53999999999996,266.61,262.1,257.865,254.75,,252.075,257.335,260.645,259.24,264.795,270.71500000000003,277.78,284.405,304.8333333333333,271.29,279.76,280.115,242.37,305.35,240.94,234.07999999999998,222.06,229.52,245.48,321.09,324.29,335.07,248.69,260.57,252.31,278.245,275.46500000000003,290.73,271.385,233.44,233.12,276.23,280.28,286.82,219.22,231.67,346.75,316.01,332.74,336.48,270.55,267.5,267.51,259.46,316.46,270.46,288.865,284.15,284.655,263.24,297.17999999999995,299.465,294.945,298.27,269.35,302.685,285.47,282.63,283.39,288.56,284.73,288.79,295.62,,358.94,,280.34,348.08,,299.38,300.83,305.69,338.44666666666666,334.22,293.99,333.46000000000004,308.24,321.31,325.54,289.76,321.44,293.2,291.74,298.01,295.93,301.64,294.89,298.81,,,297.53,291.745,290.99,290.62,286.31,289.88,286.045,295.32,300.39,311.94,316.32,,,,,,,,,,,,,,,,,,,233.96,219.84,224.64,219.6,,303.32,305.785,321.005,,204.97,L8
2019-02-19 22:32:52+00:00,200.37,,,,,,,174.04,167.67,182.02,197.02,236.08,241.86,259.19,266.47,272.29999999999995,291.88,286.63,291.37333333333333,284.94,287.93,285.415,273.86,272.56,286.9633333333333,285.6033333333333,282.04333333333335,267.365,266.21000000000004,276.82666666666665,265.99,258.315,259.53499999999997,256.985,262.24,267.345,272.37,270.4,270.635,270.2,270.235,270.095,265.06,262.315,266.095,262.715,267.475,263.86,267.545,271.95500000000004,267.53999999999996,266.61,262.1,257.865,254.75,,252.075,257.335,260.645,259.24,264.795,270.71500000000003,277.78,284.405,304.8333333333333,271.29,279.76,280.115,242.37,305.35,240.94,234.07999999999998,222.06,229.52,245.48,321.09,324.29,335.07,248.69,260.57,252.31,278.245,275.46500000000003,290.73,271.385,233.44,233.12,276.23,280.28,286.82,219.22,231.67,346.75,327.155,344.015,345.31,270.55,267.5,267.51,259.46,316.46,270.46,288.865,299.4666666666667,298.5466666666667,263.24,311.2133333333333,299.465,294.945,298.27,269.35,302.685,285.47,282.63,283.39,288.56,284.73,288.79,295.62,,358.94,,280.34,348.08,,299.38,300.83,305.69,338.44666666666666,334.22,293.99,333.46000000000004,308.24,321.31,325.54,289.76,321.44,293.2,291.74,298.01,295.93,301.64,294.89,298.81,,,297.53,291.745,297.20500000000004,296.24,292.61,293.3833333333333,292.11,295.32,300.39,311.94,316.32,,,,,,,,,,,,,,,,,,,233.96,219.84,224.64,219.6,,303.32,305.785,321.005,,204.97,L8
2019-03-16 22:26:33+00:00,200.37,,,,,,,174.04,167.67,182.02,197.02,238.79500000000002,237.85333333333335,250.95000000000002,259.11333333333334,278.39,292.66333333333336,285.7833333333333,285.555,281.99333333333334,287.05,282.44,276.75,273.24,281.3075,280.7525,278.3525,268.69666666666666,265.89000000000004,273.3,267.8333333333333,260.0233333333333,262.17333333333335,258.66333333333336,262.50333333333333,265.9766666666667,270.8333333333333,269.3333333333333,267.8966666666667,270.99,270.1466666666667,269.6366666666667,266.5233333333333,264.17,263.92,265.24,268.5466666666667,266.03666666666663,268.44666666666666,272.50333333333333,264.8,263.56333333333333,260.74,256.36,255.56333333333336,,254.72333333333333,257.0933333333333,262.63000000000005,257.62,263.89000000000004,272.07,268.73333333333335,278.25,304.8333333333333,264.74,278.09666666666664,273.11333333333334,242.37,289.11,248.72,231.38333333333333,229.57,229.52,253.85000000000002,321.09,324.29,335.07,247.875,261.63,253.73000000000002,271.99666666666667,269.5466666666667,290.73,263.15333333333336,232.9,234.305,261.565,258.52,274.46500000000003,219.22,236.45499999999998,346.75,327.155,331.4066666666667,345.31,271.46000000000004,270.28999999999996,268.99,260.42999999999995,316.46,270.62,283.74,291.525,289.8375,266.96000000000004,303.14,294.3066666666667,291.6133333333333,294.18666666666667,274.935,299.3833333333333,288.26,284.355,285.85,289.83000000000004,285.99,291.37,297.32,297.14,337.745,309.44,284.03999999999996,348.08,,313.23,316.15,310.265,338.44666666666666,330.68333333333334,306.0,330.66333333333336,321.235,324.77,327.665,308.99,323.72,294.185,292.615,298.705,298.095,301.64,294.89,298.81,,,300.08,293.9866666666667,298.12333333333333,296.69,293.18333333333334,294.215,292.3575,296.63,300.39,311.94,316.32,,,,311.52,310.05,,,,,,,,,,,,,,230.89,226.89,225.40499999999997,222.285,,303.32,305.785,321.005,,207.67000000000002,L8
